"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count opportunities to pass to Runs in sample";"Count opportunities to pass to Runs per 100 Pass Opportunities";"Count pass attempts for Runs per 100 Pass Opportunities";"Threat of all opportunities to pass to Runs per 100 Pass Opportunities";"Threat of Runs to which a pass was attempted per 100 Pass Opportunities";"Pass completion ratio to Runs";"Count Runs made by teammate per 100 Pass Opportunities";"Threat of Runs to which a pass was completed per 100 Pass Opportunities";"Count completed passes for Runs per 100 Pass Opportunities";"Count completed passes leading to shot for Runs per 100 Pass Opportunities";"Count completed passes leading to goal for Runs per 100 Pass Opportunities";"Count opportunities to pass to dangerous Runs per 100 Pass Opportunities";"Count pass attempts for dangerous Runs per 100 Pass Opportunities";"Count completed passes for dangerous Runs per 100 Pass Opportunities"
"András Schäfer";"RM";"all";"all";"30181";"A. Schäfer";"1999-04-13";"89.31";"16.15";"10";"0";"76";"100";"59.21";"1.58";"1.04";"71.11";"140.79";"0.44";"42.11";"6.58";"0";"25";"17.11";"6.58"
"Armindo Sieb";"CF";"all";"all";"39786";"A. Sieb";"2003-02-17";"65.46";"13.6";"5";"0";"38";"100";"68.42";"2.68";"1.99";"65.38";"163.16";"1.22";"44.74";"13.16";"5.26";"52.63";"39.47";"23.68"
"Anton Stach";"CB";"all";"all";"33233";"A. Stach";"1998-11-15";"98.72";"23.44";"6";"0";"81";"100";"50.62";"0.58";"0.21";"85.37";"124.69";"0.14";"43.21";"1.23";"0";"9.88";"2.47";"1.23"
"Anton Stach";"RDM";"all";"all";"33233";"A. Stach";"1998-11-15";"93.19";"19.3";"11";"0";"106";"100";"66.04";"1.15";"0.79";"72.86";"130.19";"0.43";"48.11";"1.89";"0";"18.87";"14.15";"9.43"
"Anton Stach";"RM";"all";"all";"33233";"A. Stach";"1998-11-15";"91.83";"22.55";"5";"0";"67";"100";"67.16";"1.53";"0.89";"88.89";"149.25";"0.71";"59.7";"10.45";"0";"17.91";"13.43";"11.94"
"Angelo Stiller";"LDM";"all";"all";"34908";"A. Stiller";"2001-04-04";"99.89";"29.05";"8";"0";"138";"100";"55.07";"1.89";"1.05";"81.58";"133.33";"0.78";"44.93";"10.14";"2.17";"35.51";"18.84";"12.32"
"Angelo Stiller";"LM";"all";"all";"34908";"A. Stiller";"2001-04-04";"97.66";"25.62";"16";"0";"288";"100";"56.6";"1.54";"0.86";"82.21";"134.38";"0.6";"46.53";"4.17";"0.35";"25.35";"12.5";"8.33"
"Arthur Theate";"LB";"all";"all";"32269";"A. Theate";"2000-05-25";"94.25";"19.36";"7";"1";"102";"100";"56.86";"0.89";"0.54";"74.14";"128.43";"0.35";"42.16";"1.96";"0";"10.78";"5.88";"3.92"
"Arthur Theate";"LCB";"all";"all";"32269";"A. Theate";"2000-05-25";"97.36";"23.61";"21";"0";"357";"100";"51.82";"0.8";"0.48";"76.76";"132.49";"0.31";"39.78";"3.92";"0.28";"11.48";"7";"3.92"
"Arthur Vermeeren";"LM";"all";"all";"174342";"A. Vermeeren";"2005-02-07";"86.15";"19.9";"5";"0";"38";"100";"60.53";"1.32";"0.76";"78.26";"142.11";"0.4";"47.37";"2.63";"0";"21.05";"15.79";"5.26"
"Arthur Vermeeren";"RM";"all";"all";"174342";"A. Vermeeren";"2005-02-07";"79.26";"18.24";"10";"0";"77";"100";"51.95";"1.1";"0.59";"77.5";"131.17";"0.42";"40.26";"5.19";"2.6";"18.18";"9.09";"5.19"
"Aleix García Serrano";"LM";"all";"all";"13983";"Aleix García";"1997-06-28";"93.14";"27.18";"9";"0";"168";"100";"47.62";"1.28";"0.5";"87.5";"130.36";"0.37";"41.67";"4.17";"0.6";"19.05";"5.36";"2.38"
"Arthur Largura Chaves";"RCB";"all";"all";"151329";"Arthur Chaves";"2001-01-29";"96.01";"20.93";"22";"0";"254";"100";"54.33";"0.47";"0.31";"81.88";"125.98";"0.1";"44.49";"2.36";"0";"2.36";"1.97";"0.39"
"Bence Dárdai";"RM";"all";"all";"162524";"B. Dárdai";"2006-01-24";"80.24";"16.93";"12";"0";"83";"100";"71.08";"1";"0.6";"79.66";"136.14";"0.42";"56.63";"1.2";"0";"14.46";"8.43";"6.02"
"Benedikt Gimber";"CB";"all";"all";"19430";"B. Gimber";"1997-02-19";"94.59";"17.86";"9";"0";"42";"100";"52.38";"0.38";"0.2";"95.45";"119.05";"0.2";"50";"0";"0";"4.76";"2.38";"2.38"
"Benedikt Gimber";"LCB";"all";"all";"19430";"B. Gimber";"1997-02-19";"94.92";"19.25";"18";"0";"161";"100";"55.28";"0.48";"0.36";"79.78";"131.68";"0.13";"44.1";"1.24";"0";"3.11";"2.48";"0.62"
"Benjamin Paa Kwesi Henrichs";"RWB";"all";"all";"1279";"B. Henrichs";"1997-02-23";"88.53";"20.05";"6";"0";"80";"100";"55";"1.12";"0.56";"65.91";"155";"0.29";"36.25";"7.5";"2.5";"11.25";"5";"2.5"
"Benedict Hollerbach";"AM";"all";"all";"40327";"B. Hollerbach";"2001-05-17";"80.6";"14.54";"6";"0";"55";"100";"72.73";"3.81";"3.19";"57.5";"169.09";"0.73";"41.82";"5.45";"0";"50.91";"40";"14.55"
"Benedict Hollerbach";"CF";"all";"all";"40327";"B. Hollerbach";"2001-05-17";"85.21";"17.21";"10";"0";"106";"100";"71.7";"3.71";"2.95";"64.47";"180.19";"1.4";"46.23";"10.38";"0";"43.4";"32.08";"17.92"
"Benedict Hollerbach";"LF";"all";"all";"40327";"B. Hollerbach";"2001-05-17";"90.2";"18.21";"5";"0";"47";"100";"76.6";"2.26";"1.94";"66.67";"168.09";"0.96";"51.06";"10.64";"0";"42.55";"40.43";"23.4"
"Budu Zivzivadze";"CF";"all";"all";"45594";"B. Zivzivadze";"1994-03-10";"95.83";"21.88";"9";"0";"80";"100";"61.25";"2.42";"1.78";"65.31";"153.75";"1.17";"40";"8.75";"2.5";"31.25";"22.5";"13.75"
"Benjamin Šeško";"CF";"all";"all";"25340";"B. Šeško";"2003-05-31";"84.32";"20.92";"24";"0";"207";"100";"73.91";"2.72";"1.99";"71.24";"157";"1.04";"52.66";"8.21";"1.45";"37.68";"26.57";"13.04"
"Bernardo Fernandes da Silva Junior";"LCB";"all";"all";"11751";"Bernardo";"1995-05-14";"98.97";"19.52";"19";"0";"196";"100";"58.67";"0.87";"0.65";"75.65";"135.71";"0.28";"44.39";"4.08";"0";"7.65";"5.1";"2.04"
"Christoph Baumgartner";"RW";"all";"all";"22891";"C. Baumgartner";"1999-08-01";"77.27";"19.95";"5";"0";"50";"100";"58";"1.79";"1.3";"55.17";"168";"0.5";"32";"2";"0";"20";"14";"4"
"Carlo Boukhalfa";"LM";"all";"all";"32053";"C. Boukhalfa";"1999-05-03";"90.6";"19.02";"11";"0";"84";"100";"64.29";"1.47";"0.99";"66.67";"139.29";"0.55";"42.86";"4.76";"0";"25";"15.48";"8.33"
"Carlo Boukhalfa";"RM";"all";"all";"32053";"C. Boukhalfa";"1999-05-03";"86.56";"17.94";"6";"0";"43";"100";"69.77";"1.29";"0.81";"73.33";"146.51";"0.53";"51.16";"6.98";"0";"27.91";"11.63";"4.65"
"Chris Führich";"LW";"all";"all";"19306";"C. Führich";"1998-01-09";"83.96";"25.27";"17";"0";"277";"100";"54.15";"2.21";"1.34";"84";"158.84";"0.88";"45.49";"6.5";"0.72";"33.21";"18.77";"13.72"
"Christian Günter";"LB";"all";"all";"11354";"C. Günter";"1993-02-28";"89.85";"21.26";"25";"0";"305";"100";"60";"1.52";"0.89";"68.31";"153.11";"0.36";"40.98";"2.95";"0.33";"17.38";"10.49";"3.61"
"Castello  Lukeba";"LCB";"all";"all";"44864";"C. Lukeba";"2002-12-17";"92.32";"22.29";"12";"0";"172";"100";"50.58";"0.67";"0.32";"80.46";"134.3";"0.2";"40.7";"0";"0";"7.56";"4.07";"1.74"
"Chrislain Matsima";"RCB";"all";"all";"31926";"C. Matsima";"2002-05-15";"96.9";"20.06";"26";"0";"238";"100";"51.68";"0.59";"0.23";"86.99";"121.01";"0.18";"44.96";"2.52";"0.42";"5.46";"2.52";"2.1"
"Christopher Trimmel";"RWB";"all";"all";"19296";"C. Trimmel";"1987-02-24";"88.02";"15.15";"17";"0";"165";"100";"65.45";"1.41";"0.88";"60.19";"160.61";"0.5";"39.39";"3.64";"0";"16.97";"10.91";"4.85"
"Cédric Zesiger";"LCB";"all";"all";"23177";"C. Zesiger";"1998-06-24";"93.43";"18.19";"18";"0";"169";"100";"53.85";"0.63";"0.34";"78.02";"126.63";"0.22";"42.01";"1.18";"0.59";"5.33";"1.78";"1.18"
"Danilho Doekhi";"RCB";"all";"all";"14385";"D. Doekhi";"1998-06-30";"98.26";"18.62";"34";"0";"332";"100";"40.66";"0.49";"0.17";"82.22";"129.22";"0.1";"33.43";"1.81";"0.3";"4.22";"0.9";"0.3"
"Dimitrios Giannoulis";"LWB";"all";"all";"12534";"D. Giannoulis";"1995-10-17";"96.11";"20.29";"26";"0";"401";"100";"64.84";"1.76";"1.24";"68.85";"157.11";"0.72";"44.64";"8.23";"1";"23.94";"17.21";"8.23"
"Dominik Kohr";"LCB";"all";"all";"2820";"D. Kohr";"1994-01-31";"91.95";"20.79";"16";"0";"177";"100";"62.71";"0.9";"0.62";"81.08";"141.81";"0.37";"50.85";"2.82";"1.13";"9.04";"5.65";"3.95"
"Dominik Kohr";"RCB";"all";"all";"2820";"D. Kohr";"1994-01-31";"99.15";"18.75";"7";"0";"88";"100";"59.09";"0.36";"0.24";"75";"142.05";"0.17";"44.32";"5.68";"0";"0";"0";"0"
"Derrick Köhn";"LWB";"all";"all";"32255";"D. Köhn";"1999-02-04";"78.88";"20.86";"10";"0";"153";"100";"60.78";"2";"1.29";"73.12";"148.37";"0.54";"44.44";"5.88";"0.65";"26.14";"15.69";"5.23"
"Donyell Malen";"RW";"all";"all";"12654";"D. Malen";"1999-01-19";"78.32";"26.87";"5";"0";"48";"100";"66.67";"4.91";"3.47";"53.12";"175";"0.81";"35.42";"10.42";"6.25";"45.83";"37.5";"10.42"
"David Nemeth";"LCB";"all";"all";"27776";"D. Nemeth";"2001-03-18";"94.31";"21.1";"10";"0";"170";"100";"50";"0.43";"0.23";"91.76";"135.88";"0.19";"45.88";"1.76";"0";"4.12";"1.76";"1.76"
"David Nemeth";"RCB";"all";"all";"27776";"D. Nemeth";"2001-03-18";"97.3";"19.51";"13";"0";"124";"100";"56.45";"0.37";"0.24";"77.14";"145.16";"0.11";"43.55";"0.81";"0";"2.42";"2.42";"0.81"
"David Raum";"LB";"all";"all";"19255";"D. Raum";"1998-04-22";"90.83";"23.07";"10";"0";"179";"100";"55.31";"1.57";"1.09";"71.72";"150.84";"0.49";"39.66";"2.23";"1.12";"20.67";"15.08";"4.47"
"David Raum";"LWB";"all";"all";"19255";"D. Raum";"1998-04-22";"91.42";"22.87";"11";"0";"182";"100";"68.13";"2.03";"1.63";"68.55";"160.44";"0.81";"46.7";"7.69";"2.75";"26.92";"21.98";"10.44"
"Danel Sinani";"CF";"all";"all";"17678";"D. Sinani";"1997-04-05";"85.51";"16.12";"8";"0";"88";"100";"71.59";"1.38";"1.06";"73.02";"151.14";"0.79";"52.27";"4.55";"1.14";"18.18";"13.64";"9.09"
"Daniel Svensson";"LWB";"all";"all";"34657";"D. Svensson";"2002-02-12";"97.04";"24.29";"7";"0";"126";"100";"58.73";"2.04";"1.5";"83.78";"137.3";"0.78";"49.21";"5.56";"2.38";"21.43";"12.7";"7.94"
"Deniz Undav";"AM";"all";"all";"60012";"D. Undav";"1996-07-19";"87.7";"27.72";"5";"0";"63";"100";"61.9";"2.3";"1.54";"69.23";"146.03";"1";"42.86";"9.52";"3.17";"42.86";"30.16";"19.05"
"Deniz Undav";"CF";"all";"all";"60012";"D. Undav";"1996-07-19";"85.98";"22.98";"13";"0";"146";"100";"72.6";"3.32";"2.35";"71.7";"171.92";"1.43";"52.05";"14.38";"1.37";"47.95";"36.3";"23.97"
"Dayot Upamecano";"RCB";"all";"all";"11516";"D. Upamecano";"1998-10-27";"93.4";"34.19";"17";"0";"267";"100";"49.44";"0.39";"0.2";"92.42";"120.6";"0.15";"45.69";"0.37";"0";"3.37";"1.87";"1.12"
"Denis Vavro";"CB";"all";"all";"12880";"D. Vavro";"1996-04-10";"90.93";"18.45";"6";"0";"43";"100";"48.84";"0.29";"0.1";"100";"125.58";"0.1";"48.84";"2.33";"0";"2.33";"0";"0"
"Denis Vavro";"RCB";"all";"all";"12880";"D. Vavro";"1996-04-10";"98.62";"21.79";"21";"0";"201";"100";"39.8";"0.47";"0.15";"86.25";"125.87";"0.12";"34.33";"0";"0";"5.97";"1.49";"1"
"David Zec";"CB";"all";"all";"37691";"D. Zec";"2000-01-05";"92.26";"17.06";"14";"0";"124";"100";"48.39";"0.24";"0.17";"95";"145.16";"0.15";"45.97";"0.81";"0";"0.81";"0.81";"0.81"
"Danny  Vieira da Costa";"RCB";"all";"all";"2303";"D. da Costa";"1993-07-13";"93.91";"21.24";"23";"0";"345";"100";"54.2";"0.59";"0.33";"70.05";"134.2";"0.21";"37.97";"2.03";"0";"4.06";"1.74";"1.16"
"Diogo Filipe Monteiro Pinto Leite";"LCB";"all";"all";"12663";"Diogo Leite";"1999-01-23";"97.4";"18.1";"27";"0";"299";"100";"58.19";"0.79";"0.42";"76.44";"138.8";"0.26";"44.48";"0.67";"0";"7.02";"4.35";"2.34"
"El Chadaille Bitshiabu";"LCB";"all";"all";"61379";"E. Bitshiabu";"2005-05-16";"92.04";"22.39";"10";"0";"126";"100";"55.56";"0.45";"0.23";"88.57";"123.81";"0.12";"49.21";"0";"0";"3.17";"2.38";"0"
"Emre Can";"RCB";"all";"all";"3094";"E. Can";"1994-01-12";"98.72";"27.37";"12";"0";"181";"100";"46.41";"0.44";"0.18";"86.9";"119.34";"0.13";"40.33";"3.31";"0";"3.87";"0.55";"0.55"
"Ermedin Demirović";"CF";"all";"all";"12995";"E. Demirović";"1998-03-25";"82.83";"23.72";"19";"0";"118";"100";"65.25";"2.83";"1.73";"71.43";"149.15";"0.91";"46.61";"10.17";"0.85";"39.83";"27.12";"16.1"
"Eric  Dier";"RCB";"all";"all";"3132";"E. Dier";"1994-01-15";"94.29";"29.52";"12";"0";"200";"100";"54";"0.32";"0.18";"88.89";"118";"0.12";"48";"2";"0";"3";"2";"1"
"Eren Sami Dinkçi";"AM";"all";"all";"35295";"E. Dinkçi";"2001-12-13";"72.68";"18.41";"8";"0";"69";"100";"68.12";"2.93";"2.12";"76.6";"150.72";"1.39";"52.17";"14.49";"1.45";"28.99";"21.74";"15.94"
"Enzo Millot";"RW";"all";"all";"30970";"E. Millot";"2002-07-17";"80.7";"24.59";"5";"0";"61";"100";"62.3";"1.66";"1.2";"68.42";"152.46";"0.75";"42.62";"4.92";"1.64";"24.59";"18.03";"9.84"
"Exequiel Alejandro Palacios";"RM";"all";"all";"18315";"E. Palacios";"1998-10-05";"86.08";"29.59";"5";"0";"88";"100";"54.55";"1.53";"0.8";"87.5";"135.23";"0.67";"47.73";"4.55";"2.27";"15.91";"9.09";"6.82"
"Elvis Rexhbecaj";"LM";"all";"all";"19105";"E. Rexhbecaj";"1997-11-01";"85.19";"17.1";"6";"0";"42";"100";"59.52";"1.99";"0.98";"68";"128.57";"0.54";"40.48";"7.14";"0";"30.95";"11.9";"4.76"
"Elvis Rexhbecaj";"RM";"all";"all";"19105";"E. Rexhbecaj";"1997-11-01";"94.09";"17.74";"8";"0";"83";"100";"66.27";"2.09";"1.49";"67.27";"153.01";"0.67";"44.58";"4.82";"1.2";"30.12";"16.87";"6.02"
"Ellyes Skhiri";"DM";"all";"all";"3015";"E. Skhiri";"1995-05-10";"96.92";"23.15";"5";"0";"55";"100";"54.55";"1.27";"0.76";"70";"141.82";"0.4";"38.18";"7.27";"0";"16.36";"9.09";"7.27"
"Ellyes Skhiri";"RM";"all";"all";"3015";"E. Skhiri";"1995-05-10";"93.44";"20.61";"13";"0";"100";"100";"66";"1.59";"1.14";"87.88";"132";"1.04";"58";"10";"0";"26";"19";"18"
"Eric Smith";"CB";"all";"all";"14575";"E. Smith";"1997-01-08";"97.94";"20.78";"19";"0";"178";"100";"54.49";"0.57";"0.31";"82.47";"134.83";"0.2";"44.94";"2.81";"0";"3.37";"2.25";"1.69"
"Eric Smith";"LM";"all";"all";"14575";"E. Smith";"1997-01-08";"97.28";"19.71";"12";"0";"125";"100";"55.2";"0.98";"0.47";"81.16";"140";"0.36";"44.8";"1.6";"0";"15.2";"5.6";"4"
"Edmond Fayçal Tapsoba";"LCB";"all";"all";"23964";"E. Tapsoba";"1999-02-02";"98.82";"24";"6";"0";"105";"100";"55.24";"0.6";"0.27";"94.83";"131.43";"0.22";"52.38";"2.86";"1.9";"5.71";"1.9";"0.95"
"Edmond Fayçal Tapsoba";"RCB";"all";"all";"23964";"E. Tapsoba";"1999-02-02";"97.52";"27.84";"19";"0";"413";"100";"55.69";"0.64";"0.32";"84.35";"136.56";"0.26";"46.97";"2.66";"0.48";"6.3";"1.94";"1.45"
"Felix Agu";"LWB";"all";"all";"25524";"F. Agu";"1999-09-27";"89.46";"19.16";"16";"0";"193";"100";"64.25";"1.64";"1.12";"74.19";"146.11";"0.68";"47.67";"6.74";"0.52";"23.83";"16.58";"9.33"
"Farès Chaïbi";"LW";"all";"all";"130425";"F. Chaïbi";"2002-11-28";"76.2";"16.66";"5";"0";"48";"100";"66.67";"1.53";"1.02";"71.87";"160.42";"0.66";"47.92";"6.25";"2.08";"27.08";"22.92";"14.58"
"Franck Honorat";"RW";"all";"all";"3588";"F. Honorat";"1996-08-11";"81.74";"18.65";"16";"0";"203";"100";"73.89";"3.36";"2.94";"58.67";"180.79";"1.04";"43.35";"9.36";"0.99";"36.45";"30.05";"11.33"
"Finn Jeltsch";"RCB";"all";"all";"663380";"F. Jeltsch";"2006-07-17";"98.7";"30.57";"6";"0";"108";"100";"46.3";"0.43";"0.12";"90";"118.52";"0.1";"41.67";"1.85";"0";"7.41";"0.93";"0.93"
"Frans Krätzig";"LWB";"all";"all";"628278";"F. Krätzig";"2003-01-14";"92.1";"19.4";"7";"0";"104";"100";"59.62";"1.78";"1.2";"69.35";"172.12";"0.6";"41.35";"9.62";"0.96";"29.81";"20.19";"10.58"
"Felix Kalu Nmecha";"DM";"all";"all";"20239";"F. Nmecha";"2000-10-10";"92.24";"26.95";"7";"0";"87";"100";"47.13";"1.46";"0.76";"78.05";"141.38";"0.45";"36.78";"6.9";"0";"25.29";"14.94";"6.9"
"Frank Ogochukwu Onyeka";"LM";"all";"all";"13553";"F. Onyeka";"1998-01-01";"89.63";"18.72";"11";"0";"69";"100";"53.62";"1.4";"0.6";"78.38";"117.39";"0.44";"42.03";"1.45";"0";"15.94";"5.8";"4.35"
"Frank Ogochukwu Onyeka";"RM";"all";"all";"13553";"F. Onyeka";"1998-01-01";"91.04";"18.86";"15";"0";"145";"100";"60";"1.54";"1.06";"83.91";"146.9";"0.66";"50.34";"6.21";"0.69";"21.38";"13.79";"8.28"
"Felix Passlack";"RB";"all";"all";"3375";"F. Passlack";"1998-05-29";"90.74";"15.46";"8";"0";"94";"100";"57.45";"1.54";"1.03";"72.22";"160.64";"0.5";"41.49";"4.26";"1.06";"21.28";"14.89";"7.45"
