Name,Team,Competition,Season,Minutes,90s,Appearances,Primary Position,Secondary Position,Gender,Nationality,Age,Date of Birth,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Alejandro Cabeza,LDU Quito,Liga Pro,2025,295,3.28,11,Right Centre Forward,Left Centre Forward,Man,Ecuador,28,10/03/97,185,0.92,0.92,0.86,0.25,3.36,27,36,6,,0.68,0.31,0.11,1.22,0.31,0.11,1.22,0,0,0,1.22,0.96,4.58,0.26,0.92,0.31,0.61,33,1.53,0,3.05,5.19,0.31,0.41,0,0,18.92,9.16,0,3.36,67.51,3.36,4.58,0.92,1.22,75,1.38,1.79,2.44,0,0.31,44,1.22,0,15.56,22.03,3.36,4.27,0.61,67.51,12.82,82,3.66,86,0.31,0,0,16.17,70,0.31,29,100,0,0.31,39,68,-1,65.66,0.92,0.8,1.08,19.23,68,5.49,6.1,0,0,0,0.61,10.07,10.07,0,,0.31,50,1.53,9,61,30,5,65,30,13.87,11.9,1,102,-1.96,13.85,12.11,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,13,3.57,17,-0.22,-0.08,0.01,0.06,,-0.23
Alex Andrés Rodríguez Reascos,Universidad Católica,Liga Pro,2025,865,9.61,19,Right Centre Midfielder,Left Centre Midfielder,Man,Ecuador,22,07/11/03,165,0.1,0.1,0.09,0.1,0.83,13,50,1,,0.1,0.21,0.2,2.5,0.21,0.17,1.98,0,0.04,0.52,0.31,0.29,3.33,0.02,1.77,0.94,0.83,53,1.67,0,3.23,3.33,0.21,0.31,0.1,0.14,25.5,13.95,0.01,3.75,54.63,3.75,6.66,2.39,2.6,74,3.37,3.68,1.56,36,0.83,71,0.52,0,21.55,29.85,3.23,4.58,0.31,54.79,12.6,58,4.06,89,0.21,0,0,41.95,81,3.75,6,63,0.52,5.52,19,83,2,61.69,7.39,0.64,0.77,45.6,86,4.49,19.15,2.08,1.35,0.73,0.42,2.19,3.54,0.21,30,0.94,53,0.73,19,68,13,16,73,10,19.99,15.6,0.94,103,-4.38,18.72,16,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,10,7.55,44,0.15,0.06,0.04,0.04,,0.29
Alex Arce,LDU Quito,Liga Pro,2025,1114,12.38,12,Centre Forward,Left Centre Forward,Man,Paraguay,30,15/06/95,187,0.24,0.16,0.32,0.11,2.91,6,28,7,100,0.21,0.24,0.15,0.65,0.24,0.15,0.65,0,0,0,0.4,0.47,3.55,-0.07,1.05,0.16,0.89,15,0.48,0,1.94,2.91,0.16,0.19,0.81,1.07,18.02,6.87,0.02,3.07,65.74,2.1,3.31,0.32,0.48,57,0.47,0.66,0.97,25,0.24,55,2.91,0,16.72,21.52,2.67,3.96,0.24,68.43,13.57,81,3.64,92,0.08,0,0,13.57,71,0.57,16,44,1.21,0.89,36,65,-7,60.97,2.02,0.49,0.72,13.98,71,6.39,5.33,0.16,0.16,0,0.57,7.03,7.19,0,0,0.24,27,0.65,12,68,20,12,74,14,16.76,16.43,0.94,89,-0.34,15.7,14.67,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,9,3.12,21,0.04,0,0.02,-0.03,,0.03
Alex Rangel,Barcelona,Liga Pro,2025,455,5.06,5,Right Centre Back,,Man,Ecuador,23,17/03/02,189,0,0,0.02,0.03,0.59,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0.02,0.59,-0.02,0.2,0.2,0,100,1.38,0,0.2,0,1.19,1.17,4.15,3.68,14.24,6.92,0.14,6.53,26.96,0.59,7.91,2.18,3.36,79,2.13,3.3,0.99,57,0.59,45,0.99,0,11.47,10.12,3.76,1.58,0.59,32.37,1.78,16,0.79,50,0,0,0,32.43,86,2.77,21,54,5.14,4.15,16,77,-9,33.26,1.98,0.14,0.16,27.89,99,3.73,1.58,0,0,0,0,0.4,0.4,0,,0,,0,35,63,2,63,38,0,22.73,24.76,0.93,81,2.04,21.2,20.07,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,10,1.94,15,0.04,0.06,0.13,-0.04,,0.19
Alexander Alvarado,LDU Quito,Liga Pro,2025,1359,15.1,21,Left Centre Midfielder,Left Wing,Man,Ecuador,26,20/04/99,165,0.13,0.13,0.13,0.07,1.79,7,26,2,,0.1,0.4,0.2,1.99,0.4,0.18,1.52,0,0.02,0.46,0.53,0.33,3.77,0.2,2.91,1.79,1.13,61,1.92,0,1.79,3.25,0.4,0.5,0.26,0.29,16.42,6.49,0.01,3.64,56.24,3.84,6.42,1.13,1.52,49,1.5,1.99,0.6,5,1.19,36,0.26,0,14.7,19.9,2.85,4.24,0.73,56.13,9.07,62,3.38,80,0.13,0,0,41.66,82,2.32,10,56,0.6,3.77,19,76,-5,62.26,7.22,0.52,0.66,45.3,90,5.45,18.74,1.79,1.26,0.53,0.86,4.04,5.3,0.2,11,0.53,32,0.99,16,74,11,20,71,8,18.29,14.59,0.98,100,-3.7,17.84,14.61,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,7,7.16,45,0,0.05,0.02,0.01,,0.07
Alexander Domínguez,LDU Quito,Liga Pro,2025,1467,16.3,15,Goalkeeper,,Man,Ecuador,38,04/06/87,193,0,0,0,,0,,,0,,0,0,0.01,0.06,0,0.01,0.06,0,0,0,0,0.01,0.06,-0.01,0,0,0,,0.18,0,0,0.06,0,0,0.06,0.1,0,0,0,6.69,2.55,0,3.62,0,0,,0,0,0,100,0,,0,0,0,0,0,0,0,,0,,0,,0,0,0,22.21,82,8.4,13,61,1.29,12.64,7,79,-3,12.23,1.1,0.25,0.25,18.28,100,4.16,0.74,0,0,0,0,0,0,0,,0,,0,37,63,0,92,8,0,38.01,43.38,0.85,91,5.37,32.15,39.6,0.74,0.62,-0.12,71,76,-5,0.79,2.52,24,10.55,1.52,0,0,16.25,3,16,5,1.44,9,0.1,0.05,0,,-0.16,-0.01
Alexander González,Emelec,Liga Pro,2025,1679,18.65,20,Right Centre Back,Right Midfielder,Man,Venezuela,33,12/09/92,185,0.05,0.05,0.01,0.03,0.38,14,29,1,,0.01,0,0.02,0.43,0,0.02,0.43,0,0,0,0.05,0.03,0.8,0.02,1.34,0.8,0.54,60,0.43,0,0.64,1.93,1.13,1.3,1.55,1.57,14.37,7.56,0.04,3.65,37.28,3.54,9.54,1.72,2.84,65,1.66,2.97,1.02,53,0.91,19,0.27,0,11.63,10.86,2.47,2.14,0.11,40.77,3.97,34,1.72,80,0.27,0,0,38.87,74,4.29,8,57,2.52,6.54,13,61,-13,43.97,4.83,0.24,0.27,36.73,93,6.02,6.86,0.86,0.75,0.11,0.21,0.8,1.55,0.16,6,0.16,19,0.27,39,58,3,48,48,4,23.4,21.49,0.96,92,-1.91,22.47,19.83,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,11,3.57,28,0.11,0.1,0.07,-0.01,,0.27
Alexis Melo,Vinotinto de Ecuador,Liga Pro,2025,336,3.74,5,Left Defensive Midfielder,Left Centre Midfielder,Man,Argentina,23,07/01/02,177,0,0,0.12,0.11,1.07,0,50,1,,0.29,0,0.01,0.54,0,0.01,0.54,0,0,0,0,0.13,1.61,-0.13,0.8,0.8,0,100,2.94,0.27,1.34,1.61,0.54,0.28,0.54,0.28,14.18,8.03,0.08,1.87,40.45,4.55,7.49,1.07,1.61,57,1.04,1.32,0.54,60,0.8,33,0.54,0,12.58,12.31,1.34,2.68,0,42.7,4.82,38,2.14,80,0,0,0,42.81,81,5.35,14,74,1.07,6.69,11,72,-9,48.75,5.89,0.33,0.33,41.47,93,6.16,7.22,0.54,0.27,0.27,0,0.54,0.8,0,0,0,0,0,21,65,14,33,59,7,21.77,20.85,0.99,104,-0.92,21.54,21.78,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,8,3.56,29,-0.03,0.26,0.12,0.08,,0.42
Alexis Rodríguez,Deportivo Cuenca,Liga Pro,2025,678,7.53,15,Right Centre Forward,Centre Forward,Man,Argentina,29,20/03/96,170,0.4,0.4,0.15,0.09,1.59,25,42,3,,0.21,0,0.01,0.27,0,0.01,0.27,0,0,0,0.4,0.16,1.86,0.24,1.99,0.93,1.06,47,3.06,0.13,1.73,4.52,0.13,0.06,0.53,0.41,24.97,9.83,0.02,2.79,55.06,2.92,5.05,1.2,1.33,60,1.02,1.08,1.46,38,0.8,35,1.59,0,22.32,19.67,2.52,5.18,0.93,56.27,13.42,60,4.38,85,0.4,0,0,18.86,76,0.66,7,63,0.93,0.66,22,69,-8,57.43,2.13,0.28,0.33,23.11,77,5,5.31,0.8,0.8,0,0.27,2.79,3.59,0.27,0,0.13,33,0.4,13,65,22,23,65,13,16,15.14,0.97,86,-0.87,15.5,12.96,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,13,3.12,23,-0.02,0.04,0.02,0.05,,0.09
Alfonso Barco,Emelec,Liga Pro,2025,443,4.93,6,Left Defensive Midfielder,Centre Defensive Midfielder,Man,Peru,24,06/12/01,185,0.2,0.2,0.1,0.07,1.42,14,14,1,,0.12,0,0,0.2,0,0,0.2,0,0,0,0.2,0.1,1.62,0.1,0,0,0,,0.61,0,0.41,1.22,1.22,1.14,2.64,1.63,19.69,11.98,0.07,5.07,34.34,3.86,9.54,2.64,3.86,68,2.07,3.21,1.83,44,1.22,53,1.83,0,15.22,12.91,3.86,5.48,0.41,37.7,4.87,32,2.84,52,0,0,0,31.87,82,4.06,70,63,3.04,6.09,20,78,-4,47.57,4.26,0.2,0.25,23.95,93,3.56,7.51,0.2,0.2,0,0,1.83,2.03,0,0,0,0,0,20,77,3,24,73,3,22.7,18.57,0.95,110,-4.13,21.49,20.51,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,5,3.29,24,0.06,0.04,-0.03,0.01,,0.08
Anderson Paul Castillo Pérez,Manta FC,Liga Pro,2025,247,2.74,7,Left Midfielder,Left Wing,Man,Ecuador,21,12/02/04,174,0,0,0.06,0.05,1.09,0,33,2,,0.02,0,0,0,0,0,0,0,0,0,0,0.06,1.09,-0.06,2.19,1.46,0.73,67,0.73,0,1.46,2.19,0.36,0.21,1.46,0.88,21.15,8.75,0,3.28,45.17,1.09,5.1,1.46,1.82,50,0.87,1.07,1.09,25,1.46,33,0.36,0,18.6,11.59,2.55,3.65,0,45.63,7.29,39,3.28,90,0,0,0,15.31,68,0.73,8,40,2.19,1.09,18,75,7,50.01,1.09,0.15,0.15,17.5,85,6.71,2.92,0.36,0.36,0,0,1.46,1.82,0,100,0.36,50,0,18,66,16,25,38,38,18.57,20.19,0.9,104,1.62,16.77,20.9,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,14,1.28,21,0.03,0.04,0,-0.05,,0.03
Andrew Sebastián Draper Villavicencio,Universidad Católica,Liga Pro,2025,25,0.28,2,Left Centre Midfielder,Right Attacking Midfielder,Man,Ecuador,24,03/08/01,170,0,0,0.66,0.09,7.19,0,100,11,,2.59,0,0,0,0,0,0,0,0,0,0,0.66,7.19,-0.66,7.19,0,7.19,0,7.19,0,0,14.37,0,0,0,0,17.96,7.19,0,3.59,55.51,0,7.19,0,0,,0,0,0,,0,,0,0,17.96,24.36,3.59,0,0,55.51,10.78,60,0,,0,0,0,17.96,83,0,0,,0,0,17,0,-83,65.74,3.59,0.54,0.66,39.52,73,2.33,7.19,0,0,0,0,7.19,7.19,0,,0,,0,33,67,0,50,50,0,13.76,33.05,0.72,,19.29,9.9,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,0,5.03,14,-0.09,-0.03,,-0.28,,-0.4
Andrés Chicaiza,Técnico Universitario,Liga Pro,2025,466,5.17,9,Centre Attacking Midfielder,Right Defensive Midfielder,Man,Ecuador,33,02/04/92,172,0.19,0.19,0.19,0.07,2.71,7,36,3,,0.2,0,0.31,3.67,0,0.18,1.93,0,0.13,1.74,0.19,0.5,6.38,-0.3,2.51,2.13,0.39,85,2.9,0,1.74,2.32,0.39,0.41,0.19,0.06,17.98,8.7,0,2.9,52.22,3.48,6.77,1.35,1.74,64,1.41,1.82,1.55,20,0.77,50,0.58,0,15.08,14.15,2.32,3.67,0.19,52.39,7.93,53,1.74,47,0.19,0,0,35.37,80,5.22,11,61,0.77,7.93,19,91,11,63.9,6.57,0.65,0.75,41.37,91,5.04,16.04,5.22,2.71,2.51,0.19,2.32,5.03,0.58,7,0.39,22,0.19,20,70,10,28,61,11,20.97,16.34,0.93,100,-4.63,19.5,16.33,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,8,8.54,53,0.27,0.09,-0.01,-0.06,,0.3
Andrés López,Deportivo Cuenca,Liga Pro,2025,1544,17.16,19,Right Wing Back,Right Back,Man,Ecuador,32,03/02/93,167,0,0,0.02,0.06,0.29,0,20,0,,0.01,0,0.02,0.41,0,0.02,0.35,0,0,0.06,0,0.04,0.7,-0.04,0.47,0.29,0.17,63,0.76,0.12,0.93,0.99,0.64,0.49,1.46,1.11,19.99,11.83,0.02,4.78,35.12,2.21,7.29,2.45,3.09,65,2.03,2.51,0.52,41,1.34,47,0.82,0,17.02,12.86,3.85,2.62,0.23,37.48,4.31,25,1.69,64,0.17,0,0,34.1,81,1.87,5,50,2.33,2.86,17,61,-20,47.62,2.74,0.28,0.29,29.96,95,3.16,5.65,0.17,0.12,0.06,0.12,1.05,1.17,0.23,0,0.17,25,0.12,29,61,10,31,59,10,18.91,20.5,0.91,87,1.6,17.26,17.82,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,11,4.47,35,0.07,0.12,0.05,-0.02,,0.22
