Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Age,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Agustín Auzmendi,Gimnasia La Plata,Liga Profesional,2026,1527,Right Centre Forward,Argentina,29,31/01/97,0.29,0.24,0.31,0.14,2.24,11,42,5,100,0.26,0.12,0.1,0.88,0.12,0.1,0.88,0,0,0,0.35,0.41,3.12,-0.06,0.77,0.47,0.29,62,2.18,0.06,1.95,2.06,0.53,0.35,0.65,0.34,17.98,8.25,0.01,4.77,58.26,3.48,2.18,0.94,1.47,55,0.54,0.89,1.12,13,0.77,43,3.24,0,16.03,11.45,4.07,3.71,1.18,59.92,11.73,73,3.36,90,0.12,0,0,19.04,63,0.53,13,53,0.88,0.77,32,46,-18,63.98,1.53,0.37,0.62,15.44,79,3.75,6.72,0.53,0.53,0,0.24,6.13,6.66,0,44,0.41,44,0.65,16,69,15,8,76,16,14.95,13.35,0.98,89,-1.6,14.69,11.85,0,0,0,0,0,,0,0,,0,0,0,0,0,0,36,9,4.57,29,0.03,0.05,0.02,-0.03,,0.07
Agustín Cardozo,Lanús,Liga Profesional,2026,1925,Left Defensive Midfielder,Argentina,29,29/05/97,0,0,0.01,0.03,0.37,0,25,0,,0,0.05,0.03,0.47,0.05,0.03,0.47,0,0,0,0.05,0.04,0.84,0.01,0.23,0.19,0.05,80,0.98,0,0.84,0.47,0.75,0.72,0.93,0.97,15.43,8.74,0.03,5.75,37.79,13.23,6.83,1.12,1.87,65,1.04,1.75,1.08,24,0.61,60,1.17,0,13.23,12.6,4.82,3.69,1.36,40.11,3.93,30,1.59,43,0,0,0,52.17,89,4.77,11,80,1.82,5.05,19,85,-4,48.68,6.45,0.5,0.51,41.79,97,4.53,10.19,0.56,0.47,0.09,0,0.23,0.7,0.14,0,0,0,0,18,73,9,25,67,8,19.76,17.95,0.98,98,-1.81,19.34,17.51,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,9,4.24,30,0,0.07,0.03,-0.01,,0.09
Agustín García Basso,Racing Club,Liga Profesional,2026,567,Left Back,Argentina,34,25/03/92,0,0,0.01,0.02,0.48,0,0,0,,0,0,0,0.32,0,0,0.32,0,0,0,0,0.01,0.79,-0.01,0.32,0.32,0,100,0.32,0,0.32,0.16,0.64,0.83,3.18,4.51,9.37,3.81,0.04,5.24,27.64,13.5,4.76,0.64,1.27,67,1,1.83,1.43,33,0.32,67,1.91,0.32,7.31,10.45,3.02,1.43,0.16,31.51,1.27,17,0.64,44,0.32,0,0.16,58.76,81,9.37,90,71,5.4,10.96,15,60,-21,43.78,6.51,0.48,0.49,45.42,99,4.45,9.53,1.11,1.11,0,0,0.16,1.27,0,14,0.48,27,0,25,70,4,37,63,0,24.41,23.4,0.96,105,-1.01,23.34,24.46,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,8,4.29,29,0.1,0.05,0.14,-0.01,,0.28
Agustín Hausch,Defensa y Justicia,Liga Profesional,2026,973,Left Wing,Argentina,23,20/05/03,0.09,0.09,0.1,0.06,1.57,6,65,3,,0.15,0,0.14,1.11,0,0.14,1.11,0,0,0,0.09,0.24,2.68,-0.15,1.85,1.2,0.65,65,1.39,0,1.39,2.59,0.83,1.04,0.56,0.42,12.67,5.74,0,4.07,48.76,5.64,3.15,0.83,1.67,64,0.91,1.95,0.65,43,0.46,22,0.19,0,11.19,12.44,3.24,3.15,1.11,50.69,5.27,47,2.22,71,0.09,0,0,28.22,74,1.3,15,52,1.3,1.76,21,66,-9,64.55,3.89,0.32,0.45,30.62,90,7.75,12.12,1.57,1.57,0,0.46,2.41,3.98,0.09,53,1.3,29,0.65,13,67,20,17,58,25,17.83,18.41,0.92,95,0.58,16.4,17.47,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,6,4.59,34,0.08,0.12,0.02,0.05,,0.28
Agustín Ladstatter,San Lorenzo de Almagro,Liga Profesional,2026,566,Right Wing,Argentina,21,04/06/05,0,0,0.07,0.04,1.75,0,27,3,,0.07,0,0.08,1.43,0,0.07,1.11,0,0.01,0.32,0,0.15,3.18,-0.15,2.86,1.75,1.11,61,1.59,0,2.7,3.18,0,0,0.79,0.7,18.75,9.85,0,5.24,49.09,6.83,3.65,0.79,0.79,42,0.64,0.64,1.43,14,1.11,18,0.32,0,16.52,13.45,4.13,5.08,1.27,51.26,8.9,54,4.45,88,0,0,0.16,24.94,71,1.43,78,45,0.79,3.18,21,63,-9,61.52,4.45,0.21,0.29,29.87,82,5.88,9.85,2.38,1.91,0.48,0.16,1.59,3.5,0,33,0.95,38,0,26,63,11,31,56,13,20.05,13.4,0.91,119,-6.66,18.29,15.99,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,11,4.37,31,0.18,0.08,0.01,-0.09,,0.18
Agustín Lagos,CA Platense,Liga Profesional,2026,574,Right Back,Argentina,25,08/10/01,0,0,0.01,0.02,0.47,0,33,0,,0.01,0,0.06,0.78,0,0.06,0.78,0,0,0,0,0.08,1.26,-0.08,1.1,0.78,0.31,71,2.04,0,0.94,1.1,2.04,2.11,2.04,1.85,21.81,12.24,0,10.04,36.93,12.71,4.24,3.29,5.33,75,3.45,5.56,1.88,50,1.1,75,1.41,0.16,16.63,15.41,8,3.92,2.35,38.04,4.86,29,2.35,60,0.16,0,0,33.89,73,3.14,14,43,2.98,6.28,13,71,-2,47.15,5.33,0.18,0.28,26.04,95,4.75,5.96,1.57,1.1,0.47,0,0.31,1.41,0.31,20,0.31,50,0,37,53,9,37,55,8,21.98,20.1,0.91,96,-1.89,19.96,19.37,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,10,3.94,26,0.14,0.07,0.05,-0.01,,0.25
Agustín Lastra,AA Estudiantes Río Cuarto,Liga Profesional,2026,1077,Goalkeeper,Argentina,25,01/01/01,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,100,0.67,0,0,0,0,0,0,0,0.08,0,0,7.19,2.63,4.18,0.08,0,0,,0,0,0,,0,,0,0.08,0.08,0.13,0.08,0,0,4.21,0,0,0,,0,0,0,17.97,70,6.69,6,46,1.92,12.54,16,72,2,12.12,0.84,0.08,0.08,15.71,100,5.9,0.5,0,0,0,0,0,0,0,,0,,0,49,50,0,83,0,17,42.25,35.59,0.78,75,-6.66,32.88,26.59,1,0.88,-0.13,65,69,-4,1.04,2.84,26,10.86,1.67,0.25,0.25,16.96,2,25,3,1.09,9,0.08,0.1,,,-0.13,0.04
Agustín Marchesín,Boca Juniors,Liga Profesional,2026,1161,Goalkeeper,Argentina,38,15/03/88,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.23,0,0,0,0,0,0,0,0.08,0,0,5.35,3.07,2.64,0,0,0,,0,0,0,,0,,0,0.08,0.08,0.13,0.08,0.08,0.08,11.73,0,0,0,0,0,0,0,17.76,73,4.96,10,44,3.33,7.91,21,62,-11,11.2,0.7,0.09,0.09,14.66,100,4.64,0.16,0,0,0,0,0.08,0.08,0,,0,,0,49,50,1,100,0,0,36.93,43.64,0.76,80,6.71,27.95,34.74,0.62,0.54,-0.08,70,74,-4,0.66,2.09,26,8.06,2.02,0,0,17.73,0,28,3,0.64,4,0.05,0.05,,,-0.01,0.09
Agustín Massaccesi,Instituto,Liga Profesional,2026,438,Right Centre Back,Argentina,24,16/09/02,0,0,0.04,0.1,0.41,0,50,0,,0.12,0,0.02,0.21,0,0.02,0.21,0,0,0,0,0.06,0.62,-0.06,0.41,0.41,0,100,1.03,0,0.41,0,2.05,1.31,6.98,4.36,13.76,6.16,0.02,5.13,23.27,9.24,3.08,2.87,4.93,88,1.72,3.03,1.64,0,0.41,75,2.46,0,9.24,5.65,3.7,1.03,0.41,26.65,1.03,11,0.41,40,0.21,0,0,28.13,74,3.7,5,47,8.42,6.37,14,55,-19,39.4,2.46,0.21,0.24,23.41,98,5.27,3.29,0.41,0.21,0.21,0,1.23,1.44,0,0,0,,0.21,42,54,3,44,50,6,26.14,29.57,0.84,83,3.43,21.88,24.63,0,0,0,0,0,,0,0,,0,0,0,0,0,0,34,11,1.62,10,0.04,0.06,0.08,0.02,,0.19
Agustín Medina,Lanús,Liga Profesional,2026,996,Right Defensive Midfielder,Argentina,20,23/10/06,0,0,0.04,0.05,0.72,0,13,1,,0.03,0,0.02,0.63,0,0.02,0.63,0,0,0,0,0.06,1.36,-0.06,0.72,0.63,0.09,88,0.81,0,0.9,0.81,1.27,1.58,0.81,0.85,23.5,12.38,0.01,8.32,42.32,12.38,5.06,2.17,3.43,53,2.79,4.36,2.62,13,1.9,71,1.08,0.09,18.89,20.76,6.51,5.24,1.81,42.93,6.24,33,2.35,45,0.45,0,0,56.49,79,4.16,11,71,1.27,5.42,16,69,-10,50.42,4.52,0.43,0.46,46,97,3.83,9.94,0.27,0.27,0,0,0.9,1.17,0,0,0.09,25,0.09,18,74,7,15,79,6,19.05,16.4,1.01,103,-2.65,19.27,16.92,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,6,4.81,35,-0.08,0.08,0.03,0,,0.04
Agustín Módica,Gimnasia Mendoza,Liga Profesional,2026,1512,Centre Forward,Italy,23,11/01/03,0.71,0.6,0.45,0.16,2.74,22,41,7,100,0.56,0.06,0.03,0.36,0.06,0.03,0.36,0,0,0,0.65,0.48,3.09,0.18,2.5,1.55,0.95,62,1.61,0,2.5,3.27,0.18,0.14,1.13,0.85,21.78,9.22,0.01,5.53,60.48,2.44,1.84,1.01,1.19,63,0.92,1.06,1.9,29,0.6,37,2.2,0,18.92,14.37,4.76,4.76,1.61,63.8,15.35,81,4.17,88,0.36,0,0,12.26,70,0.36,6,60,1.25,0.48,30,66,-4,58.55,1.49,0.4,0.6,13.98,67,5.73,3.57,0.24,0.24,0,0.12,5.3,5.53,0.12,0,0,0,0.3,16,63,22,15,63,22,15.15,12.63,1.03,96,-2.52,15.59,12.16,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,11,2.33,16,-0.03,0,0.01,0.17,,0.16
Agustín Palavecino,Aldosivi,Liga Profesional,2026,1072,Right Wing,Argentina,23,08/03/03,0,0,0.06,0.04,1.26,0,27,2,,0.04,0,0.08,0.84,0,0.08,0.84,0,0,0,0,0.13,2.1,-0.13,1.6,1.09,0.5,68,2.6,0,2.43,2.18,1.09,0.55,1.01,0.48,20.82,8.9,0.02,5.79,47.54,6.97,3.86,1.76,2.85,78,1.11,1.66,1.43,33,0.5,46,2.35,0,17.8,10.04,4.79,4.37,1.6,49.24,8.31,47,3.36,77,0.42,0,0,24.18,66,0.92,11,61,1.34,1.18,27,60,-6,54.94,2.1,0.25,0.33,23,82,6.43,5.54,0.76,0.76,0,0.25,3.44,4.2,0,67,0.76,31,0.34,15,72,13,14,79,8,16.93,15.64,1,109,-1.29,16.88,17.04,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,8,3.37,28,0,0.04,-0.01,-0.07,,-0.03
Agustín Seyral,CA Sarmiento,Liga Profesional,2026,796,Right Centre Back,Argentina,21,30/01/05,0,0,0.02,0.1,0.23,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.02,0.23,-0.02,0,0,0,,0.57,0,0,0.11,1.81,1.18,6.44,4.85,13.57,6.11,0.1,7.58,23.51,7.91,1.7,1.47,3.28,93,1.35,2.53,1.36,75,0.11,56,2.15,0,10.74,8.21,4.97,1.58,0.45,27.15,1.24,12,0.68,43,0.23,0,0,30.75,75,2.83,11,42,7.35,5.77,10,54,-22,34.2,1.58,0.16,0.16,21.71,99,5.97,1.58,0.11,0.11,0,0,0.57,0.68,0,0,0,0,0,36,60,4,50,50,0,25.82,29.67,0.87,107,3.85,22.49,31.87,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,7,1.18,12,0.05,0.04,0.13,-0.02,,0.21
Agustín Sández,Rosario Central,Liga Profesional,2026,1605,Left Back,Paraguay,25,15/01/01,0,0,0.06,0.08,0.79,0,29,1,,0.05,0.06,0.08,0.73,0.06,0.06,0.62,0,0.02,0.11,0.06,0.14,1.51,-0.08,0.5,0.5,0,100,0.5,0,1.07,0.45,1.18,1.24,2.52,3.13,14.24,6.34,0.04,6.67,34.07,7.46,2.64,2.02,3.2,72,2.5,3.74,1.23,60,0.79,73,1.79,0,10.99,13.57,4.26,3.2,1.12,38.63,3.42,31,1.79,56,0.39,0,0,31.96,80,1.91,89,55,2.69,3.31,13,56,-24,50.66,3.98,0.41,0.45,26.75,95,5.49,8.24,0.84,0.56,0.28,0.17,2.24,2.8,0,33,0.45,47,0.34,27,60,12,31,54,15,17.29,12.89,0.95,104,-4.39,16.44,13.44,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,10,3.61,24,0.09,0.04,0.06,-0.02,,0.16
Agustín falcon,Belgrano,Liga Profesional,2026,543,Right Back,Argentina,21,20/01/05,0,0,0.01,0.03,0.17,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.01,0.17,-0.01,1.16,1.16,0,100,0.83,0,0.99,0.5,1.49,1.61,2.49,2.08,18.07,9.61,0.02,8.78,39.22,10.44,4.31,2.82,4.31,68,2.29,3.9,1.66,57,1.33,50,0.99,0,13.59,11.89,6.13,3.98,2.49,41.18,4.97,37,2.98,75,0.66,0,0,30.33,71,2.49,14,48,3.48,4.14,10,50,-21,51.61,4.81,0.19,0.19,23.54,94,3.38,5.97,0.5,0.5,0,0,0.33,0.83,0,33,0.17,20,0,37,55,8,36,58,6,20.62,23.26,0.91,93,2.64,18.77,21.69,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,8,2.65,20,0.11,0.05,0.03,0,,0.18
