"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count opportunities to pass to Runs in sample";"Count opportunities to pass to Runs per 100 Pass Opportunities";"Count pass attempts for Runs per 100 Pass Opportunities";"Threat of all opportunities to pass to Runs per 100 Pass Opportunities";"Threat of Runs to which a pass was attempted per 100 Pass Opportunities";"Pass completion ratio to Runs";"Count Runs made by teammate per 100 Pass Opportunities";"Threat of Runs to which a pass was completed per 100 Pass Opportunities";"Count completed passes for Runs per 100 Pass Opportunities";"Count completed passes leading to shot for Runs per 100 Pass Opportunities";"Count completed passes leading to goal for Runs per 100 Pass Opportunities";"Count opportunities to pass to dangerous Runs per 100 Pass Opportunities";"Count pass attempts for dangerous Runs per 100 Pass Opportunities";"Count completed passes for dangerous Runs per 100 Pass Opportunities"
"Alex Král";"AM";"all";"all";"22183";"A. Král";"1998-05-19";"94.92";"16.53";"7";"0";"77";"100";"74.03";"1.77";"1.32";"61.4";"158.44";"0.57";"45.45";"3.9";"0";"25.97";"18.18";"6.49"
"Oihan Sancet Tirapu";"AM";"all";"all";"24120";"Oihan Sancet";"2000-04-25";"79.49";"17.85";"13";"0";"154";"100";"70.13";"2.12";"1.48";"75.93";"154.55";"0.81";"53.25";"3.25";"0.65";"30.52";"21.43";"11.69"
"Domingos André Ribeiro Almeida";"AM";"all";"all";"23965";"André Almeida";"2000-05-30";"85.75";"19.78";"10";"0";"107";"100";"71.96";"2.27";"0.92";"87.01";"147.66";"0.77";"62.62";"9.35";"0";"28.97";"14.95";"12.15"
"Aimar Oroz Huarte";"AM";"all";"all";"25804";"Aimar Oroz";"2001-11-27";"88.86";"17.9";"7";"0";"82";"100";"63.41";"1.71";"1.17";"76.92";"146.34";"0.8";"48.78";"12.2";"0";"24.39";"14.63";"8.54"
"Fermín López Marín";"AM";"all";"all";"154096";"Fermín López";"2003-05-11";"85.14";"29.51";"7";"0";"123";"100";"65.85";"2.41";"1.56";"79.01";"143.9";"1.19";"52.03";"11.38";"2.44";"34.96";"21.95";"17.89"
"Unai Gómez Etxebarria";"AM";"all";"all";"533061";"Unai Gómez";"2003-05-25";"67.23";"13.69";"5";"0";"16";"100";"56.25";"3.74";"0.75";"66.67";"168.75";"0.65";"37.5";"12.5";"0";"31.25";"12.5";"12.5"
"Jude Bellingham";"AM";"all";"all";"24583";"J. Bellingham";"2003-06-29";"95.58";"29.74";"14";"0";"246";"100";"59.76";"2.37";"1.43";"76.19";"152.44";"0.92";"45.53";"12.6";"2.85";"36.99";"22.76";"14.23"
"Juan Luis Sánchez Velasco";"AM";"all";"all";"69308";"Juanlu Sánchez";"2003-08-15";"83.05";"18.04";"5";"0";"31";"100";"77.42";"1.46";"1.32";"75";"148.39";"0.75";"58.06";"6.45";"0";"16.13";"12.9";"6.45"
"Antonio José Raíllo Arenas";"CB";"all";"all";"23739";"Antonio Raíllo";"1991-10-08";"97.59";"20.07";"9";"0";"87";"100";"48.28";"0.27";"0.17";"88.1";"125.29";"0.14";"42.53";"0";"0";"1.15";"1.15";"1.15"
"Sergio González Poirrier";"CB";"all";"all";"25760";"Sergio González";"1992-04-20";"92.17";"17.54";"7";"0";"57";"100";"50.88";"0.33";"0.21";"82.76";"128.07";"0.13";"42.11";"0";"0";"5.26";"3.51";"1.75"
"Alejandro Catena Marugán";"CB";"all";"all";"25875";"Alejandro Catena";"1994-10-28";"91.3";"19.03";"7";"0";"47";"100";"46.81";"0.18";"0.08";"86.36";"117.02";"0.06";"40.43";"2.13";"0";"0";"0";"0"
"Carl Starfelt";"CB";"all";"all";"27819";"C. Starfelt";"1995-06-01";"99.38";"26.91";"19";"0";"231";"100";"63.64";"0.2";"0.09";"95.92";"126.41";"0.08";"61.04";"2.16";"0";"2.16";"0.43";"0.43"
"Jorge Sáenz de Miera Colmeiro";"CB";"all";"all";"23760";"Jorge Sáenz";"1996-11-17";"96.99";"18.56";"5";"0";"33";"100";"63.64";"0.3";"0.25";"76.19";"142.42";"0.12";"48.48";"0";"0";"0";"0";"0"
"Carlos Domínguez Cáceres";"CB";"all";"all";"126372";"Carlos Domínguez";"2001-02-11";"97.22";"25.88";"6";"0";"60";"100";"61.67";"0.25";"0.13";"97.3";"118.33";"0.12";"60";"0";"0";"0";"0";"0"
"César  Tárrega Requeni";"CB";"all";"all";"73475";"César Tárrega";"2002-02-26";"98.9";"24.33";"5";"0";"37";"100";"37.84";"0.22";"0.07";"78.57";"129.73";"0.04";"29.73";"0";"0";"0";"0";"0"
"Cristhian Andrey Mosquera Ibarguen";"CB";"all";"all";"68804";"Cristhian Mosquera";"2004-06-27";"101.03";"20.19";"6";"0";"57";"100";"54.39";"0.21";"0.11";"90.32";"129.82";"0.1";"49.12";"0";"0";"1.75";"1.75";"1.75"
"Cristhian Ricardo Stuani Curbelo";"CF";"all";"all";"2060";"C. Stuani";"1986-10-12";"82.15";"22.64";"5";"0";"22";"100";"54.55";"1.54";"0.44";"75";"136.36";"0.28";"40.91";"4.55";"0";"27.27";"4.55";"0"
"Daniel José Rodríguez Vázquez";"CF";"all";"all";"23740";"Dani Rodríguez";"1988-06-06";"80.91";"15.59";"9";"0";"72";"100";"77.78";"1.9";"1.51";"58.93";"161.11";"0.77";"45.83";"8.33";"4.17";"27.78";"25";"13.89"
"Robert Lewandowski";"CF";"all";"all";"9106";"R. Lewandowski";"1988-08-21";"88.19";"28.47";"31";"0";"231";"100";"65.8";"3.43";"1.96";"72.37";"152.81";"0.96";"47.62";"8.23";"0.87";"48.48";"31.17";"17.75"
"Enrique García Martínez";"CF";"all";"all";"13977";"Kike García";"1989-11-25";"88.79";"16.81";"29";"0";"248";"100";"72.98";"2.69";"2.1";"64.09";"160.89";"1.09";"46.77";"6.85";"0.81";"33.87";"24.19";"11.69"
"Antoine Griezmann";"CF";"all";"all";"946";"A. Griezmann";"1991-03-21";"80.68";"21.46";"24";"0";"405";"100";"70.62";"2.17";"1.63";"75.17";"159.51";"0.94";"53.09";"7.9";"0.99";"30.62";"24.94";"15.06"
"Ante Budimir";"CF";"all";"all";"19640";"A. Budimir";"1991-07-22";"90.87";"18.36";"33";"0";"142";"100";"71.13";"2.61";"1.87";"71.29";"165.49";"0.96";"50.7";"6.34";"0.7";"37.32";"23.94";"14.08"
"Gerard Moreno Balaguero ";"CF";"all";"all";"3851";"Gerard Moreno";"1992-04-07";"76.35";"18.1";"5";"0";"68";"100";"72.06";"2.7";"2.1";"69.39";"170.59";"1.19";"50";"13.24";"2.94";"35.29";"26.47";"19.12"
"Borja Iglesias Quintas";"CF";"all";"all";"13930";"Borja Iglesias";"1993-01-17";"74.58";"19.8";"23";"0";"164";"100";"70.73";"2.42";"1.8";"68.1";"154.88";"0.89";"48.17";"9.15";"2.44";"37.8";"24.39";"13.41"
"Juan Miguel Jiménez López";"CF";"all";"all";"5551";"Juanmi";"1993-05-20";"79.93";"14.24";"7";"0";"42";"100";"71.43";"3.14";"2.34";"66.67";"159.52";"1.33";"47.62";"4.76";"0";"42.86";"38.1";"23.81"
"Rubén García Santos";"CF";"all";"all";"9338";"Rubén García";"1993-07-14";"79.75";"18.48";"7";"0";"92";"100";"55.43";"1.39";"0.64";"74.51";"151.09";"0.35";"41.3";"3.26";"0";"16.3";"7.61";"5.43"
"Ayoze Pérez Gutiérrez";"CF";"all";"all";"1145";"Ayoze Pérez";"1993-07-29";"90.11";"20.16";"20";"0";"188";"100";"81.91";"2.7";"2.32";"77.27";"177.66";"1.59";"63.3";"17.02";"1.06";"42.55";"37.23";"25.53"
"Mamadou Sylla Diallo";"CF";"all";"all";"6582";"M. Sylla";"1994-03-20";"83.56";"16.84";"12";"0";"50";"100";"74";"2.4";"2.07";"56.76";"138";"0.82";"42";"8";"2";"28";"22";"8"
"Vedat Muriqi";"CF";"all";"all";"14891";"V. Muriqi";"1994-04-24";"90.08";"19.7";"21";"0";"165";"100";"69.7";"2.7";"1.79";"67.83";"150.91";"0.75";"47.27";"8.48";"0";"39.39";"26.67";"13.94"
"Isaac Palazón Camacho";"CF";"all";"all";"25892";"Isi Palazón";"1994-12-27";"86.69";"16.92";"10";"0";"110";"100";"61.82";"1.71";"1.03";"72.06";"153.64";"0.42";"44.55";"9.09";"0.91";"23.64";"11.82";"3.64"
"Jon Guridi Aldalur";"CF";"all";"all";"13913";"Jon Guridi";"1995-02-28";"82.21";"16.34";"5";"0";"50";"100";"62";"1.79";"1.29";"83.87";"152";"1.14";"52";"12";"0";"28";"22";"20"
"Cyle Christopher Larin";"CF";"all";"all";"14919";"C. Larin";"1995-04-17";"78.86";"17.11";"19";"0";"113";"100";"60.18";"2.95";"1.96";"57.35";"160.18";"0.59";"34.51";"7.08";"1.77";"39.82";"20.35";"8.85"
"Nicolas Pépé";"CF";"all";"all";"11452";"N. Pépé";"1995-05-29";"86.79";"20.36";"7";"0";"97";"100";"67.01";"2.89";"2.42";"73.85";"168.04";"1.52";"49.48";"7.22";"1.03";"39.18";"29.9";"16.49"
"Alejandro Berenguer Remiro";"CF";"all";"all";"14102";"Álex Berenguer";"1995-07-04";"70.64";"17.65";"5";"0";"35";"100";"77.14";"2.28";"1.96";"77.78";"162.86";"0.98";"60";"14.29";"0";"25.71";"20";"11.43"
"Daniel Raba Antolín";"CF";"all";"all";"11618";"Dani Raba";"1995-10-29";"88.11";"15.68";"9";"0";"83";"100";"60.24";"2.51";"1.89";"60";"150.6";"1.06";"36.14";"4.82";"1.2";"37.35";"25.3";"12.05"
"Alexander Sørloth";"CF";"all";"all";"12023";"A. Sørloth";"1995-12-05";"76.14";"20.08";"12";"0";"74";"100";"64.86";"2.24";"1.39";"72.92";"155.41";"0.81";"47.3";"2.7";"0";"28.38";"16.22";"9.46"
"Oliver McBurnie";"CF";"all";"all";"13074";"O. McBurnie";"1996-06-04";"87.51";"20.89";"18";"0";"103";"100";"77.67";"1.8";"1.47";"75";"143.69";"1.1";"58.25";"9.71";"2.91";"29.13";"22.33";"16.5"
"Gorka Guruzeta Rodríguez";"CF";"all";"all";"13902";"Gorka Guruzeta";"1996-09-12";"75.57";"17.38";"16";"0";"78";"100";"65.38";"1.63";"1.19";"70.59";"155.13";"0.78";"46.15";"6.41";"1.28";"23.08";"16.67";"8.97"
"Marcos André de Sousa Mendonça";"CF";"all";"all";"25764";"Marcos André";"1996-10-20";"80.5";"16.48";"14";"0";"68";"100";"72.06";"1.54";"0.92";"75.51";"166.18";"0.69";"54.41";"5.88";"0";"23.53";"14.71";"11.76"
"Arnaut Danjuma Adam Groeneveld";"CF";"all";"all";"12670";"A. Danjuma";"1997-01-31";"75.4";"18.72";"6";"0";"41";"100";"63.41";"2.04";"1.45";"69.23";"160.98";"1.05";"43.9";"12.2";"0";"34.15";"21.95";"14.63"
"Umar Mesbah Sadiq";"CF";"all";"all";"10583";"U. Sadiq";"1997-02-02";"77.15";"18.8";"10";"0";"54";"100";"68.52";"3.04";"2.26";"59.46";"172.22";"1.03";"40.74";"3.7";"0";"44.44";"27.78";"11.11"
"Borja Mayoral Moya";"CF";"all";"all";"1401";"Borja Mayoral";"1997-04-05";"93.56";"14.51";"7";"0";"35";"100";"68.57";"3.12";"2.36";"62.5";"151.43";"1.43";"42.86";"5.71";"0";"48.57";"31.43";"14.29"
"Mikel Oyarzabal Ugarte";"CF";"all";"all";"7619";"Mikel Oyarzabal";"1997-04-21";"81.77";"20.43";"24";"0";"128";"100";"72.66";"2.5";"1.86";"63.44";"155.47";"1.05";"46.09";"10.16";"0.78";"35.16";"25.78";"12.5"
"Antonio Martínez López";"CF";"all";"all";"27263";"Toni Martínez";"1997-06-30";"77.48";"13.64";"9";"0";"33";"100";"72.73";"2.66";"2.05";"58.33";"169.7";"1.03";"42.42";"3.03";"0";"45.45";"33.33";"12.12"
"Randy Nteka";"CF";"all";"all";"25574";"R. Nteka";"1997-12-06";"70.36";"15.16";"13";"0";"56";"100";"71.43";"2.44";"1.66";"65";"173.21";"1.01";"46.43";"7.14";"0";"35.71";"23.21";"14.29"
"Javier Puado Díaz";"CF";"all";"all";"13932";"Javi Puado";"1998-05-25";"96.45";"18.23";"13";"0";"104";"100";"75";"1.93";"1.53";"65.38";"166.35";"0.77";"49.04";"5.77";"0.96";"30.77";"24.04";"11.54"
"Dani Gómez Alcón";"CF";"all";"all";"25591";"Dani Gómez";"1998-07-30";"84.08";"18.48";"5";"0";"19";"100";"73.68";"3.97";"3.31";"64.29";"178.95";"2.3";"47.37";"21.05";"0";"36.84";"26.32";"10.53"
"Kylian Mbappé Lottin";"CF";"all";"all";"6028";"K. Mbappé";"1998-12-20";"93.5";"29.04";"32";"0";"392";"100";"64.54";"3.5";"2.36";"72.73";"152.55";"1.49";"46.94";"10.46";"1.53";"50.77";"32.4";"20.92"
"Juan Camilo Hernández Suárez";"CF";"all";"all";"14002";"C. Hernández";"1999-04-20";"81.43";"21.57";"15";"0";"122";"100";"77.05";"3.43";"2.67";"71.28";"156.56";"1.3";"54.92";"13.11";"1.64";"45.08";"35.25";"21.31"
"Bojan Miovski";"CF";"all";"all";"35225";"B. Miovski";"1999-06-24";"72.95";"21.98";"10";"0";"25";"100";"68";"2.2";"1.06";"58.82";"156";"0.63";"40";"8";"8";"36";"20";"12"
"Miguel De La Fuente Escudero";"CF";"all";"all";"13949";"Miguel de la Fuente";"1999-09-03";"86.46";"17.36";"15";"0";"71";"100";"83.1";"4.34";"4";"50.85";"161.97";"1.06";"42.25";"8.45";"2.82";"50.7";"45.07";"15.49"
"Hugo Duro Perales";"CF";"all";"all";"13972";"Hugo Duro";"1999-11-10";"90.25";"19.56";"23";"0";"118";"100";"75.42";"1.83";"1.17";"78.65";"141.53";"0.74";"59.32";"4.24";"0";"22.88";"14.41";"8.47"
"Abel Ruiz Ortega";"CF";"all";"all";"24902";"Abel Ruiz";"2000-01-28";"74.35";"22.66";"17";"0";"95";"100";"58.95";"3.39";"1.74";"78.57";"167.37";"0.77";"46.32";"4.21";"0";"48.42";"23.16";"12.63"
"Julián Álvarez";"CF";"all";"all";"24955";"J. Álvarez";"2000-01-31";"85";"21.5";"27";"0";"320";"100";"71.25";"2.53";"1.89";"71.49";"169.69";"1.25";"50.94";"13.12";"1.88";"36.56";"25.94";"18.12"
"Ferrán Torres García";"CF";"all";"all";"12766";"Ferrán Torres";"2000-02-29";"83.39";"26.47";"5";"0";"40";"100";"67.5";"5.35";"3.03";"62.96";"150";"1.24";"42.5";"2.5";"0";"60";"35";"17.5"
"Diego García Campos";"CF";"all";"all";"47347";"Diego García";"2000-04-18";"86.2";"15.94";"9";"0";"40";"100";"67.5";"2.44";"1.81";"70.37";"137.5";"1.03";"47.5";"2.5";"0";"42.5";"32.5";"20"
"Isaac Romero Bernal";"CF";"all";"all";"69307";"Isaac Romero";"2000-05-18";"85.61";"19.09";"26";"0";"135";"100";"70.37";"2.26";"1.78";"60";"142.96";"0.78";"42.22";"7.41";"1.48";"34.07";"28.15";"12.59"
"Domingos André Ribeiro Almeida";"CF";"all";"all";"23965";"André Almeida";"2000-05-30";"77.19";"17.41";"6";"0";"84";"100";"64.29";"1.66";"1.26";"72.22";"151.19";"0.57";"46.43";"5.95";"1.19";"22.62";"16.67";"7.14"
"Vinícius José Paixão de Oliveira Júnior";"CF";"all";"all";"12253";"Vinícius Júnior";"2000-07-12";"89.99";"27.29";"9";"0";"147";"100";"68.03";"5.06";"3.9";"55";"170.07";"1.29";"37.41";"14.97";"2.04";"65.99";"47.62";"19.73"
"Rodrygo Silva de Goes";"CF";"all";"all";"23903";"Rodrygo";"2001-01-09";"86.39";"27.18";"5";"0";"70";"100";"65.71";"1.88";"1.36";"73.91";"157.14";"0.78";"48.57";"5.71";"0";"27.14";"20";"10"
"Maroan Sannadi Harrouch";"CF";"all";"all";"894477";"Maroan Sannadi";"2001-02-01";"82.63";"18.24";"6";"0";"35";"100";"77.14";"2.92";"1.85";"77.78";"148.57";"1";"60";"2.86";"0";"45.71";"34.29";"22.86"
"Sergio Camello Pérez";"CF";"all";"all";"24666";"Sergio Camello";"2001-02-10";"74.78";"17.29";"12";"0";"77";"100";"75.32";"3.25";"2.59";"81.03";"168.83";"1.85";"61.04";"18.18";"1.3";"45.45";"35.06";"25.97"
"Juan Miguel Latasa Fernández Layos";"CF";"all";"all";"41319";"Juanmi Latasa";"2001-03-23";"88.28";"18.17";"12";"0";"52";"100";"69.23";"1.76";"1.27";"77.78";"148.08";"1.13";"53.85";"19.23";"3.85";"28.85";"19.23";"17.31"
"Pablo Durán Fernández";"CF";"all";"all";"296080";"Pablo Durán";"2001-05-25";"85.57";"23.96";"7";"0";"64";"100";"64.06";"3.11";"2.65";"60.98";"165.62";"1.33";"39.06";"7.81";"3.12";"31.25";"28.12";"9.38"
"Roberto Fernández Jaén";"CF";"all";"all";"43300";"Roberto Fernández";"2002-07-03";"85.9";"15.72";"17";"0";"108";"100";"75.93";"2.16";"1.43";"73.17";"155.56";"0.88";"55.56";"5.56";"0";"27.78";"16.67";"11.11"
"Bertuğ Yıldırım";"CF";"all";"all";"61984";"B. Yıldırım";"2002-07-12";"82.49";"12.61";"9";"1";"30";"100";"56.67";"2.22";"1.19";"58.82";"156.67";"0.96";"33.33";"6.67";"0";"40";"20";"16.67"
"Fábio Daniel Soares Silva";"CF";"all";"all";"24014";"Fábio Silva";"2002-07-19";"87.62";"19.15";"19";"0";"155";"100";"67.74";"2.7";"2.12";"67.62";"151.61";"1.14";"45.81";"10.32";"1.94";"37.42";"28.39";"16.13"
"Thierno Barry";"CF";"all";"all";"584967";"T. Barry";"2002-10-21";"90.37";"19.57";"23";"0";"121";"100";"80.17";"2.9";"2.61";"74.23";"174.38";"1.74";"59.5";"19.01";"3.31";"43.8";"38.84";"26.45"
"Chrisantus Ugonna Uche";"CF";"all";"all";"745627";"C. Uche";"2003-05-19";"90.25";"13.67";"18";"0";"125";"100";"77.6";"2.19";"1.62";"65.98";"153.6";"0.93";"51.2";"8.8";"0";"38.4";"28.8";"15.2"
"Alejo Véliz";"CF";"all";"all";"43448";"A. Véliz";"2003-09-19";"83.4";"15.67";"8";"0";"27";"100";"70.37";"1.91";"1.06";"68.42";"159.26";"0.61";"48.15";"14.81";"3.7";"25.93";"7.41";"3.7"
"Álvaro Daniel Rodríguez Muñoz";"CF";"all";"all";"354728";"Álvaro Rodríguez";"2004-07-14";"76.2";"12.2";"6";"0";"30";"100";"70";"2.94";"1.88";"71.43";"160";"1.2";"50";"3.33";"0";"53.33";"36.67";"26.67"
"Orri Steinn Óskarsson";"CF";"all";"all";"162424";"O. Óskarsson";"2004-08-29";"72.02";"18.36";"8";"0";"43";"100";"81.4";"3.71";"2.97";"71.43";"151.16";"0.83";"58.14";"6.98";"0";"27.91";"18.6";"6.98"
"Vitor Hugo Roque Ferreira";"CF";"all";"all";"149807";"Vitor Roque";"2005-02-28";"82.74";"19.01";"12";"0";"54";"100";"70.37";"3.57";"2.1";"68.42";"174.07";"1.15";"48.15";"12.96";"0";"44.44";"29.63";"22.22"
"Lucas Torró Marset";"DM";"all";"all";"12777";"Lucas Torró";"1994-07-19";"93.11";"18.71";"20";"0";"128";"100";"51.56";"0.96";"0.41";"72.73";"125";"0.32";"37.5";"3.12";"0.78";"12.5";"5.47";"5.47"
"Stanko Jurić";"DM";"all";"all";"16564";"S. Jurić";"1996-08-16";"89.67";"19.03";"11";"0";"68";"100";"58.82";"0.54";"0.33";"90";"116.18";"0.3";"52.94";"2.94";"0";"5.88";"4.41";"4.41"
"Martín Zubimendi Ibañez";"DM";"all";"all";"24776";"Martín Zubimendi";"1999-02-02";"97.05";"24.7";"25";"0";"290";"100";"54.48";"1.4";"0.75";"77.22";"129.31";"0.44";"42.07";"4.83";"0.69";"22.41";"12.41";"6.9"
"Pol Lozano Vizuete";"DM";"all";"all";"24018";"Pol Lozano";"1999-10-06";"82.29";"15.92";"6";"0";"45";"100";"48.89";"1.08";"0.42";"95.45";"144.44";"0.32";"46.67";"13.33";"0";"11.11";"2.22";"0"
"Aurélien Tchouaméni";"DM";"all";"all";"12218";"A. Tchouaméni";"2000-01-27";"95.38";"28.4";"7";"0";"59";"100";"45.76";"1.05";"0.52";"88.89";"110.17";"0.41";"40.68";"5.08";"0";"15.25";"8.47";"5.08"
"Samuel Almeida Costa";"DM";"all";"all";"30271";"Samú Costa";"2000-11-27";"93.43";"19.16";"5";"0";"46";"100";"58.7";"0.88";"0.52";"77.78";"121.74";"0.44";"45.65";"6.52";"0";"8.7";"4.35";"4.35"
"Lucien Jefferson Agoumé";"DM";"all";"all";"13147";"L. Agoumé";"2002-02-09";"92.62";"23.3";"7";"0";"49";"100";"55.1";"0.74";"0.41";"88.89";"128.57";"0.37";"48.98";"8.16";"0";"8.16";"2.04";"2.04"
"Yuri Berchiche Izeta";"LB";"all";"all";"11058";"Yuri Berchiche";"1990-02-10";"96.31";"22";"20";"0";"331";"100";"55.59";"1.07";"0.56";"88.59";"133.84";"0.41";"49.24";"3.02";"0";"12.39";"6.04";"3.32"
"Daley Blind";"LB";"all";"all";"2106";"D. Blind";"1990-03-09";"98.19";"28.39";"11";"0";"272";"100";"51.47";"0.94";"0.46";"83.57";"148.16";"0.31";"43.01";"1.84";"0";"12.5";"6.25";"4.04"
"Luis Alfonso Espino García";"LB";"all";"all";"25909";"A. Espino";"1992-01-05";"88.49";"17.28";"8";"0";"103";"100";"60.19";"1";"0.71";"69.35";"145.63";"0.32";"41.75";"2.91";"1.94";"8.74";"6.8";"0.97"
"Álvaro Juan Cruz Armada";"LB";"all";"all";"25637";"Juan Cruz";"1992-07-28";"80.42";"14.22";"15";"0";"105";"100";"68.57";"0.95";"0.61";"75";"126.67";"0.34";"51.43";"1.9";"0";"10.48";"5.71";"3.81"
"Johan Andrés Mojica Palacio";"LB";"all";"all";"5158";"J. Mojica";"1992-08-21";"97.85";"20.9";"22";"0";"397";"100";"61.96";"1.54";"1.03";"68.29";"145.84";"0.53";"42.32";"6.3";"0.5";"20.4";"14.11";"6.3"
"Ricardo Iván Rodríguez Araya";"LB";"all";"all";"8996";"R. Rodríguez";"1992-08-25";"92.24";"23.71";"13";"0";"172";"100";"59.3";"1.08";"0.47";"84.31";"139.53";"0.35";"50";"2.91";"1.16";"12.79";"4.07";"2.33"
"Diego Rico Salguero";"LB";"all";"all";"11603";"Diego Rico";"1993-02-23";"99.97";"15.93";"29";"0";"318";"100";"57.23";"1.42";"0.88";"65.93";"150.63";"0.45";"37.74";"4.09";"0.31";"20.13";"11.95";"5.66"
"Reinildo Isnard Mandava";"LB";"all";"all";"16023";"Reinildo";"1994-01-21";"93.23";"21.58";"5";"0";"64";"100";"60.94";"0.83";"0.44";"89.74";"132.81";"0.33";"54.69";"0";"0";"9.38";"4.69";"3.12"
"Brian  Oliván Herrero";"LB";"all";"all";"26078";"Brian Oliván";"1994-04-01";"91.48";"18.75";"10";"0";"140";"100";"66.43";"1.45";"1.05";"64.52";"159.29";"0.5";"42.86";"1.43";"0";"20";"15";"5.71"
"Alejandro José Muñoz Miguel";"LB";"all";"all";"25594";"Á. Muñoz";"1994-07-30";"84.18";"16.67";"13";"0";"118";"100";"44.92";"1.44";"0.88";"73.58";"139.83";"0.35";"33.05";"0.85";"0";"18.64";"11.02";"4.24"
"Javier Galán Gil";"LB";"all";"all";"25625";"Javi Galán";"1994-11-19";"90.36";"23.46";"16";"0";"255";"100";"65.1";"1.37";"0.96";"77.11";"154.9";"0.53";"50.2";"2.75";"0.39";"15.69";"10.59";"4.71"
"José Luis Gayá Peña";"LB";"all";"all";"5398";"José Gayá";"1995-05-25";"89.1";"20.41";"14";"0";"205";"100";"57.07";"1.11";"0.79";"77.78";"167.32";"0.49";"44.39";"5.85";"1.46";"15.12";"12.2";"6.83"
