"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count Runs in sample";"Count Runs per 100 Runs";"Count Dangerous Runs per 100 Runs";"Threat of Runs per 100 Runs";"Count Runs leading to goal per 100 Runs";"Count Runs targeted per 100 Runs";"Count Runs received per 100 Runs";"Count Runs leading to shot per 100 Runs";"Threat of Runs targeted per 100 Runs";"Threat of Runs received per 100 Runs";"Count dangerous Runs targeted per 100 Runs";"Count dangerous Runs received per 100 Runs"
"Hany Mukhtar";"CF";"all";"all";"4206";"H. Mukhtar";"1995-03-21";"98.68";"22.71";"10";"0";"390";"100";"39.23";"3.06";"0.51";"46.15";"29.74";"3.85";"1.04";"0.37";"14.36";"5.9"
"Héctor Miguel Herrera López";"LDM";"all";"all";"4237";"H. Herrera";"1990-04-19";"91.61";"23.13";"8";"0";"185";"100";"21.62";"1.74";"0";"45.95";"38.38";"1.62";"0.65";"0.32";"8.65";"4.32"
"Héctor Miguel Herrera López";"LM";"all";"all";"4237";"H. Herrera";"1990-04-19";"96.99";"28.72";"7";"0";"174";"100";"27.59";"1.61";"0";"43.1";"38.51";"3.45";"0.58";"0.45";"12.07";"9.2"
"Jere Uronen";"LB";"all";"all";"4916";"J. Uronen";"1994-07-13";"98.33";"21.57";"24";"0";"476";"100";"22.06";"1.41";"0.21";"31.93";"26.26";"0.84";"0.35";"0.25";"4.62";"2.52"
"Johnathon Simpson Snedden Russell";"RF";"all";"all";"5201";"J. Russell";"1990-04-08";"91.03";"25.71";"6";"0";"149";"100";"22.15";"1.62";"0.67";"40.94";"32.89";"6.71";"0.61";"0.41";"7.38";"5.37"
"Johnathon Simpson Snedden Russell";"RW";"all";"all";"5201";"J. Russell";"1990-04-08";"79.47";"17.47";"8";"0";"112";"100";"38.39";"2.14";"0";"46.43";"34.82";"6.25";"0.7";"0.39";"11.61";"7.14"
"Jonathan Javier Rodríguez Portillo";"CF";"all";"all";"5268";"J. Rodríguez";"1993-07-06";"98.06";"23.46";"7";"0";"177";"100";"67.8";"4.42";"0";"36.16";"18.08";"5.08";"1.49";"0.54";"24.29";"10.17"
"Jonathan Javier Rodríguez Portillo";"LW";"all";"all";"5268";"J. Rodríguez";"1993-07-06";"95.14";"23.61";"20";"0";"598";"100";"61.2";"3.56";"1.34";"36.79";"26.76";"6.35";"1.14";"0.84";"20.9";"15.22"
"Jordi Alba Ramos";"LB";"all";"all";"5326";"Jordi Alba";"1989-03-21";"101.02";"28.16";"20";"0";"500";"100";"34.4";"1.99";"1.4";"53";"43.8";"5.4";"0.95";"0.71";"15.8";"11"
"Jordi Alba Ramos";"LWB";"all";"all";"5326";"Jordi Alba";"1989-03-21";"100.52";"26.43";"6";"0";"138";"100";"29.71";"1.85";"0";"52.17";"45.65";"3.62";"0.79";"0.6";"11.59";"8.7"
"Josef Alexander Martínez";"CF";"all";"all";"5448";"J. Martínez";"1993-05-19";"84.67";"25.47";"13";"0";"283";"100";"80.57";"5.57";"1.41";"36.04";"18.37";"5.3";"1.93";"0.71";"28.62";"12.72"
"Karol Świderski";"CF";"all";"all";"5735";"K. Świderski";"1997-01-23";"68.95";"16.5";"8";"0";"184";"100";"67.39";"4.92";"0.54";"22.83";"11.41";"2.17";"0.88";"0.32";"11.41";"4.35"
"Lewis Morgan";"CF";"all";"all";"6205";"L. Morgan";"1996-09-30";"99.26";"20.33";"20";"0";"594";"100";"50";"3.23";"0.67";"38.22";"24.41";"4.88";"1.01";"0.52";"14.65";"7.24"
"Lewis Morgan";"LW";"all";"all";"6205";"L. Morgan";"1996-09-30";"89.8";"20.65";"6";"0";"178";"100";"46.63";"3.26";"0.56";"39.89";"26.4";"5.62";"1.04";"0.69";"15.73";"8.99"
"Lionel Andrés Messi Cuccittini";"CF";"all";"all";"6250";"L. Messi";"1987-06-24";"100.38";"26.82";"5";"0";"105";"100";"62.86";"4.54";"1.9";"60.95";"41.9";"4.76";"2.28";"1.17";"30.48";"14.29"
"Lionel Andrés Messi Cuccittini";"RF";"all";"all";"6250";"L. Messi";"1987-06-24";"101.31";"30.53";"12";"0";"268";"100";"56.72";"4.01";"2.99";"55.97";"42.16";"9.7";"1.85";"1.21";"28.73";"19.03"
"Lorenzo Insigne";"AM";"all";"all";"6286";"L. Insigne";"1991-06-04";"83.82";"24.12";"5";"0";"154";"100";"24.03";"1.5";"0.65";"49.35";"42.86";"7.14";"0.52";"0.46";"7.14";"5.84"
"Lorenzo Insigne";"LF";"all";"all";"6286";"L. Insigne";"1991-06-04";"82.4";"20.78";"9";"0";"266";"100";"24.06";"1.67";"0.75";"47.37";"41.35";"7.52";"0.62";"0.48";"8.27";"6.77"
"Luís Carlos Ramos Martins";"LWB";"all";"all";"6437";"Luís Martins";"1992-06-10";"76.51";"19.17";"7";"0";"124";"100";"9.68";"0.93";"0";"53.23";"47.58";"3.23";"0.45";"0.4";"4.03";"4.03"
"Luis Fernando Muriel Fruto";"CF";"all";"all";"6439";"L. Muriel";"1991-04-16";"84.67";"20.39";"13";"0";"305";"100";"40.98";"3.29";"0.66";"41.31";"31.8";"5.25";"0.97";"0.52";"13.11";"7.87"
"Luis Alberto Suárez Díaz";"CF";"all";"all";"6450";"L. Suárez";"1987-01-24";"94.56";"27.05";"23";"0";"799";"100";"63.95";"4.52";"2.38";"40.68";"25.91";"6.01";"1.67";"0.87";"24.66";"14.27"
"José Martín Cáceres Silva";"LCB";"all";"all";"7036";"M. Cáceres";"1987-04-07";"97.94";"27.76";"10";"0";"45";"100";"0";"0.12";"0";"44.44";"44.44";"0";"0.07";"0.07";"0";"0"
"Mateusz Klich";"RM";"all";"all";"7128";"M. Klich";"1990-06-13";"100.89";"20.4";"19";"0";"427";"100";"27.87";"1.8";"0.47";"35.83";"26.93";"3.75";"0.66";"0.37";"9.13";"6.09"
"Matt Miazga";"CB";"all";"all";"7219";"M. Miazga";"1995-07-19";"98.09";"23.87";"16";"0";"91";"100";"1.1";"0.13";"0";"46.15";"46.15";"2.2";"0.04";"0.04";"0";"0"
"Maxime Chanot";"CB";"all";"all";"7336";"M. Chanot";"1989-11-21";"91.76";"19.93";"10";"0";"45";"100";"0";"0.07";"0";"31.11";"28.89";"0";"0.02";"0.01";"0";"0"
"Maxime Chanot";"RCB";"all";"all";"7336";"M. Chanot";"1989-11-21";"92.84";"26.46";"5";"0";"39";"100";"0";"0.04";"0";"28.21";"28.21";"0";"0.01";"0.01";"0";"0"
"Maya Yoshida";"LCB";"all";"all";"7359";"M. Yoshida";"1988-08-24";"99.87";"29.12";"27";"0";"139";"100";"5.04";"0.42";"0.72";"39.57";"38.85";"1.44";"0.21";"0.09";"2.16";"1.44"
"Maya Yoshida";"RCB";"all";"all";"7359";"M. Yoshida";"1988-08-24";"100.9";"28";"12";"0";"61";"100";"4.92";"0.65";"0";"44.26";"40.98";"0";"0.14";"0.07";"3.28";"1.64"
"Nemanja Radoja";"DM";"all";"all";"7913";"N. Radoja";"1993-02-06";"97.05";"25.05";"15";"0";"163";"100";"4.29";"0.39";"0";"36.2";"34.36";"0";"0.13";"0.11";"0.61";"0.61"
"Nemanja Radoja";"LDM";"all";"all";"7913";"N. Radoja";"1993-02-06";"93.44";"22.98";"5";"0";"46";"100";"6.52";"0.57";"0";"41.3";"41.3";"0";"0.14";"0.14";"0";"0"
"Marcelo Nicolás Lodeiro Benítez";"LM";"all";"all";"8021";"N. Lodeiro";"1989-03-21";"95.08";"24.12";"10";"0";"495";"100";"15.96";"1.32";"0.2";"39.8";"34.95";"3.84";"0.44";"0.35";"5.86";"4.24"
"Olivier Giroud";"CF";"all";"all";"8206";"O. Giroud";"1986-09-30";"74.03";"18.56";"9";"0";"264";"100";"66.29";"4.77";"0.38";"27.65";"14.77";"3.41";"1.43";"0.5";"18.94";"7.95"
"Pedro Miguel Martins Santos";"LB";"all";"all";"8594";"Pedro Santos";"1988-04-22";"92.12";"18.88";"8";"0";"107";"100";"14.02";"1.15";"0";"39.25";"34.58";"4.67";"0.48";"0.32";"5.61";"3.74"
"Pedro Miguel Martins Santos";"LWB";"all";"all";"8594";"Pedro Santos";"1988-04-22";"92.3";"18.38";"11";"0";"166";"100";"23.49";"1.46";"0.6";"42.77";"37.95";"2.41";"0.46";"0.33";"6.63";"3.61"
"Rémi Walter";"RM";"all";"all";"8916";"R. Walter";"1995-04-26";"100.48";"24.1";"5";"0";"69";"100";"10.14";"0.82";"0";"24.64";"23.19";"4.35";"0.16";"0.14";"1.45";"1.45"
"Sergio Busquets Burgos";"DM";"all";"all";"9749";"Sergio Busquets";"1988-07-16";"100.56";"28.95";"17";"0";"175";"100";"8.57";"0.75";"0";"42.29";"40.57";"0";"0.24";"0.11";"0.57";"0"
"Sergio Busquets Burgos";"LCB";"all";"all";"9749";"Sergio Busquets";"1988-07-16";"96.39";"25.32";"5";"0";"17";"100";"0";"0.22";"0";"58.82";"52.94";"0";"0.12";"0.11";"0";"0"
"Steven Moreira";"RCB";"all";"all";"10105";"Steven Moreira";"1994-08-13";"97.9";"28.77";"25";"0";"528";"100";"7.01";"0.66";"1.14";"41.67";"39.58";"3.41";"0.23";"0.19";"1.52";"0.95"
"Teemu Pukki";"CF";"all";"all";"10227";"T. Pukki";"1990-03-29";"71.78";"16.79";"10";"0";"281";"100";"67.97";"4.58";"0.71";"30.96";"17.08";"4.98";"1.47";"0.61";"20.64";"11.74"
"Timothy Michael Ream";"LB";"all";"all";"10373";"T. Ream";"1987-10-05";"97.67";"20.82";"8";"0";"45";"100";"0";"0.3";"0";"28.89";"28.89";"0";"0.06";"0.06";"0";"0"
"Tyler Boyd";"RW";"all";"all";"10566";"T. Boyd";"1994-12-30";"78.72";"17.5";"5";"0";"113";"100";"32.74";"2.98";"0.88";"38.05";"21.24";"3.54";"1.46";"0.48";"12.39";"5.31"
"Xherdan Shaqiri";"AM";"all";"all";"10936";"X. Shaqiri";"1991-10-10";"83.17";"20.08";"6";"0";"119";"100";"30.25";"1.82";"0";"39.5";"30.25";"4.2";"0.6";"0.31";"8.4";"4.2"
"Yuya Kubo";"CF";"all";"all";"11063";"Y. Kubo";"1993-12-24";"87.95";"21.62";"14";"0";"591";"100";"52.12";"3.57";"0.85";"32.66";"20.81";"4.4";"0.93";"0.51";"13.87";"7.95"
"Hannes Wolf";"RF";"all";"all";"11303";"H. Wolf";"1999-04-16";"76.49";"18.46";"6";"0";"195";"100";"36.41";"2.26";"1.03";"31.79";"23.59";"2.56";"0.55";"0.32";"8.21";"4.62"
"Hannes Wolf";"RW";"all";"all";"11303";"H. Wolf";"1999-04-16";"87.7";"19.72";"22";"0";"786";"100";"42.11";"2.7";"0.64";"34.1";"23.92";"4.2";"0.74";"0.42";"11.58";"6.74"
"Emil Forsberg";"LW";"all";"all";"11490";"E. Forsberg";"1991-10-23";"90.39";"20.03";"12";"0";"266";"100";"45.11";"3.08";"0.75";"37.22";"29.32";"3.38";"0.94";"0.65";"15.41";"11.28"
"Jannes Horn";"LB";"all";"all";"11536";"J. Horn";"1997-02-06";"87.52";"21.33";"6";"0";"72";"100";"8.33";"0.78";"0";"43.06";"43.06";"2.78";"0.4";"0.4";"4.17";"4.17"
"Kevin Long";"CB";"all";"all";"11601";"K. Long";"1990-08-18";"98.73";"23.48";"21";"0";"133";"100";"0.75";"0.12";"0";"28.57";"27.82";"0";"0.02";"0.02";"0";"0"
"Aleksey Miranchuk";"AM";"all";"all";"11648";"A. Miranchuk";"1995-10-17";"100.96";"24.05";"7";"0";"218";"100";"44.04";"2.8";"0";"38.99";"28.44";"3.21";"0.82";"0.46";"13.3";"7.34"
"Aníbal Cesis Godoy";"DM";"all";"all";"11701";"A. Godoy";"1990-02-10";"89.8";"22.02";"6";"0";"92";"100";"2.17";"0.32";"0";"41.3";"41.3";"0";"0.09";"0.09";"0";"0"
"Ezequiel Ponce Martínez";"CF";"all";"all";"11763";"E. Ponce";"1997-03-29";"90.88";"26.01";"10";"0";"269";"100";"72.86";"5.35";"0.37";"30.86";"15.99";"2.6";"1.61";"0.57";"21.93";"8.55"
"Miguel Gianpierre Araujo Blanco";"RCB";"all";"all";"11857";"M. Araujo";"1994-10-24";"101.74";"22.88";"17";"0";"59";"100";"5.08";"0.21";"0";"23.73";"22.03";"0";"0.01";"0.01";"0";"0"
"Wilder José Cartagena Mendoza";"CB";"all";"all";"11867";"W. Cartagena";"1994-09-23";"102.15";"22.64";"6";"0";"9";"100";"0";"0.17";"0";"22.22";"22.22";"0";"0.01";"0.01";"0";"0"
"Wilder José Cartagena Mendoza";"LDM";"all";"all";"11867";"W. Cartagena";"1994-09-23";"97.12";"22.72";"18";"0";"180";"100";"6.11";"0.58";"1.11";"45";"40.56";"3.33";"0.25";"0.2";"3.33";"2.78"
"Wilder José Cartagena Mendoza";"LM";"all";"all";"11867";"W. Cartagena";"1994-09-23";"93.53";"22.08";"5";"0";"37";"100";"10.81";"0.85";"0";"45.95";"40.54";"10.81";"0.54";"0.42";"8.11";"5.41"
"Raúl Mario Ruidíaz Misitich";"CF";"all";"all";"11875";"R. Ruidíaz";"1990-07-25";"88.53";"24.36";"12";"0";"320";"100";"65.94";"4.63";"0";"32.81";"20";"2.5";"1.29";"0.47";"18.12";"8.75"
"Sigurd Rosted";"RCB";"all";"all";"12028";"S. Rosted";"1994-07-22";"89.67";"21.87";"14";"0";"166";"100";"4.82";"0.53";"0";"36.75";"31.93";"0";"0.21";"0.08";"3.01";"0"
"Alessandro Schöpf";"LM";"all";"all";"12051";"A. Schöpf";"1994-02-07";"85.91";"21.98";"7";"0";"350";"100";"22.29";"1.59";"0";"28.86";"25.43";"2.29";"0.41";"0.27";"5.14";"2.86"
"Alessandro Schöpf";"LWB";"all";"all";"12051";"A. Schöpf";"1994-02-07";"78.5";"19.93";"5";"0";"200";"100";"23.5";"1.48";"0";"29.5";"25.5";"4";"0.38";"0.25";"6.5";"4.5"
"Alessandro Schöpf";"RM";"all";"all";"12051";"A. Schöpf";"1994-02-07";"73.67";"17.75";"5";"0";"181";"100";"11.6";"0.96";"0";"36.46";"30.39";"3.87";"0.32";"0.25";"3.87";"2.76"
"Sergi Palencia Hurtado";"RB";"all";"all";"12306";"Sergi Palencia";"1996-03-23";"92.55";"23.01";"19";"0";"377";"100";"11.14";"0.92";"0.27";"39.79";"35.28";"2.65";"0.37";"0.28";"4.51";"3.18"
"Sergi Palencia Hurtado";"RWB";"all";"all";"12306";"Sergi Palencia";"1996-03-23";"95.82";"20.84";"7";"0";"145";"100";"31.72";"1.98";"0";"45.52";"41.38";"4.14";"0.78";"0.73";"11.03";"9.66"
"Keaton Parks";"LDM";"all";"all";"12317";"K. Parks";"1997-08-06";"98.85";"22.08";"14";"0";"392";"100";"21.94";"1.52";"0.26";"35.71";"31.89";"2.81";"0.49";"0.31";"7.4";"4.85"
"Keaton Parks";"RDM";"all";"all";"12317";"K. Parks";"1997-08-06";"97.38";"23.39";"6";"0";"179";"100";"18.99";"1.3";"0.56";"35.75";"31.28";"1.68";"0.28";"0.23";"3.91";"3.35"
"Keaton Parks";"RM";"all";"all";"12317";"K. Parks";"1997-08-06";"87.08";"21.13";"8";"0";"197";"100";"20.81";"1.45";"0.51";"34.01";"28.43";"3.05";"0.34";"0.28";"4.06";"3.05"
"Dejan Joveljić";"CF";"all";"all";"12364";"D. Joveljić";"1999-08-07";"84.93";"24.44";"27";"0";"910";"100";"70";"5.31";"1.43";"26.26";"16.92";"6.48";"1.29";"0.81";"18.02";"11.32"
"Sergiy Kryvtsov";"LCB";"all";"all";"12548";"S. Kryvtsov";"1991-03-15";"92.41";"25.08";"7";"0";"47";"100";"2.13";"0.15";"0";"51.06";"51.06";"2.13";"0.04";"0.04";"0";"0"
"Cedric Teuchert";"AM";"all";"all";"12659";"C. Teuchert";"1997-01-14";"85.04";"21.15";"5";"0";"130";"100";"42.31";"2.43";"0.77";"31.54";"21.54";"6.15";"0.73";"0.56";"11.54";"8.46"
"Georgios Giakoumakis";"CF";"all";"all";"12706";"G. Giakoumakis";"1994-12-09";"88.94";"23.68";"8";"0";"219";"100";"70.78";"5.14";"0.91";"32.42";"17.81";"5.48";"1.52";"0.87";"21";"9.59"
"Amine Bassi";"AM";"all";"all";"13097";"A. Bassi";"1997-11-27";"92.75";"26.41";"21";"0";"667";"100";"37.48";"2.48";"0.3";"42.88";"33.58";"4.2";"0.94";"0.62";"13.49";"8.85"
"Amine Bassi";"CF";"all";"all";"13097";"A. Bassi";"1997-11-27";"94.09";"27.27";"9";"0";"300";"100";"34";"2.26";"0.33";"43";"36";"5.67";"0.81";"0.6";"13";"9"
"Jamal Thiaré";"CF";"all";"all";"13139";"J. Thiaré";"1993-03-31";"79.55";"17.96";"15";"0";"372";"100";"71.51";"5.81";"0.81";"34.41";"14.25";"4.03";"1.79";"0.56";"21.51";"6.99"
"Sebastián Driussi";"AM";"all";"all";"13214";"S. Driussi";"1996-02-09";"95.85";"22.26";"16";"0";"386";"100";"36.01";"2.79";"0.26";"37.56";"28.24";"2.85";"0.93";"0.45";"12.18";"6.22"
"Sebastián Driussi";"CF";"all";"all";"13214";"S. Driussi";"1996-02-09";"96.86";"21.99";"5";"0";"142";"100";"41.55";"2.99";"0";"37.32";"30.28";"6.34";"1.1";"0.55";"14.79";"7.75"
"Pavel Bucha";"LM";"all";"all";"13255";"P. Bucha";"1998-03-11";"99.48";"24.5";"23";"0";"705";"100";"21.84";"1.44";"0.43";"27.8";"23.12";"2.13";"0.32";"0.22";"4.82";"3.26"
"Pavel Bucha";"RM";"all";"all";"13255";"P. Bucha";"1998-03-11";"99.08";"23.2";"7";"0";"206";"100";"26.7";"1.71";"0";"32.52";"27.67";"6.31";"0.58";"0.49";"7.28";"5.83"
"Kévin Cabral";"LW";"all";"all";"13405";"K. Cabral";"1999-07-10";"70.87";"17.52";"7";"0";"201";"100";"45.27";"3.55";"0";"37.31";"23.88";"2.49";"1.02";"0.49";"14.93";"7.46"
"Kévin Cabral";"RW";"all";"all";"13405";"K. Cabral";"1999-07-10";"74.4";"17.06";"11";"0";"287";"100";"48.43";"3.52";"0.7";"31.71";"20.21";"4.18";"0.74";"0.44";"10.45";"6.27"
"Ricard Puig Martí";"AM";"all";"all";"13432";"Riqui Puig";"1999-08-13";"100.5";"29.43";"9";"0";"429";"100";"24.24";"1.75";"2.8";"51.28";"48.48";"8.62";"0.72";"0.64";"10.72";"9.32"
"Ricard Puig Martí";"LM";"all";"all";"13432";"Riqui Puig";"1999-08-13";"99.48";"29.72";"14";"0";"716";"100";"19.41";"1.43";"0.7";"50.84";"46.79";"4.47";"0.61";"0.5";"8.66";"6.7"
"Evander da Silva Ferreira";"AM";"all";"all";"13540";"Evander";"1998-06-09";"101.21";"25.03";"20";"0";"633";"100";"39.34";"2.59";"0.63";"40.44";"33.97";"5.37";"0.88";"0.65";"14.06";"9.95"
"João Klauss de Mello";"CF";"all";"all";"13633";"João Klauss";"1997-03-01";"88.35";"18.93";"22";"0";"523";"100";"63.48";"4.26";"0.38";"37.09";"23.14";"5.54";"1.38";"0.73";"23.14";"12.62"
"Raoul Petretta";"LCB";"all";"all";"13742";"R. Petretta";"1997-03-24";"92.93";"22.75";"11";"0";"192";"100";"9.9";"0.86";"0.52";"36.46";"34.38";"1.04";"0.16";"0.13";"1.04";"0.52"
"Raoul Petretta";"LWB";"all";"all";"13742";"R. Petretta";"1997-03-24";"85.56";"23.35";"6";"0";"174";"100";"37.36";"2.34";"0.57";"35.06";"29.31";"2.87";"0.6";"0.39";"9.77";"7.47"
"Juan Camilo Hernández Suárez";"CF";"all";"all";"14002";"C. Hernández";"1999-04-20";"94.96";"27.42";"22";"0";"707";"100";"43";"2.68";"1.27";"44.7";"33.24";"8.91";"1.06";"0.74";"17.26";"12.02"
"Carlos Akapo Martínez";"RB";"all";"all";"14006";"Carlos Akapo";"1993-03-12";"95.45";"21.04";"15";"0";"246";"100";"5.28";"0.65";"0.41";"40.24";"35.77";"2.85";"0.24";"0.21";"1.63";"1.22"
"Gabriele Corbo";"CB";"all";"all";"14053";"G. Corbo";"2000-01-11";"99.12";"24.24";"7";"0";"24";"100";"0";"0.12";"0";"54.17";"54.17";"0";"0.03";"0.03";"0";"0"
"Gabriele Corbo";"RCB";"all";"all";"14053";"G. Corbo";"2000-01-11";"102.25";"22.63";"7";"0";"50";"100";"2";"0.3";"0";"34";"30";"0";"0.08";"0.04";"0";"0"
"Emiliano Ariel Rigoni";"LW";"all";"all";"14075";"E. Rigoni";"1993-02-04";"95.8";"21.75";"6";"0";"190";"100";"37.37";"2.77";"0";"37.37";"26.84";"2.11";"0.88";"0.35";"10.53";"6.32"
"Strahinja Tanasijević";"LCB";"all";"all";"14110";"S. Tanasijević";"1997-06-12";"95.84";"22.5";"6";"0";"37";"100";"0";"0.1";"0";"32.43";"29.73";"0";"0.01";"0.01";"0";"0"
"Joseph Paintsil";"CF";"all";"all";"14564";"J. Paintsil";"1998-02-01";"94.22";"29.12";"5";"0";"222";"100";"49.1";"3.5";"4.05";"41.89";"30.63";"7.21";"1.3";"0.85";"18.92";"11.71"
"Joseph Paintsil";"LF";"all";"all";"14564";"J. Paintsil";"1998-02-01";"92.95";"27.97";"5";"0";"133";"100";"55.64";"4.04";"2.26";"38.35";"23.31";"5.26";"1.07";"0.57";"13.53";"7.52"
"Joseph Paintsil";"LW";"all";"all";"14564";"J. Paintsil";"1998-02-01";"87.51";"25.2";"10";"0";"301";"100";"49.83";"4.1";"0.33";"39.2";"29.57";"4.65";"1.56";"0.85";"17.61";"10.3"
"Joseph Paintsil";"RW";"all";"all";"14564";"J. Paintsil";"1998-02-01";"90.8";"24.5";"8";"0";"241";"100";"42.74";"3.28";"1.66";"44.81";"30.29";"9.54";"1.33";"0.67";"17.43";"9.54"
"Brendan Hines-Ike";"LCB";"all";"all";"14691";"B. Hines-Ike";"1994-11-30";"99.25";"23.39";"12";"0";"111";"100";"4.5";"0.42";"0";"36.04";"34.23";"0.9";"0.22";"0.03";"1.8";"0"
"Brendan Hines-Ike";"RCB";"all";"all";"14691";"B. Hines-Ike";"1994-11-30";"98.42";"23.35";"12";"0";"109";"100";"4.59";"0.29";"0";"48.62";"48.62";"0.92";"0.09";"0.09";"1.83";"1.83"
"Tobias Salquist Nielsen";"RCB";"all";"all";"14729";"T. Salquist";"1995-05-18";"95.12";"18.3";"5";"0";"26";"100";"0";"0.08";"0";"38.46";"34.62";"3.85";"0.05";"0.03";"0";"0"
"Alexandros Katranis";"LB";"all";"all";"14752";"A. Katranis";"1998-05-04";"88.46";"23.18";"25";"0";"458";"100";"23.36";"1.46";"0.66";"39.74";"32.75";"3.06";"0.49";"0.38";"7.86";"6.11"
"Yevgen Cheberko";"CB";"all";"all";"15605";"Y. Cheberko";"1998-01-23";"100.46";"31.38";"7";"0";"66";"100";"4.55";"0.32";"0";"33.33";"30.3";"0";"0.26";"0.06";"4.55";"1.52"
