Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Age,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Alberto Espínola Giménez,Club 2 de Mayo,"División Profesional, Paraguay",2026,1332,Right Back,Paraguay,35,07/02/91,0.07,0.07,0.08,0.1,0.88,8,31,0,,0.06,0,0.07,0.41,0,0.07,0.34,0,0,0.07,0.07,0.15,1.28,-0.09,1.15,0.88,0.27,76,0.74,0,0.95,1.35,1.15,1.37,3.11,3.03,17.24,9.26,0.04,8.52,33.33,9.6,2.84,3.11,4.26,69,3.19,4.56,0.88,41,1.42,39,1.01,0,13.25,13.79,6.02,2.64,1.49,37.4,3.31,25,1.49,56,0.07,0,0,40.55,77,4.19,13,67,3.51,5.88,14,73,-4,49.61,4.6,0.29,0.36,34.94,93,4.25,7.64,0.74,0.27,0.47,0.34,2.03,2.3,0,9,0.27,19,0.27,31,61,8,35,61,4,20.78,16.46,0.95,102,-4.32,19.79,16.77,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26,12,4.26,36,0.13,0.05,0.02,-0.01,,0.19
Alcides Javier Barbotte Fariña,Club Guaraní,"División Profesional, Paraguay",2026,1368,Left Back,Paraguay,24,25/06/02,0.13,0.13,0.09,0.11,0.86,15,38,1,,0.14,0,0.01,0.2,0,0.01,0.2,0,0,0,0.13,0.1,1.05,0.03,1.25,0.59,0.66,47,0.53,0,0.99,1.32,0.99,0.97,3.55,3.46,14.34,6.45,0.01,6.51,32.41,9.8,3.09,2.17,3.16,72,2.13,3.1,1.18,43,0.86,51,1.58,0,11.05,10.62,4.6,1.84,0.79,36.29,2.96,27,1.32,71,0.2,0,0,34.47,71,2.17,13,36,4.41,5.13,13,46,-26,43.57,3.29,0.24,0.27,28.22,93,3.9,3.82,0.59,0.39,0.2,0,1.58,1.97,0,22,0.2,14,0,34,58,8,52,45,3,21.84,21.79,0.9,93,-0.05,19.61,20.23,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,9,2.47,19,0.03,0.03,0.04,0.05,,0.16
Aldo Emmanuel Quiñónez Ayala,San Lorenzo,"División Profesional, Paraguay",2026,1792,Right Defensive Midfielder,Paraguay,35,07/02/91,0,0,0.04,0.03,1.1,0,5,1,,0,0.05,0.04,0.8,0,0.01,0.35,0.05,0.03,0.45,0.05,0.07,1.91,-0.02,0.45,0.3,0.15,67,1.36,0,0.75,1,0.75,0.59,1.41,0.96,19.69,9.99,0.03,7.33,39.86,9.84,4.87,2.01,2.76,75,1.42,2.01,1.71,61,0.65,43,0.95,0.1,15.97,11.76,5.62,3.97,1.81,42.61,5.88,37,2.36,59,0.35,0,0,34.65,76,4.82,6,52,2.66,7.93,17,65,-10,50.31,5.22,0.18,0.2,28.68,96,4.03,7.73,1.61,0.6,1,0,0.55,1.16,0.05,13,0.2,27,0,23,67,10,33,59,8,24.77,23.42,0.9,92,-1.36,22.31,21.45,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,7,3.32,27,0.07,0.06,0.06,-0.05,,0.14
Aldo González,Deportivo Recoleta,"División Profesional, Paraguay",2026,1442,Left Midfielder,Paraguay,30,27/09/96,0.5,0.5,0.31,0.14,2.31,22,46,4,,0.42,0.12,0.15,1.37,0.12,0.15,1.37,0,0,0,0.62,0.47,3.68,0.16,1.06,0.75,0.31,71,2.75,0,3.31,2.43,0.37,0.33,0.31,0.41,15.23,6.93,0.01,3.93,58.01,6.43,3.74,1.06,1.44,63,1.4,1.73,1.37,23,0.62,30,0.81,0,12.85,12.51,3.24,3,0.94,58.69,8.3,65,2.43,81,0,0,0,26.02,73,0.87,23,56,0.56,1.31,17,63,-10,61.16,3.06,0.51,0.73,27.58,82,6.63,9.11,0.81,0.81,0,0.69,5.43,6.24,0,54,0.69,31,0.81,10,74,17,7,73,21,15.6,15.04,0.96,93,-0.56,14.9,14.01,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,8,4.92,35,0.01,0.06,0.03,0.19,,0.29
Aldo Maíz,Club Sportivo Luqueño,"División Profesional, Paraguay",2026,1369,Right Defensive Midfielder,Paraguay,26,26/08/00,0.07,0.07,0.04,0.03,1.25,5,26,2,,0.06,0.13,0.04,0.59,0.13,0.04,0.53,0,0,0.07,0.2,0.08,1.84,0.12,1.84,0.92,0.92,50,1.38,0.07,1.25,2.04,0.72,0.55,1.25,0.9,25.44,13.08,0.03,9.53,43.66,10.06,4.6,3.15,3.88,72,2.79,3.34,1.38,35,1.25,48,0.92,0,20.9,18.03,7.16,6.18,1.84,46.42,9.2,44,3.81,62,0.26,0,0,26.82,75,2.1,20,64,1.77,2.76,23,67,-9,49.34,3.48,0.24,0.28,23.99,88,5.81,5.59,0.46,0.33,0.13,0.07,0.59,0.92,0.13,0,0.07,17,0.2,26,64,10,24,69,7,19.82,16.6,1,105,-3.22,19.88,17.43,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,9,3.33,23,0.01,0.11,0.05,-0.03,,0.15
Alejandro Samudio Ramírez,Club Nacional,"División Profesional, Paraguay",2026,611,Left Wing,Paraguay,27,25/06/99,0.29,0.29,0.16,0.09,1.77,17,42,4,,0.15,0.15,0.14,1.47,0.15,0.13,1.33,0,0.01,0.15,0.44,0.3,3.24,0.14,1.33,1.03,0.29,78,1.92,0,2.21,2.06,0.74,0.71,0.59,0.49,18.42,9.13,0.01,5.6,49.67,7.37,4.13,1.33,2.06,75,1.07,1.78,1.18,40,0.44,55,0.88,0,15.91,15.01,4.42,3.24,1.18,52.06,8.99,56,3.09,95,0.15,0,0,22.39,64,0.74,15,31,0.59,2.36,18,59,-5,63.06,3.98,0.4,0.54,22.69,84,5.7,7.96,1.47,1.03,0.44,0.44,4.27,5.3,0.15,40,0.74,38,0.74,24,57,19,20,61,19,16.53,13.34,0.91,119,-3.19,15.01,15.92,0,0,0,0,0,,0,0,,0,0,0,0,0,0,34,10,6.69,40,0.17,0.05,0.01,0,,0.23
Alejandro Silva,Olimpia,"División Profesional, Paraguay",2026,303,Left Centre Midfielder,Uruguay,37,03/09/89,0.59,0,0.26,0.1,2.67,0,56,2,100,0.29,0,0.11,1.19,0,0.09,0.59,0,0.02,0.59,0,0.37,3.86,-0.37,1.78,0.89,0.89,50,0.89,0,0.59,2.97,0.3,0.49,0.3,0.24,8.01,4.15,0,1.78,44.6,9.5,5.93,0.59,0.89,50,1,1.48,0,33,0.59,,0,0,7.42,11.13,1.48,2.37,0.59,44.1,2.67,36,1.19,50,0,0,0,50.15,80,4.75,14,59,0.59,7.72,15,96,16,54.42,8.31,1.03,1.06,42.73,92,3.64,15.43,2.08,1.48,0.59,0.3,3.26,4.75,0.59,0,0,0,0.3,21,68,10,31,65,4,21.93,17.66,0.96,104,-4.27,20.97,18.29,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,8,15.34,67,0.05,0.06,0.02,0.07,,0.19
Alejandro Sosa,Club 2 de Mayo,"División Profesional, Paraguay",2026,360,Centre Defensive Midfielder,Paraguay,19,27/01/07,0,0,0.01,0.03,0.5,0,0,1,,0,0,0.05,1,0,0.05,1,0,0,0,0,0.07,1.5,-0.07,1,0.5,0.5,50,0.5,0,0.75,1,1,1.11,0.25,0.16,21.01,12,0.02,7.5,42.51,11.75,6.5,2.25,3.25,64,2.04,3.15,2,44,1.25,50,1.25,0,16.75,14.84,5.75,3,0.25,44.91,7,42,2,67,0,0,0,44.01,84,4.5,17,69,0.5,6.25,16,71,-12,52.85,5.75,0.5,0.51,37.51,96,4.61,12.5,1.25,1.25,0,0,0.25,1.5,0,40,0.5,40,0,15,76,9,10,80,10,21.78,17.87,0.98,98,-3.91,21.33,17.6,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,8,5.58,43,0.07,0.07,0.01,-0.01,,0.14
Alex Franco,Olimpia,"División Profesional, Paraguay",2026,1058,Right Centre Midfielder,Paraguay,25,19/07/01,0.09,0.09,0.13,0.06,2.13,4,24,2,,0.08,0.09,0.14,1.7,0.09,0.13,1.53,0,0.01,0.17,0.17,0.28,3.83,-0.11,1.53,1.11,0.43,72,0.94,0,1.11,1.62,0.85,0.95,0.68,0.82,13.95,7.49,0.01,4.85,45.71,9.02,4.76,1.45,2.3,63,1.87,2.83,1.02,17,0.85,79,1.96,0,11.49,14.25,3.74,2.81,0.94,47.15,5.36,47,2.04,73,0.26,0,0,40.07,77,2.64,6,58,0.85,4.34,19,71,-6,54.51,4.93,0.51,0.62,33.86,93,5.49,11.49,1.19,0.94,0.26,0.51,2.47,3.4,0.09,29,0.68,33,0.6,14,75,11,13,77,10,19.81,14.69,0.97,105,-5.12,19.13,15.47,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,7,6.74,36,-0.02,0.11,0.02,-0.04,,0.07
Alex Servian,Sportivo Ameliano,"División Profesional, Paraguay",2026,579,Left Midfielder,Paraguay,21,21/07/05,0.16,0.16,0.14,0.15,0.93,17,17,2,,0.04,0,0.15,1.09,0,0.15,1.09,0,0,0,0.16,0.29,2.02,-0.13,1.86,1.09,0.78,58,0.93,0,0.93,2.49,0.47,0.42,0.78,0.77,15.22,7.15,0,4.19,43.24,6.21,3.11,1.55,2.02,77,1.71,2.13,1.86,0,0.47,25,0.62,0,11.81,12.08,3.26,1.86,0.47,47.32,4.82,41,0.93,50,0.31,0,0,22.06,77,1.09,64,47,1.4,1.71,23,73,-4,62.58,2.02,0.31,0.5,21.28,86,4.97,9.01,0.78,0.78,0,0.31,2.64,3.42,0.16,20,0.47,38,0.62,24,56,20,16,55,29,17.33,16.49,0.92,95,-0.84,15.97,15.62,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,9,4.29,24,0.06,0.08,0.02,0,,0.16
Alex Álvarez,San Lorenzo,"División Profesional, Paraguay",2026,1331,Right Centre Forward,Paraguay,29,17/08/97,0.14,0.07,0.2,0.11,1.83,4,30,3,50,0.13,0.07,0.04,1.01,0.07,0.04,1.01,0,0,0,0.14,0.24,2.84,-0.11,2.57,1.08,1.49,42,2.03,0,1.62,4.6,0.2,0.11,0.41,0.18,22.66,10.42,0,4.94,60.33,5.48,3.45,0.74,0.95,69,0.43,0.55,1.08,0,0.34,43,2.84,0,20.83,13.71,4.6,4.46,1.22,61.54,14.95,72,3.72,83,0.07,0,0,24.69,71,0.95,10,56,0.74,1.35,29,59,-12,61.71,3.79,0.28,0.37,22.93,80,5.81,9.4,0.95,0.88,0.07,0.41,5.68,6.56,0.07,0,0.14,33,0.68,18,66,17,14,69,17,16.87,15.18,1,99,-1.69,16.82,14.98,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,10,3.12,25,0.04,0.06,0,-0.12,,-0.01
Alexander Franco,Deportivo Recoleta,"División Profesional, Paraguay",2026,1883,Right Defensive Midfielder,Paraguay,24,25/08/02,0,0,0.02,0.03,0.67,0,0,1,,0,0.05,0.02,0.48,0.05,0.02,0.48,0,0,0,0.05,0.04,1.15,0.01,1.1,0.86,0.24,78,0.91,0,1.15,0.86,0.91,0.95,1.53,1.71,18.69,9.03,0.03,5.97,40.03,10.04,3.92,1.53,2.44,70,1.59,2.54,1.67,35,0.67,54,0.91,0,15.48,16.1,4.92,4.73,1.53,42.96,5.54,36,2.44,52,0.48,0.05,0,45.5,85,3.39,16,64,1.82,5.02,14,82,-3,46.58,4.59,0.27,0.29,37.23,95,4.85,7.07,0.24,0.24,0,0.05,0.19,0.43,0,0,0.05,20,0.05,21,68,11,36,61,3,19.63,16.47,0.97,106,-3.16,18.96,17.52,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,9,3.57,27,0.02,0.06,0.05,-0.02,,0.12
Alexandro Mendieta,Club Guaraní,"División Profesional, Paraguay",2026,515,Left Back,Paraguay,21,25/07/05,0,0,0.06,0.04,1.57,0,11,1,,0,0,0.05,0.52,0,0.05,0.52,0,0,0,0,0.11,2.1,-0.11,1.4,0.52,0.87,38,0.17,0,0.52,1.75,0.7,0.67,3.15,3.19,8.74,3.5,0.06,3.5,34.09,9.97,3.85,2.45,3.15,88,2.3,2.97,0.17,33,0.35,73,1.92,0,6.29,6.24,1.92,1.22,0.52,37.8,2.1,33,0.87,71,0,0,0,30.6,62,1.57,97,21,4.2,6.29,12,48,-14,50.81,2.8,0.22,0.35,25,94,3.81,5.59,1.22,0.7,0.52,0,1.57,2.27,0,43,0.7,19,0,30,59,11,34,59,6,23.79,22.61,0.84,90,-1.18,19.91,20.45,0,0,0,0,0,,0,0,,0,0,0,0,0,0,33,7,5.46,36,0.14,0.04,0.02,-0.08,,0.13
Alexis Cantero,Club Sportivo Luqueño,"División Profesional, Paraguay",2026,612,Left Back,Paraguay,23,04/02/03,0,0,0,0.01,0.44,0,33,0,,0,0,0.02,0.44,0,0.01,0.29,0,0.01,0.15,0,0.03,0.88,-0.03,0.73,0.44,0.29,60,0.88,0,0.73,0.73,1.32,1.14,1.47,1.29,12.49,6.32,0,7.35,27.64,6.61,1.91,1.91,3.23,68,1.76,2.89,0.15,44,0.88,38,0.44,0,10.43,9.6,5.44,2.06,1.18,30.15,1.76,17,1.03,50,0,0,0,36.74,75,4.7,85,53,2.35,7.94,11,55,-19,49.66,4.85,0.18,0.28,33.51,96,4.68,6.61,1.91,0.88,1.03,0,0,0.88,0,31,0.59,44,0,30,59,11,33,44,22,22.87,18.59,0.93,116,-4.28,21.22,21.59,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,7,4.94,35,0.11,0.06,0,-0.02,,0.16
