Name,Team,Competition,Season,Minutes,90s,Appearances,Primary Position,Secondary Position,Gender,Nationality,Age,Date of Birth,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Adrià Guerrero,Tenerife,La Liga 2,2024/2025,410,4.56,6,Left Back,,Man,Spain,27,27/01/98,174,0,0,0.01,0.03,0.22,0,0,0,,0,0,0.04,0.44,0,0.04,0.44,0,0,0,0,0.04,0.66,-0.04,0.66,0.22,0.44,33,0.66,0,0.22,0.88,1.75,1.59,2.63,2.23,17.76,8.11,0.02,5.48,28.9,1.75,8.77,3.51,5.26,55,2.93,4.52,0.22,50,2.85,41,1.54,0,14.04,11.47,2.85,2.85,0,34.31,3.51,25,1.32,46,0,0,0,35.09,73,3.07,87,45,3.95,5.48,19,85,12,46.52,2.85,0.19,0.21,28.95,96,3.54,5.26,0.66,0.44,0.22,0,0.66,1.1,0.22,0,0.22,13,0,30,58,11,33,58,8,20.44,19.48,0.89,95,-0.95,18.25,18.56,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,13,2.57,28,0.07,0.06,0.15,-0.01,,0.26
Adrián Butzke,Mirandés,La Liga 2,2024/2025,407,4.52,16,Left Centre Forward,Centre Forward,Man,Spain,26,29/03/99,193,0.22,0.22,0.2,0.07,2.88,8,31,6,,0.27,0.22,0.12,1.11,0.22,0.12,1.11,0,0,0,0.44,0.32,3.98,0.12,0.89,0.22,0.66,25,1.11,0,2.43,3.32,0,0,1.11,1.35,15.94,4.43,0,1.33,58.42,4.21,7.3,0.44,0.44,67,0.3,0.3,1.11,0,0.22,56,3.32,0,14.39,14.86,1.11,3.98,0.44,61.71,10.4,72,3.76,94,0.22,0,0,21.03,72,1.11,7,56,1.77,1.33,42,64,-8,58.07,2.21,0.45,0.64,22.13,76,4.55,5.98,0,0,0,0.44,6.2,6.2,0,,0,0,0.89,19,63,18,15,70,15,16.64,16.06,0.97,93,-0.58,16.1,14.86,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,9,4.23,23,-0.02,-0.03,0,0.04,,0
Adrián De la Fuente,Levante UD,La Liga 2,2024/2025,2798,31.09,32,Left Centre Back,Right Back,Man,Spain,26,25/02/99,179,0.06,0,0.06,0.06,0.87,0,22,0,100,0.04,0.03,0.03,0.39,0.03,0.03,0.39,0,0,0,0.03,0.08,1.25,-0.05,0.16,0.06,0.1,40,0.9,0,0.32,0.26,1.32,1.21,4.73,4.73,11.58,5.44,0.05,4.5,26.43,1.61,7.59,1.35,2.67,81,1.2,2.41,1.48,60,0.32,61,1.93,0.03,8.91,7.98,2.35,1.35,0.16,33.38,2.03,23,0.97,71,0.35,0.03,0,43.07,82,4.76,12,53,6.21,7.56,12,72,-10,41.03,4.02,0.37,0.42,34.45,99,3.76,5.28,0.51,0.42,0.1,0.1,1.8,2.22,0.19,44,0.35,32,0.13,26,69,5,30,63,7,24.74,25.47,0.9,86,0.73,22.27,22,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,7,4.13,28,0.11,0.05,0.02,-0.02,,0.16
Adrián Guerrero,RC Deportivo La Coruña,La Liga 2,2024/2025,127,1.42,2,Right Midfielder,Left Wing,Man,Spain,19,14/02/06,,0,0,0,,0,,,0,,0,0,0.02,0.71,0,0.02,0.71,0,0,0,0,0.02,0.71,-0.02,1.41,0,1.41,0,0.71,0,3.53,2.83,0,0,0.71,1.19,25.43,5.65,0,2.83,55.53,2.83,5.65,2.83,2.83,80,2.97,2.97,0.71,0,0.71,0,0,0,21.9,22.59,2.83,5.65,0,55.24,13.42,61,4.24,75,0,0,0,24.72,65,0,10,0,0.71,1.41,14,60,-5,62.75,0.71,0.1,0.13,24.02,76,5.06,6.36,0.71,0.71,0,0.71,2.12,2.83,0,0,0,0,0.71,11,76,14,22,78,0,17.62,17.2,0.84,107,-0.41,14.88,18.35,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,11,5.09,62,0.07,0.07,0.04,,,0.19
Adrián Lapeña,Córdoba CF,La Liga 2,2024/2025,1669,18.54,17,Right Centre Back,Centre Attacking Midfielder,Man,Spain,29,15/04/96,181,0.05,0.05,0.06,0.12,0.49,11,78,0,,0.07,0,0.05,0.43,0,0.05,0.43,0,0,0,0.05,0.11,0.92,-0.05,0.11,0.11,0,100,1.46,0,0.22,0.27,1.51,1.72,5.5,6.81,11.06,4.91,0.07,5.56,28.01,2.27,11.87,1.08,2.59,65,1.26,2.98,1.35,52,0.59,71,2.7,0,8.63,10.31,2.64,2,0.38,32.1,1.89,22,0.92,46,0.32,0,0.05,46.92,83,5.61,11,59,6.69,8.36,14,72,-11,38.28,4.64,0.38,0.45,36.3,99,6.02,5.02,0.32,0.32,0,0.22,1.24,1.56,0,17,0.05,50,0.22,31,67,2,40,59,1,26.2,24.08,0.92,93,-2.12,24.03,22.28,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,9,4.2,24,0.12,0.05,0.01,0.02,,0.21
Adrián Pereda Franco,Huesca,La Liga 2,2024/2025,223,2.48,3,Goalkeeper,,Man,Spain,22,13/05/03,194,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6.46,1.56,0,2.83,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,0,12.92,41,6.06,90,31,3.23,16.56,14,38,-4,10.96,0,0.07,0.07,11.31,100,4.09,0,0,0,0,0,0,0,0,,0,,0,76,24,0,,,,58.42,60.57,0.78,102,2.16,45.35,61.86,2.83,2.47,-0.35,50,56,-6,1.92,5.65,41,13.73,1.61,0,0,13.65,-1,33,7,1.78,14,0.11,0.07,,,-0.73,-0.55
Adrián Pérez Galiano,Tenerife,La Liga 2,2024/2025,74,0.82,2,Centre Back,Left Centre Back,Man,Spain,22,03/03/03,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.21,0,1.21,0,0,0,2.43,1.82,10.93,8.5,0.13,0,32.03,1.21,7.29,1.21,1.21,100,1.41,1.41,3.64,100,0,75,3.64,0,6.07,6.06,0,0,0,46.98,2.43,40,0,,0,0,0,15.79,69,2.43,88,67,2.43,3.64,23,67,-3,27.74,0,0.12,0.12,12.15,90,4.58,0,0,0,0,0,0,0,0,,0,,0,38,62,0,,,,25.04,12.47,0.96,118,-12.57,23.92,14.76,0,0,0,0,0,,0,0,,0,0,0,0,0,0,38,15,,,0.03,0,-0.05,,,-0.02
Adu Ares,Real Zaragoza,La Liga 2,2024/2025,1616,17.95,30,Left Wing,Left Midfielder,Man,Spain,23,11/10/01,183,0.11,0.11,0.1,0.06,1.84,6,21,3,,0.12,0.06,0.1,1.34,0.06,0.1,1.34,0,0,0,0.17,0.2,3.18,-0.03,3.45,1.67,1.78,48,2.56,0,1.56,3.96,0.5,0.48,0.22,0.26,20.33,10.97,0.01,2.9,48.05,3.62,5.74,1.39,1.89,66,1.51,1.99,2.23,46,0.72,60,1,0,16.99,18.13,2.34,3.01,0.11,48.71,7.91,47,2.06,69,0.5,0,0,28.08,79,1.73,5,70,0.67,2.01,28,75,-4,61.28,4.4,0.42,0.52,33.53,85,7.35,10.58,1.11,1.06,0.06,0.39,2.84,3.9,0.06,25,0.45,33,0.5,13,71,16,13,71,16,17.92,16.2,1,103,-1.72,17.86,16.72,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,8,5.32,30,0.02,0.14,0.01,-0.01,,0.16
Ager Aketxe,Real Zaragoza,La Liga 2,2024/2025,2085,23.17,36,Centre Attacking Midfielder,Right Wing,Man,Spain,31,29/12/93,174,0.09,0.09,0.12,0.05,2.29,4,32,2,0,0.11,0.13,0.13,1.81,0.04,0.06,0.91,0.09,0.07,0.91,0.22,0.25,4.1,-0.04,1.04,0.69,0.35,67,1.68,0,0.95,1.21,0.65,0.8,0.52,0.58,21.54,9.8,0.02,4.01,50.29,4.66,6.99,1.34,1.99,55,1.54,2.34,1.21,39,1.08,29,0.43,0,19.08,21.16,3.06,5.44,0.69,51.83,10.23,54,4.23,78,0.17,0,0,42.39,77,3.58,79,45,1.25,7.17,21,79,2,60.07,6.39,0.51,0.58,39.54,95,4.09,16.1,3.06,1.25,1.81,0,2.03,3.28,0.09,14,0.47,20,0.13,17,69,14,24,64,12,20.73,16.11,0.9,97,-4.62,18.69,15.69,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,7,8.03,53,0.16,0.06,0.02,-0.07,,0.18
Agus Medina,Albacete,La Liga 2,2024/2025,3442,38.24,40,Left Back,Right Midfielder,Man,Spain,30,07/09/94,176,0.03,0.03,0.04,0.05,0.68,4,31,1,,0.05,0.13,0.1,1.15,0.13,0.08,0.81,0,0.03,0.34,0.16,0.14,1.83,0.02,1.15,0.5,0.65,43,0.86,0,0.97,1.67,0.94,0.59,1.49,0.96,23.85,11.82,0.02,4.71,42.8,3.87,9.39,1.86,2.8,54,1.48,2.07,1.33,36,1.57,42,0.84,0,20.66,15.66,3.22,3.66,0.37,46.56,9.39,45,2.67,73,0.21,0,0.03,32.79,72,4.03,12,52,2.72,6.59,18,68,-3,51.84,4.16,0.29,0.37,28.45,92,4.35,8.26,1.18,0.63,0.55,0.34,1.8,2.43,0.18,20,0.44,26,0.37,27,66,7,28,62,10,22.87,20.89,0.92,95,-1.97,21.13,19.75,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,10,5.51,35,0.12,0.05,0.05,0,,0.21
Agustín Álvarez,Elche,La Liga 2,2024/2025,2525,28.05,37,Centre Forward,Left Centre Forward,Man,Uruguay,24,18/05/01,177,0.29,0.29,0.29,0.11,2.64,11,39,4,0,0.34,0.04,0.06,0.93,0.04,0.06,0.93,0,0,0,0.32,0.35,3.56,-0.03,1.6,0.86,0.75,53,2,0.04,2.42,3.1,0.14,0.19,0.68,0.95,16.58,7.13,0,3.35,59.56,2.89,4.14,0.89,1.03,66,1.14,1.33,1.11,38,0.46,49,2.32,0,14.58,20.2,2.74,3.53,0.53,62.08,10.87,75,2.92,83,0.25,0,0,24.74,81,1.5,9,71,1.32,1.46,34,75,-6,59.98,2.14,0.5,0.64,27.16,82,4.41,9.23,0.57,0.57,0,0.29,5.2,5.78,0.11,0,0,0,0.68,13,67,20,14,71,15,16.21,15.51,0.98,100,-0.7,15.94,15.51,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,9,3.53,23,-0.02,0.03,0.02,0,,0.03
Aitor Buñuel,Racing Ferrol,La Liga 2,2024/2025,2351,26.13,28,Right Back,Left Back,Man,Spain,27,09/02/98,172,0.04,0.04,0.03,0.1,0.34,11,56,0,,0.03,0,0.03,0.46,0,0.02,0.42,0,0,0.04,0.04,0.06,0.8,-0.02,0.84,0.38,0.46,45,0.88,0,0.69,1.11,1.07,0.88,3.06,2.4,20.13,9.53,0.03,4.82,33.44,2.64,7.62,2.37,3.44,74,2,2.88,1.61,57,0.84,56,1.26,0,16.15,13.46,3.37,3.41,0.27,36.86,4.63,29,1.99,58,0.08,0,0.04,30.47,72,1.99,13,41,4.1,3.79,15,61,-11,47.99,3.18,0.21,0.23,24.69,93,4.6,4.82,0.65,0.46,0.19,0.04,0.84,1.3,0.04,35,0.23,15,0.04,37,51,12,39,45,16,21.23,20.85,0.91,93,-0.37,19.37,19.44,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26,14,3.26,28,0.07,0.03,0.02,-0.01,,0.11
Aitor Córdoba,Burgos,La Liga 2,2024/2025,3991,44.35,41,Right Centre Back,Left Centre Back,Man,Spain,30,20/05/95,191,0.02,0.02,0.01,0.05,0.23,10,20,0,,0,0.02,0.04,0.2,0.02,0.04,0.2,0,0,0,0.05,0.05,0.43,-0.01,0.23,0.14,0.09,60,0.32,0,0.11,0.25,0.92,0.89,5.23,4.75,8.34,4.35,0.07,3.31,23.54,1.56,9.31,1.35,2.28,79,1.21,2.1,0.81,65,0.36,67,2.23,0.02,6.18,5.82,1.56,1.06,0.07,29.89,1.01,16,0.56,53,0.16,0,0,42.78,82,4.58,7,53,6.47,7.44,13,68,-14,34.8,2.3,0.27,0.31,33.15,99,3.99,2.57,0.14,0.11,0.02,0.09,0.81,0.92,0.11,0,0.02,11,0.14,31,67,2,52,46,2,25.38,24.06,0.9,91,-1.32,22.94,21.84,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,6,2.21,18,0.06,0.03,0.07,-0.01,,0.15
Aitor Galarza,Eibar,La Liga 2,2024/2025,57,0.63,5,Right Centre Forward,Centre Forward,Man,Spain,22,12/10/02,177,0,0,0.51,0.11,4.77,0,0,13,,0,0,0,0,0,0,0,0,0,0,0,0.51,4.77,-0.51,0,0,0,,0,0,1.59,0,0,0,1.59,0.82,42.89,17.48,0,9.53,57.36,1.59,1.59,0,0,,0,0,3.18,,0,25,1.59,0,39.72,19.64,9.53,4.77,1.59,58.98,28.6,72,3.18,67,0,0,0,9.53,33,0,0,0,1.59,1.59,33,100,67,75.51,0,0.49,0.99,9.53,83,4.7,1.59,1.59,1.59,0,0,9.53,11.12,0,0,0,,0,0,100,0,0,100,0,17.98,15.93,0.89,100,-2.05,15.93,15.93,0,0,0,0,0,,0,0,,0,0,0,0,0,0,50,0,0.79,5,-0.11,-0.01,-0.02,-0.6,,-0.74
