"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count Pressures received in sample";"Count Pressures received per 100 Pressures";"Count forced losses under Pressure per 100 Pressures";"Count ball retentions under Pressure per 100 Pressures";"Ball retention ratio under Pressure";"Pass completion ratio under Pressure";"Count pass attempts under Pressure per 100 Pressures";"Count completed passes under Pressure per 100 Pressures";"Count dangerous pass attempts under Pressure per 100 Pressures";"Count dangerous passes completed under Pressure per 100 Pressures";"Dangerous pass completion ratio under Pressure";"Count difficult pass attempts under Pressure per 100 Pressures";"Count difficult passes completed under Pressure per 100 Pressures";"Difficult pass completion ratio under Pressure"
"Omar Mascarell González";"LM";"all";"all";"8231";"Omar Mascarell";"1993-02-02";"89.01";"16.77";"6";"0";"125";"100";"16.8";"83.2";"83.2";"86.36";"88";"76";"1.6";"0.8";"50";"18.4";"12";"65.22"
"Omar Mascarell González";"RDM";"all";"all";"8231";"Omar Mascarell";"1993-02-02";"100.15";"25.78";"5";"0";"138";"100";"13.77";"86.23";"86.23";"87.9";"89.86";"78.99";"0.72";"0";"0";"14.49";"7.25";"50"
"Omar Mascarell González";"RM";"all";"all";"8231";"Omar Mascarell";"1993-02-02";"85.68";"17.18";"9";"0";"193";"100";"12.95";"87.05";"87.05";"87.9";"81.35";"71.5";"2.07";"0";"0";"11.4";"6.22";"54.55"
"Óscar de Marcos Arana";"RB";"all";"all";"8259";"Óscar De Marcos";"1989-04-14";"92.5";"19.17";"15";"0";"370";"100";"24.86";"75.14";"75.14";"76.56";"91.08";"69.73";"8.11";"3.24";"40";"25.68";"11.08";"43.16"
"Pablo Fornals Malla";"RDM";"all";"all";"8316";"Pablo Fornals";"1996-02-22";"79.75";"21.46";"6";"0";"183";"100";"22.95";"77.05";"77.05";"82.99";"80.33";"66.67";"9.29";"7.1";"76.47";"12.57";"7.65";"60.87"
"Pablo Fornals Malla";"RW";"all";"all";"8316";"Pablo Fornals";"1996-02-22";"87.95";"20.94";"8";"0";"212";"100";"28.3";"71.7";"71.7";"74.73";"85.85";"64.15";"13.68";"7.55";"55.17";"25.94";"12.74";"49.09"
"Raúl Albiol Tortajada ";"RCB";"all";"all";"8883";"Raúl Albiol";"1985-09-04";"98.29";"22.87";"13";"0";"251";"100";"17.53";"82.47";"82.47";"83.12";"94.42";"78.49";"0.8";"0.4";"50";"16.73";"9.56";"57.14"
"Renato Fabrizio Tapia Cortijo";"LCB";"all";"all";"8940";"R. Tapia";"1995-07-28";"92.37";"19.24";"5";"0";"126";"100";"23.02";"76.98";"76.98";"78.95";"75.4";"59.52";"1.59";"1.59";"100";"12.7";"5.56";"43.75"
"Renato Fabrizio Tapia Cortijo";"LM";"all";"all";"8940";"R. Tapia";"1995-07-28";"98.85";"16.75";"5";"0";"107";"100";"28.04";"71.96";"71.96";"75.61";"76.64";"57.94";"0.93";"0";"0";"13.08";"6.54";"50"
"Renato Fabrizio Tapia Cortijo";"RM";"all";"all";"8940";"R. Tapia";"1995-07-28";"92.66";"15.72";"7";"0";"146";"100";"19.18";"80.82";"80.82";"78.15";"81.51";"63.7";"4.11";"2.74";"66.67";"13.7";"7.53";"55"
"Ricardo Iván Rodríguez Araya";"LB";"all";"all";"8996";"R. Rodríguez";"1992-08-25";"92.24";"23.71";"13";"0";"316";"100";"16.46";"83.54";"83.54";"84.93";"92.41";"78.48";"3.16";"2.53";"80";"16.46";"8.54";"51.92"
"Robert Lewandowski";"CF";"all";"all";"9106";"R. Lewandowski";"1988-08-21";"88.19";"28.47";"31";"0";"482";"100";"30.29";"69.71";"69.71";"76.6";"58.51";"44.81";"18.26";"11.2";"61.36";"14.11";"6.43";"45.59"
"Rodrigo Javier De Paul";"RM";"all";"all";"9188";"R. De Paul";"1994-05-24";"83.39";"21.33";"18";"0";"749";"100";"16.69";"83.31";"83.31";"84.66";"85.31";"72.23";"8.68";"4.54";"52.31";"16.02";"8.14";"50.83"
"Rubén García Santos";"CF";"all";"all";"9338";"Rubén García";"1993-07-14";"79.75";"18.48";"7";"0";"172";"100";"18.6";"81.4";"81.4";"85.52";"84.3";"72.09";"5.81";"3.49";"60";"9.88";"5.23";"52.94"
"Rubén García Santos";"RF";"all";"all";"9338";"Rubén García";"1993-07-14";"79.67";"16.6";"5";"0";"124";"100";"22.58";"77.42";"77.42";"84";"80.65";"67.74";"8.06";"4.03";"50";"15.32";"8.06";"52.63"
"Rubén García Santos";"RW";"all";"all";"9338";"Rubén García";"1993-07-14";"80.63";"15.66";"15";"0";"393";"100";"28.5";"71.5";"71.5";"73.51";"76.84";"56.49";"7.12";"2.54";"35.71";"18.58";"7.12";"38.36"
"Sandro  Ramírez Castillo";"RW";"all";"all";"9544";"Sandro Ramírez";"1995-07-09";"83.4";"17.43";"18";"0";"366";"100";"31.15";"68.85";"68.85";"70.97";"67.76";"48.09";"10.66";"4.92";"46.15";"22.95";"10.11";"44.05"
"Saúl Ñíguez Esclapez";"LM";"all";"all";"9585";"Saúl Ñíguez";"1994-11-21";"101.11";"26.17";"5";"0";"136";"100";"22.06";"77.94";"77.94";"79.46";"82.35";"65.44";"7.35";"2.21";"30";"17.65";"7.35";"41.67"
"Scott McKenna";"LCB";"all";"all";"9610";"S. McKenna";"1996-11-12";"99.25";"21.79";"25";"0";"422";"100";"22.99";"77.01";"77.01";"78.82";"88.39";"69.67";"1.42";"0.71";"50";"21.33";"10.19";"47.78"
"Sergi Darder Moll";"LM";"all";"all";"9732";"Sergi Darder";"1993-12-22";"86.15";"18.37";"10";"0";"260";"100";"22.69";"77.31";"77.31";"79.58";"73.46";"58.46";"6.15";"2.69";"43.75";"14.62";"7.69";"52.63"
"Sergi Darder Moll";"LW";"all";"all";"9732";"Sergi Darder";"1993-12-22";"83.26";"17.34";"19";"0";"499";"100";"21.44";"78.56";"78.56";"80.81";"74.15";"59.92";"10.22";"5.21";"50.98";"14.03";"6.41";"45.71"
"Sergi Gómez Solà";"RCB";"all";"all";"9734";"Sergi Gómez";"1992-03-28";"91.83";"17.9";"5";"0";"76";"100";"23.68";"76.32";"76.32";"81.16";"90.79";"73.68";"1.32";"0";"0";"14.47";"7.89";"54.55"
"Sheraldo Becker";"LW";"all";"all";"9808";"S. Becker";"1995-02-09";"71.18";"17.45";"5";"0";"75";"100";"29.33";"70.67";"70.67";"66.67";"72";"48";"10.67";"2.67";"25";"20";"6.67";"33.33"
"Umar Mesbah Sadiq";"CF";"all";"all";"10583";"U. Sadiq";"1997-02-02";"77.15";"18.8";"10";"0";"160";"100";"36.25";"63.75";"63.75";"75";"50";"37.5";"8.75";"5";"57.14";"10";"5.62";"56.25"
"Unai López Cabrera";"LDM";"all";"all";"10590";"Unai López";"1995-10-30";"75.59";"17.29";"5";"0";"122";"100";"13.11";"86.89";"86.89";"91";"81.97";"74.59";"3.28";"3.28";"100";"7.38";"6.56";"88.89"
"Unai López Cabrera";"LM";"all";"all";"10590";"Unai López";"1995-10-30";"72.9";"15.99";"5";"0";"130";"100";"20.77";"79.23";"79.23";"83.19";"86.92";"72.31";"9.23";"3.08";"33.33";"16.15";"6.92";"42.86"
"Youssouf Sabaly";"RB";"all";"all";"11050";"Y. Sabaly";"1993-03-05";"88.12";"21.99";"18";"0";"476";"100";"17.65";"82.35";"82.35";"87.27";"80.88";"70.59";"2.52";"1.26";"50";"11.97";"6.51";"54.39"
"Yuri Berchiche Izeta";"LB";"all";"all";"11058";"Yuri Berchiche";"1990-02-10";"96.31";"22";"20";"0";"530";"100";"21.13";"78.87";"78.87";"81.51";"87.74";"71.51";"5.66";"3.02";"53.33";"17.55";"9.25";"52.69"
"Mouctar Diakhaby";"LCB";"all";"all";"11146";"M. Diakhaby";"1996-12-19";"85.89";"20.79";"5";"0";"118";"100";"21.19";"78.81";"78.81";"80";"88.98";"71.19";"0";"0";"";"22.88";"12.71";"55.56"
"Valentin Rosier";"RB";"all";"all";"11254";"V. Rosier";"1996-08-19";"100.2";"18.28";"14";"0";"315";"100";"32.7";"67.3";"67.3";"74.1";"79.68";"59.05";"2.22";"1.27";"57.14";"21.59";"8.57";"39.71"
"Valentin Rosier";"RCB";"all";"all";"11254";"V. Rosier";"1996-08-19";"93.68";"16.82";"5";"0";"103";"100";"13.59";"86.41";"86.41";"86.9";"81.55";"70.87";"1.94";"0";"0";"16.5";"9.71";"58.82"
"Valentin Rosier";"RWB";"all";"all";"11254";"V. Rosier";"1996-08-19";"98.15";"20.13";"8";"0";"202";"100";"24.75";"75.25";"75.25";"77.11";"82.18";"63.37";"7.43";"1.49";"20";"21.78";"7.92";"36.36"
"Ferland Mendy";"LB";"all";"all";"11277";"F. Mendy";"1995-06-08";"90.06";"27.22";"11";"0";"320";"100";"13.44";"86.56";"86.56";"90.94";"86.25";"78.44";"1.56";"0.94";"60";"8.12";"3.75";"46.15"
"Nicolas Pépé";"CF";"all";"all";"11452";"N. Pépé";"1995-05-29";"86.79";"20.36";"7";"0";"207";"100";"25.6";"74.4";"74.4";"76.92";"62.8";"48.31";"12.08";"6.76";"56";"12.56";"7.73";"61.54"
"Nicolas Pépé";"RW";"all";"all";"11452";"N. Pépé";"1995-05-29";"90.41";"18.22";"5";"0";"139";"100";"19.42";"80.58";"80.58";"83.33";"64.75";"53.96";"18.71";"13.67";"73.08";"9.35";"4.32";"46.15"
"Juan Pedro Ramírez López";"RCB";"all";"all";"11482";"Juanpe";"1991-04-30";"94.53";"25.84";"8";"0";"228";"100";"19.74";"80.26";"80.26";"82.49";"95.18";"78.51";"0.44";"0";"0";"11.4";"4.82";"42.31"
"Pablo Carmine Maffeo Becerra";"RB";"all";"all";"11483";"Pablo Maffeo";"1997-07-12";"96.69";"19.71";"18";"0";"407";"100";"26.78";"73.22";"73.22";"73.87";"70.52";"52.09";"5.65";"3.93";"69.57";"23.1";"12.78";"55.32"
"Pablo Carmine Maffeo Becerra";"RWB";"all";"all";"11483";"Pablo Maffeo";"1997-07-12";"94.68";"20.51";"6";"0";"150";"100";"28";"72";"72";"71.43";"70";"50";"6";"3.33";"55.56";"24.67";"10.67";"43.24"
"Brahim Abdelkader Diaz";"RW";"all";"all";"11592";"Brahim Diaz";"1999-08-03";"82.62";"25.47";"8";"0";"211";"100";"16.59";"83.41";"83.41";"87.32";"67.3";"58.77";"10.43";"6.64";"63.64";"12.8";"6.64";"51.85"
"Giovani Lo Celso";"AM";"all";"all";"11594";"G. Lo Celso";"1996-04-09";"86.45";"20.2";"8";"0";"307";"100";"19.22";"80.78";"80.78";"81.82";"71.66";"58.63";"13.36";"8.79";"65.85";"16.29";"9.45";"58"
"Diego Rico Salguero";"LB";"all";"all";"11603";"Diego Rico";"1993-02-23";"99.97";"15.93";"29";"0";"645";"100";"33.33";"66.67";"66.67";"67.71";"84.03";"56.9";"8.68";"4.96";"57.14";"34.11";"18.45";"54.09"
"Marcos Llorente Moreno";"RB";"all";"all";"11608";"Marcos Llorente";"1995-01-30";"96.84";"24.58";"15";"0";"466";"100";"15.88";"84.12";"84.12";"84.69";"86.91";"73.61";"5.36";"2.36";"44";"13.95";"6.01";"43.08"
"Daniel Raba Antolín";"CF";"all";"all";"11618";"Dani Raba";"1995-10-29";"88.11";"15.68";"9";"0";"229";"100";"32.31";"67.69";"67.69";"73.85";"56.77";"41.92";"9.17";"6.11";"66.67";"12.66";"6.11";"48.28"
"Daniel Raba Antolín";"RW";"all";"all";"11618";"Dani Raba";"1995-10-29";"83.06";"14.29";"7";"0";"165";"100";"30.91";"69.09";"69.09";"67.44";"52.12";"35.15";"12.73";"7.88";"61.9";"16.36";"8.48";"51.85"
"Clément Lenglet";"LCB";"all";"all";"11623";"C. Lenglet";"1995-06-17";"95.27";"24.07";"22";"0";"510";"100";"18.82";"81.18";"81.18";"83.33";"90.59";"75.49";"0.98";"0.98";"100";"19.61";"10.78";"55"
"Jules Koundé";"RB";"all";"all";"11630";"J. Koundé";"1998-11-12";"96.4";"30.06";"28";"0";"1025";"100";"15.51";"84.49";"84.49";"88.04";"88.88";"78.24";"4.98";"2.34";"47.06";"11.71";"5.85";"50"
"Romain Perraud";"LB";"all";"all";"11651";"R. Perraud";"1997-09-22";"98.95";"22.94";"20";"0";"577";"100";"28.6";"71.4";"71.4";"73.56";"77.99";"57.37";"7.63";"2.77";"36.36";"22.53";"6.76";"30"
"Yeray Álvarez López";"LCB";"all";"all";"11689";"Yeray Álvarez";"1995-01-24";"95.45";"22.33";"14";"0";"264";"100";"23.11";"76.89";"76.89";"81.39";"87.5";"71.21";"1.52";"1.14";"75";"19.7";"10.98";"55.77"
"Yeray Álvarez López";"RCB";"all";"all";"11689";"Yeray Álvarez";"1995-01-24";"100.04";"25.37";"5";"0";"149";"100";"28.19";"71.81";"71.81";"73.53";"91.28";"67.11";"1.34";"0";"0";"22.82";"10.07";"44.12"
