"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count opportunities to pass to Runs in sample";"Count opportunities to pass to Runs per 100 Pass Opportunities";"Count pass attempts for Runs per 100 Pass Opportunities";"Threat of all opportunities to pass to Runs per 100 Pass Opportunities";"Threat of Runs to which a pass was attempted per 100 Pass Opportunities";"Pass completion ratio to Runs";"Count Runs made by teammate per 100 Pass Opportunities";"Threat of Runs to which a pass was completed per 100 Pass Opportunities";"Count completed passes for Runs per 100 Pass Opportunities";"Count completed passes leading to shot for Runs per 100 Pass Opportunities";"Count completed passes leading to goal for Runs per 100 Pass Opportunities";"Count opportunities to pass to dangerous Runs per 100 Pass Opportunities";"Count pass attempts for dangerous Runs per 100 Pass Opportunities";"Count completed passes for dangerous Runs per 100 Pass Opportunities"
"Braian Ezequiel Romero";"CF";"all";"all";"25168";"B. Romero";"1991-06-15";"89.45";"19.53";"25";"0";"147";"100";"71.43";"3.3";"2.62";"68.57";"155.1";"1.66";"48.98";"7.48";"1.36";"40.82";"28.57";"18.37"
"Jonathan Carlos Herrera";"CF";"all";"all";"26455";"J. Herrera";"1991-09-16";"92.12";"12.09";"24";"0";"156";"100";"82.05";"3.35";"2.87";"60.94";"166.03";"1.48";"50";"7.69";"1.28";"54.49";"45.51";"24.36"
"Adrián Emmanuel Martínez";"CF";"all";"all";"38142";"A. Martínez";"1992-07-07";"86.83";"19.75";"15";"0";"100";"100";"72";"3.3";"2.64";"68.06";"161";"1.17";"49";"9";"3";"46";"37";"22"
"Bruno Christian Sepúlveda";"CF";"all";"all";"43497";"B. Sepúlveda";"1992-09-17";"93.64";"13.72";"9";"3";"49";"100";"71.43";"3.64";"2.62";"68.57";"142.86";"1.28";"48.98";"10.2";"4.08";"22.45";"16.33";"10.2"
"Juan Manuel García";"CF";"all";"all";"36900";"J. García";"1992-11-14";"81.2";"17.33";"9";"0";"45";"100";"77.78";"2.07";"1.7";"65.71";"153.33";"1.15";"51.11";"11.11";"0";"37.78";"31.11";"17.78"
"Miguel Ángel Borja Hernández";"CF";"all";"all";"12062";"M. Borja";"1993-01-26";"96.36";"27.1";"12";"0";"114";"100";"71.93";"2.44";"1.75";"69.51";"168.42";"0.95";"50";"9.65";"0.88";"35.09";"24.56";"13.16"
"Walter Ariel Bou";"CF";"all";"all";"26241";"W. Bou";"1993-08-25";"90.09";"21.06";"17";"0";"230";"100";"69.13";"2.31";"1.71";"69.18";"147.39";"0.99";"47.83";"9.57";"0.87";"35.65";"23.91";"13.91"
"Leandro Julián Garate";"CF";"all";"all";"115102";"L. Garate";"1993-09-02";"87.97";"15.63";"5";"0";"33";"100";"60.61";"2.98";"2.26";"55";"154.55";"0.47";"33.33";"6.06";"0";"36.36";"30.3";"9.09"
"Adrián Martín Balboa Camacho";"CF";"all";"all";"38548";"A. Balboa";"1994-01-19";"86.64";"16.99";"23";"0";"146";"100";"74.66";"3.05";"2.66";"62.39";"158.9";"1.2";"46.58";"8.22";"0";"38.36";"33.56";"13.7"
"Roger Beyker Martínez Tobinson";"CF";"all";"all";"34768";"R. Martínez";"1994-06-23";"87.9";"19.56";"7";"0";"55";"100";"72.73";"3.04";"1.81";"62.5";"163.64";"1.04";"45.45";"14.55";"0";"47.27";"32.73";"18.18"
"Facundo Ezequiel Suárez";"CF";"all";"all";"147807";"F. Suárez";"1994-07-01";"80.35";"15.59";"15";"0";"75";"100";"72";"2.05";"1.58";"62.96";"154.67";"0.79";"45.33";"6.67";"1.33";"34.67";"25.33";"10.67"
"Victorio Gabriel Ramis";"CF";"all";"all";"26271";"V. Ramis";"1994-07-07";"69.15";"10.63";"7";"0";"31";"100";"67.74";"1.62";"0.85";"76.19";"129.03";"0.34";"51.61";"3.23";"3.23";"25.81";"9.68";"0"
"Mauricio Gabriel Asenjo";"CF";"all";"all";"36632";"M. Asenjo";"1994-07-23";"89.11";"14.59";"5";"1";"42";"100";"64.29";"1.5";"1.11";"66.67";"171.43";"0.5";"42.86";"2.38";"0";"21.43";"21.43";"9.52"
"Nicolás Orsini";"CF";"all";"all";"28649";"N. Orsini";"1994-09-12";"84.6";"16.76";"18";"0";"134";"100";"72.39";"3.4";"2.9";"67.01";"170.9";"1.18";"48.51";"15.67";"0.75";"39.55";"31.34";"15.67"
"Jhonatan Marcelo Candia Hernández";"CF";"all";"all";"36806";"J. Candia";"1995-03-15";"89.02";"18.42";"5";"1";"41";"100";"63.41";"2.64";"0.88";"84.62";"158.54";"0.64";"53.66";"7.32";"0";"29.27";"14.63";"9.76"
"Marcelo Luciano Estigarribia";"CF";"all";"all";"115107";"M. Estigarribia";"1995-04-10";"93.66";"17.03";"10";"1";"91";"100";"71.43";"2.37";"1.73";"66.15";"157.14";"0.91";"47.25";"8.79";"0";"37.36";"27.47";"14.29"
"Tomás Martín Molina";"CF";"all";"all";"126677";"T. Molina";"1995-04-12";"74.59";"16.52";"6";"1";"22";"100";"86.36";"1.24";"0.85";"68.42";"150";"0.44";"59.09";"4.55";"0";"18.18";"9.09";"4.55"
"Damián Marcelino Moreno";"CF";"all";"all";"28642";"M. Moreno";"1995-06-25";"91.27";"18.19";"7";"0";"81";"100";"66.67";"3.93";"3.18";"68.52";"172.84";"1.83";"45.68";"7.41";"3.7";"51.85";"37.04";"22.22"
"Ignacio Pussetto";"CF";"all";"all";"14091";"I. Pussetto";"1995-12-21";"98.95";"19.9";"5";"0";"50";"100";"78";"2.66";"2.26";"64.1";"162";"1.18";"50";"10";"2";"44";"36";"20"
"Enzo Nahuel Copetti";"CF";"all";"all";"43791";"E. Copetti";"1996-01-16";"88.05";"18.89";"13";"0";"100";"100";"85";"2.51";"2.27";"72.94";"153";"1.32";"62";"7";"2";"26";"24";"17"
"Nicolás Emanuel Fernández";"CF";"all";"all";"26546";"N. Fernández";"1996-02-08";"86.76";"18.2";"11";"0";"110";"100";"74.55";"3.42";"2.74";"68.29";"160.91";"1.41";"50.91";"7.27";"1.82";"41.82";"30.91";"16.36"
"Miguel Ángel Merentiel Serrano";"CF";"all";"all";"26449";"M. Merentiel";"1996-02-24";"94.7";"20.79";"15";"1";"175";"100";"72";"3.27";"2.67";"70.63";"166.86";"1.71";"50.86";"11.43";"1.71";"41.14";"31.43";"18.29"
"Gabriel Nicolás Benegas";"CF";"all";"all";"117948";"N. Benegas";"1996-03-01";"78.3";"9.23";"8";"0";"53";"100";"88.68";"3.45";"3.06";"68.09";"171.7";"1.99";"60.38";"13.21";"1.89";"49.06";"45.28";"26.42"
"Sebastián Villa Cano";"CF";"all";"all";"18228";"S. Villa";"1996-05-19";"95.37";"14.59";"15";"0";"186";"100";"70.43";"3.35";"2.68";"58.78";"160.75";"1";"41.4";"9.14";"0.54";"44.09";"36.02";"14.52"
"Adam Fernando Bareiro Gamarra";"CF";"all";"all";"28698";"A. Bareiro";"1996-07-26";"86.74";"21.4";"5";"0";"48";"100";"70.83";"2.39";"1.49";"55.88";"181.25";"0.66";"39.58";"4.17";"0";"39.58";"31.25";"10.42"
"Milton Giménez";"CF";"all";"all";"57433";"M. Giménez";"1996-08-12";"93.1";"18.01";"13";"1";"73";"100";"72.6";"2.22";"1.77";"64.15";"168.49";"0.88";"46.58";"5.48";"1.37";"38.36";"28.77";"12.33"
"Eric Iván Jesús Ramírez";"CF";"all";"all";"36691";"E. Ramírez";"1996-09-21";"79.02";"16.11";"10";"0";"45";"100";"88.89";"3.3";"2.7";"55";"157.78";"1.2";"48.89";"13.33";"2.22";"48.89";"42.22";"20"
"Alexis Andrés Domínguez Ansorena";"CF";"all";"all";"59621";"A. Domínguez";"1996-10-30";"84.77";"13.93";"7";"0";"39";"100";"79.49";"2";"1.7";"70.97";"148.72";"1.2";"56.41";"12.82";"5.13";"30.77";"25.64";"17.95"
"Jonatán Gabriel Torres";"CF";"all";"all";"40832";"J. Torres";"1996-12-29";"87.26";"15.21";"6";"0";"40";"100";"75";"2.43";"2.16";"60";"147.5";"1.24";"45";"15";"2.5";"37.5";"35";"20"
"Juan Ignacio Ramírez Polero";"CF";"all";"all";"25964";"I. Ramírez";"1997-02-01";"86.48";"17.44";"17";"0";"75";"100";"78.67";"2.17";"1.77";"69.49";"133.33";"1.23";"54.67";"16";"0";"33.33";"28";"18.67"
"Santiago Alejandro Rodríguez";"CF";"all";"all";"544203";"S. Rodríguez";"1997-08-23";"78.51";"14.91";"13";"0";"153";"100";"71.9";"3.29";"2.21";"60";"159.48";"0.96";"43.14";"7.84";"1.31";"43.14";"30.72";"15.69"
"Antony Daniel Alonso Espinoza";"CF";"all";"all";"127877";"A. Alonso";"1998-05-11";"71.46";"10.92";"5";"0";"35";"100";"80";"2.03";"1.9";"67.86";"174.29";"0.97";"54.29";"11.43";"0";"31.43";"31.43";"14.29"
"Facundo Bruera";"CF";"all";"all";"118895";"F. Bruera";"1998-09-23";"96.54";"15.59";"7";"1";"51";"100";"78.43";"2.18";"1.84";"75";"137.25";"1.27";"58.82";"11.76";"1.96";"29.41";"23.53";"13.73"
"Mateo Agustín Coronel";"CF";"all";"all";"35580";"M. Coronel";"1998-10-24";"83.2";"15.66";"12";"0";"141";"100";"68.79";"2.88";"2.25";"77.32";"172.34";"1.4";"53.19";"14.89";"0.71";"39.72";"28.37";"19.15"
"Maximiliano Samuel Romero";"CF";"all";"all";"12653";"M. Romero";"1999-01-09";"81.87";"19.05";"12";"0";"47";"100";"82.98";"2.87";"2.5";"61.54";"178.72";"1.16";"51.06";"8.51";"0";"55.32";"46.81";"23.4"
"Juan Bautista Miritello";"CF";"all";"all";"28549";"J. Miritello";"1999-02-08";"86.71";"18.4";"12";"0";"104";"100";"62.5";"1.6";"1.01";"75.38";"149.04";"0.64";"47.12";"7.69";"0";"25.96";"15.38";"9.62"
"Rodrigo Castillo";"CF";"all";"all";"534593";"R. Castillo";"1999-02-26";"98.36";"19.87";"26";"0";"265";"100";"68.3";"2.16";"1.35";"73.48";"158.87";"0.81";"50.19";"5.66";"0.38";"32.83";"20.38";"11.32"
"Gonzalo Maroni";"CF";"all";"all";"24242";"G. Maroni";"1999-03-18";"73.61";"12.84";"7";"0";"80";"100";"78.75";"2.01";"1.37";"63.49";"151.25";"0.87";"50";"6.25";"1.25";"30";"22.5";"15"
"Federico Girotti Bonazza";"CF";"all";"all";"36729";"F. Girotti";"1999-06-02";"87.22";"19.4";"16";"0";"110";"100";"72.73";"2.05";"1.32";"68.75";"145.45";"0.74";"50";"5.45";"0";"37.27";"20";"11.82"
"Iván Andrés Morales Bravo";"CF";"all";"all";"28401";"I. Morales";"1999-07-29";"79.84";"13.58";"14";"0";"78";"100";"74.36";"3.08";"2.48";"65.52";"153.85";"1.27";"48.72";"11.54";"0";"39.74";"30.77";"16.67"
"Mateo Bajamich";"CF";"all";"all";"43245";"M. Bajamich";"1999-08-03";"74.76";"13.27";"13";"1";"106";"100";"72.64";"2.75";"2.28";"67.53";"154.72";"1.53";"49.06";"14.15";"1.89";"42.45";"34.91";"23.58"
"Facundo Colidio";"CF";"all";"all";"27698";"F. Colidio";"2000-01-04";"84.18";"20.71";"10";"0";"106";"100";"66.98";"3.59";"2.57";"63.38";"159.43";"1.45";"42.45";"12.26";"2.83";"44.34";"33.02";"18.87"
"Ederson Salomón Rodríguez Lima";"CF";"all";"all";"43735";"S. Rodríguez";"2000-02-16";"90.56";"17.4";"18";"0";"121";"100";"66.94";"2.41";"1.41";"58.02";"161.16";"0.76";"38.84";"8.26";"2.48";"34.71";"23.97";"11.57"
"Alexis Ricardo Cuello";"CF";"all";"all";"123408";"A. Cuello";"2000-02-18";"89.42";"18.28";"15";"1";"92";"100";"77.17";"2.94";"2.28";"49.3";"157.61";"0.99";"38.04";"8.7";"2.17";"40.22";"33.7";"13.04"
"Fernando Raúl Romero González";"CF";"all";"all";"44325";"F. Romero";"2000-04-24";"70.69";"11.56";"7";"0";"39";"100";"64.1";"2.44";"1.75";"56";"153.85";"0.63";"35.9";"10.26";"0";"25.64";"17.95";"5.13"
"Sebastián Francisco Ramírez";"CF";"all";"all";"28556";"S. Ramírez";"2000-09-04";"67.7";"13.91";"5";"0";"25";"100";"68";"2.86";"2.49";"64.71";"160";"0.93";"44";"12";"4";"32";"28";"16"
"Ignacio Russo Cordero";"CF";"all";"all";"36644";"I. Russo";"2000-12-13";"76.74";"13.21";"12";"0";"89";"100";"62.92";"1.95";"1.27";"67.86";"167.42";"0.6";"42.7";"6.74";"1.12";"30.34";"19.1";"7.87"
"Florián Gonzalo De Jesús Monzón";"CF";"all";"all";"35581";"F. Monzón";"2001-01-03";"92.26";"20.74";"9";"0";"125";"100";"76.8";"3.45";"3.05";"50";"154.4";"1.23";"38.4";"5.6";"2.4";"40.8";"33.6";"13.6"
"Pablo César Solari Ferreyra";"CF";"all";"all";"36897";"P. Solari";"2001-03-22";"79.94";"22.64";"11";"0";"137";"100";"77.37";"4.64";"3.87";"53.77";"167.88";"1.29";"41.61";"10.22";"0.73";"47.45";"39.42";"14.6"
"Luciano Emilio Gondou Zanelli";"CF";"all";"all";"40840";"L. Gondou";"2001-06-22";"96.97";"23.75";"5";"0";"48";"100";"72.92";"4.05";"3.06";"68.57";"147.92";"1.61";"50";"14.58";"0";"43.75";"29.17";"14.58"
"Ezequiel Naya";"CF";"all";"all";"58864";"E. Naya";"2001-08-04";"83.36";"10.87";"7";"0";"42";"100";"69.05";"2.28";"1.72";"75.86";"157.14";"0.92";"52.38";"7.14";"0";"40.48";"33.33";"16.67"
"Mateo Pellegrino Casalanguila";"CF";"all";"all";"40827";"M. Pellegrino";"2001-10-22";"85.69";"12.99";"23";"1";"176";"100";"73.86";"2.46";"1.89";"62.31";"149.43";"1.05";"46.02";"7.95";"0.57";"35.23";"27.84";"15.34"
"Lucas Ariel Varaldo";"CF";"all";"all";"36765";"L. Varaldo";"2002-02-24";"84.13";"18.96";"11";"0";"99";"100";"70.71";"1.67";"1.13";"78.57";"140.4";"0.8";"55.56";"10.1";"2.02";"27.27";"19.19";"13.13"
"Abiel Alessio Osorio";"CF";"all";"all";"126685";"A. Osorio";"2002-06-13";"84.54";"21.16";"8";"0";"53";"100";"71.7";"2.44";"1.71";"71.05";"169.81";"1.11";"50.94";"13.21";"0";"37.74";"30.19";"22.64"
"Agustín Ignacio Módica";"CF";"all";"all";"758349";"A. Módica";"2003-01-12";"86.5";"18";"6";"0";"35";"100";"68.57";"1.58";"1.32";"70.83";"171.43";"1.04";"48.57";"11.43";"0";"28.57";"28.57";"22.86"
"Enzo Nicolás Pérez";"DM";"all";"all";"3116";"E. Pérez";"1986-02-22";"96.05";"23.43";"6";"0";"52";"100";"38.46";"1.07";"0.42";"85";"111.54";"0.27";"32.69";"3.85";"0";"11.54";"5.77";"1.92"
"Emiliano Jorge Rubén Méndez";"DM";"all";"all";"28618";"E. Méndez";"1989-02-15";"87.95";"11.56";"8";"0";"49";"100";"48.98";"1.13";"0.51";"70.83";"140.82";"0.26";"34.69";"4.08";"0";"20.41";"8.16";"2.04"
"Iván José Marcone";"DM";"all";"all";"25438";"I. Marcone";"1990-06-03";"98.11";"19.68";"9";"0";"84";"100";"58.33";"0.79";"0.49";"79.59";"128.57";"0.34";"46.43";"2.38";"1.19";"5.95";"3.57";"2.38"
"Federico Fattori Mouzo";"DM";"all";"all";"117214";"F. Fattori";"1992-07-22";"97.24";"21.7";"9";"0";"102";"100";"56.86";"0.86";"0.49";"89.66";"117.65";"0.4";"50.98";"4.9";"0.98";"10.78";"5.88";"3.92"
"Francis Manuel Mac Allister";"DM";"all";"all";"26268";"F. Mac Allister";"1995-10-30";"84.65";"19.88";"9";"1";"51";"100";"56.86";"0.77";"0.5";"82.76";"111.76";"0.34";"47.06";"1.96";"0";"11.76";"7.84";"1.96"
"Pablo Monje";"DM";"all";"all";"809490";"P. Monje";"1997-02-06";"98.49";"14.1";"6";"0";"23";"100";"56.52";"1.1";"0.67";"76.92";"117.39";"0.4";"43.48";"4.35";"4.35";"17.39";"13.04";"4.35"
"Cristian David Núñez Morales";"DM";"all";"all";"28584";"C. Núñez";"1997-09-20";"93.85";"17.22";"5";"0";"30";"100";"43.33";"0.94";"0.2";"84.62";"110";"0.13";"36.67";"0";"0";"16.67";"0";"0"
"Leonel Marcelo Picco";"DM";"all";"all";"36709";"L. Picco";"1998-10-22";"97.82";"14.66";"5";"0";"33";"100";"39.39";"0.81";"0.33";"92.31";"112.12";"0.29";"36.36";"0";"0";"9.09";"6.06";"6.06"
"Santiago Leonel Sosa";"DM";"all";"all";"36728";"S. Sosa";"1999-05-03";"91.89";"21.27";"8";"0";"79";"100";"55.7";"0.59";"0.35";"81.82";"134.18";"0.29";"45.57";"2.53";"0";"3.8";"1.27";"1.27"
"Franco Agustin Romero";"DM";"all";"all";"35558";"F. Romero";"2000-04-23";"99.16";"17.32";"18";"1";"140";"100";"53.57";"0.81";"0.39";"80";"127.14";"0.3";"42.86";"5";"0";"7.86";"2.14";"1.43"
