Name,Team,Competition,Season,Minutes,90s,Appearances,Primary Position,Secondary Position,Gender,Nationality,Age,Date of Birth,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Afonso Rodrigues,Famalicão,Primeira Liga,2024/2025,22,0.24,3,Right Wing,,Man,Portugal,22,18/08/02,178,0,0,0.11,0.03,4.1,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0.11,4.1,-0.11,0,0,0,,4.1,0,0,4.1,0,0,0,0,20.49,12.29,0,4.1,45.28,8.19,8.19,0,0,,0,0,0,,0,50,8.19,0,20.49,32.46,4.1,4.1,0,44.04,12.29,60,0,0,0,0,0,24.58,67,0,100,,0,0,33,100,33,64.08,4.1,0.14,0.14,20.49,80,1.57,12.29,0,0,0,0,4.1,4.1,0,,0,,0,0,83,17,0,67,33,14.74,12.97,1.03,100,-1.77,15.23,12.97,0,0,0,0,0,,0,0,,0,0,0,0,0,0,50,33,,,-0.02,0.25,0,-0.36,,-0.13
Alan Ruiz,Estrela Amadora,Primeira Liga,2024/2025,1601,17.79,27,Centre Attacking Midfielder,Right Wing,Man,Argentina,31,18/08/93,183,0.06,0,0.02,0.02,1.12,0,20,1,100,0.01,0.11,0.1,1.35,0.06,0.07,0.9,0.06,0.03,0.45,0.11,0.13,2.47,-0.01,1.69,0.9,0.79,53,2.19,0,1.52,2.3,0.56,0.49,1.63,1.48,21.08,11.3,0.01,3.77,46.38,4.1,7.59,1.86,2.42,70,1.27,1.76,2.25,35,0.79,49,2.98,0.11,16.98,11.82,2.64,3.49,0.34,49.84,7.93,47,2.3,66,0.73,0,0,36.43,72,4.5,93,53,2.92,7.2,27,72,0,56.88,5.45,0.19,0.24,32.33,90,3.92,9.61,1.41,0.56,0.84,0.06,0.73,1.29,0.28,0,0.06,4,0.11,18,68,14,24,63,13,22.17,17.24,0.91,100,-4.93,20.17,17.22,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,9,5.66,52,0.03,0.03,-0.04,-0.03,,0
Alan Varela,FC Porto,Primeira Liga,2024/2025,2390,26.55,30,Left Defensive Midfielder,Right Defensive Midfielder,Man,Argentina,23,03/07/01,177,0,0,0.02,0.04,0.56,0,33,0,,0.02,0.08,0.06,1.09,0,0.04,0.72,0.08,0.02,0.38,0.08,0.09,1.66,-0.01,0.75,0.41,0.34,55,1.17,0,0.64,0.75,1.28,1.82,0.94,1.45,14.84,7.38,0.02,4.07,44.98,5.05,9.53,1.43,2.71,66,1.92,3.74,1.17,49,0.75,60,1.13,0.04,12.24,17.21,2.52,3.39,0.45,46.99,5.39,44,2,59,0.34,0,0,54.46,87,3.43,10,58,1.66,5.16,17,83,-4,52.6,6.25,0.48,0.53,44.25,97,3.74,13.9,1.28,0.87,0.41,0,0.26,1.13,0.15,15,0.26,41,0.08,17,74,9,23,70,7,19.35,16.68,0.94,100,-2.67,18.26,16.7,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,9,7.43,43,0.05,0.06,0.06,-0.02,,0.16
Alan de Souza Guimarães,Moreirense,Primeira Liga,2024/2025,2697,29.97,31,Centre Attacking Midfielder,Left Wing,Man,Brazil,25,07/03/00,161,0.23,0.07,0.07,0.05,1.37,5,37,1,100,0.06,0.2,0.14,2.1,0.1,0.1,1.57,0.1,0.04,0.53,0.27,0.21,3.47,0.06,1.23,0.7,0.53,57,2.24,0,1.67,2.44,0.33,0.28,0.2,0.19,21.59,11.28,0,3.27,54.19,2.84,5.74,1.07,1.4,70,1.09,1.37,1.3,30,0.47,13,0.17,0,19.22,15.88,2.67,3.37,0.4,55.43,11.51,60,2.64,78,0.2,0,0,36.2,81,2.17,10,46,0.6,4.3,26,84,3,55.65,5.2,0.29,0.36,36.4,90,4.69,10.88,1.6,0.83,0.77,0.23,1.8,2.64,0.1,13,0.27,31,0.4,16,71,13,20,71,8,18.54,14.43,0.92,101,-4.11,17,14.52,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,10,5.98,52,0.06,0.08,0.01,-0.02,,0.13
Alberto Baio,Vitória Guimarães,Primeira Liga,2024/2025,759,8.44,10,Right Back,Left Centre Back,Man,Portugal,21,28/09/03,186,0,0,0.04,0.05,0.83,0,0,1,,0,0.24,0.15,1.3,0.24,0.15,1.19,0,0,0.12,0.24,0.19,2.13,0.04,2.61,1.42,1.19,55,1.3,0.12,1.3,3.08,2.02,2.63,2.13,3.21,23.35,8.42,0.03,4.98,40.55,3.79,8.3,3.32,5.33,88,4.24,6.87,1.66,82,0.47,50,1.3,0,18.38,25.02,3.32,4.03,0.12,44.1,7.59,41,3.2,79,0,0,0,36.51,76,1.66,7,44,2.73,3.2,15,69,-7,54.22,5.45,0.57,0.62,32.48,88,6.51,10.08,1.3,1.19,0.12,0.47,2.73,3.91,0.24,45,0.95,50,0.95,26,61,13,27,56,16,18.33,17.96,0.94,100,-0.36,17.22,17.96,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,15,6.05,36,0.17,0.16,-0.02,-0.04,,0.27
Alejandro Marqués,Estoril,Primeira Liga,2024/2025,1878,20.86,33,Centre Forward,Left Centre Forward,Man,Venezuela,24,03/08/00,189,0.53,0.34,0.25,0.16,1.58,21,33,5,100,0.33,0,0.01,0.38,0,0.01,0.38,0,0,0,0.34,0.27,1.97,0.07,1.44,0.67,0.77,47,1.39,0.05,1.97,3.31,0.29,0.2,0.91,0.85,27.85,13.09,0,3.6,62.38,2.92,4.27,0.34,0.62,64,0.32,0.52,1.68,20,0.19,26,1.49,0,25.84,22.4,3.07,4.31,0.24,64.4,19.7,76,3.74,87,0.05,0,0,11.07,68,0.19,14,57,0.96,0.29,32,56,-12,57.38,0.53,0.36,0.46,13.66,67,5.08,2.59,0.14,0.14,0,0.1,3.6,3.74,0,0,0,0,0.38,13,70,17,7,81,11,14.09,14.02,0.99,102,-0.07,13.99,14.28,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,11,1.83,15,-0.03,0,0.03,0.13,,0.13
Alex Pinto,FC Arouca,Primeira Liga,2024/2025,912,10.13,14,Right Back,Right Wing Back,Man,Portugal,26,07/07/98,187,0,0,0.04,0.14,0.3,0,67,0,,0.01,0.1,0.05,0.69,0.1,0.05,0.69,0,0,0,0.1,0.09,0.99,0.01,0.59,0.2,0.39,33,1.09,0,0.49,0.99,1.38,1.67,2.76,2.9,13.82,6.51,0.03,3.65,30.84,2.67,7.01,2.17,3.55,76,2.56,4.23,1.48,50,0.69,50,0.99,0.3,10.17,11.9,2.17,1.97,0.2,35.67,2.37,23,0.69,35,0.39,0,0,33.07,68,2.76,5,49,3.65,4.74,15,55,-13,51.03,4.34,0.35,0.42,26.36,95,3.75,6.81,0.89,0.79,0.1,0.1,0.79,1.58,0.2,44,0.59,27,0.1,30,58,12,26,59,14,20.61,19.55,0.93,93,-1.05,19.14,18.22,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,12,6.03,40,0.09,0.05,0.03,-0.01,,0.16
Alexander Bah,Benfica,Primeira Liga,2024/2025,1425,15.83,17,Right Back,Right Wing Back,Man,Denmark,27,08/12/97,183,0,0,0.07,0.1,0.69,0,9,0,,0.01,0.06,0.06,0.57,0.06,0.06,0.57,0,0,0,0.06,0.14,1.26,-0.07,1.71,0.57,1.14,33,1.83,0,1.14,2.21,2.27,3.13,0.95,1.27,19.33,9.03,0.02,5.37,49.53,5.43,10.42,3.16,5.43,76,4.39,7.52,1.01,63,1.01,60,1.52,0,15.35,21.19,3.73,4.36,0.51,51.58,8.78,57,3.66,84,0.06,0,0,49.45,79,2.53,12,52,1.39,4.42,14,75,-4,55.19,5.18,0.45,0.5,41.5,92,3.69,15.22,1.58,1.26,0.32,0.25,2.78,4.04,0.19,28,0.57,29,0.63,22,59,19,20,57,23,18.83,16.16,0.94,92,-2.68,17.79,14.82,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,11,6.63,34,0.16,0.04,0.05,-0.05,,0.2
Alexandre Brito,Sporting CP,Primeira Liga,2024/2025,98,1.09,2,Centre Defensive Midfielder,Left Defensive Midfielder,Man,Portugal,19,18/07/05,190,0,0,0.06,0.06,0.92,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0.06,0.92,-0.06,0,0,0,,2.75,0,0.92,0,0.92,1.2,0,0,35.75,17.42,0.11,8.25,41.36,4.58,8.25,2.75,3.67,100,3.71,4.91,2.75,100,0,,0,0,30.25,40.18,7.33,9.17,1.83,43.33,11.92,39,4.58,50,0.92,0,0,38.5,91,4.58,14,100,0.92,3.67,20,89,-2,49.62,0.92,0.74,0.74,31.17,94,3.44,3.67,0,0,0,0,1.83,1.83,0,,0,0,0.92,4,70,26,25,50,25,18.02,18.34,1,96,0.32,17.95,17.61,0,0,0,0,0,,0,0,,0,0,0,0,0,0,2,2,3.12,22,-0.08,-0.01,0.04,-0.08,,-0.12
Alexandre Marques,Boavista,Primeira Liga,2024/2025,108,1.2,2,Right Centre Back,,Man,Portugal,19,22/10/05,186,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.83,0,0,0,0,0,4.17,2.72,19.19,7.51,0.08,6.67,29.48,2.5,6.67,1.67,1.67,100,1.24,1.24,0.83,,0,0,0,0,16.68,12.03,5.84,0.83,0,32.92,5.01,30,0.83,100,0,0,0,33.37,83,1.67,0,67,5.84,0.83,15,71,-11,37.72,0.83,0.04,0.04,25.03,100,3.78,1.67,1.67,0,1.67,0,0,0,0,0,0,,0,15,83,2,50,0,50,19.89,20.53,0.98,101,0.64,19.54,20.77,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,7,2.34,57,0.11,0.01,0.13,,,0.25
Alexandre Sola,Estrela Amadora,Primeira Liga,2024/2025,28,0.31,1,Left Defensive Midfielder,,Man,Angola,21,13/12/03,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.27,3.27,3.27,0.75,3.27,0.75,26.18,19.64,0.17,0,51.62,3.27,16.36,0,3.27,,0,0.75,6.55,,0,0,0,0,19.64,4.51,0,9.82,0,53.79,13.09,67,9.82,100,0,0,0,16.36,80,0,25,0,3.27,3.27,20,100,20,45.64,0,0,0,16.36,60,5.72,0,0,0,0,0,0,0,0,,0,,0,40,60,0,,,,21.64,31.73,0.84,100,10.09,18.24,31.73,0,0,0,0,0,,0,0,,0,0,0,0,0,0,40,20,,,0.02,-0.01,-0.07,,,-0.06
Alfonso Trezza,FC Arouca,Primeira Liga,2024/2025,2639,29.32,33,Right Wing,Centre Attacking Midfielder,Man,Uruguay,25,21/06/99,166,0.17,0.17,0.21,0.14,1.53,11,42,4,,0.19,0.07,0.08,0.68,0.07,0.08,0.68,0,0,0,0.24,0.28,2.22,-0.05,1.23,0.41,0.82,33,1.06,0.07,1.16,2.9,0.61,0.76,0.58,0.57,30.32,15.69,0.01,4.91,53.42,2.8,5.25,1.81,2.42,65,1.69,2.45,1.81,35,0.95,17,0.38,0,26.7,28.8,4.06,4.74,0.24,55.15,16.51,62,3.65,77,0.14,0,0.03,18.14,68,0.61,12,38,0.99,1.19,23,66,-2,61.5,1.91,0.29,0.5,18.08,80,5.45,6.07,0.85,0.85,0,0.27,3.21,4.06,0.14,56,0.68,33,0.38,13,68,19,12,69,20,16.84,15.46,0.91,89,-1.38,15.4,13.77,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,9,3.03,20,0.05,0.07,0.03,0.03,,0.17
Alisson Safira,Santa Clara,Primeira Liga,2024/2025,1063,11.82,16,Centre Forward,Left Centre Forward,Man,Brazil,30,16/03/95,185,0.17,0.08,0.26,0.16,1.61,5,32,3,50,0.11,0.17,0.17,0.93,0.17,0.17,0.93,0,0,0,0.25,0.43,2.54,-0.18,0.25,0.08,0.17,33,2.12,0.08,1.18,2.2,0.34,0.33,1.02,0.89,20.73,10.16,0.02,2.62,58.84,2.62,3.81,0.85,1.18,63,0.69,1.01,2.79,0,0.51,54,4.4,0,17.18,15.27,1.95,3.05,0.25,62.32,13.29,77,2.45,81,0.59,0,0,16.16,59,0.17,20,50,1.02,0.34,37,53,-6,58.17,1.18,0.23,0.51,11.68,74,3.73,3.98,0.25,0.25,0,0.34,4.65,4.91,0.17,0,0,0,0.51,26,53,21,32,55,13,14.19,13.38,0.96,91,-0.81,13.63,12.17,0,0,0,0,0,,0,0,,0,0,0,0,0,0,34,11,2.66,20,-0.04,0.06,0.01,-0.14,,-0.12
Alysson Silva,Santa Clara,Primeira Liga,2024/2025,173,1.93,2,Left Centre Back,,Man,Brazil,22,25/09/02,183,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0.52,0,0,0,0.52,0.52,1.04,0.97,1.56,1.22,5.71,6.23,0,1.56,20.54,2.08,7.79,1.04,2.08,67,1.45,2.42,1.04,100,0.52,50,0.52,0,3.63,3.64,1.04,0,0,22.8,0,0,0,,0,0,0,56.58,91,9.34,14,78,4.15,9.34,10,58,-32,39.14,4.67,0.44,0.44,47.76,98,4.6,5.71,0,0,0,0,0,0,0.52,,0,,0,20,78,3,45,45,9,25.37,27.43,0.98,80,2.06,24.8,21.9,0,0,0,0,0,,0,0,,0,0,0,0,0,0,5,3,3.27,24,0.06,0.04,-0.28,,,-0.18
Amadou Dante,FC Arouca,Primeira Liga,2024/2025,1158,12.87,16,Left Back,Left Wing Back,Man,Mali,24,06/10/00,179,0,0,0,0.01,0.47,0,33,1,,0.02,0,0.07,0.7,0,0.07,0.7,0,0,0,0,0.08,1.17,-0.08,1.24,0.62,0.62,50,1.01,0,0.39,1.71,1.24,1.26,2.49,2.87,15.46,8.24,0.01,5.83,31.66,2.8,8.39,2.56,3.81,70,2.98,4.24,0.54,63,1.09,45,0.39,0.08,12.51,13.96,3.89,1.63,0.16,35.39,3.19,25,0.7,43,0.08,0,0,34.97,76,1.79,91,42,3.03,3.73,13,71,-5,47.93,3.73,0.21,0.25,31.16,94,4.13,6.53,0.93,0.85,0.08,0.23,0.7,1.55,0,33,0.54,33,0.16,28,58,14,18,68,14,19.99,17.94,0.94,100,-2.05,18.72,17.96,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,9,6.16,41,0.12,0.05,0.04,0,,0.21
