"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count opportunities to pass to Runs in sample";"Count opportunities to pass to Runs per 100 Pass Opportunities";"Count pass attempts for Runs per 100 Pass Opportunities";"Threat of all opportunities to pass to Runs per 100 Pass Opportunities";"Threat of Runs to which a pass was attempted per 100 Pass Opportunities";"Pass completion ratio to Runs";"Count Runs made by teammate per 100 Pass Opportunities";"Threat of Runs to which a pass was completed per 100 Pass Opportunities";"Count completed passes for Runs per 100 Pass Opportunities";"Count completed passes leading to shot for Runs per 100 Pass Opportunities";"Count completed passes leading to goal for Runs per 100 Pass Opportunities";"Count opportunities to pass to dangerous Runs per 100 Pass Opportunities";"Count pass attempts for dangerous Runs per 100 Pass Opportunities";"Count completed passes for dangerous Runs per 100 Pass Opportunities"
"Emiliano Gómez Dutra";"LW";"all";"all";"32375";"E. Gómez";"2001-09-18";"94.39";"21";"8";"0";"65";"100";"66.15";"3.87";"3";"60.47";"161.54";"1.56";"40";"7.69";"1.54";"40";"30.77";"10.77"
"Federico Ricardo Barrandeguy Martino";"RB";"all";"all";"32893";"F. Barrandeguy";"1996-05-08";"97.97";"16.76";"31";"2";"310";"100";"55.81";"0.83";"0.44";"65.32";"142.9";"0.22";"36.45";"1.94";"0.32";"12.58";"5.81";"3.23"
"Gonzalo Rodrigo Carneiro Méndez";"CF";"all";"all";"32916";"G. Carneiro";"1995-09-12";"92.92";"24.05";"9";"0";"60";"100";"71.67";"2.98";"2.24";"69.77";"158.33";"1.09";"50";"5";"0";"50";"35";"16.67"
"Enzo Gabriel Martínez Suárez";"LCB";"all";"all";"33671";"E. Martínez";"1998-04-29";"97.2";"19.9";"14";"1";"101";"100";"53.47";"0.6";"0.33";"83.33";"118.81";"0.19";"44.55";"2.97";"0";"7.92";"3.96";"0"
"Angel Rodriguez";"RCB";"all";"all";"34278";"A. Rodriguez";"1992-12-02";"97.44";"17.85";"8";"0";"41";"100";"56.1";"0.13";"0.05";"78.26";"119.51";"0.03";"43.9";"0";"0";"0";"0";"0"
"Leonardo Henriques Coelho";"RCB";"all";"all";"34279";"Léo Coelho";"1993-05-17";"96.16";"21.5";"13";"0";"102";"100";"48.04";"0.27";"0.12";"73.47";"116.67";"0.07";"35.29";"0.98";"0";"0.98";"0";"0"
"Fernando Agustín Alfaro Bares";"LB";"all";"all";"34280";"A. Alfaro";"1999-06-29";"91.05";"17.12";"5";"0";"54";"100";"53.7";"1.15";"0.61";"72.41";"124.07";"0.27";"38.89";"5.56";"1.85";"18.52";"9.26";"1.85"
"Juan Daniel Álvez Ortiz";"LCB";"all";"all";"34287";"J. Álvez";"1983-08-21";"99.35";"17.82";"15";"1";"87";"100";"49.43";"0.41";"0.18";"90.7";"127.59";"0.14";"44.83";"1.15";"0";"3.45";"1.15";"1.15"
"Fabricio Orosmán Formiliano Duarte";"LCB";"all";"all";"34293";"F. Formiliano";"1993-01-14";"98.15";"18.62";"15";"0";"52";"100";"67.31";"0.31";"0.21";"80";"113.46";"0.12";"53.85";"3.85";"0";"0";"0";"0"
"Juan Manuel Acosta Díaz";"RB";"all";"all";"34296";"J. Acosta";"1993-11-11";"94.81";"20.85";"5";"1";"41";"100";"65.85";"0.64";"0.54";"59.26";"136.59";"0.39";"39.02";"7.32";"0";"2.44";"2.44";"2.44"
"Sergio Fabián Núñez Rosas";"CF";"all";"all";"34303";"S. Núñez";"2000-06-30";"88.43";"16.59";"20";"1";"97";"100";"74.23";"2.81";"1.75";"50";"155.67";"0.75";"37.11";"10.31";"0";"43.3";"31.96";"14.43"
"Lucas Agustín Ferreira Zagas";"RCB";"all";"all";"34313";"L. Ferreira";"2000-06-16";"97.24";"18.86";"8";"1";"81";"100";"51.85";"0.4";"0.21";"78.57";"118.52";"0.1";"40.74";"0";"0";"2.47";"1.23";"0"
"Pablo Martín Marta Rodríguez";"LCB";"all";"all";"34323";"M. Marta";"1997-01-28";"96.55";"16.38";"7";"3";"15";"100";"60";"1.24";"0.31";"66.67";"126.67";"0.15";"40";"0";"0";"6.67";"0";"0"
"Alex Silva Quiroga";"RWB";"all";"all";"34325";"A. Silva";"1993-06-15";"90.52";"16.06";"12";"0";"140";"100";"65";"1.76";"1.26";"58.24";"160.71";"0.54";"37.86";"5.71";"0.71";"32.86";"24.29";"10"
"Mario Pablo Risso Caffiro";"LCB";"all";"all";"34329";"M. Risso";"1988-01-31";"90.98";"17.12";"10";"0";"20";"100";"45";"0.16";"0.07";"100";"120";"0.07";"45";"5";"0";"0";"0";"0"
"Mario Pablo Risso Caffiro";"RCB";"all";"all";"34329";"M. Risso";"1988-01-31";"98.38";"18.78";"5";"0";"27";"100";"40.74";"0.24";"0.11";"63.64";"118.52";"0.03";"25.93";"0";"0";"0";"0";"0"
"Leandro Suhr Avondet";"RW";"all";"all";"34342";"L. Suhr";"1997-09-24";"76.99";"18.23";"24";"1";"152";"100";"76.97";"4.14";"3.56";"63.25";"184.21";"1.47";"48.68";"13.82";"2.63";"53.95";"42.76";"22.37"
"Nicolás Ecequiel Dibble Aristimuño";"CF";"all";"all";"34343";"N. Dibble";"1994-05-27";"75.52";"14.94";"9";"1";"110";"100";"67.27";"1.57";"1";"78.38";"161.82";"0.67";"52.73";"8.18";"1.82";"23.64";"16.36";"10.91"
"Martín Alejandro Fernández Figueira";"DM";"all";"all";"34347";"M. Fernández";"2001-05-08";"92.91";"21.5";"6";"0";"49";"100";"40.82";"1.08";"0.43";"75";"126.53";"0.3";"30.61";"4.08";"2.04";"18.37";"8.16";"6.12"
"Franco Gastón Romero Ponte";"RCB";"all";"all";"34353";"F. Romero";"1995-02-11";"96.21";"25.49";"7";"0";"74";"100";"58.11";"0.45";"0.32";"72.09";"117.57";"0.16";"41.89";"0";"0";"4.05";"4.05";"1.35"
"Gastón Alejandro Pérez Conde";"RDM";"all";"all";"34361";"G. Pérez";"1999-10-19";"83.48";"19.12";"6";"0";"78";"100";"60.26";"1.02";"0.68";"72.34";"143.59";"0.34";"43.59";"1.28";"0";"14.1";"10.26";"3.85"
"Gastón Alejandro Pérez Conde";"RM";"all";"all";"34361";"G. Pérez";"1999-10-19";"79.67";"18.75";"13";"0";"163";"100";"71.78";"0.99";"0.76";"74.36";"144.79";"0.27";"53.37";"6.75";"0";"8.59";"5.52";"1.23"
"Jean Pierre Rosso Génova";"RB";"all";"all";"34362";"J. Rosso";"1997-04-07";"75.7";"17.03";"5";"1";"43";"100";"55.81";"0.97";"0.68";"70.83";"151.16";"0.45";"39.53";"6.98";"2.33";"13.95";"9.3";"6.98"
"Álex Bacilio Vázquez Álvez";"LM";"all";"all";"34364";"Á. Vázquez";"2002-03-09";"94.33";"14.57";"10";"0";"88";"100";"64.77";"1.81";"1.25";"70.18";"139.77";"0.69";"45.45";"3.41";"1.14";"28.41";"18.18";"5.68"
"Antonio Javier Galeano Ferreira";"RW";"all";"all";"34729";"A. Galeano";"2000-03-22";"84.64";"20.86";"22";"0";"341";"100";"66.57";"2.41";"1.73";"70.48";"158.06";"0.91";"46.92";"10.85";"1.47";"31.09";"22.29";"12.61"
"Leonardo Cecilio Fernández López";"AM";"all";"all";"34779";"L. Fernández";"1998-11-08";"91.71";"21.19";"7";"1";"187";"100";"61.5";"1.59";"1.03";"73.04";"152.41";"0.69";"44.92";"7.49";"1.07";"22.99";"16.58";"11.76"
"Leonardo Cecilio Fernández López";"CF";"all";"all";"34779";"L. Fernández";"1998-11-08";"95.85";"21.18";"11";"0";"190";"100";"74.74";"2.39";"1.86";"71.83";"164.74";"1.08";"53.68";"8.95";"2.11";"35.79";"27.37";"16.84"
"Lautaro Patricio  Rinaldi";"CF";"all";"all";"35572";"L. Rinaldi";"1993-12-30";"90.5";"15.04";"9";"1";"69";"100";"73.91";"2.69";"1.6";"78.43";"155.07";"1.25";"57.97";"10.14";"1.45";"34.78";"20.29";"17.39"
"Adrián Nicolás Colombino Rodríguez";"LM";"all";"all";"35657";"A. Colombino";"1993-10-12";"78.55";"12";"7";"2";"25";"100";"64";"0.78";"0.6";"75";"140";"0.45";"48";"8";"0";"4";"4";"4"
"Adrián Nicolás Colombino Rodríguez";"RM";"all";"all";"35657";"A. Colombino";"1993-10-12";"82.72";"15.43";"6";"1";"35";"100";"54.29";"0.75";"0.48";"73.68";"131.43";"0.35";"40";"2.86";"0";"11.43";"8.57";"5.71"
"Facundo Perdomo Marmol";"RB";"all";"all";"36010";"F. Perdomo";"1999-08-21";"88.23";"21.48";"10";"0";"136";"100";"53.68";"0.96";"0.63";"76.71";"140.44";"0.21";"41.18";"4.41";"0";"11.76";"7.35";"1.47"
"Maximiliano Perg Schneider";"RCB";"all";"all";"36200";"M. Perg";"1991-09-16";"93.82";"17.57";"13";"1";"67";"100";"56.72";"0.41";"0.32";"89.47";"122.39";"0.15";"50.75";"0";"0";"1.49";"1.49";"0"
"Hugo Alejandro Magallanes Silveira";"CB";"all";"all";"36268";"H. Magallanes";"1997-08-26";"96.93";"19.71";"6";"1";"49";"100";"46.94";"0.31";"0.15";"86.96";"120.41";"0.11";"40.82";"2.04";"0";"0";"0";"0"
"Hugo Alejandro Magallanes Silveira";"RCB";"all";"all";"36268";"H. Magallanes";"1997-08-26";"98.06";"18.48";"20";"2";"131";"100";"39.69";"0.43";"0.22";"80.77";"129.01";"0.14";"32.06";"3.82";"0";"3.05";"2.29";"1.53"
"Camilo Sebastián Mayada Mesa";"RB";"all";"all";"36271";"C. Mayada";"1991-01-08";"90.02";"20.05";"8";"0";"84";"100";"55.95";"1.39";"0.73";"82.98";"133.33";"0.38";"46.43";"7.14";"0";"17.86";"10.71";"4.76"
"Raúl Octavio Rivero Falero";"CF";"all";"all";"36309";"O. Rivero";"1992-01-24";"97.09";"24.19";"15";"0";"154";"100";"73.38";"2.37";"1.74";"73.45";"144.81";"1.11";"53.9";"10.39";"1.3";"42.21";"30.52";"20.13"
"Sebastián Sosa Sánchez";"CF";"all";"all";"36318";"S. Sosa";"1994-03-13";"91.09";"17.07";"17";"2";"154";"100";"74.03";"2.77";"2";"69.3";"157.14";"1.19";"51.3";"9.74";"0.65";"40.91";"27.92";"18.18"
"Martín Ernesto Rabuñal Rey";"LM";"all";"all";"36346";"M. Rabuñal";"1994-04-22";"87.58";"12.63";"10";"0";"71";"100";"63.38";"1.14";"0.68";"80";"139.44";"0.59";"50.7";"5.63";"1.41";"14.08";"7.04";"7.04"
"Martín Ernesto Rabuñal Rey";"RM";"all";"all";"36346";"M. Rabuñal";"1994-04-22";"89.54";"11.95";"8";"0";"53";"100";"66.04";"0.93";"0.59";"74.29";"124.53";"0.32";"49.06";"3.77";"0";"13.21";"7.55";"1.89"
"Matías Adrián Núñez";"LM";"all";"all";"36875";"M. Núñez";"2000-10-09";"95.36";"16.34";"14";"1";"163";"100";"58.9";"1.15";"0.63";"75";"139.88";"0.39";"44.17";"4.91";"0.61";"14.72";"6.75";"3.68"
"Fernando Gastón Elizari Sedano";"LM";"all";"all";"36885";"F. Elizari";"1991-04-05";"87.59";"21.7";"10";"0";"159";"100";"67.92";"2.17";"1.49";"76.85";"161.01";"0.82";"52.2";"6.92";"0.63";"34.59";"25.16";"13.84"
"Mathías Alexander Acuña Maciel";"CF";"all";"all";"37347";"M. Acuña";"1992-11-28";"85.6";"16.29";"6";"0";"39";"100";"61.54";"2.8";"2.1";"66.67";"166.67";"1.29";"41.03";"5.13";"0";"48.72";"35.9";"20.51"
"Carlos Ayrton Cougo Rivero";"LB";"all";"all";"38130";"A. Cougo";"1996-06-15";"92.09";"21.37";"15";"0";"150";"100";"63.33";"1.36";"0.96";"65.26";"138";"0.46";"41.33";"2.67";"0";"20.67";"14";"6"
"Sebastián Bruno Fernández Miglierina";"CF";"all";"all";"38138";"S. Fernández";"1985-05-23";"86.4";"16.15";"22";"2";"225";"100";"75.56";"2.14";"1.62";"77.65";"151.56";"1.08";"58.67";"8";"0.89";"37.33";"29.78";"20.89"
"Santiago Cartagena Albistur";"LM";"all";"all";"38141";"S. Cartagena";"2002-09-01";"87.65";"17.86";"7";"1";"81";"100";"61.73";"1.22";"0.89";"78";"135.8";"0.5";"48.15";"4.94";"1.23";"16.05";"12.35";"4.94"
"Byron David Castillo Segura";"RB";"all";"all";"38291";"B. Castillo";"1995-06-25";"78.91";"18.26";"5";"0";"52";"100";"55.77";"1.13";"0.8";"86.21";"134.62";"0.74";"48.08";"7.69";"0";"11.54";"7.69";"7.69"
"Diego Fabián Polenta Musetti";"LCB";"all";"all";"38392";"D. Polenta";"1992-02-06";"95.84";"21.83";"24";"1";"309";"100";"47.25";"0.8";"0.41";"77.4";"130.42";"0.22";"36.57";"1.62";"0";"9.71";"5.18";"1.62"
"Kevin Mathías Lewis Rodríguez";"LM";"all";"all";"38490";"K. Lewis";"1999-01-08";"98.85";"15.77";"7";"1";"54";"100";"57.41";"1.19";"0.52";"90.32";"133.33";"0.44";"51.85";"3.7";"0";"16.67";"3.7";"1.85"
"Kevin Mathías Lewis Rodríguez";"LWB";"all";"all";"38490";"K. Lewis";"1999-01-08";"96.7";"21.99";"5";"0";"71";"100";"64.79";"1.46";"1.13";"67.39";"160.56";"0.59";"43.66";"2.82";"0";"19.72";"18.31";"5.63"
"Ricardo Guzmán Pereira Méndez";"LM";"all";"all";"38558";"G. Pereira";"1991-05-16";"74.86";"11.24";"5";"0";"18";"100";"66.67";"0.72";"0.47";"83.33";"127.78";"0.28";"55.56";"5.56";"0";"5.56";"0";"0"
"Gonzalo Gabriel Castillo Cabral";"RCB";"all";"all";"38647";"G. Castillo";"1990-10-17";"93.85";"16.58";"9";"0";"45";"100";"57.78";"0.41";"0.3";"61.54";"131.11";"0.14";"35.56";"2.22";"0";"2.22";"2.22";"2.22"
"Martín Robinson Ferreira García";"LB";"all";"all";"38660";"M. Ferreira";"1992-03-07";"97.79";"20.51";"8";"5";"145";"100";"45.52";"1.32";"0.52";"72.73";"148.28";"0.31";"33.1";"1.38";"0";"17.24";"5.52";"2.07"
"Martín Robinson Ferreira García";"LCB";"all";"all";"38660";"M. Ferreira";"1992-03-07";"96.32";"18.23";"9";"0";"92";"100";"46.74";"0.76";"0.36";"76.74";"125";"0.21";"35.87";"1.09";"0";"10.87";"3.26";"1.09"
"Mauro Alejandro Brasil Alcaire";"LCB";"all";"all";"38669";"M. Brasil";"1999-04-27";"92.2";"18.74";"5";"0";"23";"100";"60.87";"0.95";"0.56";"85.71";"126.09";"0.17";"52.17";"0";"0";"8.7";"4.35";"0"
"Mauro Alejandro Brasil Alcaire";"RCB";"all";"all";"38669";"M. Brasil";"1999-04-27";"95.6";"16.71";"11";"0";"44";"100";"45.45";"0.6";"0.45";"50";"125";"0.2";"22.73";"0";"0";"4.55";"4.55";"2.27"
"Brian Ferrares Fernández";"RCB";"all";"all";"38672";"B. Ferrares";"2000-03-01";"92.79";"16.24";"9";"0";"47";"100";"44.68";"0.27";"0.1";"90.48";"112.77";"0.09";"40.43";"0";"0";"0";"0";"0"
"Federico Damián Alonso del Monte";"LCB";"all";"all";"38688";"F. Alonso";"1991-04-04";"100.79";"15.61";"6";"2";"13";"100";"46.15";"0.32";"0.22";"100";"107.69";"0.22";"46.15";"0";"0";"7.69";"7.69";"7.69"
"Mauricio Sebastián Gómez Castro";"RB";"all";"all";"38743";"M. Gómez";"1992-04-16";"98.82";"15.68";"17";"1";"164";"100";"67.07";"1.08";"0.81";"70";"150.61";"0.4";"46.95";"3.66";"1.22";"16.46";"13.41";"4.88"
"Mauricio Sebastián Gómez Castro";"RWB";"all";"all";"38743";"M. Gómez";"1992-04-16";"97.68";"17.22";"8";"0";"45";"100";"57.78";"1.35";"0.89";"65.38";"131.11";"0.44";"37.78";"2.22";"0";"15.56";"8.89";"2.22"
"Nicolás Alejandro Rodríguez Charquero";"RB";"all";"all";"38822";"N. Rodríguez";"1991-07-22";"91.78";"22.81";"13";"0";"140";"100";"53.57";"1.44";"0.74";"69.33";"132.86";"0.27";"37.14";"2.86";"0";"17.14";"7.86";"1.43"
