"Player";"Short Name";"Player ID";"Birthdate";"Position";"Position Group";"Minutes";"Minutes BIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"TOP 3 Time to HSR";"TOP 3 Time to Sprint";"PSV-99";"TOP 5 PSV-99";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Explosive Acceleration to Sprint Count P60BIP"
"Rubén Duarte Sánchez";"Rubén Duarte";"9335";"1995-10-18";"LB";"Full Back";"102.5";"53.6";"7";"0";"0.75";"1.53";"27.64";"28.04";"7617.89";"126.96";"1083.04";"377.27";"35.02";"98.52";"4.64";"475.79";"39.66";"86.68";"4.8";"66.53";"9.12";"2.56";"0.96"
"Rubén Duarte Sánchez";"Rubén Duarte";"9335";"1995-10-18";"LCB";"Central Defender";"99.13";"52.77";"22";"0";"0.74";"1.42";"27.72";"29.7";"7642.07";"127.37";"1029.01";"353.94";"31.58";"105.96";"4.29";"459.9";"35.87";"81.97";"3.31";"61.56";"7.7";"1.6";"0.31"
"Sébastien Salles-Lamonge";"S. Salles-Lamonge";"9686";"1996-01-28";"AM";"Midfield";"88.57";"49.89";"5";"0";"0.75";"null";"27.62";"27.62";"9040.17";"150.67";"1852.91";"575.55";"50.03";"139.5";"6.49";"715.05";"56.52";"100.77";"3.85";"76.0";"12.03";"2.41";"0.0"
"Sébastien Salles-Lamonge";"S. Salles-Lamonge";"9686";"1996-01-28";"CF";"Center Forward";"84.59";"49.53";"6";"0";"0.81";"null";"28.33";"28.62";"8854.53";"147.58";"1692.29";"585.5";"50.88";"166.56";"6.46";"752.06";"57.34";"99.74";"5.85";"74.5";"14.33";"2.22";"0.81"
"Sébastien Salles-Lamonge";"S. Salles-Lamonge";"9686";"1996-01-28";"LW";"Wide Attacker";"81.69";"46.77";"7";"0";"0.81";"null";"26.91";"27.58";"8872.55";"147.88";"1759.04";"617.56";"52.96";"117.28";"5.13";"734.84";"58.09";"108.67";"4.03";"80.08";"13.01";"2.57";"0.0"
"Sébastien Salles-Lamonge";"S. Salles-Lamonge";"9686";"1996-01-28";"RM";"Midfield";"90.31";"50.43";"5";"0";"0.72";"null";"26.0";"26.0";"9076.62";"151.28";"1814.28";"505.38";"42.35";"65.67";"2.62";"571.05";"44.97";"106.12";"4.04";"85.42";"10.71";"2.62";"0.0"
"Sergio Canales Madrazo";"Sergio Canales";"9750";"1991-02-16";"AM";"Midfield";"94.54";"48.69";"5";"0";"0.85";"null";"26.78";"26.78";"9268.52";"154.48";"1839.31";"491.68";"37.46";"80.1";"3.45";"571.78";"40.91";"85.52";"2.22";"62.6";"5.91";"0.99";"0.25"
"Sergio Canales Madrazo";"Sergio Canales";"9750";"1991-02-16";"RW";"Wide Attacker";"97.26";"54.73";"19";"0";"0.73";"1.43";"27.36";"28.8";"8575.96";"142.93";"1491.12";"487.37";"42.52";"126.18";"5.89";"613.55";"48.41";"85.62";"3.98";"59.25";"8.77";"2.48";"0.69"
"Sergio Ramos García";"Sergio Ramos";"9765";"1986-03-30";"LCB";"Central Defender";"95.74";"51.17";"8";"0";"0.93";"null";"27.88";"28.54";"7524.23";"125.4";"960.54";"331.27";"30.78";"91.91";"3.96";"423.18";"34.74";"82.82";"3.52";"59.22";"5.86";"1.03";"0.29"
"Anthony Rubén Lozano Choco";"A. Lozano";"11652";"1993-04-25";"CF";"Center Forward";"85.93";"45.97";"11";"0";"0.73";"1.36";"28.89";"30.38";"7879.25";"131.32";"1305.46";"532.46";"50.2";"170.41";"8.9";"702.86";"59.1";"82.71";"4.87";"63.13";"8.9";"2.73";"1.19"
"Guido Hernán Pizarro";"G. Pizarro";"11678";"1990-02-26";"LDM";"Midfield";"103.47";"56.17";"7";"0";"0.87";"null";"26.04";"26.34";"8485.76";"141.43";"1638.86";"542.17";"42.73";"74.77";"3.81";"616.94";"46.54";"86.22";"3.51";"65.92";"9.77";"2.44";"0.31"
"Guido Hernán Pizarro";"G. Pizarro";"11678";"1990-02-26";"RCB";"Central Defender";"104.17";"54.71";"13";"0";"0.85";"1.72";"28.02";"28.98";"7517.43";"125.29";"1091.46";"408.87";"35.6";"103.42";"4.89";"512.29";"40.49";"79.88";"4.05";"57.02";"7.34";"1.27";"0.25"
"Edgar Yoel Bárcenas Herrera";"Y. Bárcenas";"11705";"1993-10-23";"LW";"Wide Attacker";"99.85";"57.23";"8";"0";"0.73";"1.55";"29.1";"29.84";"7979.18";"132.99";"1299.02";"524.69";"49.14";"160.92";"7.47";"685.61";"56.61";"89.37";"5.37";"65.65";"13.37";"3.01";"0.52"
"Anderson Santamaría Bardales";"A. Santamaría";"11862";"1992-01-10";"CB";"Central Defender";"102.94";"52.69";"5";"0";"0.84";"1.74";"29.48";"29.48";"7057.42";"117.62";"913.55";"351.66";"34.85";"179.7";"7.29";"531.37";"42.14";"79.26";"4.56";"56.03";"8.2";"2.05";"0.91"
"Anderson Santamaría Bardales";"A. Santamaría";"11862";"1992-01-10";"LCB";"Central Defender";"101.07";"52.8";"9";"0";"0.74";"1.45";"30.43";"31.6";"7190.28";"119.84";"984.27";"380.78";"38.0";"178.4";"7.07";"559.18";"45.07";"82.32";"4.55";"59.59";"8.96";"2.78";"0.88"
"Jesús Daniel Gallardo Vasconcelos";"J. Gallardo";"11901";"1994-08-15";"LB";"Full Back";"98.0";"54.65";"28";"0";"0.62";"1.25";"29.49";"31.34";"8155.0";"135.92";"1298.31";"563.41";"49.64";"213.28";"9.65";"776.69";"59.29";"86.46";"5.57";"63.49";"9.76";"3.53";"1.53"
"Jesús Daniel Gallardo Vasconcelos";"J. Gallardo";"11901";"1994-08-15";"LWB";"Full Back";"97.56";"53.64";"8";"0";"0.68";"1.39";"29.77";"30.78";"8190.6";"136.51";"1352.17";"493.27";"46.98";"178.97";"8.67";"672.24";"55.65";"91.72";"5.59";"65.57";"11.74";"3.91";"1.26"
"Carlos Joel Salcedo Hernández";"C. Salcedo";"11902";"1993-09-29";"LCB";"Central Defender";"99.92";"50.59";"8";"0";"0.8";"1.43";"28.11";"28.98";"8120.68";"135.34";"1194.51";"428.76";"40.62";"126.91";"6.52";"555.67";"47.15";"93.4";"4.45";"69.83";"8.01";"2.82";"1.33"
"José Luis Rodríguez Francis";"J. Rodríguez";"12070";"1998-06-19";"LW";"Wide Attacker";"95.9";"53.17";"12";"0";"0.62";"1.19";"29.53";"30.58";"7952.27";"132.54";"1336.88";"546.53";"52.28";"201.8";"9.31";"748.32";"61.59";"85.57";"6.11";"61.12";"11.66";"4.33";"1.5"
"José Luis Rodríguez Francis";"J. Rodríguez";"12070";"1998-06-19";"RW";"Wide Attacker";"94.24";"48.71";"8";"0";"0.72";"1.34";"30.04";"30.96";"7993.53";"133.23";"1331.02";"546.88";"52.5";"183.22";"8.62";"730.1";"61.12";"82.37";"6.77";"58.04";"11.55";"4.62";"1.69"
"Érick Gabriel Gutiérrez Galaviz";"É. Gutiérrez";"12075";"1995-06-15";"LDM";"Midfield";"94.83";"44.88";"5";"0";"1.01";"null";"27.36";"27.36";"8548.56";"142.48";"1602.82";"585.25";"51.07";"129.4";"5.08";"714.65";"56.15";"85.02";"3.48";"64.97";"8.56";"2.41";"0.53"
"Érick Gabriel Gutiérrez Galaviz";"É. Gutiérrez";"12075";"1995-06-15";"LM";"Midfield";"95.48";"51.37";"11";"0";"0.74";"1.81";"26.96";"28.56";"8608.51";"143.48";"1581.26";"532.72";"44.38";"110.54";"4.46";"643.25";"48.84";"85.69";"2.02";"69.23";"8.28";"1.27";"0.32"
"John Stiven Mendoza Valencia";"S. Mendoza";"12076";"1992-06-27";"LW";"Wide Attacker";"96.58";"51.1";"13";"0";"0.61";"1.15";"31.92";"33.5";"7437.28";"123.95";"1174.68";"570.13";"61.33";"377.56";"14.9";"947.69";"76.23";"86.17";"7.77";"59.89";"13.82";"5.33";"2.08"
"John Stiven Mendoza Valencia";"S. Mendoza";"12076";"1992-06-27";"RW";"Wide Attacker";"96.37";"50.07";"7";"0";"0.64";"1.18";"31.5";"31.98";"7937.7";"132.3";"1372.17";"659.12";"67.11";"367.74";"14.72";"1026.86";"81.83";"94.16";"7.53";"64.88";"13.35";"6.51";"2.74"
"Georgios Giakoumakis";"G. Giakoumakis";"12706";"1994-12-09";"CF";"Center Forward";"79.43";"41.31";"16";"0";"0.6";"1.24";"29.24";"30.84";"7719.02";"128.65";"1163.05";"552.97";"59.65";"228.69";"10.99";"781.66";"70.63";"88.06";"8.53";"65.91";"13.8";"6.17";"2.18"
"Néstor Alejandro Araújo Razo";"N. Araújo";"13920";"1991-08-29";"RCB";"Central Defender";"91.76";"49.0";"7";"0";"0.8";"1.61";"28.9";"29.72";"7456.99";"124.28";"981.61";"329.24";"31.49";"108.47";"4.02";"437.71";"35.51";"82.05";"4.2";"58.61";"7.7";"1.75";"0.7"
"Leonardo Gabriel Suárez";"L. Suárez";"13951";"1996-03-30";"RW";"Wide Attacker";"80.47";"42.07";"7";"0";"0.85";"null";"27.61";"28.28";"8357.42";"139.29";"1538.4";"600.81";"50.93";"147.71";"6.11";"748.52";"57.05";"90.66";"4.69";"61.32";"8.96";"2.44";"0.61"
"Ignacio Pussetto";"I. Pussetto";"14091";"1995-12-21";"CF";"Center Forward";"79.75";"43.22";"9";"0";"0.62";"1.24";"28.94";"29.58";"6891.67";"114.86";"972.49";"458.87";"49.97";"147.76";"7.4";"606.63";"57.38";"78.82";"5.86";"59.23";"11.57";"4.94";"1.23"
"Carlos Uriel Antuna Romero";"U. Antuna";"14263";"1997-08-21";"RW";"Wide Attacker";"74.05";"39.81";"7";"0";"0.59";"1.4";"30.7";"31.1";"8229.71";"137.16";"1414.85";"734.34";"76.0";"333.48";"16.58";"1067.81";"92.57";"99.89";"9.9";"64.8";"20.02";"7.53";"2.15"
"Oscar Eduardo Estupiñán Vallesilla";"O. Estupiñán";"16053";"1996-12-29";"CF";"Center Forward";"94.29";"49.29";"20";"0";"0.65";"1.23";"28.44";"30.8";"8081.95";"134.7";"1374.09";"588.72";"55.81";"175.1";"9.19";"763.82";"65.0";"94.52";"6.51";"70.6";"12.11";"4.2";"0.97"
"Antonio Briseño Vázquez";"A. Briseño";"16228";"1994-02-05";"RCB";"Central Defender";"103.01";"52.08";"9";"0";"0.85";"null";"28.3";"29.32";"7121.54";"118.69";"874.88";"269.44";"26.62";"78.21";"2.94";"347.65";"29.57";"75.78";"3.71";"55.81";"5.12";"1.41";"0.51"
"Shamar Nicholson";"S. Nicholson";"16910";"1997-03-16";"CF";"Center Forward";"82.75";"45.05";"5";"0";"0.83";"1.67";"29.24";"29.24";"8004.97";"133.42";"1227.7";"526.08";"52.74";"175.01";"9.06";"701.09";"61.8";"82.57";"4.79";"62.6";"8.52";"2.93";"0.27"
"Jesús Alberto Angulo Uriarte";"J. Angulo";"18022";"1998-01-30";"LB";"Full Back";"97.95";"51.85";"21";"0";"0.61";"1.25";"29.3";"31.06";"7994.01";"133.23";"1230.2";"574.73";"54.28";"227.27";"10.47";"802.0";"64.75";"92.53";"5.84";"66.3";"12.56";"3.91";"1.65"
"Jesús Alberto Angulo Uriarte";"J. Angulo";"18022";"1998-01-30";"LCB";"Central Defender";"103.21";"53.45";"10";"0";"0.63";"1.4";"28.9";"29.84";"7613.41";"126.89";"1011.35";"384.11";"36.93";"145.25";"6.62";"529.36";"43.55";"84.97";"4.6";"62.63";"7.63";"3.48";"0.9"
"Luis Alfonso Rodríguez Alanís";"L. Rodríguez";"18023";"1991-01-21";"RB";"Full Back";"87.09";"46.68";"14";"0";"0.62";"1.27";"28.14";"29.54";"7860.36";"131.01";"1261.21";"536.22";"49.67";"154.16";"7.62";"690.38";"57.29";"89.52";"5.78";"66.02";"10.01";"3.31";"0.55"
"Henry Josué Martín Mex";"H. Martín";"18024";"1992-11-18";"CF";"Center Forward";"88.2";"46.77";"24";"0";"0.62";"1.2";"28.22";"29.82";"8126.33";"135.44";"1328.82";"568.48";"52.66";"149.47";"7.86";"717.95";"60.51";"92.59";"5.77";"69.66";"11.49";"3.8";"0.8"
"Ángel Zaldívar Caviedes";"Á. Zaldívar";"18027";"1994-02-08";"CF";"Center Forward";"86.48";"46.05";"12";"0";"0.79";"1.62";"28.13";"29.48";"8759.52";"145.99";"1555.5";"713.85";"63.19";"194.89";"9.01";"908.74";"72.2";"91.09";"5.97";"66.99";"11.62";"3.26";"0.33"
"Javier Güemez López";"J. Güemez";"18028";"1991-10-17";"LDM";"Midfield";"96.7";"48.74";"9";"0";"0.84";"2.1";"25.66";"26.58";"9317.33";"155.29";"2087.51";"628.63";"45.55";"91.5";"3.42";"720.14";"48.97";"94.51";"2.6";"73.72";"8.21";"1.09";"0.41"
"Javier Güemez López";"J. Güemez";"18028";"1991-10-17";"LM";"Midfield";"99.83";"53.37";"14";"0";"0.73";"1.76";"26.15";"27.08";"9416.2";"156.94";"2099.67";"681.18";"48.75";"97.41";"4.5";"778.59";"53.24";"96.45";"2.17";"76.21";"8.35";"1.37";"0.16"
"Erick Germain Aguirre Tafolla";"E. Aguirre";"18030";"1997-02-23";"RB";"Full Back";"95.32";"54.73";"9";"0";"0.66";"1.3";"28.59";"29.9";"8259.46";"137.66";"1371.07";"575.84";"51.41";"189.06";"9.26";"764.9";"60.67";"96.6";"5.48";"68.95";"13.16";"3.9";"1.1"
"Roberto Carlos Alvarado Hernández";"R. Alvarado";"18033";"1998-09-07";"RF";"Wide Attacker";"89.6";"51.15";"5";"0";"0.78";"1.78";"28.24";"28.24";"8475.54";"141.26";"1382.05";"551.79";"50.21";"143.58";"7.27";"695.37";"57.48";"81.17";"4.93";"58.42";"10.79";"3.28";"0.7"
"Roberto Carlos Alvarado Hernández";"R. Alvarado";"18033";"1998-09-07";"RW";"Wide Attacker";"93.7";"48.8";"13";"0";"0.72";"1.3";"29.18";"30.26";"8521.16";"142.02";"1471.36";"604.21";"56.47";"198.44";"10.4";"802.65";"66.87";"83.99";"4.92";"56.85";"11.07";"2.84";"1.23"
"Gerardo Daniel Arteaga Zamora";"G. Arteaga";"18034";"1998-09-07";"LB";"Full Back";"100.3";"54.79";"29";"0";"0.6";"1.15";"30.33";"32.04";"8279.8";"138.0";"1380.14";"679.46";"67.02";"288.3";"14.99";"967.76";"82.02";"99.88";"8.42";"71.03";"17.11";"5.78";"2.19"
"Cristian Alexis Borja González";"C. Borja";"18224";"1993-02-18";"LB";"Full Back";"94.49";"50.17";"16";"0";"0.61";"1.28";"30.21";"31.64";"7550.59";"125.84";"1105.81";"541.28";"55.39";"248.93";"11.89";"790.21";"67.28";"87.98";"6.8";"61.89";"12.18";"5.01";"1.79"
"Cristian Alexis Borja González";"C. Borja";"18224";"1993-02-18";"LWB";"Full Back";"81.15";"44.04";"5";"0";"0.61";"1.28";"29.52";"29.52";"7477.38";"124.62";"1112.53";"535.97";"53.13";"177.93";"9.54";"713.9";"62.67";"89.65";"7.36";"61.85";"11.72";"5.99";"3.0"
"Jefferson Alfredo Intriago Mendoza";"J. Intriago";"18264";"1996-06-04";"LM";"Midfield";"90.21";"48.16";"7";"0";"0.71";"null";"27.67";"28.66";"8340.03";"139.0";"1433.66";"331.72";"33.99";"88.09";"3.2";"419.81";"37.19";"93.61";"2.85";"73.14";"7.65";"1.96";"0.18"
"Víctor Alejandro Dávila Zavala";"V. Dávila";"18289";"1997-11-04";"CF";"Center Forward";"81.14";"42.04";"12";"0";"0.65";"1.37";"28.32";"29.2";"8266.2";"137.77";"1409.67";"573.6";"49.83";"181.25";"7.61";"754.85";"57.44";"83.49";"6.42";"60.54";"11.54";"4.28";"1.07"
"Javairo Dilrosun";"J. Dilrosun";"19084";"1998-06-22";"RW";"Wide Attacker";"78.59";"41.93";"9";"0";"0.66";"1.31";"29.6";"30.4";"7613.55";"126.89";"1282.15";"544.56";"54.54";"235.0";"9.54";"779.56";"64.08";"88.88";"5.41";"62.64";"10.97";"3.97";"0.79"
"Bruno Méndez Cittadini";"B. Méndez";"20198";"1999-09-10";"RCB";"Central Defender";"99.32";"53.74";"19";"0";"0.73";"1.41";"28.05";"29.92";"7233.84";"120.56";"920.51";"278.57";"25.85";"89.25";"3.06";"367.83";"28.91";"79.03";"3.35";"58.05";"5.99";"1.23";"0.35"
"Uros  Djurdjevic";"U. Đurđević";"22090";"1994-03-02";"CF";"Center Forward";"97.7";"48.73";"18";"0";"0.65";"1.28";"29.12";"30.7";"7584.33";"126.41";"981.08";"526.08";"57.05";"239.23";"12.86";"765.32";"69.92";"73.34";"6.5";"55.14";"11.97";"4.72";"2.6"
"Diego Lainez Leyva";"D. Lainez";"22092";"2000-06-09";"LW";"Wide Attacker";"83.75";"43.6";"7";"0";"0.59";"1.11";"28.14";"28.52";"8298.29";"138.3";"1532.61";"681.46";"63.31";"219.22";"12.58";"900.69";"75.89";"96.14";"8.26";"65.87";"15.34";"5.9";"1.77"
"Diego Lainez Leyva";"D. Lainez";"22092";"2000-06-09";"RW";"Wide Attacker";"91.16";"47.22";"12";"0";"0.66";"1.22";"28.62";"29.56";"8427.03";"140.45";"1677.23";"618.23";"59.5";"198.84";"11.01";"817.07";"70.52";"101.11";"8.26";"66.7";"14.51";"5.29";"1.91"
"Lisandro Magallán";"L. Magallán";"22235";"1993-09-27";"CB";"Central Defender";"101.2";"54.24";"11";"0";"0.67";"1.39";"29.11";"30.58";"7380.52";"123.01";"872.64";"330.87";"30.47";"105.1";"4.73";"435.97";"35.2";"74.72";"2.92";"56.22";"5.73";"1.71";"0.6"
"Lisandro Magallán";"L. Magallán";"22235";"1993-09-27";"LCB";"Central Defender";"99.34";"51.45";"10";"0";"0.72";"1.6";"28.67";"29.58";"7557.98";"125.97";"967.72";"316.82";"30.43";"108.44";"5.25";"425.26";"35.68";"78.36";"3.5";"55.85";"6.18";"1.87";"0.35"
"Carlos Emilio Orrantía Treviño";"C. Orrantía";"23230";"1991-02-01";"RWB";"Full Back";"95.6";"46.35";"7";"0";"0.69";"1.5";"28.53";"28.82";"8761.19";"146.02";"1702.28";"830.8";"67.31";"274.22";"11.46";"1105.02";"78.77";"97.26";"6.84";"69.34";"12.57";"5.36";"2.22"
"Luis Ricardo Reyes Moreno";"L. Reyes";"23247";"1991-04-03";"LB";"Full Back";"95.81";"50.46";"19";"0";"0.65";"1.39";"28.06";"30.04";"8201.72";"136.7";"1394.77";"628.07";"49.69";"164.79";"8.01";"792.86";"57.71";"88.75";"5.19";"63.59";"9.89";"2.94";"0.5"
"Brayan Eduardo Garnica Cortéz";"B. Garnica";"23253";"1996-05-27";"RW";"Wide Attacker";"90.39";"47.54";"8";"0";"0.7";"1.35";"27.93";"28.54";"8435.55";"140.59";"1450.73";"570.6";"53.95";"158.55";"8.36";"729.15";"62.31";"91.66";"5.84";"65.15";"11.83";"3.47";"1.26"
