Name,Team,Competition,Season,Minutes,90s,Appearances,Primary Position,Secondary Position,Gender,Nationality,Age,Date of Birth,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Abdulaziz Masnom,Al Orubah,Pro League,2024/2025,86,0.96,3,Centre Forward,Left Centre Forward,Man,Yemen,19,05/02/06,,0,0,0.1,0.05,2.08,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0.1,2.08,-0.1,0,0,0,,2.08,0,0,2.08,0,0,1.04,0.38,38.5,20.81,0,8.33,65.61,2.08,2.08,1.04,1.04,100,0.38,0.38,3.12,,0,75,6.24,0,34.34,25.11,7.28,5.2,1.04,65.71,27.06,79,3.12,60,1.04,0,0,11.45,46,1.04,0,100,1.04,1.04,46,17,-29,59.23,2.08,0.29,0.29,9.37,78,3.76,3.12,0,0,0,0,2.08,2.08,0,,0,,0,31,46,23,33,67,0,19.31,12.76,1.22,116,-6.55,23.59,14.81,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,0,2.08,13,-0.02,-0.02,-0.05,-0.1,,-0.19
Abdulaziz Noor,Al Wahda FC,Pro League,2024/2025,1277,14.19,19,Right Centre Forward,Right Wing,Man,Saudi Arabia,26,17/01/99,174,0.49,0.49,0.45,0.16,2.89,17,39,6,,0.37,0,0.06,0.85,0,0.06,0.85,0,0,0,0.49,0.51,3.74,-0.01,3.59,1.62,1.97,45,1.41,0.07,1.9,4.51,0.56,0.24,0.35,0.24,17.76,7.89,0.01,2.33,58.44,2.82,4.86,0.7,1.27,48,0.5,0.74,1.48,27,0.78,44,1.2,0,15.58,9.38,1.97,2.89,0.28,59.16,10.22,66,2.26,78,0.21,0,0,18.47,70,0.49,83,44,0.49,0.99,25,57,-13,61.56,2.18,0.57,0.76,23.54,74,6.36,6.34,0.63,0.63,0,0.35,4.86,5.5,0,22,0.28,33,0.78,9,73,17,8,73,19,14.66,13.09,0.98,113,-1.56,14.37,14.83,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26,11,3.52,28,-0.02,0.1,0,0.07,,0.15
Abdulbasit Hindi,Al Ittifaq,Pro League,2024/2025,1074,11.93,15,Left Centre Back,Left Back,Man,Saudi Arabia,28,01/02/97,178,0,0,0,0.04,0.08,0,0,0,,0,0,0.06,0.34,0,0.06,0.34,0,0,0,0,0.06,0.42,-0.06,0.67,0.42,0.25,63,0.75,0,0.42,0.75,3.1,3.19,2.01,1.86,15.92,8.71,0.05,6.12,31.76,1.93,7.37,1.84,4.94,59,2.1,5.28,1.17,39,1.26,63,1.26,0,12.9,14.17,4.11,1.93,0.25,34.74,3.77,29,1.34,70,0.17,0,0,42.57,87,3.27,85,63,2.6,4.61,12,66,-20,42.73,3.69,0.31,0.36,34.52,97,4.42,5.11,0.42,0.42,0,0,0.17,0.59,0.17,20,0.08,50,0,32,62,6,36,59,5,19.57,17.54,0.94,94,-2.03,18.44,16.56,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,9,2.07,15,0.09,0.04,0.07,0,,0.21
Abdulelah Al Amri,Al Ittihad,Pro League,2024/2025,1519,16.88,20,Right Centre Back,Left Centre Back,Man,Saudi Arabia,28,14/01/97,183,0,0,0.02,0.05,0.41,0,14,0,,0,0.06,0.03,0.18,0.06,0.03,0.18,0,0,0,0.06,0.05,0.59,0.01,0.47,0.24,0.24,50,0.65,0,0.24,0.36,2.31,3,2.55,2.92,15.16,7.52,0.05,5.92,30.22,1.78,8.83,1.84,4.15,69,2.49,5.49,1.07,58,0.83,48,1.18,0.18,12.26,15.92,3.55,1.9,0.3,33.55,2.84,23,1.01,53,0.24,0,0,49.64,87,3.44,14,55,3.49,5.33,10,70,-17,39.12,4.98,0.55,0.58,39.63,99,4.51,5.63,0.3,0.3,0,0.12,0.95,1.24,0.06,0,0,0,0.18,26,72,2,41,57,2,21.89,24.66,0.93,96,2.77,20.4,23.72,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,8,3.48,27,0.07,0.05,0.1,-0.02,,0.21
Abdulelah Al Khaibari,Al Riyadh,Pro League,2024/2025,2923,32.48,30,Left Back,Left Wing Back,Man,Saudi Arabia,28,21/05/97,175,0,0,0.01,0.03,0.4,0,46,1,,0.01,0.03,0.03,0.52,0.03,0.03,0.52,0,0,0,0.03,0.04,0.92,-0.01,1.35,0.8,0.55,59,1.79,0,0.71,1.51,1.26,1,1.29,0.9,16.66,8.74,0.02,3.66,36.19,2.19,6.87,2.37,3.63,68,1.7,2.7,1.05,50,1.14,41,0.34,0.03,13.27,9.19,2.71,2.59,0.28,40.21,4.5,34,1.79,69,0.25,0,0,33.13,81,1.57,83,46,1.76,2.93,14,77,-4,51.98,4.62,0.22,0.24,31.96,94,5.79,9.02,0.59,0.55,0.03,0,0.49,1.05,0.09,42,0.4,22,0.09,24,63,14,26,57,17,18.06,16.04,0.91,96,-2.01,16.42,15.43,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,12,3.77,33,0.06,0.09,-0.01,-0.01,,0.14
Abdulelah Al Malki,Al Ittifaq,Pro League,2024/2025,1016,11.28,22,Centre Defensive Midfielder,Right Defensive Midfielder,Man,Saudi Arabia,30,10/10/94,176,0,0,0.02,0.03,0.62,0,14,0,,0,0,0.03,0.44,0,0.03,0.44,0,0,0,0,0.05,1.06,-0.05,1.68,0.89,0.8,53,2.3,0,0.89,1.77,1.24,1.24,0.44,0.32,23.04,11.17,0.03,4.17,42.38,3.63,8.15,2.04,3.28,72,1.89,3.13,2.75,47,0.8,57,0.35,0.09,18.26,17.07,3.54,3.28,0.09,43.63,7.18,39,2.39,73,0.8,0,0,49.1,86,2.3,15,58,0.8,3.63,20,85,0,46.61,5.49,0.44,0.45,46.62,95,4.01,8.68,0.44,0.44,0,0.18,0.53,0.97,0.09,0,0.09,50,0.09,20,70,10,28,64,8,17.57,14.65,0.94,97,-2.92,16.56,14.22,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,9,4.27,34,-0.02,0.09,0.02,-0.02,,0.07
Abdulelah Mohamed Saeed,Al Ittihad,Pro League,2024/2025,534,5.93,12,Right Wing,Centre Attacking Midfielder,Man,Saudi Arabia,23,01/06/01,170,0,0,0.07,0.07,1.01,0,17,1,,0,0,0.05,0.67,0,0.03,0.34,0,0.02,0.34,0,0.12,1.69,-0.12,4.05,1.85,2.19,46,0.67,0,2.36,4.72,0,0,0.34,0.5,28.99,12.3,0.02,5.39,45.05,2.36,3.71,3.03,3.03,64,4.39,4.39,2.36,47,1.69,100,0.34,0,23.6,33.55,4.21,4.72,0.17,46.16,9.78,41,3.54,75,0.34,0,0,35.23,82,1.18,90,44,0.67,2.36,22,86,4,61.42,4.05,0.21,0.25,38.43,82,4.67,13.82,1.52,1.01,0.51,0.34,2.7,3.71,0.17,11,0.17,20,0.34,13,67,20,15,66,20,16.42,15.01,0.9,96,-1.41,14.71,14.45,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,8,5.02,34,-0.06,-0.01,0,-0.01,,-0.08
Abdulfattah Adam,Al Taawon,Pro League,2024/2025,1172,13.02,27,Centre Forward,Left Centre Forward,Man,Saudi Arabia,30,31/12/94,180,0.31,0.31,0.47,0.23,2.07,15,52,4,,0.43,0.08,0.15,1.23,0.08,0.15,1.23,0,0,0,0.38,0.62,3.3,-0.24,1.15,0.46,0.69,40,1.38,0,0.77,2.23,0.23,0.2,0.46,0.54,15.98,6.84,0.03,2.69,59.92,1.61,3.69,0.15,0.38,25,0.2,0.39,0.77,14,0.46,27,1,0,15.06,18.42,2.46,2.69,0.08,62.49,10.22,68,2.23,83,0.46,0,0,18.9,80,0.85,15,58,0.77,1.15,27,77,-2,56.46,1.77,0.41,0.71,19.28,85,4.53,6.07,0.38,0.38,0,0.92,5.22,5.61,0.23,20,0.23,50,1,10,68,22,15,67,18,15.8,14.15,1.01,94,-1.65,15.93,13.27,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,11,2.91,27,-0.03,0.13,0.02,0.05,,0.16
Abdulfattah Asiri,Al-Kholood,Pro League,2024/2025,379,4.21,12,Right Midfielder,Left Wing,Man,Saudi Arabia,31,25/02/94,166,0,0,0.06,0.04,1.42,0,17,2,,0,0.24,0.13,2.14,0.24,0.12,1.9,0,0,0.24,0.24,0.19,3.56,0.05,2.61,2.14,0.47,82,2.14,0,2.37,4.04,0.71,0.55,0.24,0.15,18.51,6.17,0,2.14,44.71,3.09,5.7,0.71,1.42,50,0.53,1.08,2.37,50,0.71,0,0,0,15.43,10.56,1.66,2.37,0.24,45.73,6.88,45,2.14,90,0,0,0,30.38,80,1.66,83,64,0.47,2.37,21,90,10,58.56,6.17,0.31,0.43,37.27,84,6.14,13.53,2.85,2.85,0,0.24,1.9,4.75,0.24,33,1.19,45,0.47,23,66,11,32,58,11,17.86,14.49,0.99,105,-3.37,17.64,15.17,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,13,4.75,39,0.21,0.1,0,-0.06,,0.24
Abdulhadi  Al-Harajin,Al Feiha,Pro League,2024/2025,433,4.81,16,Right Wing,Left Centre Midfielder,Man,Saudi Arabia,30,26/10/94,171,0,0,0.14,0.09,1.66,0,13,2,,0.03,0.21,0.03,0.42,0.21,0.02,0.21,0,0.01,0.21,0.21,0.17,2.08,0.04,2.7,2.08,0.62,77,2.7,0,1.66,2.49,0.62,0.51,0,0,15.99,8.1,0,3.53,51.51,2.49,5.82,0.42,1.04,40,0.31,0.82,1.66,0,0.62,0,0,0,13.92,11.04,2.91,3.74,0.42,52.62,7.89,57,2.7,72,0.42,0,0,34.27,77,1.87,18,43,0.62,3.74,31,81,5,56.52,4.57,0.31,0.35,40.5,90,6.42,9.97,1.25,0.83,0.42,0,3.95,4.78,0.83,17,0.21,9,0,16,69,15,23,65,13,19.1,15.79,0.94,103,-3.31,17.97,16.31,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,7,3.53,39,-0.04,-0.01,0,-0.12,,-0.17
Abdulkarim Darisi,Al Ahli SC,Pro League,2024/2025,250,2.78,10,Centre Forward,Left Midfielder,Man,Saudi Arabia,22,17/04/03,184,0.36,0.36,0.33,0.45,0.72,50,50,4,,0.35,0,0.15,0.72,0,0.15,0.72,0,0,0,0.36,0.48,1.44,-0.12,1.08,0,1.08,0,0,0,0.36,5.4,0.36,0.39,0,0,31.32,18,0.03,4.68,62.73,2.16,4.32,1.44,1.8,50,1.66,2.05,0.36,20,1.44,0,0,0,29.52,35.96,4.32,5.04,0.36,64.11,21.24,72,5.04,100,0,0,0,8.28,64,0.36,19,25,0.72,0.72,36,67,3,61.62,0.72,0.53,0.7,12.24,56,7.59,2.52,0.36,0.36,0,0.36,1.8,2.16,0,0,0,0,0.36,16,68,16,0,86,14,18.1,23.27,0.73,89,5.17,13.27,20.65,0,0,0,0,0,,0,0,,0,0,0,0,0,0,36,16,1.58,12,-0.04,-0.03,-0.02,0.23,,0.15
Abdullah Abdalbaset,Damak Club,Pro League,2024/2025,107,1.19,1,Goalkeeper,,Man,Saudi Arabia,24,11/12/00,170,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3.37,2.39,0,4.22,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,0,16.87,90,4.22,21,63,0.84,5.9,7,50,-40,11.89,0,0.01,0.01,12.65,100,4.13,0,0,0,0,0,0,0,0,,0,,0,13,87,0,,,,25.89,38.63,0.85,67,12.74,22.09,26,0,0.19,0.19,100,77,23,0.28,0.84,20,4.22,1.33,0,0,26.17,-3,10,3,,,0.01,0.02,,,0.25,0.28
Abdullah Al Ammar,Al Ahli SC,Pro League,2024/2025,621,6.9,13,Left Back,Left Midfielder,Man,Saudi Arabia,31,28/02/94,179,0,0,0.01,0.05,0.29,0,50,0,,0.01,0,0.01,0.43,0,0.01,0.43,0,0,0,0,0.02,0.72,-0.02,0.87,0.58,0.29,67,0.58,0,0.29,0.43,1.59,1.83,2.03,2.17,18.69,9.85,0.03,4.49,38.79,3.04,6.52,2.46,4.06,65,2.58,4.41,1.16,56,1.3,50,0.72,0,15.07,16.95,2.75,2.75,0,39.82,5.51,37,2.03,74,0,0,0,29.85,78,1.16,90,44,2.46,2.17,16,61,-17,52.4,4.93,0.51,0.52,25.36,97,3.55,9.27,1.01,0.87,0.14,0.14,1.01,1.88,0,57,0.58,33,0,28,60,12,25,58,17,18.77,17.28,0.94,90,-1.49,17.72,15.61,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,11,4.41,28,0.12,0.06,-0.02,-0.01,,0.15
Abdullah Al Fahad,Al Khaleej,Pro League,2024/2025,1644,18.27,22,Right Centre Back,Left Centre Back,Man,Saudi Arabia,30,14/06/94,173,0,0,0.01,0.05,0.27,0,60,0,,0.02,0,0,0.05,0,0,0.05,0,0,0,0,0.02,0.33,-0.02,0.22,0.22,0,100,0.82,0,0.27,0.11,1.53,1.27,3.5,3.2,12.75,7.5,0.06,4.87,29.62,1.42,6.84,1.53,3.07,72,1.52,2.79,0.49,50,0.6,48,1.75,0.11,10.73,10.15,3.07,1.92,0.38,34.77,2.52,23,0.88,46,0.16,0,0,34.27,85,3.83,8,67,4.05,5.2,10,80,-6,33.9,1.7,0.24,0.25,26.38,99,5.12,2.19,0.05,0.05,0,0,0.71,0.77,0,0,0,0,0,28,70,2,48,48,5,22.89,20.45,0.95,92,-2.44,21.7,18.78,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,9,2.09,19,0.05,0.05,0.08,0,,0.18
Abdullah Al Hafith,Al Wahda FC,Pro League,2024/2025,2324,25.82,26,Right Centre Back,Left Centre Back,Man,Saudi Arabia,32,24/12/92,188,0.04,0.04,0.02,0.06,0.31,13,13,0,,0,0,0.01,0.19,0,0.01,0.15,0,0,0.04,0.04,0.03,0.5,0.01,0,0,0,,0.43,0,0.15,0.15,0.7,0.54,4.49,2.82,11.58,5.27,0.07,4.73,23.85,1.74,7.55,1.67,2.36,74,1.41,1.96,0.58,61,0.58,60,2.44,0.08,9.37,8.24,2.79,1.43,0.23,27.7,1.2,13,0.62,43,0.04,0,0,37.5,83,3.83,8,51,5.73,6.31,14,67,-16,36.4,2.91,0.26,0.27,29.52,99,5.49,3.25,0.04,0.04,0,0.08,0.97,1.01,0,100,0.04,100,0.19,35,63,2,37,62,1,23.7,24.56,0.88,85,0.86,20.91,20.96,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,10,2.85,27,0.05,0.05,0.04,-0.02,,0.12
