"Player";"Short Name";"Player ID";"Birthdate";"Position";"Position Group";"Minutes";"Minutes BIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"TOP 3 Time to HSR";"TOP 3 Time to Sprint";"PSV-99";"TOP 5 PSV-99";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Explosive Acceleration to Sprint Count P60BIP"
"Felix Passlack";"F. Passlack";"3375";"1998-05-29";"RWB";"Full Back";"88.71";"46.5";"16";"0";"0.64";"1.23";"28.66";"29.46";"9418.06";"156.97";"2045.4";"973.06";"76.05";"296.94";"15.24";"1270.0";"91.29";"108.39";"6.45";"78.39";"13.71";"5.08";"2.18"
"Franck Honorat";"F. Honorat";"3588";"1996-08-11";"RW";"Wide Attacker";"81.74";"48.68";"16";"0";"0.6";"1.19";"30.95";"32.56";"8561.33";"142.69";"1400.16";"716.87";"71.41";"395.72";"17.02";"1112.59";"88.43";"94.21";"6.55";"66.63";"15.25";"5.08";"2.23"
"Granit Xhaka";"G. Xhaka";"4047";"1992-09-27";"LM";"Midfield";"93.93";"54.63";"10";"0";"0.83";"1.53";"27.02";"28.12";"9737.6";"162.29";"2361.56";"647.94";"48.32";"106.09";"5.05";"754.02";"53.37";"106.63";"2.53";"81.93";"11.2";"0.88";"0.22"
"Granit Xhaka";"G. Xhaka";"4047";"1992-09-27";"RM";"Midfield";"99.79";"56.63";"16";"0";"0.77";"1.53";"26.79";"27.96";"9650.86";"160.85";"2238.22";"632.15";"46.95";"103.7";"4.7";"735.85";"51.65";"105.76";"1.39";"80.66";"11.65";"0.46";"0.2"
"Haris Tabaković";"H. Tabaković";"4211";"1994-06-20";"CF";"Center Forward";"77.9";"41.05";"6";"0";"0.71";"1.46";"28.53";"28.74";"8946.77";"149.11";"1686.59";"683.85";"62.12";"223.89";"12.67";"907.73";"74.79";"101.83";"5.6";"80.88";"9.01";"4.14";"1.71"
"Harry Kane";"H. Kane";"4219";"1993-07-28";"CF";"Center Forward";"89.57";"54.66";"27";"0";"0.66";"1.59";"27.32";"29.18";"8702.64";"145.04";"1458.53";"530.45";"39.15";"112.04";"4.23";"642.49";"43.38";"67.2";"2.28";"51.1";"5.69";"0.98";"0.16"
"Jackson Irvine";"J. Irvine";"4594";"1993-03-07";"RM";"Midfield";"98.22";"55.96";"25";"0";"0.66";"1.4";"26.94";"28.48";"9787.3";"163.12";"2221.05";"716.52";"57.9";"127.12";"7.03";"843.64";"64.93";"115.75";"3.73";"86.93";"13.55";"2.19";"0.34"
"Jeffrey Gouweleeuw";"J. Gouweleeuw";"4888";"1991-07-10";"CB";"Central Defender";"97.35";"54.17";"30";"0";"0.75";"1.52";"27.92";"29.84";"7842.89";"130.71";"1035.94";"356.8";"29.83";"83.59";"4.32";"440.38";"34.15";"76.68";"2.4";"56.52";"5.87";"1.29";"0.22"
"João Maria Lobo Alves Palhinha Gonçalves";"João Palhinha";"5074";"1995-07-09";"LDM";"Midfield";"82.99";"50.24";"5";"0";"0.83";"1.57";"26.4";"26.4";"9359.24";"155.99";"2060.35";"615.76";"46.58";"86.94";"4.3";"702.71";"50.88";"91.96";"2.39";"73.81";"9.79";"0.96";"0.24"
"Joshua Kimmich";"J. Kimmich";"5472";"1995-02-08";"RDM";"Midfield";"96.69";"59.18";"26";"0";"0.67";"1.36";"27.27";"29.16";"9498.43";"158.31";"1864.85";"526.62";"42.7";"107.31";"5.23";"633.94";"47.92";"91.72";"2.96";"74.25";"8.07";"1.6";"0.31"
"Julian Brandt";"J. Brandt";"5568";"1996-05-02";"AM";"Midfield";"93.29";"52.18";"13";"0";"0.73";"1.45";"29.12";"30.38";"9348.34";"155.81";"1821.41";"740.47";"65.72";"213.53";"12.12";"954.0";"77.84";"94.03";"4.16";"69.62";"10.26";"2.74";"0.8"
"Julian Brandt";"J. Brandt";"5568";"1996-05-02";"LM";"Midfield";"90.82";"50.69";"6";"0";"0.72";"1.4";"28.62";"29.0";"9463.17";"157.72";"1873.38";"715.86";"65.1";"200.42";"11.05";"916.27";"76.14";"97.25";"4.14";"76.73";"10.26";"3.16";"1.18"
"Julian Weigl";"J. Weigl";"5585";"1995-09-08";"LDM";"Midfield";"93.86";"53.7";"24";"0";"0.66";"1.63";"26.22";"27.94";"9647.52";"160.79";"2008.28";"471.78";"37.2";"64.9";"2.79";"536.69";"39.99";"96.56";"1.91";"78.73";"8.1";"1.02";"0.09"
"Kevin Kampl";"K. Kampl";"5830";"1990-10-09";"LM";"Midfield";"88.35";"48.8";"10";"0";"0.76";"1.55";"27.22";"28.18";"9804.71";"163.41";"2155.33";"621.64";"48.32";"123.07";"5.29";"744.71";"53.61";"101.93";"2.83";"82.25";"10.82";"1.6";"0.37"
"Kevin Vogt";"K. Vogt";"5880";"1991-09-23";"CB";"Central Defender";"93.53";"50.99";"13";"0";"0.66";"1.21";"29.33";"31.18";"8154.12";"135.9";"1129.34";"389.09";"35.66";"118.02";"6.52";"507.11";"42.18";"79.83";"3.71";"58.11";"7.06";"1.9";"0.45"
"Kingsley Coman";"K. Coman";"5922";"1996-06-13";"LW";"Wide Attacker";"74.87";"47.53";"12";"0";"0.56";"1.15";"29.77";"31.0";"8278.71";"137.98";"1447.74";"600.16";"59.02";"227.97";"12.31";"828.12";"71.32";"93.42";"8.31";"68.38";"14.41";"6.21";"2.52"
"Leon  Goretzka";"L. Goretzka";"6158";"1995-02-06";"LDM";"Midfield";"92.15";"57.49";"9";"0";"0.74";"1.38";"28.9";"29.92";"8505.57";"141.76";"1462.71";"530.21";"48.47";"176.39";"7.77";"706.59";"56.24";"85.93";"3.94";"66.45";"9.97";"2.55";"0.46"
"Leonardo Bittencourt";"L. Bittencourt";"6167";"1993-12-19";"RM";"Midfield";"80.06";"44.8";"8";"0";"0.8";"null";"25.91";"26.42";"9805.32";"163.42";"2298.76";"657.48";"48.39";"69.31";"3.85";"726.8";"52.24";"101.29";"1.51";"74.34";"9.38";"0.84";"0.0"
"Leroy Sané";"L. Sané";"6184";"1996-01-11";"LW";"Wide Attacker";"88.17";"53.38";"11";"0";"0.55";"1.11";"31.28";"32.3";"8132.47";"135.54";"1454.08";"723.11";"75.92";"397.16";"18.7";"1120.27";"94.62";"97.48";"9.81";"64.37";"17.06";"7.87";"3.68"
"Leroy Sané";"L. Sané";"6184";"1996-01-11";"RW";"Wide Attacker";"75.87";"47.26";"6";"0";"0.62";"1.18";"30.97";"31.28";"8025.46";"133.76";"1489.68";"702.52";"71.52";"334.54";"15.45";"1037.07";"86.97";"90.99";"8.46";"60.1";"15.24";"5.5";"2.33"
"Lewis Holtby";"L. Holtby";"6201";"1990-09-18";"LM";"Midfield";"79.13";"42.87";"5";"0";"1.29";"null";"26.24";"26.24";"10442.52";"174.04";"2562.27";"864.73";"57.67";"108.34";"5.88";"973.06";"63.55";"92.66";"0.84";"68.86";"7.84";"0.0";"0.0"
"Lewis Holtby";"L. Holtby";"6201";"1990-09-18";"RM";"Midfield";"85.57";"44.84";"6";"0";"0.93";"null";"27.32";"27.68";"10285.78";"171.43";"2435.98";"927.65";"66.23";"170.59";"6.91";"1098.24";"73.14";"92.99";"2.45";"73.81";"8.7";"0.67";"0.22"
"Mario Götze";"M. Götze";"6890";"1992-06-03";"RW";"Wide Attacker";"79.01";"44.93";"5";"0";"0.85";"null";"26.74";"26.74";"9823.74";"163.73";"2383.08";"953.02";"69.18";"193.65";"9.35";"1146.67";"78.53";"100.96";"5.07";"69.18";"14.69";"4.54";"0.53"
"Marius Wolf";"M. Wolf";"6917";"1995-05-27";"RWB";"Full Back";"80.72";"45.01";"23";"0";"0.68";"1.37";"28.49";"30.34";"8718.37";"145.31";"1592.43";"647.82";"52.8";"157.23";"8.17";"805.05";"60.97";"93.66";"5.27";"71.17";"11.42";"3.25";"0.87"
"Marvin Ducksch";"M. Ducksch";"7077";"1994-03-07";"CF";"Center Forward";"87.71";"48.36";"28";"0";"0.73";"1.5";"27.65";"29.84";"8352.77";"139.21";"1365.67";"591.38";"51.22";"143.29";"6.78";"734.67";"58.0";"83.26";"5.54";"61.99";"12.18";"3.63";"0.84"
"Marvin Friedrich";"M. Friedrich";"7079";"1995-12-13";"RCB";"Central Defender";"96.49";"57.99";"7";"0";"0.79";"1.53";"27.89";"28.42";"7684.79";"128.08";"1025.74";"278.75";"24.54";"62.37";"2.96";"341.13";"27.49";"79.07";"2.36";"57.79";"4.88";"1.63";"0.59"
"Matthias Ginter";"M. Ginter";"7262";"1994-01-19";"RCB";"Central Defender";"97.68";"55.96";"26";"0";"0.74";"1.53";"27.63";"29.74";"7859.84";"131.0";"1116.63";"317.08";"25.4";"66.93";"2.89";"384.0";"28.29";"85.82";"2.68";"62.68";"6.27";"1.07";"0.21"
"Maximilian Arnold";"M. Arnold";"7348";"1994-05-27";"DM";"Midfield";"99.6";"54.42";"12";"0";"0.79";"null";"26.32";"27.54";"9509.81";"158.5";"1921.09";"504.3";"37.67";"68.26";"2.76";"572.56";"40.42";"86.18";"1.38";"70.65";"8.08";"0.55";"0.0"
"Maximilian Arnold";"M. Arnold";"7348";"1994-05-27";"LM";"Midfield";"97.21";"51.27";"8";"0";"0.93";"null";"26.2";"27.16";"9663.04";"161.05";"2074.7";"552.46";"43.44";"102.24";"2.93";"654.71";"46.37";"95.95";"2.19";"76.21";"8.63";"1.02";"0.44"
"Maximilian Eggestein";"M. Eggestein";"7349";"1996-12-08";"RDM";"Midfield";"93.66";"53.61";"19";"0";"0.72";"1.62";"26.51";"28.34";"9426.94";"157.12";"2142.88";"603.3";"46.12";"94.36";"4.3";"697.66";"50.42";"109.74";"2.65";"82.64";"10.48";"1.47";"0.12"
"Maximilian Eggestein";"M. Eggestein";"7349";"1996-12-08";"RM";"Midfield";"90.81";"51.29";"9";"0";"0.78";"null";"26.36";"27.2";"9632.71";"160.55";"2250.08";"693.22";"49.4";"83.58";"4.94";"776.8";"54.33";"111.01";"1.56";"84.49";"9.49";"0.39";"0.0"
"Maximilian Mittelstädt";"M. Mittelstädt";"7351";"1997-03-18";"LB";"Full Back";"92.93";"51.37";"20";"0";"0.63";"1.39";"29.06";"30.24";"8433.35";"140.56";"1325.28";"658.7";"58.52";"235.72";"12.32";"894.42";"70.85";"93.68";"5.31";"68.63";"13.84";"3.21";"1.17"
"Michael Gregoritsch";"M. Gregoritsch";"7429";"1994-04-18";"CF";"Center Forward";"77.37";"45.31";"5";"0";"0.91";"null";"26.56";"26.56";"8000.41";"133.34";"1228.69";"610.77";"50.85";"134.81";"5.56";"745.59";"56.42";"80.25";"4.24";"60.65";"11.92";"2.12";"0.26"
"Mitchell Weiser";"M. Weiser";"7704";"1994-04-21";"RWB";"Full Back";"98.34";"54.03";"27";"0";"0.65";"1.33";"28.29";"29.54";"9054.99";"150.92";"1920.39";"838.18";"68.57";"229.8";"12.22";"1067.98";"80.78";"106.7";"6.58";"78.27";"15.59";"4.69";"1.03"
"Nadiem Amiri";"N. Amiri";"7846";"1996-10-27";"LM";"Midfield";"95.34";"51.05";"25";"0";"0.62";"1.3";"27.94";"29.32";"9425.58";"157.09";"1846.78";"652.37";"54.44";"165.16";"7.85";"817.54";"62.29";"88.67";"2.68";"68.08";"9.59";"1.88";"0.42"
"Nico Elvedi";"N. Elvedi";"7965";"1996-09-30";"LCB";"Central Defender";"96.78";"56.0";"23";"0";"0.71";"1.39";"28.85";"30.72";"7864.2";"131.07";"1106.95";"350.52";"32.23";"98.52";"5.03";"449.04";"37.26";"82.31";"3.35";"64.51";"6.66";"1.82";"0.28"
"Niklas Stark";"N. Stark";"8065";"1995-04-14";"RCB";"Central Defender";"93.51";"50.36";"16";"0";"0.67";"1.32";"29.35";"30.88";"8479.93";"141.33";"1312.32";"470.11";"43.79";"141.19";"7.3";"611.29";"51.08";"82.51";"4.69";"60.09";"8.71";"2.9";"0.89"
"Niklas Süle";"N. Süle";"8066";"1995-09-03";"RCB";"Central Defender";"86.04";"48.99";"8";"0";"0.82";"1.76";"29.29";"30.5";"8105.09";"135.08";"1191.38";"377.84";"35.36";"129.06";"5.05";"506.89";"40.42";"82.36";"2.14";"62.92";"6.89";"1.07";"0.31"
"Pascal Groß";"P. Groß";"8391";"1991-06-15";"LDM";"Midfield";"85.08";"47.31";"12";"0";"0.81";"null";"25.42";"26.32";"10626.76";"177.11";"2919.53";"853.28";"59.51";"68.81";"3.91";"922.09";"63.42";"110.14";"1.9";"81.17";"10.57";"0.74";"0.0"
"Pascal Groß";"P. Groß";"8391";"1991-06-15";"LM";"Midfield";"90.66";"54.73";"5";"0";"1.03";"null";"26.38";"26.38";"10193.57";"169.89";"2653.52";"584.95";"38.15";"82.66";"3.07";"667.6";"41.22";"97.34";"0.88";"76.74";"8.55";"0.66";"0.22"
"Pavel Kadeřábek";"P. Kadeřábek";"8523";"1992-04-25";"RB";"Full Back";"87.17";"45.17";"6";"0";"0.72";"null";"27.87";"28.02";"8978.19";"149.64";"1591.56";"689.63";"59.77";"184.64";"9.74";"874.26";"69.52";"105.6";"5.98";"76.82";"13.06";"3.76";"0.44"
"Pavel Kadeřábek";"P. Kadeřábek";"8523";"1992-04-25";"RWB";"Full Back";"96.86";"53.7";"9";"0";"0.69";"1.39";"27.84";"28.62";"8479.83";"141.33";"1494.97";"554.69";"49.04";"138.18";"7.2";"692.86";"56.24";"96.71";"5.09";"74.36";"11.3";"3.85";"0.99"
"Ramy Bensebaini";"R. Bensebaini";"8863";"1995-04-16";"LB";"Full Back";"89.78";"50.15";"15";"0";"0.71";"1.34";"29.13";"31.24";"8244.39";"137.41";"1319.8";"532.64";"50.81";"187.04";"9.09";"719.68";"59.9";"90.61";"4.55";"66.6";"11.17";"2.79";"0.64"
"Ramy Bensebaini";"R. Bensebaini";"8863";"1995-04-16";"LCB";"Central Defender";"94.02";"52.22";"6";"0";"0.88";"1.79";"29.08";"29.6";"8034.6";"133.91";"1213.79";"418.45";"40.41";"147.65";"6.89";"566.1";"47.3";"91.35";"3.64";"64.92";"8.81";"2.3";"0.77"
"Rani Khedira";"R. Khedira";"8866";"1994-01-27";"DM";"Midfield";"97.52";"53.6";"5";"0";"0.74";"1.79";"27.1";"27.1";"9521.42";"158.69";"1956.72";"672.09";"52.16";"113.51";"5.82";"785.6";"57.99";"104.33";"2.01";"84.18";"11.87";"1.12";"0.22"
"Rani Khedira";"R. Khedira";"8866";"1994-01-27";"LM";"Midfield";"94.57";"51.83";"18";"0";"0.81";"1.5";"27.12";"28.4";"9440.72";"157.35";"1927.14";"671.86";"53.7";"129.72";"6.37";"801.57";"60.07";"100.33";"2.83";"79.3";"12.48";"1.22";"0.19"
"Raphaël Adelino José Guerreiro";"Raphaël Guerreiro";"8869";"1993-12-22";"LB";"Full Back";"78.66";"49.45";"10";"0";"0.69";"1.59";"26.98";"27.76";"8757.82";"145.96";"1641.42";"686.63";"54.12";"146.33";"7.28";"832.96";"61.4";"98.89";"4.73";"71.22";"14.32";"2.79";"0.36"
"Raphaël Adelino José Guerreiro";"Raphaël Guerreiro";"8869";"1993-12-22";"RB";"Full Back";"84.35";"54.1";"7";"0";"0.82";"1.65";"27.64";"28.0";"8769.23";"146.15";"1597.43";"625.22";"55.93";"147.99";"8.24";"773.21";"64.17";"94.91";"5.23";"70.51";"14.26";"3.17";"1.43"
"Serhou Guirassy";"S. Guirassy";"9700";"1996-03-12";"CF";"Center Forward";"97.07";"54.15";"29";"0";"0.67";"1.28";"29.64";"31.36";"8088.64";"134.81";"1231.65";"627.29";"59.42";"243.13";"11.69";"870.42";"71.11";"83.26";"5.77";"60.41";"10.89";"4.2";"1.34"
"Serge  Gnabry";"S. Gnabry";"9724";"1995-07-14";"LW";"Wide Attacker";"71.09";"43.46";"7";"0";"0.71";"1.47";"28.87";"29.46";"8128.7";"135.48";"1424.3";"670.34";"60.35";"194.85";"8.87";"865.19";"69.22";"92.69";"7.49";"66.46";"15.19";"5.13";"0.59"
"Stefan Bell";"S. Bell";"9969";"1991-08-24";"CB";"Central Defender";"89.6";"47.01";"16";"0";"0.88";"2.35";"27.23";"30.06";"8009.47";"133.49";"1181.25";"365.25";"28.88";"75.7";"2.55";"440.95";"31.43";"85.99";"3.19";"61.42";"6.94";"0.8";"0.16"
"Theoson Jordan Siebatcheu";"J. Siebatcheu";"10246";"1996-04-26";"CF";"Center Forward";"79.72";"43.61";"9";"0";"0.76";"2.08";"27.19";"27.96";"8615.57";"143.59";"1626.36";"717.95";"58.39";"130.84";"7.18";"848.79";"65.57";"94.62";"4.89";"75.51";"12.99";"2.6";"0.61"
"Thomas Müller";"T. Müller";"10308";"1989-09-13";"AM";"Midfield";"89.08";"57.49";"5";"0";"0.79";"null";"27.62";"27.62";"8756.72";"145.95";"1484.92";"603.03";"45.71";"120.65";"6.47";"723.67";"52.18";"86.42";"3.55";"67.42";"11.06";"1.46";"0.21"
"Thomas Müller";"T. Müller";"10308";"1989-09-13";"CF";"Center Forward";"70.42";"42.58";"6";"0";"0.95";"null";"26.02";"26.3";"8756.95";"145.95";"1519.14";"598.59";"47.44";"84.77";"4.7";"683.37";"52.13";"83.6";"4.23";"63.64";"11.51";"1.88";"0.47"
"Vincenzo Grifo";"V. Grifo";"10729";"1993-04-07";"LW";"Wide Attacker";"81.73";"47.02";"29";"0";"0.68";"1.35";"27.85";"30.24";"9333.94";"155.57";"1968.7";"797.48";"63.9";"189.93";"9.86";"987.41";"73.75";"104.34";"4.62";"73.62";"12.41";"2.9";"0.7"
"Waldemar Anton";"W. Anton";"10788";"1996-07-20";"CB";"Central Defender";"99.81";"55.51";"5";"0";"0.75";"1.43";"29.18";"29.18";"8669.7";"144.5";"1527.85";"524.63";"51.88";"190.66";"10.38";"715.29";"62.26";"96.63";"4.11";"69.39";"8.43";"3.24";"1.73"
"Waldemar Anton";"W. Anton";"10788";"1996-07-20";"RCB";"Central Defender";"97.05";"55.68";"11";"0";"0.65";"1.4";"28.2";"29.16";"8697.93";"144.97";"1438.18";"565.44";"48.79";"142.63";"7.84";"708.07";"56.62";"99.73";"4.6";"69.16";"9.21";"2.64";"0.78"
"Willi Orbán";"W. Orbán";"10853";"1992-11-03";"CB";"Central Defender";"95.1";"53.45";"12";"0";"0.63";"1.45";"28.75";"29.94";"8213.14";"136.89";"1189.74";"424.3";"39.57";"128.71";"5.89";"553.01";"45.46";"89.61";"4.3";"65.85";"9.07";"2.9";"0.65"
"Willi Orbán";"W. Orbán";"10853";"1992-11-03";"RCB";"Central Defender";"95.6";"52.48";"9";"0";"0.65";"1.22";"28.37";"29.1";"8151.35";"135.86";"1146.48";"433.57";"37.35";"112.81";"6.22";"546.37";"43.57";"84.99";"4.07";"63.77";"7.49";"2.29";"0.76"
"Yannick Gerhardt";"Y. Gerhardt";"10965";"1994-03-13";"LM";"Midfield";"91.78";"49.78";"8";"0";"0.74";"1.62";"27.75";"28.24";"9856.08";"164.27";"2255.16";"967.27";"72.17";"218.01";"10.55";"1185.29";"82.72";"101.25";"4.82";"74.43";"14.77";"2.71";"1.21"
"Anthony Caci";"A. Caci";"11239";"1997-07-01";"RWB";"Full Back";"89.53";"47.58";"31";"0";"0.64";"1.29";"28.57";"30.7";"9012.43";"150.21";"1778.54";"742.38";"61.91";"222.59";"11.11";"964.97";"73.02";"103.2";"5.74";"75.5";"12.53";"3.58";"1.06"
"Stefan Lainer";"S. Lainer";"11298";"1992-08-27";"RB";"Full Back";"88.47";"54.69";"6";"0";"0.65";"1.55";"29.88";"30.1";"8582.18";"143.04";"1465.38";"633.58";"56.14";"231.86";"11.7";"865.44";"67.84";"95.45";"4.57";"73.87";"13.53";"3.66";"0.91"
"Amadou Haidara";"A. Haidara";"11301";"1998-01-31";"LM";"Midfield";"75.25";"42.85";"9";"0";"0.71";"1.45";"27.11";"28.02";"9747.43";"162.46";"2152.75";"548.69";"38.74";"97.54";"3.27";"646.23";"42.0";"95.52";"2.18";"73.43";"10.11";"0.47";"0.16"
"Robin Hack";"R. Hack";"11347";"1998-08-27";"LW";"Wide Attacker";"80.0";"47.52";"24";"0";"0.6";"1.23";"29.31";"31.12";"9256.12";"154.27";"1823.75";"822.21";"69.6";"259.99";"13.68";"1082.19";"83.28";"99.48";"4.95";"72.18";"13.31";"3.16";"1.05"
"Philipp Lienhart";"P. Lienhart";"11350";"1996-07-11";"LCB";"Central Defender";"95.42";"55.38";"31";"0";"0.66";"1.37";"28.6";"31.2";"8181.65";"136.36";"1272.06";"401.52";"34.81";"106.81";"5.31";"508.33";"40.12";"87.41";"3.11";"63.72";"7.69";"1.82";"0.42"
"Christian Günter";"C. Günter";"11354";"1993-02-28";"LB";"Full Back";"89.75";"52.82";"26";"0";"0.64";"1.23";"30.18";"31.74";"8307.31";"138.46";"1353.31";"598.5";"55.22";"246.52";"11.18";"845.02";"66.4";"93.79";"5.24";"68.33";"12.54";"3.98";"1.62"
"Janik Haberer";"J. Haberer";"11355";"1994-04-02";"LM";"Midfield";"83.65";"46.19";"5";"0";"0.8";"null";"27.3";"27.3";"9946.89";"165.78";"2062.12";"576.97";"51.44";"128.07";"7.27";"705.04";"58.71";"105.21";"2.34";"82.09";"9.87";"1.82";"0.0"
"Janik Haberer";"J. Haberer";"11355";"1994-04-02";"RWB";"Full Back";"88.31";"50.73";"5";"0";"0.8";"null";"27.96";"27.96";"8859.48";"147.66";"1576.21";"598.74";"50.86";"146.9";"8.04";"745.64";"58.9";"98.41";"4.49";"69.08";"13.72";"2.37";"0.47"
"Nordi Mukiele Mulere";"N. Mukiele";"11434";"1997-11-01";"RCB";"Central Defender";"97.19";"55.61";"5";"0";"0.68";"1.25";"29.38";"29.38";"8382.88";"139.71";"1315.58";"493.05";"44.88";"182.33";"7.98";"675.38";"52.87";"87.17";"5.39";"63.01";"10.14";"3.88";"1.08"
"Dayot Upamecano";"D. Upamecano";"11516";"1998-10-27";"RCB";"Central Defender";"93.94";"57.65";"19";"0";"0.6";"1.16";"29.56";"31.52";"8096.52";"134.94";"1128.7";"411.02";"39.16";"145.64";"7.23";"556.66";"46.39";"79.64";"4.49";"58.06";"7.01";"2.9";"0.82"
"Lukas Klostermann";"L. Klostermann";"11517";"1996-06-03";"RCB";"Central Defender";"94.86";"53.19";"13";"0";"0.78";"1.45";"29.35";"31.0";"8714.3";"145.24";"1415.03";"470.75";"42.35";"137.88";"7.03";"608.63";"49.37";"86.51";"3.64";"62.13";"7.55";"2.34";"0.43"
