"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count Pressures received in sample";"Count Pressures received per 100 Pressures";"Count forced losses under Pressure per 100 Pressures";"Count ball retentions under Pressure per 100 Pressures";"Ball retention ratio under Pressure";"Pass completion ratio under Pressure";"Count pass attempts under Pressure per 100 Pressures";"Count completed passes under Pressure per 100 Pressures";"Count dangerous pass attempts under Pressure per 100 Pressures";"Count dangerous passes completed under Pressure per 100 Pressures";"Dangerous pass completion ratio under Pressure";"Count difficult pass attempts under Pressure per 100 Pressures";"Count difficult passes completed under Pressure per 100 Pressures";"Difficult pass completion ratio under Pressure"
"Teun Koopmeiners";"AM";"all";"all";"14315";"T. Koopmeiners";"1998-02-28";"89.78";"27.57";"12";"0";"311";"100";"17.68";"82.32";"82.32";"87.15";"80.06";"69.77";"7.72";"4.5";"58.33";"9.65";"5.14";"53.33"
"Tijani Reijnders";"AM";"all";"all";"14324";"T. Reijnders";"1998-07-29";"92.6";"24.12";"6";"0";"150";"100";"15.33";"84.67";"84.67";"88.57";"70";"62";"12";"8";"66.67";"14";"8.67";"61.9"
"Weston  McKennie";"AM";"all";"all";"11284";"W. McKennie";"1998-08-28";"91.92";"21.79";"9";"0";"245";"100";"20";"80";"80";"81.38";"76.73";"62.45";"9.8";"5.31";"54.17";"16.73";"9.39";"56.1"
"Christian Pulišić";"AM";"all";"all";"1849";"C. Pulišić";"1998-09-18";"91.52";"23.28";"8";"0";"274";"100";"16.06";"83.94";"83.94";"84.69";"71.53";"60.58";"16.06";"10.22";"63.64";"11.31";"4.74";"41.94"
"Jens Odgaard";"AM";"all";"all";"14169";"J. Odgaard";"1999-03-31";"80.97";"21.67";"15";"0";"295";"100";"27.12";"72.88";"72.88";"78.75";"54.24";"42.71";"12.2";"7.8";"63.89";"13.56";"7.12";"52.5"
"João Félix Sequeira";"AM";"all";"all";"12315";"João Félix";"1999-11-10";"79.38";"21.41";"7";"0";"182";"100";"23.08";"76.92";"76.92";"77.95";"69.78";"54.4";"15.38";"9.34";"60.71";"20.33";"11.54";"56.76"
"Charles De Ketelaere";"AM";"all";"all";"24268";"C. De Ketelaere";"2001-03-10";"72.1";"20.71";"5";"0";"174";"100";"25.86";"74.14";"74.14";"73.91";"66.09";"48.85";"13.22";"6.9";"52.17";"16.09";"6.9";"42.86"
"Lucas Beltrán";"AM";"all";"all";"36807";"L. Beltrán";"2001-03-29";"77.96";"20.12";"9";"0";"193";"100";"16.58";"83.42";"83.42";"87.12";"68.39";"59.59";"8.29";"6.22";"75";"9.84";"6.74";"68.42"
"Tomáš Suslov";"AM";"all";"all";"24917";"T. Suslov";"2002-06-07";"84.04";"16.34";"8";"0";"173";"100";"22.54";"77.46";"77.46";"82";"57.8";"47.4";"12.72";"8.67";"68.18";"16.18";"9.25";"57.14"
"Matías Soulé Malvano";"AM";"all";"all";"67782";"M. Soulé";"2003-04-15";"78.54";"25.25";"7";"0";"279";"100";"19";"81";"81";"87.18";"69.89";"60.93";"7.17";"5.38";"75";"12.54";"6.09";"48.57"
"Nicolás Paz Martínez";"AM";"all";"all";"163356";"Nico Paz";"2004-09-08";"95.13";"24.03";"16";"0";"597";"100";"25.13";"74.87";"74.87";"82.95";"65.83";"54.61";"10.55";"6.87";"65.08";"11.39";"6.37";"55.88"
"Francesco Acerbi";"CB";"all";"all";"3532";"F. Acerbi";"1988-02-10";"98.8";"27.66";"16";"0";"368";"100";"12.5";"87.5";"87.5";"89.44";"92.66";"82.88";"1.36";"1.09";"80";"13.86";"8.15";"58.82"
"Mats  Hummels";"CB";"all";"all";"7207";"M. Hummels";"1988-12-16";"87.85";"23.84";"9";"0";"181";"100";"13.81";"86.19";"86.19";"88.34";"90.06";"79.56";"2.21";"2.21";"100";"11.05";"6.63";"60"
"Stefan de Vrij";"CB";"all";"all";"9972";"S. de Vrij";"1992-02-05";"93.43";"28.73";"16";"0";"363";"100";"10.74";"89.26";"89.26";"91.21";"90.91";"82.92";"0.83";"0.55";"66.67";"8.82";"4.41";"50"
"Armando Izzo";"CB";"all";"all";"1037";"A. Izzo";"1992-03-02";"95.08";"22.72";"9";"0";"213";"100";"14.55";"85.45";"85.45";"88.83";"84.04";"74.65";"0";"0";"";"16.43";"10.8";"65.71"
"Berat  Djimsiti";"CB";"all";"all";"1317";"B. Djimsiti";"1993-02-19";"90.56";"24.42";"8";"0";"142";"100";"18.31";"81.69";"81.69";"84.73";"92.25";"78.17";"0.7";"0.7";"100";"13.38";"9.15";"68.42"
"Pablo Marí Villar";"CB";"all";"all";"8324";"Pablo Marí";"1993-08-31";"98.07";"23.75";"27";"0";"606";"100";"14.03";"85.97";"85.97";"88.33";"91.91";"81.19";"0";"0";"";"14.19";"8.42";"59.3"
"Amir Rrahmani";"CB";"all";"all";"13580";"A. Rrahmani";"1994-02-24";"100.18";"24.38";"8";"0";"189";"100";"14.29";"85.71";"85.71";"87.28";"91.53";"79.89";"0.53";"0";"0";"17.99";"10.58";"58.82"
"Guillermo Alfonso Maripán Loaysa";"CB";"all";"all";"11549";"G. Maripán";"1994-05-06";"98.67";"25.08";"9";"0";"197";"100";"21.83";"78.17";"78.17";"81.61";"88.32";"72.08";"1.52";"1.02";"66.67";"18.27";"10.66";"58.33"
"Yerry Fernando Mina González";"CB";"all";"all";"12065";"Y. Mina";"1994-09-23";"90.78";"19.56";"15";"0";"298";"100";"13.42";"86.58";"86.58";"88.21";"82.55";"72.82";"3.02";"1.68";"55.56";"8.05";"4.7";"58.33"
"Gianluca Mancini";"CB";"all";"all";"11626";"G. Mancini";"1996-04-17";"97.56";"23.54";"9";"0";"145";"100";"19.31";"80.69";"80.69";"81.75";"86.9";"71.03";"2.07";"1.38";"66.67";"22.76";"12.41";"54.55"
"Ardian Ismajli";"CB";"all";"all";"16569";"A. Ismajli";"1996-09-30";"97.57";"18.39";"23";"0";"330";"100";"27.58";"72.42";"72.42";"80.3";"81.52";"65.45";"1.21";"0.91";"75";"21.82";"12.73";"58.33"
"Michael Svoboda";"CB";"all";"all";"28784";"M. Svoboda";"1998-10-15";"97.28";"20.41";"14";"0";"402";"100";"16.92";"83.08";"83.08";"85.84";"86.07";"73.88";"1";"0.75";"75";"9.45";"4.98";"52.63"
"Isak Malcolm Kwaku Hien";"CB";"all";"all";"61190";"I. Hien";"1999-01-13";"95.05";"26.4";"23";"0";"452";"100";"13.72";"86.28";"86.28";"89.11";"87.39";"77.88";"0.44";"0.22";"50";"9.29";"5.97";"64.29"
"Jaka Bijol";"CB";"all";"all";"12830";"J. Bijol";"1999-02-05";"98.47";"23.58";"21";"0";"453";"100";"17.22";"82.78";"82.78";"84.96";"92.49";"78.59";"1.1";"0.22";"20";"16.78";"8.83";"52.63"
"Saúl Basilio Coco-Bassey Oubiña";"CB";"all";"all";"34181";"Saúl Coco";"1999-02-09";"97.41";"23.59";"11";"0";"239";"100";"19.25";"80.75";"80.75";"82.78";"87.45";"72.38";"0.84";"0.84";"100";"12.55";"5.02";"40"
"Obite Evan Ndicka";"CB";"all";"all";"12773";"E. Ndicka";"1999-08-20";"98.18";"26.91";"9";"0";"205";"100";"13.17";"86.83";"86.83";"89.07";"89.27";"79.51";"0.49";"0";"0";"8.78";"4.88";"55.56"
"Matteo Gabbia";"CB";"all";"all";"24046";"M. Gabbia";"1999-10-21";"95.3";"25.51";"7";"0";"116";"100";"18.97";"81.03";"81.03";"85.05";"92.24";"78.45";"0.86";"0";"0";"10.34";"3.45";"33.33"
"Jay Idzes";"CB";"all";"all";"62185";"J. Idzes";"2000-06-02";"95.98";"20.2";"21";"0";"437";"100";"20.14";"79.86";"79.86";"84.96";"86.73";"73.68";"1.14";"0.69";"60";"15.33";"8.01";"52.24"
"Koni De Winter";"CB";"all";"all";"33992";"K. De Winter";"2002-06-12";"98.12";"23.01";"6";"0";"137";"100";"17.52";"82.48";"82.48";"87.61";"82.48";"72.26";"0.73";"0";"0";"6.57";"0.73";"11.11"
"Renato Palma Veiga";"CB";"all";"all";"127332";"Renato Veiga";"2003-07-29";"97.42";"22.9";"7";"0";"124";"100";"20.16";"79.84";"79.84";"81.74";"92.74";"75.81";"0";"0";"";"14.52";"9.68";"66.67"
"Diego Coppola";"CB";"all";"all";"85815";"D. Coppola";"2003-12-28";"96.96";"17.78";"27";"0";"382";"100";"28.8";"71.2";"71.2";"75.3";"87.96";"66.23";"0.52";"0.26";"50";"22.77";"11.78";"51.72"
"Luca Marianucci";"CB";"all";"all";"644239";"L. Marianucci";"2004-07-23";"95.86";"16.7";"6";"0";"123";"100";"34.15";"65.85";"65.85";"70.87";"83.74";"59.35";"1.63";"0";"0";"20.33";"13.82";"68"
"Benito Nicolas Viola";"CF";"all";"all";"8040";"N. Viola";"1989-10-12";"67.5";"13.06";"6";"0";"99";"100";"30.3";"69.7";"69.7";"67.8";"59.6";"40.4";"14.14";"8.08";"57.14";"24.24";"12.12";"50"
"Christian Lund Gytkjær";"CF";"all";"all";"13052";"C. Gytkjær";"1990-05-06";"74.6";"16.19";"6";"0";"75";"100";"44";"56";"56";"60.47";"57.33";"34.67";"20";"10.67";"53.33";"22.67";"5.33";"23.53"
"Milan Djurić";"CF";"all";"all";"7631";"M. Djurić";"1990-05-22";"89.05";"20.14";"14";"0";"130";"100";"29.23";"70.77";"70.77";"75";"64.62";"48.46";"10.77";"7.69";"71.43";"25.38";"16.15";"63.64"
"Duván Esteban Zapata Banguera";"CF";"all";"all";"2895";"D. Zapata";"1991-04-01";"90.47";"22.73";"7";"0";"122";"100";"31.97";"68.03";"68.03";"70.97";"50.82";"36.07";"18.85";"13.93";"73.91";"13.93";"9.84";"70.59"
"Mehdi Taremi";"CF";"all";"all";"11886";"M. Taremi";"1992-07-18";"79.19";"24.11";"6";"0";"94";"100";"24.47";"75.53";"75.53";"79.41";"72.34";"57.45";"23.4";"12.77";"54.55";"15.96";"4.26";"26.67"
"Álvaro Borja Morata Martín";"CF";"all";"all";"646";"Álvaro Morata";"1992-10-23";"89.54";"24.39";"8";"0";"143";"100";"28.67";"71.33";"71.33";"74.73";"63.64";"47.55";"12.59";"4.2";"33.33";"11.89";"5.59";"47.06"
"Florian Thauvin";"CF";"all";"all";"3509";"F. Thauvin";"1993-01-26";"86.18";"20.94";"16";"0";"521";"100";"32.44";"67.56";"67.56";"66.46";"61.8";"41.07";"14.59";"6.14";"42.11";"21.88";"10.36";"47.37"
"Romelu Menama Lukaku Bolingoli";"CF";"all";"all";"9269";"R. Lukaku";"1993-05-13";"84.83";"23.23";"34";"0";"471";"100";"33.76";"66.24";"66.24";"71.49";"51.38";"36.73";"21.66";"12.74";"58.82";"12.1";"5.94";"49.12"
"Gianluca Caprari";"CF";"all";"all";"3889";"G. Caprari";"1993-07-30";"84.86";"21.51";"6";"0";"176";"100";"19.89";"80.11";"80.11";"83.58";"76.14";"63.64";"9.09";"3.98";"43.75";"9.66";"2.84";"29.41"
"Paulo Bruno Exequiel Dybala";"CF";"all";"all";"8504";"P. Dybala";"1993-11-15";"80.33";"20.28";"6";"0";"188";"100";"21.81";"78.19";"78.19";"78.4";"66.49";"52.13";"9.57";"4.26";"44.44";"14.89";"5.32";"35.71"
"Andrea Belotti";"CF";"all";"all";"758";"A. Belotti";"1993-12-20";"70.31";"15.68";"6";"0";"79";"100";"22.78";"77.22";"77.22";"86.36";"55.7";"48.1";"6.33";"5.06";"80";"10.13";"6.33";"62.5"
"Joel Pohjanpalo";"CF";"all";"all";"16290";"J. Pohjanpalo";"1994-09-13";"87.3";"18.08";"19";"0";"231";"100";"40.69";"59.31";"59.31";"62.8";"71";"44.59";"19.91";"11.69";"58.7";"31.17";"13.85";"44.44"
"Keita Baldé Diao";"CF";"all";"all";"1171";"K. Baldé";"1995-03-08";"82.09";"21.13";"7";"0";"211";"100";"16.59";"83.41";"83.41";"90.98";"63.03";"57.35";"8.06";"7.58";"94.12";"6.64";"6.16";"92.86"
"Eldor Shomurodov";"CF";"all";"all";"15739";"E. Shomurodov";"1995-06-29";"79.34";"25.09";"8";"0";"167";"100";"31.14";"68.86";"68.86";"80.58";"61.68";"49.7";"16.17";"13.77";"85.19";"11.98";"7.78";"65"
"Arnaldo Antonio Sanabria Ayala";"CF";"all";"all";"995";"A. Sanabria";"1996-03-04";"79.88";"20.34";"14";"0";"216";"100";"26.39";"73.61";"73.61";"81.89";"58.8";"48.15";"9.72";"5.09";"52.38";"8.33";"4.17";"50"
"Ché Adams";"CF";"all";"all";"18665";"C. Adams";"1996-07-13";"91.95";"22.17";"27";"0";"425";"100";"28.71";"71.29";"71.29";"74.9";"61.88";"46.35";"15.29";"9.88";"64.62";"15.53";"8.24";"53.03"
"Boulaye Dia";"CF";"all";"all";"13183";"B. Dia";"1996-11-16";"76.02";"18.87";"11";"0";"195";"100";"25.13";"74.87";"74.87";"80.16";"64.62";"51.79";"8.72";"5.13";"58.82";"10.77";"3.59";"33.33"
"Albert Gudmundsson";"CF";"all";"all";"11965";"A. Gudmundsson";"1997-06-15";"78.49";"17.26";"7";"0";"173";"100";"21.39";"78.61";"78.61";"84.96";"76.88";"65.32";"8.09";"5.78";"71.43";"8.67";"4.05";"46.67"
"Artem Dovbyk";"CF";"all";"all";"13546";"A. Dovbyk";"1997-06-21";"88.21";"21.98";"24";"0";"309";"100";"32.36";"67.64";"67.64";"69.18";"51.46";"35.6";"16.18";"9.06";"56";"13.59";"7.12";"52.38"
"Marcus Thuram-Ulien";"CF";"all";"all";"11230";"M. Thuram";"1997-08-06";"87.66";"24.9";"25";"0";"442";"100";"30.09";"69.91";"69.91";"73.52";"57.24";"42.08";"18.33";"10.41";"56.79";"15.84";"6.56";"41.43"
"Lautaro Javier Martínez";"CF";"all";"all";"12643";"L. Martínez";"1997-08-22";"89.21";"25.84";"28";"0";"558";"100";"29.75";"70.25";"70.25";"77.23";"62.19";"48.03";"19.35";"12.37";"63.89";"16.31";"9.14";"56.04"
"Tammy Abraham";"CF";"all";"all";"11745";"T. Abraham";"1997-10-02";"83.91";"21.01";"8";"0";"92";"100";"31.52";"68.48";"68.48";"71.7";"57.61";"41.3";"19.57";"11.96";"61.11";"18.48";"8.7";"47.06"
"Ademola Lookman";"CF";"all";"all";"11457";"A. Lookman";"1997-10-20";"85.29";"24.56";"10";"0";"294";"100";"28.91";"71.09";"71.09";"76.47";"63.61";"48.64";"18.71";"10.88";"58.18";"14.29";"7.14";"50"
"Christian  Kouamé";"CF";"all";"all";"14154";"C. Kouamé";"1997-12-06";"90.33";"18.73";"5";"0";"88";"100";"30.68";"69.32";"69.32";"72.55";"57.95";"42.05";"14.77";"4.55";"30.77";"17.05";"5.68";"33.33"
"Luka Jović";"CF";"all";"all";"11821";"L. Jović";"1997-12-23";"70.36";"18.31";"5";"0";"76";"100";"22.37";"77.63";"77.63";"84";"65.79";"55.26";"15.79";"11.84";"75";"6.58";"1.32";"20"
"Patrick Cutrone";"CF";"all";"all";"11537";"P. Cutrone";"1998-01-03";"83.39";"21.53";"21";"0";"293";"100";"33.45";"66.55";"66.55";"70.73";"55.97";"39.59";"18.09";"8.53";"47.17";"17.06";"5.12";"30"
"Keinan Davis";"CF";"all";"all";"18962";"K. Davis";"1998-02-13";"85.05";"20.91";"10";"0";"205";"100";"28.29";"71.71";"71.71";"76.42";"51.71";"39.51";"11.71";"5.85";"50";"13.17";"5.37";"40.74"
"Dany Mota Carvalho";"CF";"all";"all";"33374";"Dany Mota";"1998-05-02";"91.9";"22.81";"11";"0";"184";"100";"27.17";"72.83";"72.83";"79.28";"60.33";"47.83";"12.5";"7.61";"60.87";"13.04";"7.07";"54.17"
"Valentín Mariano José Castellanos Giménez";"CF";"all";"all";"27167";"V. Castellanos";"1998-10-03";"93.09";"25.36";"27";"0";"441";"100";"34.69";"65.31";"65.31";"70.28";"64.85";"45.58";"20.41";"11.56";"56.67";"23.58";"9.98";"42.31"
"Randal Kolo Muani";"CF";"all";"all";"12190";"R. Kolo Muani";"1998-12-05";"86.66";"20.53";"12";"0";"205";"100";"39.02";"60.98";"60.98";"68.04";"47.32";"32.2";"17.56";"10.73";"61.11";"13.17";"6.83";"51.85"
"Mateo Retegui";"CF";"all";"all";"28679";"M. Retegui";"1999-04-29";"83.75";"22.2";"23";"0";"420";"100";"27.86";"72.14";"72.14";"77.25";"55.48";"42.86";"16.9";"10.24";"60.56";"12.62";"6.19";"49.06"
"Andrea Pinamonti";"CF";"all";"all";"14183";"A. Pinamonti";"1999-05-19";"89.12";"19.32";"33";"0";"524";"100";"35.11";"64.89";"64.89";"67.81";"61.07";"41.41";"10.69";"4.96";"46.43";"24.62";"10.31";"41.86"
"Anastasios Douvikas";"CF";"all";"all";"15339";"T. Douvikas";"1999-08-02";"81.67";"22.59";"5";"0";"89";"100";"28.09";"71.91";"71.91";"78.05";"46.07";"35.96";"13.48";"10.11";"75";"13.48";"6.74";"50"
"Daniel Fernando Mosquera Bonilla";"CF";"all";"all";"115068";"D. Mosquera";"1999-10-20";"73.02";"15.52";"8";"0";"140";"100";"30";"70";"70";"80";"60.71";"48.57";"12.86";"8.57";"66.67";"16.43";"10";"60.87"
"Dušan Vlahović";"CF";"all";"all";"14068";"D. Vlahović";"2000-01-28";"88.82";"28.26";"19";"0";"280";"100";"31.79";"68.21";"68.21";"75.95";"56.43";"42.86";"20.71";"13.93";"67.24";"17.14";"8.93";"52.08"
"Giacomo Raspadori";"CF";"all";"all";"14168";"G. Raspadori";"2000-02-18";"86.15";"21.26";"6";"0";"130";"100";"26.15";"73.85";"73.85";"75";"64.62";"48.46";"16.15";"8.46";"52.38";"16.92";"6.15";"36.36"
"Moise Bioty Kean";"CF";"all";"all";"12769";"M. Kean";"2000-02-28";"93.76";"22.07";"28";"0";"411";"100";"36.74";"63.26";"63.26";"71.81";"36.25";"26.03";"9.49";"6.08";"64.1";"10.71";"5.11";"47.73"
"Vítor Manuel Carvalho Oliveira";"CF";"all";"all";"35032";"Vitinha";"2000-03-15";"77.09";"14.53";"8";"0";"145";"100";"41.38";"58.62";"58.62";"60.66";"42.07";"25.52";"6.21";"2.07";"33.33";"14.48";"2.07";"14.29"
"Nikola Krstović";"CF";"all";"all";"32538";"N. Krstović";"2000-04-05";"90.56";"18.72";"34";"0";"581";"100";"31.33";"68.67";"68.67";"70.46";"55.94";"39.41";"12.39";"8.43";"68.06";"16.52";"8.26";"50"
"Casper Tengstedt";"CF";"all";"all";"33025";"C. Tengstedt";"2000-06-01";"73.84";"13.9";"15";"0";"145";"100";"40.69";"59.31";"59.31";"64.89";"64.83";"42.07";"13.79";"6.21";"45";"22.76";"9.66";"42.42"
"John Yeboah Zamora";"CF";"all";"all";"19101";"J. Yeboah";"2000-06-23";"80.19";"16.88";"9";"0";"215";"100";"35.35";"64.65";"64.65";"66.96";"53.49";"35.81";"14.88";"6.51";"43.75";"18.6";"7.91";"42.5"
"Thijs Dallinga";"CF";"all";"all";"24915";"T. Dallinga";"2000-08-03";"80.18";"20.34";"10";"0";"150";"100";"22.67";"77.33";"77.33";"84.21";"63.33";"53.33";"10.67";"10";"93.75";"16";"10";"62.5"
"Lorenzo Lucca";"CF";"all";"all";"63124";"L. Lucca";"2000-09-10";"89.24";"21.18";"23";"0";"291";"100";"34.36";"65.64";"65.64";"67.81";"50.17";"34.02";"11";"4.47";"40.62";"16.49";"6.87";"41.67"
"Roberto Piccoli";"CF";"all";"all";"24304";"R. Piccoli";"2001-01-27";"89.79";"18.55";"35";"0";"468";"100";"39.1";"60.9";"60.9";"70.18";"46.58";"32.69";"7.91";"4.49";"56.76";"16.67";"8.33";"50"
"Charles De Ketelaere";"CF";"all";"all";"24268";"C. De Ketelaere";"2001-03-10";"78.92";"22.17";"6";"0";"173";"100";"27.75";"72.25";"72.25";"77.88";"65.32";"50.87";"10.98";"6.94";"63.16";"11.56";"5.78";"50"
"Amin Sarr";"CF";"all";"all";"29773";"A. Sarr";"2001-03-11";"78.58";"14.35";"18";"0";"292";"100";"34.59";"65.41";"65.41";"70.62";"54.79";"38.7";"10.96";"7.19";"65.62";"15.75";"7.88";"50"
"Lucas Beltrán";"CF";"all";"all";"36807";"L. Beltrán";"2001-03-29";"83.24";"21.53";"8";"0";"157";"100";"21.66";"78.34";"78.34";"85.23";"56.05";"47.77";"8.28";"4.46";"53.85";"8.28";"4.46";"53.85"
"Santiago Tomás Giménez";"CF";"all";"all";"36190";"S. Giménez";"2001-04-18";"81.18";"22.02";"6";"0";"61";"100";"36.07";"63.93";"63.93";"80";"49.18";"39.34";"14.75";"13.11";"88.89";"11.48";"6.56";"57.14"
"Daniel Maldini";"CF";"all";"all";"24452";"D. Maldini";"2001-10-11";"85.57";"17.79";"5";"0";"133";"100";"34.59";"65.41";"65.41";"75";"51.13";"38.35";"7.52";"2.26";"30";"13.53";"6.02";"44.44"
"Mateo Pellegrino Casalanguila";"CF";"all";"all";"40827";"M. Pellegrino";"2001-10-22";"80.4";"16.84";"8";"0";"127";"100";"33.07";"66.93";"66.93";"70.77";"51.18";"36.22";"11.81";"6.3";"53.33";"18.11";"7.09";"39.13"
"Lorenzo Colombo";"CF";"all";"all";"26008";"L. Colombo";"2002-03-08";"82.89";"15.62";"18";"0";"336";"100";"29.17";"70.83";"70.83";"73.56";"51.79";"38.1";"11.9";"7.44";"62.5";"14.58";"7.74";"53.06"
"André Sebastiao Luvumbo Zito";"CF";"all";"all";"63144";"Zito Luvumbo";"2002-03-09";"75.18";"15.86";"7";"0";"108";"100";"41.67";"58.33";"58.33";"55.26";"35.19";"19.44";"11.11";"4.63";"41.67";"13.89";"5.56";"40"
"Tomáš Suslov";"CF";"all";"all";"24917";"T. Suslov";"2002-06-07";"77.12";"14.19";"5";"0";"92";"100";"33.7";"66.3";"66.3";"68.52";"58.7";"40.22";"10.87";"4.35";"40";"17.39";"5.43";"31.25"
"Sebastiano Esposito";"CF";"all";"all";"22196";"S. Esposito";"2002-07-02";"86.2";"17.31";"19";"0";"446";"100";"37.22";"62.78";"62.78";"65.77";"58.3";"38.34";"15.02";"7.4";"49.25";"24.22";"10.99";"45.37"
"Daniel Fila";"CF";"all";"all";"37507";"D. Fila";"2002-08-21";"72.6";"16.01";"5";"0";"65";"100";"29.23";"70.77";"70.77";"73.33";"46.15";"33.85";"7.69";"3.08";"40";"13.85";"6.15";"44.44"
"Gaetano Oristanio";"CF";"all";"all";"31196";"G. Oristanio";"2002-09-28";"74.66";"14.1";"16";"0";"308";"100";"33.77";"66.23";"66.23";"68.75";"36.36";"25";"11.69";"5.52";"47.22";"13.31";"5.52";"41.46"
"Ange-Yoan Bonny";"CF";"all";"all";"33148";"A. Bonny";"2003-10-25";"80.08";"17.96";"29";"0";"600";"100";"29.17";"70.83";"70.83";"73.24";"49.83";"36.5";"12";"7";"58.33";"16";"7.17";"44.79"
"Nicolás Paz Martínez";"CF";"all";"all";"163356";"Nico Paz";"2004-09-08";"88.36";"23.66";"7";"0";"233";"100";"21.89";"78.11";"78.11";"84.91";"68.24";"57.94";"6.87";"4.29";"62.5";"10.73";"4.72";"44"
"Santiago Tomás Castro";"CF";"all";"all";"122277";"S. Castro";"2004-09-18";"85.67";"23.76";"22";"0";"395";"100";"29.62";"70.38";"70.38";"77.89";"48.1";"37.47";"9.11";"5.57";"61.11";"10.89";"5.06";"46.51"
"Milan Badelj";"DM";"all";"all";"7629";"M. Badelj";"1989-02-25";"79.18";"16.15";"11";"0";"219";"100";"14.61";"85.39";"85.39";"87.57";"84.47";"73.97";"2.74";"1.83";"66.67";"16.89";"11.42";"67.57"
"Remo Freuler";"DM";"all";"all";"8919";"R. Freuler";"1992-04-15";"99.66";"27.43";"7";"0";"198";"100";"19.19";"80.81";"80.81";"83.8";"90.4";"75.76";"4.55";"2.53";"55.56";"14.14";"6.06";"42.86"
"Hakan Çalhanoğlu";"DM";"all";"all";"4175";"H. Çalhanoğlu";"1994-02-08";"83.93";"24.77";"19";"0";"593";"100";"11.13";"88.87";"88.87";"90.72";"90.89";"82.46";"7.59";"5.9";"77.78";"12.98";"8.77";"67.53"
"Leandro Daniel Paredes";"DM";"all";"all";"6096";"L. Paredes";"1994-06-29";"87.61";"23.37";"8";"0";"242";"100";"9.92";"90.08";"90.08";"91.27";"94.63";"86.36";"3.31";"2.48";"75";"8.68";"5.37";"61.9"
