"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count Runs in sample";"Count Runs per 100 Runs";"Count Dangerous Runs per 100 Runs";"Threat of Runs per 100 Runs";"Count Runs leading to goal per 100 Runs";"Count Runs targeted per 100 Runs";"Count Runs received per 100 Runs";"Count Runs leading to shot per 100 Runs";"Threat of Runs targeted per 100 Runs";"Threat of Runs received per 100 Runs";"Count dangerous Runs targeted per 100 Runs";"Count dangerous Runs received per 100 Runs"
"Alerrandro Barra Mansa Realino de Souza";"CF";"all";"all";"24851";"Alerrandro";"2000-01-12";"84.23";"17.68";"28";"0";"477";"100";"67.51";"4.66";"0.63";"38.36";"19.08";"5.03";"1.8";"0.7";"24.95";"10.06"
"Alex Nicolao Telles";"LB";"all";"all";"515";"Alex Telles";"1992-12-15";"83.34";"20.51";"7";"0";"108";"100";"19.44";"1.42";"0.93";"31.48";"25";"5.56";"0.43";"0.27";"4.63";"2.78"
"Alexander Ernesto Aravena Guzmán";"LW";"all";"all";"38266";"Alexander Aravena";"2002-09-06";"76.14";"13.86";"7";"0";"148";"100";"51.35";"3.53";"1.35";"40.54";"26.35";"4.05";"1.09";"0.54";"18.92";"9.46"
"Alexander Nahuel Barboza Ullúa";"LCB";"all";"all";"26468";"Alexander Barboza";"1995-03-16";"100.33";"23.34";"21";"0";"146";"100";"6.85";"0.39";"0";"30.82";"30.14";"1.37";"0.05";"0.03";"0.68";"0"
"Alexandro Ezequiel Bernabéi";"LB";"all";"all";"36839";"Alexandro Bernabei";"2000-09-24";"100.99";"23.56";"22";"0";"620";"100";"25.48";"1.6";"0.97";"37.74";"33.55";"5.81";"0.54";"0.45";"9.35";"7.9"
"Alisson Euler de Freitas Castro";"RDM";"all";"all";"28304";"Alisson";"1993-06-25";"91.29";"24.73";"10";"0";"234";"100";"5.13";"0.42";"0";"40.6";"37.61";"0.43";"0.2";"0.16";"2.56";"1.71"
"Allan Rodrigues de Souza";"LDM";"all";"all";"618";"Allan";"1997-03-03";"84.25";"21.43";"5";"0";"124";"100";"12.1";"0.91";"0";"29.03";"23.39";"0";"0.16";"0.1";"1.61";"0.81"
"Allano Brendon de Souza Lima";"RW";"all";"all";"37374";"Allano";"1995-04-24";"92.58";"18.4";"7";"1";"176";"100";"27.84";"1.9";"0";"45.45";"35.8";"4.55";"0.68";"0.45";"9.09";"5.68"
"Alíx Vinícius De Souza Sampaio";"LCB";"all";"all";"171597";"Alix Vinicius";"1999-11-06";"101";"21.43";"17";"0";"68";"100";"10.29";"0.64";"0";"29.41";"29.41";"1.47";"0.22";"0.22";"2.94";"2.94"
"Anderson Luis de Carvalho";"AM";"all";"all";"31535";"Nenê";"1981-07-19";"81.39";"19.05";"7";"2";"166";"100";"26.51";"1.72";"0";"36.14";"28.31";"3.01";"0.53";"0.29";"9.04";"4.82"
"Anderson Luis de Carvalho";"CF";"all";"all";"31535";"Nenê";"1981-07-19";"70.23";"16.35";"6";"1";"108";"100";"23.15";"1.63";"0.93";"38.89";"25";"0.93";"0.67";"0.51";"6.48";"5.56"
"Andrè Trindade da Costa Neto";"LDM";"all";"all";"32816";"André";"2001-07-16";"96.24";"24.4";"6";"0";"75";"100";"14.67";"0.94";"0";"38.67";"36";"0";"0.2";"0.12";"4";"2.67"
"André Oliveira e Silva";"CF";"all";"all";"61329";"André Silva";"1997-06-03";"90.35";"24.84";"13";"0";"286";"100";"54.55";"4.05";"0.7";"37.41";"20.63";"4.2";"1.67";"0.45";"17.83";"7.69"
"André Ramalho Silva";"CB";"all";"all";"745";"André Ramalho";"1992-02-16";"104.57";"23.06";"5";"0";"33";"100";"0";"0.09";"0";"24.24";"24.24";"0";"0.02";"0.02";"0";"0"
"André Ramalho Silva";"RCB";"all";"all";"745";"André Ramalho";"1992-02-16";"99.72";"23.11";"9";"0";"87";"100";"4.6";"0.37";"0";"37.93";"37.93";"2.3";"0.11";"0.11";"2.3";"2.3"
"Antonio Feliphe Costa Silva";"LM";"all";"all";"633853";"Filipinho";"2001-10-18";"92.16";"15.74";"6";"0";"96";"100";"9.38";"0.72";"1.04";"28.12";"21.88";"3.12";"0.26";"0.13";"2.08";"1.04"
"Antônio Carlos Cunha Capocasali Junior";"RCB";"all";"all";"31607";"Antônio Carlos";"1993-03-07";"102.31";"27.37";"9";"0";"79";"100";"1.27";"0.16";"0";"40.51";"40.51";"1.27";"0.01";"0.01";"0";"0"
"Aníbal Ismael Moreno";"LDM";"all";"all";"26491";"A. Moreno";"1999-05-13";"88.81";"20.88";"11";"0";"97";"100";"9.28";"0.86";"0";"38.14";"31.96";"2.06";"0.22";"0.13";"2.06";"1.03"
"Aníbal Ismael Moreno";"RDM";"all";"all";"26491";"A. Moreno";"1999-05-13";"99.43";"21.1";"7";"0";"96";"100";"9.38";"1.05";"0";"21.88";"18.75";"1.04";"0.21";"0.2";"2.08";"2.08"
"Arthur Caíke do Nascimento Cruz";"CF";"all";"all";"28236";"Arthur Caíke";"1992-06-15";"81.35";"16.28";"15";"1";"290";"100";"65.17";"4.8";"0";"33.79";"15.52";"2.76";"1.17";"0.41";"18.28";"6.9"
"Arthur Gomes Lourenço";"LF";"all";"all";"31502";"Arthur Gomes";"1998-07-03";"83.13";"21.01";"11";"0";"260";"100";"50.38";"3.47";"0.77";"40";"25.77";"5.38";"1.09";"0.56";"18.85";"10.38"
"Ayrton Lucas Dantas de Medeiros";"LB";"all";"all";"26225";"Ayrton Lucas";"1997-06-19";"90.6";"23.21";"24";"0";"476";"100";"27.52";"1.76";"0.42";"39.29";"32.77";"4.2";"0.52";"0.41";"8.4";"6.93"
"Bartolomeu Jacinto Quissanga";"LCB";"all";"all";"12977";"Bastos";"1991-03-27";"96.52";"23.41";"13";"0";"81";"100";"2.47";"0.2";"0";"38.27";"37.04";"1.23";"0.06";"0.05";"0";"0"
"Bartolomeu Jacinto Quissanga";"RCB";"all";"all";"12977";"Bastos";"1991-03-27";"101.29";"23.42";"15";"0";"88";"100";"4.55";"0.32";"0";"39.77";"39.77";"0";"0.01";"0.01";"0";"0"
"Benjamín Kuščević Jaramillo";"CB";"all";"all";"34429";"B. Kuščević";"1996-05-02";"101.52";"16.47";"5";"0";"10";"100";"10";"0.38";"0";"40";"40";"0";"0.01";"0.01";"0";"0"
"Benjamín Kuščević Jaramillo";"RCB";"all";"all";"34429";"B. Kuščević";"1996-05-02";"99.12";"21.82";"16";"0";"96";"100";"9.38";"0.65";"0";"29.17";"27.08";"1.04";"0.15";"0.06";"3.12";"1.04"
"Bernard Anício Caldeira Duarte";"AM";"all";"all";"12169";"Bernard";"1992-09-08";"87.17";"27.92";"5";"0";"194";"100";"22.68";"1.67";"0";"38.14";"30.41";"2.58";"0.55";"0.32";"7.73";"3.61"
"Breno Henrique Vasconcelos Lopes";"LW";"all";"all";"34430";"Breno Lopes";"1996-01-24";"80.49";"17.32";"17";"0";"381";"100";"40.94";"2.67";"0.52";"39.9";"27.3";"3.67";"0.81";"0.45";"12.86";"7.09"
"Breno de Souza Bidon";"LM";"all";"all";"170282";"Breno Bidon";"2005-02-20";"80.77";"18.69";"8";"0";"167";"100";"17.96";"1.27";"0";"32.93";"25.75";"2.4";"0.41";"0.29";"5.99";"4.19"
"Bruno De Lara Fuchs";"CB";"all";"all";"28325";"Bruno Fuchs";"1999-04-01";"97.1";"23.91";"6";"0";"60";"100";"1.67";"0.14";"0";"41.67";"41.67";"1.67";"0.02";"0.02";"0";"0"
"Bruno De Lara Fuchs";"LCB";"all";"all";"28325";"Bruno Fuchs";"1999-04-01";"101.32";"25.11";"6";"0";"81";"100";"1.23";"0.24";"0";"40.74";"39.51";"0";"0.03";"0.03";"0";"0"
"Bruno De Lara Fuchs";"RCB";"all";"all";"28325";"Bruno Fuchs";"1999-04-01";"101.22";"27.24";"8";"0";"106";"100";"4.72";"0.36";"0";"33.02";"32.08";"2.83";"0.04";"0.04";"0";"0"
"Bruno Fabiano Alves";"CB";"all";"all";"28344";"Bruno Alves";"1991-04-16";"100.68";"18.34";"6";"0";"21";"100";"19.05";"0.73";"0";"19.05";"19.05";"0";"0.02";"0.02";"0";"0"
"Bruno Fabiano Alves";"LCB";"all";"all";"28344";"Bruno Alves";"1991-04-16";"102.3";"17.85";"6";"0";"13";"100";"7.69";"0.78";"0";"30.77";"30.77";"0";"0";"0";"0";"0"
"Bruno Fabiano Alves";"RCB";"all";"all";"28344";"Bruno Alves";"1991-04-16";"98.14";"22.08";"8";"0";"25";"100";"0";"0.13";"0";"40";"40";"0";"0.03";"0.03";"0";"0"
"Bruno Gomes da Silva Clevelário";"RB";"all";"all";"28361";"Bruno Gomes";"2001-04-04";"100.02";"23.27";"19";"0";"556";"100";"7.01";"0.74";"0.18";"42.63";"37.95";"1.26";"0.27";"0.22";"1.98";"1.8"
"Bruno Henrique Pinto";"CF";"all";"all";"1505";"Bruno Henrique";"1990-12-30";"89.01";"24.73";"7";"0";"198";"100";"58.08";"4.68";"0";"35.35";"24.24";"5.05";"1.36";"0.62";"15.66";"7.58"
"Bruno Henrique Pinto";"LW";"all";"all";"1505";"Bruno Henrique";"1990-12-30";"92.86";"22.12";"12";"0";"232";"100";"53.88";"3.75";"1.29";"39.22";"25";"4.74";"1.24";"0.67";"19.4";"11.64"
"Bruno Nunes de Barros";"RB";"all";"all";"24848";"Bruno Tubarão";"1995-03-05";"99.96";"21.61";"13";"0";"220";"100";"5";"0.63";"0";"35.45";"32.27";"2.73";"0.18";"0.13";"1.36";"0.45"
"Bruno Vinícius Souza Ramos";"RW";"all";"all";"16209";"Bruno Tabata";"1997-03-30";"73.56";"18.02";"10";"0";"279";"100";"21.51";"1.5";"0.36";"39.07";"32.97";"3.23";"0.43";"0.34";"5.73";"3.94"
"Bruno Zapelli";"AM";"all";"all";"531341";"B. Zapelli";"2002-05-16";"72.03";"15.67";"7";"0";"158";"100";"37.34";"2.17";"0";"44.3";"32.91";"7.59";"1.07";"0.79";"19.62";"14.56"
"Bruno de Jesus Pacheco";"LB";"all";"all";"31752";"Bruno Pacheco";"1991-12-08";"98.82";"19.7";"11";"0";"109";"100";"9.17";"0.94";"3.67";"44.04";"38.53";"5.5";"0.31";"0.23";"2.75";"0.92"
"Caio Alexandre Souza e Silva";"DM";"all";"all";"31617";"Caio Alexandre";"1999-02-24";"89.82";"25.4";"24";"0";"756";"100";"5.56";"0.51";"0.13";"38.62";"37.17";"1.72";"0.17";"0.16";"1.72";"1.46"
"Caio Fernando de Oliveira";"LB";"all";"all";"31671";"Caio Paulista";"1998-05-11";"82.68";"20.12";"13";"0";"244";"100";"26.64";"1.49";"0";"34.02";"26.64";"2.46";"0.39";"0.29";"6.15";"5.33"
"Carlos Eduardo Amaral Pereira de Castro";"CF";"all";"all";"161156";"Cadu";"2004-05-24";"81.89";"20";"5";"1";"142";"100";"46.48";"3.06";"0";"28.87";"11.97";"2.11";"0.76";"0.31";"12.68";"4.23"
"Carlos Eduardo de Oliveira Alves";"CF";"all";"all";"74172";"Eduardo";"1989-10-17";"82.11";"18.52";"6";"0";"166";"100";"41.57";"3.22";"0.6";"33.13";"24.7";"1.2";"0.52";"0.16";"8.43";"3.01"
"Carlos de Menezes Júnior";"LCB";"all";"all";"31591";"Cacá";"1999-04-25";"100.1";"22.29";"18";"0";"141";"100";"9.93";"0.52";"0";"31.91";"31.91";"1.42";"0.03";"0.03";"0.71";"0.71"
"Carlos de Menezes Júnior";"RCB";"all";"all";"31591";"Cacá";"1999-04-25";"102.68";"21.15";"7";"0";"51";"100";"5.88";"0.32";"0";"45.1";"43.14";"1.96";"0.1";"0.05";"1.96";"0"
"Cauly Oliveira Souza";"AM";"all";"all";"19222";"Cauly";"1995-09-15";"84.15";"22.54";"12";"0";"343";"100";"29.15";"1.94";"0.29";"38.48";"27.7";"2.62";"0.68";"0.34";"9.62";"4.08"
"Cauly Oliveira Souza";"CF";"all";"all";"19222";"Cauly";"1995-09-15";"89.16";"23.7";"9";"1";"303";"100";"36.3";"2.31";"0";"37.95";"29.37";"3.3";"0.51";"0.37";"8.58";"5.94"
"Caíque de Jesus Gonçalves";"LDM";"all";"all";"181623";"Caíque";"1995-10-10";"96.45";"21.81";"8";"0";"105";"100";"2.86";"0.28";"0";"29.52";"29.52";"0.95";"0.04";"0.04";"0";"0"
"Caíque de Jesus Gonçalves";"LM";"all";"all";"181623";"Caíque";"1995-10-10";"91.35";"19.28";"7";"0";"98";"100";"1.02";"0.21";"0";"30.61";"28.57";"0";"0.05";"0.05";"0";"0"
"Charles Rigon Matos";"RM";"all";"all";"32858";"Charles";"1996-06-19";"89.16";"19.04";"5";"0";"110";"100";"17.27";"1.17";"0";"30.91";"26.36";"1.82";"0.26";"0.22";"2.73";"2.73"
"Christian Roberto Alves Cardoso";"AM";"all";"all";"32809";"Christian";"2000-12-19";"90.46";"21.31";"5";"0";"202";"100";"34.65";"1.88";"0";"24.75";"18.32";"1.98";"0.33";"0.21";"5.45";"3.47"
"Claudio Coelho Salvático";"RB";"all";"all";"172955";"Claudinho";"2000-09-24";"87.55";"17.02";"17";"1";"252";"100";"13.1";"1.03";"0.79";"40.08";"34.52";"2.38";"0.24";"0.19";"1.59";"0.79"
"Clayson Henrique da Silva Vieira";"LF";"all";"all";"31720";"Clayson";"1995-03-19";"82.48";"17.72";"6";"0";"140";"100";"34.29";"2.21";"0.71";"35.71";"27.14";"2.14";"0.63";"0.32";"9.29";"3.57"
"Clayson Henrique da Silva Vieira";"LW";"all";"all";"31720";"Clayson";"1995-03-19";"76.79";"15.9";"16";"0";"307";"100";"29.64";"2.08";"0";"36.81";"30.29";"4.89";"0.71";"0.55";"9.12";"6.51"
"Clayton Sampaio Pereira";"RCB";"all";"all";"735695";"Clayton Sampaio";"2000-04-04";"100.62";"23.7";"5";"0";"36";"100";"0";"0.01";"0";"13.89";"11.11";"0";"0";"0";"0";"0"
"Cleidson Andrade de Souza Silva";"RCB";"all";"all";"174160";"Camutanga";"1993-09-27";"101.73";"20.79";"5";"0";"20";"100";"10";"0.29";"0";"45";"45";"0";"0.12";"0.12";"5";"5"
"Cristian Chagas Tarouco";"LCB";"all";"all";"26359";"Titi";"1988-03-12";"98.52";"19";"22";"0";"72";"100";"16.67";"0.9";"0";"37.5";"30.56";"0";"0.25";"0.06";"2.78";"1.39"
"Cristian David Pavón";"RW";"all";"all";"11834";"Cristian Pavón";"1996-01-21";"73.28";"16.39";"10";"0";"207";"100";"32.37";"1.99";"0.48";"46.38";"37.2";"5.31";"0.7";"0.57";"9.66";"6.76"
"Damián Josué Bobadilla Benítez";"RDM";"all";"all";"43785";"D. Bobadilla";"2001-07-11";"86.13";"22.47";"8";"0";"277";"100";"9.03";"0.64";"0.36";"32.85";"29.24";"1.81";"0.24";"0.18";"3.25";"2.17"
"Damián Nicolás Suárez Suárez";"RB";"all";"all";"2123";"D. Suárez";"1988-04-27";"95.76";"20.51";"12";"0";"168";"100";"6.55";"0.61";"0";"39.88";"32.14";"2.98";"0.26";"0.2";"2.38";"2.38"
"Danilo Boza Junior";"RCB";"all";"all";"53354";"Danilo Boza";"1998-05-06";"99.74";"20.65";"30";"0";"397";"100";"1.01";"0.14";"0";"41.06";"38.79";"0.25";"0.06";"0.03";"0.5";"0.25"
"Danilo das Neves Pinheiro";"LW";"all";"all";"12397";"Tchê Tchê";"1992-08-30";"86.66";"18.64";"6";"0";"150";"100";"30";"2.23";"0";"38.67";"30.67";"1.33";"0.56";"0.31";"6.67";"3.33"
"David Correa da Fonseca";"LW";"all";"all";"31599";"David";"1995-10-17";"93.47";"19.37";"12";"0";"250";"100";"40";"2.63";"0.8";"39.6";"26.8";"2.8";"0.74";"0.43";"11.2";"7.2"
"David Luiz Moreira Marinho";"LCB";"all";"all";"2459";"David Luiz";"1987-04-22";"95.57";"26.74";"12";"0";"38";"100";"2.63";"0.53";"0";"47.37";"44.74";"5.26";"0.28";"0.25";"2.63";"2.63"
"David Luiz Moreira Marinho";"RCB";"all";"all";"2459";"David Luiz";"1987-04-22";"90.25";"23.23";"6";"0";"26";"100";"3.85";"0.29";"0";"23.08";"23.08";"0";"0.01";"0.01";"0";"0"
"Denilson Alves Borges";"LM";"all";"all";"180265";"Denilson";"2001-03-23";"82.18";"15.23";"12";"0";"220";"100";"14.55";"1.15";"0";"30";"24.55";"3.18";"0.38";"0.2";"3.18";"2.27"
"Derek Freitas Ribeiro";"CF";"all";"all";"175861";"Derek";"1997-12-02";"78.65";"16.9";"7";"1";"118";"100";"62.71";"4.03";"0";"33.05";"15.25";"5.08";"1.2";"0.58";"21.19";"10.17"
"Derik Gean Severino Lacerda";"CF";"all";"all";"34869";"Derik Lacerda";"1999-09-27";"88.81";"18.72";"5";"0";"90";"100";"50";"3.33";"1.11";"42.22";"14.44";"1.11";"0.94";"0.34";"14.44";"5.56"
"Deyverson Brum Silva Acosta";"CF";"all";"all";"2667";"Deyverson";"1991-05-08";"84.59";"21.39";"11";"1";"241";"100";"52.7";"3.38";"0.83";"31.12";"15.77";"2.49";"1.13";"0.41";"15.77";"6.22"
"Diego Henrique Costa Barbosa";"RCB";"all";"all";"28349";"Diego Costa";"1999-07-21";"100.82";"26.35";"5";"0";"51";"100";"1.96";"0.25";"0";"39.22";"39.22";"0";"0.06";"0.06";"0";"0"
"Diego Nicolás de la Cruz Arcosa";"LDM";"all";"all";"24951";"N. de la Cruz";"1997-06-01";"90.61";"23.37";"5";"0";"113";"100";"15.04";"1.17";"0";"37.17";"33.63";"3.54";"0.27";"0.14";"2.65";"0"
"Dimitri  Payet";"AM";"all";"all";"2749";"D. Payet";"1987-03-29";"77.7";"17.67";"8";"0";"161";"100";"18.63";"1.47";"0.62";"42.86";"34.16";"1.86";"0.58";"0.47";"7.45";"6.21"
"Diogo Barbosa Mendanha";"LB";"all";"all";"28333";"Diogo Barbosa";"1992-08-17";"98.07";"25.66";"19";"0";"387";"100";"13.7";"1.12";"0.26";"41.86";"38.24";"3.1";"0.4";"0.3";"3.88";"2.33"
"Douglas Mendes Moreira";"RCB";"all";"all";"175723";"Douglas Mendes";"2004-06-13";"100.34";"19.91";"9";"0";"36";"100";"2.78";"0.27";"0";"44.44";"38.89";"0";"0.03";"0.03";"0";"0"
"Douglas Moreira Fagundes";"DM";"all";"all";"31704";"Dodi";"1996-04-17";"94.5";"21.26";"5";"0";"70";"100";"5.71";"0.43";"0";"30";"28.57";"0";"0.09";"0.09";"1.43";"1.43"
"Douglas Moreira Fagundes";"LDM";"all";"all";"31704";"Dodi";"1996-04-17";"91.46";"19.03";"8";"0";"67";"100";"26.87";"1.85";"0";"29.85";"20.9";"0";"0.37";"0.06";"4.48";"0"
"Douglas Moreira Fagundes";"LM";"all";"all";"31704";"Dodi";"1996-04-17";"92";"18.54";"8";"0";"82";"100";"26.83";"2.3";"0";"25.61";"19.51";"2.44";"0.65";"0.54";"4.88";"2.44"
"Edenilson Andrade dos Santos";"RW";"all";"all";"2917";"Edenílson";"1989-12-18";"90.04";"17.45";"5";"0";"120";"100";"42.5";"2.84";"0.83";"35";"26.67";"6.67";"0.84";"0.32";"10";"5"
"Edson Guilherme Mendes dos Santos";"LW";"all";"all";"203624";"Edson Carioca";"1997-06-04";"79.07";"15.76";"6";"0";"97";"100";"32.99";"2.45";"0";"38.14";"24.74";"5.15";"0.54";"0.27";"5.15";"2.06"
"Eduardo Colcenti Antunes";"CF";"all";"all";"24829";"Eduardo Sasha";"1992-02-24";"84.73";"17.14";"21";"0";"488";"100";"63.52";"4";"0.82";"33.81";"19.67";"4.1";"1.29";"0.46";"20.7";"9.22"
"Eduardo Gonzaga Mendes Santos";"LCB";"all";"all";"37486";"Eduardo Santos";"1997-11-28";"98.55";"21.22";"13";"0";"71";"100";"12.68";"0.74";"0";"36.62";"36.62";"0";"0.1";"0.1";"1.41";"1.41"
"Emanuel Brítez";"RB";"all";"all";"26477";"E. Brítez";"1992-03-26";"95.3";"20.52";"7";"1";"65";"100";"12.31";"1.61";"0";"41.54";"38.46";"4.62";"0.34";"0.23";"4.62";"1.54"
"Emanuel Brítez";"RCB";"all";"all";"26477";"E. Brítez";"1992-03-26";"100.59";"18.25";"19";"0";"89";"100";"12.36";"1";"0";"30.34";"24.72";"1.12";"0.28";"0.05";"5.62";"1.12"
"Emiliano Rodríguez Rosales";"CF";"all";"all";"115590";"E. Rodríguez";"2003-07-16";"80.24";"15.7";"9";"0";"196";"100";"60.2";"3.38";"0";"31.63";"19.39";"4.08";"0.99";"0.41";"15.82";"8.16"
"Enner Remberto Valencia Lastra";"CF";"all";"all";"3106";"Enner Valencia";"1989-11-04";"87.96";"21.06";"7";"0";"173";"100";"60.69";"4.76";"0";"38.73";"16.18";"3.47";"1.63";"0.77";"20.81";"7.51"
"Erick Antonio Pulgar Farfán";"RDM";"all";"all";"3144";"E. Pulgar";"1994-01-15";"95.22";"24.36";"10";"0";"177";"100";"20.34";"1.42";"0.56";"29.38";"23.73";"2.82";"0.37";"0.26";"3.95";"2.26"
"Erick Antonio Pulgar Farfán";"RM";"all";"all";"3144";"E. Pulgar";"1994-01-15";"100.25";"31.19";"5";"0";"103";"100";"16.5";"1.32";"1.94";"38.83";"33.98";"2.91";"0.42";"0.25";"7.77";"4.85"
"Erick Luis Conrado Carvalho";"RDM";"all";"all";"25176";"Erick";"1997-11-14";"93.8";"22.34";"9";"0";"155";"100";"30.32";"2.1";"0.65";"27.74";"21.29";"2.58";"0.59";"0.47";"7.1";"5.16"
"Erick Luis Conrado Carvalho";"RM";"all";"all";"25176";"Erick";"1997-11-14";"90.88";"18.1";"10";"0";"152";"100";"30.26";"2.02";"0";"34.21";"29.61";"3.95";"0.61";"0.43";"7.89";"4.61"
"Erick Samuel Correia Farias";"CF";"all";"all";"172958";"Erick Farias";"1997-01-03";"73.38";"17.82";"5";"1";"120";"100";"54.17";"4.07";"0.83";"26.67";"10.83";"1.67";"1.04";"0.29";"15.83";"5.83"
"Erick Samuel Correia Farias";"LW";"all";"all";"172958";"Erick Farias";"1997-01-03";"85.65";"16.74";"16";"0";"361";"100";"40.17";"3.03";"0.28";"36.84";"23.55";"4.43";"0.75";"0.38";"10.25";"5.54"
"Erick de  Arruda Serafim";"RW";"all";"all";"29236";"Erick";"1997-12-10";"72.6";"22.99";"5";"0";"94";"100";"21.28";"1.44";"0";"45.74";"42.55";"4.26";"0.46";"0.39";"6.38";"4.26"
"Eros Nazareno Mancuso";"LB";"all";"all";"45911";"E. Mancuso";"1999-04-17";"92.95";"20.36";"5";"0";"115";"100";"26.09";"2.05";"0";"30.43";"26.09";"3.48";"0.39";"0.28";"6.09";"3.48"
"Estevão William Almeida de Oliveira Gonçalves";"RW";"all";"all";"799289";"Estevão";"2007-04-24";"83.71";"19.92";"23";"0";"616";"100";"34.58";"2.27";"0.97";"39.29";"29.71";"7.79";"0.7";"0.49";"10.55";"7.31"
"Everaldo Stum";"CF";"all";"all";"31753";"Everaldo";"1991-07-05";"74.27";"22.71";"14";"1";"318";"100";"46.86";"2.76";"0.63";"39.94";"29.56";"5.35";"0.84";"0.57";"13.84";"9.43"
"Everton Augusto de Barros Ribeiro";"RM";"all";"all";"28256";"Éverton Ribeiro";"1989-04-10";"85.55";"24.38";"21";"0";"599";"100";"18.86";"1.38";"0.17";"36.56";"32.05";"2.84";"0.43";"0.34";"6.18";"5.01"
"Everton Augusto de Barros Ribeiro";"RW";"all";"all";"28256";"Éverton Ribeiro";"1989-04-10";"85.31";"23.3";"6";"0";"178";"100";"20.79";"1.3";"0";"35.39";"26.97";"3.93";"0.42";"0.23";"6.74";"3.37"
"Ewerthon Diogenes da Silva";"RB";"all";"all";"32849";"Ewerthon";"2000-10-11";"90.92";"20.52";"6";"0";"73";"100";"5.48";"0.66";"1.37";"56.16";"50.68";"6.85";"0.34";"0.25";"2.74";"1.37"
