"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count Runs in sample";"Count Runs per 100 Runs";"Count Dangerous Runs per 100 Runs";"Threat of Runs per 100 Runs";"Count Runs leading to goal per 100 Runs";"Count Runs targeted per 100 Runs";"Count Runs received per 100 Runs";"Count Runs leading to shot per 100 Runs";"Threat of Runs targeted per 100 Runs";"Threat of Runs received per 100 Runs";"Count dangerous Runs targeted per 100 Runs";"Count dangerous Runs received per 100 Runs"
"Moïse Bombito Lumpungu";"CB";"all";"all";"657134";"M. Bombito";"2000-03-30";"94.79";"23.92";"13";"0";"90";"100";"1.11";"0.21";"1.11";"33.33";"32.22";"2.22";"0.07";"0.05";"0";"0"
"Malang Sarr";"CB";"all";"all";"11169";"M. Sarr";"1999-01-23";"96.06";"25.05";"8";"0";"65";"100";"0";"0.08";"0";"29.23";"29.23";"1.54";"0.02";"0.02";"0";"0"
"Mamadou Sarr";"CB";"all";"all";"166763";"M. Sarr";"2005-08-29";"94.23";"25.78";"5";"0";"48";"100";"0";"0.02";"0";"39.58";"39.58";"0";"0";"0";"0";"0"
"Nathan Zézé";"CB";"all";"all";"494737";"N. Zézé";"2005-06-18";"94.9";"19.07";"5";"0";"19";"100";"0";"0.01";"0";"31.58";"31.58";"5.26";"0.01";"0.01";"0";"0"
"Rasmus Nicolaisen";"CB";"all";"all";"13544";"R. Nicolaisen";"1997-03-16";"98.33";"22.13";"6";"0";"23";"100";"0";"0.07";"0";"21.74";"21.74";"0";"0.01";"0.01";"0";"0"
"Saïdou Sow";"CB";"all";"all";"35271";"S. Sow";"2002-07-04";"101.08";"26.59";"5";"0";"21";"100";"4.76";"0.31";"0";"33.33";"33.33";"0";"0";"0";"0";"0"
"Youssouf Ndayishimiye";"CB";"all";"all";"27743";"Y. Ndayishimiye";"1998-10-27";"98.75";"23.78";"9";"0";"73";"100";"1.37";"0.33";"0";"39.73";"39.73";"2.74";"0.09";"0.09";"0";"0"
"Étienne Youté Kinkoué";"CB";"all";"all";"31186";"É. Youté";"2002-01-14";"99.32";"23.58";"11";"0";"89";"100";"1.12";"0.17";"0";"40.45";"39.33";"0";"0.07";"0.06";"1.12";"1.12"
"Akor Jerome Adams";"CF";"all";"all";"152183";"A. Adams";"2000-01-29";"92.43";"22.08";"11";"0";"363";"100";"60.88";"4.56";"0.55";"30.03";"14.6";"3.86";"1.14";"0.38";"15.7";"6.61"
"André Ayew";"CF";"all";"all";"715";"A. Ayew";"1989-12-17";"82.52";"18.01";"15";"0";"421";"100";"47.27";"3.7";"0";"25.42";"11.88";"1.19";"0.95";"0.35";"11.16";"3.33"
"Andy Delort";"CF";"all";"all";"860";"A. Delort";"1991-10-09";"75.51";"15.22";"7";"0";"161";"100";"54.04";"3.7";"0";"34.78";"16.15";"3.11";"1.31";"0.41";"20.5";"6.83"
"Amine Gouiri";"CF";"all";"all";"11282";"A. Gouiri";"2000-02-16";"88.92";"27.67";"14";"0";"536";"100";"57.28";"3.8";"1.49";"30.78";"18.84";"5.04";"1.06";"0.66";"15.67";"8.4"
"Arnaud Kalimuendo-Muinga";"CF";"all";"all";"24054";"A. Kalimuendo";"2002-01-20";"88.87";"23.48";"24";"0";"775";"100";"57.68";"4.09";"0.77";"35.48";"20.26";"3.23";"1.19";"0.46";"15.87";"6.45"
"Alexandre Lacazette";"CF";"all";"all";"560";"A. Lacazette";"1991-05-28";"86.6";"24.67";"24";"0";"764";"100";"62.04";"4.71";"1.05";"30.89";"19.37";"3.93";"1.36";"0.63";"17.54";"8.64"
"Ahmed Hassan Mahgoub";"CF";"all";"all";"296";"Ahmed Hassan";"1993-03-05";"77.11";"16.49";"9";"0";"241";"100";"51.87";"4.12";"0.41";"28.22";"13.69";"4.15";"1.45";"0.41";"14.94";"6.22"
"Breel-Donald Embolo";"CF";"all";"all";"1458";"B. Embolo";"1997-02-14";"88.75";"23.6";"15";"0";"426";"100";"65.96";"4.72";"1.17";"30.28";"17.37";"4.46";"1.35";"0.57";"19.01";"8.92"
"Chuba Akpom";"CF";"all";"all";"12341";"C. Akpom";"1995-10-09";"75.52";"22.26";"6";"0";"164";"100";"61.59";"4.62";"0.61";"31.1";"20.12";"5.49";"1.21";"0.67";"15.85";"9.15"
"Emanuel Emegha";"CF";"all";"all";"33490";"E. Emegha";"2003-02-03";"94.59";"23.86";"25";"0";"888";"100";"60.7";"4.78";"0.9";"31.53";"12.95";"4.05";"1.43";"0.41";"16.44";"5.29"
"Evann Guessand";"CF";"all";"all";"23201";"E. Guessand";"2001-07-01";"95.26";"23.22";"8";"0";"240";"100";"58.75";"4.68";"0";"36.25";"16.25";"2.08";"1.49";"0.38";"17.5";"5"
"Esteban Lepaul";"CF";"all";"all";"809334";"E. Lepaul";"2000-04-18";"89.92";"19.49";"18";"0";"667";"100";"60.12";"3.83";"0.6";"33.88";"16.49";"2.85";"1.12";"0.35";"16.34";"5.25"
"Elye Sepe Wahi";"CF";"all";"all";"34952";"E. Wahi";"2003-01-02";"73.11";"23.95";"5";"0";"177";"100";"59.32";"4.05";"0.56";"31.07";"16.38";"6.21";"1.09";"0.6";"15.82";"9.04"
"Folarin Jerry Balogun";"CF";"all";"all";"34026";"F. Balogun";"2001-07-03";"84.63";"20.06";"7";"0";"244";"100";"58.61";"4.16";"2.05";"36.48";"19.67";"5.74";"1.29";"0.77";"18.85";"10.25"
"Félix  Lemaréchal";"CF";"all";"all";"61056";"F. Lemaréchal";"2003-08-07";"83";"21.69";"5";"0";"186";"100";"26.34";"1.88";"0.54";"30.11";"20.97";"1.61";"0.5";"0.32";"8.06";"4.3"
"Frank Magri";"CF";"all";"all";"92777";"F. Magri";"1999-09-04";"82.48";"18.87";"16";"0";"495";"100";"51.72";"3.62";"0.4";"31.31";"14.34";"3.03";"0.98";"0.34";"14.55";"5.66"
"Florian Sotoca";"CF";"all";"all";"13108";"F. Sotoca";"1990-10-25";"89.59";"21.71";"7";"0";"304";"100";"34.21";"2.25";"0";"35.86";"24.01";"2.63";"0.78";"0.43";"11.84";"5.92"
"George Ilenikhena";"CF";"all";"all";"506414";"G. Ilenikhena";"2006-08-16";"73.03";"22.15";"5";"0";"123";"100";"69.11";"5.48";"0";"30.08";"13.82";"2.44";"1.36";"0.39";"20.33";"8.13"
"Goduine Koyalipou";"CF";"all";"all";"12612";"G. Koyalipou";"2000-02-15";"78.35";"20.21";"10";"0";"456";"100";"50.22";"3.6";"0";"27.19";"16.23";"4.17";"0.91";"0.42";"12.28";"6.36"
"Gaëtan  Laborde";"CF";"all";"all";"11631";"G. Laborde";"1994-05-03";"85.67";"21.4";"18";"0";"671";"100";"58.57";"3.83";"0.45";"30.7";"17.59";"4.92";"1.01";"0.52";"15.2";"8.35"
"Georges Mikautadze";"CF";"all";"all";"24504";"G. Mikautadze";"2000-10-31";"84.75";"24.27";"9";"0";"346";"100";"44.51";"3.19";"0.58";"31.21";"19.94";"4.05";"1.18";"0.71";"13.29";"8.09"
"Gonçalo Matias Ramos";"CF";"all";"all";"30292";"Gonçalo Ramos";"2001-06-20";"81.72";"32.12";"11";"0";"418";"100";"68.9";"5.67";"0.24";"22.73";"13.16";"3.35";"1.43";"0.57";"15.31";"7.18"
"Himad Abdelli";"CF";"all";"all";"18375";"H. Abdelli";"1999-11-17";"99.04";"21.3";"8";"0";"216";"100";"16.67";"1.28";"0.46";"42.13";"36.57";"4.17";"0.47";"0.36";"5.56";"4.17"
"Ibrahima Niane";"CF";"all";"all";"13009";"I. Niane";"1999-03-11";"86.28";"17.84";"8";"0";"252";"100";"64.68";"4.59";"0.4";"36.11";"14.68";"2.78";"1.51";"0.51";"20.63";"6.35"
"Ibrahim Sissoko";"CF";"all";"all";"18498";"I. Sissoko";"1995-11-27";"83.85";"16.36";"8";"0";"200";"100";"51";"3.74";"0";"34.5";"17";"2.5";"1.05";"0.32";"14";"5"
"Issa Soumaré";"CF";"all";"all";"24490";"I. Soumaré";"2000-10-10";"87.57";"18.3";"5";"0";"155";"100";"43.23";"3.46";"0";"43.87";"24.52";"1.29";"1.25";"0.36";"14.84";"5.16"
"Jonathan Christian David";"CF";"all";"all";"12445";"J. David";"2000-01-14";"94.78";"28.33";"28";"0";"1234";"100";"53.65";"3.95";"0.57";"31.93";"19.85";"2.84";"1.1";"0.5";"15.48";"7.54"
"Joshua Christian Kojo King";"CF";"all";"all";"5473";"J. King";"1992-01-15";"81.86";"19.04";"14";"0";"373";"100";"55.5";"4.49";"0.54";"32.44";"18.5";"3.49";"1.23";"0.45";"15.28";"6.43"
"Ludovic Ajorque";"CF";"all";"all";"12230";"L. Ajorque";"1994-02-25";"91.58";"22.05";"28";"0";"934";"100";"50.32";"3.6";"0.43";"33.08";"17.56";"3.21";"1.06";"0.39";"14.99";"5.67"
"Lassine Sinayoko";"CF";"all";"all";"24771";"L. Sinayoko";"1999-12-08";"84.8";"18.1";"18";"0";"527";"100";"48.58";"3.06";"0.57";"41.75";"24.48";"5.88";"1";"0.39";"17.65";"7.78"
"Lucas Stassin";"CF";"all";"all";"306321";"L. Stassin";"2004-11-29";"88.61";"22.87";"18";"0";"732";"100";"41.53";"3.06";"0.82";"32.1";"18.17";"2.73";"0.83";"0.4";"10.66";"4.92"
"Matthis Abline";"CF";"all";"all";"31208";"M. Abline";"2003-03-28";"89.61";"18.77";"25";"0";"665";"100";"41.2";"2.63";"0.45";"44.21";"30.23";"4.36";"0.98";"0.57";"14.29";"7.67"
"Mika Biereth";"CF";"all";"all";"107199";"M. Biereth";"2003-02-08";"86.44";"23.29";"15";"0";"576";"100";"59.55";"4.96";"0.87";"32.81";"17.88";"4.69";"1.42";"0.65";"18.06";"9.03"
"Mohamed-Ali Cho";"CF";"all";"all";"30971";"M. Cho";"2004-01-19";"75.22";"14.63";"6";"0";"139";"100";"49.64";"4.17";"0";"37.41";"23.02";"1.44";"1.17";"0.45";"14.39";"7.19"
"Mason Greenwood";"CF";"all";"all";"20238";"M. Greenwood";"2001-10-01";"84.85";"27.11";"5";"0";"171";"100";"37.43";"2.31";"0.58";"32.16";"25.73";"5.26";"0.58";"0.38";"11.11";"7.02"
"Mohamed Kader Meïté";"CF";"all";"all";"932281";"M. Meïté";"2007-10-11";"92.36";"26.53";"5";"0";"171";"100";"53.8";"3.61";"0";"21.64";"13.45";"2.92";"0.74";"0.36";"8.77";"4.09"
"M'Bala Nzola";"CF";"all";"all";"27626";"M. Nzola";"1996-08-18";"88.92";"22.9";"15";"0";"492";"100";"55.49";"4.14";"0.41";"32.72";"19.31";"3.46";"1.2";"0.62";"16.26";"8.74"
"Moses Daddy Simon";"CF";"all";"all";"7778";"M. Simon";"1995-07-12";"88.92";"18.87";"8";"0";"204";"100";"28.92";"2.22";"0.49";"47.06";"27.94";"3.43";"0.65";"0.38";"7.35";"4.41"
"Mama Samba Baldé";"CF";"all";"all";"16108";"Mama Baldé";"1995-11-06";"77.89";"18.41";"5";"0";"140";"100";"34.29";"2.3";"0.71";"46.43";"29.29";"5";"0.82";"0.34";"12.86";"5.71"
"Marco Asensio Willemsen";"CF";"all";"all";"6751";"Marco Asensio";"1996-01-21";"80.6";"29.92";"6";"0";"264";"100";"49.24";"3.92";"1.89";"37.12";"26.89";"6.82";"1.39";"0.76";"17.42";"9.09"
"Mostafa Mohamed Ahmed Abdallah";"CF";"all";"all";"37889";"Mostafa Mohamed";"1997-11-28";"78.2";"17.51";"10";"0";"205";"100";"58.05";"4.52";"0";"36.59";"17.56";"3.9";"1.76";"0.62";"20";"8.29"
"Mousa Mohammad Suleiman Al Tamari";"CF";"all";"all";"13818";"Mousa Al Tamari";"1997-06-10";"85.42";"19.35";"6";"0";"162";"100";"53.09";"3.06";"1.85";"46.3";"24.07";"6.17";"1.17";"0.51";"19.75";"8.02"
"Neal Maupay";"CF";"all";"all";"7886";"N. Maupay";"1996-08-14";"79.2";"28.24";"9";"0";"319";"100";"58.93";"4.14";"0.94";"27.59";"15.36";"2.82";"1.02";"0.41";"13.79";"6.27"
"Ousmane Dembélé";"CF";"all";"all";"8287";"O. Dembélé";"1997-05-15";"80.34";"31.58";"8";"0";"275";"100";"47.27";"3.44";"1.82";"37.45";"25.45";"4.73";"1.24";"0.56";"12.36";"5.45"
"Oumar Diakité";"CF";"all";"all";"74616";"O. Diakité";"2003-12-20";"78.4";"17.93";"19";"0";"548";"100";"46.53";"3.32";"0.36";"29.56";"17.7";"3.28";"0.78";"0.36";"10.95";"5.66"
"Sékou Mara";"CF";"all";"all";"32311";"S. Mara";"2002-07-30";"86.75";"24.18";"5";"0";"146";"100";"58.9";"4.48";"0";"28.08";"17.81";"0";"1.09";"0.49";"15.07";"6.85"
"Théo Bair";"CF";"all";"all";"27233";"T. Bair";"1999-08-27";"69.83";"16.01";"7";"0";"235";"100";"51.06";"3.45";"0.43";"28.51";"10.64";"1.7";"0.78";"0.21";"11.49";"4.26"
"Tanguy Coulibaly";"CF";"all";"all";"27080";"T. Coulibaly";"2001-02-18";"88.88";"21.07";"5";"0";"153";"100";"34.64";"2.66";"0.65";"37.25";"22.88";"3.27";"0.87";"0.44";"13.07";"7.84"
"Wahbi Khazri";"CF";"all";"all";"10786";"W. Khazri";"1991-02-08";"69.15";"13.44";"6";"0";"99";"100";"35.35";"2.07";"0";"41.41";"28.28";"1.01";"0.62";"0.32";"10.1";"4.04"
"Wesley Saïd";"CF";"all";"all";"10832";"W. Saïd";"1995-04-19";"74.57";"19.72";"9";"0";"254";"100";"53.54";"3.76";"0";"32.68";"20.08";"1.18";"0.95";"0.5";"14.57";"6.69"
"Azor Matusiwa";"DM";"all";"all";"24912";"A. Matusiwa";"1998-04-28";"98.52";"23.88";"5";"0";"81";"100";"6.17";"0.62";"0";"33.33";"32.1";"0";"0.13";"0.13";"0";"0"
"Abdoulaye Touré";"DM";"all";"all";"128";"A. Touré";"1994-03-03";"94.23";"18.76";"7";"0";"136";"100";"3.68";"0.47";"0";"33.82";"33.82";"1.47";"0.21";"0.21";"1.47";"1.47"
"Djaoui Cissé";"DM";"all";"all";"811002";"D. Cissé";"2004-01-31";"90.26";"23.04";"6";"0";"108";"100";"2.78";"0.41";"0";"21.3";"20.37";"0";"0.08";"0.07";"0";"0"
"Edimilson Fernandes Ribeiro";"DM";"all";"all";"13030";"E. Fernandes";"1996-04-15";"89.6";"22.07";"5";"0";"88";"100";"5.68";"0.39";"0";"36.36";"34.09";"0";"0.18";"0.13";"3.41";"2.27"
"Fabián Ruiz Peña";"DM";"all";"all";"12924";"Fabián Ruiz";"1996-04-03";"92.2";"34.4";"6";"0";"204";"100";"24.51";"1.49";"0.49";"33.33";"29.41";"3.43";"0.41";"0.27";"5.88";"3.43"
"Joris Chotard";"DM";"all";"all";"23121";"J. Chotard";"2001-09-24";"95.52";"19.36";"6";"0";"80";"100";"17.5";"0.99";"0";"35";"26.25";"2.5";"0.54";"0.25";"11.25";"6.25"
"João Pedro Gonçalves Neves";"DM";"all";"all";"154093";"João Neves";"2004-09-27";"86.17";"34.16";"6";"0";"191";"100";"25.65";"1.87";"0.52";"31.94";"27.23";"2.62";"0.42";"0.24";"4.19";"2.62"
"Nemanja Matić";"DM";"all";"all";"7910";"N. Matić";"1988-08-01";"91.22";"24.12";"13";"0";"148";"100";"10.81";"0.82";"0.68";"36.49";"34.46";"2.7";"0.23";"0.19";"2.03";"1.35"
"Pierre-Emmanuel Ekwah Elimby";"DM";"all";"all";"102145";"P. Ekwah";"2002-01-15";"98.49";"23.6";"20";"0";"313";"100";"3.19";"0.43";"0.32";"38.98";"36.1";"1.92";"0.17";"0.13";"0.32";"0"
"Pierre Lees-Melou";"DM";"all";"all";"11163";"P. Lees-Melou";"1993-05-25";"95.39";"24.69";"12";"0";"210";"100";"14.76";"1.13";"0.95";"34.76";"31.9";"3.81";"0.41";"0.26";"4.76";"2.86"
"Pablo Rosario";"DM";"all";"all";"12649";"P. Rosario";"1997-01-07";"95.1";"20.53";"5";"0";"63";"100";"20.63";"1.17";"0";"23.81";"22.22";"1.59";"0.2";"0.2";"4.76";"4.76"
"Pedro Chirivella Burgos";"DM";"all";"all";"8562";"Pedro Chirivella";"1997-05-23";"85.11";"17.99";"13";"0";"313";"100";"3.83";"0.48";"0";"37.38";"34.5";"1.6";"0.11";"0.1";"0";"0"
"Valentin Atangana Edoa";"DM";"all";"all";"166759";"V. Atangana";"2005-08-25";"91.94";"21.65";"8";"0";"128";"100";"10.94";"0.91";"0";"25.78";"22.66";"0.78";"0.23";"0.06";"1.56";"0"
"Vítor Machado Ferreira";"DM";"all";"all";"24901";"Vitinha";"2000-02-13";"96.52";"37.74";"14";"0";"568";"100";"15.14";"1.32";"0.18";"36.97";"32.92";"2.64";"0.37";"0.27";"4.4";"3.17"
"Adrien Truffert";"LB";"all";"all";"30946";"A. Truffert";"2001-11-20";"93.18";"25.66";"6";"0";"242";"100";"16.94";"1.07";"0.83";"33.47";"28.1";"1.24";"0.34";"0.21";"4.96";"2.48"
"Abner Vinicius da Silva Santos";"LB";"all";"all";"25201";"Abner";"2000-05-27";"95.27";"25.56";"9";"0";"281";"100";"19.93";"1.45";"0";"31.32";"26.33";"1.78";"0.34";"0.23";"4.27";"2.49"
"Caio Henrique Oliveira Silva";"LB";"all";"all";"31530";"Caio Henrique";"1997-07-31";"92.28";"24.93";"20";"0";"589";"100";"24.79";"1.46";"0.34";"37.86";"31.07";"2.21";"0.4";"0.28";"6.28";"4.41"
"Diego Manuel Jadon da Silva Moreira";"LB";"all";"all";"154055";"Diego Moreira";"2004-08-06";"95.03";"23.78";"10";"0";"216";"100";"16.67";"1.25";"0.46";"37.5";"31.02";"1.85";"0.29";"0.19";"4.63";"2.31"
"Fodé  Ballo-Touré";"LB";"all";"all";"11450";"F. Ballo-Touré";"1997-01-03";"81.19";"16.98";"6";"0";"67";"100";"17.91";"1.28";"1.49";"37.31";"35.82";"2.99";"0.39";"0.37";"7.46";"7.46"
"Florent  Hanin";"LB";"all";"all";"3481";"F. Hanin";"1990-02-04";"93.36";"20.02";"27";"0";"594";"100";"7.91";"0.86";"0.34";"35.69";"31.99";"3.54";"0.3";"0.27";"2.69";"2.36"
"Gabriel Gudmundsson";"LB";"all";"all";"24913";"G. Gudmundsson";"1999-04-29";"83.82";"24.47";"17";"0";"490";"100";"19.8";"1.25";"0.2";"35.51";"28.57";"2.24";"0.37";"0.24";"4.9";"2.86"
"Issiaga Sylla";"LB";"all";"all";"4509";"I. Sylla";"1994-01-01";"93.81";"22.13";"9";"0";"196";"100";"15.82";"1.24";"0";"36.22";"30.61";"2.55";"0.29";"0.23";"3.57";"3.06"
"Ismaily Gonçalves dos Santos";"LB";"all";"all";"4500";"Ismaily";"1990-01-11";"85.74";"26.46";"10";"0";"238";"100";"26.05";"1.54";"0";"34.45";"28.57";"2.52";"0.42";"0.32";"7.56";"5.88"
"Jordan Amavi";"LB";"all";"all";"5303";"J. Amavi";"1994-03-09";"93.1";"24.04";"8";"0";"139";"100";"5.76";"0.71";"0";"41.01";"37.41";"2.88";"0.3";"0.25";"2.88";"1.44"
"Lucas François Bernard Hernández Pi";"LB";"all";"all";"6357";"L. Hernández";"1996-02-14";"89.45";"36.29";"5";"0";"71";"100";"4.23";"0.5";"0";"39.44";"38.03";"2.82";"0.11";"0.1";"1.41";"1.41"
"Léo Pétrot";"LB";"all";"all";"22252";"L. Pétrot";"1997-04-15";"96.64";"24.2";"20";"0";"429";"100";"19.11";"1.17";"0.47";"30.77";"27.04";"2.1";"0.33";"0.26";"5.36";"3.73"
"Massadio Haïdara";"LB";"all";"all";"7093";"M. Haïdara";"1992-12-02";"96.61";"22.08";"18";"0";"348";"100";"15.23";"1.25";"0.29";"39.66";"35.34";"3.16";"0.38";"0.3";"3.74";"2.3"
