"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count Runs in sample";"Count Runs per 100 Runs";"Count Dangerous Runs per 100 Runs";"Threat of Runs per 100 Runs";"Count Runs leading to goal per 100 Runs";"Count Runs targeted per 100 Runs";"Count Runs received per 100 Runs";"Count Runs leading to shot per 100 Runs";"Threat of Runs targeted per 100 Runs";"Threat of Runs received per 100 Runs";"Count dangerous Runs targeted per 100 Runs";"Count dangerous Runs received per 100 Runs"
"Dennis Praet";"LDM";"all";"all";"2645";"D. Praet";"1994-05-14";"83.22";"19.71";"6";"0";"100";"100";"18";"0.97";"0";"26";"20";"2";"0.24";"0.14";"5";"3"
"Dennis Praet";"RDM";"all";"all";"2645";"D. Praet";"1994-05-14";"79.48";"20.56";"6";"0";"111";"100";"12.61";"1.01";"0";"22.52";"18.02";"2.7";"0.3";"0.24";"3.6";"3.6"
"Derrick Katuku Tshimanga";"LCB";"all";"all";"2665";"D. Tshimanga";"1988-11-06";"99.81";"23.02";"8";"0";"65";"100";"9.23";"0.75";"0";"36.92";"35.38";"1.54";"0.14";"0.09";"3.08";"1.54"
"Federico Ricca Rostagnol";"LCB";"all";"all";"3346";"F. Ricca";"1994-12-01";"98.81";"22.99";"21";"1";"260";"100";"6.92";"0.52";"0";"39.23";"37.31";"1.15";"0.08";"0.07";"1.15";"0.77"
"Gilles Ruyssen";"RCB";"all";"all";"3934";"G. Ruyssen";"1994-06-18";"97.37";"20.27";"36";"0";"267";"100";"0.37";"0.11";"0.37";"36.7";"35.58";"0.75";"0.03";"0.03";"0";"0"
"Grejohn Kyei";"CF";"all";"all";"4092";"G. Kyei";"1995-08-12";"69.61";"17.34";"5";"0";"123";"100";"54.47";"3.67";"0";"29.27";"13.01";"0.81";"0.92";"0.23";"13.01";"4.07"
"Gyrano Kerk";"LW";"all";"all";"4167";"G. Kerk";"1995-12-02";"88.58";"23.28";"14";"0";"363";"100";"47.11";"2.98";"1.1";"34.71";"20.94";"4.13";"0.99";"0.42";"15.7";"7.16"
"Gyrano Kerk";"RW";"all";"all";"4167";"G. Kerk";"1995-12-02";"87.75";"20.57";"16";"0";"346";"100";"40.46";"3.05";"0.29";"41.91";"27.75";"4.34";"1.12";"0.61";"13.01";"8.67"
"Hannes Van der Bruggen";"LM";"all";"all";"4193";"H. Van der Bruggen";"1993-04-01";"87.57";"16.23";"24";"0";"347";"100";"12.97";"0.96";"0";"25.94";"21.61";"2.02";"0.23";"0.16";"2.88";"2.31"
"Hans Vanaken";"AM";"all";"all";"4202";"H. Vanaken";"1992-08-24";"97.03";"27.29";"29";"0";"923";"100";"29.47";"2.14";"0.76";"36.19";"30.34";"4.88";"0.56";"0.4";"8.02";"5.2"
"Hans Vanaken";"LM";"all";"all";"4202";"H. Vanaken";"1992-08-24";"98.58";"26.98";"6";"0";"239";"100";"24.69";"1.94";"0.42";"37.66";"32.22";"3.35";"0.4";"0.28";"6.28";"4.18"
"Jaïro Riedewald";"LCB";"all";"all";"4616";"J. Riedewald";"1996-09-09";"81.73";"20.96";"6";"0";"32";"100";"3.12";"1.15";"0";"50";"43.75";"3.12";"0.1";"0.04";"0";"0"
"Joris Kayembe Ditu ";"LB";"all";"all";"5369";"J. Kayembe";"1994-08-08";"95.86";"27.42";"32";"0";"724";"100";"18.78";"1.22";"0.41";"37.71";"32.18";"3.73";"0.36";"0.25";"4.97";"3.18"
"Leander Dendoncker";"DM";"all";"all";"6088";"L. Dendoncker";"1995-04-15";"97.91";"27";"8";"0";"147";"100";"8.84";"0.84";"0";"31.97";"30.61";"0.68";"0.13";"0.12";"1.36";"1.36"
"Leander Dendoncker";"RDM";"all";"all";"6088";"L. Dendoncker";"1995-04-15";"97.8";"24.63";"5";"0";"110";"100";"22.73";"1.51";"0.91";"33.64";"24.55";"2.73";"0.47";"0.16";"6.36";"2.73"
"Leander Dendoncker";"RM";"all";"all";"6088";"L. Dendoncker";"1995-04-15";"99.41";"25.75";"9";"0";"194";"100";"24.74";"1.74";"0";"27.32";"19.59";"1.03";"0.39";"0.19";"6.19";"3.09"
"Marco Ilaimaharitra";"LM";"all";"all";"6777";"M. Ilaimaharitra";"1995-07-26";"91.81";"22.4";"5";"0";"123";"100";"9.76";"0.81";"0";"39.02";"35.77";"2.44";"0.3";"0.24";"2.44";"0.81"
"Mathias Jattah-Njie Jørgensen";"LCB";"all";"all";"7157";"M. Jørgensen";"1990-04-23";"97.13";"25.91";"15";"0";"80";"100";"3.75";"0.28";"0";"37.5";"36.25";"0";"0.01";"0.01";"0";"0"
"Mats Rits";"DM";"all";"all";"7209";"M. Rits";"1993-07-18";"92.4";"22.61";"7";"0";"136";"100";"8.09";"0.71";"0";"29.41";"25.74";"2.21";"0.16";"0.13";"1.47";"1.47"
"Mats Rits";"RM";"all";"all";"7209";"M. Rits";"1993-07-18";"92.05";"24.97";"7";"0";"158";"100";"19.62";"1.48";"1.27";"38.61";"31.65";"2.53";"0.51";"0.38";"7.59";"5.06"
"Rajiv van La Parra";"LW";"all";"all";"8848";"R. van La Parra";"1991-06-04";"93.4";"21.57";"10";"0";"240";"100";"32.92";"2.73";"0.42";"40";"31.25";"5.42";"0.84";"0.7";"10.42";"7.5"
"Rob Schoofs";"LM";"all";"all";"9073";"R. Schoofs";"1994-03-23";"96.8";"26.13";"31";"0";"1235";"100";"18.46";"1.49";"0.32";"36.28";"30.28";"3.08";"0.57";"0.3";"5.75";"3"
"Roman Neustädter";"LCB";"all";"all";"9259";"R. Neustädter";"1988-02-18";"101.11";"19.85";"7";"0";"42";"100";"9.52";"0.76";"0";"30.95";"30.95";"0";"0";"0";"0";"0"
"Roman Neustädter";"RCB";"all";"all";"9259";"R. Neustädter";"1988-02-18";"97.59";"19.91";"10";"0";"55";"100";"1.82";"0.22";"0";"32.73";"30.91";"1.82";"0.02";"0.02";"0";"0"
"Siebe Schrijvers";"LM";"all";"all";"9835";"S. Schrijvers";"1996-07-18";"93.63";"21.71";"8";"1";"160";"100";"23.75";"1.43";"0";"35";"29.38";"4.38";"0.34";"0.26";"6.25";"5"
"Siebe Schrijvers";"RM";"all";"all";"9835";"S. Schrijvers";"1996-07-18";"89.33";"19.73";"11";"0";"203";"100";"18.72";"1.47";"0";"39.9";"32.02";"0.99";"0.41";"0.26";"5.91";"3.94"
"Stefan Mitrović";"LCB";"all";"all";"9982";"S. Mitrović";"1990-05-22";"98.48";"25.35";"7";"0";"31";"100";"0";"0.09";"0";"58.06";"58.06";"0";"0.07";"0.07";"0";"0"
"Thomas Foket";"RB";"all";"all";"10286";"T. Foket";"1994-09-25";"94.33";"25.55";"5";"0";"152";"100";"9.87";"0.95";"0";"38.16";"30.26";"0.66";"0.37";"0.24";"3.95";"2.63"
"Tjaronn Chery";"AM";"all";"all";"10410";"T. Chery";"1988-06-04";"85.57";"20.82";"22";"0";"869";"100";"32.8";"2.08";"0.58";"33.49";"24.97";"3.8";"0.63";"0.41";"8.86";"4.95"
"Tjaronn Chery";"RW";"all";"all";"10410";"T. Chery";"1988-06-04";"86.92";"23.15";"12";"0";"477";"100";"32.49";"2.31";"0.63";"35.01";"25.37";"4.19";"0.72";"0.38";"9.22";"4.82"
"Toby Alderweireld";"RCB";"all";"all";"10424";"T. Alderweireld";"1989-03-02";"98.77";"23.75";"25";"0";"154";"100";"8.44";"0.52";"0";"37.66";"35.71";"1.3";"0.12";"0.07";"1.3";"0.65"
"Vincent Janssen";"CF";"all";"all";"10709";"V. Janssen";"1994-06-15";"97.59";"24.77";"30";"0";"760";"100";"47.37";"3.58";"0.79";"37.37";"25";"5.26";"1.32";"0.59";"15.26";"7.76"
"Jean-Kévin Duverne";"RWB";"all";"all";"11417";"J. Duverne";"1997-07-12";"98.9";"22.88";"6";"0";"147";"100";"8.16";"0.79";"0.68";"42.18";"38.78";"4.08";"0.27";"0.23";"1.36";"1.36"
"Ludwig Augustinsson";"LB";"all";"all";"11493";"L. Augustinsson";"1994-04-21";"94.98";"23.54";"12";"0";"260";"100";"19.62";"1.2";"0.77";"27.69";"21.92";"2.69";"0.28";"0.19";"4.62";"3.08"
"Kasper Dolberg";"CF";"all";"all";"11562";"K. Dolberg";"1997-10-06";"86.13";"23.04";"28";"0";"813";"100";"52.77";"4.02";"0.74";"31.24";"19.31";"4.06";"1.03";"0.47";"11.07";"5.17"
"Lucas Perrin";"LCB";"all";"all";"12122";"L. Perrin";"1998-11-19";"101.16";"17.92";"6";"0";"36";"100";"13.89";"1.09";"2.78";"44.44";"38.89";"5.56";"0.25";"0.22";"2.78";"2.78"
"Colin Dagba";"RB";"all";"all";"12154";"C. Dagba";"1998-09-09";"90.37";"19.47";"11";"0";"155";"100";"3.87";"0.52";"0";"39.35";"34.84";"1.94";"0.19";"0.13";"0.65";"0"
"Colin Dagba";"RW";"all";"all";"12154";"C. Dagba";"1998-09-09";"73.47";"16.8";"5";"0";"88";"100";"21.59";"1.35";"0";"31.82";"20.45";"3.41";"0.4";"0.22";"6.82";"3.41"
"Thibault Vlietinck";"RB";"all";"all";"12674";"T. Vlietinck";"1997-08-19";"91.22";"22.14";"8";"0";"212";"100";"1.89";"0.54";"0.47";"31.6";"25";"1.42";"0.16";"0.12";"0.94";"0.47"
"Thibault Vlietinck";"RWB";"all";"all";"12674";"T. Vlietinck";"1997-08-19";"86.91";"17.67";"8";"1";"181";"100";"11.6";"1.03";"0.55";"29.83";"20.99";"3.31";"0.24";"0.09";"2.76";"0.55"
"Ryan Sanusi";"RM";"all";"all";"13103";"R. Sanusi";"1992-01-05";"99.51";"21.41";"7";"0";"158";"100";"5.06";"0.48";"0";"29.11";"25.95";"1.27";"0.08";"0.07";"0";"0"
"Thierry Ambrose";"CF";"all";"all";"13189";"T. Ambrose";"1997-03-28";"88.86";"17.65";"16";"0";"400";"100";"51";"3.51";"0.5";"34.25";"24";"5.5";"0.89";"0.55";"13.5";"8.25"
"Patrik Hrošovský";"AM";"all";"all";"13229";"P. Hrošovský";"1992-04-22";"87.48";"25.31";"14";"0";"627";"100";"30.3";"2.1";"0";"27.11";"18.5";"1.91";"0.52";"0.22";"7.02";"3.03"
"Abdoulaye Sissako";"RCB";"all";"all";"13367";"A. Sissako";"1998-05-26";"97.37";"20.32";"7";"0";"59";"100";"1.69";"0.21";"0";"38.98";"38.98";"0";"0.13";"0.13";"1.69";"1.69"
"Abdoulaye Sissako";"RM";"all";"all";"13367";"A. Sissako";"1998-05-26";"93.45";"17.17";"7";"0";"110";"100";"6.36";"0.76";"0.91";"29.09";"25.45";"0.91";"0.26";"0.24";"1.82";"1.82"
"Stephen Welsh";"RCB";"all";"all";"13668";"S. Welsh";"2000-01-19";"94.16";"26";"11";"0";"80";"100";"1.25";"0.3";"0";"51.25";"50";"0";"0.15";"0.12";"0";"0"
"Senna Miangue";"LCB";"all";"all";"13752";"S. Miangue";"1997-02-05";"97.72";"16.54";"7";"0";"19";"100";"0";"0.31";"0";"31.58";"31.58";"0";"0.04";"0.04";"0";"0"
"William Balikwisha";"LW";"all";"all";"13757";"W. Balikwisha";"1999-05-12";"71.97";"19.05";"5";"0";"112";"100";"27.68";"2.84";"0";"40.18";"24.11";"0.89";"0.95";"0.24";"8.93";"2.68"
"Dennis Eckert Ayensa";"CF";"all";"all";"13928";"D. Eckert Ayensa";"1997-01-09";"89.3";"19.51";"30";"0";"981";"100";"44.75";"3.19";"0.41";"35.17";"19.78";"3.06";"1.07";"0.51";"14.27";"6.83"
"Francis Amuzu";"LF";"all";"all";"14536";"F. Amuzu";"1999-08-23";"81.37";"23.72";"5";"0";"125";"100";"32.8";"2.13";"0";"50.4";"37.6";"5.6";"0.63";"0.45";"9.6";"6.4"
"Nathan Rôdes";"DM";"all";"all";"14553";"N. Rôdes";"1997-12-11";"97.25";"20.69";"29";"0";"578";"100";"9.69";"0.77";"0.17";"34.08";"28.72";"1.38";"0.23";"0.15";"2.25";"1.21"
"Didier Lamkel Zé";"CF";"all";"all";"14622";"D. Lamkel Zé";"1996-09-17";"88.59";"20";"9";"0";"305";"100";"43.93";"3.6";"0.33";"41.31";"26.23";"3.93";"1.15";"0.62";"15.08";"8.85"
"Antoine Bernier";"RW";"all";"all";"14624";"A. Bernier";"1997-09-10";"80.09";"19.44";"28";"0";"1008";"100";"38.19";"2.4";"0.5";"33.63";"24.01";"3.97";"0.61";"0.37";"9.92";"6.25"
"Charles Vanhoutte";"DM";"all";"all";"14650";"C. Vanhoutte";"1998-09-16";"93.78";"20.7";"17";"1";"320";"100";"6.25";"0.78";"0";"29.38";"25.31";"1.25";"0.2";"0.15";"1.56";"1.25"
"Charles Vanhoutte";"LM";"all";"all";"14650";"C. Vanhoutte";"1998-09-16";"97.02";"18.78";"6";"0";"118";"100";"7.63";"0.82";"0.85";"24.58";"20.34";"0.85";"0.12";"0.09";"0.85";"0.85"
"Charles Vanhoutte";"RM";"all";"all";"14650";"C. Vanhoutte";"1998-09-16";"98.44";"18.94";"6";"0";"105";"100";"11.43";"0.78";"0";"20.95";"16.19";"0";"0.14";"0.1";"0.95";"0.95"
"Olivier Deman";"LB";"all";"all";"14652";"O. Deman";"2000-04-06";"97.28";"24.6";"17";"0";"499";"100";"19.44";"1.41";"0";"35.47";"28.06";"1.2";"0.46";"0.29";"6.01";"3.61"
"Jelle Bataille";"RB";"all";"all";"14665";"J. Bataille";"1999-05-20";"88.5";"21.93";"18";"0";"383";"100";"13.05";"1.04";"0.52";"36.29";"28.72";"4.18";"0.35";"0.22";"4.44";"2.87"
"Ewoud Pletinckx";"CB";"all";"all";"14682";"E. Pletinckx";"2000-10-10";"96.94";"17.33";"5";"0";"10";"100";"0";"0.11";"0";"40";"40";"0";"0";"0";"0";"0"
"Ewoud Pletinckx";"RCB";"all";"all";"14682";"E. Pletinckx";"2000-10-10";"91.68";"22.28";"8";"0";"87";"100";"1.15";"0.17";"0";"35.63";"35.63";"0";"0.02";"0.02";"0";"0"
"Jean Thierry Lazare Amani";"RM";"all";"all";"14706";"L. Amani";"1998-03-07";"81.77";"17.79";"9";"0";"229";"100";"27.95";"2.11";"0.87";"31.44";"24.45";"1.31";"0.62";"0.47";"6.99";"5.24"
"Alessio Castro-Montes";"RWB";"all";"all";"14709";"A. Castro-Montes";"1997-05-17";"95.26";"20.7";"8";"1";"182";"100";"18.13";"1.47";"0";"46.15";"32.42";"3.85";"0.62";"0.29";"7.14";"2.2"
"Daam Foulon";"LWB";"all";"all";"14748";"D. Foulon";"1999-03-23";"99.66";"26.8";"14";"0";"402";"100";"19.4";"1.44";"1";"35.57";"30.6";"3.73";"0.35";"0.27";"4.73";"3.48"
"Sotiris Alexandropoulos";"LM";"all";"all";"15183";"S. Alexandropoulos";"2001-11-26";"79.58";"17.41";"9";"0";"180";"100";"5.56";"0.52";"0";"43.89";"41.67";"2.78";"0.15";"0.15";"1.11";"1.11"
"Bryan Gonçalves";"LCB";"all";"all";"16110";"B. Gonçalves";"1996-07-19";"93.2";"19.66";"16";"0";"60";"100";"1.67";"0.22";"0";"43.33";"41.67";"1.67";"0.07";"0.06";"0";"0"
"Mathias Knutsen Rasmussen";"RM";"all";"all";"16463";"M. Rasmussen";"1997-11-25";"72.98";"16.42";"5";"0";"116";"100";"25.86";"2.02";"0";"15.52";"11.21";"1.72";"0.15";"0.14";"2.59";"2.59"
"Andreas Skov Olsen";"RW";"all";"all";"16470";"A. Skov Olsen";"1999-12-29";"77.62";"22.42";"11";"0";"375";"100";"27.47";"1.74";"0.53";"33.33";"25.07";"4.8";"0.52";"0.35";"8";"5.33"
"Kerim Mrabti";"AM";"all";"all";"16493";"K. Mrabti";"1994-05-20";"88.73";"30.67";"5";"0";"287";"100";"21.6";"1.74";"0";"19.86";"15.33";"1.05";"0.36";"0.14";"3.48";"2.09"
"Kerim Mrabti";"RF";"all";"all";"16493";"K. Mrabti";"1994-05-20";"89.77";"22.39";"6";"0";"264";"100";"32.2";"2.37";"0";"25.76";"15.53";"2.65";"0.53";"0.16";"6.44";"2.65"
"Kerim Mrabti";"RM";"all";"all";"16493";"K. Mrabti";"1994-05-20";"91.26";"24.46";"7";"0";"252";"100";"25.4";"1.85";"1.19";"25.79";"21.43";"3.57";"0.46";"0.33";"5.16";"3.97"
"Boško Šutalo";"RCB";"all";"all";"16623";"B. Šutalo";"2000-01-01";"95.01";"18.81";"20";"0";"185";"100";"2.16";"0.3";"0";"43.24";"40";"2.7";"0.11";"0.09";"0";"0"
"David Hrnčár";"RWB";"all";"all";"16856";"D. Hrnčár";"1997-12-10";"90.99";"20.04";"23";"0";"588";"100";"20.75";"1.77";"0.68";"39.29";"33.67";"3.4";"0.51";"0.4";"6.12";"4.59"
"Visar Musliu";"CB";"all";"all";"17864";"V. Musliu";"1994-11-13";"99.71";"22.55";"8";"0";"40";"100";"0";"0.1";"0";"22.5";"22.5";"2.5";"0";"0";"0";"0"
"Mohamed Bayo";"CF";"all";"all";"18383";"M. Bayo";"1998-06-04";"79.43";"20.22";"6";"0";"186";"100";"48.92";"3.52";"0";"33.33";"17.74";"3.23";"0.95";"0.37";"14.52";"5.91"
"Loïc Lapoussin";"LWB";"all";"all";"18469";"L. Lapoussin";"1996-03-27";"93.78";"19.4";"12";"0";"399";"100";"34.34";"2.9";"0.5";"40.85";"30.58";"4.51";"0.84";"0.5";"10.03";"6.02"
"Thibaud Verlinden";"CF";"all";"all";"18710";"T. Verlinden";"1999-07-09";"73.7";"15.39";"5";"0";"144";"100";"27.78";"1.79";"0";"25.69";"14.58";"2.78";"0.38";"0.25";"5.56";"3.47"
"Thibaud Verlinden";"LW";"all";"all";"18710";"T. Verlinden";"1999-07-09";"94.77";"21.47";"16";"0";"331";"100";"19.03";"1.48";"0.91";"42.3";"31.12";"6.95";"0.55";"0.35";"6.04";"3.63"
"Leonardo da Silva Lopes";"DM";"all";"all";"18823";"Leonardo Lopes";"1998-11-30";"92.72";"22.36";"8";"0";"109";"100";"13.76";"0.79";"0";"21.1";"17.43";"1.83";"0.16";"0.14";"3.67";"3.67"
"Leonardo da Silva Lopes";"RM";"all";"all";"18823";"Leonardo Lopes";"1998-11-30";"95.45";"21.33";"5";"0";"69";"100";"4.35";"0.46";"0";"27.54";"26.09";"2.9";"0.23";"0.22";"2.9";"2.9"
"Billal Brahimi";"RF";"all";"all";"18941";"B. Brahimi";"2000-03-14";"85.64";"22.29";"8";"0";"295";"100";"11.86";"1.01";"0";"43.39";"34.92";"4.07";"0.39";"0.32";"4.07";"3.73"
"Billal Brahimi";"RW";"all";"all";"18941";"B. Brahimi";"2000-03-14";"90.06";"19.31";"5";"0";"176";"100";"13.07";"1.03";"0.57";"45.45";"32.39";"7.95";"0.47";"0.32";"6.25";"3.98"
"Christian Burgess";"CB";"all";"all";"18975";"C. Burgess";"1991-10-07";"98.74";"20.61";"28";"1";"92";"100";"3.26";"0.19";"0";"21.74";"21.74";"0";"0.01";"0.01";"0";"0"
"Hervé Matthys";"CB";"all";"all";"19022";"H. Matthys";"1996-01-19";"99.17";"24.39";"6";"0";"59";"100";"0";"0.26";"0";"45.76";"42.37";"3.39";"0.12";"0.11";"0";"0"
"Doğucan Haspolat";"DM";"all";"all";"19028";"D. Haspolat";"2000-02-11";"99.2";"21.74";"8";"0";"111";"100";"4.5";"0.5";"0";"33.33";"33.33";"1.8";"0.1";"0.1";"0";"0"
"Doğucan Haspolat";"RDM";"all";"all";"19028";"D. Haspolat";"2000-02-11";"100.31";"21.09";"16";"0";"281";"100";"2.49";"0.37";"0.36";"32.03";"29.89";"2.14";"0.08";"0.07";"0";"0"
"Doğucan Haspolat";"RM";"all";"all";"19028";"D. Haspolat";"2000-02-11";"94.35";"21.1";"6";"0";"110";"100";"1.82";"0.32";"0";"38.18";"34.55";"0.91";"0.13";"0.12";"0.91";"0.91"
"Jordan Torunarigha";"LCB";"all";"all";"19088";"J. Torunarigha";"1997-08-07";"95.17";"22.5";"21";"0";"113";"100";"2.65";"0.27";"0";"45.13";"43.36";"0.88";"0.12";"0.1";"1.77";"1.77"
"David Bates";"CB";"all";"all";"19363";"D. Bates";"1996-10-05";"95.7";"16.3";"9";"0";"18";"100";"0";"0.03";"0";"22.22";"22.22";"0";"0.01";"0.01";"0";"0"
"Kévin Ahoueke Denkey";"CF";"all";"all";"21016";"K. Denkey";"2000-11-30";"98.15";"17";"14";"0";"326";"100";"66.26";"5.35";"0.31";"36.5";"19.02";"5.21";"1.61";"0.71";"20.86";"10.12"
"Aurélien Scheidler";"CF";"all";"all";"22162";"A. Scheidler";"1998-06-04";"85.55";"18.43";"23";"0";"644";"100";"53.42";"3.54";"0.78";"29.81";"17.24";"3.88";"0.96";"0.58";"13.2";"7.61"
"Loïc Junior Mbe Soh";"LCB";"all";"all";"22253";"L. Mbe Soh";"2001-06-13";"99.13";"23";"13";"0";"94";"100";"17.02";"0.89";"0";"38.3";"32.98";"0";"0.12";"0.04";"1.06";"0"
"Loïc Junior Mbe Soh";"RCB";"all";"all";"22253";"L. Mbe Soh";"2001-06-13";"99.69";"20.25";"14";"0";"75";"100";"1.33";"0.16";"0";"37.33";"36";"0";"0.04";"0.02";"0";"0"
"Yari Verschaeren";"LM";"all";"all";"22880";"Y. Verschaeren";"2001-07-12";"76.84";"21.83";"8";"0";"268";"100";"28.36";"1.82";"0.37";"35.07";"27.24";"1.12";"0.42";"0.22";"5.22";"2.61"
"Anders Dreyer";"RF";"all";"all";"22898";"A. Dreyer";"1998-05-02";"92.07";"25.07";"11";"0";"377";"100";"35.54";"2.47";"0.27";"37.14";"24.93";"5.57";"0.78";"0.43";"9.28";"4.77"
"Youssef Maziz";"AM";"all";"all";"23030";"Y. Maziz";"1998-06-24";"80.38";"21.08";"14";"0";"452";"100";"35.62";"2.87";"0";"31.19";"23.67";"3.1";"0.61";"0.39";"6.42";"3.54"
"Kobe Cools";"CB";"all";"all";"23984";"K. Cools";"1997-07-25";"97.14";"20.14";"35";"0";"140";"100";"2.14";"0.13";"0";"32.14";"31.43";"0";"0.04";"0.02";"0.71";"0"
"Andi Zeqiri";"CF";"all";"all";"24408";"A. Zeqiri";"1999-06-22";"78.55";"16.47";"23";"0";"556";"100";"52.52";"3.55";"0.36";"32.37";"15.47";"3.78";"1";"0.49";"14.03";"5.58"
"Emin Bayram";"LCB";"all";"all";"24461";"E. Bayram";"2003-04-02";"97.96";"20.29";"12";"0";"64";"100";"7.81";"0.65";"0";"46.88";"40.62";"3.12";"0.2";"0.11";"3.12";"1.56"
"Emin Bayram";"RCB";"all";"all";"24461";"E. Bayram";"2003-04-02";"96.04";"22.83";"11";"0";"80";"100";"5";"0.51";"0";"45";"45";"0";"0";"0";"0";"0"
"Maxim De Cuyper";"LB";"all";"all";"24894";"M. De Cuyper";"2000-12-22";"96.04";"26.45";"33";"0";"917";"100";"27.15";"1.78";"1.09";"39.91";"33.15";"5.23";"0.6";"0.44";"10.03";"7.2"
"Daishawn Redan";"CF";"all";"all";"24946";"D. Redan";"2001-02-02";"88.68";"22.87";"5";"0";"162";"100";"70.37";"4.16";"1.23";"29.01";"12.96";"3.09";"1.1";"0.4";"20.37";"6.17"
"Geoffry Hairemans";"RM";"all";"all";"25065";"G. Hairemans";"1991-10-21";"86.36";"22.18";"6";"0";"269";"100";"18.96";"1.51";"0";"37.17";"30.11";"2.23";"0.54";"0.33";"5.95";"4.09"
"Dante Vanzeir";"CF";"all";"all";"25069";"D. Vanzeir";"1998-04-16";"88.25";"20.81";"16";"0";"530";"100";"39.62";"2.99";"0.75";"40.38";"27.74";"3.4";"0.95";"0.51";"14.15";"7.36"
"Nikola Storm";"CF";"all";"all";"25072";"N. Storm";"1994-09-30";"77.3";"22";"5";"0";"211";"100";"28.44";"1.78";"0.95";"33.18";"23.7";"5.21";"0.56";"0.4";"9.48";"6.16"
"Nikola Storm";"LF";"all";"all";"25072";"N. Storm";"1994-09-30";"75.78";"18.58";"10";"0";"415";"100";"33.25";"2.29";"0.72";"29.88";"19.52";"4.82";"0.62";"0.36";"8.92";"5.54"
"Nikola Storm";"LW";"all";"all";"25072";"N. Storm";"1994-09-30";"76.21";"19.65";"6";"0";"238";"100";"31.51";"2.45";"0.84";"32.35";"22.69";"5.88";"0.83";"0.57";"13.03";"9.24"
