Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Age,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Alex Rangel,Barcelona,Liga Pro,2026,1940,Left Centre Back,Ecuador,24,17/03/02,0,0,0,0.02,0.09,0,0,0,,0,0,0.01,0.14,0,0.01,0.14,0,0,0,0,0.01,0.23,-0.01,0.23,0.19,0.05,80,0.7,0.05,0.32,0.42,1.16,1.17,4.69,4.45,12.66,5.24,0.07,6.03,25.19,9.51,1.48,1.9,3.06,85,1.83,3,1.16,77,0.32,69,1.95,0.05,9.7,9.77,4.04,1.39,0.6,29.12,1.35,14,0.51,37,0.19,0,0,37.16,86,3.11,25,63,5.33,4.31,14,74,-12,40.13,3.2,0.29,0.29,29.83,98,4.6,3.94,0.19,0.19,0,0.09,0.46,0.65,0,50,0.19,67,0.19,25,71,5,35,62,2,22.18,20.48,0.95,103,-1.7,21.17,21.13,0,0,0,0,0,,0,0,,0,0,0,0,0,0,16,5,3.2,22,0.04,0.04,0.07,0,,0.16
Alex Zova,Aucas,Liga Pro,2026,2697,Right Back,Ecuador,20,23/07/06,0,0,0.02,0.09,0.2,0,33,0,,0,0.03,0.03,0.37,0.03,0.03,0.37,0,0,0,0.03,0.05,0.57,-0.02,0.57,0.4,0.17,71,0.5,0,0.47,0.5,0.63,0.72,2.4,2.69,12.08,5.77,0.03,4.87,30.54,7.54,2.57,1.5,2.14,67,1.65,2.37,1.37,45,0.73,51,0.8,0.07,9.21,10.35,3.27,1.94,0.6,35.31,2.34,25,1.1,57,0.17,0,0,39.35,86,2.94,11,62,3.1,4,10,65,-21,50.91,3.87,0.3,0.32,33.58,97,4.12,9.68,0.9,0.47,0.43,0.03,0.33,0.8,0,15,0.17,26,0.03,25,64,12,22,57,21,19.44,19.34,0.95,94,-0.1,18.55,18.15,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,9,3.91,29,0.12,0.06,0,0,,0.18
Alexander Alvarado,LDU Quito,Liga Pro,2026,770,Left Wing,Ecuador,27,20/04/99,0,0,0.07,0.05,1.52,0,0,1,,0,0.12,0.11,1.75,0,0.08,1.17,0.12,0.03,0.58,0.12,0.18,3.27,-0.06,1.29,0.7,0.58,55,1.75,0,1.87,2.34,0.12,0.19,0,0,15.43,7.95,0,3.97,51.46,3.97,2.45,1.29,1.4,61,1.71,1.9,0.35,36,0.82,60,0.7,0,13.79,15.56,3.04,3.62,1.17,52.01,7.13,52,2.34,65,0,0,0,41.73,81,2.92,10,50,0.12,5.73,18,82,1,60.35,6.78,0.38,0.44,43.02,92,5.96,16.83,1.75,0.58,1.17,0.23,2.22,2.81,0,20,0.47,29,0.23,13,72,15,17,69,13,18.97,13.55,0.93,103,-5.42,17.73,13.99,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,9,7.66,53,0.03,0.03,0.01,-0.04,,0.02
Alexander Bolaños,Aucas,Liga Pro,2026,557,Right Midfielder,Ecuador,32,22/05/94,0.32,0.32,0.36,0.22,1.62,20,30,2,,0.31,0.16,0.17,0.48,0.16,0.17,0.48,0,0,0,0.48,0.52,2.1,-0.04,2.42,1.13,1.29,47,2.75,0,1.13,2.75,0.65,0.56,0.81,0.75,10.35,4.36,0,2.59,52.04,5.17,2.75,0.32,0.97,67,0.34,0.9,1.29,50,0.16,50,0.81,0,8.89,9.05,2.59,2.1,0.81,56.1,5.66,64,1.78,85,0,0,0,21.5,82,0.48,13,60,0.97,0.65,23,63,-20,64.6,2.42,0.33,0.66,24.41,86,7.01,10.02,1.13,1.13,0,0.65,4.85,5.98,0.16,14,0.48,33,0.97,9,74,16,3,79,18,14.07,12.91,0.96,107,-1.16,13.49,13.84,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,8,3.33,24,0.04,0.18,0.02,-0.02,,0.21
Alexander Domínguez,LDU Quito,Liga Pro,2026,615,Goalkeeper,Ecuador,39,04/06/87,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0,100,0,0,0,0,0,0,0,0,0,0,0,5.85,2.34,3.95,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,,0.15,0,0,18.87,85,7.17,16,65,1.9,9.07,13,72,-13,12.35,1.76,0.06,0.06,15.21,100,4.48,0.73,0.29,0.15,0.15,0,0,0.15,0,0,0,,0,34,66,0,100,0,0,34.85,37.43,0.87,91,2.57,30.39,34.21,0.44,0.62,0.18,83,76,7,0.84,2.63,26,10.24,1.96,0,0,19.94,-3,19,5,0.94,7,0.11,0.08,,,0.13,0.32
Anderson Naula,Guayaquil City,Liga Pro,2026,1351,Centre Attacking Midfielder,Ecuador,28,21/06/98,0.07,0.07,0.1,0.11,0.93,7,29,1,,0.06,0.13,0.05,0.73,0.13,0.05,0.73,0,0,0,0.2,0.16,1.67,0.04,1.27,1,0.27,79,2,0,1.53,2,0.47,0.53,0.8,0.77,20.66,9.66,0.01,6.13,48.58,7.13,3.93,1.87,2.33,67,2.16,2.69,1.33,20,0.93,33,0.73,0,17.53,20.42,4.93,4.93,1.73,50.56,9.4,54,3.73,76,0.27,0,0,29.92,81,1.2,17,62,1.33,1.4,28,80,-1,54.68,3.33,0.28,0.33,27.79,90,4.25,8.33,0.53,0.53,0,0.2,2.33,2.87,0.2,0,0,0,0.47,19,68,13,22,66,13,16.6,15.77,0.97,99,-0.83,16.1,15.54,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,10,2.57,26,-0.02,0.03,0.04,-0.04,,0.02
Andrés Copete,Técnico Universitario,Liga Pro,2026,808,Left Centre Back,Colombia,26,26/09/00,0,0,0.01,0.03,0.45,0,50,1,,0,0,0.02,0.11,0,0.02,0.11,0,0,0,0,0.03,0.56,-0.03,0.33,0.22,0.11,67,0.33,0,0.11,0.22,1,0.41,2.78,1.25,10.91,5.12,0.09,5.12,25.36,5.79,0.67,2,3.01,82,1.3,1.71,1.11,50,0.45,67,0.89,0,7.79,5.38,3.12,1.11,0.33,30.46,0.89,11,0.56,50,0.11,0,0,22.26,82,1.89,77,52,3.34,3.12,11,58,-23,35.49,1.34,0.1,0.12,18.92,99,3.4,1.34,0.11,0.11,0,0,0.56,0.67,0.11,0,0,0,0,30,68,2,58,42,0,23.56,23.86,0.92,79,0.3,21.75,18.82,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,6,1.96,14,0,0.02,0.04,-0.01,,0.05
Andrés López,Deportivo Cuenca,Liga Pro,2026,1190,Right Back,Ecuador,33,03/02/93,0.15,0.15,0.05,0.09,0.53,29,43,1,,0.11,0,0.05,0.61,0,0.05,0.61,0,0,0,0.15,0.09,1.13,0.06,0.38,0.08,0.3,20,0.76,0,0.23,0.76,0.91,0.94,2.04,2.12,11.95,5.82,0.03,5.6,32.31,6.58,2.72,1.59,2.5,54,1.89,2.83,0.83,32,1.36,47,0.61,0,9.53,9.28,4.08,1.89,0.76,36.06,2.42,25,0.91,48,0.08,0,0,37.22,85,1.97,6,53,2.27,3.48,10,63,-22,51.06,4.39,0.27,0.28,32.07,98,3.64,8.25,0.3,0.23,0.08,0.23,2.12,2.34,0.08,25,0.23,23,0.3,24,61,15,27,60,14,18.99,17.6,0.94,104,-1.39,17.89,18.31,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,9,4.16,30,0.04,0.09,-0.03,0.04,,0.15
Andrés Mena,Aucas,Liga Pro,2026,2568,Left Centre Midfielder,Ecuador,26,06/09/00,0.11,0.11,0.09,0.07,1.3,8,35,1,,0.12,0.18,0.15,1.79,0.18,0.13,1.61,0,0.02,0.18,0.28,0.23,3.08,0.05,0.74,0.42,0.32,57,0.6,0,1.72,1.61,0.42,0.49,0.7,0.82,10.79,5.36,0.01,3.05,50.28,5.92,2.98,0.81,1.23,52,0.94,1.42,0.42,36,0.74,44,0.39,0,9.57,10.92,2.45,2.52,0.74,53.78,5.47,57,1.79,71,0.04,0,0,45.84,86,2.24,86,71,0.91,2.94,18,84,-3,58.94,5.96,0.37,0.47,41.67,94,3.29,18.86,1.26,1.05,0.21,0.46,3.33,4.38,0.25,17,0.35,36,0.81,16,70,14,20,67,12,16.46,13.66,0.98,102,-2.8,16.17,13.87,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,10,6.03,43,-0.01,0.03,0.02,0.01,,0.04
Andy Velasco,Independiente del Valle,Liga Pro,2026,964,Right Centre Back,Ecuador,28,28/10/98,0,0,0.03,0.09,0.37,0,25,0,,0.02,0.09,0.04,0.09,0.09,0.04,0.09,0,0,0,0.09,0.08,0.47,0.02,0.47,0.37,0.09,80,1.03,0,0.28,0.28,0.93,1.01,5.6,6.72,7.29,3.27,0.07,4.48,27.09,7.57,1.12,1.03,1.96,58,1.27,2.27,0.56,22,0.75,64,2.15,0.19,5.7,7.26,2.05,0.93,0.19,31.54,0.93,16,0.28,30,0.09,0,0,50.44,88,5.23,15,64,6.63,7.1,10,71,-18,37.55,4.2,0.56,0.58,43.15,99,5.97,4.67,0.09,0.09,0,0,1.21,1.31,0,0,0,0,0.19,26,71,3,46,54,0,25.57,23.22,0.95,84,-2.35,24.27,19.58,0,0,0,0,0,,0,0,,0,0,0,0,0,0,12,5,4.01,20,0.05,0.08,0.06,0,,0.2
Angelo Mina,Emelec,Liga Pro,2026,2342,Right Centre Midfielder,Ecuador,27,28/02/99,0.04,0.04,0.11,0.1,1.19,3,23,2,,0.05,0.08,0.04,0.61,0.08,0.04,0.61,0,0,0,0.12,0.16,1.81,-0.04,2.04,1.23,0.81,60,0.88,0.04,1.96,2.27,0.5,0.36,0.96,0.66,17.03,9.11,0.03,5.73,42.1,7.49,3.54,1.81,2.31,67,1.53,1.9,1.35,19,0.88,43,0.81,0,13.87,10.88,4.3,3.15,0.77,44.44,5.23,38,1.84,59,0.15,0,0,22.98,76,1.31,12,58,1.23,2,21,71,-4,52.16,3.38,0.29,0.38,23.6,85,6.32,5.73,0.54,0.54,0,0.15,2.34,2.88,0.04,36,0.23,33,0.27,22,70,7,23,70,6,19.54,17.31,0.99,108,-2.23,19.4,18.65,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,8,3.19,27,0.01,0.07,0.03,-0.05,,0.06
Anthony Bedoya,Delfin,Liga Pro,2026,2661,Right Centre Back,Ecuador,30,25/01/96,0.07,0.07,0.06,0.15,0.41,17,42,0,,0.05,0,0.02,0.37,0,0.02,0.37,0,0,0,0.07,0.08,0.78,-0.01,0.1,0.07,0.03,67,0.34,0,0.03,0.17,0.95,0.8,5.58,3.17,5.72,2.77,0.06,3.99,20.69,8.52,0.78,0.61,1.56,82,0.47,1.27,0.74,78,0.14,73,2.23,0.03,4.36,2.63,2.2,0.78,0.41,24.36,0.27,6,0.2,26,0.27,0,0,29.25,79,3.18,12,46,6.66,5.78,12,66,-13,31.38,1.42,0.16,0.21,20.26,99,4.73,1.29,0.27,0.2,0.07,0.17,1.29,1.49,0,13,0.03,100,0.17,32,64,4,53,45,3,26.64,26.22,0.88,85,-0.41,23.44,22.34,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,7,2.15,18,0.05,0.05,0.04,-0.03,,0.11
Anthony Javier Castillo Salas,Técnico Universitario,Liga Pro,2026,681,Right Midfielder,Ecuador,19,18/02/07,0,0,0.08,0.03,2.38,0,28,4,,0.04,0,0.06,1.06,0,0.06,0.93,0,0,0.13,0,0.14,3.44,-0.14,1.59,0.66,0.93,42,2.91,0,1.85,4.36,0.4,0.39,0.26,0.26,22.21,9.52,0.01,5.29,54.22,5.68,3.57,2.78,3.17,88,2.15,2.54,2.64,40,0.4,8,0.13,0,16.79,12.3,4.23,3.44,1.06,54.69,9.91,59,3.3,96,0.26,0,0,20.88,66,0.53,79,50,0.4,0.93,15,54,-12,62.46,3.44,0.18,0.27,26.04,79,7.64,6.61,0.66,0.66,0,0.26,3.04,3.7,0,20,0.26,15,0.53,18,67,15,20,58,22,16.06,12.51,0.98,122,-3.56,15.68,15.25,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,6,3.94,27,-0.03,0.09,0.02,-0.1,,-0.02
Antony Chére,Libertad,Liga Pro,2026,1733,Centre Forward,Ecuador,30,26/08/96,0.26,0.26,0.25,0.19,1.35,19,42,3,,0.26,0.05,0.07,0.78,0.05,0.07,0.78,0,0,0,0.31,0.32,2.13,-0.01,0.73,0.52,0.21,71,1.14,0.05,1.04,2.34,0.1,0.04,0.83,0.73,24.46,12.2,0.02,6.18,56.44,3.64,2.08,0.73,0.83,56,0.6,0.64,2.08,9,0.57,40,1.92,0.05,21.66,15.89,5.35,3.69,1.14,58.66,14.07,65,2.8,76,0.1,0,0,15.27,77,0.47,23,56,0.99,0.68,25,61,-16,59.41,1.61,0.37,0.48,13.55,80,4.91,5.71,0.57,0.57,0,0.16,3.12,3.69,0.05,18,0.1,50,0.42,13,67,20,12,73,15,15.46,15.19,0.96,89,-0.27,14.88,13.52,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,11,3.58,28,-0.01,-0.03,0.02,0.03,,0.02
Aníbal Leguizamón Espínola,Emelec,Liga Pro,2026,1720,Right Centre Back,Argentina,34,09/01/92,0.05,0.05,0.03,0.04,0.73,7,14,0,,0.01,0.05,0.02,0.42,0.05,0.02,0.42,0,0,0,0.1,0.05,1.15,0.05,0,0,0,,0.21,0,0.16,0.1,0.84,0.74,6.02,4.96,9.58,5.76,0.04,4.13,24.72,8.53,1.57,1.52,2.35,73,1.24,1.98,1.05,53,0.58,75,2.41,0.05,7.01,6.13,2.56,1.15,0.42,31.04,1.1,16,0.47,41,0.31,0,0,39.56,81,4.08,15,50,7.12,7.06,11,55,-25,36.5,2.72,0.28,0.31,31.03,99,5.37,3.24,0.26,0.26,0,0.1,1.78,2.04,0.05,0,0,0,0.1,30,66,3,50,48,2,25.93,25.97,0.89,95,0.04,23.01,24.66,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,6,3.09,24,0.07,0.05,0.07,-0.02,,0.17
