"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count opportunities to pass to Runs in sample";"Count opportunities to pass to Runs per 100 Pass Opportunities";"Count pass attempts for Runs per 100 Pass Opportunities";"Threat of all opportunities to pass to Runs per 100 Pass Opportunities";"Threat of Runs to which a pass was attempted per 100 Pass Opportunities";"Pass completion ratio to Runs";"Count Runs made by teammate per 100 Pass Opportunities";"Threat of Runs to which a pass was completed per 100 Pass Opportunities";"Count completed passes for Runs per 100 Pass Opportunities";"Count completed passes leading to shot for Runs per 100 Pass Opportunities";"Count completed passes leading to goal for Runs per 100 Pass Opportunities";"Count opportunities to pass to dangerous Runs per 100 Pass Opportunities";"Count pass attempts for dangerous Runs per 100 Pass Opportunities";"Count completed passes for dangerous Runs per 100 Pass Opportunities"
"Alan Luciano Ruschel";"LB";"all";"all";"31651";"Alan Ruschel";"1989-08-23";"98.92";"20.34";"23";"0";"318";"100";"65.09";"0.93";"0.66";"74.88";"142.14";"0.39";"48.74";"4.72";"0.31";"11.32";"8.49";"4.72"
"Thiago dos Santos";"LCB";"all";"all";"31739";"Thiago Santos";"1989-09-05";"100.13";"26.6";"19";"0";"148";"100";"49.32";"0.26";"0.14";"90.41";"115.54";"0.08";"44.59";"1.35";"0";"0.68";"0.68";"0"
"Marcos da Silva França";"LW";"all";"all";"32838";"Keno";"1989-09-10";"79.38";"22.05";"13";"0";"131";"100";"63.36";"2.41";"1.35";"71.08";"143.51";"0.74";"45.04";"3.82";"0";"36.64";"21.37";"11.45"
"Reinaldo Manoel da Silva";"LB";"all";"all";"28345";"Reinaldo";"1989-09-28";"101.18";"21.87";"26";"0";"359";"100";"59.89";"1.29";"0.81";"69.3";"137.88";"0.45";"41.5";"3.9";"0.84";"18.94";"11.98";"5.01"
"Paulo Henrique Chagas de Lima";"AM";"all";"all";"12982";"Ganso";"1989-10-12";"82.64";"22.34";"22";"0";"305";"100";"60.33";"1.38";"0.98";"79.89";"139.02";"0.63";"48.2";"6.56";"1.64";"20.66";"15.41";"9.84"
"Carlos Eduardo de Oliveira Alves";"CF";"all";"all";"74172";"Eduardo";"1989-10-17";"82.11";"18.52";"6";"0";"65";"100";"56.92";"1.51";"0.84";"78.38";"141.54";"0.56";"44.62";"7.69";"1.54";"21.54";"12.31";"9.23"
"Enner Remberto Valencia Lastra";"CF";"all";"all";"3106";"Enner Valencia";"1989-11-04";"87.96";"21.06";"7";"0";"39";"100";"82.05";"3.85";"3.45";"78.12";"174.36";"2.19";"64.1";"7.69";"2.56";"41.03";"33.33";"20.51"
"Edenilson Andrade dos Santos";"RW";"all";"all";"2917";"Edenílson";"1989-12-18";"90.04";"17.45";"5";"0";"60";"100";"68.33";"1.56";"1.18";"70.73";"171.67";"0.79";"48.33";"11.67";"0";"28.33";"23.33";"16.67"
"Manoel Messias Silva Carvalho";"RCB";"all";"all";"27741";"Manoel";"1990-02-26";"100.08";"25.8";"6";"0";"48";"100";"31.25";"0.14";"0.04";"100";"120.83";"0.04";"31.25";"0";"0";"0";"0";"0"
"Lucas Pacheco Affini";"RDM";"all";"all";"13863";"Lucas Sasha";"1990-03-01";"93.72";"19.4";"5";"0";"33";"100";"45.45";"1.51";"0.46";"86.67";"145.45";"0.38";"39.39";"6.06";"0";"12.12";"3.03";"3.03"
"Mário Sérgio Santos Costa";"RW";"all";"all";"28342";"Marinho";"1990-05-29";"81.7";"17.73";"11";"0";"123";"100";"70.73";"2.18";"1.65";"67.82";"163.41";"0.64";"47.97";"7.32";"1.63";"30.08";"21.14";"8.94"
"Samuel Xavier Brito";"RB";"all";"all";"28252";"Samuel Xavier";"1990-06-06";"96";"24.69";"30";"0";"434";"100";"59.68";"1.01";"0.68";"86.1";"130.65";"0.46";"51.38";"3.46";"0.46";"10.83";"6.68";"3"
"Bruno Henrique Pinto";"CF";"all";"all";"1505";"Bruno Henrique";"1990-12-30";"89.01";"24.73";"7";"0";"74";"100";"70.27";"4.07";"3.14";"80.77";"171.62";"2.12";"56.76";"12.16";"2.7";"52.7";"37.84";"25.68"
"Bruno Henrique Pinto";"LW";"all";"all";"1505";"Bruno Henrique";"1990-12-30";"92.86";"22.12";"12";"0";"121";"100";"66.94";"3.15";"2.36";"80.25";"164.46";"1.74";"53.72";"10.74";"0";"44.63";"30.58";"23.14"
"Francisco das Chagas Soares dos Santos";"CF";"all";"all";"13476";"Tiquinho Soares";"1991-01-17";"81.74";"18.81";"13";"0";"92";"100";"71.74";"2.84";"2.25";"74.24";"156.52";"1.15";"53.26";"10.87";"2.17";"45.65";"34.78";"22.83"
"Fellipe Mateus De Sena Araujo";"AM";"all";"all";"172942";"Fellipe Mateus";"1991-02-12";"87.05";"16.41";"5";"0";"46";"100";"67.39";"1.42";"0.82";"64.52";"141.3";"0.42";"43.48";"4.35";"0";"19.57";"13.04";"2.17"
"Fellipe Mateus De Sena Araujo";"LW";"all";"all";"172942";"Fellipe Mateus";"1991-02-12";"79.18";"15.64";"6";"2";"57";"100";"59.65";"1.23";"0.61";"91.18";"163.16";"0.52";"54.39";"1.75";"0";"14.04";"5.26";"3.51"
"Walter Kannemann";"LCB";"all";"all";"13080";"W. Kannemann";"1991-03-14";"98.2";"18.5";"11";"0";"43";"100";"65.12";"0.31";"0.22";"85.71";"113.95";"0.16";"55.81";"0";"0";"2.33";"2.33";"2.33"
"Bartolomeu Jacinto Quissanga";"LCB";"all";"all";"12977";"Bastos";"1991-03-27";"96.52";"23.41";"13";"0";"133";"100";"51.13";"0.32";"0.15";"95.59";"115.04";"0.14";"48.87";"1.5";"0";"1.5";"0.75";"0.75"
"Bartolomeu Jacinto Quissanga";"RCB";"all";"all";"12977";"Bastos";"1991-03-27";"101.29";"23.42";"15";"0";"135";"100";"48.89";"0.26";"0.13";"90.91";"120";"0.1";"44.44";"3.7";"0";"1.48";"0";"0"
"Bruno Fabiano Alves";"CB";"all";"all";"28344";"Bruno Alves";"1991-04-16";"100.68";"18.34";"6";"0";"26";"100";"57.69";"0.39";"0.18";"66.67";"119.23";"0.11";"38.46";"0";"0";"3.85";"0";"0"
"Bruno Fabiano Alves";"LCB";"all";"all";"28344";"Bruno Alves";"1991-04-16";"102.3";"17.85";"6";"0";"35";"100";"40";"0.29";"0.15";"78.57";"125.71";"0.08";"31.43";"0";"0";"0";"0";"0"
"Bruno Fabiano Alves";"RCB";"all";"all";"28344";"Bruno Alves";"1991-04-16";"98.14";"22.08";"8";"0";"70";"100";"47.14";"0.37";"0.22";"87.88";"117.14";"0.19";"41.43";"0";"0";"2.86";"2.86";"2.86"
"Deyverson Brum Silva Acosta";"CF";"all";"all";"2667";"Deyverson";"1991-05-08";"84.59";"21.39";"11";"1";"59";"100";"74.58";"1.9";"1.38";"70.45";"145.76";"0.64";"52.54";"6.78";"1.69";"25.42";"20.34";"11.86"
"Alan Patrick Lourenço";"AM";"all";"all";"12739";"Alan Patrick";"1991-05-13";"97.96";"22.55";"11";"0";"186";"100";"69.35";"1.84";"1.36";"82.17";"147.85";"1.01";"56.99";"13.44";"2.69";"30.11";"19.89";"13.98"
"Alan Patrick Lourenço";"CF";"all";"all";"12739";"Alan Patrick";"1991-05-13";"98.68";"25.93";"7";"0";"122";"100";"68.85";"2.34";"1.64";"80.95";"164.75";"1.06";"55.74";"12.3";"0";"44.26";"31.15";"21.31"
"Martin Braithwaite";"CF";"all";"all";"7034";"M. Braithwaite";"1991-06-05";"88.5";"17.77";"18";"0";"114";"100";"68.42";"3";"1.82";"78.21";"142.98";"1.15";"53.51";"11.4";"5.26";"38.6";"27.19";"17.54"
"Everaldo Stum";"CF";"all";"all";"31753";"Everaldo";"1991-07-05";"74.27";"22.71";"14";"1";"124";"100";"72.58";"2.75";"2.05";"66.67";"168.55";"1.06";"48.39";"8.87";"0";"41.94";"31.45";"17.74"
"Jonathan Renato Barbosa";"RW";"all";"all";"12362";"Jonathan Cafú";"1991-07-10";"80.07";"16.86";"10";"0";"126";"100";"69.84";"2.28";"1.83";"75";"155.56";"0.93";"52.38";"7.94";"0";"28.57";"23.81";"14.29"
"Rodrigo Andrés Battaglia";"CB";"all";"all";"9184";"Rodrigo Battaglia";"1991-07-12";"100.47";"26.29";"12";"0";"107";"100";"45.79";"0.25";"0.07";"95.92";"108.41";"0.06";"43.93";"1.87";"0";"3.74";"0";"0"
"Rodrigo Andrés Battaglia";"RCB";"all";"all";"9184";"Rodrigo Battaglia";"1991-07-12";"98.57";"25.61";"6";"0";"56";"100";"41.07";"0.4";"0.13";"95.65";"121.43";"0.12";"39.29";"0";"0";"5.36";"1.79";"1.79"
"Walisson Moreira Farias Maia";"LCB";"all";"all";"633587";"Walisson Maia";"1991-08-21";"101.99";"20.54";"5";"0";"30";"100";"30";"0.16";"0.06";"100";"103.33";"0.06";"30";"0";"0";"0";"0";"0"
"Raúl Alejandro Cáceres Bogado";"RB";"all";"all";"25194";"Raúl Cáceres";"1991-09-18";"93.48";"18.7";"14";"0";"163";"100";"61.96";"1.43";"0.97";"69.31";"148.47";"0.42";"42.94";"1.84";"0";"15.34";"11.66";"2.45"
"Raúl Alejandro Cáceres Bogado";"RWB";"all";"all";"25194";"Raúl Cáceres";"1991-09-18";"85.38";"15.23";"5";"0";"57";"100";"49.12";"1.91";"1.28";"82.14";"152.63";"0.81";"40.35";"7.02";"0";"22.81";"14.04";"7.02"
"Gonzalo Gastón Freitas Silva";"DM";"all";"all";"43426";"G. Freitas";"1991-10-02";"95.34";"17.49";"5";"0";"25";"100";"36";"0.4";"0.11";"77.78";"112";"0.09";"28";"0";"0";"0";"0";"0"
"Juan Martín Lucero";"CF";"all";"all";"23228";"J. Lucero";"1991-10-10";"90.64";"18.61";"24";"0";"128";"100";"76.56";"2.75";"1.95";"68.37";"155.47";"1.14";"52.34";"12.5";"1.56";"43.75";"32.03";"16.41"
"Robert Abel Arboleda Escobar";"CB";"all";"all";"18247";"R. Arboleda";"1991-10-22";"101.82";"26.52";"6";"0";"48";"100";"43.75";"0.23";"0.13";"95.24";"122.92";"0.12";"41.67";"0";"0";"0";"0";"0"
"Robert Abel Arboleda Escobar";"RCB";"all";"all";"18247";"R. Arboleda";"1991-10-22";"102.18";"29.05";"17";"1";"188";"100";"56.38";"0.11";"0.05";"92.45";"115.43";"0.04";"52.13";"0.53";"0";"0";"0";"0"
"Bruno de Jesus Pacheco";"LB";"all";"all";"31752";"Bruno Pacheco";"1991-12-08";"98.82";"19.7";"11";"0";"118";"100";"61.02";"1";"0.62";"79.17";"144.07";"0.34";"48.31";"2.54";"0.85";"12.71";"5.93";"0.85"
"Magno José da Silva";"RB";"all";"all";"26047";"Maguinho";"1992-01-06";"92.71";"19.35";"14";"0";"149";"100";"61.07";"1.05";"0.73";"78.02";"151.68";"0.5";"47.65";"6.04";"0.67";"15.44";"10.74";"5.37"
"Santiago Arias Naranjo";"RB";"all";"all";"9563";"S. Arias";"1992-01-13";"97.35";"25.31";"19";"0";"400";"100";"58";"1.31";"0.82";"84.48";"138.25";"0.56";"49";"3.75";"0";"18.75";"12.5";"8.25"
"Mádson Ferreira dos Santos";"RB";"all";"all";"25166";"Mádson";"1992-01-13";"99.6";"21.88";"6";"0";"48";"100";"66.67";"0.97";"0.78";"81.25";"154.17";"0.46";"54.17";"8.33";"0";"14.58";"10.42";"4.17"
"André Ramalho Silva";"CB";"all";"all";"745";"André Ramalho";"1992-02-16";"104.57";"23.06";"5";"0";"56";"100";"41.07";"0.27";"0.11";"86.96";"121.43";"0.05";"35.71";"0";"0";"0";"0";"0"
"André Ramalho Silva";"RCB";"all";"all";"745";"André Ramalho";"1992-02-16";"99.72";"23.11";"9";"0";"115";"100";"50.43";"0.46";"0.26";"87.93";"121.74";"0.23";"44.35";"3.48";"1.74";"4.35";"2.61";"2.61"
"Eduardo Colcenti Antunes";"CF";"all";"all";"24829";"Eduardo Sasha";"1992-02-24";"84.73";"17.14";"21";"0";"174";"100";"67.24";"2.38";"1.62";"74.36";"156.32";"1.03";"50";"6.32";"1.72";"32.76";"21.84";"14.37"
"João Pedro Geraldino dos Santos Galvão";"CF";"all";"all";"5078";"João Pedro";"1992-03-09";"79.34";"20.19";"5";"0";"25";"100";"76";"2.47";"1.28";"84.21";"160";"1.11";"64";"16";"4";"32";"20";"20"
"Emanuel Brítez";"RB";"all";"all";"26477";"E. Brítez";"1992-03-26";"95.3";"20.52";"7";"1";"79";"100";"53.16";"0.88";"0.4";"76.19";"146.84";"0.31";"40.51";"5.06";"0";"10.13";"2.53";"2.53"
"Emanuel Brítez";"RCB";"all";"all";"26477";"E. Brítez";"1992-03-26";"100.59";"18.25";"19";"0";"118";"100";"46.61";"0.44";"0.26";"74.55";"123.73";"0.1";"34.75";"1.69";"0";"3.39";"2.54";"0.85"
"Marllon Gonçalves Jerônimo Borges";"RCB";"all";"all";"31521";"Marllon";"1992-04-16";"101.59";"20";"24";"0";"190";"100";"51.58";"0.18";"0.08";"90.82";"120.53";"0.07";"46.84";"2.11";"0.53";"0";"0";"0"
"Glaybson Yago Souza Lisboa";"RW";"all";"all";"25184";"Yago Pikachu";"1992-06-05";"85.14";"16.76";"15";"1";"155";"100";"62.58";"1.89";"1.4";"72.16";"152.9";"0.6";"45.16";"7.1";"0.65";"22.58";"16.13";"6.45"
"Arthur Caíke do Nascimento Cruz";"CF";"all";"all";"28236";"Arthur Caíke";"1992-06-15";"81.35";"16.28";"15";"1";"72";"100";"65.28";"2.59";"1.74";"61.7";"133.33";"1.04";"40.28";"13.89";"0";"41.67";"31.94";"20.83"
"Hueglo dos Santos Neris";"RCB";"all";"all";"29188";"Neris";"1992-06-17";"94.27";"19.3";"14";"0";"102";"100";"48.04";"0.26";"0.15";"89.8";"126.47";"0.11";"43.14";"1.96";"0";"1.96";"0.98";"0.98"
"Pablo Felipe Teixeira";"CF";"all";"all";"28343";"Pablo";"1992-06-23";"82.36";"16.66";"17";"0";"121";"100";"62.81";"2.29";"1.54";"71.05";"147.11";"0.98";"44.63";"10.74";"0.83";"39.67";"25.62";"18.18"
"Wellington Soares da Silva";"RW";"all";"all";"32830";"Wellington Rato";"1992-06-28";"79.88";"23.38";"7";"0";"111";"100";"53.15";"1.8";"1.43";"71.19";"149.55";"0.47";"37.84";"4.5";"0";"23.42";"19.82";"8.11"
"Ángel Rodrigo Romero Villamayor";"CF";"all";"all";"18230";"Á. Romero";"1992-07-04";"85.58";"19.22";"8";"0";"93";"100";"69.89";"2.91";"2.01";"66.15";"152.69";"0.76";"46.24";"5.38";"2.15";"37.63";"26.88";"10.75"
"Óscar David Romero Villamayor";"RW";"all";"all";"26517";"Ó. Romero";"1992-07-04";"72.7";"17.75";"5";"0";"45";"100";"62.22";"1.4";"1.05";"78.57";"151.11";"0.69";"48.89";"4.44";"0";"26.67";"20";"11.11"
"Gabriel Girotto Franco";"LM";"all";"all";"24839";"Gabriel";"1992-07-10";"90.71";"21.55";"6";"0";"51";"100";"64.71";"0.73";"0.36";"81.82";"123.53";"0.26";"52.94";"1.96";"0";"5.88";"0";"0"
"Maycon Vinicius Ferreira da Cruz";"RW";"all";"all";"25225";"Nikão";"1992-07-29";"80.02";"18.32";"15";"0";"226";"100";"53.54";"1.7";"0.93";"80.99";"158.85";"0.54";"43.36";"4.87";"0";"23.01";"11.95";"7.08"
"Lucas Rodrigues Moura da Silva";"AM";"all";"all";"6363";"Lucas Moura";"1992-08-13";"89";"25.65";"5";"0";"58";"100";"75.86";"2.14";"1.49";"81.82";"151.72";"1.07";"62.07";"10.34";"0";"27.59";"18.97";"15.52"
"Lucas Rodrigues Moura da Silva";"LW";"all";"all";"6363";"Lucas Moura";"1992-08-13";"92.95";"27.68";"7";"0";"127";"100";"57.48";"1.94";"1.26";"68.49";"154.33";"0.72";"39.37";"8.66";"0.79";"31.5";"22.05";"14.17"
"Lucas Rodrigues Moura da Silva";"RW";"all";"all";"6363";"Lucas Moura";"1992-08-13";"95.28";"25.95";"13";"0";"235";"100";"62.13";"2.04";"1.36";"69.18";"156.6";"0.69";"42.98";"7.66";"1.7";"26.38";"19.57";"12.34"
"Diogo Barbosa Mendanha";"LB";"all";"all";"28333";"Diogo Barbosa";"1992-08-17";"98.07";"25.66";"19";"0";"311";"100";"61.09";"1.34";"0.88";"81.58";"138.91";"0.5";"49.84";"4.5";"0.32";"15.11";"10.61";"6.11"
"Jemerson de Jesus Nascimento";"LCB";"all";"all";"4901";"Jemerson";"1992-08-24";"97.14";"19.14";"13";"0";"64";"100";"62.5";"0.34";"0.27";"82.5";"118.75";"0.21";"51.56";"0";"0";"3.12";"3.12";"3.12"
"Miguel Ángel Trauco Saavedra";"LB";"all";"all";"11864";"M. Trauco";"1992-08-25";"95.18";"18.21";"12";"0";"127";"100";"60.63";"0.85";"0.58";"70.13";"132.28";"0.3";"42.52";"1.57";"0";"11.02";"9.45";"4.72"
"Jonathan Francisco Lemos";"RB";"all";"all";"32947";"Jonathan";"1992-08-25";"79.93";"15.74";"5";"0";"43";"100";"55.81";"0.77";"0.28";"91.67";"153.49";"0.23";"51.16";"2.33";"0";"9.3";"0";"0"
"Danilo das Neves Pinheiro";"LW";"all";"all";"12397";"Tchê Tchê";"1992-08-30";"86.66";"18.64";"6";"0";"63";"100";"47.62";"1.96";"0.81";"80";"142.86";"0.52";"38.1";"3.17";"0";"28.57";"11.11";"6.35"
"Bernard Anício Caldeira Duarte";"AM";"all";"all";"12169";"Bernard";"1992-09-08";"87.17";"27.92";"5";"0";"76";"100";"63.16";"1.79";"1.26";"77.08";"132.89";"0.74";"48.68";"6.58";"1.32";"28.95";"19.74";"10.53"
"Renê Rodrigues Martins";"LB";"all";"all";"28257";"Renê";"1992-09-14";"100.52";"23.9";"11";"0";"188";"100";"56.38";"1.47";"0.94";"75.47";"144.68";"0.57";"42.55";"3.19";"0";"21.28";"13.83";"8.51"
"Lucas Nicolás Alario";"CF";"all";"all";"16289";"L. Alario";"1992-10-08";"80.84";"20";"5";"0";"19";"100";"78.95";"1.65";"1.42";"73.33";"142.11";"0.82";"57.89";"10.53";"0";"15.79";"15.79";"5.26"
"Mayke Rocha de Oliveira";"RB";"all";"all";"28335";"Mayke";"1992-11-10";"96.66";"22.17";"6";"0";"89";"100";"55.06";"1.1";"0.84";"81.63";"132.58";"0.53";"44.94";"2.25";"0";"15.73";"12.36";"5.62"
"Alex Nicolao Telles";"LB";"all";"all";"515";"Alex Telles";"1992-12-15";"83.34";"20.51";"7";"0";"72";"100";"73.61";"1.4";"1.04";"83.02";"148.61";"0.58";"61.11";"8.33";"1.39";"18.06";"11.11";"5.56"
