Name,Team,Competition,Season,Minutes,90s,Appearances,Primary Position,Secondary Position,Gender,Nationality,Age,Date of Birth,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Alex Balboa,Almere City,Eredivisie,2024/2025,440,4.89,10,Right Defensive Midfielder,Left Defensive Midfielder,Man,Equatorial Guinea,24,05/03/01,181,0.2,0.2,0.07,0.04,1.64,13,13,3,,0.17,0,0.03,0.41,0,0.03,0.41,0,0,0,0.2,0.1,2.05,0.11,0.2,0,0.2,0,2.46,0,1.02,0.82,0.2,0.04,2.87,1.35,21.49,11.05,0.01,5.12,38.72,5.53,11.05,0.82,1.02,29,0.15,0.19,2.87,18,2.05,75,1.84,0,17.8,9.22,3.07,4.09,0.82,42,6.75,38,2.87,70,0.61,0,0,24.97,70,0.82,8,36,3.68,1.43,22,63,-7,48.22,2.66,0.21,0.26,18.83,91,4.16,4.91,0.2,0.2,0,0,1.23,1.43,0,0,0,,0.2,32,56,11,42,50,8,20.14,21.06,0.92,86,0.92,18.57,18.05,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,6,2.56,29,0.02,0.04,0.04,0.07,,0.18
Alex Jens Kenneth Mortensen,FC Groningen,Eredivisie,2024/2025,17,0.19,2,Left Centre Forward,,Man,Sweden,22,12/07/02,175,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5.31,0,0,0,0,10.63,5.31,0,5.31,68.92,10.63,10.63,0,0,,0,0,0,,0,0,0,0,10.63,14.2,5.31,0,0,71.53,10.63,100,0,,0,0,0,10.63,50,0,,,0,0,0,,,79.27,0,0,0,5.31,0,3.45,5.31,0,0,0,0,0,0,0,,0,,0,0,100,0,0,100,0,12.69,,0.78,,,9.9,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,50,50,,,0.06,-0.02,0.07,,,0.11
Alexander Jakobsen,RKC Waalwijk,Eredivisie,2024/2025,89,0.99,5,Left Midfielder,,Man,Egypt,31,17/03/94,180,0,0,0.03,0.03,1.01,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0.03,1.01,-0.03,0,0,0,,1.01,0,4.04,2.02,0,0,0,0,22.23,10.1,0,3.03,40.67,4.04,7.07,2.02,2.02,67,1.11,1.11,3.03,50,1.01,33,1.01,0,17.17,9.28,2.02,0,0,44.88,7.07,41,0,,0,0,0,30.31,68,0,4,0,0,1.01,32,64,-4,56.64,1.01,0,0.03,31.32,84,5.18,6.06,1.01,1.01,0,0,3.03,4.04,0,0,0,0,0,6,71,24,17,33,50,15.35,12.63,0.79,92,-2.72,12.07,11.65,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,18,0.91,12,-0.06,-0.08,-0.01,-0.03,,-0.18
Alexandre Penetra,AZ Alkmaar,Eredivisie,2024/2025,2933,32.59,33,Left Centre Back,Right Centre Back,Man,Portugal,23,08/09/01,184,0.03,0.03,0.05,0.08,0.55,6,39,0,,0.07,0,0.01,0.18,0,0.01,0.18,0,0,0,0.03,0.05,0.74,-0.02,0.12,0.09,0.03,75,0.68,0,0.06,0.18,1.2,1.06,3.47,3.08,6.63,3.34,0.08,3.31,25.07,1.84,10.89,0.77,1.96,61,0.97,2.03,0.58,50,0.49,59,2.36,0,5.28,5.46,1.75,0.89,0.18,32.87,1.5,28,0.43,48,0.12,0.03,0,64.04,89,5.89,16,64,4.3,8.35,7,69,-19,38.99,4.39,0.53,0.56,51.28,100,5.03,4.63,0.15,0.12,0.03,0.09,1.07,1.2,0.06,0,0.06,40,0.09,22,77,2,40,58,1,23.48,20.69,0.94,97,-2.79,22.17,19.98,0,0,0,0,0,,0,0,,0,0,0,0,0,0,10,5,3.92,24,0.05,0.05,0.06,-0.02,,0.15
Ali Al Tameemi,Almere City,Eredivisie,2024/2025,480,5.34,11,Left Wing,Left Midfielder,Man,Iraq,21,19/01/04,178,0.19,0.19,0.15,0.07,2.06,9,27,1,,0.19,0,0.16,2.06,0,0.16,2.06,0,0,0,0.19,0.31,4.12,-0.12,5.43,1.5,3.93,28,0.56,0,2.81,5.99,0.37,0.36,0.37,0.39,20.6,11.24,0.02,3.56,47.22,5.81,9.18,1.69,2.06,64,1.39,1.74,0.19,38,0.94,22,0.37,0,18.92,13.87,3,3.18,0,47.53,8.8,47,3,94,0,0,0,37.65,84,1.87,7,71,0.94,2.06,29,80,-3,63.82,4.87,0.62,0.77,44.95,83,6.01,17.98,1.12,1.12,0,0.37,4.68,5.81,0.37,0,0.37,29,1.31,18,57,25,19,54,27,17.47,15.4,0.96,106,-2.07,16.76,16.25,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,8,6.74,38,0.08,0.17,0.02,0,,0.27
Alireza Jahanbakhsh,SC Heerenveen,Eredivisie,2024/2025,1543,17.15,19,Right Wing,Left Wing,Man,Iran,31,10/08/93,180,0.17,0.12,0.15,0.06,2.45,5,24,2,100,0.15,0.12,0.16,1.46,0.12,0.16,1.4,0,0,0.06,0.23,0.31,3.91,-0.08,3.21,0.99,2.22,31,1.52,0.12,1.22,4.14,0.82,0.75,1.11,1.3,18.48,7.93,0,3.67,50.45,4.55,7.76,1.81,2.62,62,1.73,2.49,1.22,38,1.11,59,3.15,0,15.45,17.53,3.09,3.5,0.23,53.98,8.69,56,2.86,82,0.17,0,0,41.11,65,1.92,8,44,2.04,3.44,23,58,-7,62.27,3.44,0.56,0.71,39.3,88,4.12,13.94,2.51,2.16,0.35,0.35,5.48,7.64,0.12,33,0.93,26,0.58,20,65,15,18,60,22,18.2,15.39,0.94,101,-2.81,17.15,15.56,0,0,0,0,0,,0,0,,0,0,0,0,0,0,31,11,5.93,37,0.14,0.17,0.03,-0.02,,0.32
Alonzo Tim Engwanda-Ongena,FC Utrecht,Eredivisie,2024/2025,1412,15.69,21,Right Defensive Midfielder,Left Defensive Midfielder,Man,Belgium,22,26/01/03,185,0,0,0,0.02,0.32,0,0,0,,0,0,0.01,0.19,0,0.01,0.19,0,0,0,0,0.02,0.51,-0.02,0.7,0.32,0.38,45,0.57,0,0.76,0.76,2.04,1.67,1.4,1.16,25.05,13.26,0.01,6.88,38.66,5.93,11.79,2.8,4.84,85,2.55,4.22,0.45,65,0.51,41,1.15,0.06,21.8,18.46,5.1,3.89,0.51,39.81,6.25,29,1.34,34,0.06,0,0,32.38,82,1.85,12,63,1.66,2.68,18,74,-9,47.92,2.49,0.35,0.36,22.69,94,4.16,5.23,0.19,0.19,0,0.13,0.19,0.38,0,33,0.19,43,0.06,26,63,11,26,71,4,17.8,13.96,0.97,97,-3.84,17.25,13.53,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,9,2.87,20,0.04,0.03,0.07,-0.01,,0.13
Amar Abdirahman Ahmed,Willem II,Eredivisie,2024/2025,802,8.91,22,Left Midfielder,Left Wing,Man,Sweden,21,18/02/04,180,0.11,0.11,0.09,0.06,1.57,7,36,2,,0.12,0,0.13,2.02,0,0.08,1.12,0,0.04,0.9,0.11,0.22,3.59,-0.11,4.38,2.47,1.91,56,1.35,0,2.24,3.82,1.23,1.07,0.22,0.23,22.22,9.88,0.03,4.83,45.48,2.92,5.72,1.23,2.47,48,0.81,1.88,1.35,14,1.35,56,1.12,0,19.64,14.83,3.7,3.7,0.45,47.92,8.75,45,2.92,79,0.34,0,0,24.35,71,1.35,15,41,0.34,3.14,24,79,7,61.88,4.49,0.24,0.32,30.53,81,8.07,9.09,1.35,0.56,0.79,0.45,2.92,3.48,0.22,25,0.79,44,0.9,17,68,15,11,69,20,18.93,14.79,0.91,92,-4.13,17.15,13.56,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,7,4.01,39,0.02,0.14,-0.07,0.01,,0.1
Amara Condé,SC Heerenveen,Eredivisie,2024/2025,799,8.88,15,Right Defensive Midfielder,Left Defensive Midfielder,Man,Germany,28,05/01/97,173,0,0,0.01,0.02,0.34,0,0,0,,0,0.11,0.04,0.79,0.11,0.04,0.79,0,0,0,0.11,0.05,1.13,0.06,1.13,0.68,0.45,60,0.79,0,1.46,2.36,1.01,1.23,0.9,0.78,24.32,14.08,0.03,4.96,41.96,4.17,9.46,3.04,4.05,75,3.56,4.79,1.24,50,1.01,75,1.69,0,20.27,21.28,3.94,5.52,0.9,42.87,7.21,36,2.48,45,0.11,0,0,41.55,85,1.91,17,68,0.9,2.82,17,66,-19,52.18,4.84,0.27,0.29,36.83,91,4.85,11.49,0.56,0.56,0,0.11,0.34,0.9,0.11,0,0.11,100,0.23,16,74,10,19,77,4,18.19,14.69,0.98,100,-3.5,17.91,14.69,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,9,3.58,29,0.02,0.04,0.03,-0.01,,0.07
Amine Lachkar,Willem II,Eredivisie,2024/2025,1875,20.83,23,Left Defensive Midfielder,Centre Defensive Midfielder,Man,Netherlands,22,17/04/03,188,0,0,0.03,0.05,0.53,0,36,0,,0.04,0,0.01,0.34,0,0.01,0.34,0,0,0,0,0.04,0.86,-0.04,0.58,0.34,0.24,58,0.72,0,1.01,1.01,1.3,0.85,1.87,1.41,23.71,12.1,0.07,5.9,35.31,4.37,10.9,2.69,3.98,76,2.07,2.92,1.25,60,0.86,61,1.78,0.05,19.82,15.7,4.18,4.13,0.48,38.63,5.52,28,2.06,50,0.24,0,0,44.54,87,3.55,20,73,2.59,4.18,21,80,-7,48.1,4.08,0.29,0.31,37.58,95,5.71,6.96,0.24,0.19,0.05,0.05,0.58,0.77,0,20,0.05,25,0.05,19,72,9,22,74,3,20.75,17.92,0.99,102,-2.83,20.53,18.25,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,8,3.51,34,0,0.08,0.03,0.01,,0.12
Anas Tahiri,Almere City,Eredivisie,2024/2025,1881,20.9,26,Left Defensive Midfielder,Left Centre Midfielder,Man,Morocco,30,14/05/95,179,0,0,0.02,0.05,0.33,0,14,0,,0.01,0.05,0.02,0.67,0.05,0.02,0.67,0,0,0,0.05,0.04,1,0.01,0.38,0.19,0.19,50,0.24,0,0.72,0.77,0.57,0.41,1.39,1.03,11.34,5.26,0.03,2.78,36.96,5.6,10.14,1.1,1.67,64,0.84,1.25,0.24,62,0.62,59,0.77,0.05,10,7.62,1.72,2.2,0.33,41.3,3.83,38,1.53,70,0.05,0,0,42.25,88,3.11,12,74,2.11,3.49,22,86,-1,51.84,4.98,0.32,0.33,35.12,96,4.65,10.53,0.67,0.67,0,0,0.14,0.81,0,14,0.1,67,0.05,20,72,8,28,69,3,18.46,15.6,0.98,104,-2.86,18.11,16.29,0,0,0,0,0,,0,0,,0,0,0,0,0,0,13,8,4.13,34,0.03,0.05,0.04,-0.01,,0.11
Anass Salah-Eddine,Twente,Eredivisie,2024/2025,1363,15.15,18,Left Back,Right Back,Man,Netherlands,23,17/01/02,180,0.13,0.13,0.03,0.05,0.66,20,70,1,,0.1,0.13,0.07,1.06,0.13,0.07,1.06,0,0,0,0.26,0.11,1.72,0.16,1.78,0.86,0.92,48,1.32,0,1.06,2.11,1.98,2.37,1.06,1.41,13.53,6.54,0.02,2.97,38.58,4.03,9.71,2.11,4.09,71,2.62,4.99,0.59,52,0.86,55,0.79,0,10.83,13.71,1.65,2.51,0.13,43.66,4.69,43,1.45,58,0.07,0,0,51.3,84,2.91,81,61,1.78,4.03,15,83,-1,51.66,6.01,0.71,0.78,46.09,94,5.29,14.66,1.06,0.92,0.13,0.4,1.91,2.84,0,31,0.53,38,0.4,18,70,12,22,65,14,18.37,17.65,0.97,100,-0.72,17.82,17.6,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,10,7.41,39,0.1,0.1,0.04,0.02,,0.27
Andries Noppert,SC Heerenveen,Eredivisie,2024/2025,1458,16.2,16,Goalkeeper,,Man,Netherlands,31,06/04/94,203,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.12,0,0,0,0,0,0,0,0.19,0.19,0,7.84,2.72,0,4.57,0,0,,0,0,0.06,,0,,0,0,0.12,0.03,0.12,0,0,9.22,0,0,0,,0.06,0,0,31.24,70,6.3,63,36,4.26,13.46,21,63,-7,11.67,0.31,0.12,0.12,23.71,100,4.1,0.19,0,0,0,0,0,0,0,,0,,0,44,56,0,67,33,0,36.11,35.61,0.74,72,-0.5,26.76,25.52,1.36,1.41,0.05,66,65,1,1.15,4.01,34,11.92,2.03,0.06,0.06,20.43,2,19,3,1.09,7,0.09,0.05,-0.04,,-0.04,0.06
Anis Hadj Moussa,Feyenoord,Eredivisie,2024/2025,2149,23.87,30,Right Wing,Right Midfielder,Man,Algeria,23,10/02/02,175,0.34,0.34,0.13,0.06,2.22,15,38,3,,0.19,0.13,0.18,1.55,0.13,0.12,0.88,0,0.06,0.67,0.46,0.31,3.77,0.15,4.69,2.26,2.43,48,1.34,0.04,2.22,4.36,0.38,0.54,0.5,0.76,17.13,6.87,0,3.23,55.66,3.9,5.99,1.21,1.59,62,1.71,2.25,0.71,39,0.75,30,0.38,0.04,15.2,18.79,2.51,3.6,0.5,55.77,8.96,59,2.97,83,0.17,0,0,29.66,69,1.97,91,49,1.01,3.48,18,66,-3,67.03,3.31,0.55,0.7,35.81,83,7.26,13.11,2.56,1.72,0.84,0.75,4.57,6.28,0.08,15,0.67,24,0.71,17,67,16,21,59,20,19.2,15.59,0.95,103,-3.6,18.32,16.02,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26,7,6.07,33,0.11,0.24,0.02,-0.04,,0.34
