"Player";"Short Name";"Player ID";"Birthdate";"Position";"Position Group";"Minutes";"Minutes BIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"TOP 3 Time to HSR";"TOP 3 Time to Sprint";"PSV-99";"TOP 5 PSV-99";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Explosive Acceleration to Sprint Count P60BIP"
"Christian Benteke Liolo";"C. Benteke";"1818";"1990-12-03";"CF";"Center Forward";"98.42";"51.3";"29";"0";"0.61";"1.18";"28.91";"30.98";"7382.67";"123.04";"1081.11";"523.49";"53.93";"175.29";"9.16";"698.78";"63.08";"89.22";"8.07";"60.78";"15.29";"5.81";"1.73"
"DeAndre Yedlin";"D. Yedlin";"2574";"1993-07-09";"RCB";"Central Defender";"102.08";"53.68";"5";"0";"0.63";"1.41";"31.06";"31.06";"7653.35";"127.56";"1032.79";"464.31";"49.4";"203.65";"10.28";"667.96";"59.69";"81.37";"4.47";"60.8";"8.27";"3.13";"1.56"
"DeAndre Yedlin";"D. Yedlin";"2574";"1993-07-09";"RWB";"Full Back";"93.89";"50.53";"19";"0";"0.61";"1.16";"30.42";"31.96";"8279.11";"137.99";"1510.79";"699.68";"68.0";"313.74";"15.0";"1013.42";"83.0";"104.06";"8.19";"74.69";"18.62";"5.87";"2.37"
"Denis Bouanga";"D. Bouanga";"2610";"1994-11-11";"LF";"Wide Attacker";"97.38";"55.41";"30";"0";"0.59";"1.03";"31.4";"33.14";"8244.18";"137.4";"1150.37";"629.43";"69.19";"379.56";"18.48";"1008.99";"87.67";"81.17";"6.35";"59.41";"10.32";"5.38";"2.35"
"Erik Sviatchenko";"E. Sviatchenko";"3160";"1991-10-04";"RCB";"Central Defender";"95.04";"52.08";"29";"0";"0.74";"1.62";"27.53";"30.12";"7576.33";"126.27";"1000.33";"317.88";"26.26";"78.39";"2.5";"396.27";"28.76";"72.91";"2.7";"55.54";"5.2";"1.11";"0.2"
"Federico Bernardeschi";"F. Bernardeschi";"3333";"1994-02-16";"RWB";"Full Back";"96.5";"54.37";"18";"0";"0.58";"1.15";"30.96";"31.94";"8132.8";"135.55";"1391.51";"745.63";"70.75";"353.38";"17.1";"1099.01";"87.85";"95.58";"6.74";"65.91";"15.57";"5.52";"1.59"
"Gastón Brugman Duarte";"G. Brugman";"3778";"1992-09-07";"LDM";"Midfield";"88.34";"53.86";"5";"0";"0.69";"1.39";"28.3";"28.3";"8770.52";"146.18";"1617.53";"501.97";"44.56";"143.71";"5.35";"645.67";"49.91";"101.15";"3.12";"78.65";"10.47";"1.78";"0.67"
"Hany Mukhtar";"H. Mukhtar";"4206";"1995-03-21";"AM";"Midfield";"96.15";"53.61";"18";"0";"0.66";"1.44";"28.93";"30.98";"8691.49";"144.86";"1444.54";"545.46";"51.24";"174.48";"7.96";"719.94";"59.2";"84.19";"2.67";"63.05";"8.71";"1.43";"0.31"
"Hany Mukhtar";"H. Mukhtar";"4206";"1995-03-21";"CF";"Center Forward";"98.68";"55.84";"10";"0";"0.72";"1.49";"29.29";"30.2";"8713.65";"145.23";"1462.61";"620.74";"57.7";"277.76";"12.89";"898.5";"70.59";"84.56";"5.05";"62.54";"12.68";"3.22";"1.29"
"Héctor Miguel Herrera López";"H. Herrera";"4237";"1990-04-19";"LDM";"Midfield";"91.61";"46.71";"8";"0";"0.77";"null";"25.46";"25.86";"8863.77";"147.73";"1829.62";"417.91";"32.43";"43.03";"1.44";"460.94";"33.88";"95.05";"2.09";"71.93";"6.74";"0.96";"0.16"
"Héctor Miguel Herrera López";"H. Herrera";"4237";"1990-04-19";"LM";"Midfield";"96.99";"53.26";"7";"0";"0.87";"null";"25.97";"26.44";"8605.82";"143.43";"1489.34";"331.66";"28.64";"48.28";"0.97";"379.94";"29.61";"85.13";"2.41";"66.62";"7.24";"1.13";"0.0"
"Jere Uronen";"J. Uronen";"4916";"1994-07-13";"LB";"Full Back";"98.33";"55.75";"24";"0";"0.68";"1.31";"28.14";"29.54";"7906.41";"131.77";"1254.26";"617.49";"55.07";"187.49";"9.42";"804.98";"64.48";"98.25";"5.7";"72.06";"12.42";"3.41";"0.76"
"Johnathon Simpson Snedden Russell";"J. Russell";"5201";"1990-04-08";"RF";"Wide Attacker";"91.03";"53.38";"6";"0";"0.8";"1.5";"29.18";"29.5";"7354.17";"122.57";"1290.85";"603.93";"56.95";"230.22";"11.8";"834.16";"68.75";"81.49";"6.74";"58.63";"11.24";"4.5";"1.5"
"Johnathon Simpson Snedden Russell";"J. Russell";"5201";"1990-04-08";"RW";"Wide Attacker";"79.47";"42.88";"8";"0";"0.71";"1.39";"29.38";"30.04";"7497.14";"124.95";"1273.4";"629.27";"56.67";"209.17";"10.14";"838.44";"66.81";"85.52";"6.47";"57.71";"13.12";"4.72";"1.75"
"Jonathan Javier Rodríguez Portillo";"J. Rodríguez";"5268";"1993-07-06";"CF";"Center Forward";"98.06";"54.35";"7";"0";"0.79";"1.67";"29.96";"30.56";"7593.8";"126.56";"1106.32";"531.63";"57.25";"257.69";"12.93";"789.33";"70.18";"82.17";"4.89";"54.41";"10.72";"3.15";"1.42"
"Jonathan Javier Rodríguez Portillo";"J. Rodríguez";"5268";"1993-07-06";"LW";"Wide Attacker";"95.14";"54.14";"20";"0";"0.67";"1.28";"29.95";"31.48";"7674.64";"127.91";"1179.09";"632.69";"66.5";"299.25";"14.91";"931.93";"81.41";"89.44";"5.93";"56.69";"13.47";"4.49";"1.5"
"Jordi Alba Ramos";"Jordi Alba";"5326";"1989-03-21";"LB";"Full Back";"101.06";"57.23";"21";"0";"0.62";"1.23";"28.99";"30.34";"8117.87";"135.3";"1255.18";"634.38";"57.21";"211.41";"11.43";"845.79";"68.64";"85.11";"5.44";"63.1";"10.03";"3.74";"1.35"
"Jordi Alba Ramos";"Jordi Alba";"5326";"1989-03-21";"LWB";"Full Back";"100.52";"58.43";"6";"0";"0.7";"1.32";"29.57";"29.7";"7886.77";"131.45";"1154.99";"544.04";"54.08";"237.88";"10.61";"781.92";"64.69";"80.78";"5.99";"62.81";"9.24";"4.11";"1.54"
"Josef Alexander Martínez";"J. Martínez";"5448";"1993-05-19";"CF";"Center Forward";"84.67";"51.89";"13";"0";"0.7";"1.52";"27.56";"29.38";"7032.51";"117.21";"909.67";"328.13";"30.24";"82.99";"3.74";"411.12";"33.98";"70.27";"4.8";"53.19";"7.29";"3.38";"1.16"
"Karol Świderski";"K. Świderski";"5735";"1997-01-23";"CF";"Center Forward";"68.95";"43.44";"8";"0";"0.72";"1.94";"29.11";"29.76";"7730.0";"128.83";"1054.64";"464.22";"47.82";"178.85";"9.15";"643.07";"56.97";"76.65";"3.63";"57.66";"8.8";"2.59";"0.86"
"Lewis Morgan";"L. Morgan";"6205";"1996-09-30";"CF";"Center Forward";"99.08";"54.41";"19";"0";"0.55";"1.24";"30.79";"32.4";"8824.59";"147.08";"1456.23";"688.18";"75.74";"326.22";"18.57";"1014.4";"94.31";"93.84";"7.25";"71.15";"14.92";"5.51";"2.38"
"Lewis Morgan";"L. Morgan";"6205";"1996-09-30";"LW";"Wide Attacker";"89.79";"52.45";"6";"0";"0.72";"1.35";"30.73";"31.16";"8760.26";"146.0";"1490.86";"749.05";"81.98";"461.37";"21.73";"1210.42";"103.71";"97.42";"7.44";"67.11";"17.73";"5.91";"2.1"
"Lionel Andrés Messi Cuccittini";"L. Messi";"6250";"1987-06-24";"CF";"Center Forward";"100.38";"57.08";"5";"0";"0.88";"null";"27.08";"27.08";"6241.82";"104.03";"753.85";"334.67";"31.32";"78.41";"2.52";"413.08";"33.85";"70.42";"3.99";"49.4";"7.99";"1.89";"0.21"
"Lionel Andrés Messi Cuccittini";"L. Messi";"6250";"1987-06-24";"RF";"Wide Attacker";"101.35";"58.9";"13";"0";"0.71";"1.52";"26.88";"28.42";"6290.83";"104.85";"811.38";"323.69";"29.15";"77.26";"3.06";"400.95";"32.2";"69.58";"3.92";"48.58";"6.82";"1.88";"0.31"
"Lorenzo Insigne";"L. Insigne";"6286";"1991-06-04";"AM";"Midfield";"83.82";"48.68";"5";"0";"0.76";"1.55";"28.62";"28.62";"8124.96";"135.42";"1468.3";"520.91";"46.59";"142.98";"4.93";"663.89";"51.52";"87.27";"4.19";"65.58";"8.87";"3.45";"0.74"
"Lorenzo Insigne";"L. Insigne";"6286";"1991-06-04";"LF";"Wide Attacker";"82.4";"46.64";"9";"0";"0.67";"1.33";"28.71";"29.84";"8558.52";"142.64";"1596.09";"635.81";"59.46";"205.12";"10.15";"840.93";"69.61";"96.91";"6.72";"72.76";"11.01";"5.0";"1.43"
"Luís Carlos Ramos Martins";"Luís Martins";"6437";"1992-06-10";"LWB";"Full Back";"75.34";"42.45";"8";"0";"0.73";"1.55";"29.19";"30.22";"8439.52";"140.66";"1466.58";"727.46";"60.96";"242.6";"12.37";"970.06";"73.33";"92.94";"3.53";"65.38";"12.9";"2.3";"0.35"
"Luis Fernando Muriel Fruto";"L. Muriel";"6439";"1991-04-16";"CF";"Center Forward";"84.67";"48.5";"13";"0";"0.69";"1.64";"28.8";"30.32";"7938.04";"132.3";"1225.72";"479.12";"44.63";"170.33";"7.71";"649.45";"52.34";"81.93";"4.19";"63.95";"8.09";"2.38";"0.76"
"Luis Alberto Suárez Díaz";"L. Suárez";"6450";"1987-01-24";"CF";"Center Forward";"94.86";"54.33";"24";"0";"0.7";"1.47";"27.28";"28.58";"7278.45";"121.31";"1118.53";"539.11";"47.99";"123.86";"7.36";"662.97";"55.35";"75.37";"5.61";"54.62";"8.88";"3.4";"0.55"
"José Martín Cáceres Silva";"M. Cáceres";"7036";"1987-04-07";"LCB";"Central Defender";"97.94";"57.07";"10";"0";"0.78";"1.78";"26.59";"27.84";"7172.46";"119.54";"880.34";"245.47";"21.55";"47.83";"2.21";"293.31";"23.76";"73.48";"3.15";"55.72";"6.2";"1.16";"0.42"
"Mateusz Klich";"M. Klich";"7128";"1990-06-13";"RM";"Midfield";"100.89";"51.05";"19";"0";"0.63";"1.5";"27.68";"29.28";"8886.16";"148.1";"1671.44";"625.91";"56.29";"152.66";"7.42";"778.56";"63.71";"92.47";"3.22";"66.74";"10.21";"1.73";"0.12"
"Matt Miazga";"M. Miazga";"7219";"1995-07-19";"CB";"Central Defender";"98.09";"53.29";"16";"0";"0.71";"1.25";"28.94";"31.14";"7782.71";"129.71";"1015.54";"368.66";"36.8";"120.33";"5.77";"488.98";"42.57";"85.36";"4.15";"62.13";"7.6";"2.39";"1.13"
"Maxime Chanot";"M. Chanot";"7336";"1989-11-21";"CB";"Central Defender";"91.76";"51.21";"10";"0";"0.74";"null";"29.21";"30.14";"7621.78";"127.03";"994.46";"330.16";"33.51";"111.07";"5.04";"441.23";"38.55";"79.2";"2.81";"60.45";"6.33";"1.17";"0.23"
"Maxime Chanot";"M. Chanot";"7336";"1989-11-21";"RCB";"Central Defender";"92.84";"55.01";"5";"0";"0.74";"null";"28.96";"28.96";"7617.74";"126.96";"995.16";"397.89";"39.05";"133.07";"5.89";"530.96";"44.94";"87.26";"3.27";"63.04";"7.2";"1.53";"0.65"
"Maya Yoshida";"M. Yoshida";"7359";"1988-08-24";"LCB";"Central Defender";"99.87";"59.66";"27";"0";"0.66";"1.34";"28.12";"30.04";"7114.77";"118.58";"864.7";"248.58";"23.51";"70.37";"2.98";"318.94";"26.49";"77.22";"3.17";"59.56";"5.14";"1.3";"0.37"
"Maya Yoshida";"M. Yoshida";"7359";"1988-08-24";"RCB";"Central Defender";"100.9";"58.81";"12";"0";"0.69";"1.25";"27.72";"29.38";"7285.61";"121.43";"921.93";"270.7";"25.08";"80.85";"3.15";"351.55";"28.23";"79.32";"3.66";"60.19";"6.21";"1.53";"0.51"
"Nemanja Radoja";"N. Radoja";"7913";"1993-02-06";"DM";"Midfield";"97.05";"55.69";"15";"0";"0.68";"null";"26.31";"27.9";"8689.7";"144.83";"1276.74";"345.71";"30.1";"58.4";"2.3";"404.1";"32.39";"84.04";"2.87";"66.08";"7.61";"1.22";"0.14"
"Nemanja Radoja";"N. Radoja";"7913";"1993-02-06";"LDM";"Midfield";"93.44";"54.08";"5";"0";"0.7";"null";"27.34";"27.34";"8761.91";"146.03";"1315.16";"307.77";"31.51";"66.35";"2.0";"374.11";"33.51";"89.42";"2.88";"71.89";"5.99";"1.11";"0.0"
"Marcelo Nicolás Lodeiro Benítez";"N. Lodeiro";"8021";"1989-03-21";"LM";"Midfield";"95.08";"53.57";"10";"0";"0.78";"null";"25.39";"26.1";"10387.84";"173.13";"2579.8";"688.57";"52.98";"75.94";"3.58";"764.51";"56.56";"98.56";"2.46";"75.15";"7.39";"1.23";"0.11"
"Olivier Giroud";"O. Giroud";"8206";"1986-09-30";"CF";"Center Forward";"74.03";"43.31";"9";"0";"0.79";"1.92";"28.38";"29.02";"8173.39";"136.22";"1430.76";"604.85";"57.73";"238.92";"11.39";"843.77";"69.12";"101.6";"5.85";"75.28";"13.7";"2.77";"0.62"
"Pedro Miguel Martins Santos";"Pedro Santos";"8594";"1988-04-22";"LB";"Full Back";"92.11";"46.69";"8";"0";"0.7";"1.49";"29.54";"30.06";"8770.83";"146.18";"1651.32";"730.64";"72.61";"299.93";"15.1";"1030.57";"87.71";"104.9";"6.1";"71.17";"17.35";"4.34";"1.29"
"Pedro Miguel Martins Santos";"Pedro Santos";"8594";"1988-04-22";"LWB";"Full Back";"92.3";"48.41";"11";"0";"0.65";"1.29";"28.7";"29.82";"8416.79";"140.28";"1441.1";"703.6";"64.44";"227.02";"12.06";"930.62";"76.5";"99.48";"6.53";"70.19";"15.1";"4.51";"1.24"
"Rémi Walter";"R. Walter";"8916";"1995-04-26";"RM";"Midfield";"100.47";"57.41";"5";"0";"0.77";"1.68";"28.44";"28.44";"9068.35";"151.14";"1704.47";"532.62";"45.15";"126.05";"6.06";"658.67";"51.21";"84.87";"3.55";"66.26";"7.32";"2.3";"0.21"
"Sergio Busquets Burgos";"Sergio Busquets";"9749";"1988-07-16";"DM";"Midfield";"100.62";"56.92";"18";"0";"0.77";"2.19";"26.33";"28.38";"8446.09";"140.77";"1387.04";"407.98";"33.32";"76.24";"2.58";"484.23";"35.9";"90.88";"2.46";"71.15";"7.26";"1.0";"0.18"
"Sergio Busquets Burgos";"Sergio Busquets";"9749";"1988-07-16";"LCB";"Central Defender";"96.39";"55.95";"5";"0";"null";"null";"26.64";"26.64";"7221.02";"120.35";"934.96";"306.08";"25.31";"86.22";"3.22";"392.3";"28.53";"77.43";"3.43";"55.98";"6.22";"1.07";"0.0"
"Steven Moreira";"Steven Moreira";"10105";"1994-08-13";"RCB";"Central Defender";"97.9";"56.2";"25";"0";"0.65";"1.37";"29.31";"31.0";"8521.41";"142.02";"1358.23";"522.13";"46.64";"189.15";"7.94";"711.27";"54.58";"87.38";"3.89";"66.84";"7.52";"2.61";"0.77"
"Teemu Pukki";"T. Pukki";"10227";"1990-03-29";"CF";"Center Forward";"71.78";"38.3";"10";"0";"0.67";"1.24";"30.21";"31.18";"8388.15";"139.8";"1362.83";"652.04";"71.75";"307.53";"17.23";"959.57";"88.99";"92.59";"7.36";"62.2";"16.92";"5.64";"2.66"
"Timothy Michael Ream";"T. Ream";"10373";"1987-10-05";"LB";"Full Back";"97.67";"57.13";"8";"0";"0.66";"1.38";"29.35";"30.08";"7446.28";"124.1";"1044.96";"426.65";"44.5";"142.7";"7.48";"569.35";"51.99";"82.31";"4.46";"62.62";"10.37";"2.23";"0.92"
"Tyler Boyd";"T. Boyd";"10566";"1994-12-30";"RW";"Wide Attacker";"78.72";"44.31";"5";"0";"0.65";"1.29";"31.24";"31.24";"8095.06";"134.92";"1285.58";"603.66";"62.56";"294.65";"14.35";"898.31";"76.91";"87.47";"5.96";"58.5";"11.37";"4.87";"1.9"
"Xherdan Shaqiri";"X. Shaqiri";"10936";"1991-10-10";"AM";"Midfield";"83.17";"45.19";"6";"0";"0.77";"null";"27.03";"27.6";"8072.51";"134.54";"1228.99";"354.93";"32.97";"54.21";"1.99";"409.15";"34.96";"82.76";"3.32";"66.83";"5.97";"2.43";"0.0"
"Yuya Kubo";"Y. Kubo";"11063";"1993-12-24";"CF";"Center Forward";"87.95";"46.58";"14";"0";"0.61";"1.29";"29.0";"30.38";"8686.83";"144.78";"1652.37";"785.97";"75.45";"256.99";"14.17";"1042.96";"89.62";"100.2";"8.01";"75.82";"14.26";"4.32";"1.2"
"Hannes Wolf";"H. Wolf";"11303";"1999-04-16";"RF";"Wide Attacker";"76.49";"41.48";"6";"0";"0.86";"null";"28.18";"28.6";"8759.25";"145.99";"1727.79";"652.44";"62.45";"200.6";"9.4";"853.04";"71.85";"101.51";"5.06";"71.13";"14.23";"2.65";"0.24"
"Hannes Wolf";"H. Wolf";"11303";"1999-04-16";"RW";"Wide Attacker";"87.15";"45.56";"23";"0";"0.63";"1.22";"29.18";"30.32";"9207.55";"153.46";"1874.13";"859.82";"83.03";"322.39";"18.67";"1182.21";"101.7";"112.41";"7.62";"73.76";"18.61";"4.87";"1.78"
"Emil Forsberg";"E. Forsberg";"11490";"1991-10-23";"LW";"Wide Attacker";"91.75";"51.09";"10";"0";"0.63";"1.42";"27.48";"28.38";"8435.24";"140.59";"1526.4";"566.7";"51.44";"138.36";"7.63";"705.06";"59.08";"94.55";"5.64";"65.54";"9.16";"4.58";"1.17"
"Jannes Horn";"J. Horn";"11536";"1997-02-06";"LB";"Full Back";"87.52";"48.87";"6";"0";"0.65";"1.37";"29.18";"29.48";"7702.53";"128.38";"1097.15";"490.26";"47.88";"167.58";"9.0";"657.84";"56.88";"89.21";"4.91";"65.07";"10.23";"3.89";"0.82"
"Kevin Long";"K. Long";"11601";"1990-08-18";"CB";"Central Defender";"98.53";"55.05";"20";"0";"0.65";"1.27";"29.05";"31.02";"7629.73";"127.16";"1026.59";"348.7";"35.26";"109.48";"5.67";"458.17";"40.92";"87.3";"4.36";"64.96";"7.19";"1.63";"0.44"
"Aleksey Miranchuk";"A. Miranchuk";"11648";"1995-10-17";"AM";"Midfield";"100.96";"58.12";"7";"0";"0.68";"1.51";"27.74";"28.16";"9083.02";"151.38";"1742.49";"486.65";"44.98";"106.62";"5.01";"593.27";"49.99";"98.95";"4.13";"76.39";"7.96";"2.36";"0.15"
"Aníbal Cesis Godoy";"A. Godoy";"11701";"1990-02-10";"DM";"Midfield";"89.8";"51.99";"6";"0";"0.82";"null";"27.18";"27.48";"8858.52";"147.64";"1623.9";"422.61";"36.93";"87.72";"3.65";"510.33";"40.59";"88.87";"2.5";"70.6";"6.16";"0.38";"0.0"
"Ezequiel Ponce Martínez";"E. Ponce";"11763";"1997-03-29";"CF";"Center Forward";"90.88";"50.3";"10";"0";"0.63";"1.18";"29.63";"30.36";"7705.27";"128.42";"1173.24";"591.87";"60.36";"260.15";"13.36";"852.02";"73.72";"89.1";"6.2";"67.15";"8.71";"5.37";"1.79"
"Miguel Gianpierre Araujo Blanco";"M. Araujo";"11857";"1994-10-24";"RCB";"Central Defender";"101.74";"57.13";"17";"0";"0.67";"1.33";"27.94";"29.14";"7442.43";"124.04";"905.17";"332.51";"30.09";"82.6";"4.08";"415.12";"34.17";"79.82";"3.15";"59.68";"6.05";"1.48";"0.25"
"Wilder José Cartagena Mendoza";"W. Cartagena";"11867";"1994-09-23";"CB";"Central Defender";"102.15";"56.24";"6";"0";"0.84";"null";"28.47";"28.9";"7117.31";"118.62";"737.25";"311.19";"28.45";"78.24";"4.45";"389.43";"32.9";"74.51";"2.31";"51.92";"6.76";"1.42";"0.36"
"Wilder José Cartagena Mendoza";"W. Cartagena";"11867";"1994-09-23";"LDM";"Midfield";"97.12";"51.87";"18";"0";"0.69";"1.45";"27.83";"30.18";"8300.44";"138.34";"1280.43";"382.86";"35.54";"100.69";"4.11";"483.55";"39.65";"75.38";"2.12";"59.18";"8.03";"1.09";"0.32"
"Wilder José Cartagena Mendoza";"W. Cartagena";"11867";"1994-09-23";"LM";"Midfield";"93.53";"50.93";"5";"0";"0.81";"null";"27.16";"27.16";"8185.65";"136.43";"1173.92";"336.72";"33.46";"80.35";"3.53";"417.07";"36.99";"75.64";"2.59";"57.02";"8.25";"0.94";"0.0"
"Raúl Mario Ruidíaz Misitich";"R. Ruidíaz";"11875";"1990-07-25";"CF";"Center Forward";"88.53";"52.53";"12";"0";"0.71";"1.56";"27.29";"28.34";"7999.23";"133.32";"1364.5";"561.75";"51.87";"119.17";"7.23";"680.92";"59.11";"97.94";"4.19";"70.15";"14.66";"2.67";"0.95"
"Sigurd Rosted";"S. Rosted";"12028";"1994-07-22";"RCB";"Central Defender";"89.67";"50.82";"14";"0";"0.61";"1.42";"27.96";"29.52";"8020.44";"133.67";"1195.36";"417.51";"38.12";"101.45";"5.06";"518.96";"43.18";"91.08";"4.55";"67.55";"8.77";"2.28";"0.51"
"Alessandro Schöpf";"A. Schöpf";"12051";"1994-02-07";"LM";"Midfield";"85.91";"52.13";"7";"0";"0.75";"1.88";"27.13";"27.5";"10283.25";"171.39";"2558.77";"815.33";"62.48";"163.43";"7.4";"978.75";"69.88";"108.68";"2.63";"81.38";"11.18";"1.48";"0.0"
"Alessandro Schöpf";"A. Schöpf";"12051";"1994-02-07";"LWB";"Full Back";"78.5";"47.07";"5";"0";"0.83";"1.66";"27.42";"27.42";"9949.84";"165.83";"2180.09";"922.05";"68.32";"187.62";"10.96";"1109.67";"79.28";"103.75";"4.33";"78.77";"13.26";"2.29";"0.76"
"Alessandro Schöpf";"A. Schöpf";"12051";"1994-02-07";"RM";"Midfield";"73.67";"43.56";"5";"0";"0.85";"null";"27.3";"27.3";"10239.16";"170.65";"2521.57";"905.72";"66.11";"156.74";"8.54";"1062.45";"74.65";"107.15";"3.58";"76.85";"15.15";"1.65";"0.28"
"Sergi Palencia Hurtado";"Sergi Palencia";"12306";"1996-03-23";"RB";"Full Back";"92.55";"53.38";"19";"0";"0.71";"1.42";"28.99";"30.58";"8245.31";"137.42";"1327.3";"547.41";"53.59";"186.39";"9.76";"733.81";"63.35";"89.15";"4.14";"64.12";"12.36";"2.6";"0.89"
"Sergi Palencia Hurtado";"Sergi Palencia";"12306";"1996-03-23";"RWB";"Full Back";"95.82";"54.9";"7";"0";"0.76";"1.57";"29.69";"30.0";"8486.29";"141.44";"1493.18";"616.45";"57.62";"235.15";"11.71";"851.6";"69.33";"88.69";"4.37";"69.33";"11.4";"2.65";"0.78"
"Keaton Parks";"K. Parks";"12317";"1997-08-06";"LDM";"Midfield";"97.26";"51.41";"15";"0";"0.75";"2.11";"25.62";"27.24";"9503.01";"158.38";"2069.69";"586.14";"44.03";"59.28";"1.71";"645.42";"45.75";"99.74";"3.19";"73.29";"8.32";"1.01";"0.16"
"Keaton Parks";"K. Parks";"12317";"1997-08-06";"RDM";"Midfield";"97.38";"50.26";"6";"0";"0.94";"null";"25.92";"26.14";"9366.21";"156.1";"2015.39";"534.64";"45.37";"55.31";"3.18";"589.95";"48.55";"102.67";"2.79";"74.81";"7.76";"0.99";"0.0"
"Keaton Parks";"K. Parks";"12317";"1997-08-06";"RM";"Midfield";"87.09";"47.53";"8";"0";"0.95";"null";"26.24";"26.94";"9177.75";"152.96";"1836.37";"527.18";"41.5";"72.11";"2.68";"599.29";"44.18";"97.04";"3.0";"71.95";"8.84";"0.47";"0.0"
"Dejan Joveljić";"D. Joveljić";"12364";"1999-08-07";"CF";"Center Forward";"84.93";"49.9";"27";"0";"0.62";"1.35";"28.91";"30.76";"7872.12";"131.2";"1174.71";"558.38";"51.66";"204.58";"9.44";"762.96";"61.1";"80.47";"4.72";"58.92";"8.59";"2.76";"0.8"
