"Player";"Short Name";"Player ID";"Birthdate";"Position";"Position Group";"Minutes";"Minutes BIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"TOP 3 Time to HSR";"TOP 3 Time to Sprint";"PSV-99";"TOP 5 PSV-99";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Explosive Acceleration to Sprint Count P60BIP"
"Alexandre Lacazette";"A. Lacazette";"560";"1991-05-28";"CF";"Center Forward";"86.6";"48.02";"24";"0";"0.62";"1.13";"28.46";"30.62";"7873.93";"131.23";"1304.5";"633.01";"60.13";"187.09";"9.89";"820.11";"70.02";"93.91";"8.38";"67.57";"12.23";"6.4";"1.77"
"André Ayew";"A. Ayew";"715";"1989-12-17";"CF";"Center Forward";"82.52";"45.96";"15";"0";"0.68";"1.75";"27.12";"28.18";"9027.33";"150.46";"1750.91";"650.77";"57.18";"113.15";"7.31";"763.92";"64.49";"94.43";"3.83";"68.41";"13.23";"2.09";"0.44"
"André Filipe Tavares Gomes";"André Gomes";"729";"1993-07-30";"LDM";"Midfield";"85.31";"48.62";"8";"0";"0.77";"null";"26.43";"26.98";"9991.89";"166.53";"2315.42";"609.59";"46.89";"86.53";"4.32";"696.12";"51.21";"109.82";"1.54";"82.99";"8.02";"1.08";"0.0"
"Andy Delort";"A. Delort";"860";"1991-10-09";"CF";"Center Forward";"75.51";"42.04";"7";"0";"0.73";"1.5";"28.86";"29.56";"8214.07";"136.9";"1180.22";"551.68";"57.49";"223.04";"8.97";"774.72";"66.46";"85.02";"4.49";"63.61";"13.05";"2.85";"1.02"
"Assane Dioussé El Hadji";"A. Dioussé";"1113";"1997-09-20";"LM";"Midfield";"84.09";"50.43";"6";"0";"0.78";"1.94";"25.8";"26.02";"9070.98";"151.18";"1721.48";"475.48";"39.85";"55.12";"2.78";"530.6";"42.63";"98.15";"1.59";"70.39";"10.71";"0.59";"0.0"
"Benjamin André";"B. André";"1267";"1990-08-03";"LDM";"Midfield";"100.32";"57.87";"5";"0";"0.83";"1.84";"27.7";"27.7";"9056.92";"150.95";"1743.08";"653.4";"53.91";"141.84";"6.22";"795.23";"60.13";"94.14";"2.7";"71.12";"8.5";"2.07";"0.21"
"Benjamin André";"B. André";"1267";"1990-08-03";"RDM";"Midfield";"100.01";"56.06";"12";"0";"0.78";"1.94";"27.62";"28.84";"9136.06";"152.27";"1835.54";"644.76";"50.04";"141.46";"6.06";"786.22";"56.1";"96.42";"2.68";"72.24";"9.99";"1.61";"0.36"
"Benjamin André";"B. André";"1267";"1990-08-03";"RM";"Midfield";"100.32";"58.71";"5";"0";"0.85";"1.73";"27.56";"27.56";"8871.74";"147.86";"1691.77";"596.01";"51.3";"137.15";"6.54";"733.16";"57.84";"90.75";"2.86";"69.7";"7.97";"1.64";"0.0"
"Breel-Donald Embolo";"B. Embolo";"1458";"1997-02-14";"CF";"Center Forward";"88.75";"48.06";"15";"0";"0.58";"1.18";"29.96";"31.46";"7708.77";"128.48";"1253.57";"582.01";"60.17";"235.7";"12.4";"817.71";"72.57";"88.47";"7.41";"63.0";"14.73";"5.49";"2.0"
"Clinton Mukoni Mata Pedro Lourenço";"Clinton Mata";"1967";"1992-11-07";"RCB";"Central Defender";"99.33";"55.72";"22";"0";"0.65";"1.18";"30.21";"31.68";"8066.91";"134.45";"1181.4";"435.58";"42.44";"179.98";"8.37";"615.57";"50.81";"80.18";"3.67";"57.17";"7.98";"2.3";"0.69"
"Corentin Tolisso";"C. Tolisso";"1999";"1994-08-03";"AM";"Midfield";"93.92";"51.83";"7";"0";"0.59";"1.63";"27.9";"28.4";"9375.74";"156.26";"2043.61";"808.54";"65.99";"190.02";"10.25";"998.57";"76.24";"111.3";"5.29";"82.36";"15.05";"3.14";"0.66"
"Corentin Tolisso";"C. Tolisso";"1999";"1994-08-03";"LDM";"Midfield";"92.06";"51.43";"7";"0";"0.74";"1.74";"27.54";"27.82";"9517.73";"158.63";"2115.07";"802.96";"64.5";"176.33";"9.5";"979.29";"74.0";"101.16";"3.0";"75.66";"11.17";"2.17";"0.5"
"Corentin Tolisso";"C. Tolisso";"1999";"1994-08-03";"LM";"Midfield";"94.52";"52.85";"11";"0";"0.72";"1.56";"27.95";"28.74";"9436.76";"157.28";"2114.67";"901.7";"76.99";"219.31";"11.87";"1121.01";"88.86";"112.6";"5.47";"80.4";"18.68";"3.51";"0.62"
"Dante Bonfim da Costa Santos";"Dante";"2330";"1983-10-18";"LCB";"Central Defender";"96.13";"55.21";"18";"0";"0.65";"1.4";"27.3";"28.48";"7625.16";"127.09";"1179.77";"403.72";"35.86";"91.77";"5.19";"495.49";"41.05";"93.28";"4.29";"70.28";"9.12";"2.54";"0.66"
"Denis Lemi Zakaria Lako Lado";"D. Zakaria";"2626";"1996-11-20";"LDM";"Midfield";"92.59";"48.25";"9";"0";"0.65";"1.32";"29.32";"30.02";"8844.92";"147.42";"1529.0";"599.19";"56.09";"199.64";"10.22";"798.83";"66.32";"86.07";"3.73";"63.41";"9.26";"2.49";"0.28"
"Denis Lemi Zakaria Lako Lado";"D. Zakaria";"2626";"1996-11-20";"LM";"Midfield";"95.52";"49.55";"5";"0";"0.76";"1.59";"28.42";"28.42";"8995.88";"149.93";"1609.39";"580.3";"54.49";"169.05";"9.69";"749.35";"64.18";"86.95";"3.15";"62.97";"8.96";"2.18";"1.21"
"Denis Lemi Zakaria Lako Lado";"D. Zakaria";"2626";"1996-11-20";"RDM";"Midfield";"101.26";"57.15";"5";"0";"0.65";"1.36";"30.04";"30.04";"8572.94";"142.88";"1390.99";"561.65";"54.17";"182.67";"10.29";"744.31";"64.46";"88.39";"3.99";"66.35";"6.72";"2.52";"0.84"
"Denis Lemi Zakaria Lako Lado";"D. Zakaria";"2626";"1996-11-20";"RM";"Midfield";"96.47";"52.54";"5";"0";"0.72";"1.39";"29.32";"29.32";"8986.98";"149.78";"1614.77";"708.26";"59.61";"232.74";"10.96";"941.0";"70.57";"92.73";"2.97";"68.06";"7.54";"1.83";"0.46"
"Dennis Appiah";"D. Appiah";"2636";"1992-06-09";"RB";"Full Back";"98.48";"56.79";"17";"0";"0.69";"1.42";"28.61";"29.88";"8635.94";"143.93";"1608.29";"731.49";"61.91";"193.55";"10.32";"925.03";"72.22";"102.49";"4.72";"72.35";"10.63";"3.23";"0.93"
"Dennis Appiah";"D. Appiah";"2636";"1992-06-09";"RWB";"Full Back";"101.0";"58.78";"5";"0";"0.67";"1.32";"28.1";"28.1";"8059.43";"134.32";"1423.26";"664.07";"59.2";"236.39";"12.86";"900.46";"72.06";"109.62";"4.49";"77.98";"11.02";"2.65";"1.63"
"Djibril Sidibé";"D. Sidibé";"2795";"1992-07-29";"RCB";"Central Defender";"93.17";"51.61";"21";"0";"0.66";"1.35";"28.66";"30.44";"8432.0";"140.53";"1485.62";"543.94";"46.23";"168.75";"7.7";"712.69";"53.92";"97.0";"4.76";"69.59";"7.86";"2.93";"0.66"
"Florent  Hanin";"F. Hanin";"3481";"1990-02-04";"LB";"Full Back";"93.36";"53.71";"27";"0";"0.61";"1.31";"28.55";"29.84";"8392.19";"139.87";"1397.87";"580.99";"50.06";"166.54";"8.11";"747.53";"58.17";"90.94";"4.76";"70.05";"9.35";"3.35";"0.91"
"Gautier Lloris";"G. Lloris";"3786";"1995-07-18";"LCB";"Central Defender";"98.76";"54.64";"31";"0";"0.68";"1.37";"27.74";"29.82";"8043.95";"134.07";"1066.3";"341.15";"31.21";"87.0";"4.43";"428.14";"35.63";"84.66";"2.87";"61.63";"6.27";"1.7";"0.5"
"Geoffrey Kondogbia";"G. Kondogbia";"3816";"1993-02-15";"LCB";"Central Defender";"98.29";"58.5";"13";"0";"0.75";"1.48";"27.83";"28.92";"7884.8";"131.41";"1242.02";"399.44";"36.13";"98.38";"6.07";"497.82";"42.21";"91.75";"3.94";"71.0";"8.28";"2.37";"0.55"
"Geoffrey Kondogbia";"G. Kondogbia";"3816";"1993-02-15";"RDM";"Midfield";"98.07";"58.03";"5";"0";"0.82";"null";"25.76";"25.76";"8477.0";"141.28";"1760.91";"478.12";"38.88";"52.53";"1.86";"530.65";"40.74";"108.78";"2.48";"79.0";"9.1";"1.03";"0.0"
"Hans Hateboer";"H. Hateboer";"4197";"1994-01-09";"RCB";"Central Defender";"99.31";"55.82";"13";"0";"0.67";"1.36";"29.12";"30.16";"8672.43";"144.54";"1559.75";"565.92";"52.92";"188.12";"9.51";"754.03";"62.43";"103.61";"4.05";"77.56";"9.76";"2.81";"0.91"
"Ismaily Gonçalves dos Santos";"Ismaily";"4500";"1990-01-11";"LB";"Full Back";"85.74";"51.2";"10";"0";"0.72";"1.39";"28.59";"29.54";"8731.99";"145.53";"1461.09";"671.95";"64.22";"234.73";"13.36";"906.68";"77.58";"97.62";"5.39";"68.2";"13.24";"3.87";"1.05"
"Issiaga Sylla";"I. Sylla";"4509";"1994-01-01";"LB";"Full Back";"93.81";"50.34";"9";"0";"0.68";"1.47";"28.1";"28.68";"8302.34";"138.37";"1595.17";"706.46";"58.14";"193.24";"9.93";"899.7";"68.08";"95.1";"5.3";"69.67";"10.6";"3.44";"1.06"
"Jean-Charles Castelletto";"J. Castelletto";"4846";"1995-01-26";"RCB";"Central Defender";"98.5";"57.34";"19";"0";"0.62";"1.34";"28.82";"30.78";"7715.31";"128.59";"1039.26";"388.96";"37.12";"126.29";"6.06";"515.25";"43.18";"86.8";"3.25";"66.64";"6.39";"1.98";"0.83"
"Jeremie Boga";"J. Boga";"4920";"1997-01-03";"LW";"Wide Attacker";"84.13";"47.79";"5";"0";"0.73";"1.28";"29.24";"29.24";"8963.97";"149.4";"1746.14";"704.33";"67.55";"295.04";"14.31";"999.37";"81.86";"110.99";"6.03";"73.32";"11.8";"3.52";"2.01"
"Jordan Amavi";"J. Amavi";"5303";"1994-03-09";"LB";"Full Back";"92.31";"49.83";"7";"0";"0.71";"1.45";"28.9";"29.58";"8028.31";"133.81";"1329.77";"543.78";"52.47";"189.92";"11.18";"733.69";"63.65";"97.2";"5.16";"67.95";"10.67";"3.78";"1.2"
"Jordan Ferri";"J. Ferri";"5306";"1992-03-12";"RM";"Midfield";"83.52";"46.63";"9";"0";"0.72";"1.76";"27.06";"27.98";"9201.29";"153.35";"1962.12";"655.04";"56.47";"119.09";"5.86";"774.12";"62.33";"100.36";"2.86";"77.34";"10.29";"1.57";"0.14"
"Jordan Veretout";"J. Veretout";"5324";"1993-03-01";"RM";"Midfield";"89.34";"51.61";"8";"0";"0.81";"null";"27.29";"28.04";"9394.32";"156.57";"2065.14";"677.92";"53.19";"136.16";"7.7";"814.08";"60.89";"103.76";"0.87";"71.5";"7.85";"0.58";"0.0"
"Joshua Christian Kojo King";"J. King";"5473";"1992-01-15";"CF";"Center Forward";"81.86";"45.85";"14";"0";"0.68";"1.31";"29.81";"31.38";"8713.06";"145.22";"1405.56";"617.15";"68.05";"275.86";"15.42";"893.01";"83.48";"91.33";"6.08";"63.1";"13.18";"3.93";"1.4"
"Kenny Lala";"K. Lala";"5789";"1991-10-03";"RB";"Full Back";"99.7";"55.37";"28";"0";"0.62";"1.19";"29.25";"30.72";"8419.05";"140.32";"1488.97";"698.78";"66.61";"261.17";"13.43";"959.94";"80.04";"93.51";"6.42";"69.63";"11.49";"4.76";"1.55"
"Lucas François Bernard Hernández Pi";"L. Hernández";"6357";"1996-02-14";"LB";"Full Back";"89.45";"57.93";"5";"0";"0.67";"1.34";"29.78";"29.78";"7857.11";"130.95";"1182.87";"519.14";"49.51";"206.74";"11.6";"725.88";"61.11";"84.11";"3.11";"59.25";"12.22";"1.66";"0.62"
"Ludovic Blas";"L. Blas";"6392";"1997-12-31";"AM";"Midfield";"96.91";"55.14";"7";"0";"0.74";"1.44";"28.36";"28.7";"9355.43";"155.92";"2121.23";"908.59";"79.74";"230.37";"12.44";"1138.96";"92.18";"95.91";"4.04";"66.84";"9.79";"3.11";"1.09"
"Ludovic Blas";"L. Blas";"6392";"1997-12-31";"RF";"Wide Attacker";"92.24";"51.34";"6";"0";"0.72";"1.4";"28.57";"28.92";"9103.33";"151.72";"1981.24";"859.54";"73.23";"247.75";"13.83";"1107.29";"87.06";"95.63";"4.29";"67.59";"12.08";"3.12";"0.58"
"Marco Asensio Willemsen";"Marco Asensio";"6751";"1996-01-21";"CF";"Center Forward";"77.8";"48.13";"7";"0";"0.67";"1.33";"29.16";"29.98";"8920.58";"148.68";"1592.54";"729.58";"66.07";"276.2";"13.71";"1005.78";"79.78";"80.13";"4.81";"57.87";"9.08";"3.56";"1.42"
"Marcus Coco";"M. Coco";"6848";"1996-06-24";"RB";"Full Back";"85.2";"48.62";"7";"0";"0.66";"1.38";"31.04";"31.56";"7926.1";"132.1";"1247.01";"616.45";"64.52";"324.71";"13.57";"941.16";"78.09";"101.89";"7.23";"69.63";"14.81";"5.11";"1.23"
"Marcos Aoás Corrêa";"Marquinhos";"7013";"1994-05-14";"RCB";"Central Defender";"94.71";"59.2";"19";"0";"0.63";"1.28";"28.84";"30.12";"7648.69";"127.48";"1188.82";"479.15";"43.85";"151.93";"8.22";"631.08";"52.07";"91.27";"4.27";"69.24";"10.3";"2.56";"0.85"
"Massadio Haïdara";"M. Haïdara";"7093";"1992-12-02";"LB";"Full Back";"96.55";"53.56";"17";"0";"0.68";"1.28";"28.84";"30.32";"8288.42";"138.14";"1423.55";"675.47";"67.08";"239.39";"13.64";"914.86";"80.72";"103.39";"6.39";"73.01";"15.09";"3.89";"1.19"
"Moses Daddy Simon";"M. Simon";"7778";"1995-07-12";"CF";"Center Forward";"88.92";"53.23";"8";"0";"0.62";"1.25";"30.38";"31.0";"7812.47";"130.21";"1095.17";"464.39";"55.23";"266.43";"12.54";"730.82";"67.77";"91.02";"6.06";"67.91";"10.71";"4.65";"1.97"
"Moses Daddy Simon";"M. Simon";"7778";"1995-07-12";"LF";"Wide Attacker";"95.82";"53.0";"7";"0";"0.71";"1.36";"29.33";"29.72";"7491.6";"124.86";"1073.58";"505.58";"52.08";"187.77";"9.7";"693.35";"61.78";"87.5";"7.6";"66.15";"12.29";"5.34";"1.46"
"Moses Daddy Simon";"M. Simon";"7778";"1995-07-12";"LW";"Wide Attacker";"87.91";"50.22";"15";"0";"0.67";"1.22";"30.31";"31.78";"7509.22";"125.15";"1105.85";"554.48";"60.7";"290.42";"13.38";"844.9";"74.08";"90.97";"6.77";"64.28";"12.67";"5.26";"2.15"
"Nampalys Mendy";"N. Mendy";"7854";"1992-06-23";"RM";"Midfield";"83.75";"50.56";"6";"0";"0.82";"null";"26.97";"27.42";"10010.7";"166.85";"2403.1";"701.29";"53.79";"114.11";"5.14";"815.4";"58.94";"109.76";"1.58";"79.9";"10.28";"0.59";"0.0"
"Neal Maupay";"N. Maupay";"7886";"1996-08-14";"CF";"Center Forward";"79.82";"49.77";"8";"0";"0.72";"1.54";"28.06";"28.7";"8654.68";"144.24";"1623.16";"745.5";"66.61";"212.63";"11.15";"958.13";"77.76";"93.28";"4.52";"66.76";"13.26";"2.56";"0.9"
"Nemanja Matić";"N. Matić";"7910";"1988-08-01";"DM";"Midfield";"91.22";"50.35";"13";"0";"0.77";"null";"27.22";"28.64";"9069.8";"151.16";"1528.44";"534.41";"41.71";"99.0";"4.77";"633.41";"46.47";"77.37";"0.92";"59.4";"6.42";"0.27";"0.0"
"Nemanja Matić";"N. Matić";"7910";"1988-08-01";"RDM";"Midfield";"79.38";"45.92";"9";"0";"0.83";"null";"27.32";"28.36";"9234.81";"153.91";"1611.21";"519.7";"39.34";"96.1";"4.36";"615.8";"43.7";"78.68";"1.02";"63.73";"7.98";"0.44";"0.0"
"Nicolas Pallois";"N. Pallois";"8030";"1987-09-19";"LCB";"Central Defender";"93.78";"54.99";"16";"0";"0.68";"1.39";"29.43";"30.94";"8046.44";"134.11";"1071.74";"374.57";"36.82";"126.22";"6.21";"500.78";"43.03";"82.24";"2.86";"61.58";"7.57";"1.91";"0.68"
"Nikola Maksimović";"N. Maksimović";"8076";"1991-11-25";"RCB";"Central Defender";"90.78";"46.88";"5";"0";"0.92";"null";"26.6";"26.6";"7937.71";"132.3";"1101.71";"295.39";"26.62";"54.01";"2.56";"349.4";"29.18";"81.4";"3.07";"60.41";"6.91";"1.02";"0.0"
"Ousmane Dembélé";"O. Dembélé";"8287";"1997-05-15";"CF";"Center Forward";"79.88";"51.16";"9";"0";"0.66";"1.24";"29.59";"30.3";"7923.67";"132.06";"1177.37";"609.79";"64.11";"291.48";"13.68";"901.27";"77.79";"85.08";"8.21";"67.36";"14.46";"6.12";"2.74"
"Ousmane Dembélé";"O. Dembélé";"8287";"1997-05-15";"RF";"Wide Attacker";"79.4";"47.9";"11";"0";"0.61";"1.09";"29.71";"31.0";"8103.79";"135.06";"1428.79";"658.71";"63.89";"253.51";"12.07";"912.21";"75.96";"91.22";"8.43";"66.05";"13.55";"6.72";"2.39"
"Pedro Chirivella Burgos";"Pedro Chirivella";"8562";"1997-05-23";"DM";"Midfield";"85.77";"52.14";"12";"0";"0.76";"null";"26.02";"26.86";"9558.77";"159.31";"2191.82";"643.44";"50.92";"77.77";"4.41";"721.21";"55.33";"109.8";"2.11";"79.4";"13.62";"0.77";"0.0"
"Pedro Chirivella Burgos";"Pedro Chirivella";"8562";"1997-05-23";"RDM";"Midfield";"94.61";"52.71";"9";"0";"0.74";"2.09";"25.99";"26.46";"9588.79";"159.81";"2128.35";"763.97";"59.45";"85.12";"5.31";"849.09";"64.76";"117.12";"2.91";"81.96";"13.53";"2.02";"0.38"
"Pierre-Emile Højbjerg";"P. Højbjerg";"8693";"1995-08-05";"LDM";"Midfield";"98.86";"57.59";"9";"0";"0.68";"1.59";"27.22";"27.88";"8617.33";"143.62";"1662.99";"518.98";"47.35";"100.37";"4.4";"619.35";"51.75";"107.66";"4.05";"75.36";"11.58";"2.2";"0.12"
"Pierre-Emile Højbjerg";"P. Højbjerg";"8693";"1995-08-05";"LM";"Midfield";"97.91";"59.77";"10";"0";"0.64";"1.38";"27.85";"29.08";"8505.07";"141.75";"1606.21";"533.43";"43.87";"109.92";"4.52";"643.35";"48.38";"99.28";"3.91";"72.17";"10.14";"1.91";"0.1"
"Przemysław Frankowski";"P. Frankowski";"8744";"1995-04-12";"RWB";"Full Back";"94.22";"50.42";"10";"0";"0.61";"1.19";"29.79";"30.38";"9012.73";"150.21";"1676.83";"905.12";"82.23";"366.28";"19.28";"1271.4";"101.51";"104.13";"8.69";"74.38";"13.33";"6.9";"3.21"
"Seko Mohamed Fofana";"S. Fofana";"9703";"1995-05-07";"LM";"Midfield";"77.09";"45.33";"6";"0";"0.75";"1.45";"28.48";"28.82";"8976.17";"149.6";"1753.01";"631.18";"54.05";"182.23";"7.28";"813.41";"61.33";"102.59";"2.43";"76.33";"9.49";"1.54";"0.22"
"Theoson Jordan Siebatcheu";"J. Siebatcheu";"10246";"1996-04-26";"CF";"Center Forward";"68.51";"40.25";"5";"0";"0.91";"1.68";"26.96";"26.96";"9010.44";"150.17";"1783.6";"714.69";"61.42";"138.94";"8.05";"853.64";"69.47";"101.08";"3.28";"75.73";"11.03";"2.09";"0.6"
"Thomas Meunier";"T. Meunier";"10307";"1991-09-12";"RB";"Full Back";"95.18";"54.51";"17";"0";"0.68";"1.31";"29.93";"31.26";"9483.43";"158.06";"1796.21";"879.65";"82.1";"338.24";"18.26";"1217.89";"100.36";"104.7";"6.8";"78.99";"12.24";"5.63";"1.49"
"Ulisses Alexandre Garcia Lopes";"U. Garcia";"10579";"1996-01-11";"LB";"Full Back";"82.47";"45.65";"5";"0";"0.69";"1.37";"29.06";"29.06";"7895.24";"131.59";"1417.03";"663.96";"62.56";"261.27";"12.35";"925.23";"74.91";"104.35";"6.31";"74.65";"12.62";"4.47";"1.58"
"Valentin Rongier";"V. Rongier";"10619";"1994-12-07";"LM";"Midfield";"84.87";"52.93";"6";"0";"0.8";"1.81";"27.1";"27.52";"9382.41";"156.37";"1912.8";"568.89";"46.48";"98.62";"4.91";"667.51";"51.39";"89.74";"1.7";"67.64";"6.99";"1.13";"0.0"
"Valentin Rongier";"V. Rongier";"10619";"1994-12-07";"RM";"Midfield";"74.69";"44.71";"5";"0";"null";"null";"27.86";"27.86";"9512.14";"158.54";"1990.84";"614.67";"48.85";"149.24";"5.64";"763.91";"54.49";"98.24";"2.15";"73.81";"10.47";"0.81";"0.0"
"Vincent Sierro";"V. Sierro";"10724";"1995-10-08";"LM";"Midfield";"93.37";"52.08";"22";"0";"0.7";"1.49";"26.93";"28.36";"9973.79";"166.23";"2113.0";"580.71";"48.6";"108.45";"5.55";"689.17";"54.15";"101.44";"2.3";"76.56";"8.33";"1.1";"0.21"
"Wahbi Khazri";"W. Khazri";"10786";"1991-02-08";"CF";"Center Forward";"69.15";"36.63";"6";"0";"0.7";"1.47";"29.18";"29.56";"7805.51";"130.09";"1311.75";"639.63";"64.43";"273.0";"13.1";"912.63";"77.53";"84.36";"4.64";"62.52";"15.29";"3.55";"0.82"
"Wesley Saïd";"W. Saïd";"10832";"1995-04-19";"CF";"Center Forward";"74.57";"42.24";"9";"0";"0.63";"1.27";"28.94";"29.7";"8093.88";"134.9";"1382.1";"559.09";"59.67";"228.88";"11.52";"787.97";"71.19";"96.76";"7.42";"73.71";"13.89";"5.21";"1.58"
"Baptiste Santamaria";"B. Santamaria";"11149";"1995-03-09";"LM";"Midfield";"86.43";"50.63";"11";"0";"0.69";"1.69";"26.5";"27.2";"10030.38";"167.17";"2041.04";"504.71";"43.09";"72.83";"4.09";"577.54";"47.19";"96.63";"1.62";"72.83";"8.83";"0.54";"0.11"
"Amine Harit";"A. Harit";"11155";"1997-06-18";"AM";"Midfield";"76.72";"46.07";"5";"0";"0.69";"1.36";"28.42";"28.42";"8692.36";"144.87";"1613.75";"671.55";"60.96";"210.22";"9.64";"881.77";"70.59";"107.84";"2.6";"67.73";"12.76";"1.82";"1.3"
"Tanguy Ndombèlé Alvaro";"T. Ndombèlé";"11161";"1996-12-28";"LM";"Midfield";"85.35";"48.69";"8";"0";"0.64";"1.25";"27.44";"27.74";"8404.47";"140.07";"1455.4";"607.09";"53.76";"161.75";"9.24";"768.83";"63.0";"93.04";"2.93";"60.69";"9.4";"2.0";"0.62"
"Pierre Lees-Melou";"P. Lees-Melou";"11163";"1993-05-25";"DM";"Midfield";"97.21";"53.21";"10";"0";"0.73";"1.41";"27.85";"28.68";"9352.2";"155.87";"1651.22";"496.92";"43.3";"110.05";"6.99";"606.97";"50.29";"76.22";"2.59";"62.13";"7.1";"1.24";"0.23"
"Malang Sarr";"M. Sarr";"11169";"1999-01-23";"CB";"Central Defender";"96.05";"54.12";"8";"0";"0.61";"null";"29.04";"30.14";"8202.69";"136.71";"1248.28";"407.18";"39.64";"104.91";"5.13";"512.09";"44.76";"87.59";"4.02";"60.01";"8.45";"1.94";"0.28"
"Moussa Niakhaté";"M. Niakhaté";"11212";"1996-03-08";"LCB";"Central Defender";"100.26";"55.55";"30";"0";"0.61";"1.3";"29.29";"32.0";"8125.7";"135.43";"1215.66";"417.38";"38.59";"140.91";"6.7";"558.29";"45.29";"92.27";"3.31";"64.3";"7.13";"1.98";"0.43"
"Jean Eudès Aholou";"J. Aholou";"11246";"1994-03-20";"RDM";"Midfield";"87.97";"50.12";"14";"0";"0.64";"1.37";"26.94";"28.26";"8854.89";"147.58";"1622.05";"595.58";"49.0";"108.77";"4.36";"704.35";"53.36";"102.78";"2.74";"79.01";"10.0";"1.62";"0.26"
