Name,Team,Competition,Season,Minutes,90s,Appearances,Primary Position,Secondary Position,Gender,Nationality,Age,Date of Birth,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Eberechi Eze,Crystal Palace,Premier League,2025/2026,88,0.98,1,Left Attacking Midfielder,,Man,England,27,28/06/98,173,0,0,0.24,0.03,7.17,0,29,8,,0.04,0,0.13,1.02,0,0,0,0,0.13,1.02,0,0.37,8.19,-0.37,1.02,1.02,0,100,1.02,0,2.05,1.02,0,0,1.02,0.26,18.44,7.17,0,4.1,44.29,7.17,9.22,1.02,1.02,100,0.26,0.26,2.05,,0,,0,0,15.36,3.83,4.1,1.02,1.02,45.22,6.15,40,0,0,0,0,0,22.53,67,2.05,6,40,1.02,5.12,30,100,33,48.95,4.1,0.48,0.53,24.58,83,5.74,3.07,1.02,0,1.02,0,1.02,1.02,0,100,1.02,100,0,7,78,15,0,100,0,21.4,14.7,0.83,100,-6.7,17.8,14.7,0,0,0,0,0,,0,0,,0,0,0,0,0,0,37,11,4.61,32,0.17,0.12,-0.06,-0.27,,-0.05
Eberechi Eze,Arsenal,Premier League,2025/2026,1003,11.15,14,Centre Attacking Midfielder,Left Wing,Man,England,27,28/06/98,173,0.36,0.36,0.15,0.07,2.24,16,40,3,,0.34,0.18,0.13,0.81,0.18,0.13,0.81,0,0,0,0.54,0.28,3.05,0.25,2.33,1.53,0.81,65,1.97,0,0.99,2.33,0.54,0.8,0.36,0.58,15.34,8.7,0.02,4.4,54.06,4.58,7,0.9,1.44,67,1.31,2.1,0.63,38,0.45,35,0.63,0,13.82,20.53,3.95,2.33,0.54,55.11,8.43,61,1.79,77,0,0,0,28.89,85,0.81,13,47,0.81,1.26,28,80,-6,60.42,3.86,0.45,0.66,30.42,90,5.68,12.65,0.63,0.63,0,0.45,3.59,4.22,0.18,0,0.18,40,0.81,17,67,16,18,71,11,17.28,16.91,0.98,102,-0.37,16.88,17.16,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,9,4.72,29,0.04,0.11,0.01,-0.04,,0.12
Eddie Nketiah,Crystal Palace,Premier League,2025/2026,389,4.33,10,Left Attacking Midfielder,Right Attacking Midfielder,Man,England,27,29/05/99,180,0.46,0.46,0.39,0.13,3.01,15,38,5,,0.28,0,0.09,0.92,0,0.09,0.92,0,0,0,0.46,0.48,3.93,-0.02,1.85,0.69,1.16,38,1.85,0,2.31,4.85,0.46,0.43,0.92,0.82,26.58,13.18,0.04,5.55,51.8,1.85,4.85,1.39,1.85,75,0.98,1.41,1.85,50,0.46,10,0.46,0,23.58,15,4.62,3.01,0.69,53.9,12.95,55,2.77,92,0.46,0,0,14.33,81,0,9,,0.92,0,24,73,-8,53.66,2.54,0.47,0.72,19.42,69,6.78,3.93,0,0,0,0.46,6.01,6.01,0,,0.23,50,0.23,10,63,27,18,47,35,13.49,12.58,0.96,90,-0.9,12.9,11.32,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,10,2.5,16,0.11,-0.04,0.03,-0.03,,0.08
Ehor Yarmolyuk,Brentford,Premier League,2025/2026,1248,13.87,16,Left Defensive Midfielder,Right Centre Midfielder,Man,Ukraine,22,29/02/04,180,0,0,0.03,0.04,0.58,0,38,0,,0.01,0.07,0.03,0.5,0.07,0.03,0.5,0,0,0,0.07,0.05,1.08,0.02,1.3,0.5,0.79,39,0.36,0,1.15,1.51,0.87,0.51,0.79,0.49,33.39,18.39,0.03,11.68,41.15,5.62,11.97,2.31,3.17,67,1.38,1.88,1.87,59,1.15,44,0.79,0,29.21,21,9.88,6.85,2.6,42.18,10.6,36,3.61,53,0.22,0,0,34.76,81,2.24,6,55,1.8,3.03,21,68,-13,46.5,2.45,0.28,0.31,27.26,91,5.54,6.06,0.43,0.43,0,0,0.14,0.58,0.07,17,0.07,33,0.22,19,67,14,17,69,14,19.94,18.58,0.94,88,-1.36,18.66,16.33,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,7,2.77,24,0.07,0.05,0.04,-0.01,,0.15
El Hadji Malick Diouf,West Ham United,Premier League,2025/2026,1535,17.05,16,Left Back,Left Wing Back,Man,Senegal,21,27/12/04,183,0,0,0.03,0.04,0.7,0,8,0,,0,0.18,0.03,0.53,0.12,0.03,0.47,0.06,0,0.06,0.18,0.06,1.23,0.11,1.47,0.7,0.76,48,0.7,0,0.7,1.41,1.47,1.16,3.17,1.84,12.55,6.45,0.02,4.22,31.53,2.35,7.8,1.11,2.58,66,0.65,1.81,1.06,40,0.59,57,1.47,0,10.38,6.2,2.99,1.76,0.47,37.01,2.87,28,1.29,73,0.18,0,0,30.9,71,1.76,91,34,3.52,4.75,13,65,-6,50.87,2.87,0.15,0.19,27.5,93,4.51,6.98,0.82,0.47,0.35,0.06,0.65,1.11,0,21,0.29,17,0.06,31,56,13,30,50,19,20.63,15.55,0.85,88,-5.09,17.52,13.68,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,13,3.34,28,0.11,0.06,-0.03,-0.03,,0.11
Eli Junior Kroupi,AFC Bournemouth,Premier League,2025/2026,491,5.46,12,Centre Attacking Midfielder,Centre Forward,Man,France,19,22/06/06,179,0.92,0.92,0.44,0.16,2.75,33,60,5,,0.7,0,0.03,0.37,0,0.03,0.37,0,0,0,0.92,0.47,3.11,0.45,1.28,0.55,0.73,43,0.55,0,0.92,2.56,0.37,0.35,1.1,1.06,23.27,8.06,0,4.76,66.58,3.48,4.76,0.73,1.1,80,1.27,1.62,1.28,50,0.18,33,0.55,0,21.25,24.49,4.4,4.95,1.28,69.27,18.14,85,3.85,78,0.18,0,0,18.69,66,0.55,6,30,1.28,1.65,20,61,-5,61.15,1.28,0.48,0.71,17.4,85,3.99,6.41,0,0,0,0.37,5.68,5.68,0,,0,0,0.92,15,57,28,0,63,37,16.48,12.44,0.94,120,-4.04,15.55,14.96,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,4,3.21,24,-0.09,0.03,0.01,0.4,,0.35
Eliezer Mayenda Dossou,Sunderland,Premier League,2025/2026,305,3.38,8,Centre Forward,Right Attacking Midfielder,Man,Spain,21,07/05/05,179,0.3,0.3,0.19,0.16,1.18,25,50,4,,0.37,0,0.06,0.3,0,0.06,0.3,0,0,0,0.3,0.25,1.48,0.04,1.77,0.59,1.18,33,1.18,0,2.36,3.55,0,0,0,0,26.59,12.11,0.03,5.32,63.4,0.89,2.66,0.59,0.59,67,0.57,0.57,0.59,50,0.3,33,1.77,0,25.41,24.31,4.73,2.95,0.89,64.48,19.21,76,2.95,100,0,0,0,4.73,69,0,67,,0,0,50,63,-6,50.05,0.3,0.24,0.39,9.16,48,9.51,0.59,0.3,0.3,0,0,2.07,2.36,0,0,0,0,0,13,63,25,0,50,50,13.16,12.51,1.15,120,-0.65,15.18,15.07,0,0,0,0,0,,0,0,,0,0,0,0,0,0,31,13,0.59,7,0.02,0.09,0,0.25,,0.35
Elliot Anderson,Nottingham Forest,Premier League,2025/2026,1580,17.56,16,Left Defensive Midfielder,Centre Defensive Midfielder,Man,England,23,05/11/02,179,0.06,0,0.05,0.05,0.91,0,25,1,100,0.02,0.06,0.13,1.48,0.06,0.08,0.68,0,0.05,0.8,0.06,0.18,2.39,-0.12,1.65,0.97,0.68,59,2.85,0,1.99,2.05,0.68,0.66,0.63,0.58,29.78,15.6,0.02,9.17,42.09,5.58,12.53,2.68,3.36,64,2.71,3.38,1.59,47,1.54,43,0.97,0,25.63,25.41,7.69,6.95,1.99,43.83,9.51,37,3.93,57,0.17,0,0,59.45,83,4.67,13,51,1.82,7.92,20,79,-3,51.25,7.97,0.43,0.45,56.32,93,5.28,14.98,2.05,1.14,0.91,0.11,1.99,3.13,0.06,22,0.51,33,0.11,20,67,13,24,65,11,20.52,17.49,0.92,96,-3.03,18.8,16.78,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,6,7.44,53,0.08,0.1,-0.02,-0.02,,0.15
Emil Krafth,Newcastle United,Premier League,2025/2026,51,0.57,1,Right Back,,Man,Sweden,31,01/08/94,184,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,0,0,0,1.76,1.76,0,0,0,0,19.41,12.35,0,1.76,29.77,3.53,7.06,0,0,,0,0,3.53,,0,,0,0,15.88,24.51,1.76,0,0,30.12,5.29,33,0,,0,0,0,35.29,68,0,17,0,0,1.76,29,63,-5,54.14,0,0,0,33.53,89,2.93,7.06,0,0,0,0,0,0,0,,0,,0,36,57,7,25,50,25,16.12,14.78,0.88,101,-1.35,14.18,14.98,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,29,0.71,5,0.02,0.04,-0.04,,,0.01
Emile Smith Rowe,Fulham,Premier League,2025/2026,590,6.55,16,Centre Attacking Midfielder,Left Wing,Man,England,25,27/07/00,182,0.46,0.46,0.3,0.13,2.29,20,40,2,,0.39,0,0.03,0.61,0,0.03,0.61,0,0,0,0.46,0.33,2.9,0.13,1.22,0.46,0.76,38,0.76,0,0.76,1.53,1.22,1.58,0.31,0.29,19.68,11.44,0.03,4.88,56.14,4.42,6.71,0.92,2.14,100,0.65,2.23,0.46,100,0,0,0,0.15,18.46,20.36,4.58,4.12,0.92,57.94,11.75,64,2.59,63,0,0,0,42.72,89,0.92,15,67,0.46,1.22,13,82,-7,57.37,3.51,0.39,0.62,34.79,95,4.53,15.56,0.61,0.61,0,0.61,4.42,5.04,0,0,0.46,50,1.07,8,76,16,11,80,9,15.71,15.65,1.01,108,-0.07,15.92,16.95,0,0,0,0,0,,0,0,,0,0,0,0,0,0,16,7,4.61,35,-0.04,0.1,0.06,0.03,,0.15
Emiliano Buendía,Aston Villa,Premier League,2025/2026,630,7,14,Left Wing,Centre Attacking Midfielder,Man,Argentina,29,24/12/96,172,0.57,0.57,0.15,0.05,2.72,21,21,3,,0.3,0.29,0.1,1.72,0.29,0.1,1.72,0,0,0,0.86,0.24,4.43,0.61,1.29,0.86,0.43,67,2.14,0,2.72,1.43,0.86,1.09,1,1.53,29.3,13.01,0.03,6.72,48.17,5,8.86,2.29,3.14,52,2.52,3.61,2.14,36,2.14,37,1.43,0,24.87,28.64,5.86,6.57,1.43,49.56,12.72,51,5,76,0.29,0,0,32.16,76,1.29,7,69,1.57,1.29,33,74,-2,59.61,3.86,0.43,0.5,29.87,86,5.05,12.44,1.14,1.14,0,1,5.29,6.43,0.14,0,0.29,50,1.29,20,67,13,24,63,13,14.97,14.12,0.99,98,-0.85,14.83,13.82,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,15,4.69,32,0.03,0.09,0.06,-0.09,,0.09
Emiliano Martínez,Aston Villa,Premier League,2025/2026,1213,13.48,12,Goalkeeper,,Man,Argentina,33,01/09/92,195,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.37,0,0,0.07,0,0,0,0,0.15,0.07,0,4.75,3.09,0,3.63,0,0,,0,0,0,,0,,0,0.15,0.15,0.13,0.07,0,0,35.95,0.07,50,0,,0.07,0,0,29.37,75,6.38,23,43,3.12,11.72,23,76,0,11.58,1.19,0.21,0.21,22.18,100,4.36,0.96,0.07,0.07,0,0,0,0.07,0.15,0,0,,0,37,63,0,77,23,0,36.45,32.14,0.77,77,-4.31,28.08,24.77,0.67,0.82,0.15,79,74,5,0.97,3.12,28,11.27,1.45,0.07,0,20.72,1,22,7,2.17,17,0.07,0.06,-0.01,,0.14,0.27
Emmanuel Agbadou,Wolverhampton Wanderers,Premier League,2025/2026,1132,12.58,13,Centre Back,Right Centre Back,Man,Côte d'Ivoire,28,16/06/97,192,0,0,0.04,0.06,0.72,0,33,0,,0.01,0,0.01,0.24,0,0.01,0.24,0,0,0,0,0.05,0.95,-0.05,0.64,0.32,0.32,50,0.4,0,0.72,0.79,0.95,0.69,4.29,3.29,13.03,6.91,0.1,6.28,27.85,2.23,8.74,2.23,3.18,80,1.82,2.51,0.87,73,0.56,74,1.99,0.16,9.93,7.87,4.37,2.46,0.87,35.06,2.46,25,0.95,39,0.08,0,0.08,46.89,81,5.33,8,53,5.88,8.5,17,78,-3,38.99,5.8,0.25,0.27,38.31,96,4.72,5.96,0.72,0.48,0.24,0.08,1.27,1.75,0.24,11,0.16,29,0.08,27,68,4,37,61,1,26.25,25.43,0.88,90,-0.82,23.17,22.94,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,12,2.49,30,0.09,0.04,0.2,-0.04,,0.28
Enes Ünal,AFC Bournemouth,Premier League,2025/2026,63,0.7,5,Left Centre Forward,Centre Forward,Man,Turkey,29,09/05/97,187,1.43,1.43,0.72,0.17,4.28,33,67,10,,1.47,0,0,0,0,0,0,0,0,0,1.43,0.72,4.28,0.71,1.43,0,1.43,0,1.43,0,0,7.14,0,0,0,0,28.56,10,0,7.14,63.18,2.86,4.28,0,0,,0,0,2.86,,0,25,1.43,0,25.71,29.75,7.14,5.71,0,63.18,19.99,78,4.28,75,1.43,0,0,11.43,63,0,0,0,0,1.43,38,67,4,61.7,1.43,1.22,1.22,17.14,75,3.55,4.28,1.43,1.43,0,0,4.28,5.71,0,0,0,0,1.43,0,100,0,0,100,0,16.3,10.99,0.84,110,-5.31,13.69,12.04,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,0,3,13,0,0.26,0,0.55,,0.81
