"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count opportunities to pass to Runs in sample";"Count opportunities to pass to Runs per 100 Pass Opportunities";"Count pass attempts for Runs per 100 Pass Opportunities";"Threat of all opportunities to pass to Runs per 100 Pass Opportunities";"Threat of Runs to which a pass was attempted per 100 Pass Opportunities";"Pass completion ratio to Runs";"Count Runs made by teammate per 100 Pass Opportunities";"Threat of Runs to which a pass was completed per 100 Pass Opportunities";"Count completed passes for Runs per 100 Pass Opportunities";"Count completed passes leading to shot for Runs per 100 Pass Opportunities";"Count completed passes leading to goal for Runs per 100 Pass Opportunities";"Count opportunities to pass to dangerous Runs per 100 Pass Opportunities";"Count pass attempts for dangerous Runs per 100 Pass Opportunities";"Count completed passes for dangerous Runs per 100 Pass Opportunities"
"Abdoulaye Doucouré";"LM";"all";"all";"124";"A. Doucouré";"1993-01-01";"89.36";"15.89";"5";"0";"43";"100";"69.77";"1.57";"1.25";"93.33";"169.77";"1.13";"65.12";"11.63";"0";"30.23";"20.93";"18.6"
"Abdoulaye Doucouré";"RDM";"all";"all";"124";"A. Doucouré";"1993-01-01";"95.26";"19.3";"5";"0";"45";"100";"57.78";"1.69";"0.93";"80.77";"137.78";"0.64";"46.67";"2.22";"0";"20";"15.56";"11.11"
"Michael Keane";"LCB";"all";"all";"7438";"M. Keane";"1993-01-11";"100.38";"17.12";"10";"0";"58";"100";"51.72";"0.24";"0.15";"86.67";"115.52";"0.1";"44.83";"1.72";"0";"0";"0";"0"
"Bobby Armani De Cordova-Reid";"LW";"all";"all";"12269";"B. De Cordova-Reid";"1993-02-02";"76.74";"16.3";"5";"0";"35";"100";"68.57";"1.67";"1.16";"83.33";"142.86";"1.08";"57.14";"11.43";"5.71";"28.57";"17.14";"17.14"
"Niclas Füllkrug";"CF";"all";"all";"7962";"N. Füllkrug";"1993-02-09";"78.6";"19.47";"6";"0";"36";"100";"80.56";"2.76";"2.29";"65.52";"166.67";"1.73";"52.78";"25";"2.78";"47.22";"38.89";"30.56"
"Conor  Coady";"CB";"all";"all";"12162";"C. Coady";"1993-02-25";"99.7";"22.27";"5";"0";"68";"100";"45.59";"0.34";"0.18";"90.32";"120.59";"0.13";"41.18";"0";"0";"4.41";"2.94";"1.47"
"Conor  Coady";"RCB";"all";"all";"12162";"C. Coady";"1993-02-25";"97.62";"21.63";"10";"0";"103";"100";"45.63";"0.3";"0.15";"87.23";"126.21";"0.11";"39.81";"0.97";"0";"0.97";"0";"0"
"Harry  Maguire";"CB";"all";"all";"11383";"H. Maguire";"1993-03-05";"96.58";"23.93";"15";"0";"155";"100";"48.39";"0.52";"0.27";"84";"128.39";"0.17";"40.65";"2.58";"0";"5.16";"1.94";"1.29"
"Tyrone Mings";"LCB";"all";"all";"12476";"T. Mings";"1993-03-13";"92.18";"22.03";"13";"0";"148";"100";"54.73";"0.62";"0.33";"85.19";"121.62";"0.23";"46.62";"2.7";"0";"9.46";"4.73";"2.7"
"Diego Carlos Santos Silva";"RCB";"all";"all";"2693";"Diego Carlos";"1993-03-15";"101.38";"24.15";"9";"0";"101";"100";"49.5";"0.32";"0.14";"80";"122.77";"0.08";"39.6";"2.97";"0";"0";"0";"0"
"Ben Davies";"LCB";"all";"all";"1242";"B. Davies";"1993-04-24";"96.12";"22.68";"14";"0";"174";"100";"49.43";"0.42";"0.23";"88.37";"126.44";"0.13";"43.68";"0";"0";"5.17";"3.45";"1.15"
"Ethan Pinnock";"LCB";"all";"all";"24556";"E. Pinnock";"1993-05-29";"98.98";"22.24";"18";"0";"161";"100";"48.45";"0.47";"0.18";"83.33";"111.8";"0.1";"40.37";"3.73";"0.62";"4.97";"1.24";"0"
"Alejandro Moreno Lopera";"LB";"all";"all";"13878";"Álex Moreno";"1993-06-08";"86.92";"15.86";"10";"0";"92";"100";"61.96";"1.79";"1.11";"66.67";"152.17";"0.56";"41.3";"6.52";"0";"25";"19.57";"10.87"
"Thomas Teye Partey";"DM";"all";"all";"10324";"T. Partey";"1993-06-13";"97.23";"25.97";"19";"0";"279";"100";"48.75";"1.05";"0.41";"83.09";"139.07";"0.31";"40.5";"3.58";"0.36";"15.41";"5.38";"3.94"
"Thomas Teye Partey";"RB";"all";"all";"10324";"T. Partey";"1993-06-13";"92.79";"25.15";"7";"0";"110";"100";"57.27";"0.68";"0.39";"84.13";"132.73";"0.25";"48.18";"0.91";"0";"6.36";"4.55";"1.82"
"Lucas Digne";"LB";"all";"all";"6355";"L. Digne";"1993-07-20";"92.59";"20.27";"24";"0";"327";"100";"63.91";"1.87";"1.21";"75.12";"158.41";"0.63";"48.01";"4.59";"0.61";"25.38";"16.82";"7.95"
"Mario Lemina";"LM";"all";"all";"6893";"M. Lemina";"1993-09-01";"102.35";"20.6";"5";"0";"39";"100";"66.67";"2.28";"1.51";"84.62";"138.46";"1.3";"56.41";"10.26";"0";"30.77";"17.95";"12.82"
"Nélson Cabral Semedo";"RB";"all";"all";"11454";"Nélson Semedo";"1993-11-16";"95.49";"21.47";"6";"0";"65";"100";"46.15";"0.98";"0.44";"83.33";"136.92";"0.36";"38.46";"3.08";"0";"15.38";"6.15";"4.62"
"Nélson Cabral Semedo";"RWB";"all";"all";"11454";"Nélson Semedo";"1993-11-16";"97.2";"21.65";"24";"0";"342";"100";"64.91";"1.33";"0.95";"73.42";"153.8";"0.5";"47.66";"5.26";"0.88";"17.25";"13.16";"7.02"
"Jack Stephens";"LCB";"all";"all";"12641";"J. Stephens";"1994-01-27";"95.67";"23.57";"13";"0";"166";"100";"50";"0.61";"0.24";"89.16";"119.88";"0.2";"44.58";"0.6";"0";"8.43";"2.41";"1.81"
"Christian Nørgaard";"DM";"all";"all";"12577";"C. Nørgaard";"1994-03-10";"91.47";"18.67";"5";"0";"44";"100";"56.82";"1.12";"0.39";"72";"131.82";"0.16";"40.91";"2.27";"0";"15.91";"4.55";"0"
"Christian Nørgaard";"RDM";"all";"all";"12577";"C. Nørgaard";"1994-03-10";"95.13";"20.9";"17";"0";"134";"100";"56.72";"1.56";"0.84";"78.95";"132.84";"0.62";"44.78";"3.73";"0";"22.39";"10.45";"8.21"
"Christian Nørgaard";"RM";"all";"all";"12577";"C. Nørgaard";"1994-03-10";"95.04";"22.43";"7";"0";"79";"100";"53.16";"1.28";"0.57";"80.95";"126.58";"0.44";"43.04";"5.06";"1.27";"24.05";"11.39";"7.59"
"Andrew Robertson";"LB";"all";"all";"841";"A. Robertson";"1994-03-11";"91.5";"24.97";"28";"0";"402";"100";"55.97";"1.7";"1.04";"75.11";"145.27";"0.5";"42.04";"7.96";"0";"24.13";"14.68";"6.72"
"Guido Rodríguez";"DM";"all";"all";"23218";"G. Rodríguez";"1994-04-12";"81.66";"17.82";"7";"0";"28";"100";"50";"0.63";"0.29";"78.57";"110.71";"0.23";"39.29";"3.57";"0";"3.57";"0";"0"
"Mateo Kovačić";"DM";"all";"all";"7120";"M. Kovačić";"1994-05-06";"92.79";"30.72";"12";"0";"129";"100";"55.81";"1.79";"0.99";"75";"126.36";"0.52";"41.86";"6.2";"0.78";"31.01";"17.05";"10.08"
"Mateo Kovačić";"LDM";"all";"all";"7120";"M. Kovačić";"1994-05-06";"88.67";"28.96";"8";"0";"91";"100";"53.85";"1.96";"1.07";"87.76";"121.98";"0.79";"47.25";"2.2";"1.1";"34.07";"16.48";"12.09"
"Ebere Paul Onuachu";"CF";"all";"all";"13551";"P. Onuachu";"1994-05-28";"90.37";"20.43";"7";"0";"53";"100";"54.72";"1.85";"0.84";"68.97";"137.74";"0.6";"37.74";"3.77";"0";"33.96";"15.09";"11.32"
"Emerson Palmieri dos Santos";"LB";"all";"all";"11633";"Emerson Palmieri";"1994-08-03";"87.56";"19.18";"14";"0";"171";"100";"61.4";"1.19";"0.72";"79.05";"146.2";"0.48";"48.54";"2.34";"0";"12.87";"8.77";"4.09"
"Emerson Palmieri dos Santos";"LWB";"all";"all";"11633";"Emerson Palmieri";"1994-08-03";"85.53";"19.11";"7";"0";"77";"100";"67.53";"1.51";"0.92";"82.69";"151.95";"0.61";"55.84";"3.9";"0";"16.88";"10.39";"5.19"
"Bernardo Mota Veiga de Carvalho e Silva";"LM";"all";"all";"1326";"Bernardo Silva";"1994-08-10";"98.44";"32.28";"6";"0";"78";"100";"58.97";"1.79";"0.91";"82.61";"151.28";"0.58";"48.72";"8.97";"1.28";"21.79";"8.97";"5.13"
"Bernardo Mota Veiga de Carvalho e Silva";"RDM";"all";"all";"1326";"Bernardo Silva";"1994-08-10";"97.53";"31.42";"8";"0";"107";"100";"55.14";"1.63";"0.85";"86.44";"136.45";"0.37";"47.66";"4.67";"0.93";"20.56";"7.48";"1.87"
"Bernardo Mota Veiga de Carvalho e Silva";"RM";"all";"all";"1326";"Bernardo Silva";"1994-08-10";"100.02";"32.8";"6";"0";"76";"100";"46.05";"1.58";"0.61";"80";"144.74";"0.47";"36.84";"1.32";"0";"26.32";"9.21";"6.58"
"Bernardo Mota Veiga de Carvalho e Silva";"RW";"all";"all";"1326";"Bernardo Silva";"1994-08-10";"97.26";"30.97";"7";"0";"108";"100";"65.74";"2.04";"1.37";"83.1";"142.59";"0.9";"54.63";"7.41";"1.85";"27.78";"20.37";"12.96"
"Bruno Miguel Borges Fernandes";"AM";"all";"all";"1498";"Bruno Fernandes";"1994-09-08";"98.28";"25.11";"14";"0";"271";"100";"66.05";"2.02";"1.38";"64.25";"154.61";"0.67";"42.44";"7.01";"0.74";"28.41";"15.87";"7.38"
"Bruno Miguel Borges Fernandes";"LM";"all";"all";"1498";"Bruno Fernandes";"1994-09-08";"101.08";"25.62";"6";"0";"125";"100";"68";"1.45";"0.94";"72.94";"140.8";"0.69";"49.6";"2.4";"0.8";"21.6";"12.8";"9.6"
"Bruno Miguel Borges Fernandes";"RM";"all";"all";"1498";"Bruno Fernandes";"1994-09-08";"96.77";"22.93";"5";"0";"107";"100";"65.42";"2.02";"1.5";"75.71";"160.75";"0.91";"49.53";"7.48";"0.93";"30.84";"20.56";"14.95"
"John McGinn";"LW";"all";"all";"5180";"J. McGinn";"1994-10-18";"80.64";"19";"10";"0";"97";"100";"75.26";"2.77";"2.26";"75.34";"172.16";"1.05";"56.7";"9.28";"2.06";"37.11";"28.87";"16.49"
"John McGinn";"RW";"all";"all";"5180";"J. McGinn";"1994-10-18";"86.8";"20.68";"5";"0";"57";"100";"57.89";"2.54";"1.5";"81.82";"175.44";"1.04";"47.37";"8.77";"1.75";"35.09";"21.05";"15.79"
"Jefferson Andrés Lerma Solís";"LM";"all";"all";"4881";"J. Lerma";"1994-10-25";"92.15";"17.79";"18";"0";"147";"100";"57.82";"1.35";"0.76";"74.12";"136.05";"0.47";"42.86";"4.08";"0.68";"19.73";"9.52";"5.44"
"James  Ward-Prowse";"DM";"all";"all";"4681";"J. Ward-Prowse";"1994-11-01";"95.57";"22.65";"5";"0";"40";"100";"57.5";"0.76";"0.27";"91.3";"122.5";"0.2";"52.5";"5";"0";"5";"0";"0"
"Wes Burns";"RW";"all";"all";"42382";"W. Burns";"1994-11-23";"76.43";"15.21";"11";"0";"83";"100";"73.49";"3.46";"2.65";"62.3";"175.9";"1";"45.78";"12.05";"0";"37.35";"30.12";"10.84"
"Leandro Trossard";"CF";"all";"all";"6109";"L. Trossard";"1994-12-04";"93.39";"26.67";"11";"0";"135";"100";"64.44";"3.11";"1.76";"74.71";"159.26";"1.04";"48.15";"4.44";"0.74";"42.22";"24.44";"14.81"
"Leandro Trossard";"LF";"all";"all";"6109";"L. Trossard";"1994-12-04";"89";"24.77";"15";"0";"219";"100";"57.99";"2.63";"1.68";"66.14";"168.95";"0.94";"38.36";"7.31";"0.46";"44.75";"29.22";"15.07"
"Adam Webster";"LCB";"all";"all";"18903";"A. Webster";"1995-01-04";"95.81";"22.4";"9";"0";"122";"100";"39.34";"0.6";"0.2";"89.58";"121.31";"0.15";"35.25";"0.82";"0";"6.56";"2.46";"1.64"
"Nathan Aké";"LCB";"all";"all";"7863";"N. Aké";"1995-02-18";"79.91";"25.98";"7";"0";"66";"100";"43.94";"0.71";"0.33";"86.21";"116.67";"0.17";"37.88";"1.52";"0";"10.61";"4.55";"1.52"
"Ryan Christie";"LDM";"all";"all";"13077";"R. Christie";"1995-02-22";"81.32";"17.94";"11";"0";"95";"100";"69.47";"1.64";"1.12";"75.76";"142.11";"0.84";"52.63";"9.47";"2.11";"24.21";"15.79";"13.68"
"Ryan Christie";"RDM";"all";"all";"13077";"R. Christie";"1995-02-22";"87.9";"19.48";"10";"0";"91";"100";"54.95";"1.45";"0.95";"76";"149.45";"0.66";"41.76";"9.89";"0";"24.18";"17.58";"12.09"
"Jacob Murphy";"RF";"all";"all";"11597";"J. Murphy";"1995-02-24";"77.96";"18.9";"19";"0";"285";"100";"64.91";"2.48";"1.95";"61.08";"174.04";"0.75";"39.65";"7.02";"2.11";"31.58";"25.26";"10.18"
"Jacob Murphy";"RW";"all";"all";"11597";"J. Murphy";"1995-02-24";"86.63";"18.62";"5";"0";"75";"100";"65.33";"2.26";"1.81";"69.39";"149.33";"0.96";"45.33";"5.33";"1.33";"26.67";"21.33";"12"
"Jacob Murphy";"RWB";"all";"all";"11597";"J. Murphy";"1995-02-24";"80.89";"18.62";"5";"0";"75";"100";"62.67";"2.33";"1.98";"63.83";"160";"0.67";"40";"8";"1.33";"25.33";"21.33";"8"
"Tomáš Souček";"RM";"all";"all";"12799";"T. Souček";"1995-02-27";"92.24";"20.77";"14";"0";"88";"100";"63.64";"1.38";"0.82";"76.79";"136.36";"0.64";"48.86";"9.09";"1.14";"18.18";"11.36";"10.23"
"Will Hughes";"RM";"all";"all";"12454";"W. Hughes";"1995-04-17";"84.17";"16.31";"17";"0";"125";"100";"63.2";"1.44";"0.91";"73.42";"141.6";"0.57";"46.4";"6.4";"0.8";"24";"16";"11.2"
"Manuel Akanji";"LCB";"all";"all";"6607";"M. Akanji";"1995-07-19";"99.59";"31.75";"9";"0";"126";"100";"49.21";"0.7";"0.29";"93.55";"123.02";"0.23";"46.03";"4.76";"0";"10.32";"4.76";"3.17"
"Manuel Akanji";"RCB";"all";"all";"6607";"M. Akanji";"1995-07-19";"93.33";"31.07";"13";"0";"201";"100";"47.26";"0.65";"0.26";"90.53";"126.37";"0.17";"42.79";"1";"0";"8.96";"2.49";"1"
"Sammie Szmodics";"LW";"all";"all";"28932";"S. Szmodics";"1995-09-24";"74.14";"13.68";"11";"0";"66";"100";"69.7";"2.42";"1.54";"63.04";"153.03";"0.94";"43.94";"3.03";"1.52";"24.24";"15.15";"10.61"
"Kenny Tete";"RB";"all";"all";"5794";"K. Tete";"1995-10-09";"92.71";"23.01";"20";"0";"281";"100";"60.14";"0.93";"0.53";"76.92";"129.18";"0.32";"46.26";"4.27";"1.07";"12.1";"6.41";"2.85"
"Cameron Burgess";"LCB";"all";"all";"35899";"C. Burgess";"1995-10-21";"98.36";"17.55";"17";"0";"165";"100";"56.36";"0.33";"0.23";"84.95";"134.55";"0.18";"47.88";"1.21";"0";"1.82";"1.21";"1.21"
"Kalvin Phillips";"LDM";"all";"all";"18847";"K. Phillips";"1995-12-02";"83.22";"16.24";"6";"0";"43";"100";"62.79";"0.95";"0.63";"81.48";"134.88";"0.46";"51.16";"4.65";"0";"16.28";"11.63";"6.98"
"Kalvin Phillips";"RDM";"all";"all";"18847";"K. Phillips";"1995-12-02";"91.52";"16.72";"5";"0";"34";"100";"52.94";"0.66";"0.32";"72.22";"117.65";"0.23";"38.24";"5.88";"5.88";"5.88";"2.94";"2.94"
"Timothy Castagne";"RB";"all";"all";"10394";"T. Castagne";"1995-12-05";"98.18";"25.91";"13";"0";"198";"100";"58.59";"0.75";"0.39";"85.34";"136.36";"0.29";"50";"4.04";"0";"8.59";"4.55";"2.53"
"Ollie Watkins";"CF";"all";"all";"18948";"O. Watkins";"1995-12-30";"86.76";"20.32";"30";"0";"192";"100";"70.83";"4.19";"3.19";"81.62";"180.73";"1.88";"57.81";"12.5";"2.08";"47.92";"36.46";"26.04"
"Andreas Hoelgebaum Pereira";"AM";"all";"all";"11438";"Andreas Pereira";"1996-01-01";"76.79";"16.74";"5";"0";"40";"100";"87.5";"2.13";"2.05";"74.29";"172.5";"1.39";"65";"12.5";"2.5";"22.5";"22.5";"17.5"
"Andreas Hoelgebaum Pereira";"RDM";"all";"all";"11438";"Andreas Pereira";"1996-01-01";"79.72";"21.85";"10";"0";"96";"100";"70.83";"1.84";"1.41";"67.65";"133.33";"0.64";"47.92";"5.21";"1.04";"27.08";"19.79";"9.38"
"Andreas Hoelgebaum Pereira";"RM";"all";"all";"11438";"Andreas Pereira";"1996-01-01";"78.91";"19.42";"6";"0";"66";"100";"68.18";"1.42";"0.99";"75.56";"142.42";"0.45";"51.52";"6.06";"0";"18.18";"10.61";"6.06"
"Marco Asensio Willemsen";"AM";"all";"all";"6751";"Marco Asensio";"1996-01-21";"84.97";"23.75";"6";"0";"75";"100";"66.67";"2.7";"1.72";"84";"153.33";"1.2";"56";"10.67";"0";"40";"28";"21.33"
"Adama Traoré Diarra";"RW";"all";"all";"12168";"Adama Traoré";"1996-01-25";"81.02";"21.27";"12";"0";"157";"100";"68.15";"2.5";"1.98";"73.83";"179.62";"0.92";"50.32";"8.92";"2.55";"34.39";"28.03";"13.38"
