"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count Runs in sample";"Count Runs per 100 Runs";"Count Dangerous Runs per 100 Runs";"Threat of Runs per 100 Runs";"Count Runs leading to goal per 100 Runs";"Count Runs targeted per 100 Runs";"Count Runs received per 100 Runs";"Count Runs leading to shot per 100 Runs";"Threat of Runs targeted per 100 Runs";"Threat of Runs received per 100 Runs";"Count dangerous Runs targeted per 100 Runs";"Count dangerous Runs received per 100 Runs"
"Alex Renato Ibarra Mina";"RW";"all";"all";"8935";"Renato Ibarra";"1991-01-20";"88.34";"23.6";"8";"0";"145";"100";"25.52";"1.72";"0.69";"44.83";"38.62";"6.21";"0.45";"0.37";"4.83";"3.45"
"Alexander Antonio Alvarado Carriel";"LW";"all";"all";"36456";"A. Alvarado";"1999-04-21";"78.95";"18.84";"10";"0";"198";"100";"43.43";"2.67";"1.01";"33.33";"23.74";"2.53";"0.92";"0.64";"14.65";"9.6"
"Alexander David González Sibulo";"RB";"all";"all";"25767";"A. González";"1992-09-13";"95.69";"19.35";"6";"0";"104";"100";"20.19";"1.12";"0";"33.65";"22.12";"1.92";"0.33";"0.16";"5.77";"1.92"
"Andrés Nazareno Romero";"LB";"all";"all";"58373";"N. Romero";"2000-02-26";"95.67";"18.49";"13";"2";"191";"100";"18.32";"1.42";"0.52";"37.7";"31.41";"3.66";"0.43";"0.29";"5.76";"3.14"
"Anthony Rigoberto Landázuri Estacio";"RB";"all";"all";"38203";"A. Landázuri";"1997-04-19";"97.96";"23.9";"12";"0";"266";"100";"15.41";"1.23";"0.38";"28.57";"22.93";"3.01";"0.38";"0.26";"4.51";"2.63"
"Antony Jóel Chére Ayoví";"CF";"all";"all";"812963";"A. Chére Ayoví";"1996-08-27";"81.43";"13.65";"13";"0";"267";"100";"61.05";"4.51";"0.75";"29.59";"14.23";"2.62";"1.36";"0.4";"16.1";"5.99"
"Aníbal Hernán Chalá Ayoví";"LB";"all";"all";"30954";"A. Chalá";"1996-05-09";"99.3";"20.52";"18";"1";"330";"100";"20.3";"1.35";"1.21";"45.15";"37.27";"3.94";"0.6";"0.47";"7.88";"6.67"
"Aníbal Leguizamón Espínola";"LCB";"all";"all";"39207";"A. Leguizamón";"1992-01-10";"100.25";"21.11";"14";"0";"58";"100";"31.03";"1.59";"0";"37.93";"29.31";"1.72";"0.47";"0.18";"10.34";"3.45"
"Arnaldo Andrés Zambrano Parraga";"LM";"all";"all";"71144";"A. Zambrano";"2001-12-22";"85.43";"12.41";"5";"0";"42";"100";"16.67";"1.51";"0";"38.1";"33.33";"14.29";"0.95";"0.89";"11.9";"9.52"
"Arón David Rodríguez Franco";"RW";"all";"all";"43684";"A. Rodríguez";"1999-08-06";"77.82";"18.29";"7";"0";"144";"100";"36.11";"2.49";"0.69";"38.89";"31.25";"6.25";"0.62";"0.38";"9.03";"4.17"
"Augusto Magoia";"CF";"all";"all";"813002";"A. Magoia";"1999-07-08";"71.72";"15.68";"5";"0";"75";"100";"68";"5.02";"0";"24";"10.67";"2.67";"1.37";"0.54";"14.67";"4"
"Bagner Samuel Delgado Loor";"LW";"all";"all";"38708";"B. Delgado";"1995-11-20";"82.29";"12.81";"5";"0";"118";"100";"47.46";"2.95";"2.54";"36.44";"27.97";"5.93";"0.85";"0.53";"15.25";"11.02"
"Beder Julio Caicedo Lastra";"LB";"all";"all";"34396";"B. Caicedo";"1992-05-13";"95.61";"23.85";"15";"0";"243";"100";"19.75";"1.39";"0.41";"33.33";"27.57";"3.7";"0.49";"0.37";"8.64";"5.76"
"Bruno Steven Caicedo Quiñonez";"LW";"all";"all";"817283";"B. Caicedo";"2005-01-15";"83.88";"16.41";"7";"0";"147";"100";"44.22";"2.97";"0";"42.86";"26.53";"6.8";"1.13";"0.61";"15.65";"9.52"
"Bryan David Corozo Caicedo";"RDM";"all";"all";"76387";"B. Corozo";"2000-08-19";"95.33";"20.7";"5";"2";"80";"100";"27.5";"2.02";"1.25";"33.75";"27.5";"6.25";"0.63";"0.22";"10";"3.75"
"Bryan David Corozo Caicedo";"RM";"all";"all";"76387";"B. Corozo";"2000-08-19";"94.96";"14.82";"5";"0";"55";"100";"9.09";"0.85";"0";"32.73";"29.09";"0";"0.16";"0.14";"0";"0"
"Bryan Javier Caicedo Jurado";"RCB";"all";"all";"44436";"B. Caicedo";"2000-12-31";"97.08";"16.39";"24";"1";"38";"100";"0";"0.12";"0";"13.16";"13.16";"0";"0";"0";"0";"0"
"Bryan Josías Ramírez León";"LB";"all";"all";"121747";"B. Ramírez";"2000-08-11";"93.92";"18.94";"5";"0";"97";"100";"14.43";"1.24";"1.03";"36.08";"30.93";"3.09";"0.34";"0.3";"4.12";"4.12"
"Bryan Josías Ramírez León";"RF";"all";"all";"121747";"B. Ramírez";"2000-08-11";"85.54";"15.91";"6";"1";"137";"100";"22.63";"2.03";"2.19";"41.61";"34.31";"8.76";"0.53";"0.46";"7.3";"7.3"
"Bryan Leonardo Quiñonez Mendoza";"LCB";"all";"all";"132184";"B. Quiñonez";"2003-07-17";"82.21";"18.65";"5";"0";"19";"100";"10.53";"0.42";"0";"47.37";"47.37";"0";"0.01";"0.01";"0";"0"
"Byron David Castillo Segura";"RB";"all";"all";"38291";"B. Castillo";"1995-06-25";"91.55";"18.9";"5";"1";"86";"100";"5.81";"0.68";"0";"46.51";"37.21";"1.16";"0.28";"0.17";"2.33";"1.16"
"Byron Efrain Palacios Vélez";"CF";"all";"all";"120577";"B. Palacios";"1995-02-20";"82.28";"14.11";"12";"1";"195";"100";"74.87";"5.64";"1.03";"37.95";"21.54";"7.69";"2.09";"1.01";"26.15";"14.36"
"Carlos Adalberto Rolón Ibarra";"LCB";"all";"all";"38397";"C. Rolón";"1992-06-30";"99.3";"19.77";"22";"0";"53";"100";"22.64";"1.06";"0";"24.53";"20.75";"3.77";"0.18";"0.16";"3.77";"3.77"
"Carlos Alejandro Medina Castillo";"LCB";"all";"all";"43563";"C. Medina";"2001-10-23";"100.35";"15.64";"10";"0";"38";"100";"15.79";"1.62";"0";"13.16";"13.16";"0";"0";"0";"0";"0"
"Carlos Alexi Arboleda Ruiz";"LW";"all";"all";"39419";"C. Arboleda";"1991-01-24";"90.26";"16.79";"12";"1";"308";"100";"44.48";"3.27";"0.97";"38.96";"27.6";"4.22";"0.94";"0.47";"14.29";"6.49"
"Carlos Anderson Pérez Ochoa";"RCB";"all";"all";"37045";"C. Pérez";"1995-06-15";"99.56";"18.45";"18";"1";"65";"100";"12.31";"0.69";"0";"33.85";"33.85";"3.08";"0.13";"0.13";"3.08";"3.08"
"Carlos Andrés Cuero Quiñónez";"LB";"all";"all";"39412";"C. Cuero";"1996-02-17";"94.22";"15.61";"9";"0";"85";"100";"34.12";"2.03";"0";"36.47";"31.76";"0";"0.81";"0.64";"10.59";"8.24"
"Charles Ariel Vélez Plaza";"LM";"all";"all";"38224";"C. Vélez";"1992-12-26";"88.35";"15.5";"8";"0";"77";"100";"19.48";"0.97";"0";"42.86";"40.26";"0";"0.4";"0.38";"7.79";"7.79"
"Cristhian Julio Solano Barro";"LW";"all";"all";"69620";"C. Solano";"1999-02-08";"73.46";"13.84";"5";"0";"93";"100";"37.63";"2.6";"1.08";"44.09";"32.26";"8.6";"1.45";"1.07";"20.43";"15.05"
"Cristian Alejandro Tobar Luna";"LW";"all";"all";"569397";"C. Tobar";"2000-07-05";"99.37";"19.69";"7";"2";"157";"100";"36.31";"2.52";"1.27";"41.4";"31.85";"6.37";"0.87";"0.6";"14.65";"11.46"
"Cristian Anderson Penilla Caicedo";"LW";"all";"all";"23501";"C. Penilla";"1991-05-02";"99.04";"15.3";"11";"0";"129";"100";"27.13";"1.86";"1.55";"48.84";"41.86";"8.53";"0.9";"0.69";"12.4";"9.3"
"Cristian Damián Erbes";"DM";"all";"all";"15476";"C. Erbes";"1990-01-06";"99.13";"20.27";"7";"0";"63";"100";"6.35";"0.52";"0";"28.57";"23.81";"0";"0.07";"0.05";"0";"0"
"Cristian Exequiel Zabala";"LDM";"all";"all";"116284";"C. Zabala";"1998-03-04";"77.86";"17.58";"6";"0";"124";"100";"33.87";"2.31";"0";"29.03";"25";"4.84";"0.43";"0.31";"8.06";"4.84"
"Cristian Exequiel Zabala";"RDM";"all";"all";"116284";"C. Zabala";"1998-03-04";"82.06";"21.47";"6";"1";"174";"100";"27.01";"1.84";"0";"31.03";"23.56";"4.02";"0.58";"0.29";"8.05";"3.45"
"Cristian Gabriel García";"RM";"all";"all";"69567";"C. García";"1996-07-22";"94.68";"14.4";"7";"0";"26";"100";"26.92";"2.38";"0";"15.38";"11.54";"0";"0.05";"0.03";"0";"0"
"Cristopher Adonis Angulo Caicedo";"RB";"all";"all";"73480";"C. Angulo";"2000-10-09";"93.55";"16.16";"11";"0";"125";"100";"8.8";"0.8";"0.8";"42.4";"39.2";"4";"0.2";"0.19";"1.6";"1.6"
"César Marcelo Meli";"LDM";"all";"all";"26456";"C. Meli";"1992-06-29";"86.88";"18.44";"5";"0";"108";"100";"23.15";"2.28";"0.93";"27.78";"26.85";"4.63";"0.37";"0.33";"3.7";"2.78"
"César Marcelo Meli";"LM";"all";"all";"26456";"C. Meli";"1992-06-29";"81.17";"17.04";"8";"0";"177";"100";"30.51";"1.61";"0";"37.85";"28.81";"3.39";"0.5";"0.35";"9.04";"6.78"
"César Marcelo Meli";"RM";"all";"all";"26456";"C. Meli";"1992-06-29";"97.32";"18.97";"5";"0";"118";"100";"23.73";"2";"0.85";"22.88";"16.1";"1.69";"0.27";"0.15";"4.24";"2.54"
"Damián Rodrigo Díaz";"AM";"all";"all";"38422";"D. Díaz";"1986-05-01";"80.67";"17.04";"9";"0";"171";"100";"32.75";"2.28";"0";"45.03";"35.67";"3.51";"0.79";"0.54";"11.11";"7.02"
"Daniel Alberto Patiño Mencias";"RB";"all";"all";"69611";"D. Patiño";"1993-12-01";"100.64";"16.34";"16";"0";"219";"100";"6.39";"0.71";"0";"35.16";"30.59";"3.65";"0.18";"0.15";"0.46";"0.46"
"Daniel Guillermo Porozo Valencia";"CF";"all";"all";"570844";"D. Porozo";"1997-09-20";"74.1";"12.73";"5";"0";"69";"100";"50.72";"2.88";"0";"37.68";"24.64";"5.8";"0.88";"0.57";"13.04";"7.25"
"Daniel Isai de la Cruz de la Cruz";"RB";"all";"all";"542806";"Daniel de la Cruz";"2004-03-06";"86.62";"16.85";"9";"0";"150";"100";"11.33";"1.09";"0";"39.33";"33.33";"1.33";"0.35";"0.27";"2.67";"2"
"Danny Gabriel Luna Morán";"AM";"all";"all";"69525";"D. Luna";"1991-05-25";"86.38";"16.94";"11";"3";"307";"100";"37.46";"2.58";"0.33";"40.72";"29.64";"3.58";"0.67";"0.41";"9.77";"5.21"
"Darwin Ernesto Suarez Velez";"LB";"all";"all";"121744";"D. Suarez";"1995-01-17";"93.52";"17.51";"10";"0";"125";"100";"16";"1.05";"0.8";"36.8";"32";"1.6";"0.34";"0.24";"5.6";"3.2"
"Darwin Ernesto Suarez Velez";"LCB";"all";"all";"121744";"D. Suarez";"1995-01-17";"100.08";"20.44";"10";"1";"65";"100";"10.77";"0.78";"0";"40";"38.46";"1.54";"0.17";"0.1";"1.54";"0"
"Darwin Guillermo López Tobías";"CF";"all";"all";"66405";"D. López";"1992-02-10";"93.85";"16.59";"11";"1";"229";"100";"81.66";"6.94";"2.18";"37.55";"16.59";"10.04";"2.56";"1.45";"27.95";"12.66"
"Daykol Alejandro Romero Padilla";"RB";"all";"all";"61890";"D. Romero";"2001-05-07";"91.99";"19.93";"7";"1";"136";"100";"18.38";"1.17";"0";"39.71";"31.62";"2.21";"0.56";"0.41";"7.35";"3.68"
"Dennys Fabián Quintero Loor";"CB";"all";"all";"69636";"D. Quintero";"1997-06-14";"94.76";"11.5";"5";"2";"2";"100";"0";"0.2";"0";"50";"50";"0";"0";"0";"0";"0"
"Dennys Fabián Quintero Loor";"RCB";"all";"all";"69636";"D. Quintero";"1997-06-14";"100.85";"15.79";"17";"1";"21";"100";"4.76";"0.36";"0";"57.14";"52.38";"0";"0.32";"0.07";"4.76";"0"
"Diego Andrés Armas Benavides";"AM";"all";"all";"39064";"D. Armas";"1990-07-02";"89.96";"17.47";"13";"0";"197";"100";"46.19";"3.2";"1.02";"40.1";"25.89";"7.11";"1.03";"0.44";"15.23";"6.6"
"Diego Andrés Armas Benavides";"CF";"all";"all";"39064";"D. Armas";"1990-07-02";"90.54";"16.09";"9";"1";"154";"100";"46.1";"3.46";"0.65";"35.06";"24.68";"7.79";"1.07";"0.79";"14.29";"9.74"
"Diego Francisco Ávila Murillo";"CF";"all";"all";"171565";"D. Ávila";"1993-11-15";"80.89";"13.25";"11";"2";"137";"100";"65.69";"4.68";"0";"32.12";"17.52";"4.38";"1.39";"0.7";"19.71";"10.95"
"Diego Iván Ledesma";"CF";"all";"all";"600103";"D. Ledesma";"1993-06-26";"83.68";"16.15";"5";"0";"102";"100";"60.78";"4.13";"0";"38.24";"15.69";"6.86";"1.71";"0.5";"20.59";"6.86"
"Diogo Osmar Bagüí Tobar";"LCB";"all";"all";"641751";"D. Bagui";"2005-03-20";"101.86";"19.97";"9";"0";"39";"100";"5.13";"0.31";"0";"33.33";"30.77";"0";"0.01";"0.01";"0";"0"
"Diogo Osmar Bagüí Tobar";"RCB";"all";"all";"641751";"D. Bagui";"2005-03-20";"103.64";"20.61";"6";"0";"25";"100";"0";"0.08";"0";"40";"40";"0";"0.01";"0.01";"0";"0"
"Eddie Fernando Guevara Chávez";"RCB";"all";"all";"69574";"E. Guevara";"1990-04-02";"97.22";"17.76";"9";"3";"16";"100";"0";"0.21";"0";"56.25";"56.25";"0";"0.03";"0.03";"0";"0"
"Eddy Joel Mejía Montero";"LW";"all";"all";"43450";"E. Mejía";"2000-03-09";"79.27";"12.06";"10";"0";"206";"100";"41.75";"2.88";"0.49";"33.98";"24.76";"4.37";"0.68";"0.48";"11.65";"9.22"
"Edison Alejandro Cabeza Almeida";"LCB";"all";"all";"38245";"E. Cabeza";"2002-07-08";"99.36";"19.7";"5";"0";"21";"100";"14.29";"0.76";"0";"9.52";"9.52";"0";"0";"0";"0";"0"
"Edison Alejandro Cabeza Almeida";"RCB";"all";"all";"38245";"E. Cabeza";"2002-07-08";"87.29";"19.64";"7";"2";"30";"100";"0";"0.14";"0";"26.67";"23.33";"0";"0.01";"0.01";"0";"0"
"Edison Armando Caicedo Castro";"RDM";"all";"all";"69540";"E. Caicedo";"1990-03-13";"92.79";"18.89";"6";"0";"49";"100";"12.24";"0.76";"0";"32.65";"30.61";"0";"0.21";"0.14";"4.08";"2.04"
"Edison Armando Caicedo Castro";"RM";"all";"all";"69540";"E. Caicedo";"1990-03-13";"89.12";"15.29";"7";"0";"64";"100";"6.25";"0.63";"0";"29.69";"26.56";"0";"0.23";"0.17";"1.56";"0"
"Edwin Ernesto Mesa Mercado";"RB";"all";"all";"121195";"E. Mesa";"1998-07-09";"86.06";"13.81";"11";"0";"139";"100";"9.35";"0.92";"0";"32.37";"27.34";"3.6";"0.34";"0.26";"4.32";"2.88"
"Elvis Adan Patta Quintero";"RB";"all";"all";"69575";"E. Patta";"1990-11-17";"101.61";"18.82";"19";"1";"252";"100";"5.95";"0.61";"0.4";"42.46";"34.52";"3.17";"0.21";"0.14";"1.98";"1.19"
"Emiliano Romero Clavijo";"RM";"all";"all";"813056";"E. Romero";"1992-09-30";"95.47";"15.89";"7";"0";"32";"100";"3.12";"0.32";"0";"34.38";"28.12";"6.25";"0.16";"0.15";"3.12";"3.12"
"Erick Alexander Pluas Vera";"RM";"all";"all";"69621";"E. Plúas";"2002-03-20";"91.53";"16.35";"8";"0";"99";"100";"13.13";"1.2";"0";"33.33";"29.29";"0";"0.22";"0.11";"1.01";"0"
"Erick David Mendoza Zambrano";"AM";"all";"all";"813455";"E. Mendoza";"2002-01-03";"98.15";"18.4";"5";"0";"99";"100";"40.4";"2.79";"0";"50.51";"29.29";"4.04";"1.19";"0.58";"16.16";"6.06"
"Erick David Mendoza Zambrano";"CF";"all";"all";"813455";"E. Mendoza";"2002-01-03";"98.7";"20.01";"6";"0";"123";"100";"53.66";"3.85";"0.81";"43.9";"24.39";"6.5";"1.3";"0.64";"20.33";"13.01"
"Exon Gustavo Vallecilla Godoy";"LCB";"all";"all";"38292";"G. Vallecilla";"1999-05-28";"99.9";"23.71";"5";"0";"60";"100";"10";"0.69";"0";"43.33";"40";"1.67";"0.28";"0.24";"3.33";"3.33"
"Exon Gustavo Vallecilla Godoy";"RCB";"all";"all";"38292";"G. Vallecilla";"1999-05-28";"98.12";"22.93";"18";"2";"151";"100";"7.28";"0.73";"0.66";"36.42";"35.1";"3.31";"0.15";"0.14";"1.99";"1.99"
"Facundo Castelli";"CF";"all";"all";"530108";"F. Castelli";"1995-02-18";"88.53";"16.73";"12";"0";"241";"100";"67.22";"4.44";"0.41";"36.51";"17.01";"3.73";"1.53";"0.51";"21.99";"9.13"
"Facundo Eduardo Pons";"CF";"all";"all";"28622";"F. Pons";"1995-11-22";"93.55";"15.97";"11";"0";"226";"100";"58.85";"4.43";"0.44";"35.4";"21.24";"6.64";"1.3";"0.59";"17.26";"9.73"
"Facundo Martín Martínez Montagnoli";"DM";"all";"all";"39066";"F. Martínez";"1985-04-02";"97.03";"24.37";"5";"0";"119";"100";"5.04";"0.49";"0";"45.38";"43.7";"0.84";"0.28";"0.12";"1.68";"0.84"
"Facundo Martín Martínez Montagnoli";"LDM";"all";"all";"39066";"F. Martínez";"1985-04-02";"91.32";"22.67";"9";"1";"209";"100";"14.83";"0.98";"0.48";"42.11";"39.71";"5.26";"0.31";"0.3";"4.31";"4.31"
"Facundo Santiago Rodríguez";"LCB";"all";"all";"569404";"F. Rodríguez";"2000-02-26";"97.81";"21.48";"10";"0";"34";"100";"2.94";"0.36";"0";"44.12";"41.18";"0";"0.1";"0.09";"0";"0"
"Federico Luciano Nieto";"AM";"all";"all";"115125";"L. Nieto";"1991-01-19";"76.01";"18.84";"10";"1";"270";"100";"27.04";"1.79";"0";"34.44";"30.37";"3.7";"0.3";"0.23";"5.19";"3.33"
"Federico Mariano Paz Navarrete";"LW";"all";"all";"813452";"Federico Paz";"1994-11-10";"87.31";"18.17";"8";"0";"101";"100";"41.58";"2.19";"0.99";"45.54";"33.66";"7.92";"0.91";"0.69";"16.83";"13.86"
"Federico Mariano Paz Navarrete";"RW";"all";"all";"813452";"Federico Paz";"1994-11-10";"84.09";"18.01";"7";"2";"110";"100";"38.18";"2.43";"0";"45.45";"32.73";"6.36";"0.83";"0.52";"14.55";"9.09"
"Fernando David Mora Peñaranda";"LB";"all";"all";"38700";"F. Mora";"1996-04-09";"94";"13.46";"6";"0";"47";"100";"21.28";"1.38";"0";"34.04";"25.53";"6.38";"0.31";"0.28";"4.26";"4.26"
"Fernando Nicolás Cornejo Miranda";"LM";"all";"all";"38731";"F. Cornejo";"1995-12-26";"87.74";"16.52";"10";"0";"214";"100";"35.98";"2.85";"0.47";"28.5";"21.5";"2.8";"0.81";"0.38";"11.21";"6.07"
"Fernando Xavier Delgado Delgado";"RB";"all";"all";"813006";"F. Delgado";"1995-09-18";"91.08";"18.8";"9";"1";"59";"100";"5.08";"0.43";"0";"47.46";"44.07";"6.78";"0.2";"0.14";"3.39";"1.69"
"Francisco David Fydriszewski";"CF";"all";"all";"28750";"F. Fydriszewski";"1993-04-13";"87.65";"18.28";"7";"0";"187";"100";"77.01";"6.34";"1.6";"29.41";"17.11";"5.35";"2.09";"1.06";"20.86";"10.7"
"Franco  Fabián Suárez";"LCB";"all";"all";"813004";"F. Fabián";"1999-03-25";"98.54";"17.44";"9";"0";"19";"100";"5.26";"0.21";"0";"31.58";"31.58";"0";"0.05";"0.05";"0";"0"
"Gabriel Alejandro Villamíl Cortéz";"RM";"all";"all";"38881";"G. Villamíl";"2001-06-28";"88.54";"16.71";"8";"0";"182";"100";"35.71";"2.69";"1.1";"23.08";"19.23";"2.75";"0.45";"0.21";"4.95";"2.2"
"Gabriel Eduardo Achilier Zurita";"CB";"all";"all";"18275";"G. Achilier";"1985-03-24";"100.24";"16.15";"7";"0";"9";"100";"0";"0.13";"0";"22.22";"22.22";"0";"0.03";"0.03";"0";"0"
"Gabriel Eduardo Achilier Zurita";"RCB";"all";"all";"18275";"G. Achilier";"1985-03-24";"99.17";"21.49";"17";"1";"71";"100";"9.86";"0.65";"0";"26.76";"23.94";"0";"0.03";"0.03";"0";"0"
"Glendys Carlos Mina Cortez";"LB";"all";"all";"69529";"G. Mina";"1996-02-25";"99.89";"16.08";"21";"0";"184";"100";"23.91";"1.38";"0";"28.26";"24.46";"1.63";"0.31";"0.23";"5.43";"3.8"
"Gorman Isaac Estacio Alegría";"LB";"all";"all";"71146";"G. Estacio";"1997-09-21";"91.18";"17.59";"8";"1";"140";"100";"12.14";"1.08";"0";"41.43";"37.86";"4.29";"0.38";"0.35";"1.43";"1.43"
"Gregori Alexander Anangonó Minda";"RB";"all";"all";"39418";"G. Anangonó";"1998-05-16";"89.05";"22.24";"18";"0";"314";"100";"8.92";"0.84";"1.59";"41.08";"33.12";"4.14";"0.3";"0.24";"2.87";"2.23"
"Guillermo Andrés Coronel Ayala";"RCB";"all";"all";"813461";"G. Coronel";"1999-02-25";"99.54";"18.38";"5";"0";"10";"100";"0";"0.05";"0";"30";"30";"0";"0.01";"0.01";"0";"0"
"Guillermo Fratta Cabrera";"RCB";"all";"all";"43721";"G. Fratta";"1995-09-19";"96.9";"18.88";"10";"1";"29";"100";"13.79";"1.01";"0";"37.93";"37.93";"0";"0.07";"0.07";"0";"0"
"Gustavo Orlando Cortez Quiñónez";"LB";"all";"all";"39071";"G. Cortez";"1997-10-11";"101.71";"20.2";"28";"0";"560";"100";"21.61";"1.47";"0";"35.71";"30.54";"3.93";"0.46";"0.36";"6.96";"5"
"Ignacio Gariglio";"LCB";"all";"all";"36845";"I. Gariglio";"1998-04-25";"99.69";"15.9";"11";"0";"20";"100";"45";"3.6";"0";"30";"25";"0";"1.95";"1.54";"15";"10"
"Ismael Díaz De León";"LW";"all";"all";"12030";"I. Díaz";"1997-05-12";"88.13";"22.83";"11";"1";"356";"100";"53.37";"3.79";"0.84";"35.39";"21.35";"3.65";"1.31";"0.58";"19.94";"10.11"
"Iván Frangoy Zambrano Vera";"LM";"all";"all";"43685";"I. Zambrano";"1997-04-10";"96.68";"15.7";"18";"1";"353";"100";"40.51";"2.51";"0";"29.46";"19.55";"1.98";"0.68";"0.35";"9.63";"4.25"
"Iván Frangoy Zambrano Vera";"RM";"all";"all";"43685";"I. Zambrano";"1997-04-10";"99.5";"18.44";"5";"0";"122";"100";"25.41";"2.24";"0";"27.05";"22.13";"1.64";"0.31";"0.22";"5.74";"3.28"
"Iván Mateo Piedra Zaputt";"LB";"all";"all";"71134";"M. Piedra";"2000-03-23";"88.15";"18.08";"5";"2";"70";"100";"14.29";"1.22";"0";"40";"28.57";"1.43";"0.43";"0.21";"2.86";"1.43"
"Jacson Mauricio Pita Mina";"CF";"all";"all";"38898";"J. Pita";"1995-12-08";"79.08";"15.2";"9";"0";"156";"100";"67.31";"4.59";"0.64";"27.56";"12.18";"2.56";"0.97";"0.35";"16.03";"6.41"
"Jaime Javier Ayoví Corozo";"CF";"all";"all";"61023";"J. Ayoví";"1988-02-21";"83.95";"19.02";"11";"0";"137";"100";"75.91";"5.7";"0";"42.34";"17.52";"5.84";"1.98";"0.73";"32.12";"13.87"
"Janner Hitcler Corozo Alman";"RW";"all";"all";"38216";"J. Corozo";"1995-09-08";"80.83";"17.42";"13";"1";"363";"100";"42.15";"3.06";"1.1";"36.91";"23.69";"3.86";"0.91";"0.44";"11.57";"5.79"
"Jean Carlos Blanco Becerra";"CF";"all";"all";"35835";"J. Blanco";"1992-04-06";"82.34";"16.09";"12";"0";"250";"100";"76.4";"6.01";"0.8";"38.4";"16";"2.8";"2.16";"0.58";"27.6";"10"
"Jean Carlos Estacio Nazareno";"LM";"all";"all";"69588";"J. Estacio";"1997-10-11";"99.99";"14.7";"11";"2";"158";"100";"13.92";"1.03";"0";"28.48";"24.68";"1.27";"0.25";"0.19";"2.53";"1.27"
"Jean Carlos Estacio Nazareno";"RM";"all";"all";"69588";"J. Estacio";"1997-10-11";"92.02";"13.86";"8";"1";"115";"100";"11.3";"1.08";"0";"26.96";"23.48";"4.35";"0.23";"0.16";"2.61";"1.74"
