"Player";"Short Name";"Player ID";"Birthdate";"Position";"Position Group";"Minutes";"Minutes BIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"TOP 3 Time to HSR";"TOP 3 Time to Sprint";"PSV-99";"TOP 5 PSV-99";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Explosive Acceleration to Sprint Count P60BIP"
"Donny van de Beek";"D. van de Beek";"2838";"1997-04-18";"AM";"Midfield";"79.8";"46.29";"10";"0";"0.81";"1.47";"27.14";"27.88";"9558.39";"159.31";"2200.52";"781.46";"63.9";"125.6";"6.35";"907.06";"70.25";"108.49";"3.63";"82.05";"14.39";"2.2";"0.39"
"Eray Ervin Cömert";"E. Cömert";"3123";"1998-02-04";"RCB";"Central Defender";"91.53";"49.6";"9";"0";"0.73";"1.48";"29.04";"30.12";"7956.51";"132.61";"1069.3";"367.5";"33.47";"122.46";"5.65";"489.96";"39.12";"86.43";"3.63";"58.61";"6.59";"1.75";"0.94"
"Florian Lejeune";"F. Lejeune";"3504";"1991-05-20";"RCB";"Central Defender";"99.93";"50.81";"33";"0";"0.7";"1.29";"28.27";"30.76";"8024.5";"133.74";"1254.17";"421.9";"39.0";"115.01";"5.69";"536.91";"44.69";"89.82";"4.22";"62.23";"7.19";"2.18";"0.54"
"Gerard Moreno Balaguero ";"Gerard Moreno";"3851";"1992-04-07";"CF";"Center Forward";"76.35";"43.42";"5";"0";"0.89";"null";"26.88";"26.88";"8906.73";"148.45";"1531.53";"436.63";"36.2";"92.58";"2.76";"529.21";"38.97";"97.27";"3.04";"72.13";"9.67";"1.11";"0.28"
"Hamari Traoré";"H. Traoré";"4184";"1992-01-27";"RB";"Full Back";"76.43";"37.98";"9";"0";"0.63";"1.25";"29.53";"30.14";"7882.58";"131.38";"1303.91";"606.23";"57.22";"274.51";"11.06";"880.74";"68.28";"97.41";"7.55";"64.24";"12.29";"5.44";"1.76"
"Héctor Bellerín Moruno";"Héctor Bellerín";"4234";"1995-03-19";"RB";"Full Back";"102.32";"51.09";"5";"0";"0.66";"null";"30.42";"30.42";"8328.2";"138.8";"1479.37";"569.39";"58.96";"237.01";"11.51";"806.39";"70.47";"105.7";"6.81";"76.81";"13.15";"4.23";"1.17"
"Iago Aspas Juncal";"Iago Aspas";"4368";"1987-08-01";"RF";"Wide Attacker";"85.66";"49.36";"9";"0";"0.66";"1.71";"28.4";"29.78";"7810.63";"130.18";"1199.64";"529.72";"49.3";"137.9";"7.16";"667.62";"56.46";"82.12";"5.13";"64.97";"12.16";"2.7";"0.27"
"Iñaki Williams Arthuer";"Iñaki Williams";"4461";"1994-06-15";"RW";"Wide Attacker";"91.79";"50.45";"25";"0";"0.57";"1.09";"31.22";"33.28";"7499.52";"124.99";"1240.2";"621.5";"66.65";"353.04";"15.89";"974.55";"82.54";"94.2";"8.18";"64.22";"14.65";"5.85";"3.09"
"Íñigo Martínez Berridi";"Íñigo Martínez";"4465";"1991-05-17";"LCB";"Central Defender";"98.42";"54.01";"28";"0";"0.67";"1.18";"29.12";"30.54";"7999.5";"133.33";"1255.84";"466.7";"43.32";"166.9";"8.41";"633.6";"51.73";"89.06";"4.17";"63.36";"9.32";"2.18";"0.99"
"Francisco Román Alarcón Suárez";"Isco";"4487";"1992-04-21";"AM";"Midfield";"91.15";"49.42";"15";"0";"0.71";"1.39";"28.14";"29.44";"9022.06";"150.37";"1889.4";"834.62";"73.5";"245.91";"12.63";"1080.53";"86.12";"100.13";"4.78";"76.09";"10.04";"2.99";"1.05"
"Iván Balliu Campeny";"I. Balliu";"4518";"1992-01-01";"RB";"Full Back";"88.11";"41.45";"8";"0";"0.62";"1.15";"29.73";"30.06";"8623.57";"143.73";"1568.86";"690.44";"70.74";"327.49";"17.19";"1017.92";"87.93";"112.72";"8.5";"79.43";"14.66";"6.33";"3.44"
"Joan Jordán Moreno";"Joan Jordán";"5044";"1994-07-06";"RDM";"Midfield";"81.58";"41.33";"8";"0";"0.85";"null";"26.0";"26.66";"9559.23";"159.32";"2320.75";"803.59";"58.98";"95.82";"3.99";"899.41";"62.97";"116.33";"2.54";"81.3";"13.61";"0.36";"0.18"
"Johan Andrés Mojica Palacio";"J. Mojica";"5158";"1992-08-21";"LB";"Full Back";"97.76";"51.53";"23";"0";"0.61";"1.12";"29.96";"31.5";"7780.33";"129.67";"1276.69";"599.01";"60.9";"252.0";"12.96";"851.01";"73.86";"94.66";"8.56";"70.06";"14.83";"6.43";"1.92"
"Johan Andrés Mojica Palacio";"J. Mojica";"5158";"1992-08-21";"LWB";"Full Back";"91.76";"49.8";"7";"0";"0.62";"1.31";"28.74";"29.52";"7735.06";"128.92";"1323.97";"544.87";"57.31";"184.84";"10.5";"729.71";"67.81";"97.06";"8.78";"70.91";"14.8";"5.68";"1.55"
"José Ángel Gómez Campaña";"José Campaña";"5387";"1993-05-31";"LDM";"Midfield";"72.88";"38.65";"7";"0";"0.8";"null";"26.7";"27.26";"9452.25";"157.54";"2202.13";"574.98";"46.79";"93.13";"3.55";"668.11";"50.34";"109.54";"1.77";"83.6";"8.87";"0.44";"0.0"
"José Luis Gayá Peña";"José Gayá";"5398";"1995-05-25";"LB";"Full Back";"89.1";"46.62";"14";"0";"0.64";"1.27";"29.31";"30.06";"8005.9";"133.43";"1295.0";"621.02";"59.39";"243.54";"11.49";"864.56";"70.88";"95.43";"6.25";"66.47";"12.41";"3.86";"1.38"
"José Luis Gayá Peña";"José Gayá";"5398";"1995-05-25";"LWB";"Full Back";"92.37";"51.49";"7";"0";"0.67";"1.31";"28.61";"29.02";"8087.76";"134.8";"1338.06";"644.89";"59.59";"200.59";"11.15";"845.48";"70.75";"96.38";"5.99";"67.42";"13.48";"4.49";"1.33"
"José María Giménez de Vargas";"J. Giménez";"5399";"1995-01-20";"RCB";"Central Defender";"97.18";"56.28";"13";"0";"0.73";"1.39";"28.78";"30.54";"7534.09";"125.57";"1028.44";"330.98";"33.62";"111.77";"5.33";"442.75";"38.95";"86.93";"3.2";"63.23";"7.3";"1.89";"0.98"
"Juan Bernat Velasco";"Juan Bernat";"5502";"1993-03-01";"LW";"Wide Attacker";"71.81";"34.12";"9";"0";"0.67";"1.45";"28.41";"29.16";"8586.58";"143.11";"1672.81";"656.27";"62.52";"205.54";"8.4";"861.8";"70.92";"113.12";"7.42";"73.27";"17.78";"4.1";"1.17"
"Juan Miguel Jiménez López";"Juanmi";"5551";"1993-05-20";"CF";"Center Forward";"77.69";"38.46";"8";"0";"0.76";"1.39";"28.68";"29.16";"9404.97";"156.75";"1858.22";"855.78";"84.84";"273.62";"16.58";"1129.4";"101.41";"106.68";"8.78";"74.11";"16.58";"6.44";"3.12"
"Jorge Resurrección Merodio";"Koke";"5942";"1992-01-08";"LM";"Midfield";"83.33";"48.27";"14";"0";"0.8";"2.1";"25.13";"25.96";"10214.52";"170.24";"2822.67";"650.65";"48.29";"55.22";"3.02";"705.87";"51.31";"112.48";"1.33";"89.31";"9.59";"0.36";"0.18"
"Kylian Mbappé Lottin";"K. Mbappé";"6028";"1998-12-20";"CF";"Center Forward";"93.5";"55.53";"32";"0";"0.55";"0.98";"31.89";"33.7";"6848.36";"114.14";"837.45";"399.17";"49.23";"263.96";"12.66";"663.13";"61.89";"77.32";"8.68";"57.9";"11.58";"6.08";"2.9"
"Lucas Vázquez Iglesias";"Lucas Vázquez";"6373";"1991-07-01";"RB";"Full Back";"92.3";"54.23";"23";"0";"0.6";"1.26";"28.88";"30.3";"8690.39";"144.84";"1579.24";"759.6";"66.96";"267.76";"13.47";"1027.36";"80.43";"90.87";"6.3";"67.69";"12.03";"4.43";"1.64"
"Luka Modrić";"L. Modrić";"6462";"1985-09-09";"RM";"Midfield";"90.26";"55.34";"6";"0";"0.72";"null";"26.77";"27.12";"8036.76";"133.95";"1449.29";"466.71";"39.57";"74.44";"3.07";"541.16";"42.64";"88.36";"3.43";"73.54";"8.67";"1.99";"0.36"
"Mamadou Sylla Diallo";"M. Sylla";"6582";"1994-03-20";"CF";"Center Forward";"83.56";"44.19";"12";"0";"0.62";"1.19";"29.89";"31.3";"8043.12";"134.05";"1330.98";"540.24";"56.23";"183.4";"10.18";"723.64";"66.41";"91.76";"6.68";"64.26";"14.82";"5.09";"1.58"
"Marc Bartra Aregall";"Marc Bartra";"6650";"1991-01-15";"RCB";"Central Defender";"97.21";"52.88";"23";"0";"0.65";"1.34";"28.48";"30.08";"7772.6";"129.54";"1108.41";"399.4";"38.43";"105.87";"5.92";"505.26";"44.35";"84.36";"4.14";"58.51";"8.98";"2.71";"0.79"
"Marcos  Alonso Mendoza";"Marcos Alonso";"6823";"1990-12-28";"LCB";"Central Defender";"98.04";"57.4";"26";"0";"0.72";"1.55";"27.88";"29.74";"8662.34";"144.37";"1389.97";"451.77";"39.92";"109.99";"5.79";"561.76";"45.71";"83.22";"2.21";"67.3";"6.03";"1.13";"0.28"
"Matija Nastasić";"M. Nastasić";"7201";"1993-03-28";"LCB";"Central Defender";"98.88";"50.87";"19";"0";"0.69";"1.49";"27.06";"28.54";"7566.06";"126.1";"938.22";"282.63";"25.95";"63.57";"2.86";"346.2";"28.8";"79.52";"2.98";"56.12";"5.03";"1.18";"0.25"
"Mauro Wilney Arambarri Rosa";"M. Arambarri";"7302";"1995-09-30";"LM";"Midfield";"98.24";"46.16";"13";"0";"0.67";"1.62";"27.5";"28.78";"9289.54";"154.83";"2053.64";"839.31";"69.08";"173.76";"8.7";"1013.07";"77.78";"117.87";"4.9";"83.28";"13.1";"3.0";"0.6"
"Mauro Wilney Arambarri Rosa";"M. Arambarri";"7302";"1995-09-30";"RM";"Midfield";"92.26";"41.64";"9";"0";"0.81";"1.62";"27.92";"28.78";"9585.27";"159.75";"2214.46";"902.24";"73.96";"215.15";"11.21";"1117.4";"85.17";"113.02";"4.8";"78.76";"14.57";"3.2";"0.8"
"Mikel Oyarzabal Ugarte";"Mikel Oyarzabal";"7619";"1997-04-21";"CF";"Center Forward";"81.77";"42.76";"24";"0";"0.72";"1.43";"29.54";"30.98";"7985.17";"133.09";"1313.12";"789.91";"78.28";"338.42";"16.72";"1128.33";"95.0";"86.64";"6.55";"62.14";"12.39";"4.91";"1.75"
"Nemanja Gudelj";"N. Gudelj";"7909";"1991-11-16";"LCB";"Central Defender";"95.95";"52.73";"11";"0";"0.77";"1.45";"29.11";"30.22";"8046.94";"134.12";"1139.46";"374.65";"36.93";"123.3";"6.31";"497.94";"43.24";"82.23";"3.52";"59.48";"7.14";"1.76";"0.52"
"Nemanja Gudelj";"N. Gudelj";"7909";"1991-11-16";"RDM";"Midfield";"96.19";"48.19";"6";"0";"0.8";"null";"28.32";"28.76";"9396.1";"156.6";"1737.96";"513.13";"48.97";"154.37";"7.68";"667.5";"56.65";"90.26";"2.49";"67.85";"9.96";"1.24";"0.21"
"Omar Mascarell González";"Omar Mascarell";"8231";"1993-02-02";"LM";"Midfield";"89.01";"48.51";"6";"0";"0.71";"1.58";"27.6";"27.74";"9280.38";"154.67";"1720.22";"486.13";"43.09";"125.55";"5.57";"611.68";"48.65";"95.45";"1.86";"73.81";"7.63";"1.24";"0.62"
"Omar Mascarell González";"Omar Mascarell";"8231";"1993-02-02";"RDM";"Midfield";"100.15";"53.45";"5";"0";"0.84";"null";"26.56";"26.56";"9204.86";"153.41";"1708.29";"505.82";"44.0";"103.5";"4.71";"609.32";"48.72";"86.44";"1.8";"68.48";"7.86";"1.35";"0.22"
"Omar Mascarell González";"Omar Mascarell";"8231";"1993-02-02";"RM";"Midfield";"85.68";"45.79";"9";"0";"0.84";"null";"27.41";"27.9";"9524.44";"158.74";"1877.23";"593.38";"51.1";"138.88";"5.97";"732.26";"57.07";"102.2";"1.6";"75.99";"8.73";"1.02";"0.15"
"Oriol Romeu Vidal";"Oriol Romeu";"8249";"1991-09-24";"LM";"Midfield";"72.42";"44.74";"5";"0";"0.93";"null";"26.64";"26.64";"9174.61";"152.91";"1659.99";"382.74";"30.31";"79.12";"2.68";"461.87";"32.99";"85.29";"1.07";"66.25";"4.56";"0.27";"0.0"
"Óscar de Marcos Arana";"Óscar De Marcos";"8259";"1989-04-14";"RB";"Full Back";"92.74";"50.05";"16";"0";"0.64";"1.26";"28.56";"30.1";"8488.41";"141.47";"1539.46";"751.6";"68.48";"219.97";"12.81";"971.57";"81.29";"105.41";"7.19";"77.47";"15.06";"4.87";"0.97"
"Pablo Fornals Malla";"Pablo Fornals";"8316";"1996-02-22";"RDM";"Midfield";"79.75";"44.07";"6";"0";"0.99";"null";"26.12";"26.64";"9830.68";"163.84";"2374.74";"654.15";"57.18";"88.04";"3.86";"742.19";"61.04";"97.11";"0.68";"73.52";"8.17";"0.23";"0.0"
"Pablo Fornals Malla";"Pablo Fornals";"8316";"1996-02-22";"RW";"Wide Attacker";"87.95";"47.19";"8";"0";"0.72";"1.45";"28.07";"28.9";"9324.87";"155.41";"1982.62";"866.38";"73.43";"211.23";"11.28";"1077.62";"84.72";"103.47";"5.72";"73.75";"12.56";"4.13";"1.11"
"Raúl Albiol Tortajada ";"Raúl Albiol";"8883";"1985-09-04";"RCB";"Central Defender";"98.29";"52.66";"13";"0";"0.69";"1.46";"26.74";"28.24";"7959.92";"132.67";"1127.69";"306.6";"27.35";"56.27";"2.63";"362.87";"29.98";"82.83";"2.98";"61.62";"6.22";"1.58";"0.35"
"Renato Fabrizio Tapia Cortijo";"R. Tapia";"8940";"1995-07-28";"LCB";"Central Defender";"92.37";"48.94";"5";"0";"0.7";"1.51";"29.12";"29.12";"7649.66";"127.49";"1096.94";"461.68";"47.81";"177.02";"9.56";"638.7";"57.37";"93.66";"3.68";"66.93";"6.87";"3.19";"1.23"
"Renato Fabrizio Tapia Cortijo";"R. Tapia";"8940";"1995-07-28";"LM";"Midfield";"98.85";"52.48";"5";"0";"0.76";"1.61";"27.9";"27.9";"8356.33";"139.27";"1398.02";"534.6";"50.76";"149.09";"8.46";"683.69";"59.22";"103.58";"2.97";"73.86";"7.77";"1.83";"0.46"
"Renato Fabrizio Tapia Cortijo";"R. Tapia";"8940";"1995-07-28";"RM";"Midfield";"87.98";"43.77";"7";"0";"0.71";"1.75";"28.89";"29.92";"8507.11";"141.79";"1419.52";"600.0";"54.05";"227.35";"9.79";"827.35";"63.84";"99.48";"2.94";"71.48";"9.01";"1.17";"0.39"
"Ricardo Iván Rodríguez Araya";"R. Rodríguez";"8996";"1992-08-25";"LB";"Full Back";"92.23";"50.15";"13";"0";"0.71";"1.3";"28.35";"29.46";"7612.45";"126.87";"1151.13";"535.31";"51.35";"159.94";"9.57";"695.25";"60.92";"91.01";"5.15";"64.51";"12.52";"3.59";"0.92"
"Robert Lewandowski";"R. Lewandowski";"9106";"1988-08-21";"CF";"Center Forward";"88.51";"49.61";"32";"0";"0.63";"1.3";"28.62";"31.06";"7659.42";"127.66";"1097.55";"485.46";"48.08";"158.63";"7.22";"644.1";"55.3";"79.9";"5.86";"57.49";"11.15";"3.97";"0.98"
"Rodrigo Javier De Paul";"R. De Paul";"9188";"1994-05-24";"RM";"Midfield";"83.39";"49.4";"18";"0";"0.71";"1.4";"28.07";"29.58";"9172.25";"152.87";"1719.84";"747.99";"63.09";"197.02";"10.19";"945.0";"73.27";"96.96";"3.98";"75.7";"12.21";"2.9";"0.61"
"Rubén García Santos";"Rubén García";"9338";"1993-07-14";"CF";"Center Forward";"79.75";"45.5";"7";"0";"0.75";"1.5";"28.77";"29.2";"8361.13";"139.35";"1451.08";"510.38";"50.68";"176.91";"9.42";"687.29";"60.1";"96.09";"4.14";"72.91";"12.62";"3.39";"0.57"
"Rubén García Santos";"Rubén García";"9338";"1993-07-14";"RF";"Wide Attacker";"79.67";"41.27";"5";"0";"0.67";"1.34";"28.06";"28.06";"8289.22";"138.15";"1556.19";"634.75";"58.15";"197.14";"9.6";"831.89";"67.75";"100.31";"5.23";"72.4";"15.7";"3.2";"1.45"
"Rubén García Santos";"Rubén García";"9338";"1993-07-14";"RW";"Wide Attacker";"80.51";"41.05";"15";"0";"0.62";"1.27";"29.14";"30.42";"8500.82";"141.68";"1573.94";"716.38";"66.45";"243.11";"12.86";"959.49";"79.32";"104.75";"5.65";"73.76";"14.42";"3.8";"1.27"
"Sandro  Ramírez Castillo";"Sandro Ramírez";"9544";"1995-07-09";"RW";"Wide Attacker";"83.41";"43.64";"18";"0";"0.59";"1.11";"28.56";"30.82";"7925.77";"132.1";"1337.44";"577.21";"55.15";"163.68";"8.1";"740.9";"63.24";"87.0";"4.96";"60.95";"11.53";"3.59";"0.76"
"Saúl Ñíguez Esclapez";"Saúl Ñíguez";"9585";"1994-11-21";"LM";"Midfield";"101.11";"51.19";"5";"0";"0.74";"null";"28.44";"28.44";"9528.74";"158.81";"2014.61";"767.02";"61.18";"172.77";"7.74";"939.79";"68.92";"95.41";"1.88";"71.73";"6.56";"0.94";"0.0"
"Scott McKenna";"S. McKenna";"9610";"1996-11-12";"LCB";"Central Defender";"99.25";"51.65";"25";"0";"0.6";"1.23";"29.25";"31.28";"7819.95";"130.33";"1039.74";"383.78";"37.31";"135.3";"6.32";"519.08";"43.63";"90.42";"4.04";"62.68";"7.81";"2.32";"0.7"
"Sergi Darder Moll";"Sergi Darder";"9732";"1993-12-22";"LM";"Midfield";"86.14";"47.26";"10";"0";"0.74";"1.79";"27.34";"28.18";"8628.09";"143.8";"1645.18";"619.28";"50.15";"137.36";"5.46";"756.64";"55.61";"98.13";"2.16";"74.27";"8.0";"1.52";"0.13"
"Sergi Darder Moll";"Sergi Darder";"9732";"1993-12-22";"LW";"Wide Attacker";"83.26";"44.33";"19";"0";"0.71";"1.39";"27.16";"28.66";"8534.07";"142.23";"1648.01";"647.2";"57.7";"134.85";"7.48";"782.05";"65.18";"101.44";"3.56";"71.38";"11.68";"2.56";"0.28"
"Sergi Gómez Solà";"Sergi Gómez";"9734";"1992-03-28";"RCB";"Central Defender";"91.83";"47.4";"5";"0";"0.77";"1.39";"28.16";"28.16";"7815.65";"130.26";"1010.56";"306.81";"30.88";"90.88";"4.56";"397.69";"35.44";"78.48";"2.78";"58.22";"6.58";"2.53";"0.25"
"Sheraldo Becker";"S. Becker";"9808";"1995-02-09";"LW";"Wide Attacker";"71.18";"37.47";"5";"0";"0.64";"1.17";"30.58";"30.58";"7995.77";"133.26";"1278.03";"676.32";"70.13";"300.05";"15.37";"976.37";"85.5";"97.35";"6.72";"65.01";"12.49";"5.12";"2.24"
"Umar Mesbah Sadiq";"U. Sadiq";"10583";"1997-02-02";"CF";"Center Forward";"77.15";"42.36";"10";"0";"0.62";"1.28";"29.58";"30.5";"8710.82";"145.18";"1544.82";"731.9";"67.85";"283.44";"13.74";"1015.34";"81.59";"90.09";"4.96";"66.01";"9.92";"3.54";"0.85"
"Unai López Cabrera";"Unai López";"10590";"1995-10-30";"LDM";"Midfield";"75.59";"38.86";"5";"0";"0.91";"null";"26.92";"26.92";"9732.48";"162.21";"2110.96";"725.99";"57.13";"156.25";"6.79";"882.24";"63.92";"96.65";"2.47";"68.86";"10.19";"0.93";"0.31"
"Unai López Cabrera";"Unai López";"10590";"1995-10-30";"LM";"Midfield";"72.9";"37.67";"5";"0";"0.84";"1.79";"28.66";"28.66";"9913.14";"165.22";"2204.41";"757.53";"71.99";"272.05";"12.42";"1029.57";"84.42";"105.44";"3.19";"74.86";"9.56";"1.59";"0.32"
