"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count Runs in sample";"Count Runs per 100 Runs";"Count Dangerous Runs per 100 Runs";"Threat of Runs per 100 Runs";"Count Runs leading to goal per 100 Runs";"Count Runs targeted per 100 Runs";"Count Runs received per 100 Runs";"Count Runs leading to shot per 100 Runs";"Threat of Runs targeted per 100 Runs";"Threat of Runs received per 100 Runs";"Count dangerous Runs targeted per 100 Runs";"Count dangerous Runs received per 100 Runs"
"Alan Agustín Matturro Romero";"LCB";"all";"all";"118053";"A. Matturro";"2004-10-11";"97.78";"19.65";"7";"0";"84";"100";"8.33";"0.53";"0";"27.38";"26.19";"2.38";"0.11";"0.11";"2.38";"2.38"
"Albert Gudmundsson";"AM";"all";"all";"11965";"A. Gudmundsson";"1997-06-15";"80.44";"18.38";"6";"0";"187";"100";"32.62";"2.14";"1.07";"32.62";"24.6";"3.21";"0.57";"0.34";"8.02";"4.81"
"Albert Gudmundsson";"CF";"all";"all";"11965";"A. Gudmundsson";"1997-06-15";"78.49";"17.26";"7";"0";"245";"100";"28.98";"2.11";"1.63";"37.96";"27.35";"3.27";"0.82";"0.42";"8.16";"3.67"
"Alberto Dossena";"RCB";"all";"all";"203612";"A. Dossena";"1998-10-13";"93.21";"24.2";"16";"0";"75";"100";"0";"0.03";"0";"33.33";"33.33";"0";"0";"0";"0";"0"
"Alberto Grassi";"DM";"all";"all";"375";"A. Grassi";"1995-03-07";"81.93";"17.4";"6";"0";"82";"100";"24.39";"1.58";"0";"35.37";"28.05";"4.88";"0.48";"0.29";"8.54";"4.88"
"Alberto Grassi";"LM";"all";"all";"375";"A. Grassi";"1995-03-07";"84.7";"16.69";"9";"0";"81";"100";"22.22";"1.76";"0";"41.98";"37.04";"1.23";"0.49";"0.36";"4.94";"3.7"
"Alberto Grassi";"RM";"all";"all";"375";"A. Grassi";"1995-03-07";"88.46";"15.78";"12";"0";"141";"100";"30.5";"2";"0";"24.11";"17.73";"2.84";"0.6";"0.46";"7.8";"5.67"
"Alberto Moreno Pérez  ";"LB";"all";"all";"380";"Alberto Moreno";"1992-07-05";"87.2";"22.78";"17";"0";"383";"100";"20.1";"1.45";"0.26";"35.25";"30.81";"2.87";"0.48";"0.3";"6.27";"3.39"
"Alejandro Jiménez Sánchez";"RWB";"all";"all";"120534";"Álex Jiménez";"2005-05-08";"72.08";"18.44";"5";"0";"87";"100";"13.79";"1.01";"0";"33.33";"26.44";"2.3";"0.28";"0.13";"3.45";"1.15"
"Alessandro  Bianco";"DM";"all";"all";"37969";"A. Bianco";"2002-10-01";"87.39";"21.6";"8";"0";"171";"100";"4.68";"0.43";"0";"39.18";"37.43";"0";"0.07";"0.07";"0";"0"
"Alessandro  Bianco";"LM";"all";"all";"37969";"A. Bianco";"2002-10-01";"90.8";"21.39";"15";"0";"449";"100";"10.24";"0.82";"0";"35.19";"31.85";"1.56";"0.21";"0.14";"2.23";"1.34"
"Alessandro Bastoni";"LCB";"all";"all";"19047";"A. Bastoni";"1999-04-13";"81.53";"23.07";"26";"0";"323";"100";"12.38";"0.88";"0.31";"45.2";"39.94";"2.48";"0.4";"0.2";"5.57";"1.24"
"Alessandro Buongiorno";"LCB";"all";"all";"19942";"A. Buongiorno";"1999-06-06";"96.62";"23.95";"21";"0";"195";"100";"7.69";"0.48";"0";"36.92";"34.87";"1.03";"0.12";"0.09";"3.59";"2.56"
"Alessandro Deiola";"LM";"all";"all";"19037";"A. Deiola";"1995-08-01";"85.57";"17.98";"8";"0";"260";"100";"27.69";"1.81";"0.77";"23.08";"18.85";"2.69";"0.3";"0.19";"3.46";"2.69"
"Alessandro Vogliacco";"RCB";"all";"all";"19932";"A. Vogliacco";"1998-09-14";"88.79";"18.3";"14";"0";"121";"100";"0.83";"0.2";"0";"37.19";"35.54";"0.83";"0.05";"0.03";"0";"0"
"Alessandro Zanoli";"RW";"all";"all";"63461";"A. Zanoli";"2000-10-03";"80.33";"20.39";"10";"0";"205";"100";"13.17";"0.94";"0";"41.46";"32.2";"3.41";"0.33";"0.22";"4.39";"2.44"
"Alessandro Zanoli";"RWB";"all";"all";"63461";"A. Zanoli";"2000-10-03";"78.09";"17.17";"7";"0";"89";"100";"7.87";"0.67";"1.12";"39.33";"31.46";"2.25";"0.18";"0.13";"1.12";"1.12"
"Alessio Romagnoli";"LCB";"all";"all";"480";"A. Romagnoli";"1995-01-12";"97.02";"25.8";"29";"0";"119";"100";"13.45";"1.09";"0";"22.69";"19.33";"0.84";"0.33";"0.06";"3.36";"0.84"
"Alessio Zerbin";"RWB";"all";"all";"62992";"A. Zerbin";"1999-03-03";"95.02";"19.5";"14";"0";"411";"100";"26.52";"1.99";"0.49";"28.71";"20.44";"3.89";"0.61";"0.4";"8.76";"5.11"
"Alexis Saelemaekers";"RWB";"all";"all";"14543";"A. Saelemaekers";"1999-06-27";"79.5";"22.51";"10";"0";"276";"100";"14.86";"1.37";"1.45";"40.94";"38.04";"3.62";"0.45";"0.44";"6.16";"6.16"
"Alieu  Fadera";"LW";"all";"all";"61384";"A. Fadera";"2001-11-03";"83.77";"22.14";"14";"0";"450";"100";"41.78";"2.92";"1.33";"38.44";"26.89";"3.33";"0.85";"0.48";"12.67";"6.22"
"Amin Sarr";"CF";"all";"all";"29773";"A. Sarr";"2001-03-11";"78.58";"14.35";"18";"0";"460";"100";"43.04";"3.09";"1.3";"42.17";"23.26";"3.91";"1.1";"0.53";"14.13";"6.74"
"Amir Rrahmani";"CB";"all";"all";"13580";"A. Rrahmani";"1994-02-24";"100.18";"24.38";"8";"0";"71";"100";"1.41";"0.17";"0";"26.76";"26.76";"0";"0.02";"0.02";"0";"0"
"Amir Rrahmani";"RCB";"all";"all";"13580";"A. Rrahmani";"1994-02-24";"96.72";"25.97";"30";"0";"301";"100";"3.32";"0.3";"0";"43.85";"43.19";"0.33";"0.06";"0.05";"0.33";"0"
"Anastasios Douvikas";"CF";"all";"all";"15339";"T. Douvikas";"1999-08-02";"81.67";"22.59";"5";"0";"155";"100";"62.58";"4.5";"1.29";"32.9";"20";"5.16";"1.22";"0.54";"16.13";"7.74"
"Andrea Belotti";"CF";"all";"all";"758";"A. Belotti";"1993-12-20";"70.3";"15.68";"6";"0";"139";"100";"48.92";"3.53";"0";"38.13";"19.42";"4.32";"1.12";"0.47";"14.39";"7.19"
"Andrea Cambiaso";"LB";"all";"all";"33391";"A. Cambiaso";"2000-02-20";"90.03";"28.83";"14";"0";"404";"100";"19.8";"1.18";"0.5";"34.41";"32.67";"3.47";"0.29";"0.27";"4.7";"3.96"
"Andrea Carboni";"LCB";"all";"all";"24671";"A. Carboni";"2001-02-04";"89.78";"19.94";"22";"0";"371";"100";"15.09";"0.89";"0.27";"28.84";"26.42";"1.35";"0.17";"0.13";"2.16";"1.62"
"Andrea Colpani";"RW";"all";"all";"27634";"A. Colpani";"1999-05-11";"79.57";"19.99";"13";"0";"358";"100";"20.39";"1.58";"0";"35.47";"27.37";"4.19";"0.43";"0.29";"5.59";"3.35"
"Andrea Pinamonti";"CF";"all";"all";"14183";"A. Pinamonti";"1999-05-19";"89.12";"19.32";"33";"0";"799";"100";"48.31";"3.33";"0.63";"39.42";"21.65";"4.26";"1.1";"0.43";"15.14";"6.38"
"André Sebastiao Luvumbo Zito";"CF";"all";"all";"63144";"Zito Luvumbo";"2002-03-09";"75.18";"15.86";"7";"0";"149";"100";"35.57";"2.09";"0.67";"36.91";"23.49";"4.7";"0.55";"0.34";"8.05";"4.7"
"André Sebastiao Luvumbo Zito";"LW";"all";"all";"63144";"Zito Luvumbo";"2002-03-09";"89.77";"19";"5";"0";"115";"100";"28.7";"2.27";"0.87";"37.39";"20.87";"3.48";"0.74";"0.21";"6.96";"2.61"
"André-Frank Zambo Anguissa";"RM";"all";"all";"713";"F. Anguissa";"1995-11-16";"94.11";"24.78";"29";"0";"855";"100";"23.04";"1.72";"0.58";"33.57";"29.59";"2.81";"0.36";"0.27";"5.26";"4.21"
"Ange-Yoan Bonny";"CF";"all";"all";"33148";"A. Bonny";"2003-10-25";"80.08";"17.96";"29";"0";"805";"100";"45.47";"3.55";"0.62";"35.65";"20.62";"3.35";"1.12";"0.47";"13.66";"5.84"
"Antoine Hainaut";"RB";"all";"all";"255286";"A. Hainaut";"2002-02-18";"94.63";"18.54";"5";"0";"47";"100";"2.13";"0.52";"0";"46.81";"34.04";"0";"0.19";"0.1";"0";"0"
"Antoine Makoumbou";"DM";"all";"all";"66254";"A. Makoumbou";"1998-07-18";"80.71";"17.07";"9";"0";"220";"100";"3.64";"0.45";"0.45";"35.45";"30.91";"1.36";"0.1";"0.07";"0";"0"
"Antoine Makoumbou";"LM";"all";"all";"66254";"A. Makoumbou";"1998-07-18";"86.12";"17.12";"8";"0";"185";"100";"4.86";"0.49";"0";"31.89";"28.11";"0.54";"0.15";"0.12";"1.62";"1.08"
"Antonino Gallo";"LB";"all";"all";"19684";"A. Gallo";"2000-01-05";"93.77";"19.24";"28";"0";"603";"100";"12.44";"1.06";"0.33";"34.66";"28.86";"4.15";"0.31";"0.25";"3.65";"2.65"
"Antonio Candela";"RCB";"all";"all";"14165";"A. Candela";"2000-04-27";"85.99";"18.46";"5";"0";"123";"100";"12.2";"0.84";"0";"36.59";"34.96";"0.81";"0.2";"0.18";"3.25";"2.44"
"Antonio Candela";"RWB";"all";"all";"14165";"A. Candela";"2000-04-27";"90.55";"17.56";"6";"0";"144";"100";"14.58";"1.52";"0";"29.17";"21.53";"3.47";"0.38";"0.15";"3.47";"0.69"
"Ardian Ismajli";"CB";"all";"all";"16569";"A. Ismajli";"1996-09-30";"97.57";"18.39";"23";"0";"74";"100";"1.35";"0.13";"0";"33.78";"31.08";"1.35";"0.1";"0.01";"1.35";"0"
"Ardian Ismajli";"RCB";"all";"all";"16569";"A. Ismajli";"1996-09-30";"90.65";"17.19";"5";"0";"15";"100";"13.33";"0.87";"0";"40";"40";"0";"0.03";"0.03";"0";"0"
"Armando Izzo";"CB";"all";"all";"1037";"A. Izzo";"1992-03-02";"95.08";"22.72";"9";"0";"94";"100";"3.19";"0.34";"0";"25.53";"24.47";"1.06";"0.01";"0.01";"0";"0"
"Armando Izzo";"RCB";"all";"all";"1037";"A. Izzo";"1992-03-02";"94.63";"21.57";"17";"0";"275";"100";"2.91";"0.32";"0.36";"37.45";"36.36";"1.09";"0.07";"0.07";"0";"0"
"Arnaldo Antonio Sanabria Ayala";"CF";"all";"all";"995";"A. Sanabria";"1996-03-04";"79.88";"20.34";"14";"0";"299";"100";"47.83";"3.77";"0";"30.43";"17.06";"1.34";"0.76";"0.31";"10.37";"3.34"
"Artem Dovbyk";"CF";"all";"all";"13546";"A. Dovbyk";"1997-06-21";"88.21";"21.98";"24";"0";"623";"100";"64.04";"4.48";"0.48";"30.02";"16.85";"3.21";"1.2";"0.57";"15.09";"6.9"
"Arthur Atta";"RW";"all";"all";"487366";"A. Atta";"2003-01-14";"77.34";"18.33";"8";"0";"288";"100";"18.4";"1.18";"0";"29.17";"25";"2.78";"0.32";"0.25";"4.17";"3.12"
"Assane Diao Diaoune";"LW";"all";"all";"759032";"Assane Diao";"2005-09-07";"93.64";"24.96";"5";"0";"119";"100";"44.54";"3.13";"2.52";"44.54";"33.61";"7.56";"1.2";"0.68";"17.65";"10.92"
"Balthazar Pierret";"LDM";"all";"all";"24683";"B. Pierret";"2000-05-15";"78.73";"14.31";"6";"0";"63";"100";"6.35";"0.62";"0";"33.33";"30.16";"0";"0.16";"0.14";"1.59";"1.59"
"Balthazar Pierret";"LM";"all";"all";"24683";"B. Pierret";"2000-05-15";"91.18";"21.84";"6";"0";"75";"100";"4";"0.58";"0";"37.33";"36";"4";"0.15";"0.11";"1.33";"0"
"Benito Nicolas Viola";"AM";"all";"all";"8040";"N. Viola";"1989-10-12";"68";"13.33";"5";"0";"114";"100";"38.6";"2.48";"0.88";"23.68";"14.91";"4.39";"0.61";"0.34";"10.53";"6.14"
"Benito Nicolas Viola";"CF";"all";"all";"8040";"N. Viola";"1989-10-12";"67.5";"13.06";"6";"0";"145";"100";"46.21";"3.01";"0";"25.52";"13.79";"2.76";"0.53";"0.28";"7.59";"2.76"
"Benjamin Pavard";"RCB";"all";"all";"1298";"B. Pavard";"1996-03-28";"93.07";"25.66";"16";"0";"300";"100";"9.33";"0.75";"0";"32";"29";"0.67";"0.22";"0.17";"2.33";"2"
"Benjamín Domínguez";"LW";"all";"all";"73443";"B. Domínguez";"2003-09-19";"77.22";"20.67";"9";"0";"210";"100";"40.95";"2.67";"0";"34.29";"28.57";"3.81";"0.61";"0.45";"9.52";"7.14"
"Berat  Djimsiti";"CB";"all";"all";"1317";"B. Djimsiti";"1993-02-19";"90.56";"24.42";"8";"0";"55";"100";"10.91";"0.67";"0";"41.82";"40";"1.82";"0.29";"0.09";"3.64";"1.82"
"Berat  Djimsiti";"RCB";"all";"all";"1317";"B. Djimsiti";"1993-02-19";"93.63";"25.02";"15";"0";"210";"100";"11.9";"0.85";"0";"36.19";"32.86";"0.95";"0.23";"0.17";"2.86";"1.43"
"Billy Gilmour";"DM";"all";"all";"23138";"B. Gilmour";"2001-06-11";"82.12";"20.81";"7";"0";"169";"100";"3.55";"0.42";"0";"31.95";"31.95";"2.96";"0.15";"0.15";"1.18";"1.18"
"Borna Sosa";"LWB";"all";"all";"19062";"B. Sosa";"1998-01-21";"85.74";"22.78";"9";"0";"193";"100";"11.92";"0.9";"0";"40.93";"36.27";"2.07";"0.29";"0.21";"3.11";"2.07"
"Botond Balogh";"LCB";"all";"all";"26657";"B. Balogh";"2002-06-06";"92.05";"20.25";"13";"0";"69";"100";"5.8";"0.6";"0";"28.99";"26.09";"0";"0.1";"0.02";"1.45";"0"
"Botond Balogh";"RCB";"all";"all";"26657";"B. Balogh";"2002-06-06";"90.66";"17.47";"9";"0";"35";"100";"2.86";"0.19";"0";"34.29";"34.29";"2.86";"0.01";"0.01";"0";"0"
"Boulaye Dia";"AM";"all";"all";"13183";"B. Dia";"1996-11-16";"82.44";"24.06";"11";"0";"427";"100";"42.62";"2.94";"0.7";"26.93";"16.39";"2.11";"0.77";"0.23";"10.77";"2.81"
"Boulaye Dia";"CF";"all";"all";"13183";"B. Dia";"1996-11-16";"76.02";"18.87";"11";"0";"377";"100";"45.62";"3.72";"0.53";"24.93";"16.98";"1.86";"0.85";"0.42";"10.08";"4.51"
"Bryan Cristante";"LM";"all";"all";"1537";"B. Cristante";"1995-03-03";"85.76";"20.65";"6";"0";"135";"100";"10.37";"0.89";"0";"30.37";"25.93";"2.22";"0.25";"0.21";"3.7";"2.96"
"Bryan Cristante";"RM";"all";"all";"1537";"B. Cristante";"1995-03-03";"90.26";"23.72";"10";"0";"264";"100";"21.59";"1.5";"0.76";"30.68";"25.76";"3.03";"0.4";"0.22";"6.44";"3.41"
"Carlos Augusto Zopolato Neves";"LCB";"all";"all";"28255";"Carlos Augusto";"1999-01-07";"96.61";"31.68";"8";"0";"177";"100";"16.38";"1.04";"0.56";"35.03";"31.07";"2.26";"0.31";"0.21";"4.52";"2.82"
"Carlos Augusto Zopolato Neves";"LWB";"all";"all";"28255";"Carlos Augusto";"1999-01-07";"93.48";"26.48";"5";"0";"133";"100";"35.34";"2.1";"0";"30.08";"26.32";"3.01";"0.38";"0.31";"7.52";"6.02"
"Casper Tengstedt";"CF";"all";"all";"33025";"C. Tengstedt";"2000-06-01";"73.84";"13.9";"15";"0";"329";"100";"39.51";"2.69";"0.3";"34.65";"19.76";"3.65";"0.79";"0.36";"12.16";"5.17"
"Cesare Casadei";"LDM";"all";"all";"31197";"C. Casadei";"2003-01-10";"77.11";"19.6";"6";"0";"149";"100";"34.23";"2.06";"0";"23.49";"18.12";"3.36";"0.64";"0.46";"8.72";"4.7"
"Charalampos Lykogiannis";"LB";"all";"all";"11654";"C. Lykogiannis";"1993-10-22";"85.34";"23.94";"9";"0";"192";"100";"13.02";"1.06";"0";"39.06";"35.42";"1.56";"0.4";"0.23";"5.21";"3.12"
"Charles De Ketelaere";"AM";"all";"all";"24268";"C. De Ketelaere";"2001-03-10";"72.1";"20.71";"5";"0";"164";"100";"26.22";"1.76";"2.44";"41.46";"32.93";"3.05";"0.59";"0.39";"9.76";"6.71"
"Charles De Ketelaere";"CF";"all";"all";"24268";"C. De Ketelaere";"2001-03-10";"78.92";"22.17";"6";"0";"180";"100";"33.33";"2.22";"0";"37.22";"27.22";"2.22";"0.52";"0.26";"6.67";"4.44"
"Charles De Ketelaere";"RF";"all";"all";"24268";"C. De Ketelaere";"2001-03-10";"79";"21.26";"7";"0";"204";"100";"30.88";"2.4";"0";"41.18";"33.82";"4.41";"0.61";"0.43";"9.31";"6.37"
"Cheikh Ahmet Tidian Niasse";"RM";"all";"all";"20971";"C. Niasse";"2000-01-19";"88.75";"14.55";"7";"0";"138";"100";"15.94";"1.28";"0";"26.81";"20.29";"2.9";"0.29";"0.2";"3.62";"2.9"
"Christian  Kouamé";"CF";"all";"all";"14154";"C. Kouamé";"1997-12-06";"90.33";"18.73";"5";"0";"144";"100";"52.08";"3.36";"0";"38.89";"25";"7.64";"1.11";"0.54";"15.28";"9.03"
"Christian Kabasele";"RCB";"all";"all";"1835";"C. Kabasele";"1991-02-24";"94.72";"23.74";"7";"0";"79";"100";"5.06";"0.37";"0";"21.52";"21.52";"0";"0.03";"0.03";"0";"0"
"Christian Lund Gytkjær";"CF";"all";"all";"13052";"C. Gytkjær";"1990-05-06";"74.6";"16.19";"6";"0";"135";"100";"62.96";"5.88";"0.74";"34.81";"21.48";"2.96";"1.5";"0.67";"17.04";"9.63"
"Christian Pulišić";"AM";"all";"all";"1849";"C. Pulišić";"1998-09-18";"91.52";"23.28";"8";"0";"395";"100";"34.68";"2.3";"0.76";"30.89";"21.77";"4.3";"0.64";"0.32";"9.37";"5.82"
"Christian Pulišić";"RF";"all";"all";"1849";"C. Pulišić";"1998-09-18";"92.77";"23.52";"6";"0";"255";"100";"40.78";"3.09";"0.78";"29.8";"22.35";"3.14";"0.75";"0.43";"9.8";"5.88"
"Christian Pulišić";"RW";"all";"all";"1849";"C. Pulišić";"1998-09-18";"80.73";"22.56";"8";"0";"322";"100";"35.4";"2.6";"0.31";"30.43";"23.29";"1.55";"0.68";"0.38";"9.32";"5.9"
"Ché Adams";"CF";"all";"all";"18665";"C. Adams";"1996-07-13";"91.95";"22.17";"27";"0";"737";"100";"50.88";"3.28";"0.27";"34.74";"20.9";"2.85";"0.88";"0.44";"14.25";"6.51"
"Cristiano Biraghi";"LB";"all";"all";"2067";"C. Biraghi";"1992-09-01";"95.69";"21.71";"12";"0";"250";"100";"16";"1.24";"0";"36.4";"32.8";"4.8";"0.31";"0.26";"3.2";"2.4"
"Dan Ndoye";"LW";"all";"all";"24412";"D. Ndoye";"2000-10-25";"90.65";"24.6";"12";"0";"291";"100";"41.58";"2.79";"0.69";"42.96";"32.3";"3.78";"0.74";"0.49";"11";"7.56"
"Dan Ndoye";"RW";"all";"all";"24412";"D. Ndoye";"2000-10-25";"87.94";"22.08";"6";"0";"138";"100";"30.43";"2.32";"2.17";"47.83";"33.33";"5.07";"0.78";"0.4";"10.14";"2.17"
"Daniel Fernando Mosquera Bonilla";"CF";"all";"all";"115068";"D. Mosquera";"1999-10-20";"73.02";"15.52";"8";"0";"230";"100";"44.78";"3.2";"0";"33.04";"20.43";"3.48";"0.85";"0.43";"10.43";"4.35"
"Daniel Fila";"CF";"all";"all";"37507";"D. Fila";"2002-08-21";"72.6";"16.01";"5";"0";"137";"100";"51.09";"3.86";"0";"21.17";"10.22";"2.19";"0.55";"0.26";"7.3";"3.65"
"Daniel Maldini";"CF";"all";"all";"24452";"D. Maldini";"2001-10-11";"85.57";"17.79";"5";"0";"143";"100";"31.47";"2.47";"2.1";"41.96";"34.27";"5.59";"0.84";"0.65";"10.49";"6.99"
"Daniele Ghilardi";"LCB";"all";"all";"698110";"D. Ghilardi";"2003-01-06";"95.64";"19.07";"10";"0";"60";"100";"10";"0.72";"0";"33.33";"33.33";"5";"0.19";"0.19";"3.33";"3.33"
"Daniele Ghilardi";"RCB";"all";"all";"698110";"D. Ghilardi";"2003-01-06";"93.04";"17.81";"11";"0";"50";"100";"10";"0.76";"0";"38";"34";"2";"0.13";"0.06";"0";"0"
"Danilo Cataldi";"DM";"all";"all";"2285";"D. Cataldi";"1994-08-06";"87.41";"20.55";"8";"0";"185";"100";"10.27";"0.66";"0";"29.73";"25.95";"0.54";"0.18";"0.1";"3.24";"1.62"
"Danilo Cataldi";"RDM";"all";"all";"2285";"D. Cataldi";"1994-08-06";"84.06";"17.68";"6";"0";"98";"100";"11.22";"1.06";"0";"46.94";"42.86";"6.12";"0.2";"0.18";"1.02";"1.02"
"Danilo D'Ambrosio";"LCB";"all";"all";"2286";"D. D'Ambrosio";"1988-09-09";"94.57";"21.9";"5";"0";"79";"100";"11.39";"0.77";"0";"35.44";"30.38";"3.8";"0.25";"0.22";"5.06";"5.06"
"Danilo D'Ambrosio";"RCB";"all";"all";"2286";"D. D'Ambrosio";"1988-09-09";"79.84";"19.12";"5";"0";"71";"100";"8.45";"0.61";"0";"35.21";"32.39";"2.82";"0.21";"0.18";"4.23";"2.82"
"Dany Mota Carvalho";"CF";"all";"all";"33374";"Dany Mota";"1998-05-02";"91.9";"22.81";"11";"0";"324";"100";"48.15";"3.39";"0.31";"42.28";"26.85";"4.32";"1.23";"0.46";"16.67";"7.1"
"Darko Lazović";"LW";"all";"all";"2361";"D. Lazović";"1990-09-15";"79.93";"15.98";"7";"0";"154";"100";"29.87";"2.08";"0";"31.82";"24.68";"3.25";"0.51";"0.35";"6.49";"4.55"
"Darko Lazović";"LWB";"all";"all";"2361";"D. Lazović";"1990-09-15";"76.78";"14.18";"7";"0";"150";"100";"24.67";"1.77";"2";"38.67";"29.33";"6.67";"0.64";"0.48";"8";"6.67"
"David Neres Campos";"LF";"all";"all";"11561";"David Neres";"1997-03-03";"82.48";"23.23";"8";"0";"217";"100";"34.1";"2.46";"1.38";"45.62";"31.8";"3.23";"0.64";"0.36";"8.76";"4.15"
"Davide Calabria";"RB";"all";"all";"2524";"D. Calabria";"1996-12-06";"85.25";"24.95";"11";"0";"279";"100";"10.04";"0.87";"0";"29.03";"26.16";"1.79";"0.2";"0.16";"1.79";"1.43"
"Davide Frattesi";"RM";"all";"all";"19731";"D. Frattesi";"1999-09-22";"87.95";"29.04";"10";"0";"418";"100";"45.22";"2.94";"0.96";"22.73";"15.31";"2.87";"0.57";"0.36";"7.66";"4.31"
"Davide Zappacosta";"LWB";"all";"all";"2541";"D. Zappacosta";"1992-06-11";"91.24";"24.23";"15";"0";"356";"100";"26.97";"1.52";"1.12";"33.15";"27.25";"3.37";"0.44";"0.34";"7.87";"5.9"
"Dennis Man";"RW";"all";"all";"17116";"D. Man";"1998-08-26";"88.77";"19.53";"12";"0";"323";"100";"33.13";"2.52";"0.62";"43.96";"32.82";"6.5";"0.74";"0.47";"11.46";"7.43"
"Denzel Dumfries";"RWB";"all";"all";"12685";"D. Dumfries";"1996-04-18";"90.7";"24.9";"18";"0";"511";"100";"30.92";"2.27";"0.2";"32.68";"25.05";"2.94";"0.45";"0.3";"6.85";"4.7"
"Diego Coppola";"CB";"all";"all";"85815";"D. Coppola";"2003-12-28";"96.96";"17.78";"27";"0";"70";"100";"1.43";"0.11";"0";"31.43";"31.43";"1.43";"0.02";"0.02";"0";"0"
"Diego Coppola";"LCB";"all";"all";"85815";"D. Coppola";"2003-12-28";"97.37";"16.75";"5";"0";"24";"100";"0";"0.09";"0";"41.67";"41.67";"0";"0.04";"0.04";"0";"0"
"Domagoj Bradarić";"LB";"all";"all";"16568";"D. Bradarić";"1999-12-10";"90.2";"17.94";"5";"0";"101";"100";"14.85";"0.96";"0";"40.59";"31.68";"3.96";"0.36";"0.23";"4.95";"2.97"
"Domagoj Bradarić";"LWB";"all";"all";"16568";"D. Bradarić";"1999-12-10";"80.63";"15.17";"15";"0";"342";"100";"20.47";"1.73";"0.29";"35.96";"26.32";"2.63";"0.42";"0.26";"4.68";"2.92"
"Domilson Cordeiro dos Santos";"RB";"all";"all";"16057";"Dodô";"1998-11-17";"95.02";"22.49";"17";"0";"441";"100";"7.48";"0.77";"0.23";"46.26";"42.63";"3.63";"0.33";"0.29";"2.95";"2.72"
"Domilson Cordeiro dos Santos";"RWB";"all";"all";"16057";"Dodô";"1998-11-17";"96.17";"23.53";"14";"0";"398";"100";"11.06";"0.89";"0.5";"48.99";"43.47";"4.02";"0.34";"0.29";"4.27";"3.52"
"Duván Esteban Zapata Banguera";"CF";"all";"all";"2895";"D. Zapata";"1991-04-01";"90.47";"22.73";"7";"0";"137";"100";"50.36";"3.43";"1.46";"42.34";"28.47";"8.03";"1.03";"0.73";"16.06";"10.22"
