"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count Pressures received in sample";"Count Pressures received per 100 Pressures";"Count forced losses under Pressure per 100 Pressures";"Count ball retentions under Pressure per 100 Pressures";"Ball retention ratio under Pressure";"Pass completion ratio under Pressure";"Count pass attempts under Pressure per 100 Pressures";"Count completed passes under Pressure per 100 Pressures";"Count dangerous pass attempts under Pressure per 100 Pressures";"Count dangerous passes completed under Pressure per 100 Pressures";"Dangerous pass completion ratio under Pressure";"Count difficult pass attempts under Pressure per 100 Pressures";"Count difficult passes completed under Pressure per 100 Pressures";"Difficult pass completion ratio under Pressure"
"Álvaro Sebastián Ramos Sepúlveda";"CF";"all";"all";"115100";"A. Ramos";"1992-04-14";"99.34";"21.92";"5";"0";"69";"100";"31.88";"68.12";"68.12";"76.74";"62.32";"47.83";"20.29";"13.04";"64.29";"14.49";"7.25";"50"
"Marcelo Javier Correa";"CF";"all";"all";"34782";"J. Correa";"1992-10-23";"89.48";"26.69";"8";"0";"186";"100";"38.17";"61.83";"61.83";"66.94";"65.05";"43.55";"22.58";"11.29";"50";"18.82";"9.14";"48.57"
"Cris Robert Martínez Escobar";"CF";"all";"all";"23653";"C. Martínez";"1993-04-24";"94.02";"20.29";"6";"0";"82";"100";"36.59";"63.41";"63.41";"67.27";"67.07";"45.12";"24.39";"13.41";"55";"24.39";"9.76";"40"
"Gabriel Maximiliano Graciani";"CF";"all";"all";"40828";"G. Graciani";"1993-11-28";"87.05";"15.72";"9";"0";"163";"100";"38.65";"61.35";"61.35";"65.62";"58.9";"38.65";"19.02";"8.59";"45.16";"20.86";"7.36";"35.29"
"Steffan Pino Briceño";"CF";"all";"all";"812934";"S. Pino";"1994-02-26";"95.96";"19.32";"24";"0";"408";"100";"33.09";"66.91";"66.91";"71.49";"54.17";"38.73";"19.12";"11.27";"58.97";"17.89";"8.33";"46.58"
"Mauricio Franco Soldano";"CF";"all";"all";"36634";"F. Soldano";"1994-09-14";"96.36";"17.39";"17";"0";"263";"100";"39.92";"60.08";"60.08";"65.19";"68.82";"44.87";"15.21";"7.98";"52.5";"31.94";"16.35";"51.19"
"Diego Martín Coelho Díaz";"CF";"all";"all";"115087";"D. Coelho";"1995-01-28";"84.53";"18.1";"9";"0";"89";"100";"47.19";"52.81";"52.81";"62.22";"50.56";"31.46";"8.99";"4.49";"50";"16.85";"5.62";"33.33"
"Luciano Javier Cabral";"CF";"all";"all";"522696";"L. Cabral";"1995-04-26";"101.91";"17.32";"12";"0";"474";"100";"30.38";"69.62";"69.62";"71.94";"58.65";"42.19";"11.39";"5.06";"44.44";"16.24";"6.75";"41.56"
"Lautaro Agustín Palacios";"CF";"all";"all";"38802";"L. Palacios";"1995-05-29";"75.43";"14.75";"5";"0";"90";"100";"36.67";"63.33";"63.33";"76.09";"51.11";"38.89";"8.89";"5.56";"62.5";"18.89";"11.11";"58.82"
"Octavio Andrés Bianchi";"CF";"all";"all";"528890";"O. Bianchi";"1995-10-05";"77.61";"14.64";"6";"0";"78";"100";"39.74";"60.26";"60.26";"54.05";"47.44";"25.64";"19.23";"10.26";"53.33";"23.08";"7.69";"33.33"
"Rodrigo Nicolás Contreras";"CF";"all";"all";"28504";"R. Contreras";"1995-10-27";"97.63";"18.29";"21";"2";"521";"100";"32.05";"67.95";"67.95";"71.07";"46.45";"33.01";"15.93";"10.75";"67.47";"21.31";"13.44";"63.06"
"Alejandro Ignacio Jeraldino Jil";"CF";"all";"all";"18292";"I. Jeraldino";"1995-12-06";"90.43";"17.38";"21";"2";"350";"100";"37.14";"62.86";"62.86";"63.82";"56.86";"36.29";"14.86";"6.57";"44.23";"22.57";"7.14";"31.65"
"Federico Andrés Martínez Berroa";"CF";"all";"all";"28573";"F. Martínez";"1996-02-28";"81.61";"15.56";"10";"0";"192";"100";"28.12";"71.88";"71.88";"77.08";"50";"38.54";"10.42";"6.25";"60";"10.94";"4.17";"38.1"
"Gonzalo Esteban Álvarez Morales";"CF";"all";"all";"71375";"G. Álvarez";"1997-01-20";"82.35";"15.88";"7";"0";"189";"100";"25.93";"74.07";"74.07";"77.78";"61.9";"48.15";"11.64";"6.88";"59.09";"12.17";"5.82";"47.83"
"Arnaldo Castillo Benega";"CF";"all";"all";"531465";"A. Castillo";"1997-05-09";"90.15";"17.88";"15";"0";"259";"100";"28.57";"71.43";"71.43";"76.61";"66.02";"50.58";"16.99";"10.42";"61.36";"20.46";"10.81";"52.83"
"Guillermo Miguel Paiva Ayala";"CF";"all";"all";"72375";"G. Paiva";"1997-08-17";"85.64";"23.8";"12";"1";"248";"100";"33.06";"66.94";"66.94";"73.49";"66.94";"49.19";"14.11";"6.85";"48.57";"17.34";"6.85";"39.53"
"Pedro Iván Sánchez Torrealba";"CF";"all";"all";"38847";"P. Sánchez";"1998-02-07";"79.16";"16.08";"9";"0";"80";"100";"26.25";"73.75";"73.75";"76.92";"65";"50";"17.5";"11.25";"64.29";"22.5";"13.75";"61.11"
"Junior Osvaldo Marabel Jara";"CF";"all";"all";"43512";"J. Marabel";"1998-03-26";"92.33";"17.06";"8";"0";"110";"100";"34.55";"65.45";"65.45";"77.05";"55.45";"42.73";"15.45";"9.09";"58.82";"22.73";"13.64";"60"
"Nicolás Bastián Guerra Ruz";"CF";"all";"all";"28495";"N. Guerra";"1999-01-09";"71.26";"20.01";"5";"0";"93";"100";"26.88";"73.12";"73.12";"79.66";"63.44";"50.54";"12.9";"7.53";"58.33";"15.05";"5.38";"35.71"
"Nicolas Johansen";"CF";"all";"all";"811935";"N. Johansen";"1999-01-23";"83.03";"14.34";"8";"0";"117";"100";"41.03";"58.97";"58.97";"61.11";"61.54";"37.61";"16.24";"8.55";"52.63";"19.66";"6.84";"34.78"
"Thiago Vecino Berriel";"CF";"all";"all";"38257";"T. Vecino";"1999-02-25";"90.89";"15.55";"9";"1";"137";"100";"34.31";"65.69";"65.69";"72.83";"67.15";"48.91";"17.52";"13.14";"75";"17.52";"9.49";"54.17"
"Bairon Gojan Monroy Arciego";"CF";"all";"all";"811418";"B. Monroy";"1999-12-14";"88.85";"16.66";"8";"0";"114";"100";"38.6";"61.4";"61.4";"58.93";"49.12";"28.95";"7.02";"1.75";"25";"13.16";"3.51";"26.67"
"Maximiliano Alexander Rodríguez Vejar";"CF";"all";"all";"28439";"M. Rodríguez";"2000-05-31";"85.41";"19.05";"14";"0";"201";"100";"38.31";"61.69";"61.69";"68.63";"50.75";"34.83";"15.42";"11.94";"77.42";"22.89";"12.94";"56.52"
"Alejandro Esteban Azócar Machuca";"CF";"all";"all";"811936";"A. Azócar";"2000-10-19";"92.16";"16.81";"5";"0";"95";"100";"33.68";"66.32";"66.32";"68.63";"53.68";"36.84";"12.63";"4.21";"33.33";"20";"9.47";"47.37"
"Gonzalo Andrés Tapia Dubournais";"CF";"all";"all";"38488";"G. Tapia";"2002-02-18";"90.64";"17.92";"17";"1";"312";"100";"33.01";"66.99";"66.99";"65.33";"48.08";"31.41";"11.86";"3.85";"32.43";"15.06";"3.85";"25.53"
"Franco Ezequiel Frías";"CF";"all";"all";"36774";"F. Frías";"2002-03-17";"78.76";"16.66";"10";"0";"113";"100";"30.97";"69.03";"69.03";"74.29";"61.95";"46.02";"8.85";"4.42";"50";"18.58";"9.73";"52.38"
"José David Romero";"CF";"all";"all";"43466";"D. Romero";"2003-03-25";"97.32";"17.53";"10";"0";"146";"100";"46.58";"53.42";"53.42";"58.73";"43.15";"25.34";"11.64";"4.79";"41.18";"18.49";"7.53";"40.74"
"Damián Nicolás Pizarro Huenuqueo";"CF";"all";"all";"142908";"D. Pizarro";"2005-03-28";"81.93";"25.31";"5";"1";"93";"100";"38.71";"61.29";"61.29";"60.98";"44.09";"26.88";"18.28";"6.45";"35.29";"16.13";"5.38";"33.33"
"Jorge Luis Luna";"DM";"all";"all";"532067";"J. Luna";"1986-12-14";"88.29";"15.21";"5";"0";"116";"100";"26.72";"73.28";"73.28";"74.68";"68.1";"50.86";"12.07";"6.9";"57.14";"20.69";"9.48";"45.83"
"Marcelo Alfonso Díaz Rojas";"DM";"all";"all";"26559";"M. Díaz";"1986-12-30";"95.02";"22.47";"13";"0";"433";"100";"12.24";"87.76";"87.76";"90.33";"90.76";"81.99";"3.23";"2.54";"78.57";"6.93";"4.62";"66.67"
"Gonzalo Pablo Castellani";"DM";"all";"all";"28718";"G. Castellani";"1987-08-10";"74.24";"22.31";"6";"0";"251";"100";"14.74";"85.26";"85.26";"87.26";"84.46";"73.71";"0.8";"0.4";"50";"9.16";"5.58";"60.87"
"Carlos Agustín Farías";"DM";"all";"all";"28461";"A. Farías";"1987-12-25";"92.68";"17.98";"5";"0";"132";"100";"26.52";"73.48";"73.48";"73.33";"79.55";"58.33";"0.76";"0.76";"100";"16.67";"6.82";"40.91"
"Diego Hernán González";"DM";"all";"all";"28712";"D. González";"1988-02-09";"101.8";"21.66";"8";"0";"257";"100";"16.73";"83.27";"83.27";"85.39";"85.21";"72.76";"7.39";"5.45";"73.68";"14.79";"9.34";"63.16"
"Esteban Andrés Pavez Suazo";"DM";"all";"all";"36243";"E. Pavez";"1990-05-01";"97.96";"27.21";"10";"0";"274";"100";"14.6";"85.4";"85.4";"85.38";"92.34";"78.83";"2.19";"1.82";"83.33";"10.95";"5.47";"50"
"Lorenzo Enrique Reyes Vicencio";"DM";"all";"all";"23678";"L. Reyes";"1991-06-13";"99.78";"19.62";"5";"0";"184";"100";"12.5";"87.5";"87.5";"87.92";"80.98";"71.2";"3.8";"2.72";"71.43";"15.22";"11.41";"75"
"Claudio Elías Sepúlveda Castro";"DM";"all";"all";"23717";"C. Sepúlveda";"1992-06-19";"94.82";"18.85";"8";"0";"188";"100";"26.06";"73.94";"73.94";"74.23";"86.7";"64.36";"3.19";"1.06";"33.33";"17.55";"10.11";"57.58"
"Nicolás Hugo Linares";"DM";"all";"all";"29748";"N. Linares";"1996-03-06";"94.46";"19.12";"12";"0";"275";"100";"20.36";"79.64";"79.64";"80.87";"83.64";"67.64";"2.55";"1.82";"71.43";"16.36";"8";"48.89"
"Agustín Nadruz Blanco";"DM";"all";"all";"71043";"A. Nadruz";"1996-06-29";"101.06";"19.99";"22";"0";"443";"100";"22.12";"77.88";"77.88";"79.18";"82.39";"65.24";"2.71";"2.26";"83.33";"16.25";"9.26";"56.94"
"Santiago Fabián Silva Silva";"DM";"all";"all";"118051";"S. Silva";"2004-08-20";"90.37";"16.97";"8";"1";"130";"100";"13.08";"86.92";"86.92";"88.57";"80.77";"71.54";"4.62";"1.54";"33.33";"13.85";"9.23";"66.67"
"Eugenio Esteban Mena Reveco";"LB";"all";"all";"18282";"E. Mena";"1988-07-18";"94";"17.67";"23";"0";"486";"100";"29.42";"70.58";"70.58";"74";"82.3";"60.91";"7.82";"4.32";"55.26";"26.75";"12.76";"47.69"
"Juan Francisco Cornejo Palma";"LB";"all";"all";"23399";"J. Cornejo";"1990-02-27";"95.97";"17.27";"9";"0";"154";"100";"35.06";"64.94";"64.94";"65.62";"83.12";"54.55";"6.49";"1.95";"30";"35.71";"18.18";"50.91"
"Hans Francisco Salinas Flores";"LB";"all";"all";"28443";"H. Salinas";"1990-04-23";"97.42";"18.64";"12";"0";"229";"100";"30.57";"69.43";"69.43";"68.59";"83.41";"57.21";"8.73";"3.06";"35";"26.2";"10.48";"40"
"Ronald De La Fuente Arias";"LB";"all";"all";"28397";"R. De La Fuente";"1991-01-25";"102.34";"21.3";"8";"0";"219";"100";"27.85";"72.15";"72.15";"79.17";"76.71";"60.73";"2.28";"0.46";"20";"17.81";"7.76";"43.59"
"Misael Aldair Dávila Carvajal";"LB";"all";"all";"28467";"M. Dávila";"1991-07-17";"102.81";"19.09";"5";"0";"93";"100";"38.71";"61.29";"61.29";"63.16";"81.72";"51.61";"5.38";"3.23";"60";"39.78";"21.51";"54.05"
"Marcelo Pablo Jorquera Silva";"LB";"all";"all";"28388";"M. Jorquera";"1992-10-13";"102.99";"20.96";"22";"0";"508";"100";"25.59";"74.41";"74.41";"77.56";"88.58";"68.7";"4.33";"1.77";"40.91";"22.44";"10.83";"48.25"
"Jovany Alberto Campusano Villega";"LB";"all";"all";"54606";"J. Campusano";"1993-01-29";"102.43";"18.98";"21";"0";"497";"100";"33";"67";"67";"67.09";"78.87";"52.92";"11.67";"5.23";"44.83";"31.39";"13.08";"41.67"
"Érick Andrés Wiemberg Higuera";"LB";"all";"all";"38846";"É. Wiemberg";"1994-06-20";"100.75";"27.06";"15";"1";"457";"100";"21.66";"78.34";"78.34";"82.06";"82.93";"68.05";"4.81";"2.63";"54.55";"17.29";"8.53";"49.37"
"Luis Alberto Pavez Muñoz";"LB";"all";"all";"23701";"L. Pavez";"1995-09-17";"101.23";"25.49";"10";"0";"284";"100";"19.72";"80.28";"80.28";"82.61";"89.08";"73.59";"3.17";"1.06";"33.33";"16.2";"8.45";"52.17"
"Yerko Mauricio Aguila Bastías";"LB";"all";"all";"819133";"Y. Aguila";"1996-05-31";"92.3";"18.19";"8";"1";"169";"100";"33.14";"66.86";"66.86";"67.14";"82.84";"55.62";"11.83";"3.55";"30";"23.67";"8.28";"35"
"Dilan Patricio Zúñiga Espinoza Valenzuela";"LB";"all";"all";"28428";"D. Zúñiga";"1996-07-26";"100.57";"19.98";"15";"0";"403";"100";"24.57";"75.43";"75.43";"74.68";"76.43";"57.07";"7.94";"3.23";"40.62";"21.34";"8.44";"39.53"
"Nicolás Eduardo Baeza Martínez";"LB";"all";"all";"43360";"N. Baeza";"1997-05-07";"88.46";"17.24";"7";"2";"119";"100";"32.77";"67.23";"67.23";"67.68";"83.19";"56.3";"13.45";"5.04";"37.5";"36.97";"20.17";"54.55"
"Germán Leonel Guiffrey";"LB";"all";"all";"36690";"G. Guiffrey";"1997-12-31";"87.6";"17.41";"10";"0";"157";"100";"31.85";"68.15";"68.15";"67.23";"75.8";"50.96";"8.92";"2.55";"28.57";"24.84";"8.28";"33.33"
"Sebastián Eduardo Cabrera Morgado";"LB";"all";"all";"38603";"S. Cabrera";"1998-03-16";"96.05";"17.77";"21";"0";"504";"100";"32.94";"67.06";"67.06";"67.95";"72.42";"49.21";"6.15";"3.37";"54.84";"25.79";"12.9";"50"
"Antonio Andrés Castillo Navarrete";"LB";"all";"all";"28436";"A. Castillo";"1998-11-15";"94.28";"18.84";"12";"1";"223";"100";"30.49";"69.51";"69.51";"71.98";"81.61";"58.74";"5.38";"2.24";"41.67";"25.56";"12.11";"47.37"
"Leandro Enrique Díaz Parra";"LB";"all";"all";"71401";"L. Díaz";"1999-03-16";"95.32";"21.5";"6";"0";"155";"100";"29.03";"70.97";"70.97";"75.38";"83.87";"63.23";"10.32";"3.87";"37.5";"20";"8.39";"41.94"
"Antonio Alejandro Díaz Campos";"LB";"all";"all";"28455";"A. Díaz";"2000-04-26";"97.75";"19.62";"11";"0";"227";"100";"36.12";"63.88";"63.88";"62.21";"75.77";"47.14";"16.3";"5.73";"35.14";"32.16";"14.54";"45.21"
"Jorge Andrés Espejo Leppe";"LB";"all";"all";"522464";"J. Espejo";"2000-07-28";"101.31";"19.76";"9";"0";"217";"100";"23.5";"76.5";"76.5";"78.43";"70.51";"55.3";"8.29";"4.61";"55.56";"15.21";"6.45";"42.42"
"Yerco Abraham Oyanedel Hernández";"LB";"all";"all";"43780";"Y. Oyanedel";"2000-09-19";"97.01";"14.41";"7";"0";"109";"100";"28.44";"71.56";"71.56";"72.22";"82.57";"59.63";"6.42";"2.75";"42.86";"31.19";"17.43";"55.88"
"Pedro Ignacio Navarro Castillo";"LB";"all";"all";"38363";"P. Navarro";"2001-03-30";"97.09";"18.39";"6";"0";"89";"100";"34.83";"65.17";"65.17";"65.22";"77.53";"50.56";"4.49";"0";"0";"26.97";"11.24";"41.67"
"Nicolás Andres Palma Pardo";"LB";"all";"all";"813551";"N. Palma";"2001-10-08";"100.19";"15.93";"5";"0";"93";"100";"21.51";"78.49";"78.49";"78.67";"80.65";"63.44";"1.08";"1.08";"100";"19.35";"9.68";"50"
"Esteban Patricio Matus Castro";"LB";"all";"all";"117205";"E. Matus";"2002-02-12";"92.17";"15.62";"11";"0";"246";"100";"35.37";"64.63";"64.63";"65.48";"68.29";"44.72";"13.82";"6.1";"44.12";"26.83";"12.6";"46.97"
"Felipe Andrés Massri Antihuay";"LB";"all";"all";"206368";"F. Massri";"2002-02-18";"100.33";"22.51";"8";"0";"221";"100";"26.7";"73.3";"73.3";"76.32";"85.97";"65.61";"4.98";"2.26";"45.45";"21.27";"11.31";"53.19"
"Marcelo Ariel Morales Suárez";"LB";"all";"all";"43891";"M. Morales";"2003-06-06";"96.92";"24.1";"8";"0";"216";"100";"30.09";"69.91";"69.91";"72.05";"74.54";"53.7";"9.72";"5.09";"52.38";"20.37";"9.26";"45.45"
"Diego Ismael Ulloa Nuñez";"LB";"all";"all";"115106";"D. Ulloa";"2003-06-16";"98.14";"18.01";"7";"0";"172";"100";"31.98";"68.02";"68.02";"64.91";"66.28";"43.02";"4.65";"0.58";"12.5";"24.42";"10.47";"42.86"
"Cristian Alonso Riquelme Piña";"LB";"all";"all";"71368";"C. Riquelme";"2003-10-14";"98.7";"17.18";"9";"0";"154";"100";"31.82";"68.18";"68.18";"72.27";"77.27";"55.84";"8.44";"3.25";"38.46";"34.42";"18.83";"54.72"
"Francisco Javier Calisto Guerra";"LB";"all";"all";"811153";"F. Calisto";"2004-05-20";"94.9";"16.49";"13";"0";"148";"100";"35.14";"64.86";"64.86";"70.43";"77.7";"54.73";"4.73";"2.03";"42.86";"22.97";"10.81";"47.06"
"Cristian Fernando Suárez Figueroa";"LCB";"all";"all";"28431";"C. Suárez";"1987-02-06";"101.11";"19.97";"24";"0";"348";"100";"27.01";"72.99";"72.99";"76.8";"87.93";"67.53";"0.57";"0.29";"50";"18.68";"10.34";"55.38"
"Gary Christofer Kagelmacher Pérez";"LCB";"all";"all";"3763";"G. Kagelmacher";"1988-04-21";"100.29";"18.23";"16";"0";"250";"100";"19.6";"80.4";"80.4";"85.05";"85.6";"72.8";"0";"0";"";"19.6";"12.4";"63.27"
"Manuel Elías Fernández Guzmán";"LCB";"all";"all";"28372";"M. Fernández";"1989-01-25";"100.83";"18.19";"12";"0";"139";"100";"19.42";"80.58";"80.58";"82.64";"87.05";"71.94";"0.72";"0";"0";"28.78";"20.14";"70"
"Rodolfo Antonio González Aránguiz";"LCB";"all";"all";"28384";"R. González";"1989-02-28";"95.68";"18.13";"17";"0";"177";"100";"30.51";"69.49";"69.49";"73.43";"80.79";"59.32";"0.56";"0";"0";"22.03";"14.12";"64.1"
"Fabián Andrés Torres Cuello";"LCB";"all";"all";"28375";"F. Torres";"1989-04-27";"93.2";"16.06";"5";"0";"60";"100";"20";"80";"80";"87.23";"78.33";"68.33";"0";"0";"";"23.33";"18.33";"78.57"
"Rafael Antonio Caroca Cordero";"LCB";"all";"all";"71323";"R. Caroca";"1989-07-19";"103";"19.18";"21";"0";"237";"100";"24.89";"75.11";"75.11";"77.6";"81.01";"62.87";"2.53";"2.11";"83.33";"19.83";"10.55";"53.19"
"Alfonso Cristián Parot Rojas";"LCB";"all";"all";"18287";"A. Parot";"1989-10-15";"93.88";"17.72";"5";"0";"82";"100";"19.51";"80.49";"80.49";"82.61";"84.15";"69.51";"2.44";"0";"0";"29.27";"19.51";"66.67"
"Francisco Arturo Alarcón Cruz";"LCB";"all";"all";"71398";"F. Alarcón";"1990-02-25";"103.43";"20.77";"24";"0";"335";"100";"21.79";"78.21";"78.21";"82.44";"83.28";"68.66";"1.49";"0.3";"20";"15.22";"8.66";"56.86"
