Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Age,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Daniel Bielica,NAC Breda,Eredivisie,2025/2026,2639,Goalkeeper,Poland,27,29/04/99,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,100,0.27,0,0,0,0,0,0,0,0.14,0.07,0,5.93,2.43,0,3.72,0,0,0,0,0,0,0,0.07,,0,0.07,0.17,0.14,0,0.07,0,21.65,0.03,20,0,0,0.07,0,0,23.26,62,7.84,18,40,4.47,15.28,18,48,-14,12.83,0.78,0.1,0.1,17.56,100,4.26,0.34,0.07,0,0.07,0,0,0,0,0,0,,0,57,43,0,90,10,0,43.46,47.96,0.77,81,4.5,33.5,39.04,1.5,1.63,0.13,66,63,3,1.21,4.43,38,11.66,1.44,0.1,0.1,23.94,1,28,4,1.11,7,0.09,0.04,,,0.02,0.15
Marvin Young,Sparta Rotterdam,Eredivisie,2025/2026,2632,Right Centre Back,Netherlands,20,01/10/05,0,0,0.02,0.07,0.27,0,13,0,,0.01,0,0.02,0.27,0,0.02,0.24,0,0,0.03,0,0.04,0.55,-0.04,0.24,0.21,0.03,86,0.51,0,0.17,0.41,1.47,1.23,4.65,3.7,13.88,7.15,0.05,5.95,25.93,2.09,9.99,2.02,3.49,86,1.75,2.98,0.85,61,0.34,59,2.09,0.1,11.05,9.43,4.21,1.98,0.72,30.79,2.05,19,0.82,41,0.21,0,0,49.69,88,4.75,17,68,5.44,6.19,10,70,-18,38.41,3.8,0.38,0.4,39.84,99,4.76,4.04,0.07,0.07,0,0.1,0.82,0.89,0,0,0,0,0.1,21,74,4,20,79,1,24.3,22.54,0.97,102,-1.77,23.54,22.89,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,8,3.43,24,0.02,0.06,0.02,-0.02,,0.07
Lars Unnerstall,Twente,Eredivisie,2025/2026,2628,Goalkeeper,Germany,35,19/07/90,0,0,0,,0,,,0,,0,0,0,0.07,0,0,0.07,0,0,0,0,0,0.07,0,0,0,0,,0.1,0,0.03,0,0,0,0,0,0,0,0,4.55,2.6,0,3.53,0,0,,0,0,0,,0,,0,0.03,0,0,0,0,0,,0,,0,,0,0,0,24.41,71,5.79,17,40,4.21,10.2,21,55,-16,12.03,0.79,0.29,0.29,19.35,100,4.69,0.58,0,0,0,0,0.03,0.03,0,,0,,0.03,47,53,0,94,6,0,37.29,42.53,0.77,77,5.25,28.83,32.61,0.92,1.01,0.09,71,68,3,0.86,3.15,33,9.45,1.62,0.03,0.03,20.97,-1,24,4,1.86,9,0.09,0.05,,,0.02,0.15
Guus Offerhaus,Telstar,Eredivisie,2025/2026,2628,Centre Back,Netherlands,25,02/01/01,0,0,0.02,0.03,0.51,0,13,1,,0,0.1,0.07,0.86,0.03,0.02,0.38,0.07,0.05,0.48,0.1,0.09,1.37,0.02,0.34,0.17,0.17,50,0.17,0,0.55,0.79,1.16,0.88,3.49,2.57,13.94,7.43,0.06,5.41,30.15,3.08,11.33,0.99,2.16,73,0.84,1.72,1.03,47,0.38,40,1.27,0.07,11.92,9.47,4.14,2.19,0.82,36.33,3.01,25,1.27,58,0.17,0,0,37.4,79,3.39,19,46,4.28,6.57,18,80,1,42.94,2.67,0.29,0.31,28.39,96,6.92,4.08,1.23,0.45,0.79,0.03,0.27,0.72,0.07,17,0.24,33,0.07,22,71,7,36,59,5,24.62,21.34,0.92,96,-3.28,22.59,20.53,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,10,4.58,32,0.06,0.04,0.08,-0.02,,0.16
Jeff Hardeveld,Telstar,Eredivisie,2025/2026,2624,Left Wing Back,Netherlands,31,26/02/95,0.14,0.14,0.09,0.11,0.79,17,43,1,,0.13,0.21,0.17,1.68,0.17,0.1,0.99,0.03,0.06,0.69,0.34,0.25,2.47,0.09,0.93,0.51,0.41,56,0.38,0,0.31,1.34,0.96,0.72,3.19,2.31,15.26,7.82,0.04,5.56,30.6,2.81,7.48,2.4,3.36,72,1.82,2.53,0.96,52,0.93,40,0.79,0.03,11.93,9.23,3.77,3.26,1.03,36.65,3.46,29,1.82,56,0.03,0,0,34.74,68,3.19,85,39,3.91,7.48,12,59,-9,51.9,3.64,0.38,0.51,26.82,95,3.25,9.02,2.54,1.37,1.17,0.31,2.02,3.4,0.07,28,0.93,33,0.41,26,59,14,26,54,20,22.35,19.47,0.88,91,-2.88,19.6,17.7,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,8,5.87,41,0.22,0.03,0.06,0.02,,0.33
Ronald Koeman Jr.,Telstar,Eredivisie,2025/2026,2609,Goalkeeper,Netherlands,31,22/05/95,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,100,0.17,0,0,0,0,0,0.07,0.06,0.28,0.03,0,6.79,2.9,0,4.17,0,0,,0,0,0,100,0,0,0,0.03,0.28,0.2,0.07,0,0,17.19,0.03,13,0,,0.03,0,0,34.94,68,12.8,3,50,6.97,18.66,26,63,-5,13.65,2.31,0.26,0.26,28.84,100,5.76,1.97,0.03,0.03,0,0,0,0.03,0,0,0,,0,56,44,0,82,18,0,44.28,44.48,0.81,82,0.21,35.94,36.6,1.38,1.62,0.24,73,68,5,1.53,5.14,35,14.52,1.73,0.1,0.1,19.11,0,27,6,2.31,16,0.18,0.1,0,,0.11,0.39
Anselmo García MacNulty,PEC Zwolle,Eredivisie,2025/2026,2593,Left Centre Back,Republic of Ireland,23,18/02/03,0.03,0.03,0.05,0.1,0.52,7,27,0,,0.02,0,0.02,0.31,0,0.02,0.31,0,0,0,0.03,0.07,0.83,-0.04,0.31,0.28,0.03,89,0.52,0,0.14,0.28,1.01,0.78,4.41,3.17,11.07,5.24,0.04,4.48,23.74,1.74,8.12,1.56,2.57,79,1.2,1.98,0.9,62,0.42,65,1.87,0,8.61,6.61,2.95,1.63,0.56,27.92,1.04,12,0.31,19,0.14,0.03,0,45.82,84,4.44,80,54,6.39,6.25,13,66,-18,38.02,4.1,0.32,0.37,36.86,99,4.72,5.66,0.31,0.31,0,0.1,1.53,1.84,0.17,0,0.03,17,0.17,30,67,3,36,61,3,24.31,28.02,0.92,82,3.71,22.3,22.92,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,9,2.56,25,0.02,0.06,0.04,-0.03,,0.08
Ivan Mesík,Heracles Almelo,Eredivisie,2025/2026,2593,Left Back,Slovakia,24,31/05/01,0.07,0.07,0.06,0.07,0.8,9,26,1,,0.08,0,0.04,0.45,0,0.04,0.45,0,0,0,0.07,0.1,1.25,-0.03,0.52,0.28,0.24,53,0.62,0.03,0.45,0.45,1.28,1,3.3,2.33,13.4,7.26,0.04,4.34,32.1,3.3,9.23,1.81,3.09,80,1.3,2.3,1.84,54,0.45,55,1.28,0.03,9.86,7.39,2.88,2.26,0.59,39.01,3.09,31,1.56,69,0.24,0,0,32.32,77,2.29,53,52,4.1,3.65,14,63,-14,44.51,2.5,0.23,0.28,24.34,97,5.69,4.69,0.49,0.45,0.03,0.21,1.98,2.43,0.03,50,0.38,34,0.35,28,61,11,25,64,11,20.78,20.4,0.94,98,-0.38,19.52,20.04,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,10,3.07,24,0.09,0.08,0.02,0,,0.18
Mats Rots,Twente,Eredivisie,2025/2026,2592,Left Back,Netherlands,20,10/03/06,0.14,0.14,0.08,0.08,1.04,13,30,1,,0.11,0.1,0.12,1.28,0.1,0.12,1.22,0,0,0.07,0.24,0.2,2.33,0.04,1.7,0.87,0.83,51,0.87,0,1.77,1.87,1.6,1.84,1.74,2.02,18.3,7.85,0.02,6.04,37.11,3.89,10.38,2.12,3.72,70,2.53,4.37,0.87,60,0.9,47,0.69,0.03,15.35,17.87,4.55,3.78,1.18,40.19,5.56,36,2.57,68,0.1,0,0,42.25,78,3.3,82,50,2.64,5.66,15,69,-8,52.76,5.31,0.55,0.67,37.6,93,5.63,12.99,1.46,1.18,0.28,0.35,2.47,3.65,0.07,26,0.62,28,0.45,23,64,14,18,66,16,20.81,18.77,0.92,93,-2.04,19.12,17.37,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,10,7.1,35,0.13,0.11,0.05,0.01,,0.3
Thom van Bergen,FC Groningen,Eredivisie,2025/2026,2591,Left Centre Forward,Netherlands,22,05/01/04,0.28,0.28,0.43,0.15,2.92,10,36,5,,0.36,0.1,0.09,0.83,0.1,0.09,0.83,0,0,0,0.38,0.52,3.75,-0.14,1.74,0.76,0.97,44,2.12,0.03,2.74,3.44,0.1,0.07,0.73,0.72,31.57,15.6,0.01,8.2,62.36,3.89,5.8,1.25,1.35,60,1.17,1.24,1.6,27,0.83,34,1.98,0,28.86,29.19,7.61,5.9,1.67,63.66,21.47,74,4.79,81,0.1,0,0,21.33,73,0.69,8,80,0.87,0.73,32,66,-7,63.83,2.81,0.49,0.72,23.2,79,7.22,9.07,0.76,0.76,0,0.38,7.4,8.16,0,0,0.14,40,1.32,15,62,23,13,69,18,14.29,12.18,1.06,98,-2.11,15.15,11.96,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,9,3.81,21,-0.04,0.11,0.02,0.01,,0.1
Koen Kostons,PEC Zwolle,Eredivisie,2025/2026,2572,Centre Forward,Netherlands,26,17/09/99,0.38,0.38,0.3,0.17,1.78,22,47,3,,0.39,0.21,0.12,0.91,0.21,0.12,0.91,0,0,0,0.59,0.42,2.69,0.17,0.7,0.28,0.42,40,0.87,0,1.29,3.43,0.17,0.17,0.59,0.37,36.74,18.02,0.02,8.78,64.14,2.52,4.76,0.52,0.7,65,0.34,0.5,1.22,46,0.28,34,1.78,0,34.99,26.89,8.4,5.56,1.71,65.78,26.98,77,4.55,82,0.03,0,0,21.2,71,0.87,19,64,0.8,1.15,29,61,-9,59.73,2.38,0.34,0.64,18.72,81,4.32,7.28,0.52,0.52,0,0.31,4.48,5,0.07,13,0.21,43,0.73,14,65,21,12,70,18,15.78,13.01,1.01,100,-2.77,16,12.99,0,0,0,0,0,,0,0,,0,0,0,0,0,0,33,12,2.6,25,-0.02,-0.05,0.02,0.12,,0.06
Vasilis Cornelius Barkas,FC Utrecht,Eredivisie,2025/2026,2571,Goalkeeper,Greece,32,29/05/94,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,100,0.11,0,0,0.04,0,0,0,0,0.14,0.04,0,5.67,2.82,0,4.41,0,0,0,0,0,0,67,0.04,,0,0,0.14,0.16,0.07,0,0,6.91,0,0,0,,0.04,0,0,27.16,69,8.79,72,45,4.31,15.23,22,65,-4,10.23,0.77,0.2,0.2,21.84,100,5.63,0.35,0,0,0,0,0.07,0.07,0,,0,,0,51,49,0,100,0,0,41.09,39.26,0.8,80,-1.83,32.83,31.55,0.98,1.11,0.13,74,70,4,0.93,3.75,34,11.03,1.65,0.04,0,18.51,2,26,4,1.53,10,0.09,0.06,-0.01,,0.14,0.29
Bart van Rooij,Twente,Eredivisie,2025/2026,2568,Right Back,Netherlands,25,25/05/01,0.07,0.07,0.07,0.07,1.02,7,31,1,,0.08,0.14,0.11,1.23,0.14,0.1,1.12,0,0,0.11,0.21,0.17,2.24,0.04,0.98,0.56,0.42,57,1.12,0,0.39,1.05,0.95,1.11,2.31,2.5,18.82,8.38,0.06,7.57,35.95,5.12,11.71,2.84,3.79,76,3.28,4.39,1.02,63,0.91,56,1.68,0,15.18,17.32,5.54,3.43,1.12,40.14,5.5,36,2.28,66,0.18,0,0.04,52.05,79,5.43,9,59,3.61,7.96,14,66,-12,49.34,5.5,0.58,0.7,42.76,97,4.13,13,1.68,1.12,0.56,0.35,2.49,3.61,0.07,27,0.7,22,0.32,24,68,9,19,69,12,22.05,20.82,0.96,100,-1.23,21.1,20.83,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,9,7.86,39,0.22,0.1,0.06,-0.01,,0.37
Boy Kemper,NAC Breda,Eredivisie,2025/2026,2565,Left Back,Netherlands,26,20/06/99,0.11,0.11,0.07,0.08,0.95,11,41,1,,0.11,0.07,0.09,1.02,0.07,0.09,0.98,0,0,0.04,0.18,0.16,1.96,0.01,0.53,0.32,0.21,60,1.3,0.07,0.88,1.16,1.26,1.24,2.39,1.81,15.61,6.6,0.03,5.05,35.05,3.93,8.24,1.47,2.74,67,1.42,2.66,1.37,47,0.74,57,2.25,0,12.81,11.76,3.89,2.77,1.12,39.48,3.82,30,1.44,52,0.11,0,0,35.29,70,3.19,83,50,3.44,5.3,17,61,-9,54.62,5.05,0.27,0.35,27.12,93,5.18,10,2.18,1.19,0.98,0.28,2.81,4,0.11,27,0.81,27,0.32,33,55,12,32,54,14,21.02,18.51,0.92,100,-2.5,19.37,18.45,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,10,4.57,30,0.19,0.08,0.04,0,,0.32
Damon Mirani,Heracles Almelo,Eredivisie,2025/2026,2557,Right Centre Back,Netherlands,30,12/05/96,0.11,0.11,0.05,0.13,0.39,27,45,0,,0.08,0,0,0.07,0,0,0.07,0,0,0,0.11,0.05,0.46,0.05,0.28,0.28,0,100,0.46,0,0.25,0.11,0.88,0.62,4.93,3.76,12.14,5.35,0.08,5.84,26.14,2.64,10.88,0.99,1.87,61,0.92,1.54,0.67,27,0.63,60,3.13,0.11,10.56,8.07,3.8,1.97,0.53,31.66,2.39,23,0.92,46,0.21,0,0,41.18,85,3.27,30,58,6.41,4.19,16,71,-15,38,2.89,0.32,0.33,28.9,99,3.68,3.77,0.04,0.04,0,0,0.92,0.95,0,0,0.04,100,0.04,29,67,4,39,58,3,22.69,24.2,0.94,95,1.51,21.23,23.01,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,9,2.64,22,0.04,0.02,0.07,0,,0.14
