"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count opportunities to pass to Runs in sample";"Count opportunities to pass to Runs per 100 Pass Opportunities";"Count pass attempts for Runs per 100 Pass Opportunities";"Threat of all opportunities to pass to Runs per 100 Pass Opportunities";"Threat of Runs to which a pass was attempted per 100 Pass Opportunities";"Pass completion ratio to Runs";"Count Runs made by teammate per 100 Pass Opportunities";"Threat of Runs to which a pass was completed per 100 Pass Opportunities";"Count completed passes for Runs per 100 Pass Opportunities";"Count completed passes leading to shot for Runs per 100 Pass Opportunities";"Count completed passes leading to goal for Runs per 100 Pass Opportunities";"Count opportunities to pass to dangerous Runs per 100 Pass Opportunities";"Count pass attempts for dangerous Runs per 100 Pass Opportunities";"Count completed passes for dangerous Runs per 100 Pass Opportunities"
"Diego Hernán González";"LDM";"all";"all";"28712";"D. González";"1988-02-09";"99.81";"20.87";"5";"0";"69";"100";"57.97";"1.15";"0.82";"80";"130.43";"0.57";"46.38";"5.8";"0";"14.49";"13.04";"8.7"
"Diego Hernán González";"RM";"all";"all";"28712";"D. González";"1988-02-09";"93.39";"23.7";"6";"0";"90";"100";"54.44";"0.96";"0.39";"87.76";"123.33";"0.32";"47.78";"5.56";"0";"12.22";"4.44";"3.33"
"Fernando Matías Zampedri";"CF";"all";"all";"38258";"F. Zampedri";"1988-02-14";"96.09";"17.93";"24";"2";"120";"100";"70";"1.82";"1.38";"66.67";"149.17";"0.75";"46.67";"5";"0.83";"30";"22.5";"14.17"
"Gary Christofer Kagelmacher Pérez";"LCB";"all";"all";"3763";"G. Kagelmacher";"1988-04-21";"100.29";"18.23";"16";"0";"110";"100";"55.45";"0.39";"0.21";"91.8";"124.55";"0.18";"50.91";"0.91";"0";"1.82";"0";"0"
"Mauricio Aníbal Isla Isla";"RWB";"all";"all";"7292";"M. Isla";"1988-06-12";"90.33";"26.06";"6";"0";"126";"100";"65.08";"1.58";"1.04";"70.73";"143.65";"0.54";"46.03";"4.76";"0.79";"23.02";"14.29";"7.14"
"Eugenio Esteban Mena Reveco";"LB";"all";"all";"18282";"E. Mena";"1988-07-18";"94";"17.67";"23";"0";"322";"100";"66.77";"1.28";"0.91";"74.88";"147.83";"0.51";"50";"4.35";"1.55";"16.46";"12.42";"5.59"
"Leandro Iván Benegas";"CF";"all";"all";"23682";"L. Benegas";"1988-11-27";"87.62";"22.83";"8";"0";"49";"100";"69.39";"3";"1.69";"67.65";"146.94";"0.91";"46.94";"8.16";"2.04";"44.9";"32.65";"18.37"
"Gonzalo Ariel Sosa";"CF";"all";"all";"54622";"G. Sosa";"1989-01-04";"84.78";"17.56";"14";"1";"76";"100";"82.89";"2.96";"2.38";"60.32";"155.26";"1.07";"50";"6.58";"1.32";"50";"40.79";"21.05"
"Manuel Elías Fernández Guzmán";"LCB";"all";"all";"28372";"M. Fernández";"1989-01-25";"100.83";"18.19";"12";"0";"70";"100";"65.71";"0.45";"0.33";"91.3";"128.57";"0.2";"60";"0";"0";"2.86";"1.43";"0"
"Manuel Elías Fernández Guzmán";"RCB";"all";"all";"28372";"M. Fernández";"1989-01-25";"99.78";"18.2";"9";"0";"58";"100";"46.55";"0.28";"0.12";"85.19";"124.14";"0.06";"39.66";"1.72";"0";"0";"0";"0"
"Rodolfo Antonio González Aránguiz";"LCB";"all";"all";"28384";"R. González";"1989-02-28";"95.68";"18.13";"17";"0";"73";"100";"52.05";"0.35";"0.08";"94.74";"110.96";"0.07";"49.32";"1.37";"0";"4.11";"0";"0"
"Felipe Andrés Reynero Galarce";"RW";"all";"all";"28383";"F. Reynero";"1989-03-14";"78.45";"12.76";"7";"0";"44";"100";"79.55";"2.34";"1.82";"80";"150";"1.55";"63.64";"9.09";"2.27";"22.73";"15.91";"13.64"
"Guillermo Alfonso Pacheco Tudela";"RB";"all";"all";"28497";"G. Pacheco";"1989-04-10";"100.1";"20.68";"23";"0";"359";"100";"61.84";"1.2";"0.72";"76.13";"141.23";"0.43";"47.08";"4.18";"0.28";"13.37";"8.08";"3.62"
"Charles Mariano Aránguiz Sandoval";"LM";"all";"all";"1736";"C. Aránguiz";"1989-04-17";"96.19";"23.67";"8";"0";"142";"100";"60.56";"1.47";"0.97";"87.21";"135.21";"0.7";"52.82";"7.75";"0";"21.83";"11.27";"8.45"
"Patricio Rodolfo Rubio Pulgar";"CF";"all";"all";"38431";"P. Rubio";"1989-04-18";"98.2";"17.9";"13";"0";"187";"100";"73.8";"2.91";"2.01";"76.09";"174.33";"1.12";"56.15";"7.49";"0.53";"39.57";"28.34";"16.58"
"Fabián Andrés Torres Cuello";"LCB";"all";"all";"28375";"F. Torres";"1989-04-27";"93.2";"16.06";"5";"0";"29";"100";"51.72";"0.64";"0.2";"100";"120.69";"0.2";"51.72";"3.45";"0";"10.34";"0";"0"
"Fabián Andrés Torres Cuello";"RCB";"all";"all";"28375";"F. Torres";"1989-04-27";"99.04";"18.44";"13";"0";"122";"100";"56.56";"0.32";"0.2";"84.06";"132.79";"0.13";"47.54";"1.64";"0";"2.46";"0.82";"0"
"Maximiliano Armando Quinteros";"CF";"all";"all";"54613";"M. Quinteros";"1989-04-28";"87.11";"14.87";"17";"0";"128";"100";"72.66";"2.95";"2.36";"68.82";"166.41";"1.24";"50";"8.59";"0.78";"38.28";"32.81";"18.75"
"Alejandro Maximiliano Camargo";"LDM";"all";"all";"28500";"A. Camargo";"1989-06-12";"89.95";"17.21";"5";"0";"51";"100";"45.1";"0.91";"0.29";"69.57";"127.45";"0.14";"31.37";"1.96";"0";"13.73";"1.96";"0"
"Alejandro Maximiliano Camargo";"LM";"all";"all";"28500";"A. Camargo";"1989-06-12";"90.15";"14.46";"10";"0";"82";"100";"47.56";"1.02";"0.36";"82.05";"114.63";"0.26";"39.02";"3.66";"1.22";"14.63";"3.66";"2.44"
"Rafael Antonio Caroca Cordero";"LCB";"all";"all";"71323";"R. Caroca";"1989-07-19";"103";"19.18";"21";"0";"98";"100";"47.96";"0.39";"0.21";"91.49";"127.55";"0.17";"43.88";"1.02";"1.02";"1.02";"1.02";"1.02"
"Alfonso Cristián Parot Rojas";"LCB";"all";"all";"18287";"A. Parot";"1989-10-15";"93.88";"17.72";"5";"0";"44";"100";"54.55";"0.61";"0.25";"83.33";"129.55";"0.17";"45.45";"0";"0";"6.82";"0";"0"
"Javier Andrés Parraguez Herrera";"CF";"all";"all";"23706";"J. Parraguez";"1989-12-31";"93.76";"18.14";"7";"1";"47";"100";"72.34";"2.97";"1.32";"70.59";"170.21";"0.77";"51.06";"4.26";"0";"38.3";"23.4";"12.77"
"Francisco Arturo Alarcón Cruz";"LCB";"all";"all";"71398";"F. Alarcón";"1990-02-25";"103.43";"20.77";"24";"0";"126";"100";"42.86";"0.34";"0.17";"94.44";"119.05";"0.12";"40.48";"0.79";"0";"0.79";"0.79";"0"
"Juan Francisco Cornejo Palma";"LB";"all";"all";"23399";"J. Cornejo";"1990-02-27";"95.97";"17.27";"9";"0";"105";"100";"61.9";"1.28";"0.85";"73.85";"159.05";"0.54";"45.71";"7.62";"0";"20";"12.38";"6.67"
"Isaac Alejandro Díaz Lobos";"CF";"all";"all";"522459";"I. Díaz";"1990-03-24";"85.58";"15.01";"6";"0";"21";"100";"71.43";"3.44";"2.8";"73.33";"123.81";"1.84";"52.38";"19.05";"4.76";"57.14";"47.62";"33.33"
"Carlos Emiliano Rodríguez Rodríguez";"LCB";"all";"all";"38230";"C. Rodríguez";"1990-04-07";"103.95";"19.23";"5";"0";"21";"100";"61.9";"0.46";"0.4";"69.23";"123.81";"0.29";"42.86";"0";"0";"4.76";"4.76";"4.76"
"Luciano Daniel Pons";"CF";"all";"all";"36633";"L. Pons";"1990-04-18";"95.46";"21.99";"5";"0";"25";"100";"68";"2.69";"1.85";"58.82";"136";"1.5";"40";"4";"0";"36";"24";"20"
"Hans Francisco Salinas Flores";"LB";"all";"all";"28443";"H. Salinas";"1990-04-23";"97.42";"18.64";"12";"0";"150";"100";"54.67";"1.08";"0.64";"74.39";"138";"0.28";"40.67";"2.67";"0.67";"14.67";"8.67";"3.33"
"Esteban Andrés Pavez Suazo";"DM";"all";"all";"36243";"E. Pavez";"1990-05-01";"97.96";"27.21";"10";"0";"147";"100";"51.7";"0.96";"0.39";"89.47";"119.73";"0.3";"46.26";"3.4";"0";"14.97";"4.76";"3.4"
"Oscar Ezequiel Jonathan Parnisari";"LCB";"all";"all";"544209";"E. Parnisari";"1990-06-01";"101.64";"17.68";"7";"0";"47";"100";"53.19";"0.3";"0.2";"84";"125.53";"0.12";"44.68";"4.26";"0";"0";"0";"0"
"Oscar Ezequiel Jonathan Parnisari";"RCB";"all";"all";"544209";"E. Parnisari";"1990-06-01";"102.57";"17.51";"11";"0";"65";"100";"40";"0.44";"0.27";"69.23";"126.15";"0.15";"27.69";"1.54";"1.54";"3.08";"1.54";"1.54"
"Cristian Martín Palacios Ferreira";"CF";"all";"all";"43918";"C. Palacios";"1990-09-02";"85.3";"20.53";"15";"0";"112";"100";"78.57";"3.68";"3.07";"63.64";"160.71";"1.59";"50";"13.39";"3.57";"46.43";"34.82";"18.75"
"Óscar Mauricio  Opazo Lara";"RB";"all";"all";"23698";"Ó. Opazo";"1990-10-18";"95.88";"26.79";"14";"0";"268";"100";"54.48";"0.74";"0.29";"91.1";"127.99";"0.22";"49.63";"3.73";"0";"9.7";"2.61";"1.12"
"Carlos Alfredo Labrín Candia";"RCB";"all";"all";"28382";"C. Labrín";"1990-12-02";"103.74";"18.74";"17";"0";"103";"100";"48.54";"0.23";"0.14";"94";"116.5";"0.13";"45.63";"0.97";"0";"0";"0";"0"
"Matías Ezequiel Zaldivia";"LCB";"all";"all";"28399";"M. Zaldivia";"1991-01-22";"99.61";"23.65";"20";"0";"264";"100";"48.48";"0.65";"0.43";"80.47";"134.47";"0.23";"39.02";"3.41";"0.38";"4.17";"3.41";"1.52"
"Ronald De La Fuente Arias";"LB";"all";"all";"28397";"R. De La Fuente";"1991-01-25";"102.34";"21.3";"8";"0";"97";"100";"61.86";"0.84";"0.55";"85";"122.68";"0.28";"52.58";"0";"0";"9.28";"6.19";"2.06"
"Bryan Paul Carrasco Santos";"RF";"all";"all";"23598";"B. Carrasco";"1991-01-31";"94.07";"17.52";"5";"0";"53";"100";"71.7";"2.85";"2.43";"63.16";"175.47";"0.86";"45.28";"11.32";"3.77";"35.85";"32.08";"11.32"
"Bryan Paul Carrasco Santos";"RW";"all";"all";"23598";"B. Carrasco";"1991-01-31";"80.52";"16.86";"13";"0";"115";"100";"73.91";"2.63";"2.18";"63.53";"148.7";"1.23";"46.96";"7.83";"2.61";"32.17";"25.22";"12.17"
"Leandro Miguel Fernández";"CF";"all";"all";"25441";"L. Fernández";"1991-03-12";"100.16";"22.86";"8";"0";"154";"100";"74.68";"2.8";"2.07";"58.26";"171.43";"1";"43.51";"6.49";"0.65";"44.81";"33.12";"14.94"
"Leandro Miguel Fernández";"LF";"all";"all";"25441";"L. Fernández";"1991-03-12";"97.86";"22.78";"15";"0";"252";"100";"74.21";"3.65";"2.94";"50.8";"163.89";"1.36";"37.7";"10.71";"3.17";"50";"39.29";"17.46"
"Andrés Eliseo Chávez";"CF";"all";"all";"28554";"A. Chávez";"1991-03-21";"96.86";"18.4";"13";"0";"110";"100";"76.36";"3.54";"2.63";"59.52";"185.45";"1.26";"45.45";"10.91";"1.82";"51.82";"40.91";"20"
"Leonardo Felipe Valencia Rossel";"AM";"all";"all";"25152";"L. Valencia";"1991-04-25";"94.3";"19.82";"7";"0";"119";"100";"63.03";"1.83";"1.19";"68";"157.14";"0.58";"42.86";"6.72";"0.84";"26.05";"17.65";"8.4"
"Leonardo Felipe Valencia Rossel";"CF";"all";"all";"25152";"L. Valencia";"1991-04-25";"96.48";"20.65";"9";"0";"156";"100";"64.1";"1.8";"1.39";"70";"159.62";"0.87";"44.87";"4.49";"0.64";"26.92";"20.51";"11.54"
"Matías Javier Blázquez Lavín";"RCB";"all";"all";"28442";"M. Blázquez";"1991-05-08";"99.22";"20.68";"13";"0";"71";"100";"49.3";"0.2";"0.12";"85.71";"119.72";"0.09";"42.25";"1.41";"0";"0";"0";"0"
"César Ignacio Pinares Tamayo";"RW";"all";"all";"28493";"C. Pinares";"1991-05-23";"91.12";"15.43";"7";"1";"93";"100";"70.97";"1.7";"1.26";"75.76";"181.72";"0.96";"53.76";"5.38";"1.08";"26.88";"20.43";"15.05"
"Leonardo Roque Gil";"LM";"all";"all";"26570";"L. Gil";"1991-05-31";"93.51";"27.21";"13";"0";"286";"100";"61.19";"1.59";"0.89";"80.57";"142.66";"0.59";"49.3";"6.64";"0.35";"24.48";"11.89";"7.34"
"Lorenzo Enrique Reyes Vicencio";"DM";"all";"all";"23678";"L. Reyes";"1991-06-13";"99.78";"19.62";"5";"0";"68";"100";"57.35";"0.94";"0.53";"87.18";"130.88";"0.47";"50";"2.94";"0";"11.76";"5.88";"5.88"
"Lorenzo Enrique Reyes Vicencio";"RM";"all";"all";"23678";"L. Reyes";"1991-06-13";"100.52";"17.54";"11";"0";"152";"100";"54.61";"0.8";"0.38";"87.95";"125";"0.33";"48.03";"4.61";"0";"8.55";"3.95";"3.29"
"Misael Aldair Dávila Carvajal";"LB";"all";"all";"28467";"M. Dávila";"1991-07-17";"102.81";"19.09";"5";"0";"55";"100";"63.64";"0.74";"0.52";"80";"120";"0.41";"50.91";"1.82";"0";"9.09";"7.27";"7.27"
"Misael Aldair Dávila Carvajal";"LM";"all";"all";"28467";"M. Dávila";"1991-07-17";"86.72";"16.96";"10";"0";"52";"100";"57.69";"1.73";"1.04";"70";"128.85";"0.52";"40.38";"3.85";"1.92";"23.08";"11.54";"3.85"
"Cristian Manuel Insaurralde";"CF";"all";"all";"23627";"C. Insaurralde";"1991-07-20";"99.93";"20.75";"10";"0";"124";"100";"70.16";"2.83";"1.98";"65.52";"168.55";"1.15";"45.97";"10.48";"0.81";"39.52";"29.03";"18.55"
"Cristian Manuel Insaurralde";"LF";"all";"all";"23627";"C. Insaurralde";"1991-07-20";"96.32";"16.94";"5";"0";"56";"100";"66.07";"3.8";"2.89";"59.46";"164.29";"1.62";"39.29";"16.07";"1.79";"50";"33.93";"16.07"
"Matías Rodrigo Campos López";"CF";"all";"all";"38604";"M. Campos";"1991-08-18";"95.22";"20.62";"7";"0";"51";"100";"78.43";"2.75";"1.51";"67.5";"182.35";"0.91";"52.94";"13.73";"1.96";"27.45";"21.57";"15.69"
"Miguel Alejandro Sanhueza Mora";"LCB";"all";"all";"54620";"M. Sanhueza";"1991-08-30";"94.88";"21.54";"6";"0";"43";"100";"41.86";"0.42";"0.13";"77.78";"111.63";"0.04";"32.56";"0";"0";"2.33";"0";"0"
"Miguel Alejandro Sanhueza Mora";"RCB";"all";"all";"54620";"M. Sanhueza";"1991-08-30";"97.23";"18.72";"8";"0";"67";"100";"44.78";"0.29";"0.13";"80";"129.85";"0.07";"35.82";"0";"0";"0";"0";"0"
"Jonathan Óscar Benítez";"LW";"all";"all";"38596";"J. Benítez";"1991-09-04";"77.92";"17.28";"11";"0";"143";"100";"71.33";"2.58";"1.94";"70.59";"161.54";"1.19";"50.35";"9.09";"1.4";"40.56";"28.67";"16.08"
"Fernando Rubén Zuqui";"LM";"all";"all";"28729";"F. Zuqui";"1991-11-27";"103.77";"22.45";"5";"1";"75";"100";"49.33";"1.12";"0.53";"83.78";"145.33";"0.33";"41.33";"1.33";"0";"16";"8";"2.67"
"Andrés Alejandro Vilches Araneda";"CF";"all";"all";"38845";"A. Vilches";"1992-01-14";"84.45";"18.35";"6";"0";"35";"100";"60";"2.38";"1.49";"90.48";"151.43";"0.95";"54.29";"2.86";"0";"37.14";"14.29";"8.57"
"Tobías Nahuel Figueroa";"CF";"all";"all";"43657";"T. Figueroa";"1992-02-04";"83.39";"14.67";"9";"0";"43";"100";"67.44";"1.83";"1.28";"89.66";"139.53";"1.04";"60.47";"23.26";"2.33";"30.23";"25.58";"20.93"
"Álvaro Sebastián Ramos Sepúlveda";"CF";"all";"all";"115100";"A. Ramos";"1992-04-14";"99.34";"21.92";"5";"0";"37";"100";"67.57";"2.74";"2.05";"76";"151.35";"1.61";"51.35";"13.51";"0";"59.46";"40.54";"29.73"
"Álvaro Sebastián Ramos Sepúlveda";"RF";"all";"all";"115100";"A. Ramos";"1992-04-14";"82.67";"16.32";"5";"0";"42";"100";"64.29";"2.45";"1.98";"77.78";"135.71";"1.16";"50";"9.52";"0";"40.48";"33.33";"21.43"
"Claudio Elías Sepúlveda Castro";"DM";"all";"all";"23717";"C. Sepúlveda";"1992-06-19";"94.82";"18.85";"8";"0";"101";"100";"53.47";"0.76";"0.35";"81.48";"127.72";"0.25";"43.56";"1.98";"0";"8.91";"1.98";"0"
"Luis Ignacio Casanova Sandoval";"LCB";"all";"all";"23648";"L. Casanova";"1992-07-01";"98.61";"20.59";"9";"0";"57";"100";"43.86";"0.36";"0.15";"76";"112.28";"0.1";"33.33";"0";"0";"1.75";"1.75";"1.75"
"Luis Ignacio Casanova Sandoval";"RCB";"all";"all";"23648";"L. Casanova";"1992-07-01";"103.99";"20.94";"10";"0";"94";"100";"42.55";"0.36";"0.19";"77.5";"122.34";"0.11";"32.98";"3.19";"0";"3.19";"1.06";"0"
"Lucas Ariel Menossi";"RM";"all";"all";"26525";"L. Menossi";"1992-07-11";"92.75";"17.54";"5";"0";"55";"100";"58.18";"1.39";"0.83";"78.12";"136.36";"0.63";"45.45";"1.82";"0";"27.27";"14.55";"12.73"
"Yonathan Wladimir Andía León";"RB";"all";"all";"28481";"Y. Andía";"1992-08-06";"93.89";"17";"7";"0";"123";"100";"60.98";"1.22";"0.7";"80";"137.4";"0.54";"48.78";"5.69";"0.81";"17.07";"8.94";"7.32"
"Guillermo Luis Ortíz";"LCB";"all";"all";"28525";"G. Ortíz";"1992-08-09";"99.4";"18.68";"18";"0";"157";"100";"54.78";"0.43";"0.24";"82.56";"128.03";"0.17";"45.22";"1.91";"0";"5.1";"1.91";"0.64"
"Marcelo Pablo Jorquera Silva";"LB";"all";"all";"28388";"M. Jorquera";"1992-10-13";"102.99";"20.96";"22";"0";"308";"100";"59.09";"1.01";"0.59";"80.77";"130.84";"0.31";"47.73";"4.55";"0.32";"12.34";"7.47";"1.95"
"Marcelo Javier Correa";"CF";"all";"all";"34782";"J. Correa";"1992-10-23";"89.48";"26.69";"8";"0";"106";"100";"67.92";"3.15";"2.34";"55.56";"143.4";"0.95";"37.74";"7.55";"0.94";"46.23";"33.02";"14.15"
"Santiago Dittborn Martínez-Conde";"LM";"all";"all";"69776";"S. Dittborn";"1992-10-30";"78.52";"15.65";"5";"0";"46";"100";"80.43";"1.82";"1.6";"83.78";"160.87";"1.27";"67.39";"6.52";"0";"23.91";"19.57";"13.04"
"Juan Miguel Jaime";"RDM";"all";"all";"532066";"J. Jaime";"1993-01-01";"101.95";"17.1";"5";"0";"27";"100";"48.15";"1.03";"0.32";"61.54";"144.44";"0.07";"29.63";"0";"0";"18.52";"7.41";"0"
"Juan Miguel Jaime";"RM";"all";"all";"532066";"J. Jaime";"1993-01-01";"96.89";"16.15";"12";"0";"78";"100";"58.97";"1.12";"0.66";"78.26";"123.08";"0.36";"46.15";"3.85";"0";"16.67";"8.97";"5.13"
"Diego Alejandro Oyarzún Carrasco";"LCB";"all";"all";"23694";"D. Oyarzún";"1993-01-19";"103.48";"19.98";"21";"3";"163";"100";"49.08";"0.38";"0.19";"81.25";"122.09";"0.12";"39.88";"1.23";"0";"2.45";"1.23";"0.61"
"Jovany Alberto Campusano Villega";"LB";"all";"all";"54606";"J. Campusano";"1993-01-29";"102.43";"18.98";"21";"0";"241";"100";"61";"1.3";"0.83";"72.79";"142.32";"0.49";"44.4";"3.32";"0";"17.43";"9.96";"6.22"
"Nicolás Agustín Ferreyra";"LCB";"all";"all";"23594";"N. Ferreyra";"1993-03-30";"90.79";"15.19";"6";"0";"35";"100";"48.57";"0.45";"0.25";"64.71";"105.71";"0.08";"31.43";"0";"0";"5.71";"2.86";"0"
"Cris Robert Martínez Escobar";"CF";"all";"all";"23653";"C. Martínez";"1993-04-24";"94.02";"20.29";"6";"0";"53";"100";"73.58";"2.65";"1.99";"66.67";"145.28";"1.12";"49.06";"9.43";"1.89";"58.49";"45.28";"26.42"
"Cris Robert Martínez Escobar";"LF";"all";"all";"23653";"C. Martínez";"1993-04-24";"94.97";"22.54";"6";"0";"71";"100";"60.56";"2.06";"1.28";"74.42";"163.38";"1";"45.07";"7.04";"0";"35.21";"21.13";"16.9"
"Cris Robert Martínez Escobar";"LW";"all";"all";"23653";"C. Martínez";"1993-04-24";"86.03";"17.17";"7";"0";"71";"100";"71.83";"2.3";"1.8";"76.47";"173.24";"1.08";"54.93";"4.23";"0";"39.44";"29.58";"16.9"
"Diego Felipe Andrés Orellana Medina";"RB";"all";"all";"43652";"D. Orellana";"1993-05-16";"99.65";"21.16";"11";"0";"182";"100";"54.4";"1.34";"0.73";"73.74";"141.76";"0.37";"40.11";"3.85";"0";"15.38";"9.34";"4.95"
"Diego Felipe Andrés Orellana Medina";"RM";"all";"all";"43652";"D. Orellana";"1993-05-16";"94.81";"19.08";"11";"0";"122";"100";"51.64";"1.85";"0.86";"74.6";"146.72";"0.55";"38.52";"5.74";"0";"22.13";"12.3";"7.38"
"Erwin Branco Ampuero Vera";"RB";"all";"all";"23580";"B. Ampuero";"1993-07-19";"99.15";"18.5";"12";"0";"130";"100";"46.92";"0.62";"0.25";"85.25";"133.85";"0.19";"40";"0.77";"0.77";"5.38";"1.54";"1.54"
