"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count Pressures received in sample";"Count Pressures received per 100 Pressures";"Count forced losses under Pressure per 100 Pressures";"Count ball retentions under Pressure per 100 Pressures";"Ball retention ratio under Pressure";"Pass completion ratio under Pressure";"Count pass attempts under Pressure per 100 Pressures";"Count completed passes under Pressure per 100 Pressures";"Count dangerous pass attempts under Pressure per 100 Pressures";"Count dangerous passes completed under Pressure per 100 Pressures";"Dangerous pass completion ratio under Pressure";"Count difficult pass attempts under Pressure per 100 Pressures";"Count difficult passes completed under Pressure per 100 Pressures";"Difficult pass completion ratio under Pressure"
"Erik Thommy";"AM";"all";"all";"19060";"E. Thommy";"1994-08-20";"91.81";"22.4";"5";"0";"172";"100";"25.58";"74.42";"74.42";"77.19";"66.28";"51.16";"18.02";"9.88";"54.84";"16.28";"6.98";"42.86"
"Diego Santiago Fagúndez Pepe";"AM";"all";"all";"27160";"D. Fagúndez";"1995-02-14";"94.43";"25.98";"6";"0";"179";"100";"15.64";"84.36";"84.36";"86";"83.8";"72.07";"17.88";"12.85";"71.88";"17.32";"12.29";"70.97"
"Cristian Daniel Arango Duque";"AM";"all";"all";"16253";"C. Arango";"1995-03-09";"97.28";"26.86";"5";"0";"150";"100";"33.33";"66.67";"66.67";"67.68";"66";"44.67";"21.33";"10.67";"50";"19.33";"8.67";"44.83"
"Hany Mukhtar";"AM";"all";"all";"4206";"H. Mukhtar";"1995-03-21";"96.15";"23.6";"18";"0";"641";"100";"21.37";"78.63";"78.63";"84.27";"66.46";"56.01";"12.64";"8.27";"65.43";"13.1";"6.55";"50"
"Brandt Bronico";"AM";"all";"all";"27092";"B. Bronico";"1995-06-20";"95.05";"21.04";"10";"0";"184";"100";"27.72";"72.28";"72.28";"76.62";"83.7";"64.13";"10.87";"3.8";"35";"18.48";"7.61";"41.18"
"Aleksey Miranchuk";"AM";"all";"all";"11648";"A. Miranchuk";"1995-10-17";"100.96";"24.05";"7";"0";"252";"100";"19.44";"80.56";"80.56";"84.38";"76.19";"64.29";"15.87";"11.51";"72.5";"14.29";"8.33";"58.33"
"Ryan Gauld";"AM";"all";"all";"33634";"R. Gauld";"1995-12-16";"91.82";"23.75";"8";"0";"203";"100";"28.08";"71.92";"71.92";"74.84";"78.33";"58.62";"21.18";"11.82";"55.81";"19.7";"9.36";"47.5"
"Sebastián Driussi";"AM";"all";"all";"13214";"S. Driussi";"1996-02-09";"95.85";"22.26";"16";"0";"475";"100";"17.89";"82.11";"82.11";"85.04";"71.79";"61.05";"10.11";"7.58";"75";"11.16";"6.32";"56.6"
"Dániel Gazdag";"AM";"all";"all";"22211";"D. Gazdag";"1996-03-02";"99.02";"20.89";"20";"0";"547";"100";"19.74";"80.26";"80.26";"83.37";"76.97";"64.17";"13.16";"7.68";"58.33";"13.53";"6.4";"47.3"
"Cedric Teuchert";"AM";"all";"all";"12659";"C. Teuchert";"1997-01-14";"85.04";"21.15";"5";"0";"84";"100";"30.95";"69.05";"69.05";"66.67";"71.43";"47.62";"21.43";"13.1";"61.11";"23.81";"7.14";"30"
"Amine Bassi";"AM";"all";"all";"13097";"A. Bassi";"1997-11-27";"92.75";"26.41";"21";"0";"843";"100";"16.01";"83.99";"83.99";"86.53";"85.41";"73.9";"16.61";"12.57";"75.71";"15.54";"9.96";"64.12"
"Diego Martín Rossi Marachlian";"AM";"all";"all";"25466";"D. Rossi";"1998-03-05";"100.56";"26.35";"6";"0";"197";"100";"18.78";"81.22";"81.22";"82.88";"74.11";"61.42";"17.77";"10.66";"60";"15.23";"7.11";"46.67"
"Evander da Silva Ferreira";"AM";"all";"all";"13540";"Evander";"1998-06-09";"101.21";"25.03";"20";"0";"839";"100";"20.74";"79.26";"79.26";"80.58";"69.37";"55.9";"15.73";"10.13";"64.39";"15.26";"8.94";"58.59"
"Djordje Mihailović";"AM";"all";"all";"27093";"D. Mihailović";"1998-11-10";"98.56";"23.24";"24";"0";"715";"100";"23.22";"76.78";"76.78";"81.32";"74.13";"60.28";"17.2";"11.89";"69.11";"18.46";"10.91";"59.09"
"Martín Exequiel Ojeda";"AM";"all";"all";"26467";"M. Ojeda";"1998-11-27";"75.82";"19.54";"18";"0";"453";"100";"24.72";"75.28";"75.28";"76.7";"77.7";"59.6";"17.22";"9.49";"55.13";"17.44";"7.06";"40.51"
"Ricard Puig Martí";"AM";"all";"all";"13432";"Riqui Puig";"1999-08-13";"100.5";"29.43";"9";"0";"739";"100";"15.29";"84.71";"84.71";"85.55";"81.46";"69.69";"11.77";"7.71";"65.52";"14.21";"9.2";"64.76"
"Santiago Mariano Rodríguez Molina";"AM";"all";"all";"25977";"S. Rodríguez";"2000-01-08";"98.67";"22.75";"16";"0";"706";"100";"22.24";"77.76";"77.76";"82.99";"61.61";"51.13";"13.17";"8.64";"65.59";"13.74";"7.93";"57.73"
"Hernán Darío López Muñoz";"AM";"all";"all";"57436";"H. López";"2000-09-07";"84.2";"18.84";"13";"0";"383";"100";"32.38";"67.62";"67.62";"69.46";"53";"36.81";"13.58";"7.57";"55.77";"15.67";"7.57";"48.33"
"Jesús David Ferreira Castro";"AM";"all";"all";"27115";"J. Ferreira";"2000-12-24";"88.37";"23.56";"6";"0";"163";"100";"23.93";"76.07";"76.07";"78.1";"84.05";"65.64";"13.5";"7.36";"54.55";"19.02";"7.98";"41.94"
"Indiana Vassilev";"AM";"all";"all";"24691";"I. Vassilev";"2001-02-16";"86.44";"17.14";"5";"0";"102";"100";"27.45";"72.55";"72.55";"73.33";"58.82";"43.14";"20.59";"11.76";"57.14";"14.71";"4.9";"33.33"
"Bryce Duke";"AM";"all";"all";"36465";"B. Duke";"2001-02-28";"84.07";"22.27";"5";"0";"154";"100";"25.32";"74.68";"74.68";"81.51";"77.27";"62.99";"12.99";"7.79";"60";"14.29";"6.49";"45.45"
"Thiago Ezequiel Almada";"AM";"all";"all";"26300";"T. Almada";"2001-04-26";"100.87";"24.71";"11";"0";"601";"100";"18.3";"81.7";"81.7";"83.84";"71.05";"59.57";"11.81";"7.82";"66.2";"12.48";"6.66";"53.33"
"Michael Boxall";"CB";"all";"all";"27142";"M. Boxall";"1988-08-18";"100.84";"19.66";"21";"0";"291";"100";"19.24";"80.76";"80.76";"83.88";"83.16";"69.76";"1.72";"1.03";"60";"13.75";"8.25";"60"
"Omar Alejandro González";"CB";"all";"all";"23299";"O. González";"1988-10-11";"91.22";"21.04";"8";"0";"145";"100";"8.28";"91.72";"91.72";"94.16";"94.48";"88.97";"0";"0";"";"7.59";"4.83";"63.64"
"Maxime Chanot";"CB";"all";"all";"7336";"M. Chanot";"1989-11-21";"91.76";"19.93";"10";"0";"143";"100";"20.28";"79.72";"79.72";"86.4";"87.41";"75.52";"0";"0";"";"11.89";"7.69";"64.71"
"Kevin Long";"CB";"all";"all";"11601";"K. Long";"1990-08-18";"98.73";"23.48";"21";"0";"367";"100";"19.07";"80.93";"80.93";"83.99";"83.38";"70.03";"0.54";"0.27";"50";"14.17";"8.17";"57.69"
"Rudy Camacho";"CB";"all";"all";"23718";"R. Camacho";"1991-03-05";"96.36";"27.69";"27";"0";"942";"100";"12.53";"87.47";"87.47";"88.35";"94.8";"83.76";"0.32";"0.11";"33.33";"10.08";"6.16";"61.05"
"Sebastien Uchechukwu Ibeagha";"CB";"all";"all";"27161";"S. Ibeagha";"1992-01-21";"100.79";"25.09";"5";"0";"96";"100";"17.71";"82.29";"82.29";"84.88";"89.58";"76.04";"0";"0";"";"15.62";"8.33";"53.33"
"Derrick  Williams";"CB";"all";"all";"17452";"D. Williams";"1993-01-17";"93.52";"21.02";"12";"0";"199";"100";"20.1";"79.9";"79.9";"86.71";"86.93";"75.38";"0.5";"0.5";"100";"13.57";"9.05";"66.67"
"Wilder José Cartagena Mendoza";"CB";"all";"all";"11867";"W. Cartagena";"1994-09-23";"102.15";"22.64";"6";"0";"121";"100";"14.88";"85.12";"85.12";"85.45";"90.91";"77.69";"1.65";"0.83";"50";"14.88";"10.74";"72.22"
"Matt Miazga";"CB";"all";"all";"7219";"M. Miazga";"1995-07-19";"98.09";"23.87";"16";"0";"314";"100";"15.92";"84.08";"84.08";"86.2";"94.59";"81.53";"0";"0";"";"11.78";"7.32";"62.16"
"Jack Elliott";"CB";"all";"all";"31155";"J. Elliott";"1995-08-25";"84";"17.78";"5";"0";"59";"100";"40.68";"59.32";"59.32";"60.78";"86.44";"52.54";"0";"0";"";"18.64";"6.78";"36.36"
"Joel Waterman";"CB";"all";"all";"36557";"J. Waterman";"1996-01-24";"97.57";"24.47";"21";"0";"651";"100";"12.14";"87.86";"87.86";"89.66";"90.63";"81.26";"0.46";"0.31";"66.67";"10.14";"5.53";"54.55"
"Miles Robinson";"CB";"all";"all";"27087";"M. Robinson";"1997-03-14";"100.1";"24.42";"13";"0";"270";"100";"18.15";"81.85";"81.85";"82.33";"92.22";"75.93";"1.11";"0.37";"33.33";"14.81";"10";"67.5"
"Nkosi  Tafari Burgess";"CB";"all";"all";"36604";"N. Tafari";"1997-03-23";"99.64";"22.62";"8";"0";"210";"100";"16.67";"83.33";"83.33";"84";"95.24";"80";"1.9";"0.48";"25";"14.29";"9.05";"63.33"
"Lucas Bartlett";"CB";"all";"all";"156486";"L. Bartlett";"1997-07-26";"102.88";"20.59";"13";"0";"245";"100";"27.35";"72.65";"72.65";"73.43";"84.49";"62.04";"1.22";"0";"0";"19.59";"9.39";"47.92"
"Yevgen Cheberko";"CB";"all";"all";"15605";"Y. Cheberko";"1998-01-23";"100.46";"31.38";"7";"0";"228";"100";"12.28";"87.72";"87.72";"90.69";"89.47";"81.14";"0.44";"0.44";"100";"10.09";"7.89";"78.26"
"Ranko Veselinović";"CB";"all";"all";"36527";"R. Veselinović";"1999-03-24";"98.59";"23.77";"27";"0";"383";"100";"17.75";"82.25";"82.25";"85.39";"91.12";"77.81";"1.04";"0.78";"75";"11.23";"5.22";"46.51"
"Gabriele Corbo";"CB";"all";"all";"14053";"G. Corbo";"2000-01-11";"99.12";"24.24";"7";"0";"136";"100";"22.79";"77.21";"77.21";"80.16";"92.65";"74.26";"0";"0";"";"15.44";"8.09";"52.38"
"Carlos Terán Díaz";"CB";"all";"all";"25951";"C. Terán";"2000-09-24";"96.13";"24.98";"6";"0";"122";"100";"23.77";"76.23";"76.23";"75.96";"85.25";"64.75";"0";"0";"";"17.21";"6.56";"38.1"
"Nickseon Gomis";"CB";"all";"all";"131439";"N. Gomis";"2002-03-15";"96.13";"22.17";"6";"0";"133";"100";"18.8";"81.2";"81.2";"83.62";"87.22";"72.93";"0";"0";"";"10.53";"5.26";"50"
"Fernando Antonio Álvarez Amador";"CB";"all";"all";"63280";"F. Álvarez";"2003-08-24";"99.51";"29.28";"5";"0";"135";"100";"11.11";"88.89";"88.89";"88.98";"94.07";"83.7";"0";"0";"";"11.85";"5.93";"50"
"Kei Ansu Kamara";"CF";"all";"all";"27100";"K. Kamara";"1984-09-01";"75.24";"18.81";"9";"0";"93";"100";"21.51";"78.49";"78.49";"79.25";"56.99";"45.16";"9.68";"6.45";"66.67";"16.13";"11.83";"73.33"
"Olivier Giroud";"CF";"all";"all";"8206";"O. Giroud";"1986-09-30";"73.49";"17.96";"8";"0";"70";"100";"32.86";"67.14";"67.14";"69.77";"61.43";"42.86";"12.86";"10";"77.78";"17.14";"7.14";"41.67"
"Luis Alberto Suárez Díaz";"CF";"all";"all";"6450";"L. Suárez";"1987-01-24";"94.56";"27.05";"23";"0";"511";"100";"28.18";"71.82";"71.82";"74.72";"68.88";"51.47";"25.05";"14.48";"57.81";"22.31";"10.96";"49.12"
"Lionel Andrés Messi Cuccittini";"CF";"all";"all";"6250";"L. Messi";"1987-06-24";"100.38";"26.82";"5";"0";"231";"100";"22.51";"77.49";"77.49";"80";"67.1";"53.68";"23.38";"14.29";"61.11";"13.42";"6.93";"51.61"
"Teal  Bunbury";"CF";"all";"all";"27159";"T. Bunbury";"1990-02-27";"85";"19.12";"10";"0";"157";"100";"32.48";"67.52";"67.52";"70.48";"66.88";"47.13";"14.01";"6.37";"45.45";"15.29";"5.1";"33.33"
"Teemu Pukki";"CF";"all";"all";"10227";"T. Pukki";"1990-03-29";"71.78";"16.79";"10";"0";"123";"100";"36.59";"63.41";"63.41";"72.06";"55.28";"39.84";"21.14";"13.01";"61.54";"24.39";"13.01";"53.33"
"Raúl Mario Ruidíaz Misitich";"CF";"all";"all";"11875";"R. Ruidíaz";"1990-07-25";"88.53";"24.36";"12";"0";"239";"100";"20.08";"79.92";"79.92";"86.96";"67.36";"58.58";"12.13";"9.62";"79.31";"9.62";"4.6";"47.83"
"Christian Benteke Liolo";"CF";"all";"all";"1818";"C. Benteke";"1990-12-03";"98.42";"20.64";"29";"0";"434";"100";"27.19";"72.81";"72.81";"75.19";"60.37";"45.39";"14.75";"10.37";"70.31";"18.2";"9.68";"53.16"
"Alan Pulido Izaguirre";"CF";"all";"all";"23282";"A. Pulido";"1991-03-08";"85.64";"22.63";"15";"0";"352";"100";"21.88";"78.12";"78.12";"85.15";"65.06";"55.4";"12.22";"8.24";"67.44";"11.36";"5.4";"47.5"
"Luis Fernando Muriel Fruto";"CF";"all";"all";"6439";"L. Muriel";"1991-04-16";"84.67";"20.39";"13";"0";"441";"100";"27.44";"72.56";"72.56";"74.35";"61";"45.35";"17.46";"9.75";"55.84";"16.1";"7.26";"45.07"
"Gyasi Zardes";"CF";"all";"all";"17965";"G. Zardes";"1991-09-02";"83.85";"20.45";"10";"0";"127";"100";"37.01";"62.99";"62.99";"70.13";"60.63";"42.52";"6.3";"3.15";"50";"12.6";"3.15";"25"
"Bobby Shou Wood";"CF";"all";"all";"17963";"B. Wood";"1992-11-15";"76.58";"17.95";"5";"0";"46";"100";"26.09";"73.91";"73.91";"88.89";"39.13";"34.78";"2.17";"2.17";"100";"4.35";"4.35";"100"
"Jamal Thiaré";"CF";"all";"all";"13139";"J. Thiaré";"1993-03-31";"79.55";"17.96";"15";"0";"131";"100";"38.17";"61.83";"61.83";"68.52";"41.22";"28.24";"8.4";"3.82";"45.45";"12.21";"5.34";"43.75"
"Diego Iván Rubio Kostner";"CF";"all";"all";"27095";"D. Rubio";"1993-05-15";"80.89";"19.37";"19";"0";"292";"100";"26.03";"73.97";"73.97";"78.33";"61.64";"48.29";"10.96";"6.85";"62.5";"15.41";"9.25";"60"
"Josef Alexander Martínez";"CF";"all";"all";"5448";"J. Martínez";"1993-05-19";"84.67";"25.47";"13";"0";"140";"100";"25";"75";"75";"83.5";"73.57";"61.43";"24.29";"16.43";"67.65";"12.14";"8.57";"70.59"
"Jonathan Javier Rodríguez Portillo";"CF";"all";"all";"5268";"J. Rodríguez";"1993-07-06";"98.06";"23.46";"7";"0";"128";"100";"32.03";"67.97";"67.97";"73.02";"49.22";"35.94";"16.41";"8.59";"52.38";"14.84";"4.69";"31.58"
"Felipe Andrés Mora Aliaga";"CF";"all";"all";"36478";"F. Mora";"1993-08-02";"86.34";"22.27";"21";"0";"276";"100";"26.81";"73.19";"73.19";"73.33";"65.22";"47.83";"21.38";"15.22";"71.19";"20.29";"10.51";"51.79"
"Yuya Kubo";"CF";"all";"all";"11063";"Y. Kubo";"1993-12-24";"87.95";"21.62";"14";"0";"362";"100";"21.27";"78.73";"78.73";"83.7";"62.71";"52.49";"12.71";"8.29";"65.22";"11.33";"6.35";"56.1"
"Luciano Federico Acosta";"CF";"all";"all";"24760";"L. Acosta";"1994-05-31";"100.84";"26.8";"6";"0";"324";"100";"28.7";"71.3";"71.3";"75.81";"66.36";"50.31";"22.53";"15.12";"67.12";"19.75";"10.19";"51.56"
"Sergio Henrique Santos Gomes";"CF";"all";"all";"23601";"Sergio Santos";"1994-09-04";"65.92";"16.55";"5";"0";"74";"100";"21.62";"78.38";"78.38";"80";"60.81";"48.65";"9.46";"5.41";"57.14";"13.51";"9.46";"70"
"Mikael Uhre";"CF";"all";"all";"16441";"M. Uhre";"1994-09-30";"83.93";"18.34";"21";"0";"308";"100";"34.74";"65.26";"65.26";"66.47";"56.17";"37.34";"18.83";"8.77";"46.55";"19.16";"7.14";"37.29"
"Jordan Perry Morris";"CF";"all";"all";"24260";"J. Morris";"1994-10-26";"97.05";"25.38";"22";"0";"312";"100";"27.88";"72.12";"72.12";"74.51";"65.38";"48.72";"21.15";"12.18";"57.58";"18.59";"8.65";"46.55"
"Georgios Giakoumakis";"CF";"all";"all";"12706";"G. Giakoumakis";"1994-12-09";"88.94";"23.68";"8";"0";"104";"100";"30.77";"69.23";"69.23";"70.31";"61.54";"43.27";"9.62";"3.85";"40";"18.27";"5.77";"31.58"
"Daniel Armando Ríos Calderón";"CF";"all";"all";"34544";"D. Ríos";"1995-02-22";"79.16";"19.18";"16";"0";"247";"100";"29.96";"70.04";"70.04";"74.15";"59.51";"44.13";"18.22";"10.53";"57.78";"15.79";"5.67";"35.9"
"Cristian Daniel Arango Duque";"CF";"all";"all";"16253";"C. Arango";"1995-03-09";"96.08";"24.64";"19";"0";"407";"100";"31.45";"68.55";"68.55";"72.4";"54.3";"39.31";"14.74";"8.35";"56.67";"14";"7.13";"50.88"
"Hany Mukhtar";"CF";"all";"all";"4206";"H. Mukhtar";"1995-03-21";"98.68";"22.71";"10";"0";"367";"100";"28.07";"71.93";"71.93";"75.11";"63.49";"47.68";"13.35";"6.54";"48.98";"16.62";"8.17";"49.18"
"Ryan Gauld";"CF";"all";"all";"33634";"R. Gauld";"1995-12-16";"98";"24.52";"9";"0";"225";"100";"24.89";"75.11";"75.11";"78.33";"80";"62.67";"23.56";"15.11";"64.15";"19.56";"9.78";"50"
"Enzo Nahuel Copetti";"CF";"all";"all";"43791";"E. Copetti";"1996-01-16";"79.5";"17.31";"6";"0";"83";"100";"38.55";"61.45";"61.45";"64.91";"68.67";"44.58";"16.87";"9.64";"57.14";"26.51";"12.05";"45.45"
"Corey Baird";"CF";"all";"all";"24266";"C. Baird";"1996-01-30";"80.92";"20.22";"9";"0";"112";"100";"30.36";"69.64";"69.64";"78.95";"67.86";"53.57";"15.18";"10.71";"70.59";"8.93";"3.57";"40"
"Brian White";"CF";"all";"all";"27173";"B. White";"1996-02-03";"93.71";"23.42";"27";"0";"308";"100";"34.09";"65.91";"65.91";"72.12";"67.53";"48.7";"19.16";"11.69";"61.02";"19.48";"9.09";"46.67"
"Sebastián Driussi";"CF";"all";"all";"13214";"S. Driussi";"1996-02-09";"96.86";"21.99";"5";"0";"130";"100";"25.38";"74.62";"74.62";"79.17";"73.85";"58.46";"14.62";"6.15";"42.11";"14.62";"5.38";"36.84"
"Anderson Andrés Julio Santos";"CF";"all";"all";"36274";"A. Julio";"1996-05-31";"75.97";"20.16";"14";"0";"165";"100";"39.39";"60.61";"60.61";"72.15";"47.88";"34.55";"15.76";"9.09";"57.69";"9.09";"1.82";"20"
"Lewis Morgan";"CF";"all";"all";"6205";"L. Morgan";"1996-09-30";"99.26";"20.33";"20";"0";"440";"100";"34.77";"65.23";"65.23";"70.67";"64.32";"45.45";"22.05";"13.64";"61.86";"20.68";"9.55";"46.15"
"Derrick Etienne Jr.";"CF";"all";"all";"18322";"D. Etienne";"1996-11-25";"85.48";"20.64";"5";"0";"98";"100";"29.59";"70.41";"70.41";"77.46";"72.45";"56.12";"8.16";"2.04";"25";"13.27";"3.06";"23.08"
"Prince Osei Owusu";"CF";"all";"all";"19196";"P. Owusu";"1997-01-07";"83.62";"20";"20";"0";"267";"100";"29.59";"70.41";"70.41";"75.17";"55.81";"41.95";"10.11";"7.12";"70.37";"8.99";"4.49";"50"
"Karol Świderski";"CF";"all";"all";"5735";"K. Świderski";"1997-01-23";"68.95";"16.5";"8";"0";"75";"100";"36";"64";"64";"75";"53.33";"40";"14.67";"10.67";"72.73";"17.33";"9.33";"53.85"
"Hugo Cuypers";"CF";"all";"all";"24037";"H. Cuypers";"1997-02-07";"92.4";"21.58";"31";"0";"508";"100";"27.76";"72.24";"72.24";"76.14";"60.24";"45.87";"15.35";"9.06";"58.97";"17.72";"9.06";"51.11"
"Jeremy Ebobisse";"CF";"all";"all";"27192";"J. Ebobisse";"1997-02-14";"78.21";"17.86";"22";"0";"356";"100";"25.28";"74.72";"74.72";"78.88";"65.17";"51.4";"12.92";"7.58";"58.7";"17.42";"10.11";"58.06"
"João Klauss de Mello";"CF";"all";"all";"13633";"João Klauss";"1997-03-01";"88.35";"18.93";"22";"0";"396";"100";"32.83";"67.17";"67.17";"71.26";"62.37";"44.44";"19.95";"13.38";"67.09";"21.97";"11.11";"50.57"
"Ezequiel Ponce Martínez";"CF";"all";"all";"11763";"E. Ponce";"1997-03-29";"90.88";"26.01";"10";"0";"170";"100";"32.94";"67.06";"67.06";"73.2";"57.06";"41.76";"12.94";"5.29";"40.91";"11.18";"3.53";"31.58"
"Miguel Berry";"CF";"all";"all";"43233";"Miguel Berry";"1997-09-16";"76.21";"21.94";"5";"0";"58";"100";"27.59";"72.41";"72.41";"79.41";"58.62";"46.55";"17.24";"10.34";"60";"22.41";"13.79";"61.54"
"Matías Fernando Cóccaro Ferreira";"CF";"all";"all";"43069";"M. Cóccaro";"1997-11-15";"80.35";"16.67";"5";"0";"84";"100";"35.71";"64.29";"64.29";"70.45";"52.38";"36.9";"13.1";"5.95";"45.45";"22.62";"9.52";"42.11"
"Amine Bassi";"CF";"all";"all";"13097";"A. Bassi";"1997-11-27";"94.09";"27.27";"9";"0";"364";"100";"13.19";"86.81";"86.81";"88.54";"86.26";"76.37";"16.48";"12.36";"75";"13.19";"7.97";"60.42"
"Tai Baribo";"CF";"all";"all";"35351";"T. Baribo";"1998-01-15";"96.19";"20.16";"15";"0";"240";"100";"22.08";"77.92";"77.92";"84.12";"70.83";"59.58";"13.75";"9.17";"66.67";"8.75";"4.58";"52.38"
"Joseph Paintsil";"CF";"all";"all";"14564";"J. Paintsil";"1998-02-01";"94.22";"29.12";"5";"0";"144";"100";"23.61";"76.39";"76.39";"80.25";"56.25";"45.14";"14.58";"7.64";"52.38";"11.81";"6.25";"52.94"
"Carlos Sebastián Ferreira Vidal";"CF";"all";"all";"38144";"S. Ferreira";"1998-02-13";"89.13";"27.02";"6";"0";"115";"100";"29.57";"70.43";"70.43";"78.87";"61.74";"48.7";"17.39";"11.3";"65";"13.91";"7.83";"56.25"
"Petar Musa";"CF";"all";"all";"34075";"P. Musa";"1998-03-04";"92.73";"22.23";"24";"0";"471";"100";"36.73";"63.27";"63.27";"65.93";"57.96";"38.22";"14.01";"6.37";"45.45";"19.32";"6.16";"31.87"
"Diego Martín Rossi Marachlian";"CF";"all";"all";"25466";"D. Rossi";"1998-03-05";"95.17";"29.3";"5";"0";"156";"100";"20.51";"79.49";"79.49";"82.69";"66.67";"55.13";"13.46";"7.05";"52.38";"8.97";"3.21";"35.71"
"Dante Vanzeir";"CF";"all";"all";"25069";"D. Vanzeir";"1998-04-16";"79.46";"17.97";"25";"2";"369";"100";"39.84";"60.16";"60.16";"63.08";"57.99";"36.59";"20.05";"9.49";"47.3";"23.31";"9.76";"41.86"
"Sam  Surridge";"CF";"all";"all";"22122";"S. Surridge";"1998-07-28";"95.77";"22.51";"21";"0";"324";"100";"31.48";"68.52";"68.52";"72.28";"62.35";"45.06";"12.96";"7.1";"54.76";"20.06";"9.88";"49.23"
"Sebastian Kowalczyk";"CF";"all";"all";"20016";"S. Kowalczyk";"1998-08-22";"88.32";"23.44";"14";"1";"290";"100";"20";"80";"80";"84.19";"74.14";"62.41";"17.24";"11.03";"64";"12.76";"6.55";"51.35"
"Adrián Alonso Martínez Batista";"CF";"all";"all";"66806";"A. Martínez";"1998-10-15";"78.76";"18.42";"20";"0";"207";"100";"36.23";"63.77";"63.77";"73.85";"62.8";"46.38";"18.36";"10.14";"55.26";"21.26";"11.11";"52.27"
"Giacomo Vrioni";"CF";"all";"all";"17480";"G. Vrioni";"1998-10-15";"90.75";"22.87";"25";"0";"254";"100";"37.8";"62.2";"62.2";"66.67";"42.52";"28.35";"14.57";"7.09";"48.65";"11.42";"2.36";"20.69"
