"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count opportunities to pass to Runs in sample";"Count opportunities to pass to Runs per 100 Pass Opportunities";"Count pass attempts for Runs per 100 Pass Opportunities";"Threat of all opportunities to pass to Runs per 100 Pass Opportunities";"Threat of Runs to which a pass was attempted per 100 Pass Opportunities";"Pass completion ratio to Runs";"Count Runs made by teammate per 100 Pass Opportunities";"Threat of Runs to which a pass was completed per 100 Pass Opportunities";"Count completed passes for Runs per 100 Pass Opportunities";"Count completed passes leading to shot for Runs per 100 Pass Opportunities";"Count completed passes leading to goal for Runs per 100 Pass Opportunities";"Count opportunities to pass to dangerous Runs per 100 Pass Opportunities";"Count pass attempts for dangerous Runs per 100 Pass Opportunities";"Count completed passes for dangerous Runs per 100 Pass Opportunities"
"Vincent Sierro";"LM";"all";"all";"10724";"V. Sierro";"1995-10-08";"93.37";"20.36";"22";"0";"254";"100";"58.66";"1.37";"0.87";"63.09";"142.13";"0.38";"37.01";"4.72";"0.79";"22.44";"13.78";"7.87"
"Chuba Akpom";"CF";"all";"all";"12341";"C. Akpom";"1995-10-09";"75.52";"22.26";"6";"0";"32";"100";"75";"2.49";"2.09";"70.83";"181.25";"1.09";"53.12";"21.88";"3.12";"28.12";"21.88";"12.5"
"Mama Samba Baldé";"CF";"all";"all";"16108";"Mama Baldé";"1995-11-06";"77.89";"18.41";"5";"0";"46";"100";"65.22";"3.6";"2.29";"73.33";"169.57";"1.58";"47.83";"8.7";"0";"36.96";"21.74";"15.22"
"Ibrahim Sissoko";"CF";"all";"all";"18498";"I. Sissoko";"1995-11-27";"83.85";"16.36";"8";"0";"42";"100";"57.14";"2.04";"1.52";"54.17";"164.29";"0.54";"30.95";"7.14";"0";"30.95";"23.81";"9.52"
"Ulisses Alexandre Garcia Lopes";"LB";"all";"all";"10579";"U. Garcia";"1996-01-11";"82.47";"24.1";"5";"0";"94";"100";"50";"1.62";"1";"70.21";"147.87";"0.42";"35.11";"5.32";"2.13";"24.47";"15.96";"5.32"
"Marco Asensio Willemsen";"CF";"all";"all";"6751";"Marco Asensio";"1996-01-21";"80.6";"29.92";"6";"0";"90";"100";"63.33";"3.21";"2.25";"80.7";"160";"1.67";"51.11";"14.44";"6.67";"41.11";"26.67";"20"
"Michael Amir Murillo Bermúdez";"RB";"all";"all";"11699";"A. Murillo";"1996-02-11";"98.86";"28.15";"11";"0";"173";"100";"55.49";"0.96";"0.63";"78.12";"134.68";"0.16";"43.35";"1.73";"0.58";"8.09";"4.05";"0.58"
"Michael Amir Murillo Bermúdez";"RCB";"all";"all";"11699";"A. Murillo";"1996-02-11";"98.92";"33.83";"14";"0";"338";"100";"52.07";"1.09";"0.62";"82.95";"133.73";"0.37";"43.2";"3.25";"1.18";"11.54";"6.51";"2.66"
"Lucas François Bernard Hernández Pi";"LB";"all";"all";"6357";"L. Hernández";"1996-02-14";"89.45";"36.29";"5";"0";"116";"100";"48.28";"0.54";"0.23";"87.5";"125.86";"0.15";"42.24";"0";"0";"2.59";"0.86";"0"
"Dylan Batubinsika";"RCB";"all";"all";"14623";"D. Batubinsika";"1996-02-15";"98.03";"22.79";"21";"0";"274";"100";"51.82";"0.27";"0.13";"90.14";"128.47";"0.09";"46.72";"0.73";"0";"1.09";"0.73";"0.36"
"Moussa Niakhaté";"LCB";"all";"all";"11212";"M. Niakhaté";"1996-03-08";"100.26";"27.94";"29";"0";"437";"100";"48.28";"0.62";"0.25";"88.63";"131.58";"0.18";"42.79";"0.92";"0.23";"5.72";"1.83";"0.92"
"Romain Del Castillo";"RW";"all";"all";"12465";"R. Del Castillo";"1996-03-29";"82.02";"17.63";"7";"0";"124";"100";"70.97";"1.53";"1.1";"67.05";"160.48";"0.55";"47.58";"4.84";"0.81";"23.39";"16.94";"8.06"
"Fabián Ruiz Peña";"DM";"all";"all";"12924";"Fabián Ruiz";"1996-04-03";"92.2";"34.4";"6";"0";"78";"100";"53.85";"1.96";"0.91";"90.48";"130.77";"0.77";"48.72";"10.26";"0";"24.36";"8.97";"7.69"
"Fabián Ruiz Peña";"LM";"all";"all";"12924";"Fabián Ruiz";"1996-04-03";"87.87";"33.18";"13";"0";"239";"100";"66.53";"1.72";"1.04";"84.91";"138.08";"0.8";"56.49";"7.95";"2.51";"24.27";"12.97";"9.21"
"Edimilson Fernandes Ribeiro";"DM";"all";"all";"13030";"E. Fernandes";"1996-04-15";"89.6";"22.07";"5";"0";"49";"100";"48.98";"0.82";"0.38";"87.5";"120.41";"0.26";"42.86";"4.08";"0";"12.24";"6.12";"4.08"
