"Player";"Short Name";"Player ID";"Birthdate";"Position";"Position Group";"Minutes";"Minutes BIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"TOP 3 Time to HSR";"TOP 3 Time to Sprint";"PSV-99";"TOP 5 PSV-99";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Explosive Acceleration to Sprint Count P60BIP"
"Didier Andrés Moreno Asprilla";"D. Moreno";"18220";"1991-09-15";"RDM";"Midfield";"98.88";"47.07";"24";"0";"0.71";"1.36";"27.69";"29.78";"8388.79";"139.81";"1374.75";"457.33";"42.49";"121.58";"4.99";"578.91";"47.49";"85.25";"3.45";"63.69";"9.08";"1.38";"0.11"
"Didier Andrés Moreno Asprilla";"D. Moreno";"18220";"1991-09-15";"RM";"Midfield";"92.38";"48.1";"6";"0";"0.78";"null";"27.2";"27.42";"8017.51";"133.63";"1262.44";"427.68";"38.26";"93.56";"4.16";"521.24";"42.41";"80.25";"4.37";"61.75";"8.32";"2.7";"0.62"
"Edwin Andrés Cardona Bedoya";"E. Cardona";"18221";"1992-12-08";"AM";"Midfield";"86.63";"40.99";"23";"0";"0.63";"1.42";"26.74";"29.52";"7882.5";"131.38";"1332.29";"463.89";"37.8";"94.83";"3.5";"558.72";"41.3";"86.36";"3.75";"63.52";"8.72";"1.91";"0.38"
"Yimmi Javier Chará Zamora";"Y. Chará";"18225";"1991-04-02";"AM";"Midfield";"85.56";"43.37";"13";"0";"0.65";"1.18";"29.18";"31.02";"7714.73";"128.58";"1142.04";"464.07";"48.74";"170.16";"8.3";"634.23";"57.04";"80.98";"4.68";"59.8";"8.09";"3.09";"0.96"
"Yimmi Javier Chará Zamora";"Y. Chará";"18225";"1991-04-02";"LW";"Wide Attacker";"90.01";"44.65";"15";"0";"0.55";"1.12";"30.55";"31.68";"7551.64";"125.86";"1150.7";"551.34";"59.85";"260.26";"12.54";"811.6";"72.39";"91.92";"8.6";"60.92";"13.35";"6.36";"1.88"
"Yimmi Javier Chará Zamora";"Y. Chará";"18225";"1991-04-02";"RW";"Wide Attacker";"80.73";"39.76";"5";"0";"0.62";"1.7";"28.78";"28.78";"7980.55";"133.01";"1328.68";"599.45";"59.46";"230.9";"11.77";"830.35";"71.23";"93.57";"6.34";"62.18";"13.28";"4.23";"1.21"
"Carlos Darwin Quintero Villalba";"D. Quintero";"23334";"1987-09-19";"AM";"Midfield";"90.99";"43.99";"9";"0";"0.75";"1.44";"28.56";"29.46";"7917.94";"131.97";"1337.06";"609.12";"54.56";"166.87";"8.49";"775.99";"63.05";"87.6";"5.3";"63.35";"11.82";"3.18";"0.45"
"Carlos Darwin Quintero Villalba";"D. Quintero";"23334";"1987-09-19";"CF";"Center Forward";"95.19";"44.8";"23";"0";"0.63";"1.29";"29.28";"31.2";"7554.88";"125.91";"1195.69";"551.97";"54.5";"188.88";"9.14";"740.84";"63.64";"87.16";"7.74";"60.84";"14.15";"5.24";"1.22"
"Andrés Felipe Andrade Torres";"A. Andrade";"23397";"1989-02-23";"LW";"Wide Attacker";"82.9";"38.91";"5";"0";"0.77";"1.62";"28.56";"28.56";"8152.97";"135.88";"1520.12";"593.06";"55.82";"195.53";"8.33";"788.59";"64.15";"96.53";"6.17";"64.76";"12.64";"4.01";"1.23"
"Yerson Candelo Miranda";"Y. Candelo";"23437";"1992-02-24";"RB";"Full Back";"100.61";"48.97";"10";"0";"0.59";"1.13";"30.05";"31.26";"7522.15";"125.37";"1081.14";"516.86";"53.79";"255.61";"12.01";"772.47";"65.8";"86.63";"8.46";"60.78";"12.01";"6.74";"2.45"
"Francisco Javier Meza Palma";"F. Meza";"23552";"1991-08-29";"LCB";"Central Defender";"100.1";"46.91";"9";"0";"0.79";"1.68";"27.59";"29.02";"7597.47";"126.62";"972.44";"350.15";"33.54";"118.38";"4.55";"468.53";"38.08";"88.39";"5.12";"59.12";"7.96";"2.13";"0.71"
"Francisco Javier Meza Palma";"F. Meza";"23552";"1991-08-29";"RCB";"Central Defender";"101.15";"48.1";"14";"0";"0.74";"null";"27.78";"29.04";"7429.34";"123.82";"925.57";"329.76";"28.33";"94.18";"4.19";"423.94";"32.52";"87.59";"4.81";"60.23";"7.84";"2.67";"0.27"
"Dairon Estibens Asprilla Rivas";"D. Asprilla";"23851";"1992-05-25";"RW";"Wide Attacker";"80.11";"39.35";"9";"0";"0.66";"1.36";"30.12";"31.02";"8407.57";"140.13";"1365.29";"682.73";"71.66";"343.57";"17.11";"1026.3";"88.77";"99.61";"7.79";"63.53";"14.57";"5.59";"2.03"
"Jordy Joâo Monroy Ararat";"J. Monroy";"24192";"1996-01-03";"RB";"Full Back";"96.7";"45.36";"19";"0";"0.55";"1.07";"31.01";"32.96";"8020.21";"133.67";"1258.41";"572.99";"59.32";"283.85";"12.32";"856.83";"71.64";"96.5";"6.68";"69.97";"12.95";"4.11";"2.09"
"Víctor Danilo Cantillo Jiménez";"V. Cantillo";"24834";"1993-10-15";"LDM";"Midfield";"92.09";"45.32";"21";"0";"0.69";"1.55";"24.99";"27.24";"8075.05";"134.58";"1250.0";"270.6";"25.98";"27.17";"0.88";"297.78";"26.86";"85.37";"2.96";"67.84";"6.24";"1.45";"0.06"
"Víctor Danilo Cantillo Jiménez";"V. Cantillo";"24834";"1993-10-15";"LM";"Midfield";"81.65";"42.43";"5";"0";"0.79";"null";"25.46";"25.46";"8036.58";"133.94";"1284.56";"304.6";"28.56";"32.81";"0.85";"337.4";"29.41";"83.15";"2.26";"65.9";"8.48";"1.13";"0.0"
"Jorman David Campuzano Puentes";"J. Campuzano";"25432";"1996-04-30";"LDM";"Midfield";"94.41";"43.56";"5";"0";"0.75";"1.64";"28.26";"28.26";"8552.79";"142.55";"1492.72";"524.2";"51.24";"191.72";"7.16";"715.92";"58.4";"90.35";"5.23";"74.65";"8.26";"3.31";"1.65"
"Jorman David Campuzano Puentes";"J. Campuzano";"25432";"1996-04-30";"RDM";"Midfield";"91.79";"41.67";"8";"0";"0.67";"1.46";"28.36";"29.46";"8438.28";"140.64";"1346.99";"442.4";"42.48";"116.99";"5.94";"559.38";"48.42";"88.73";"4.32";"71.09";"9.18";"2.34";"0.36"
"Gabriel Rafael Fuentes Gómez";"G. Fuentes";"25947";"1997-02-09";"LB";"Full Back";"100.46";"49.69";"25";"0";"0.58";"1.28";"29.43";"31.04";"7912.18";"131.87";"1277.52";"562.16";"56.56";"228.79";"10.29";"790.95";"66.85";"97.47";"6.04";"66.94";"11.21";"4.11";"0.92"
"Jaime Alberto Alvarado Hoyos";"J. Alvarado";"25950";"1999-07-26";"DM";"Midfield";"93.95";"43.23";"10";"0";"0.57";"null";"27.95";"28.78";"8261.72";"137.7";"1216.33";"439.82";"39.55";"118.66";"5.14";"558.48";"44.69";"87.57";"3.61";"66.9";"8.88";"1.67";"0.42"
"Jaime Alberto Alvarado Hoyos";"J. Alvarado";"25950";"1999-07-26";"LDM";"Midfield";"93.56";"42.17";"6";"0";"null";"null";"27.35";"27.58";"7852.56";"130.88";"1069.19";"370.62";"37.7";"103.86";"4.27";"474.48";"41.97";"88.21";"3.32";"64.97";"10.43";"1.42";"0.47"
"Mender García Torres";"M. García";"25953";"1998-10-28";"CF";"Center Forward";"90.39";"47.54";"6";"0";"0.69";"1.34";"29.55";"29.98";"8770.6";"146.18";"1608.25";"770.57";"78.68";"265.69";"16.83";"1036.26";"95.51";"101.19";"8.84";"75.1";"14.3";"5.68";"3.37"
"Álvaro Anyiver Angulo Mosquera";"Á. Angulo";"25956";"1997-06-03";"LB";"Full Back";"92.6";"44.71";"26";"0";"0.6";"1.13";"30.61";"32.18";"7828.13";"130.47";"1164.28";"633.5";"64.32";"322.61";"14.45";"956.11";"78.77";"94.41";"6.87";"63.7";"13.37";"5.11";"2.12"
"Edwin Alberto Herrera Hernández";"E. Herrera";"25959";"1998-09-02";"LB";"Full Back";"97.11";"47.24";"9";"0";"0.7";"1.39";"29.74";"30.58";"8113.13";"135.22";"1404.27";"644.27";"62.52";"251.78";"12.28";"896.05";"74.8";"89.34";"6.92";"62.66";"10.73";"4.66";"1.27"
"Edwin Alberto Herrera Hernández";"E. Herrera";"25959";"1998-09-02";"RB";"Full Back";"100.63";"48.78";"12";"0";"0.61";"1.2";"29.27";"30.44";"8050.72";"134.18";"1344.3";"584.2";"57.1";"214.24";"10.66";"798.44";"67.76";"90.82";"5.74";"64.89";"10.25";"3.9";"1.13"
"Luis Fernando Sandoval Oyola";"L. Sandoval";"25963";"1999-06-01";"CF";"Center Forward";"91.0";"41.77";"16";"0";"0.67";"1.24";"28.54";"29.6";"7582.21";"126.37";"1106.24";"521.47";"53.6";"191.78";"9.7";"713.25";"63.3";"87.18";"6.2";"61.86";"12.12";"4.4";"1.44"
"Lucas Emanuel Ríos";"L. Ríos";"26255";"1998-03-08";"AM";"Midfield";"74.7";"41.27";"5";"0";"0.71";"1.41";"27.52";"27.52";"8542.37";"142.37";"1547.34";"490.2";"47.97";"102.92";"6.4";"593.12";"54.37";"94.2";"4.36";"70.07";"8.14";"3.2";"0.87"
"Edwar Manuel López Gomez";"E. López";"26273";"1995-03-09";"CF";"Center Forward";"81.14";"40.7";"7";"0";"0.6";"1.16";"30.99";"31.5";"7531.93";"125.53";"1084.02";"571.6";"72.66";"342.88";"16.85";"914.48";"89.51";"95.83";"13.27";"66.55";"17.69";"10.53";"4.0"
"Edwar Manuel López Gomez";"E. López";"26273";"1995-03-09";"LF";"Wide Attacker";"93.09";"41.66";"7";"0";"0.56";"1.09";"31.43";"32.26";"7474.44";"124.57";"1123.68";"573.77";"72.0";"355.49";"18.1";"929.26";"90.11";"98.75";"10.9";"67.68";"16.46";"8.64";"3.09"
"Rafael Enrique Pérez Almeida";"R. Pérez";"26536";"1990-01-09";"LCB";"Central Defender";"99.85";"51.0";"8";"0";"0.71";"1.62";"28.51";"29.1";"7000.6";"116.68";"814.23";"296.46";"29.41";"87.2";"3.53";"383.66";"32.94";"79.56";"4.56";"57.5";"6.03";"2.35";"0.59"
"Dayro Mauricio Moreno Galindo";"D. Moreno";"26541";"1985-09-16";"CF";"Center Forward";"94.19";"45.3";"44";"0";"0.67";"1.46";"28.62";"31.02";"6913.66";"115.23";"1006.31";"521.88";"51.5";"199.26";"10.02";"721.14";"61.52";"81.54";"5.84";"58.63";"11.59";"3.61";"1.11"
"Michael David Barrios Puerta";"M. Barrios";"27112";"1991-04-21";"LW";"Wide Attacker";"91.92";"44.41";"21";"0";"0.59";"1.14";"30.92";"32.86";"7267.88";"121.13";"1010.22";"519.68";"60.03";"273.32";"13.32";"793.0";"73.35";"83.13";"7.08";"55.65";"13.19";"5.53";"1.87"
"Hárold Santiago  Mosquera Caicedo";"H. Mosquera";"27118";"1995-02-07";"CF";"Center Forward";"81.73";"38.05";"12";"0";"0.7";"1.25";"29.38";"30.4";"8514.31";"141.91";"1613.1";"727.38";"73.58";"240.71";"12.74";"968.09";"86.32";"101.83";"7.75";"70.56";"15.9";"5.78";"1.97"
"Diego Fernando Moreno Quintero";"D. Moreno";"27287";"1996-02-27";"AM";"Midfield";"84.21";"39.44";"6";"0";"0.89";"null";"26.97";"27.5";"8482.07";"141.37";"1382.49";"502.08";"44.38";"107.52";"4.06";"609.59";"48.43";"93.06";"5.07";"74.3";"7.86";"2.54";"0.0"
"Diego Fernando Moreno Quintero";"D. Moreno";"27287";"1996-02-27";"LM";"Midfield";"86.85";"41.8";"7";"0";"0.83";"1.74";"26.54";"27.06";"8709.84";"145.16";"1578.95";"440.67";"39.58";"70.95";"3.08";"511.62";"42.65";"101.09";"5.13";"77.92";"9.84";"3.28";"0.41"
"Rodrigo Julián Holgado";"R. Holgado";"28379";"1995-06-28";"CF";"Center Forward";"86.76";"42.6";"20";"0";"0.71";"1.33";"26.43";"27.98";"8082.33";"134.71";"1419.04";"521.58";"45.7";"79.5";"4.37";"601.08";"50.07";"81.61";"5.0";"58.66";"8.73";"2.25";"0.42"
"Marcelo Damián Ortíz";"M. Ortíz";"28531";"1994-01-13";"RCB";"Central Defender";"99.21";"45.38";"30";"0";"0.64";"1.32";"28.01";"30.18";"7731.65";"128.86";"1136.99";"434.87";"42.88";"132.22";"7.32";"567.08";"50.2";"95.55";"6.35";"68.09";"9.3";"3.61";"0.88"
"Emanuel Olivera";"E. Olivera";"28737";"1990-04-02";"LCB";"Central Defender";"98.76";"48.55";"5";"0";"0.82";"null";"28.0";"28.0";"7113.98";"118.57";"821.89";"299.59";"28.43";"119.39";"5.19";"418.98";"33.62";"84.29";"4.45";"58.09";"5.44";"1.98";"0.74"
"Emanuel Olivera";"E. Olivera";"28737";"1990-04-02";"RCB";"Central Defender";"100.47";"50.53";"32";"0";"0.69";"1.45";"27.71";"29.62";"7115.69";"118.59";"846.02";"300.46";"26.42";"66.13";"3.23";"366.59";"29.65";"78.71";"4.16";"55.96";"6.27";"1.3";"0.26"
"Wilson David Morelo López";"W. Morelo";"28741";"1987-05-21";"CF";"Center Forward";"96.24";"46.95";"21";"0";"0.69";"1.26";"28.84";"30.22";"7086.56";"118.11";"911.14";"472.18";"47.53";"181.41";"9.86";"653.59";"57.39";"81.49";"5.23";"54.59";"11.32";"3.41";"1.7"
"Santiago Tréllez Viveros";"S. Tréllez";"31786";"1990-01-17";"CF";"Center Forward";"87.39";"43.23";"10";"0";"0.7";"1.31";"29.87";"30.78";"7292.99";"121.55";"1024.94";"541.96";"58.98";"260.23";"12.35";"802.19";"71.34";"87.02";"6.25";"61.48";"12.77";"4.44";"1.39"
"Jeison Steven Lucumí Mina";"S. Lucumí";"32443";"1995-04-08";"LW";"Wide Attacker";"72.7";"38.37";"5";"0";"0.82";"null";"27.2";"27.2";"8519.98";"142.0";"1623.0";"694.23";"56.29";"148.23";"6.25";"842.46";"62.54";"95.07";"5.63";"62.86";"10.01";"3.13";"0.63"
"Jeison Steven Lucumí Mina";"S. Lucumí";"32443";"1995-04-08";"RW";"Wide Attacker";"81.15";"41.21";"18";"0";"0.67";"1.26";"27.8";"29.22";"8588.18";"143.14";"1652.94";"725.76";"66.82";"196.08";"10.19";"921.84";"77.01";"99.9";"6.15";"69.24";"10.6";"4.29";"1.29"
"Gustavo Adolfo Torres Grueso";"G. Torres";"34166";"1996-06-15";"RW";"Wide Attacker";"84.58";"39.8";"14";"0";"0.6";"1.08";"29.45";"31.06";"7783.13";"129.72";"1366.34";"652.26";"66.34";"256.51";"12.92";"908.78";"79.26";"94.01";"7.75";"63.21";"14.32";"5.28";"2.15"
"Agustín Álvarez Wallace";"A. Álvarez";"34304";"2001-04-20";"RDM";"Midfield";"76.97";"39.38";"6";"0";"null";"null";"26.13";"26.58";"9784.6";"163.08";"2158.27";"481.42";"40.37";"85.82";"2.29";"567.25";"42.66";"87.85";"3.3";"67.8";"7.62";"1.27";"0.25"
"Marino Hinestroza Angulo";"M. Hinestroza";"34427";"2002-07-08";"RW";"Wide Attacker";"85.23";"40.61";"12";"0";"0.59";"1.07";"31.77";"32.92";"8037.05";"133.95";"1314.31";"735.34";"80.16";"391.93";"17.61";"1127.27";"97.77";"98.51";"9.48";"64.15";"15.88";"7.26";"2.96"
"José Manuel Aja Livchich";"J. Aja";"34553";"1993-05-10";"RCB";"Central Defender";"98.25";"48.11";"7";"0";"0.85";"null";"27.63";"28.3";"7261.47";"121.02";"817.28";"244.28";"22.81";"59.51";"2.49";"303.79";"25.3";"75.01";"2.67";"51.67";"5.7";"1.07";"0.0"
"Andrés Felipe Ibargüen García";"A. Ibargüen";"34770";"1992-05-07";"AM";"Midfield";"83.99";"39.42";"6";"0";"0.82";"1.61";"26.03";"26.5";"7706.86";"128.45";"1343.25";"483.77";"46.17";"79.91";"3.55";"563.68";"49.72";"88.28";"5.07";"64.18";"8.63";"2.79";"1.01"
"Andrés Felipe Ibargüen García";"A. Ibargüen";"34770";"1992-05-07";"CF";"Center Forward";"87.1";"43.28";"9";"0";"0.77";"1.62";"27.54";"28.18";"8015.71";"133.6";"1486.64";"583.9";"49.13";"121.37";"5.85";"705.28";"54.99";"93.34";"5.85";"64.69";"11.55";"3.08";"0.62"
"Andrés Felipe Ibargüen García";"A. Ibargüen";"34770";"1992-05-07";"LW";"Wide Attacker";"91.9";"43.03";"6";"0";"0.73";"1.44";"27.75";"28.18";"7886.95";"131.45";"1472.67";"616.07";"55.54";"166.86";"9.06";"782.93";"64.61";"93.65";"6.04";"62.75";"12.55";"3.02";"0.93"
"Edwin Alexis Velasco Uzuriaga";"E. Velasco";"35667";"1991-11-05";"LB";"Full Back";"100.69";"48.34";"21";"0";"0.64";"1.16";"29.34";"30.9";"7907.02";"131.78";"1248.44";"597.74";"62.29";"254.55";"12.23";"852.29";"74.53";"97.46";"6.09";"67.26";"13.3";"4.2";"1.77"
"Edwin Alexis Velasco Uzuriaga";"E. Velasco";"35667";"1991-11-05";"LWB";"Full Back";"86.0";"41.98";"6";"0";"0.71";"1.41";"28.18";"28.48";"8564.68";"142.74";"1660.05";"846.11";"71.7";"232.01";"13.58";"1078.12";"85.28";"107.67";"7.62";"73.37";"15.72";"4.76";"1.19"
"Yesus Segundo Cabrera Ramírez";"Y. Cabrera";"35670";"1990-09-15";"AM";"Midfield";"84.29";"37.89";"6";"0";"0.59";"1.38";"28.27";"28.48";"9060.96";"151.02";"1822.69";"590.32";"51.72";"148.31";"6.07";"738.63";"57.79";"100.81";"5.54";"76.53";"10.82";"3.96";"0.53"
"Duván Andrés Vergara Hernández";"D. Vergara";"35671";"1996-09-09";"LF";"Wide Attacker";"89.28";"45.41";"6";"0";"0.75";"1.43";"28.58";"28.82";"7674.8";"127.91";"1269.37";"460.27";"45.59";"177.72";"8.15";"637.99";"53.73";"90.73";"5.07";"64.75";"11.23";"2.86";"1.1"
"Duván Andrés Vergara Hernández";"D. Vergara";"35671";"1996-09-09";"LW";"Wide Attacker";"92.7";"45.84";"10";"0";"0.69";"1.33";"28.87";"30.26";"7753.25";"129.22";"1321.55";"470.01";"48.82";"176.56";"7.85";"646.57";"56.67";"92.27";"6.54";"60.73";"11.26";"4.45";"1.44"
"Cristian Camilo Arrieta Medina";"C. Arrieta";"35672";"1996-01-03";"DM";"Midfield";"87.14";"41.41";"10";"0";"0.61";"1.42";"27.54";"29.08";"8754.45";"145.91";"1557.93";"462.41";"43.91";"118.1";"4.35";"580.51";"48.26";"97.81";"4.49";"73.32";"7.83";"2.75";"0.58"
"Cristian Camilo Arrieta Medina";"C. Arrieta";"35672";"1996-01-03";"LM";"Midfield";"98.8";"48.54";"5";"0";"0.69";"1.46";"27.3";"27.3";"8536.22";"142.27";"1454.88";"407.17";"34.61";"76.64";"2.97";"483.81";"37.58";"88.26";"4.45";"65.51";"7.91";"1.48";"0.49"
