Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Age,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Agustín Bolívar,Quilmes Atlético Club,Primera Nacional,2026,1874,Right Defensive Midfielder,Argentina,30,08/01/96,0.05,0.05,0.06,0.09,0.67,7,21,1,,0.05,0.05,0.04,0.43,0.05,0.04,0.43,0,0,0,0.1,0.1,1.1,-0.01,0.43,0.29,0.14,67,0.72,0,0.77,0.67,1.25,1.26,2.11,1.92,19.74,9.61,0.02,7.25,40.78,16.76,8.07,2.45,3.7,75,2.29,3.55,1.87,30,0.82,48,1.68,0,15.42,14.11,5.57,4.66,1.44,42.96,5.62,36,2.83,61,0.19,0,0,35.3,68,2.45,10,54,3.22,3.46,19,61,-7,48.13,3.65,0.32,0.34,22.96,95,5.03,5.38,0.19,0.19,0,0.05,0.91,1.1,0.05,25,0.05,20,0.1,31,64,5,34,64,2,21.21,19.6,0.95,98,-1.61,20.2,19.18,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,7,3.25,21,0.04,0.09,0.05,-0.04,,0.14
Agustín Campana,Ferrocarril Midland,Primera Nacional,2026,1211,Right Wing,Argentina,28,01/05/98,0.15,0.15,0.17,0.04,4.61,3,34,6,,0.23,0.22,0.16,2.23,0.07,0.13,1.78,0.15,0.03,0.45,0.37,0.33,6.84,0.04,1.56,1.11,0.45,71,1.41,0,2.75,2.68,0.22,0.22,1.49,1.8,15.01,6.09,0.02,6.09,46.4,10.18,4.98,1.49,1.71,67,1.81,2.03,1.26,50,0.74,50,1.26,0,12.26,14.33,4.24,4.09,1.34,50.34,6.09,50,3.2,78,0.15,0,0,36.27,59,2.38,74,30,2.97,6.32,19,59,1,58.82,3.94,0.21,0.44,34.33,87,4.46,8.4,2.16,1.34,0.82,0.45,3.49,4.83,0.07,21,0.59,24,0.37,22,70,8,19,75,6,21.87,21.85,0.84,86,-0.02,18.33,18.79,0,0,0,0,0,,0,0,,0,0,0,0,0,0,41,9,6.58,40,0.07,0.09,0.03,-0.05,,0.14
Agustín Francisco Lamosa,Central Norte,Primera Nacional,2026,2284,Right Centre Back,Argentina,25,16/10/01,0.04,0.04,0.06,0.18,0.32,13,63,0,,0.04,0,0.01,0.12,0,0.01,0.12,0,0,0,0.04,0.06,0.43,-0.02,0.71,0.43,0.28,61,0.71,0,0.39,0.59,0.55,0.44,3.39,2.58,11.54,5.67,0.04,5.24,29.02,8.19,1.62,1.62,2.17,68,1.3,1.74,0.98,40,0.75,59,1.69,0.04,8.94,6.92,3.31,2.13,0.51,33.09,1.65,19,0.79,37,0.12,0,0,23.99,65,2.76,10,42,4.33,5.67,14,46,-19,41.27,2.76,0.18,0.19,18.6,96,5.6,3.03,0.59,0.12,0.47,0,0.67,0.79,0,20,0.16,33,0,39,58,4,57,39,4,26.42,25.28,0.89,90,-1.14,23.39,22.8,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,6,2.15,17,0.06,0.03,0.07,0.01,,0.16
Agustín Gallo,CSD Tristan Suarez,Primera Nacional,2026,644,Centre Forward,Argentina,27,01/02/99,0,0,0.15,0.07,2.24,0,31,5,,0.13,0,0.12,0.98,0,0.12,0.98,0,0,0,0,0.27,3.22,-0.27,0.56,0.56,0,100,1.54,0,2.66,3.36,0.14,0.06,1.12,0.68,19.29,6.99,0,4.47,64.95,4.75,3.08,0.42,0.56,75,0.25,0.31,2.8,0,0.14,45,4.19,0,16.08,9.97,4.19,2.8,0.84,69.46,14.26,89,2.24,80,0.28,0,0,16.5,49,0.14,13,9,1.54,1.12,32,32,-18,65.39,0.98,0.23,0.44,16.5,65,5.62,4.33,0.56,0.56,0,0.28,4.75,5.31,0.14,0,0.14,50,0.28,26,60,14,16,68,16,16.23,16.12,0.88,93,-0.11,14.2,15.01,0,0,0,0,0,,0,0,,0,0,0,0,0,0,41,4,2.56,18,0.04,-0.07,0,-0.03,,-0.06
Agustín Graneros,San Martín Tucumán,Primera Nacional,2026,635,Left Defensive Midfielder,Argentina,25,30/05/01,0,0,0.11,0.09,1.13,0,0,1,,0,0,0.02,0.28,0,0.02,0.28,0,0,0,0,0.12,1.42,-0.12,1.42,0.85,0.57,60,3.12,0,1.7,2.41,0.71,0.74,1.56,1.39,21.55,11.2,0.03,8.22,40.6,14.6,4.54,3.54,4.25,89,3.75,4.49,2.41,50,0.43,41,1.7,0,15.73,17.42,6.8,5.53,2.41,42.38,4.68,30,2.98,54,0.71,0,0,39.97,78,2.69,3,63,2.13,3.69,20,66,-12,46.03,4.54,0.26,0.3,34.59,90,5.11,5.95,0.14,0.14,0,0,1.7,1.84,0,0,0,0,0,20,70,10,24,71,5,19.53,17.68,1,102,-1.86,19.45,18.12,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,4,3.01,25,-0.01,0.09,0.05,-0.09,,0.04
Agustín Hermoso,Acassuso,Primera Nacional,2026,2124,Left Midfielder,Argentina,24,04/11/02,0.13,0.08,0.14,0.08,1.74,5,27,3,100,0.21,0.08,0.04,0.85,0.08,0.02,0.59,0,0.01,0.25,0.17,0.18,2.59,-0.01,1.86,0.89,0.97,48,1.78,0,2.03,3.47,0.42,0.37,0.89,0.52,12.93,6.19,0.01,4.15,45.67,9.45,5.21,1.06,1.48,64,0.88,1.24,0.89,45,0.59,30,0.59,0,10.98,8.8,3.56,2.71,0.97,48.32,5.04,46,1.91,70,0.17,0,0,23.35,55,1.48,14,31,1.65,4.03,18,44,-11,60.16,2.84,0.19,0.24,23.48,81,5.42,6.44,1.06,0.55,0.51,0.13,2.25,2.8,0,8,0.17,11,0.25,32,61,7,31,61,8,21.98,20.12,0.86,82,-1.86,18.99,16.56,0,0,0,0,0,,0,0,,0,0,0,0,0,0,36,10,3.17,32,0.01,0.07,0.04,0.03,,0.14
Agustín Lavezzi,Quilmes Atlético Club,Primera Nacional,2026,1771,Right Centre Forward,Argentina,30,14/01/96,0.36,0.25,0.2,0.07,2.85,9,38,5,100,0.33,0.1,0.09,1.07,0.1,0.09,1.07,0,0,0,0.36,0.28,3.91,0.07,2.95,1.52,1.42,52,2.49,0.05,3.15,5.69,0.05,0.03,0.2,0.16,11.89,3.41,0.02,3.35,68.47,5.44,3.51,0.46,0.51,100,0.34,0.37,0.97,,0,30,1.02,0,10.47,9.7,2.8,2.74,1.07,70.44,9.4,90,2.49,91,0.05,0,0,23.23,61,1.02,16,43,0.61,1.93,22,58,-2,64.31,2.69,0.25,0.5,29.22,75,6.47,7.83,1.07,1.07,0,0.36,5.39,6.45,0,38,0.66,27,0.56,12,74,15,10,77,13,17.26,14.96,0.97,98,-2.3,16.71,14.68,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,10,4.18,27,-0.04,0.07,0.01,0.07,,0.11
Agustín Morales,Atlético Atlanta,Primera Nacional,2026,315,Right Midfielder,Argentina,27,13/02/99,0,0,0.1,0.06,1.71,0,0,3,,0,0,0.18,1.71,0,0.13,1.43,0,0.06,0.29,0,0.28,3.42,-0.28,1.43,1.14,0.29,80,1.71,0,2.57,0.86,0,0,0.86,0.8,14.84,5.71,0,4.57,49.75,7.71,4.57,2.28,2.28,67,2.38,2.38,0.86,43,1.14,50,0.57,0,11.7,9.65,3.14,3.42,1.14,52.59,6.28,54,2.57,75,0.57,0,0,20.83,53,1.43,15,33,1.14,4,20,47,-6,60.37,2.28,0.11,0.24,23.4,87,6.49,5.71,0.86,0.57,0.29,0.29,3.14,3.71,0,67,0.86,30,0.57,21,62,17,25,55,20,20.75,17.02,0.86,109,-3.73,17.89,18.47,0,0,0,0,0,,0,0,,0,0,0,0,0,0,40,9,3.08,33,0.09,0.11,0.02,-0.07,,0.15
Agustín Obando,Atlético de Rafaela,Primera Nacional,2026,1409,Left Centre Midfielder,Argentina,26,10/03/00,0.13,0.13,0.09,0.05,1.85,7,34,3,,0.15,0.06,0.09,1.09,0,0.06,0.7,0.06,0.03,0.38,0.19,0.18,2.94,0.01,0.38,0.26,0.13,67,1.6,0,1.09,1.21,0.89,0.91,1.21,0.96,15.33,7.09,0.02,5.43,45.63,8.37,4.92,1.6,2.49,68,1.31,2.23,1.66,53,0.77,50,1.72,0.06,12.07,9.83,4.02,3.51,1.53,48.5,6.07,50,2.56,73,0.32,0,0,26,64,2.87,84,45,1.98,5.62,25,70,6,59.5,4.02,0.21,0.28,21.72,91,4.44,8.5,1.21,0.57,0.64,0.06,1.34,1.92,0.06,16,0.32,23,0.13,28,64,9,27,62,11,23.07,18.18,0.92,102,-4.89,21.23,18.53,0,0,0,0,0,,0,0,,0,0,0,0,0,0,33,9,3.7,32,0.04,0.06,0.01,0.01,,0.11
Agustín Ramírez,CA Mitre,Primera Nacional,2026,432,Right Wing,Argentina,26,01/05/00,0.21,0.21,0.09,0.03,2.5,8,75,4,,0.24,0.42,0.22,1.88,0.42,0.17,1.46,0,0.05,0.42,0.63,0.31,4.38,0.31,3.34,1.67,1.67,50,1.46,0,2.71,3.75,0.83,1.18,0.21,0.25,17.51,7.3,0.03,4.59,45.63,10.01,4.17,2.71,3.54,81,2.75,3.93,2.29,50,0.63,27,0.83,0,12.51,13.08,3.54,3.96,1.25,49.76,6.25,50,2.29,58,0.21,0,0,29.19,65,0.83,11,21,0.42,3.75,18,68,3,61.98,2.5,0.36,0.46,33.36,81,6.93,8.34,1.04,0.63,0.42,0.21,2.71,3.34,0,20,0.21,8,0.21,17,63,20,13,55,33,17.76,13.07,0.85,106,-4.69,15.09,13.86,0,0,0,0,0,,0,0,,0,0,0,0,0,0,35,6,6.4,47,-0.03,0.11,0.02,0.07,,0.17
Agustín Rufinetti,Ciudad Bolivar,Primera Nacional,2026,2457,Goalkeeper,Argentina,26,26/01/00,0,0,0,,0,,,0,,0,0,0,0.04,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0,,0.15,0,0,0,0,0,0.04,0.06,0.04,0,0,8.21,2.79,3.88,0,0,0,,0,0,0,100,0,0,0,0,0.04,0.01,0,0,0,7.27,0,0,0,,0.11,0,0,15.39,63,7,23,42,1.98,14.8,10,55,-8,10,1.58,0.02,0.02,13.41,100,6.14,0.88,0.07,0.04,0.04,0,0,0.04,0,0,0,,0,55,45,0,96,4,0,47.91,46.39,0.74,83,-1.52,35.56,38.52,0.84,0.88,0.04,74,73,1,1,3.26,26,12.57,2.05,0.04,0,17.59,1,29,3,1.18,11,0.13,0.05,0,,0.14,0.32
Agustín Solveyra,Atlético de Rafaela,Primera Nacional,2026,1761,Right Back,Argentina,25,03/01/01,0.05,0.05,0.01,0.04,0.2,25,50,0,,0,0.05,0.02,0.31,0.05,0.02,0.26,0,0,0.05,0.1,0.03,0.51,0.08,0.72,0.31,0.41,43,1.23,0,0.41,0.66,1.07,1.1,3.68,3.11,14.05,7.36,0.02,5.67,28.53,10.53,2.71,2.04,3.12,67,1.61,2.71,1.33,49,1.02,64,2.1,0,10.73,8.08,3.73,2.15,0.87,32.8,2.71,25,1.48,69,0.26,0,0,26.47,67,4.04,6,53,4.96,6.39,16,50,-18,41.73,4.09,0.18,0.2,19.57,95,5.45,3.99,0.61,0.31,0.31,0.05,0.51,0.82,0.05,42,0.26,33,0.1,35,61,4,45,51,4,25.98,24.99,0.94,95,-0.99,24.47,23.85,0,0,0,0,0,,0,0,,0,0,0,0,0,0,34,9,2.89,24,0.1,0.04,0.08,-0.01,,0.21
Agustín Sosa,Club Social y Deportivo Madryn,Primera Nacional,2026,1391,Right Back,Argentina,26,28/08/00,0.06,0.06,0.03,0.07,0.39,17,17,1,,0.05,0,0.01,0.39,0,0.01,0.26,0,0,0.13,0.06,0.04,0.78,0.03,1.04,0.65,0.39,63,1.62,0,0.71,0.84,0.52,0.42,3.3,3.05,16.3,7.44,0.02,6.92,33.29,10.67,3.11,3.04,3.56,75,3,3.42,1.49,48,1.04,73,2.85,0,11.84,11.96,4.92,3.04,1.55,34.78,2.98,25,1.55,51,0.13,0,0,26.52,64,2.13,31,38,4.14,4.72,20,55,-10,48.04,4.72,0.1,0.13,20.44,93,4.79,4.92,0.78,0.39,0.39,0,0.52,0.91,0,25,0.19,11,0,38,55,7,42,51,7,21.59,18.6,0.88,96,-2.99,19.08,17.88,0,0,0,0,0,,0,0,,0,0,0,0,0,0,37,10,2.59,25,0.1,0.03,0.01,-0.02,,0.12
Agustín Toledo,Colón,Primera Nacional,2026,867,Left Defensive Midfielder,Argentina,26,29/02/00,0.21,0.21,0.13,0.08,1.76,12,41,2,,0.13,0,0.07,0.62,0,0.06,0.52,0,0.01,0.1,0.21,0.2,2.39,0,1.56,0.62,0.93,40,1.45,0,1.87,1.66,1.35,1.25,1.45,1.77,21.27,10.27,0.01,7.26,43.36,13.59,7.37,3.11,4.46,63,3.64,4.89,1.56,33,1.87,42,1.14,0,16.6,17.7,4.98,5.5,1.66,46.36,7.26,44,3.42,62,0.21,0,0,45.76,75,4.77,16,65,3.01,5.81,19,69,-6,52.91,5.91,0.44,0.55,40.05,92,5.13,11.31,1.76,1.56,0.21,0,1.56,3.11,0,47,0.83,62,0,28,65,7,29,65,6,21.34,18.92,0.97,103,-2.41,20.78,19.41,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,9,4.88,37,0.08,0.09,0.02,0.01,,0.21
Alan Aguirre,Argentino Agropecuario,Primera Nacional,2026,1530,Left Centre Back,Argentina,33,12/08/93,0.06,0.06,0.04,0.22,0.18,33,33,0,,0.03,0.06,0.01,0.18,0.06,0.01,0.18,0,0,0,0.12,0.05,0.35,0.07,0.06,0.06,0,100,0.53,0,0.24,0.29,0.41,0.33,6.06,5.6,8.77,4.88,0.07,6.24,22.33,11.3,1.18,0.76,1.18,57,0.58,0.91,0.53,43,0.59,67,2,0.12,7.47,6.58,3.41,0.88,0.24,27.99,0.76,10,0.35,40,0.24,0,0,33.13,75,4.24,15,50,6.59,8,13,74,-2,35.89,2.12,0.24,0.25,21.89,98,5.01,2.12,0.29,0.29,0,0.18,1.06,1.35,0.12,20,0.06,25,0.18,38,59,4,50,47,3,26.37,22.24,0.89,102,-4.13,23.38,22.59,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,10,3.67,25,0.03,0.03,0.13,0,,0.19
