"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count Pressures received in sample";"Count Pressures received per 100 Pressures";"Count forced losses under Pressure per 100 Pressures";"Count ball retentions under Pressure per 100 Pressures";"Ball retention ratio under Pressure";"Pass completion ratio under Pressure";"Count pass attempts under Pressure per 100 Pressures";"Count completed passes under Pressure per 100 Pressures";"Count dangerous pass attempts under Pressure per 100 Pressures";"Count dangerous passes completed under Pressure per 100 Pressures";"Dangerous pass completion ratio under Pressure";"Count difficult pass attempts under Pressure per 100 Pressures";"Count difficult passes completed under Pressure per 100 Pressures";"Difficult pass completion ratio under Pressure"
"Byron Efrain Palacios Vélez";"CF";"all";"all";"120577";"B. Palacios";"1995-02-20";"82.28";"14.11";"12";"1";"186";"100";"29.57";"70.43";"70.43";"75.51";"52.69";"39.78";"20.97";"13.44";"64.1";"14.52";"5.91";"40.74"
"Bryan Leonardo Quiñonez Mendoza";"LCB";"all";"all";"132184";"B. Quiñonez";"2003-07-17";"82.21";"18.65";"5";"0";"75";"100";"24";"76";"76";"75.81";"82.67";"62.67";"0";"0";"";"10.67";"6.67";"62.5"
"Bryan Josías Ramírez León";"LB";"all";"all";"121747";"B. Ramírez";"2000-08-11";"93.92";"18.94";"5";"0";"123";"100";"21.14";"78.86";"78.86";"82.93";"66.67";"55.28";"6.5";"4.07";"62.5";"15.45";"8.13";"52.63"
"Bryan Josías Ramírez León";"RF";"all";"all";"121747";"B. Ramírez";"2000-08-11";"85.54";"15.91";"6";"1";"170";"100";"22.94";"77.06";"77.06";"82.86";"61.76";"51.18";"10";"7.65";"76.47";"14.12";"7.65";"54.17"
"Cristopher Adonis Angulo Caicedo";"RB";"all";"all";"73480";"C. Angulo";"2000-10-09";"93.55";"16.16";"11";"0";"224";"100";"25.45";"74.55";"74.55";"73.72";"69.64";"51.34";"4.46";"2.68";"60";"16.52";"8.04";"48.65"
"Carlos Alexi Arboleda Ruiz";"LW";"all";"all";"39419";"C. Arboleda";"1991-01-24";"90.26";"16.79";"12";"1";"207";"100";"32.85";"67.15";"67.15";"68.71";"71.01";"48.79";"13.04";"5.31";"40.74";"25.6";"10.14";"39.62"
"Carlos Andrés Cuero Quiñónez";"LB";"all";"all";"39412";"C. Cuero";"1996-02-17";"94.22";"15.61";"9";"0";"151";"100";"23.18";"76.82";"76.82";"75";"76.82";"57.62";"9.93";"7.28";"73.33";"27.15";"14.57";"53.66"
"Cristian Damián Erbes";"DM";"all";"all";"15476";"C. Erbes";"1990-01-06";"99.13";"20.27";"7";"0";"166";"100";"17.47";"82.53";"82.53";"83.11";"89.16";"74.1";"1.81";"0.6";"33.33";"10.84";"5.42";"50"
"Cristian Gabriel García";"RM";"all";"all";"69567";"C. García";"1996-07-22";"94.68";"14.4";"7";"0";"118";"100";"22.88";"77.12";"77.12";"76.29";"82.2";"62.71";"2.54";"1.69";"66.67";"17.8";"11.86";"66.67"
"Carlos Alejandro Medina Castillo";"LCB";"all";"all";"43563";"C. Medina";"2001-10-23";"100.35";"15.64";"10";"0";"97";"100";"35.05";"64.95";"64.95";"66.23";"79.38";"52.58";"0";"0";"";"20.62";"12.37";"60"
"César Marcelo Meli";"LDM";"all";"all";"26456";"C. Meli";"1992-06-29";"86.88";"18.44";"5";"0";"152";"100";"15.79";"84.21";"84.21";"87.27";"72.37";"63.16";"5.92";"3.29";"55.56";"7.24";"3.95";"54.55"
"César Marcelo Meli";"LM";"all";"all";"26456";"C. Meli";"1992-06-29";"81.17";"17.04";"8";"0";"216";"100";"21.76";"78.24";"78.24";"78.57";"77.78";"61.11";"6.48";"2.31";"35.71";"7.87";"2.31";"29.41"
"César Marcelo Meli";"RM";"all";"all";"26456";"C. Meli";"1992-06-29";"97.32";"18.97";"5";"0";"128";"100";"21.09";"78.91";"78.91";"78";"78.12";"60.94";"7.03";"2.34";"33.33";"12.5";"2.34";"18.75"
"Cristian Anderson Penilla Caicedo";"LW";"all";"all";"23501";"C. Penilla";"1991-05-02";"99.04";"15.3";"11";"0";"274";"100";"30.29";"69.71";"69.71";"70.97";"56.57";"40.15";"16.06";"10.22";"63.64";"19.34";"12.41";"64.15"
"Carlos Anderson Pérez Ochoa";"RCB";"all";"all";"37045";"C. Pérez";"1995-06-15";"99.56";"18.45";"18";"1";"241";"100";"25.73";"74.27";"74.27";"77.14";"87.14";"67.22";"2.07";"1.24";"60";"27.8";"16.6";"59.7"
"Carlos Adalberto Rolón Ibarra";"LCB";"all";"all";"38397";"C. Rolón";"1992-06-30";"99.3";"19.77";"22";"0";"226";"100";"31.86";"68.14";"68.14";"71.26";"76.99";"54.87";"1.77";"0.44";"25";"22.12";"9.73";"44"
"Cristhian Julio Solano Barro";"LW";"all";"all";"69620";"C. Solano";"1999-02-08";"73.46";"13.84";"5";"0";"112";"100";"34.82";"65.18";"65.18";"68.97";"51.79";"35.71";"11.61";"3.57";"30.77";"12.5";"4.46";"35.71"
"Cristian Alejandro Tobar Luna";"LW";"all";"all";"569397";"C. Tobar";"2000-07-05";"99.37";"19.69";"7";"2";"194";"100";"23.71";"76.29";"76.29";"81.82";"62.37";"51.03";"14.43";"8.76";"60.71";"15.98";"9.28";"58.06"
"Charles Ariel Vélez Plaza";"LM";"all";"all";"38224";"C. Vélez";"1992-12-26";"88.35";"15.5";"8";"0";"179";"100";"17.32";"82.68";"82.68";"84.52";"86.59";"73.18";"8.38";"6.15";"73.33";"12.85";"7.26";"56.52"
"Cristian Exequiel Zabala";"LDM";"all";"all";"116284";"C. Zabala";"1998-03-04";"77.86";"17.58";"6";"0";"119";"100";"15.13";"84.87";"84.87";"85.86";"83.19";"71.43";"10.92";"6.72";"61.54";"12.61";"7.56";"60"
"Cristian Exequiel Zabala";"RDM";"all";"all";"116284";"C. Zabala";"1998-03-04";"82.06";"21.47";"6";"1";"148";"100";"13.51";"86.49";"86.49";"88.89";"85.14";"75.68";"8.78";"5.41";"61.54";"12.16";"6.76";"55.56"
"Diego Andrés Armas Benavides";"AM";"all";"all";"39064";"D. Armas";"1990-07-02";"89.96";"17.47";"13";"0";"247";"100";"19.03";"80.97";"80.97";"82.27";"82.19";"67.61";"15.79";"9.31";"58.97";"17.41";"9.31";"53.49"
"Diego Andrés Armas Benavides";"CF";"all";"all";"39064";"D. Armas";"1990-07-02";"90.54";"16.09";"9";"1";"183";"100";"24.04";"75.96";"75.96";"78.17";"77.6";"60.66";"13.11";"7.65";"58.33";"15.85";"6.56";"41.38"
"Diogo Osmar Bagüí Tobar";"LCB";"all";"all";"641751";"D. Bagui";"2005-03-20";"101.86";"19.97";"9";"0";"171";"100";"28.65";"71.35";"71.35";"73.43";"83.63";"61.4";"0";"0";"";"18.13";"7.6";"41.94"
"Diogo Osmar Bagüí Tobar";"RCB";"all";"all";"641751";"D. Bagui";"2005-03-20";"103.64";"20.61";"6";"0";"99";"100";"31.31";"68.69";"68.69";"70.89";"79.8";"56.57";"2.02";"0";"0";"17.17";"9.09";"52.94"
"Damián Rodrigo Díaz";"AM";"all";"all";"38422";"D. Díaz";"1986-05-01";"80.67";"17.04";"9";"0";"245";"100";"22.04";"77.96";"77.96";"80.65";"75.92";"61.22";"19.18";"12.24";"63.83";"22.04";"14.29";"64.81"
"Diego Iván Ledesma";"CF";"all";"all";"600103";"D. Ledesma";"1993-06-26";"83.68";"16.15";"5";"0";"36";"100";"25";"75";"75";"82.61";"63.89";"52.78";"11.11";"11.11";"100";"13.89";"8.33";"60"
"Danny Gabriel Luna Morán";"AM";"all";"all";"69525";"D. Luna";"1991-05-25";"86.38";"16.94";"11";"3";"281";"100";"22.42";"77.58";"77.58";"79.7";"70.11";"55.87";"17.79";"10.68";"60";"22.78";"13.88";"60.94"
"Darwin Guillermo López Tobías";"CF";"all";"all";"66405";"D. López";"1992-02-10";"93.85";"16.59";"11";"1";"80";"100";"32.5";"67.5";"67.5";"83.78";"46.25";"38.75";"16.25";"11.25";"69.23";"12.5";"5";"40"
"Daniel Alberto Patiño Mencias";"RB";"all";"all";"69611";"D. Patiño";"1993-12-01";"100.64";"16.34";"16";"0";"220";"100";"40.91";"59.09";"59.09";"56.99";"84.55";"48.18";"6.82";"1.82";"26.67";"40";"17.27";"43.18"
"Daniel Guillermo Porozo Valencia";"CF";"all";"all";"570844";"D. Porozo";"1997-09-20";"74.1";"12.73";"5";"0";"54";"100";"44.44";"55.56";"55.56";"50";"29.63";"14.81";"16.67";"5.56";"33.33";"12.96";"1.85";"14.29"
"Dennys Fabián Quintero Loor";"CB";"all";"all";"69636";"D. Quintero";"1997-06-14";"94.76";"11.5";"5";"2";"33";"100";"48.48";"51.52";"51.52";"46.15";"78.79";"36.36";"3.03";"0";"0";"42.42";"12.12";"28.57"
"Dennys Fabián Quintero Loor";"RCB";"all";"all";"69636";"D. Quintero";"1997-06-14";"100.85";"15.79";"17";"1";"156";"100";"33.97";"66.03";"66.03";"71.56";"69.87";"50";"1.92";"1.92";"100";"22.44";"14.74";"65.71"
"Daykol Alejandro Romero Padilla";"RB";"all";"all";"61890";"D. Romero";"2001-05-07";"91.99";"19.93";"7";"1";"160";"100";"23.12";"76.88";"76.88";"83.47";"75.62";"63.12";"6.25";"2.5";"40";"14.38";"6.88";"47.83"
"Darwin Ernesto Suarez Velez";"LB";"all";"all";"121744";"D. Suarez";"1995-01-17";"93.52";"17.51";"10";"0";"195";"100";"35.9";"64.1";"64.1";"67.68";"84.1";"56.92";"3.08";"0.51";"16.67";"20";"6.67";"33.33"
"Darwin Ernesto Suarez Velez";"LCB";"all";"all";"121744";"D. Suarez";"1995-01-17";"100.08";"20.44";"10";"1";"183";"100";"26.23";"73.77";"73.77";"72.46";"91.26";"66.12";"2.19";"0.55";"25";"25.68";"12.02";"46.81"
"Diego Francisco Ávila Murillo";"CF";"all";"all";"171565";"D. Ávila";"1993-11-15";"80.89";"13.25";"11";"2";"97";"100";"29.9";"70.1";"70.1";"77.78";"64.95";"50.52";"9.28";"7.22";"77.78";"15.46";"8.25";"53.33"
"Daniel Isai de la Cruz de la Cruz";"RB";"all";"all";"542806";"Daniel de la Cruz";"2004-03-06";"86.62";"16.85";"9";"0";"144";"100";"26.39";"73.61";"73.61";"75.93";"75";"56.94";"10.42";"4.86";"46.67";"16.67";"6.25";"37.5"
" Elian Carlos  Carabalí Bernardo";"CF";"all";"all";"580568";"E . Carabalí";"2000-04-11";"81.36";"15.67";"10";"0";"144";"100";"35.42";"64.58";"64.58";"80.6";"46.53";"37.5";"3.47";"2.08";"60";"11.11";"6.94";"62.5"
"Edison Alejandro Cabeza Almeida";"LCB";"all";"all";"38245";"E. Cabeza";"2002-07-08";"99.36";"19.7";"5";"0";"74";"100";"22.97";"77.03";"77.03";"82.14";"75.68";"62.16";"1.35";"1.35";"100";"12.16";"6.76";"55.56"
"Edison Alejandro Cabeza Almeida";"RCB";"all";"all";"38245";"E. Cabeza";"2002-07-08";"87.29";"19.64";"7";"2";"100";"100";"22";"78";"78";"82.14";"84";"69";"0";"0";"";"14";"10";"71.43"
"Edison Armando Caicedo Castro";"RDM";"all";"all";"69540";"E. Caicedo";"1990-03-13";"92.79";"18.89";"6";"0";"95";"100";"18.95";"81.05";"81.05";"84";"78.95";"66.32";"0";"0";"";"7.37";"4.21";"57.14"
"Edison Armando Caicedo Castro";"RM";"all";"all";"69540";"E. Caicedo";"1990-03-13";"89.12";"15.29";"7";"0";"129";"100";"20.16";"79.84";"79.84";"82.18";"78.29";"64.34";"0.78";"0";"0";"11.63";"6.2";"53.33"
"Eddie Fernando Guevara Chávez";"RCB";"all";"all";"69574";"E. Guevara";"1990-04-02";"97.22";"17.76";"9";"3";"99";"100";"31.31";"68.69";"68.69";"73.56";"87.88";"64.65";"0";"0";"";"22.22";"12.12";"54.55"
"Eddy Joel Mejía Montero";"LW";"all";"all";"43450";"E. Mejía";"2000-03-09";"79.27";"12.06";"10";"0";"201";"100";"35.32";"64.68";"64.68";"68.7";"57.21";"39.3";"13.43";"3.48";"25.93";"17.41";"2.49";"14.29"
"Erick David Mendoza Zambrano";"AM";"all";"all";"813455";"E. Mendoza";"2002-01-03";"98.15";"18.4";"5";"0";"99";"100";"35.35";"64.65";"64.65";"71.7";"53.54";"38.38";"14.14";"7.07";"50";"19.19";"8.08";"42.11"
"Erick David Mendoza Zambrano";"CF";"all";"all";"813455";"E. Mendoza";"2002-01-03";"98.7";"20.01";"6";"0";"143";"100";"33.57";"66.43";"66.43";"75";"41.96";"31.47";"10.49";"6.29";"60";"11.89";"4.9";"41.18"
"Edwin Ernesto Mesa Mercado";"RB";"all";"all";"121195";"E. Mesa";"1998-07-09";"86.06";"13.81";"11";"0";"165";"100";"43.03";"56.97";"56.97";"57.72";"74.55";"43.03";"4.24";"1.21";"28.57";"26.67";"7.27";"27.27"
"Elvis Adan Patta Quintero";"RB";"all";"all";"69575";"E. Patta";"1990-11-17";"101.61";"18.82";"19";"1";"335";"100";"24.78";"75.22";"75.22";"76.84";"85.07";"65.37";"4.18";"2.09";"50";"22.99";"12.24";"53.25"
"Lucas Ezequiel Piovi";"DM";"all";"all";"28615";"E. Piovi";"1992-08-20";"98.86";"18.54";"6";"0";"153";"100";"20.92";"79.08";"79.08";"77.69";"84.97";"66.01";"4.58";"3.92";"85.71";"18.95";"11.11";"58.62"
"Lucas Ezequiel Piovi";"RDM";"all";"all";"28615";"E. Piovi";"1992-08-20";"103.27";"17.63";"5";"0";"129";"100";"20.93";"79.07";"79.07";"80.19";"82.17";"65.89";"11.63";"7.75";"66.67";"24.81";"14.73";"59.38"
"Lucas Ezequiel Piovi";"RM";"all";"all";"28615";"E. Piovi";"1992-08-20";"95.85";"20.24";"8";"0";"237";"100";"15.19";"84.81";"84.81";"87.38";"86.92";"75.95";"10.97";"8.44";"76.92";"17.72";"13.08";"73.81"
"Erick Alexander Pluas Vera";"RM";"all";"all";"69621";"E. Plúas";"2002-03-20";"91.53";"16.35";"8";"0";"210";"100";"15.24";"84.76";"84.76";"84.34";"79.05";"66.67";"3.81";"2.86";"75";"10";"6.67";"66.67"
"Emiliano Romero Clavijo";"RM";"all";"all";"813056";"E. Romero";"1992-09-30";"95.47";"15.89";"7";"0";"117";"100";"20.51";"79.49";"79.49";"80.91";"94.02";"76.07";"3.42";"0.85";"25";"12.82";"7.69";"60"
"Facundo Castelli";"CF";"all";"all";"530108";"F. Castelli";"1995-02-18";"88.53";"16.73";"12";"0";"194";"100";"30.93";"69.07";"69.07";"71.08";"42.78";"30.41";"10.82";"5.67";"52.38";"12.37";"5.15";"41.67"
"Fernando Nicolás Cornejo Miranda";"LM";"all";"all";"38731";"F. Cornejo";"1995-12-26";"87.74";"16.52";"10";"0";"155";"100";"18.71";"81.29";"81.29";"85.37";"79.35";"67.74";"2.58";"0.65";"25";"9.03";"7.1";"78.57"
"Fernando Xavier Delgado Delgado";"RB";"all";"all";"813006";"F. Delgado";"1995-09-18";"91.08";"18.8";"9";"1";"164";"100";"31.1";"68.9";"68.9";"74.63";"81.71";"60.98";"5.49";"3.66";"66.67";"20.73";"15.24";"73.53"
"Franco  Fabián Suárez";"LCB";"all";"all";"813004";"F. Fabián";"1999-03-25";"98.54";"17.44";"9";"0";"94";"100";"45.74";"54.26";"54.26";"60.49";"86.17";"52.13";"0";"0";"";"24.47";"11.7";"47.83"
"Francisco David Fydriszewski";"CF";"all";"all";"28750";"F. Fydriszewski";"1993-04-13";"87.65";"18.28";"7";"0";"79";"100";"32.91";"67.09";"67.09";"75.51";"62.03";"46.84";"11.39";"8.86";"77.78";"20.25";"12.66";"62.5"
"Lautaro Fausto Grillo";"LCB";"all";"all";"14930";"F. Grillo";"1993-02-20";"101.23";"23.85";"22";"2";"415";"100";"25.78";"74.22";"74.22";"75.62";"77.11";"58.31";"2.17";"1.45";"66.67";"17.83";"8.92";"50"
"Facundo Martín Martínez Montagnoli";"DM";"all";"all";"39066";"F. Martínez";"1985-04-02";"97.03";"24.37";"5";"0";"142";"100";"7.75";"92.25";"92.25";"93.02";"90.85";"84.51";"2.82";"2.11";"75";"4.93";"2.82";"57.14"
"Facundo Martín Martínez Montagnoli";"LDM";"all";"all";"39066";"F. Martínez";"1985-04-02";"91.32";"22.67";"9";"1";"269";"100";"10.78";"89.22";"89.22";"91.63";"88.85";"81.41";"6.69";"4.83";"72.22";"8.55";"5.58";"65.22"
"Fernando David Mora Peñaranda";"LB";"all";"all";"38700";"F. Mora";"1996-04-09";"94";"13.46";"6";"0";"74";"100";"45.95";"54.05";"54.05";"54";"67.57";"36.49";"8.11";"2.7";"33.33";"27.03";"8.11";"30"
"Facundo Eduardo Pons";"CF";"all";"all";"28622";"F. Pons";"1995-11-22";"93.55";"15.97";"11";"0";"172";"100";"34.3";"65.7";"65.7";"68.97";"50.58";"34.88";"14.53";"6.4";"44";"12.21";"4.07";"33.33"
"Facundo Santiago Rodríguez";"LCB";"all";"all";"569404";"F. Rodríguez";"2000-02-26";"97.81";"21.48";"10";"0";"164";"100";"26.83";"73.17";"73.17";"75.89";"85.98";"65.24";"1.83";"0.61";"33.33";"24.39";"14.63";"60"
"Federico Mariano Paz Navarrete";"LW";"all";"all";"813452";"Federico Paz";"1994-11-10";"87.31";"18.17";"8";"0";"175";"100";"21.14";"78.86";"78.86";"82.24";"61.14";"50.29";"10.29";"6.29";"61.11";"14.29";"7.43";"52"
"Federico Mariano Paz Navarrete";"RW";"all";"all";"813452";"Federico Paz";"1994-11-10";"84.09";"18.01";"7";"2";"157";"100";"35.67";"64.33";"64.33";"66.1";"75.16";"49.68";"12.74";"7.01";"55";"22.29";"8.28";"37.14"
"Gabriel Eduardo Achilier Zurita";"CB";"all";"all";"18275";"G. Achilier";"1985-03-24";"100.24";"16.15";"7";"0";"76";"100";"28.95";"71.05";"71.05";"75.86";"76.32";"57.89";"2.63";"1.32";"50";"18.42";"7.89";"42.86"
"Gabriel Eduardo Achilier Zurita";"RCB";"all";"all";"18275";"G. Achilier";"1985-03-24";"99.17";"21.49";"17";"1";"322";"100";"17.7";"82.3";"82.3";"84.53";"82.3";"69.57";"0.93";"0.31";"33.33";"7.14";"2.8";"39.13"
"Gregori Alexander Anangonó Minda";"RB";"all";"all";"39418";"G. Anangonó";"1998-05-16";"89.05";"22.24";"18";"0";"325";"100";"23.69";"76.31";"76.31";"78.17";"77.54";"60.62";"4.62";"2.15";"46.67";"14.46";"5.54";"38.3"
"Guillermo Andrés Coronel Ayala";"RCB";"all";"all";"813461";"G. Coronel";"1999-02-25";"99.54";"18.38";"5";"0";"63";"100";"15.87";"84.13";"84.13";"87.04";"85.71";"74.6";"0";"0";"";"15.87";"12.7";"80"
"Gustavo Orlando Cortez Quiñónez";"LB";"all";"all";"39071";"G. Cortez";"1997-10-11";"101.71";"20.2";"28";"0";"693";"100";"24.24";"75.76";"75.76";"78.03";"76.19";"59.45";"7.22";"3.32";"46";"17.03";"7.79";"45.76"
"Gorman Isaac Estacio Alegría";"LB";"all";"all";"71146";"G. Estacio";"1997-09-21";"91.18";"17.59";"8";"1";"146";"100";"27.4";"72.6";"72.6";"76.07";"80.14";"60.96";"8.9";"4.11";"46.15";"23.29";"13.7";"58.82"
"Guillermo Fratta Cabrera";"RCB";"all";"all";"43721";"G. Fratta";"1995-09-19";"96.9";"18.88";"10";"1";"113";"100";"42.48";"57.52";"57.52";"60";"88.5";"53.1";"1.77";"1.77";"100";"28.32";"8.85";"31.25"
"Glendys Carlos Mina Cortez";"LB";"all";"all";"69529";"G. Mina";"1996-02-25";"99.89";"16.08";"21";"0";"339";"100";"38.35";"61.65";"61.65";"64.29";"82.6";"53.1";"7.37";"2.36";"32";"27.73";"10.62";"38.3"
"Exon Gustavo Vallecilla Godoy";"LCB";"all";"all";"38292";"G. Vallecilla";"1999-05-28";"99.9";"23.71";"5";"0";"95";"100";"23.16";"76.84";"76.84";"82.05";"82.11";"67.37";"4.21";"2.11";"50";"17.89";"9.47";"52.94"
"Exon Gustavo Vallecilla Godoy";"RCB";"all";"all";"38292";"G. Vallecilla";"1999-05-28";"98.12";"22.93";"18";"2";"328";"100";"20.43";"79.57";"79.57";"81.75";"80.18";"65.55";"2.74";"0.61";"22.22";"10.37";"5.18";"50"
"Gabriel Alejandro Villamíl Cortéz";"RM";"all";"all";"38881";"G. Villamíl";"2001-06-28";"88.54";"16.71";"8";"0";"153";"100";"22.22";"77.78";"77.78";"84.75";"77.12";"65.36";"11.76";"8.5";"72.22";"16.34";"9.8";"60"
"Ismael Díaz De León";"LW";"all";"all";"12030";"I. Díaz";"1997-05-12";"88.13";"22.83";"11";"1";"279";"100";"22.58";"77.42";"77.42";"85.06";"62.37";"53.05";"14.7";"8.6";"58.54";"10.04";"5.02";"50"
