Name,Team,Competition,Season,Minutes,90s,Appearances,Primary Position,Secondary Position,Gender,Nationality,Age,Date of Birth,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Alan Gustavo Pereira Guillén,Club Guaraní,"División Profesional, Paraguay",2025,354,3.93,12,Right Centre Forward,Centre Forward,Man,Paraguay,26,19/09/99,179,0,0,0.32,0.1,3.3,0,8,7,,0,0,0,0,0,0,0,0,0,0,0,0.32,3.3,-0.32,1.27,0.76,0.51,60,3.05,0,2.03,4.32,0,0,0.25,0.19,14.74,3.3,0,1.53,68.43,3.81,4.83,0,0,,0,0,0.25,,0,29,3.05,0,14.74,16.06,1.53,2.8,0,68.67,12.2,83,2.8,100,0,0,0,14.49,64,0,6,,0.25,0,29,47,-17,63.23,0.76,0.44,0.61,19.07,75,4.86,4.83,0,0,0,0,7.63,7.63,0,,0,,0.25,17,68,15,11,74,16,12.25,12.5,1.01,98,0.26,12.43,12.25,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,7,1.22,11,-0.15,-0.06,0.03,-0.22,,-0.4
Alan Gómez,Club Nacional,"División Profesional, Paraguay",2025,157,1.75,4,Left Midfielder,Centre Attacking Midfielder,Man,Paraguay,23,28/08/02,174,0,0,0.29,0.06,5.15,0,33,5,,0.22,0,0.38,2.29,0,0.38,2.29,0,0,0,0,0.67,7.43,-0.67,4.57,2.86,1.72,63,0.57,0,1.72,5.72,1.72,2.58,0.57,0.58,23.44,6.86,0.08,4,54.01,10.29,15.44,2.29,4,100,2.69,5.27,2.29,100,0,80,2.29,0,18.87,21.3,4,5.72,0.57,57.93,12.58,67,5.15,90,0.57,0.57,0,37.73,72,0.57,23,33,1.14,1.14,37,72,0,60.09,4,0.47,0.94,41.16,83,6.06,13.15,1.72,1.72,0,0,6.29,8,0,0,0,0,0.57,12,60,28,13,65,22,15.22,13.8,0.99,114,-1.43,15.01,15.66,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,3,6.17,31,-0.06,0.13,0,-0.1,,-0.03
Alan Gómez,Atlético Tembetary ,"División Profesional, Paraguay",2025,305,3.39,4,Left Midfielder,Centre Attacking Midfielder,Man,Paraguay,23,28/08/02,174,0,0,0.09,0.06,1.47,0,20,4,,0.02,0,0,0,0,0,0,0,0,0,0,0.09,1.47,-0.09,5.6,2.95,2.65,53,1.77,0,1.47,5.89,1.18,0.86,0.88,0.44,17.98,10.61,0,4.42,47.89,1.77,5.01,1.47,2.65,45,0.76,1.62,1.18,29,1.77,20,0.59,0,15.33,7.37,3.24,2.65,0.59,49.99,8.55,56,1.77,67,0.29,0,0,13.85,74,0.88,24,50,1.18,1.47,28,86,12,49.71,1.47,0.3,0.31,20.93,68,5.84,3.24,0,0,0,0,2.06,2.06,0.29,,0,0,0,16,64,20,0,82,18,17.46,15.25,0.94,109,-2.21,16.36,16.59,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,14,1.24,16,-0.01,-0.02,0.02,-0.05,,-0.07
Alan Herminio Núñez Duarte,Cerro Porteño,"División Profesional, Paraguay",2025,11,0.12,1,Right Back,,Man,Paraguay,21,30/09/04,176,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8.54,0,0,0,0,42.72,8.54,0,8.54,48.43,0,8.54,8.54,8.54,100,10.35,10.35,8.54,,0,,0,0,25.63,31.06,8.54,0,0,47.26,17.09,67,0,,0,0,0,25.63,100,0,0,,0,0,0,,,46.58,0,0.8,0.8,34.18,75,9.79,0,0,0,0,0,0,0,0,,0,,0,50,25,25,,,,14.56,,1,,,14.56,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,25,25.63,100,0.09,0.12,0.01,,,0.22
Alan Ledesma,Olimpia,"División Profesional, Paraguay",2025,68,0.76,2,Right Defensive Midfielder,Centre Attacking Midfielder,Man,Paraguay,17,03/09/08,178,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2.63,3.95,1.32,2.47,0,0,23.67,10.52,0,2.63,45.07,5.26,11.84,0,1.32,0,0,2.47,5.26,0,2.63,0,0,0,18.41,30.96,2.63,5.26,1.32,43.56,6.58,36,2.63,50,1.32,1.32,0,72.33,88,11.84,4,90,3.95,9.21,14,100,12,49.26,11.84,0.84,0.84,57.87,91,4.45,17.1,0,0,0,0,0,0,0,,0,,0,14,81,5,15,85,0,21.08,22.14,1.01,100,1.06,21.35,22.14,0,0,0,0,0,,0,0,,0,0,0,0,0,0,11,2,4.47,39,-0.03,-0.02,-0.02,,,-0.07
Alan Romero,Club Guaraní,"División Profesional, Paraguay",2025,184,2.05,5,Right Midfielder,Right Wing,Man,Paraguay,19,16/09/06,170,0.49,0.49,0.28,0.19,1.46,33,33,2,,0.15,0,0.08,0.98,0,0.08,0.98,0,0,0,0.49,0.37,2.44,0.12,1.95,0.49,1.46,25,1.46,0,1.46,3.42,0.98,0.96,1.95,1.46,17.57,7.32,0,1.95,50.44,2.93,5.37,0.49,1.46,100,0.14,1.1,0.98,,0,0,0,0,16.1,13.43,1.46,2.93,0.49,51.65,8.3,52,2.44,83,0,0,0,16.59,84,0,11,0,1.95,0.49,18,100,16,55.54,2.93,0.44,0.73,19.52,78,6.51,5.86,1.46,1.46,0,0,2.93,4.39,0,67,0.98,67,0,18,66,16,25,58,17,15.41,15.55,0.94,100,0.13,14.44,15.55,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,21,2.68,24,0.06,0.07,0.01,-0.02,,0.12
Alan Soñora,Cerro Porteño,"División Profesional, Paraguay",2025,430,4.78,9,Right Midfielder,Right Defensive Midfielder,Man,USA,27,02/08/98,171,0,0,0.06,0.06,1.05,0,20,1,,0.02,0.21,0.15,1.88,0,0.03,0.63,0.21,0.13,1.25,0.21,0.21,2.93,0,1.05,0.21,0.84,20,0.21,0,1.46,2.09,0.63,0.96,0.84,1.12,12.75,6.69,0,3.55,49.79,3.55,6.27,0.42,1.05,33,0.71,1.67,0.84,0,0.84,38,0.63,0.21,11.5,17.38,2.93,2.3,0.63,51.72,6.27,55,1.88,82,0.21,0,0,44.95,81,2.72,87,52,0.84,5.23,22,83,2,59.27,6.69,0.44,0.45,41.82,93,4.27,16.1,2.51,1.05,1.46,0.21,1.46,2.51,0.21,25,0.63,43,0.42,19,68,14,25,64,12,19.38,15.87,0.95,108,-3.51,18.36,17.17,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,7,6.5,40,0.09,0.04,0.01,-0.02,,0.13
Alan Tobías Morinigo,Olimpia,"División Profesional, Paraguay",2025,412,4.57,7,Left Back,Left Midfielder,Man,Argentina,20,21/09/05,171,0.22,0.22,0.07,0.16,0.44,50,50,0,,0.06,0,0.1,1.31,0,0.1,1.31,0,0,0,0.22,0.17,1.75,0.05,3.28,1.31,1.97,40,1.31,0,2.4,4.15,0.66,0.88,1.09,1.66,19.67,7.87,0,3.06,49.42,4.15,7.43,0.87,1.53,67,1.43,2.31,2.4,0,0.44,23,0.66,0,16.4,23.37,1.75,2.62,0,54.96,9.4,57,1.97,75,0.44,0,0,34.54,67,1.31,77,46,1.53,2.4,23,65,-2,57.94,4.81,0.61,0.71,36.07,84,4.62,10.93,2.62,2.62,0,0.22,1.09,3.72,0,42,1.31,38,0.22,25,63,12,26,64,10,18.07,15.22,0.94,102,-2.85,16.95,15.6,0,0,0,0,0,,0,0,,0,0,0,0,0,0,33,12,5.75,36,0.08,0.03,0.01,0.04,,0.16
Alberto Cirilo Contrera Giménez,Sportivo Ameliano,"División Profesional, Paraguay",2025,166,1.84,3,Right Midfielder,Right Centre Forward,Man,Paraguay,33,13/02/92,185,0,0,0.13,0.06,2.17,0,0,4,,0,0,0.19,1.63,0,0.07,0.54,0,0.12,1.09,0,0.31,3.8,-0.31,1.09,0.54,0.54,50,1.63,0,0,2.17,0.54,0.62,2.72,2.62,17.92,9.23,0,4.89,41.89,1.63,4.34,1.63,2.17,50,1.38,2,1.09,25,1.63,0,0,0,15.21,17.05,3.26,3.8,0,45.16,6.52,43,2.72,71,0,0,0,22.81,73,3.8,79,88,2.72,4.34,29,71,-2,55.37,4.34,0.12,0.32,26.07,92,4.4,5.97,4.34,1.09,3.26,0.54,3.8,4.89,0,25,1.09,67,0.54,20,67,12,27,73,0,22.46,13.91,1.08,125,-8.55,24.29,17.45,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,8,4.02,25,0.19,0.04,0.05,-0.14,,0.13
Alberto Espínola Giménez,Club Sportivo Luqueño,"División Profesional, Paraguay",2025,401,4.45,4,Right Back,Right Centre Back,Man,Paraguay,34,07/02/91,179,0,0,0,0.01,0.22,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.9,0.45,0.45,50,1.12,0,0.45,0.67,0.67,0.24,3.14,0.9,20.43,10.78,0.03,5.61,27.88,1.12,7.86,4.04,4.71,64,2.04,2.28,0,56,2.24,50,1.35,0,16.39,7.45,3.37,3.14,0.67,31.31,2.92,18,1.57,50,0.22,0,0,21.78,68,3.14,19,56,3.37,5.39,11,31,-37,41.71,3.14,0.14,0.15,15.71,93,4.41,3.14,0.22,0,0.22,0,0,0,0,0,0,0,0,43,53,4,36,57,7,22.74,13.8,0.99,128,-8.95,22.43,17.7,0,0,0,0,0,,0,0,,0,0,0,0,0,0,38,16,2.36,25,0.07,0.03,0.13,0,,0.23
Alberto Espínola Giménez,Olimpia,"División Profesional, Paraguay",2025,834,9.27,11,Right Back,Right Wing Back,Man,Paraguay,34,07/02/91,179,0,0,0.07,0.08,0.86,0,13,1,,0.01,0,0.04,0.86,0,0.04,0.76,0,0,0.11,0,0.11,1.73,-0.11,1.3,0.32,0.97,25,0.76,0,0.86,1.83,1.3,1.6,1.3,1.61,17.38,7.77,0,3.13,43.19,3.78,9.71,3.02,4.32,68,3.85,5.44,0.97,56,1.4,48,1.3,0,13.38,16.97,2.16,3.35,0.32,44.45,5.4,40,2.7,81,0,0,0,37.78,73,3.56,14,66,1.83,4.86,15,66,-7,51.7,5.07,0.66,0.67,30.87,92,3.41,9.07,1.62,1.3,0.32,0.11,1.73,3.02,0,40,0.65,29,0,29,60,11,32,58,10,20.98,16.66,0.98,104,-4.32,20.55,17.25,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,13,5.59,35,0.17,0.05,0.03,-0.08,,0.17
Alcides Ariel Ávalos Samudio,Cerro Porteño,"División Profesional, Paraguay",2025,111,1.24,4,Right Centre Forward,Left Centre Forward,Man,Paraguay,20,26/01/05,,0,0,0.16,0.05,3.23,0,50,7,,0.19,0,0.02,0.81,0,0.02,0.81,0,0,0,0,0.19,4.04,-0.19,2.42,0,2.42,0,0,0,0.81,3.23,0,0,2.42,3.04,13.74,4.85,0,2.42,47.93,2.42,4.85,0.81,0.81,50,1.17,1.17,0.81,0,0.81,44,3.23,0,12.12,15.92,1.62,5.66,0.81,56.57,8.89,73,5.66,100,0,0,0,14.54,50,0,0,0,2.42,0.81,39,57,7,53.89,0.81,0.22,0.28,12.93,69,4.87,2.42,0.81,0.81,0,0,5.66,6.46,0,0,0,,0,33,61,6,67,0,33,15.13,15.67,0.97,116,0.54,14.64,18.26,0,0,0,0,0,,0,0,,0,0,0,0,0,0,44,11,1.62,27,-0.07,-0.11,0.06,0.01,,-0.1
Alcides Benítez,Club Guaraní,"División Profesional, Paraguay",2025,1773,19.7,23,Right Midfielder,Right Back,Man,Paraguay,23,27/06/02,168,0,0,0.05,0.07,0.81,0,13,1,,0.01,0.1,0.1,0.96,0.1,0.1,0.96,0,0,0,0.1,0.16,1.78,-0.06,2.03,0.66,1.37,33,1.42,0,1.57,3.76,0.91,0.82,1.42,1.17,24.12,12.03,0.02,4.67,41.05,3.2,8.28,3.1,4.01,86,2.64,3.46,1.07,68,0.51,33,1.22,0.05,19.95,16.67,3.35,3.45,0.3,43.19,7.56,38,2.49,72,0.05,0,0,26.1,70,1.32,12,49,1.88,2.23,25,73,2,53.9,3.76,0.34,0.43,25.69,82,5.61,6.7,0.66,0.61,0.05,0.25,1.47,2.08,0.1,23,0.25,21,0.25,24,63,14,16,69,15,18.09,15.65,0.94,101,-2.44,17,15.77,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,14,3.37,31,0.09,0.05,0,-0.03,,0.1
Alcides Javier Barbotte Fariña,Club Guaraní,"División Profesional, Paraguay",2025,78,0.86,3,Right Back,,Man,Paraguay,23,25/06/02,178,0,0,0.01,0.01,1.16,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.01,1.16,-0.01,0,0,0,,1.16,0,1.16,0,2.32,2.77,4.63,5.42,18.53,9.26,0,3.47,30.07,4.63,12.74,3.47,5.79,75,5.77,8.53,1.16,50,1.16,0,0,0,13.9,21.45,2.32,3.47,1.16,33.76,3.47,25,2.32,67,0,0,0,46.32,70,1.16,4,20,5.79,4.63,13,67,-4,50.89,4.63,0.22,0.22,35.9,97,4.44,11.58,2.32,2.32,0,0,0,2.32,0,50,1.16,33,0,26,55,19,20,50,30,19.47,21.19,0.79,47,1.72,15.47,10.06,0,0,0,0,0,,0,0,,0,0,0,0,0,0,34,15,3.47,24,0.18,0.16,0.24,-0.03,,0.54
