"Player";"Short Name";"Player ID";"Birthdate";"Position";"Position Group";"Minutes";"Minutes BIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"TOP 3 Time to HSR";"TOP 3 Time to Sprint";"PSV-99";"TOP 5 PSV-99";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Explosive Acceleration to Sprint Count P60BIP"
"Renato César Pérez";"R. César";"23693";"1993-08-16";"CF";"Center Forward";"95.65";"48.99";"9";"0";"0.67";"1.25";"29.2";"29.8";"7472.57";"124.54";"1123.75";"571.81";"63.69";"273.11";"14.97";"844.92";"78.65";"82.74";"7.48";"59.88";"13.47";"5.31";"1.91"
"Christian Gabriel Oliva Giménez";"C. Oliva";"24075";"1996-06-01";"DM";"Midfield";"93.44";"47.23";"10";"0";"0.65";"1.24";"28.28";"29.38";"8763.84";"146.06";"1430.57";"472.71";"47.39";"127.42";"5.97";"600.13";"53.36";"89.18";"4.07";"68.09";"9.53";"2.92";"0.64"
"Matias Fonseca";"M. Fonseca";"24347";"2001-03-12";"CF";"Center Forward";"82.76";"43.92";"19";"0";"0.59";"1.31";"29.32";"30.4";"8310.91";"138.52";"1361.71";"677.76";"70.83";"236.78";"14.17";"914.54";"84.99";"92.76";"8.27";"64.64";"18.69";"5.39";"1.22"
"Marco Gastón Rubén Rodríguez";"M. Rubén";"25199";"1986-10-26";"CF";"Center Forward";"82.38";"45.58";"8";"0";"0.66";"1.4";"26.9";"27.32";"8225.23";"137.09";"1377.73";"529.07";"52.99";"83.43";"4.77";"612.51";"57.76";"78.5";"5.6";"58.58";"14.48";"3.13";"0.66"
"Facundo Agustín Batista Ochoa";"F. Batista";"25263";"1999-01-16";"CF";"Center Forward";"72.49";"35.78";"6";"0";"0.68";"1.47";"29.83";"30.24";"8254.76";"137.58";"1189.47";"575.45";"63.16";"238.96";"12.86";"814.41";"76.02";"89.43";"8.1";"65.12";"11.74";"5.59";"2.79"
"Joaquín Zeballos Machado";"J. Zeballos";"25885";"1996-11-13";"CF";"Center Forward";"87.25";"41.94";"5";"0";"0.72";"null";"28.66";"28.66";"8992.13";"149.87";"1758.37";"801.08";"76.39";"236.32";"14.02";"1037.4";"90.41";"87.26";"7.15";"62.08";"13.45";"4.58";"1.14"
"Óscar Javier Méndez Albornoz";"J. Méndez";"26246";"1994-12-05";"RCB";"Central Defender";"94.44";"46.47";"19";"0";"0.64";"1.46";"28.33";"29.86";"7908.3";"131.8";"1140.59";"398.59";"39.07";"110.89";"5.84";"509.48";"44.91";"82.56";"4.42";"57.55";"7.2";"1.7";"0.41"
"Gastón Nicolás González";"G. González";"26277";"2001-06-27";"LW";"Wide Attacker";"74.27";"39.9";"8";"0";"0.73";"1.36";"30.2";"30.58";"8580.83";"143.01";"1521.8";"738.16";"75.0";"354.14";"17.48";"1092.29";"92.48";"96.62";"6.58";"63.53";"15.23";"4.7";"2.26"
"Marcelo Javier Cabrera Rivero";"J. Cabrera";"26296";"1992-03-18";"RW";"Wide Attacker";"83.46";"41.35";"17";"0";"0.66";"1.24";"30.06";"31.62";"8798.33";"146.64";"1535.16";"830.07";"86.81";"407.01";"21.08";"1237.08";"107.9";"103.37";"8.71";"65.47";"16.9";"7.09";"3.07"
"Matías De los Santos De los Santos";"M. de los Santos";"26306";"1992-11-22";"RCB";"Central Defender";"94.07";"50.77";"6";"0";"0.89";"null";"27.68";"28.22";"7619.37";"126.99";"968.75";"304.53";"27.18";"52.4";"2.76";"356.93";"29.94";"76.23";"1.97";"58.11";"4.73";"1.18";"0.39"
"Alberto Sebastián Assis Silva";"A. Assis";"26315";"1993-03-04";"LM";"Midfield";"92.39";"44.42";"8";"0";"0.6";"1.99";"27.26";"27.56";"9673.33";"161.22";"2212.64";"803.34";"67.37";"179.14";"7.77";"982.48";"75.13";"98.43";"5.4";"71.76";"11.99";"2.7";"0.68"
"Alberto Sebastián Assis Silva";"A. Assis";"26315";"1993-03-04";"RM";"Midfield";"94.97";"47.31";"8";"0";"0.64";"1.84";"27.19";"27.8";"9542.35";"159.04";"2113.9";"821.05";"63.73";"159.96";"8.24";"981.01";"71.97";"110.66";"6.18";"78.16";"12.05";"4.12";"0.48"
"Mathías Nicolás Abero Villan";"M. Abero";"26347";"1990-04-09";"LB";"Full Back";"97.4";"47.31";"19";"0";"0.79";"1.97";"28.13";"29.68";"8175.93";"136.27";"1354.16";"585.83";"51.8";"192.92";"7.81";"778.74";"59.61";"90.45";"5.41";"63.22";"11.28";"2.34";"0.4"
"Hugo Gabriel Silveira Pereira";"H. Silveira";"26351";"1993-05-23";"CF";"Center Forward";"95.05";"45.66";"13";"0";"0.66";"1.36";"29.03";"29.9";"7912.28";"131.87";"1273.73";"501.81";"54.69";"178.32";"9.6";"680.13";"64.29";"85.42";"6.07";"63.99";"11.73";"3.13";"1.21"
"Christian Andrés Almeida Rodríguez";"C. Almeida";"26442";"1989-12-25";"LB";"Full Back";"97.2";"46.95";"9";"0";"0.78";"1.44";"28.78";"29.38";"8172.45";"136.21";"1271.04";"586.25";"57.5";"209.28";"10.93";"795.54";"68.44";"91.72";"6.53";"66.02";"10.51";"3.83";"1.14"
"Christian Andrés Almeida Rodríguez";"C. Almeida";"26442";"1989-12-25";"LCB";"Central Defender";"100.34";"49.29";"15";"0";"0.64";"1.7";"28.57";"29.7";"7866.81";"131.11";"1108.15";"414.0";"39.93";"136.19";"7.3";"550.18";"47.23";"83.43";"4.06";"60.71";"7.22";"2.43";"0.24"
"Diego Martín Zabala Morales";"Diego Zabala";"26480";"1991-09-19";"LW";"Wide Attacker";"71.56";"38.9";"10";"0";"0.81";"1.75";"27.15";"28.0";"8218.37";"136.97";"1403.32";"626.48";"58.3";"132.02";"8.02";"758.5";"66.32";"94.85";"4.47";"64.62";"12.49";"2.62";"0.62"
"Diego Martín Rodríguez Berrini";"D. Rodríguez";"26552";"1989-09-04";"DM";"Midfield";"86.57";"46.22";"11";"0";"0.92";"null";"25.05";"26.0";"8534.04";"142.23";"1556.4";"380.28";"29.74";"37.41";"0.47";"417.69";"30.21";"95.6";"2.12";"71.64";"6.61";"1.18";"0.0"
"Juan Manuel Ramos";"J. Ramos";"27623";"1996-09-01";"LB";"Full Back";"95.95";"50.47";"7";"0";"0.73";"1.57";"27.97";"28.28";"8441.89";"140.7";"1363.5";"641.84";"55.54";"159.99";"7.3";"801.83";"62.84";"86.62";"5.27";"59.62";"10.7";"2.55";"1.02"
"Lucas Camilo Hernández Perdomo";"L. Hernández";"28228";"1992-08-05";"LB";"Full Back";"81.28";"42.03";"10";"0";"0.66";"1.33";"28.1";"28.86";"8548.23";"142.47";"1667.45";"693.39";"57.39";"156.75";"8.28";"850.14";"65.67";"99.36";"6.0";"67.53";"11.71";"4.0";"1.0"
"Diego Gonzalo García Cardozo";"D. García";"28680";"1996-12-29";"LM";"Midfield";"86.84";"45.07";"7";"0";"0.65";"1.27";"28.89";"29.3";"8636.39";"143.94";"1579.02";"681.77";"60.1";"234.87";"11.22";"916.64";"71.32";"88.24";"4.37";"64.66";"8.37";"3.61";"0.95"
"Diego Gonzalo García Cardozo";"D. García";"28680";"1996-12-29";"LW";"Wide Attacker";"87.21";"46.24";"8";"0";"0.61";"1.4";"28.46";"28.94";"8148.62";"135.81";"1444.19";"613.33";"55.96";"190.11";"10.06";"803.44";"66.02";"87.43";"5.68";"57.59";"10.06";"4.22";"0.81"
"Alexis Castro";"A. Castro";"28704";"1994-10-18";"LDM";"Midfield";"83.26";"45.15";"6";"0";"0.79";"null";"27.9";"28.28";"9301.31";"155.02";"1896.01";"606.61";"54.7";"125.35";"4.87";"731.96";"59.58";"99.0";"2.21";"73.75";"10.63";"1.11";"0.0"
"Alexis Castro";"A. Castro";"28704";"1994-10-18";"LM";"Midfield";"86.29";"44.43";"13";"0";"0.74";"1.78";"26.5";"27.62";"9583.9";"159.73";"2115.06";"710.63";"59.73";"129.12";"6.96";"839.75";"66.69";"104.61";"3.43";"77.18";"11.43";"1.56";"0.31"
"Luis Leandro Sosa Otermín";"L. Sosa";"28984";"1991-03-18";"LDM";"Midfield";"88.11";"40.01";"5";"0";"0.93";"null";"25.78";"25.78";"9514.33";"158.57";"2073.81";"595.0";"44.69";"63.28";"3.3";"658.28";"47.98";"94.77";"3.9";"67.48";"9.0";"0.9";"0.6"
"Guillermo Gastón Cotugno Lima";"G. Cotugno";"30823";"1995-03-12";"RB";"Full Back";"94.59";"47.53";"16";"0";"0.64";"1.21";"28.73";"30.84";"8306.79";"138.45";"1309.64";"515.21";"49.71";"136.18";"7.34";"651.39";"57.04";"86.55";"4.97";"61.3";"10.18";"2.52";"0.71"
"Nicolás Federico López Alonso";"N. López";"31713";"1993-10-01";"CF";"Center Forward";"87.34";"43.27";"5";"0";"0.76";"1.59";"28.32";"28.32";"7675.93";"127.93";"1199.54";"483.42";"50.2";"130.91";"8.04";"614.33";"58.24";"78.21";"4.44";"56.58";"9.71";"2.77";"1.39"
"Santiago Ernesto Romero Fernández";"S. Romero";"31855";"1990-02-15";"DM";"Midfield";"87.89";"45.06";"11";"0";"0.77";"1.69";"26.01";"26.56";"8499.63";"141.66";"1513.53";"429.98";"39.95";"69.73";"2.91";"499.71";"42.85";"88.73";"4.84";"65.97";"10.41";"2.3";"0.24"
"Santiago Ernesto Romero Fernández";"S. Romero";"31855";"1990-02-15";"RDM";"Midfield";"86.92";"43.61";"6";"0";"0.71";"null";"26.13";"26.28";"8354.68";"139.24";"1466.96";"498.69";"45.4";"80.25";"3.44";"578.94";"48.84";"91.03";"5.27";"68.1";"10.09";"1.83";"0.23"
"Santiago Ernesto Romero Fernández";"S. Romero";"31855";"1990-02-15";"RM";"Midfield";"89.94";"44.34";"8";"0";"0.73";"1.44";"26.74";"27.24";"8462.24";"141.04";"1451.16";"544.44";"51.08";"94.21";"5.41";"638.65";"56.49";"95.05";"4.23";"68.67";"12.85";"2.2";"0.68"
"Juan Manuel Gutiérrez Freire";"J. Gutiérrez";"32148";"2002-02-04";"CF";"Center Forward";"80.89";"42.6";"11";"0";"0.59";"1.25";"30.05";"31.66";"8572.55";"142.88";"1497.0";"671.04";"72.47";"298.84";"14.34";"969.88";"86.81";"91.42";"7.43";"64.53";"15.88";"5.51";"1.79"
"Juan Manuel Gutiérrez Freire";"J. Gutiérrez";"32148";"2002-02-04";"LW";"Wide Attacker";"79.97";"43.27";"9";"0";"0.62";"1.31";"30.23";"31.54";"8094.45";"134.91";"1227.52";"682.78";"67.32";"328.45";"15.25";"1011.23";"82.57";"82.42";"5.7";"54.07";"13.09";"3.54";"0.92"
"Emiliano Gómez Dutra";"E. Gómez";"32375";"2001-09-18";"CF";"Center Forward";"96.57";"51.94";"6";"0";"0.59";"1.46";"29.08";"29.62";"8397.43";"139.96";"1273.3";"629.62";"63.54";"244.72";"15.21";"874.34";"78.75";"84.33";"7.12";"60.84";"10.78";"5.39";"2.31"
"Emiliano Gómez Dutra";"E. Gómez";"32375";"2001-09-18";"LW";"Wide Attacker";"94.66";"49.0";"7";"0";"0.61";"1.13";"30.66";"31.22";"8283.27";"138.05";"1279.88";"695.3";"71.89";"328.15";"18.02";"1023.45";"89.91";"85.19";"6.12";"56.5";"11.19";"4.55";"1.57"
"Federico Ricardo Barrandeguy Martino";"F. Barrandeguy";"32893";"1996-05-08";"RB";"Full Back";"97.79";"48.33";"26";"0";"0.62";"1.35";"28.48";"30.32";"8357.47";"139.29";"1462.56";"702.63";"66.04";"221.62";"11.89";"924.25";"77.93";"99.42";"6.83";"67.71";"15.14";"4.39";"1.19"
"Gonzalo Rodrigo Carneiro Méndez";"G. Carneiro";"32916";"1995-09-12";"CF";"Center Forward";"93.44";"48.35";"10";"0";"0.59";"1.27";"29.23";"30.4";"7756.53";"129.28";"1279.08";"607.53";"66.01";"208.47";"12.91";"815.99";"78.92";"90.71";"8.19";"65.52";"13.28";"5.34";"1.36"
"Enzo Gabriel Martínez Suárez";"E. Martínez";"33671";"1998-04-29";"LCB";"Central Defender";"98.68";"50.81";"13";"0";"0.64";"1.63";"28.05";"29.06";"7961.28";"132.69";"1190.34";"389.82";"37.06";"100.38";"4.91";"490.2";"41.97";"81.4";"3.45";"58.23";"6.36";"1.45";"0.18"
"Angel Rodriguez";"A. Rodriguez";"34278";"1992-12-02";"RCB";"Central Defender";"97.23";"50.54";"7";"0";"0.66";"1.39";"28.87";"29.36";"7731.15";"128.85";"1033.97";"366.99";"39.01";"130.92";"8.82";"497.91";"47.82";"85.13";"4.92";"59.02";"8.99";"2.88";"0.68"
"Leonardo Henriques Coelho";"Léo Coelho";"34279";"1993-05-17";"RCB";"Central Defender";"96.16";"47.53";"13";"0";"0.71";"1.52";"28.9";"30.32";"7795.61";"129.93";"1097.53";"381.22";"40.69";"138.27";"6.99";"519.49";"47.68";"86.42";"5.24";"60.59";"8.93";"2.14";"0.39"
"Fernando Agustín Alfaro Bares";"A. Alfaro";"34280";"1999-06-29";"LB";"Full Back";"90.99";"46.52";"7";"0";"0.64";"1.59";"28.17";"28.58";"8657.69";"144.29";"1436.13";"753.16";"60.98";"194.55";"11.61";"947.72";"72.59";"95.62";"6.26";"66.51";"13.63";"4.97";"1.29"
"Juan Daniel Álvez Ortiz";"J. Álvez";"34287";"1983-08-21";"LCB";"Central Defender";"99.46";"48.53";"14";"0";"0.65";"1.33";"28.32";"29.74";"7900.85";"131.68";"1126.79";"455.17";"42.57";"136.09";"7.33";"591.26";"49.9";"90.61";"5.48";"64.91";"9.8";"2.65";"1.15"
"Fabricio Orosmán Formiliano Duarte";"F. Formiliano";"34293";"1993-01-14";"LCB";"Central Defender";"98.15";"50.46";"15";"0";"0.6";"1.46";"27.06";"28.5";"7915.39";"131.92";"1137.13";"366.33";"33.38";"91.48";"4.04";"457.82";"37.42";"80.39";"3.49";"58.58";"6.26";"1.35";"0.55"
"Juan Manuel Acosta Díaz";"J. Acosta";"34296";"1993-11-11";"RB";"Full Back";"93.61";"49.05";"6";"0";"0.7";"null";"28.38";"28.62";"8511.19";"141.85";"1556.05";"735.01";"65.45";"188.8";"12.44";"923.8";"77.88";"90.53";"5.1";"62.8";"11.83";"3.87";"0.41"
"Sergio Fabián Núñez Rosas";"S. Núñez";"34303";"2000-06-30";"CF";"Center Forward";"88.01";"43.72";"19";"0";"0.65";"1.27";"29.21";"30.68";"8995.41";"149.92";"1654.13";"820.46";"76.35";"279.89";"16.4";"1100.35";"92.74";"87.04";"6.0";"60.67";"14.45";"3.61";"1.37"
"Lucas Agustín Ferreira Zagas";"L. Ferreira";"34313";"2000-06-16";"RCB";"Central Defender";"97.37";"50.72";"7";"0";"0.62";"1.39";"28.27";"28.78";"7595.78";"126.6";"1098.61";"363.84";"37.52";"115.25";"5.41";"479.09";"42.92";"85.34";"5.41";"61.51";"7.94";"3.38";"0.84"
"Pablo Martín Marta Rodríguez";"M. Marta";"34323";"1997-01-28";"LCB";"Central Defender";"99.31";"49.66";"6";"0";"0.76";"1.85";"28.82";"29.0";"8405.5";"140.09";"1294.3";"477.21";"43.49";"168.53";"8.46";"645.74";"51.95";"86.38";"4.63";"58.39";"9.46";"2.42";"0.81"
"Alex Silva Quiroga";"A. Silva";"34325";"1993-06-15";"RWB";"Full Back";"89.69";"42.97";"11";"0";"0.57";"1.2";"27.94";"29.4";"8428.43";"140.47";"1630.42";"715.0";"59.28";"191.79";"8.76";"906.79";"68.03";"96.21";"8.0";"66.13";"13.45";"6.09";"1.65"
"Mario Pablo Risso Caffiro";"M. Risso";"34329";"1988-01-31";"LCB";"Central Defender";"91.62";"46.16";"11";"0";"0.7";"1.6";"28.85";"29.84";"7280.95";"121.35";"926.5";"320.02";"34.39";"127.87";"5.91";"447.89";"40.3";"81.31";"4.14";"56.49";"6.85";"2.13";"0.95"
"Mario Pablo Risso Caffiro";"M. Risso";"34329";"1988-01-31";"RCB";"Central Defender";"98.38";"48.17";"5";"0";"null";"null";"27.54";"27.54";"7280.46";"121.34";"893.52";"268.28";"24.91";"75.48";"1.74";"343.76";"26.65";"79.46";"3.74";"56.05";"5.98";"1.0";"0.25"
"Leandro Suhr Avondet";"L. Suhr";"34342";"1997-09-24";"RW";"Wide Attacker";"77.71";"41.28";"25";"0";"0.59";"1.14";"31.51";"33.7";"8837.95";"147.3";"1610.52";"884.14";"88.42";"448.5";"21.22";"1332.64";"109.64";"87.32";"6.05";"56.91";"13.14";"4.65";"2.21"
"Nicolás Ecequiel Dibble Aristimuño";"N. Dibble";"34343";"1994-05-27";"CF";"Center Forward";"76.75";"41.99";"8";"0";"0.74";"1.5";"27.85";"28.52";"9282.02";"154.7";"1898.41";"761.76";"65.01";"181.64";"11.07";"943.4";"76.09";"90.55";"6.25";"66.8";"9.47";"4.64";"0.71"
"Franco Gastón Romero Ponte";"F. Romero";"34353";"1995-02-11";"RCB";"Central Defender";"96.22";"49.89";"7";"0";"0.82";"null";"28.07";"28.52";"7708.74";"128.48";"999.95";"289.85";"28.69";"83.16";"4.3";"373.01";"32.99";"81.27";"3.61";"58.93";"5.33";"0.86";"0.17"
"Gastón Alejandro Pérez Conde";"G. Pérez";"34361";"1999-10-19";"RDM";"Midfield";"82.49";"43.71";"5";"0";"0.96";"null";"27.84";"27.84";"9032.67";"150.54";"1604.79";"532.09";"46.4";"118.33";"5.49";"650.43";"51.89";"88.13";"2.2";"65.34";"6.59";"0.55";"0.0"
"Gastón Alejandro Pérez Conde";"G. Pérez";"34361";"1999-10-19";"RM";"Midfield";"79.46";"43.08";"12";"0";"0.74";"null";"27.33";"28.58";"9229.37";"153.82";"1725.59";"542.43";"51.65";"135.81";"6.5";"678.24";"58.15";"88.8";"3.48";"63.96";"7.89";"1.16";"0.0"
"Jean Pierre Rosso Génova";"J. Rosso";"34362";"1997-04-07";"RB";"Full Back";"80.48";"41.51";"6";"0";"0.72";"null";"27.38";"27.52";"9349.54";"155.83";"1852.03";"724.14";"59.5";"177.3";"6.75";"901.45";"66.25";"104.07";"6.75";"69.38";"13.49";"4.1";"0.24"
"Álex Bacilio Vázquez Álvez";"Á. Vázquez";"34364";"2002-03-09";"LM";"Midfield";"94.33";"47.4";"10";"0";"0.69";"1.69";"27.68";"28.62";"9428.34";"157.14";"1925.01";"744.89";"68.36";"180.4";"9.75";"925.29";"78.11";"99.5";"5.82";"73.17";"15.82";"3.92";"0.38"
"Antonio Javier Galeano Ferreira";"A. Galeano";"34729";"2000-03-22";"RW";"Wide Attacker";"84.64";"44.29";"22";"0";"0.64";"1.38";"29.2";"30.88";"8369.11";"139.49";"1466.44";"709.55";"71.05";"280.09";"14.47";"989.63";"85.52";"99.38";"6.4";"65.94";"14.28";"4.62";"1.54"
"Leonardo Cecilio Fernández López";"L. Fernández";"34779";"1998-11-08";"AM";"Midfield";"91.71";"45.34";"7";"0";"0.77";"null";"25.84";"26.4";"8514.76";"141.91";"1496.64";"496.11";"42.16";"86.97";"3.78";"583.08";"45.94";"91.7";"4.92";"66.93";"8.89";"2.65";"0.76"
"Leonardo Cecilio Fernández López";"L. Fernández";"34779";"1998-11-08";"CF";"Center Forward";"95.85";"47.31";"11";"0";"0.71";"null";"27.31";"28.5";"8200.34";"136.67";"1321.22";"528.53";"44.74";"108.61";"5.65";"637.15";"50.39";"87.97";"5.76";"62.95";"9.92";"3.34";"0.23"
"Lautaro Patricio  Rinaldi";"L. Rinaldi";"35572";"1993-12-30";"CF";"Center Forward";"87.14";"42.25";"10";"0";"0.66";"null";"27.55";"28.52";"8686.24";"144.77";"1527.14";"678.36";"59.78";"148.25";"8.38";"826.62";"68.16";"80.66";"6.11";"60.35";"10.51";"3.69";"0.43"
"Adrián Nicolás Colombino Rodríguez";"A. Colombino";"35657";"1993-10-12";"LM";"Midfield";"82.97";"41.0";"7";"0";"0.7";"null";"27.04";"27.76";"9373.17";"156.22";"1852.89";"701.39";"53.94";"116.66";"6.69";"818.05";"60.63";"96.17";"4.81";"70.66";"10.24";"2.09";"0.21"
"Adrián Nicolás Colombino Rodríguez";"A. Colombino";"35657";"1993-10-12";"RM";"Midfield";"80.19";"39.22";"5";"0";"0.71";"null";"27.98";"27.98";"9089.5";"151.49";"1790.36";"657.58";"53.55";"147.49";"7.34";"805.07";"60.89";"97.61";"3.98";"72.52";"11.93";"1.53";"0.31"
"Facundo Perdomo Marmol";"F. Perdomo";"36010";"1999-08-21";"RB";"Full Back";"87.37";"45.76";"9";"0";"0.69";"1.91";"28.52";"29.02";"8376.16";"139.6";"1373.71";"672.07";"61.04";"223.05";"11.07";"895.12";"72.12";"93.24";"6.56";"64.83";"8.89";"4.08";"0.58"
"Maximiliano Perg Schneider";"M. Perg";"36200";"1991-09-16";"RCB";"Central Defender";"93.52";"46.13";"12";"0";"0.7";"1.67";"28.64";"29.7";"7752.6";"129.21";"1105.73";"376.02";"34.79";"117.5";"5.09";"493.52";"39.89";"79.34";"4.23";"56.26";"6.72";"1.95";"0.33"
"Hugo Alejandro Magallanes Silveira";"H. Magallanes";"36268";"1997-08-26";"RCB";"Central Defender";"98.05";"49.24";"18";"0";"0.65";"1.4";"29.09";"30.24";"7614.86";"126.91";"1036.6";"368.75";"35.61";"104.05";"5.21";"472.81";"40.82";"78.19";"4.27";"55.38";"6.16";"2.71";"0.34"
"Camilo Sebastián Mayada Mesa";"C. Mayada";"36271";"1991-01-08";"RB";"Full Back";"90.02";"46.04";"8";"0";"0.69";"1.36";"30.55";"30.98";"8489.05";"141.48";"1389.08";"702.44";"66.46";"334.11";"15.96";"1036.55";"82.43";"89.6";"6.03";"60.44";"11.57";"3.58";"1.95"
"Raúl Octavio Rivero Falero";"O. Rivero";"36309";"1992-01-24";"CF";"Center Forward";"96.93";"51.14";"15";"0";"0.6";"1.41";"28.81";"29.72";"8188.74";"136.48";"1350.37";"670.84";"65.08";"222.15";"12.28";"893.0";"77.36";"83.93";"6.49";"60.47";"10.33";"4.69";"1.1"
"Sebastián Sosa Sánchez";"S. Sosa";"36318";"1994-03-13";"CF";"Center Forward";"90.32";"44.79";"15";"0";"0.6";"1.38";"27.99";"29.5";"8082.0";"134.7";"1333.37";"607.11";"59.75";"186.47";"9.2";"793.59";"68.95";"87.88";"7.06";"63.41";"14.38";"4.55";"1.43"
"Martín Ernesto Rabuñal Rey";"M. Rabuñal";"36346";"1994-04-22";"LM";"Midfield";"88.56";"43.86";"11";"0";"0.69";"2.42";"26.89";"27.94";"9854.24";"164.24";"2451.65";"784.59";"62.55";"145.13";"5.72";"929.72";"68.27";"104.21";"4.48";"80.96";"11.57";"2.11";"0.12"
"Martín Ernesto Rabuñal Rey";"M. Rabuñal";"36346";"1994-04-22";"RM";"Midfield";"89.55";"41.09";"8";"0";"0.67";"1.77";"26.29";"26.84";"9909.81";"165.16";"2539.51";"789.62";"61.15";"138.54";"4.75";"928.15";"65.89";"106.96";"3.83";"76.3";"9.67";"2.19";"0.37"
"Matías Adrián Núñez";"M. Núñez";"36875";"2000-10-09";"DM";"Midfield";"98.52";"49.16";"5";"0";"0.7";"null";"27.82";"27.82";"8945.44";"149.09";"1534.28";"482.86";"48.34";"130.6";"6.1";"613.47";"54.44";"96.67";"5.37";"71.04";"10.25";"3.17";"0.49"
"Matías Adrián Núñez";"M. Núñez";"36875";"2000-10-09";"LM";"Midfield";"97.28";"49.76";"11";"0";"0.7";"1.45";"27.11";"28.24";"9018.53";"150.31";"1634.03";"536.05";"44.4";"120.26";"4.71";"656.31";"49.11";"90.66";"4.49";"68.29";"9.1";"2.74";"0.33"
