"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count Runs in sample";"Count Runs per 100 Runs";"Count Dangerous Runs per 100 Runs";"Threat of Runs per 100 Runs";"Count Runs leading to goal per 100 Runs";"Count Runs targeted per 100 Runs";"Count Runs received per 100 Runs";"Count Runs leading to shot per 100 Runs";"Threat of Runs targeted per 100 Runs";"Threat of Runs received per 100 Runs";"Count dangerous Runs targeted per 100 Runs";"Count dangerous Runs received per 100 Runs"
"Cristian David Castro Devenish";"CB";"all";"all";"33626";"C. Devenish";"2001-01-25";"98.4";"21.37";"5";"0";"5";"100";"20";"2.58";"0";"20";"20";"0";"0";"0";"0";"0"
"Felix Bacher";"CB";"all";"all";"60108";"F. Bacher";"2000-10-25";"98.14";"21.57";"10";"0";"84";"100";"0";"0.05";"0";"41.67";"40.48";"0";"0.01";"0";"0";"0"
"Hugo Miguel Almeida Costa Lopes";"CB";"all";"all";"7564";"Miguel Lopes";"1986-12-19";"91.93";"18.39";"7";"1";"23";"100";"0";"0.17";"0";"26.09";"26.09";"0";"0";"0";"0";"0"
"Issiar Dramé";"CB";"all";"all";"37712";"I. Dramé";"1999-02-16";"96.36";"15.56";"11";"0";"47";"100";"4.26";"0.4";"0";"23.4";"19.15";"2.13";"0.1";"0";"2.13";"0"
"José Miguel da Rocha Fonte";"CB";"all";"all";"5396";"José Fonte";"1983-12-22";"93.32";"18.64";"23";"0";"131";"100";"3.05";"0.14";"0";"32.82";"29.01";"0.76";"0.08";"0.04";"2.29";"0.76"
"Luís Carlos Rocha Rodrigues";"CB";"all";"all";"486533";"Luís Rocha";"1986-08-13";"98.26";"17.46";"26";"1";"83";"100";"1.2";"0.06";"0";"34.94";"33.73";"0";"0.04";"0.01";"1.2";"0"
"Ousmane Diomandé";"CB";"all";"all";"154083";"O. Diomandé";"2003-12-04";"95.64";"26.85";"19";"0";"42";"100";"4.76";"0.33";"0";"45.24";"45.24";"0";"0.03";"0.03";"0";"0"
"Pedro Miguel Costa Álvaro";"CB";"all";"all";"146952";"Pedro Álvaro";"2000-03-02";"94.49";"21.2";"12";"0";"61";"100";"0";"0.14";"0";"32.79";"32.79";"0";"0.02";"0.02";"0";"0"
"Rodrigo Abascal Barros";"CB";"all";"all";"34299";"R. Abascal";"1994-01-14";"101.59";"16.96";"7";"0";"26";"100";"0";"0.32";"0";"19.23";"19.23";"3.85";"0.05";"0.05";"0";"0"
"Ruben Kluivert";"CB";"all";"all";"42861";"R. Kluivert";"2001-05-21";"98.9";"18.75";"8";"0";"26";"100";"3.85";"0.35";"0";"34.62";"34.62";"0";"0.02";"0.02";"0";"0"
"Stephen  Antunes Eustáquio";"CB";"all";"all";"16256";"Stephen Eustáquio";"1996-12-21";"84.61";"20.51";"5";"0";"93";"100";"3.23";"0.29";"0";"34.41";"33.33";"2.15";"0.08";"0.06";"0";"0"
"Abdoulay Diaby";"CF";"all";"all";"13284";"A. Diaby";"1991-05-21";"96.03";"16.58";"5";"0";"123";"100";"51.22";"3.22";"0";"23.58";"10.57";"0";"0.58";"0.13";"10.57";"1.63"
"Alan de Souza Guimarães";"CF";"all";"all";"95613";"Alan";"2000-03-08";"91.33";"18.42";"8";"0";"204";"100";"23.04";"1.89";"0";"33.33";"24.02";"1.47";"0.56";"0.3";"6.37";"2.94"
"Alejandro Josè Marqués Méndez";"CF";"all";"all";"40591";"Alejandro Marqués";"2000-08-04";"88.16";"18.38";"14";"0";"282";"100";"66.67";"4.61";"0";"23.76";"9.57";"1.77";"1.15";"0.24";"14.89";"4.96"
"Alfonso Trezza Hernández";"CF";"all";"all";"38128";"A. Trezza";"1999-06-22";"83.16";"20.27";"5";"0";"126";"100";"52.38";"3.36";"0";"38.1";"20.63";"1.59";"0.92";"0.31";"15.87";"7.14"
"Alisson Pelegrini Safira";"CF";"all";"all";"31556";"Alisson Safira";"1995-03-17";"83.5";"15.8";"9";"0";"129";"100";"64.34";"5.09";"0.78";"37.21";"13.95";"1.55";"1.81";"0.43";"22.48";"6.2"
"Amine El Ouazzani";"CF";"all";"all";"487370";"A. El Ouazzani";"2001-07-15";"81.52";"20.51";"14";"0";"437";"100";"51.26";"4.16";"0.23";"30.43";"11.9";"2.97";"1.37";"0.42";"14.19";"4.12"
"André Filipe Ferreira Lacximicant";"CF";"all";"all";"809976";"André Lacximicant";"2001-05-19";"67.28";"14.6";"9";"0";"218";"100";"50.46";"3.4";"1.83";"39.91";"19.72";"3.67";"1.21";"0.45";"16.51";"8.72"
"António Manuel Fernandes Mendes";"CF";"all";"all";"10459";"Tomané";"1992-10-23";"92.81";"15.44";"16";"1";"363";"100";"45.18";"2.9";"0.28";"33.33";"17.36";"2.48";"0.84";"0.31";"12.67";"5.23"
"Cassiano Dias Moreira";"CF";"all";"all";"27244";"Cassiano";"1989-06-16";"84.12";"17.05";"23";"1";"455";"100";"65.05";"5.3";"1.32";"32.75";"14.95";"4.4";"1.72";"0.58";"20.66";"7.25"
"Cauê Vinicius dos Santos";"CF";"all";"all";"40474";"Cauê";"2002-11-16";"74.43";"16.61";"7";"0";"133";"100";"53.38";"3.14";"0";"21.8";"10.53";"2.26";"0.62";"0.18";"8.27";"2.26"
"Clayton Fernandes Silva";"CF";"all";"all";"145071";"Clayton";"1999-01-11";"96.18";"20.19";"30";"0";"836";"100";"53.23";"3.48";"0.12";"36.24";"17.46";"4.19";"1.09";"0.41";"17.11";"6.58"
"Danny Namaso Loader Edi-Mesumbe";"CF";"all";"all";"18776";"D. Namaso";"2000-08-28";"75.19";"21.21";"6";"0";"215";"100";"54.88";"4.11";"0";"21.4";"13.02";"1.4";"0.83";"0.35";"10.7";"4.65"
"Darío Poveda Romera";"CF";"all";"all";"24454";"Darío Poveda";"1997-03-13";"76.24";"13.16";"10";"0";"169";"100";"54.44";"3.78";"0";"31.95";"16.57";"3.55";"1.08";"0.49";"15.98";"6.51"
"Diederrick Joel Tagueu Tadjo";"CF";"all";"all";"16085";"J. Tagueu";"1993-12-06";"86.23";"16.94";"8";"0";"159";"100";"72.96";"5.78";"0";"27.04";"8.81";"1.26";"1.65";"0.43";"16.98";"5.66"
"Francisco António Machado Mota de Castro Trincão";"CF";"all";"all";"16014";"Francisco Trincão";"1999-12-29";"92.89";"25.1";"5";"0";"200";"100";"33.5";"2.12";"1.5";"31";"27.5";"3.5";"0.4";"0.32";"7.5";"6"
"Francisco José Navarro Aliaga";"CF";"all";"all";"34144";"Fran Navarro";"1998-02-03";"77.37";"22.6";"8";"0";"318";"100";"54.4";"4.04";"0";"20.75";"9.75";"1.57";"0.86";"0.17";"10.06";"2.52"
"Fábio Samuel Amorim da Silva";"CF";"all";"all";"35985";"Samu";"1996-04-21";"84.1";"21.74";"8";"0";"307";"100";"28.99";"1.96";"0";"27.04";"19.87";"1.3";"0.51";"0.22";"6.19";"2.28"
"Gabriel Silva Vieira";"CF";"all";"all";"32837";"Gabriel Silva";"2002-03-22";"94.76";"16.89";"6";"1";"138";"100";"54.35";"4.38";"0.72";"29.71";"9.42";"2.9";"1.2";"0.14";"12.32";"2.17"
"Guilherme Schettine Guimarães";"CF";"all";"all";"27320";"Guilherme Schettine";"1995-10-10";"85.14";"17.19";"16";"0";"366";"100";"51.64";"3.93";"0";"33.33";"16.39";"4.92";"1.16";"0.31";"15.3";"5.46"
"Gustavo Filipe Alves Freitas Azevedo Sá";"CF";"all";"all";"182823";"Gustavo Sá";"2004-11-11";"83.39";"15.18";"7";"0";"133";"100";"29.32";"1.72";"0";"33.83";"23.31";"3.01";"0.39";"0.23";"5.26";"3.76"
"Henrique  Pereira Araújo";"CF";"all";"all";"35949";"Henrique Araújo";"2002-01-19";"75.97";"16.56";"11";"0";"324";"100";"58.95";"3.96";"0.93";"30.86";"16.05";"3.7";"1.11";"0.44";"18.21";"8.33"
"Isaac Aguiar Tomich";"CF";"all";"all";"629474";"Isaac";"2004-03-26";"82.48";"15.41";"9";"0";"218";"100";"56.42";"3.5";"0.46";"30.28";"14.22";"4.13";"0.97";"0.38";"15.6";"6.42"
"Jesús Andrés Ramírez Díaz";"CF";"all";"all";"38998";"J. Ramírez";"1998-05-04";"71.6";"17.77";"6";"0";"158";"100";"64.56";"3.92";"0.63";"28.48";"12.03";"4.43";"1.16";"0.34";"19.62";"7.59"
"Jorge Aguirre de Céspedes";"CF";"all";"all";"99014";"Jorge Aguirre";"2000-01-05";"75.49";"18.52";"14";"0";"372";"100";"44.35";"3.1";"0.54";"30.38";"16.67";"2.42";"0.71";"0.31";"11.56";"4.84"
"José Luís Mendes Andrade";"CF";"all";"all";"11100";"Zé Luís";"1991-01-24";"85.26";"16.35";"12";"0";"218";"100";"45.41";"3.37";"0";"33.94";"21.1";"4.59";"0.9";"0.43";"11.93";"6.42"
"João Diogo Alves Rodrigues";"CF";"all";"all";"29224";"Kikas";"1998-09-17";"87.8";"16.67";"21";"0";"478";"100";"54.81";"3.59";"0.63";"33.89";"13.18";"5.02";"1.16";"0.46";"16.95";"6.07"
"João Pedro Augusto Mourão Costa";"CF";"all";"all";"850886";"João Costa";"2000-03-07";"73.82";"13.86";"8";"0";"199";"100";"59.3";"4.43";"0.5";"29.65";"17.59";"3.02";"1.02";"0.48";"15.58";"8.54"
"Luís Miguel Nlavo Asué";"CF";"all";"all";"808685";"Luís Asué";"2001-07-09";"83.39";"16.46";"12";"0";"233";"100";"57.94";"3.78";"0";"32.19";"17.17";"3.86";"1.39";"0.53";"17.17";"8.15"
"Miguel Silva Reisinho";"CF";"all";"all";"27249";"Miguel Reisinho";"1999-04-09";"98.69";"16.61";"5";"0";"119";"100";"35.29";"2.18";"0.84";"29.41";"18.49";"4.2";"0.56";"0.24";"8.4";"4.2"
"Nélson Miguel Castro Oliveira";"CF";"all";"all";"7902";"Nélson Oliveira";"1991-08-08";"81.38";"18.73";"18";"0";"545";"100";"53.58";"3.31";"0.37";"27.71";"13.94";"3.12";"0.84";"0.32";"13.94";"5.14"
"Pablo Felipe Pereira de Jesus";"CF";"all";"all";"37805";"Pablo Felipe";"2004-01-02";"76.68";"17.94";"7";"0";"186";"100";"47.31";"2.83";"0.54";"37.1";"17.2";"2.15";"0.99";"0.38";"16.13";"5.91"
"Rodrigo Cunha Pereira de Pinho";"CF";"all";"all";"9195";"Rodrigo Pinho";"1991-05-30";"80.49";"13.45";"11";"0";"209";"100";"48.8";"2.98";"0";"25.36";"9.57";"1.91";"0.63";"0.22";"11.48";"4.78"
"Rodrigo Duarte Ribeiro";"CF";"all";"all";"127333";"Rodrigo Ribeiro";"2005-04-28";"91.13";"16.49";"6";"1";"176";"100";"56.82";"3.66";"0";"32.95";"13.64";"2.27";"1.37";"0.43";"17.61";"6.25"
"Róbert Boženík";"CF";"all";"all";"23484";"R. Boženík";"1999-11-18";"98.23";"16.03";"27";"0";"675";"100";"57.33";"3.84";"0.3";"35.85";"16.3";"3.85";"1.23";"0.43";"17.78";"6.37"
"Samuel Omorodion Aghehowa";"CF";"all";"all";"733366";"Samu Omorodion";"2004-05-05";"95.15";"26.23";"23";"0";"801";"100";"64.67";"4.54";"0.87";"28.96";"13.61";"3.37";"1.14";"0.5";"16.73";"7.37"
"Simon Elisor";"CF";"all";"all";"33154";"S. Elisor";"1999-07-22";"83.16";"15.44";"6";"0";"129";"100";"65.89";"4.76";"1.55";"33.33";"13.95";"3.88";"1.34";"0.39";"17.83";"6.98"
"Vangelis Pavlidis";"CF";"all";"all";"23453";"V. Pavlidis";"1998-11-21";"84.8";"23.24";"13";"0";"575";"100";"58.09";"4.32";"0.87";"32.52";"16.7";"3.65";"1.34";"0.47";"17.74";"6.96"
"Viktor Gyökeres";"CF";"all";"all";"14036";"V. Gyökeres";"1998-06-04";"98.45";"27.37";"29";"0";"1141";"100";"49.61";"4.17";"1.23";"37.86";"23.75";"5.96";"1.3";"0.6";"15.07";"8.68"
"Vinícius Lopes da Silva";"CF";"all";"all";"28301";"Vinícius Lopes";"1999-05-07";"84.14";"16.95";"5";"0";"114";"100";"52.63";"3.87";"0";"33.33";"14.04";"2.63";"1.16";"0.34";"17.54";"6.14"
"Václav Sejk";"CF";"all";"all";"116942";"V. Sejk";"2002-05-18";"84.94";"18.63";"9";"0";"316";"100";"56.96";"3.62";"0";"25.95";"8.86";"1.58";"0.79";"0.16";"10.44";"1.9"
"Yanis Begraoui";"CF";"all";"all";"13354";"Y. Begraoui";"2001-07-04";"75.93";"17.52";"11";"0";"320";"100";"46.56";"3.34";"0.62";"30.94";"17.5";"4.69";"0.92";"0.44";"13.12";"6.56"
"Ânderson Miguel da Silva";"CF";"all";"all";"29234";"Nenê";"1983-07-28";"81.01";"16.47";"7";"0";"124";"100";"57.26";"3.73";"0.81";"36.29";"19.35";"4.03";"1.28";"0.47";"17.74";"7.26"
"Óscar Aranda Subiela";"CF";"all";"all";"34573";"Óscar Aranda";"2002-04-29";"85.77";"17.92";"13";"1";"254";"100";"37.01";"2.47";"0";"40.94";"25.98";"3.54";"0.84";"0.44";"12.6";"6.69"
"Alan Gonzalo Varela";"DM";"all";"all";"36637";"A. Varela";"2001-07-04";"94.96";"24.66";"5";"0";"104";"100";"10.58";"1.27";"0";"30.77";"26.92";"0.96";"0.31";"0.2";"2.88";"1.92"
"Matheus Dos Santos Dias";"DM";"all";"all";"169273";"Matheus Dias";"2002-05-09";"95.56";"18.97";"6";"1";"70";"100";"11.43";"0.5";"0";"35.71";"32.86";"0";"0.09";"0.05";"1.43";"0"
"Roman Mory Diaman Gbane";"DM";"all";"all";"172435";"M. Gbane";"2000-12-25";"91.55";"23.9";"6";"0";"172";"100";"5.23";"0.52";"0.58";"25.58";"22.09";"0.58";"0.22";"0.04";"1.74";"0"
"Vinícius Nelson de Souza Zanocelo";"DM";"all";"all";"53519";"Vinícius Zanocelo";"2001-01-30";"97.48";"18.9";"9";"0";"133";"100";"4.51";"0.41";"0";"31.58";"29.32";"0.75";"0.07";"0.07";"0";"0"
"Adrián Marín Gómez";"LB";"all";"all";"252";"Adrián Marín";"1997-01-09";"92.23";"24.56";"6";"0";"67";"100";"0";"0.5";"0";"49.25";"43.28";"1.49";"0.2";"0.15";"0";"0"
"Amadou Danté";"LB";"all";"all";"26143";"A. Danté";"2000-10-07";"91.05";"20.94";"10";"0";"211";"100";"9.95";"0.98";"0";"37.91";"31.28";"2.84";"0.35";"0.28";"2.84";"2.37"
"Arvin Amoakoh Appiah";"LB";"all";"all";"18577";"A. Appiah";"2001-01-05";"88.49";"18.01";"6";"0";"97";"100";"11.34";"1.31";"0";"30.93";"23.71";"3.09";"0.73";"0.21";"4.12";"2.06"
"Augusto Julio Dabó";"LB";"all";"all";"180051";"Augusto Dabó";"2004-03-13";"75.68";"10.76";"6";"0";"48";"100";"12.5";"0.99";"0";"41.67";"35.42";"0";"0.39";"0.3";"6.25";"4.17"
"Christian Kendji Wagatsuma Ferreira";"LB";"all";"all";"33009";"Kazu";"2000-03-18";"87.93";"25.19";"5";"0";"114";"100";"5.26";"0.68";"0";"35.09";"30.7";"0";"0.24";"0.18";"2.63";"1.75"
"Christian Neiva Afonso";"LB";"all";"all";"35984";"Kiki";"1994-12-10";"87.6";"16.24";"9";"1";"96";"100";"13.54";"1.18";"1.04";"39.58";"33.33";"2.08";"0.45";"0.34";"5.21";"3.12"
"Filipe Miguel Neves Ferreira";"LB";"all";"all";"13601";"Filipe Ferreira";"1990-09-27";"87.14";"15.21";"7";"0";"84";"100";"1.19";"0.64";"0";"47.62";"41.67";"1.19";"0.26";"0.21";"0";"0"
"Francisco Edgar Chissumba Rodrigues";"LB";"all";"all";"69038";"Francisco Chissumba";"2005-05-29";"97.18";"26.32";"16";"0";"481";"100";"13.72";"1.04";"0";"43.24";"36.59";"3.12";"0.41";"0.3";"4.57";"2.7"
"Francisco Sampaio Moura";"LB";"all";"all";"33624";"Francisco Moura";"1999-08-16";"95.99";"25.06";"15";"0";"506";"100";"24.51";"1.54";"0.79";"34.58";"24.9";"2.37";"0.45";"0.27";"7.51";"4.74"
"Godfried Ayesu Owusu Frimpong";"LB";"all";"all";"61373";"G. Frimpong";"1999-04-21";"98.62";"18.82";"25";"0";"505";"100";"12.48";"1.05";"0.2";"34.65";"29.5";"2.38";"0.4";"0.33";"5.15";"3.96"
"José Manuel Mendes Gomes ";"LB";"all";"all";"774053";"José Gomes";"1996-07-20";"96.75";"18.76";"18";"1";"425";"100";"17.41";"1.27";"0";"38.82";"32.47";"3.53";"0.49";"0.38";"6.59";"4.94"
"João Miguel Teixeira Mendes";"LB";"all";"all";"103498";"João Mendes";"2000-04-13";"97.84";"22.65";"29";"0";"721";"100";"14.01";"1.06";"0.14";"38";"31.62";"2.77";"0.37";"0.27";"4.16";"2.36"
"Leonardo Daniel Ulineia Buta";"LB";"all";"all";"96063";"Leonardo Buta";"2002-06-05";"89.48";"20.44";"5";"0";"84";"100";"11.9";"0.99";"0";"29.76";"25";"4.76";"0.38";"0.33";"4.76";"4.76"
"Luís Rafael Soares Alves";"LB";"all";"all";"8791";"Rafa Soares";"1995-05-09";"94.7";"19.2";"22";"1";"556";"100";"21.22";"1.35";"0.36";"31.12";"25";"3.24";"0.41";"0.32";"6.83";"5.58"
"Maximiliano Javier Araújo Vilches";"LB";"all";"all";"25973";"M. Araújo";"2000-02-15";"96.34";"25.99";"7";"0";"212";"100";"31.13";"1.89";"0.47";"35.85";"29.72";"2.36";"0.51";"0.35";"7.55";"4.72"
"Nilton Varela Lopes";"LB";"all";"all";"27242";"Nilton Varela";"2001-05-25";"88.22";"17.9";"8";"0";"139";"100";"2.88";"0.65";"0.72";"29.5";"23.02";"0.72";"0.17";"0.13";"0";"0"
"Omar Richards";"LB";"all";"all";"18769";"O. Richards";"1998-02-15";"93.93";"20.21";"17";"0";"360";"100";"8.61";"0.78";"0";"36.39";"32.5";"1.39";"0.26";"0.2";"3.06";"2.22"
"Paulo Victor de Almeida Barbosa";"LB";"all";"all";"56498";"Paulo Victor";"2001-04-13";"100.62";"17.92";"5";"0";"89";"100";"5.62";"0.79";"0";"30.34";"21.35";"1.12";"0.2";"0.11";"1.12";"0"
"Pedro Miguel Gaspar Amaral";"LB";"all";"all";"27316";"Pedro Amaral";"1997-08-25";"97.1";"19.11";"8";"0";"197";"100";"19.29";"1.47";"1.02";"39.09";"31.98";"4.57";"0.5";"0.36";"7.11";"5.58"
"Sandro Plínio Rosa da Cruz";"LB";"all";"all";"156120";"Sandro Cruz";"2001-05-12";"94.27";"21.95";"20";"0";"497";"100";"10.26";"0.98";"0";"29.78";"25.15";"1.61";"0.25";"0.2";"2.82";"2.01"
"Wenderson Rodrigues do Nascimento Galeno";"LB";"all";"all";"16194";"Galeno";"1997-10-22";"94.29";"25.78";"8";"0";"151";"100";"25.17";"1.96";"1.32";"47.02";"39.07";"3.97";"0.69";"0.42";"7.95";"5.96"
"Weverson Moreira da Costa";"LB";"all";"all";"32906";"Weverson";"2000-07-05";"94.7";"20.34";"20";"0";"547";"100";"18.46";"1.3";"0.37";"34.19";"28.7";"3.66";"0.41";"0.31";"6.58";"4.75"
"Álvaro Fernández Carreras";"LB";"all";"all";"67581";"Álvaro Carreras";"2003-03-23";"97.01";"25.61";"15";"0";"436";"100";"13.76";"1.02";"1.15";"39.91";"35.09";"4.59";"0.41";"0.3";"5.05";"3.9"
"Aderllan Leandro de Jesus Santos";"LCB";"all";"all";"223";"Aderllan Santos";"1989-04-09";"94.31";"20.22";"10";"0";"19";"100";"21.05";"2.19";"0";"21.05";"15.79";"0";"0.26";"0.03";"5.26";"0"
"Baptiste Roux";"LCB";"all";"all";"32444";"B. Roux";"1999-11-26";"97.46";"18.46";"16";"1";"91";"100";"1.1";"0.15";"0";"39.56";"36.26";"2.2";"0.05";"0.02";"0";"0"
"Bright Akwo Arrey-Mbi";"LCB";"all";"all";"29796";"B. Arrey-Mbi";"2003-03-26";"98.5";"28.95";"10";"0";"61";"100";"1.64";"0.14";"0";"39.34";"36.07";"0";"0.02";"0.02";"0";"0"
"Carlos dos Santos Rodrigues";"LCB";"all";"all";"1652";"Ponck";"1995-01-13";"90.76";"20.13";"5";"0";"30";"100";"0";"0.08";"0";"26.67";"26.67";"0";"0.06";"0.06";"0";"0"
"Cristian David Castro Devenish";"LCB";"all";"all";"33626";"C. Devenish";"2001-01-25";"95.5";"16.74";"6";"0";"21";"100";"0";"0.25";"0";"38.1";"38.1";"4.76";"0.04";"0.04";"0";"0"
"Duplexe Tchamba Bangou";"LCB";"all";"all";"11234";"D. Tchamba";"1998-07-10";"96.61";"19.1";"19";"0";"151";"100";"1.99";"0.14";"0";"42.38";"41.06";"1.99";"0.06";"0.04";"0.66";"0"
"Enea Mihaj";"LCB";"all";"all";"163335";"E. Mihaj";"1998-07-05";"93.62";"18.89";"5";"1";"31";"100";"3.23";"0.4";"0";"38.71";"38.71";"0";"0.01";"0.01";"0";"0"
"Felix Bacher";"LCB";"all";"all";"60108";"F. Bacher";"2000-10-25";"99.33";"22.79";"10";"0";"90";"100";"0";"0.12";"0";"28.89";"27.78";"1.11";"0.03";"0.02";"0";"0"
"Filipe Bem Relvas Vito Oliveira";"LCB";"all";"all";"61685";"Filipe Relvas";"1999-09-20";"97.1";"22.5";"9";"0";"65";"100";"3.08";"0.17";"0";"32.31";"32.31";"0";"0.02";"0.02";"0";"0"
"Filipe Miguel Neves Ferreira";"LCB";"all";"all";"13601";"Filipe Ferreira";"1990-09-27";"94.63";"15.51";"14";"0";"115";"100";"1.74";"0.41";"0";"35.65";"29.57";"0.87";"0.1";"0.08";"0";"0"
"Frederico André Ferrão Venâncio";"LCB";"all";"all";"3665";"Frederico Venâncio";"1993-02-04";"91.11";"15.59";"9";"0";"30";"100";"0";"0.08";"0";"30";"30";"0";"0.01";"0.01";"0";"0"
"Gonçalo Bernardino Inácio";"LCB";"all";"all";"30300";"Gonçalo Inácio";"2001-08-25";"98.03";"26.33";"22";"0";"208";"100";"2.4";"0.27";"0";"41.35";"39.9";"1.92";"0.06";"0.06";"0";"0"
"Issiar Dramé";"LCB";"all";"all";"37712";"I. Dramé";"1999-02-16";"97.03";"16.11";"6";"0";"34";"100";"23.53";"2.14";"0";"14.71";"14.71";"0";"0";"0";"0";"0"
"Iván Marcano Sierra";"LCB";"all";"all";"4537";"Iván Marcano";"1987-06-23";"98.05";"26.05";"8";"0";"165";"100";"4.24";"0.57";"0";"31.52";"29.09";"1.21";"0.13";"0.08";"1.21";"0.61"
"Jonathan Buatu Mananga";"LCB";"all";"all";"5241";"Jonathan Buatu";"1993-09-27";"98.59";"20.24";"5";"0";"22";"100";"0";"0.01";"0";"27.27";"27.27";"0";"0";"0";"0";"0"
"Jonathan Panzo";"LCB";"all";"all";"12196";"J. Panzo";"2000-10-25";"96.98";"20.06";"13";"0";"89";"100";"6.74";"1.38";"0";"37.08";"35.96";"1.12";"0.03";"0.03";"0";"0"
