"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count Runs in sample";"Count Runs per 100 Runs";"Count Dangerous Runs per 100 Runs";"Threat of Runs per 100 Runs";"Count Runs leading to goal per 100 Runs";"Count Runs targeted per 100 Runs";"Count Runs received per 100 Runs";"Count Runs leading to shot per 100 Runs";"Threat of Runs targeted per 100 Runs";"Threat of Runs received per 100 Runs";"Count dangerous Runs targeted per 100 Runs";"Count dangerous Runs received per 100 Runs"
"Luis Alberto Sequeira";"AM";"all";"all";"28580";"L. Sequeira";"2003-01-08";"85.74";"13.37";"5";"0";"104";"100";"21.15";"1.82";"0.96";"44.23";"38.46";"2.88";"0.46";"0.4";"5.77";"5.77"
"Matko Mijael Miljevic";"AM";"all";"all";"28519";"M. Miljevic";"2001-05-09";"85.95";"18.11";"7";"0";"184";"100";"22.28";"1.6";"0";"30.43";"25.54";"4.35";"0.31";"0.19";"3.26";"1.63"
"Damián Marcelino Moreno";"AM";"all";"all";"28642";"M. Moreno";"1995-06-25";"97.85";"22.22";"12";"0";"427";"100";"33.96";"2.27";"0.7";"40.52";"27.17";"3.28";"0.79";"0.49";"11.94";"6.32"
"Nahuel Lautaro Bustos";"AM";"all";"all";"26537";"N. Bustos";"1998-07-04";"82.59";"15.7";"6";"0";"133";"100";"33.83";"2.54";"0";"36.84";"25.56";"4.51";"0.8";"0.46";"12.03";"7.52"
"Osvaldo Nicolás Fabián Gaitán";"AM";"all";"all";"8014";"N. Gaitán";"1988-02-23";"93.35";"16.31";"7";"0";"186";"100";"29.03";"2.08";"0";"32.26";"25.27";"3.76";"0.36";"0.27";"4.84";"3.23"
"Pablo Ezequiel De Blasis";"AM";"all";"all";"8315";"P. De Blasis";"1988-02-04";"92";"20";"5";"0";"152";"100";"38.16";"2.09";"0";"35.53";"30.26";"1.97";"0.52";"0.42";"8.55";"6.58"
"Víctor Ignacio Malcorra";"AM";"all";"all";"23216";"V. Malcorra";"1987-07-24";"91.07";"18.27";"6";"1";"269";"100";"23.05";"1.65";"0.37";"33.09";"21.93";"1.49";"0.46";"0.23";"6.69";"2.6"
"Vicente Taborda";"AM";"all";"all";"60559";"V. Taborda";"2001-06-14";"77.79";"12.61";"5";"0";"116";"100";"25";"1.89";"0.86";"33.62";"24.14";"0.86";"0.54";"0.36";"7.76";"5.17"
"Éver Maximiliano David Banega";"AM";"all";"all";"3210";"É. Banega";"1988-06-29";"84.25";"17.05";"8";"0";"174";"100";"21.84";"1.45";"0";"48.85";"39.08";"3.45";"0.61";"0.37";"9.2";"5.17"
"Alan Enzo Barrionuevo";"CB";"all";"all";"165868";"A. Barrionuevo";"1997-01-02";"98.65";"13.28";"8";"0";"8";"100";"12.5";"0.76";"0";"25";"25";"0";"0.02";"0.02";"0";"0"
"Alejandro Daniel Rébola";"CB";"all";"all";"531343";"A. Rébola";"1988-07-24";"97.55";"21.22";"7";"0";"16";"100";"0";"0.06";"0";"31.25";"31.25";"0";"0.01";"0.01";"0";"0"
"Bruno Félix Bianchi Massey";"CB";"all";"all";"28719";"B. Bianchi";"1989-02-17";"99.71";"16.21";"9";"0";"16";"100";"0";"0.05";"0";"50";"50";"0";"0.01";"0.01";"0";"0"
"Carlos Alberto Sánchez Moreno";"CB";"all";"all";"13416";"C. Sánchez";"1986-02-06";"97.33";"16.58";"12";"0";"34";"100";"2.94";"0.41";"0";"11.76";"8.82";"0";"0.16";"0.02";"2.94";"0"
"Franco Emanuel Pardo";"CB";"all";"all";"115103";"F. Pardo";"1997-04-05";"98.48";"19.42";"15";"0";"25";"100";"16";"0.85";"0";"28";"20";"0";"0.32";"0";"8";"0"
"Fernando Omar Tobio";"CB";"all";"all";"36666";"F. Tobio";"1989-10-18";"99.7";"21.31";"5";"0";"16";"100";"6.25";"0.22";"0";"18.75";"18.75";"0";"0";"0";"0";"0"
"Sandro Leonardo Morales";"CB";"all";"all";"28686";"L. Morales";"1991-04-11";"98.2";"19.65";"8";"0";"21";"100";"0";"0.13";"0";"33.33";"33.33";"0";"0.03";"0.03";"0";"0"
"Miguel Ángel Torrén";"CB";"all";"all";"26269";"M. Torrén";"1988-08-12";"77.67";"13.86";"7";"1";"23";"100";"0";"0";"0";"39.13";"39.13";"0";"0";"0";"0";"0"
"Mariano Emir Troilo";"CB";"all";"all";"728068";"M. Troilo";"2003-06-22";"96.61";"19.72";"12";"0";"38";"100";"5.26";"0.26";"2.63";"34.21";"31.58";"2.63";"0.11";"0.01";"2.63";"0"
"Santiago Leonel Sosa";"CB";"all";"all";"36728";"S. Sosa";"1999-05-03";"95.02";"22.18";"13";"0";"118";"100";"5.08";"0.66";"0";"27.97";"25.42";"0";"0.21";"0.04";"0.85";"0"
"Yonatthan Nicolás Rak Barragán";"CB";"all";"all";"43065";"Y. Rak";"1993-08-18";"97.91";"22.38";"6";"0";"4";"100";"0";"0.02";"0";"50";"25";"0";"0.02";"0";"0";"0"
"Antony Daniel Alonso Espinoza";"CF";"all";"all";"127877";"A. Alonso";"1998-05-11";"71.46";"10.92";"5";"0";"105";"100";"49.52";"3.42";"0";"35.24";"19.05";"2.86";"0.91";"0.28";"17.14";"5.71"
"Adrián Martín Balboa Camacho";"CF";"all";"all";"38548";"A. Balboa";"1994-01-19";"86.64";"16.99";"23";"0";"650";"100";"53.08";"3.46";"0.15";"36";"17.85";"4.62";"1.1";"0.5";"16.77";"8.77"
"Adam Fernando Bareiro Gamarra";"CF";"all";"all";"28698";"A. Bareiro";"1996-07-26";"86.74";"21.4";"5";"0";"165";"100";"56.36";"3.68";"0";"35.76";"20.61";"4.24";"1.1";"0.44";"19.39";"8.48"
"Alexis Ricardo Cuello";"CF";"all";"all";"123408";"A. Cuello";"2000-02-18";"89.42";"18.28";"15";"1";"450";"100";"40.89";"2.71";"0.44";"34.22";"21.11";"2.67";"0.86";"0.41";"11.78";"6.44"
"Alexis Andrés Domínguez Ansorena";"CF";"all";"all";"59621";"A. Domínguez";"1996-10-30";"84.77";"13.93";"7";"0";"143";"100";"53.15";"3.57";"0";"41.26";"22.38";"3.5";"1.24";"0.42";"19.58";"6.29"
"Adrián Emmanuel Martínez";"CF";"all";"all";"38142";"A. Martínez";"1992-07-07";"86.83";"19.75";"15";"0";"429";"100";"68.3";"4.84";"0.93";"28.44";"14.69";"4.2";"1.33";"0.74";"18.41";"9.32"
"Agustín Ignacio Módica";"CF";"all";"all";"758349";"A. Módica";"2003-01-12";"86.5";"18";"6";"0";"143";"100";"58.04";"3.84";"0.7";"34.97";"15.38";"5.59";"1.27";"0.42";"16.78";"6.99"
"Abiel Alessio Osorio";"CF";"all";"all";"126685";"A. Osorio";"2002-06-13";"84.54";"21.16";"8";"0";"212";"100";"68.87";"3.84";"0.47";"31.13";"13.68";"4.25";"1.1";"0.35";"19.81";"8.02"
"Braian Ezequiel Romero";"CF";"all";"all";"25168";"B. Romero";"1991-06-15";"89.45";"19.53";"25";"0";"745";"100";"64.7";"5.01";"0.54";"33.69";"16.64";"3.89";"1.52";"0.67";"19.46";"8.19"
"Bruno Christian Sepúlveda";"CF";"all";"all";"43497";"B. Sepúlveda";"1992-09-17";"93.64";"13.72";"9";"3";"171";"100";"60.82";"4.4";"0.58";"37.43";"21.05";"4.09";"1.53";"0.82";"19.88";"11.11"
"Cristian Alberto Tarragona";"CF";"all";"all";"26337";"C. Tarragona";"1991-04-09";"87.97";"22.01";"16";"0";"485";"100";"54.23";"3.57";"0.62";"35.46";"18.97";"3.09";"1.04";"0.46";"15.67";"6.6"
"Edinson Roberto Cavani Gómez";"CF";"all";"all";"2941";"E. Cavani";"1987-02-14";"88";"21.78";"15";"1";"340";"100";"57.06";"4.33";"0.88";"35";"20.88";"3.53";"1.49";"0.79";"17.94";"7.65"
"Enzo Nahuel Copetti";"CF";"all";"all";"43791";"E. Copetti";"1996-01-16";"88.05";"18.89";"13";"0";"434";"100";"49.54";"3.41";"0.23";"34.79";"15.9";"0.92";"1.16";"0.33";"15.44";"4.15"
"Ezequiel Naya";"CF";"all";"all";"58864";"E. Naya";"2001-08-04";"83.36";"10.87";"7";"0";"124";"100";"51.61";"3.44";"0";"40.32";"19.35";"5.65";"1.37";"0.58";"18.55";"8.06"
"Eric Iván Jesús Ramírez";"CF";"all";"all";"36691";"E. Ramírez";"1996-09-21";"79.02";"16.11";"10";"0";"150";"100";"56";"3.84";"0.67";"38";"16";"2.67";"1.11";"0.35";"18";"5.33"
"Facundo Bruera";"CF";"all";"all";"118895";"F. Bruera";"1998-09-23";"96.54";"15.59";"7";"1";"145";"100";"63.45";"4.29";"0";"25.52";"13.1";"1.38";"1.13";"0.37";"15.17";"4.83"
"Facundo Colidio";"CF";"all";"all";"27698";"F. Colidio";"2000-01-04";"84.18";"20.71";"10";"0";"390";"100";"50.26";"3.48";"1.03";"36.67";"21.79";"5.38";"1.28";"0.61";"17.95";"9.23"
"Federico Girotti Bonazza";"CF";"all";"all";"36729";"F. Girotti";"1999-06-02";"87.22";"19.4";"16";"0";"340";"100";"60.29";"4.31";"0";"29.71";"14.71";"2.06";"1.13";"0.37";"15.59";"5.88"
"Franco Daniel Jara";"CF";"all";"all";"3596";"F. Jara";"1988-07-15";"91.88";"19.49";"17";"0";"508";"100";"46.26";"3.2";"0.2";"45.28";"27.76";"4.53";"1.31";"0.61";"18.11";"8.07"
"Florián Gonzalo De Jesús Monzón";"CF";"all";"all";"35581";"F. Monzón";"2001-01-03";"92.26";"20.74";"9";"0";"224";"100";"49.55";"3.63";"1.34";"37.5";"22.77";"3.57";"1.28";"0.5";"14.29";"6.25"
"Fernando Raúl Romero González";"CF";"all";"all";"44325";"F. Romero";"2000-04-24";"70.69";"11.56";"7";"0";"140";"100";"54.29";"3.55";"0";"30";"12.86";"2.14";"1.39";"0.36";"17.14";"4.29"
"Facundo Ezequiel Suárez";"CF";"all";"all";"147807";"F. Suárez";"1994-07-01";"80.35";"15.59";"15";"0";"319";"100";"64.89";"4.08";"0.63";"35.11";"15.99";"2.19";"1.2";"0.33";"17.24";"5.33"
"Guido Marcelo Carrillo";"CF";"all";"all";"4110";"G. Carrillo";"1991-05-25";"88.16";"20.68";"12";"0";"266";"100";"65.04";"4.11";"1.13";"35.34";"15.79";"3.38";"1.16";"0.45";"21.43";"8.27"
"Gustavo Martín Fernández";"CF";"all";"all";"39389";"G. Fernández";"1990-08-04";"70.71";"8.04";"5";"0";"45";"100";"48.89";"3.83";"0";"44.44";"26.67";"4.44";"1.08";"0.72";"13.33";"8.89"
"Gonzalo Maroni";"CF";"all";"all";"24242";"G. Maroni";"1999-03-18";"73.61";"12.84";"7";"0";"161";"100";"26.09";"1.97";"0";"32.3";"22.98";"1.24";"0.49";"0.24";"4.35";"2.48"
"Gabriel Ávalos Stumpfs";"CF";"all";"all";"26342";"G. Ávalos";"1990-12-10";"87.65";"17.97";"24";"0";"413";"100";"53.03";"3.9";"0.97";"40.92";"26.39";"5.81";"1.52";"0.75";"19.37";"10.41"
"Iván Andrés Morales Bravo";"CF";"all";"all";"28401";"I. Morales";"1999-07-29";"79.84";"13.58";"14";"0";"321";"100";"51.4";"3.14";"0.62";"39.25";"18.07";"4.05";"1.19";"0.4";"20.25";"6.23"
"Ignacio Pussetto";"CF";"all";"all";"14091";"I. Pussetto";"1995-12-21";"98.95";"19.9";"5";"0";"94";"100";"65.96";"4.96";"0";"40.43";"23.4";"6.38";"1.95";"0.66";"25.53";"11.7"
"Juan Ignacio Ramírez Polero";"CF";"all";"all";"25964";"I. Ramírez";"1997-02-01";"86.48";"17.44";"17";"0";"410";"100";"71.46";"4.61";"0";"26.1";"10.73";"5.61";"1.46";"0.65";"18.78";"7.32"
"Ignacio Russo Cordero";"CF";"all";"all";"36644";"I. Russo";"2000-12-13";"76.74";"13.21";"12";"0";"270";"100";"59.26";"4.78";"0.37";"32.22";"16.3";"3.33";"1.22";"0.47";"12.96";"4.44"
"Jhonatan Marcelo Candia Hernández";"CF";"all";"all";"36806";"J. Candia";"1995-03-15";"89.02";"18.42";"5";"1";"109";"100";"42.2";"3.15";"0";"35.78";"12.84";"0.92";"0.68";"0.17";"10.09";"2.75"
"Juan Manuel García";"CF";"all";"all";"36900";"J. García";"1992-11-14";"81.2";"17.33";"9";"0";"181";"100";"61.33";"4.22";"0";"30.39";"13.81";"2.21";"1.27";"0.53";"16.57";"6.63"
"Jonathan Carlos Herrera";"CF";"all";"all";"26455";"J. Herrera";"1991-09-16";"92.12";"12.09";"24";"0";"404";"100";"67.57";"4.02";"0.74";"46.29";"20.54";"3.71";"1.68";"0.65";"29.21";"10.64"
"Juan Bautista Miritello";"CF";"all";"all";"28549";"J. Miritello";"1999-02-08";"86.71";"18.4";"12";"0";"300";"100";"72.33";"4.73";"0.67";"30.67";"14";"3";"1.39";"0.49";"22";"8.67"
"José Ernesto Sosa";"CF";"all";"all";"5441";"J. Sosa";"1985-06-19";"72.12";"17.77";"9";"0";"207";"100";"20.77";"1.57";"0.48";"33.33";"26.09";"2.42";"0.36";"0.26";"5.31";"2.9"
"Jonatán Gabriel Torres";"CF";"all";"all";"40832";"J. Torres";"1996-12-29";"87.26";"15.21";"6";"0";"127";"100";"66.14";"4.85";"0";"29.92";"13.39";"2.36";"1.72";"0.5";"23.62";"7.87"
"Leandro Julián Garate";"CF";"all";"all";"115102";"L. Garate";"1993-09-02";"87.97";"15.63";"5";"0";"104";"100";"60.58";"4.25";"0";"32.69";"15.38";"3.85";"1.34";"0.52";"19.23";"7.69"
"Luciano Emilio Gondou Zanelli";"CF";"all";"all";"40840";"L. Gondou";"2001-06-22";"96.97";"23.75";"5";"0";"137";"100";"50.36";"3.34";"0";"32.12";"17.52";"5.11";"0.68";"0.28";"10.22";"3.65"
"Lucas Ariel Varaldo";"CF";"all";"all";"36765";"L. Varaldo";"2002-02-24";"84.13";"18.96";"11";"0";"367";"100";"47.96";"3.38";"0.82";"28.07";"14.44";"3";"1.02";"0.43";"12.53";"4.63"
"Mauricio Gabriel Asenjo";"CF";"all";"all";"36632";"M. Asenjo";"1994-07-23";"89.11";"14.59";"5";"1";"112";"100";"55.36";"3.47";"0";"39.29";"14.29";"2.68";"1.42";"0.38";"21.43";"4.46"
"Mateo Bajamich";"CF";"all";"all";"43245";"M. Bajamich";"1999-08-03";"74.76";"13.27";"13";"1";"293";"100";"41.64";"2.79";"0.34";"34.47";"18.77";"3.07";"0.9";"0.36";"13.65";"6.14"
"Miguel Ángel Borja Hernández";"CF";"all";"all";"12062";"M. Borja";"1993-01-26";"96.36";"27.1";"12";"0";"321";"100";"70.4";"5.3";"0.31";"33.02";"19.31";"7.17";"1.78";"0.78";"21.5";"10.59"
"Mateo Agustín Coronel";"CF";"all";"all";"35580";"M. Coronel";"1998-10-24";"83.2";"15.66";"12";"0";"340";"100";"41.18";"2.93";"0.29";"44.41";"26.18";"4.12";"1.13";"0.51";"14.41";"7.65"
"Marcelo Luciano Estigarribia";"CF";"all";"all";"115107";"M. Estigarribia";"1995-04-10";"93.66";"17.03";"10";"1";"246";"100";"59.35";"4.44";"0.41";"33.74";"17.48";"4.88";"1.4";"0.65";"18.29";"7.72"
"Milton Giménez";"CF";"all";"all";"57433";"M. Giménez";"1996-08-12";"93.1";"18.01";"13";"1";"282";"100";"64.89";"5.02";"0.71";"41.84";"17.73";"2.48";"1.83";"0.45";"21.99";"4.96"
"Miguel Ángel Merentiel Serrano";"CF";"all";"all";"26449";"M. Merentiel";"1996-02-24";"94.7";"20.79";"15";"1";"463";"100";"46";"3.28";"0.43";"38.44";"26.13";"5.83";"0.95";"0.49";"13.82";"7.56"
"Damián Marcelino Moreno";"CF";"all";"all";"28642";"M. Moreno";"1995-06-25";"91.27";"18.19";"7";"0";"221";"100";"33.94";"2.37";"2.26";"38.46";"23.98";"6.33";"0.93";"0.55";"14.03";"7.24"
"Mateo Pellegrino Casalanguila";"CF";"all";"all";"40827";"M. Pellegrino";"2001-10-22";"85.69";"12.99";"23";"1";"400";"100";"58.75";"3.59";"0";"36.75";"19";"5";"1.22";"0.54";"20";"9"
"Maximiliano Samuel Romero";"CF";"all";"all";"12653";"M. Romero";"1999-01-09";"81.87";"19.05";"12";"0";"193";"100";"67.88";"3.89";"0.52";"31.61";"13.99";"2.59";"1.05";"0.41";"19.17";"7.25"
"Marco Gastón Rubén Rodríguez";"CF";"all";"all";"25199";"M. Rubén";"1986-10-26";"96.26";"16.44";"8";"0";"173";"100";"66.47";"5.47";"0";"35.84";"15.03";"1.73";"1.74";"0.58";"21.39";"7.51"
"Gabriel Nicolás Benegas";"CF";"all";"all";"117948";"N. Benegas";"1996-03-01";"78.3";"9.23";"8";"0";"92";"100";"51.09";"2.9";"1.09";"36.96";"19.57";"4.35";"0.99";"0.55";"13.04";"6.52"
"Nicolás Emanuel Fernández";"CF";"all";"all";"26546";"N. Fernández";"1996-02-08";"86.76";"18.2";"11";"0";"290";"100";"61.38";"4.09";"0.69";"33.79";"16.21";"4.14";"1.25";"0.45";"18.28";"6.9"
"Nicolás Orsini";"CF";"all";"all";"28649";"N. Orsini";"1994-09-12";"84.6";"16.76";"18";"0";"441";"100";"52.61";"3.94";"0.91";"36.51";"21.77";"4.99";"1.07";"0.43";"16.1";"6.58"
"Pablo César Solari Ferreyra";"CF";"all";"all";"36897";"P. Solari";"2001-03-22";"79.94";"22.64";"11";"0";"475";"100";"38.53";"2.5";"1.05";"37.47";"22.32";"3.58";"0.72";"0.35";"11.16";"5.47"
"Rodrigo Castillo";"CF";"all";"all";"534593";"R. Castillo";"1999-02-26";"98.36";"19.87";"26";"0";"792";"100";"55.56";"3.56";"0.63";"34.85";"19.95";"3.16";"1.02";"0.48";"16.67";"7.32"
"Roger Beyker Martínez Tobinson";"CF";"all";"all";"34768";"R. Martínez";"1994-06-23";"87.9";"19.56";"7";"0";"158";"100";"54.43";"3.92";"0";"39.24";"23.42";"3.8";"1.43";"0.5";"18.35";"7.59"
"Ramón Darío Ábila";"CF";"all";"all";"25440";"R. Ábila";"1989-10-14";"85.54";"17.12";"6";"0";"89";"100";"74.16";"6.28";"0";"43.82";"20.22";"2.25";"1.84";"0.69";"28.09";"12.36"
"Sebastián Francisco Ramírez";"CF";"all";"all";"28556";"S. Ramírez";"2000-09-04";"67.7";"13.91";"5";"0";"157";"100";"48.41";"3.17";"0";"21.66";"12.74";"2.55";"0.69";"0.32";"10.19";"5.73"
"Santiago Alejandro Rodríguez";"CF";"all";"all";"544203";"S. Rodríguez";"1997-08-23";"78.51";"14.91";"13";"0";"318";"100";"43.08";"2.59";"0.94";"30.82";"19.18";"5.35";"0.55";"0.32";"8.18";"4.4"
"Ederson Salomón Rodríguez Lima";"CF";"all";"all";"43735";"S. Rodríguez";"2000-02-16";"90.56";"17.4";"18";"0";"433";"100";"66.05";"5.2";"0.46";"30.25";"11.32";"3";"1.66";"0.48";"18.94";"5.31"
"Sebastián Villa Cano";"CF";"all";"all";"18228";"S. Villa";"1996-05-19";"95.37";"14.59";"15";"0";"306";"100";"23.2";"2.01";"0.33";"48.69";"33.66";"4.58";"0.56";"0.39";"7.19";"4.58"
"Tomás Martín Molina";"CF";"all";"all";"126677";"T. Molina";"1995-04-12";"74.59";"16.52";"6";"1";"145";"100";"38.62";"2.95";"0";"21.38";"10.34";"0.69";"0.59";"0.2";"8.97";"2.76"
"Victorio Gabriel Ramis";"CF";"all";"all";"26271";"V. Ramis";"1994-07-07";"69.15";"10.63";"7";"0";"100";"100";"48";"3.9";"1";"31";"16";"5";"1.3";"0.48";"17";"7"
"Walter Ariel Bou";"CF";"all";"all";"26241";"W. Bou";"1993-08-25";"90.09";"21.06";"17";"0";"473";"100";"54.33";"3.55";"1.06";"36.58";"21.14";"4.86";"1.33";"0.64";"18.18";"8.88"
"Pablo Ariel Gamarra González";"DM";"all";"all";"301761";"A. Gamarra";"2003-02-26";"93.29";"25.01";"5";"0";"51";"100";"0";"0.16";"0";"29.41";"27.45";"0";"0.06";"0.06";"0";"0"
"Bruno Leyes Sosa";"DM";"all";"all";"59135";"B. Leyes";"2001-10-30";"89.94";"17.54";"14";"0";"150";"100";"1.33";"0.24";"0";"36";"34.67";"0.67";"0.07";"0.07";"0";"0"
"Cristian David Núñez Morales";"DM";"all";"all";"28584";"C. Núñez";"1997-09-20";"93.85";"17.22";"5";"0";"43";"100";"2.33";"0.32";"0";"23.26";"23.26";"0";"0.03";"0.03";"0";"0"
"Emiliano Jorge Rubén Méndez";"DM";"all";"all";"28618";"E. Méndez";"1989-02-15";"87.95";"11.56";"8";"0";"23";"100";"8.7";"0.61";"0";"26.09";"21.74";"0";"0.12";"0.04";"0";"0"
"Enzo Nicolás Pérez";"DM";"all";"all";"3116";"E. Pérez";"1986-02-22";"96.05";"23.43";"6";"0";"74";"100";"4.05";"0.34";"2.7";"37.84";"36.49";"4.05";"0.18";"0.16";"2.7";"2.7"
"Federico Fattori Mouzo";"DM";"all";"all";"117214";"F. Fattori";"1992-07-22";"97.24";"21.7";"9";"0";"173";"100";"2.89";"0.33";"1.16";"34.68";"32.37";"1.73";"0.14";"0.12";"1.16";"1.16"
"Francis Manuel Mac Allister";"DM";"all";"all";"26268";"F. Mac Allister";"1995-10-30";"84.65";"19.88";"9";"1";"125";"100";"0.8";"0.27";"0";"28";"25.6";"1.6";"0.08";"0.08";"0.8";"0.8"
"Franco Agustin Romero";"DM";"all";"all";"35558";"F. Romero";"2000-04-23";"99.16";"17.32";"18";"1";"181";"100";"6.63";"0.56";"0";"31.49";"27.62";"0";"0.13";"0.08";"1.1";"0"
"Iván José Marcone";"DM";"all";"all";"25438";"I. Marcone";"1990-06-03";"98.11";"19.68";"9";"0";"71";"100";"1.41";"0.27";"0";"35.21";"32.39";"2.82";"0.12";"0.07";"1.41";"0"
"Joaquín Marcos Mosqueira";"DM";"all";"all";"628054";"J. Mosqueira";"2004-11-01";"93.52";"16.89";"18";"0";"120";"100";"5.83";"0.6";"0";"32.5";"30";"1.67";"0.17";"0.14";"0.83";"0.83"
"Leonel Marcelo Picco";"DM";"all";"all";"36709";"L. Picco";"1998-10-22";"97.82";"14.66";"5";"0";"40";"100";"22.5";"1.88";"0";"32.5";"27.5";"2.5";"0.38";"0.18";"5";"2.5"
"Martín Alejandro Fernández Figueira";"DM";"all";"all";"34347";"M. Fernández";"2001-05-08";"93.64";"17.41";"6";"0";"35";"100";"2.86";"0.69";"0";"28.57";"28.57";"0";"0.05";"0.05";"0";"0"
"Pablo Monje";"DM";"all";"all";"809490";"P. Monje";"1997-02-06";"98.49";"14.1";"6";"0";"23";"100";"21.74";"1.06";"4.35";"17.39";"8.7";"4.35";"0.11";"0.1";"4.35";"4.35"
"Rodrigo Román Villagra";"DM";"all";"all";"28575";"R. Villagra";"2001-02-14";"96.55";"23.28";"9";"0";"91";"100";"4.4";"0.51";"0";"37.36";"37.36";"1.1";"0.08";"0.08";"0";"0"
"Santiago Leonel Sosa";"DM";"all";"all";"36728";"S. Sosa";"1999-05-03";"91.89";"21.27";"8";"0";"85";"100";"5.88";"0.59";"0";"31.76";"22.35";"3.53";"0.23";"0.08";"1.18";"0"
"Alexis Nahuel Soto";"LB";"all";"all";"28709";"A. Soto";"1993-10-20";"98.3";"21.94";"15";"0";"308";"100";"16.88";"1.25";"1.3";"33.44";"28.25";"3.9";"0.36";"0.27";"5.84";"3.57"
"Adrián Marcelo Spörle";"LB";"all";"all";"33816";"A. Spörle";"1995-07-13";"95.96";"21.35";"11";"0";"252";"100";"14.29";"1.02";"0.4";"35.71";"30.16";"3.17";"0.33";"0.27";"5.16";"3.97"
"Gonzalo Agustín Sández";"LB";"all";"all";"36826";"A. Sández";"2001-01-16";"98.34";"18.37";"15";"0";"327";"100";"13.15";"1.12";"0";"39.45";"31.8";"2.75";"0.4";"0.28";"4.28";"2.14"
"Alan Francisco Rodríguez Armoa";"LB";"all";"all";"38613";"Alan Rodríguez";"2000-08-15";"97.65";"20.96";"7";"1";"178";"100";"2.25";"0.73";"0";"39.89";"34.83";"1.69";"0.24";"0.2";"0";"0"
"Blás Miguel Riveros Galeano";"LB";"all";"all";"13738";"B. Riveros";"1998-02-03";"100.14";"21.4";"7";"0";"178";"100";"15.17";"1.15";"0";"36.52";"28.65";"2.25";"0.39";"0.24";"4.49";"2.25"
"César Fernando Ibáñez";"LB";"all";"all";"26283";"C. Ibáñez";"1999-06-17";"100.04";"19.34";"10";"0";"161";"100";"10.56";"0.98";"0";"36.65";"31.06";"3.11";"0.4";"0.3";"4.35";"2.48"
"Damián Alfredo Pérez";"LB";"all";"all";"23215";"D. Pérez";"1988-12-22";"92.75";"17.99";"13";"0";"215";"100";"18.14";"1.21";"0";"42.33";"34.88";"2.79";"0.47";"0.33";"7.44";"4.19"
