"Player";"Position";"third";"channel";"Player ID";"Short name";"Birthdate";"Minutes played per match";"Adjusted min TIP per match";"Count performances that pass the quality check";"Count performances that fail the quality check";"Count opportunities to pass to Runs in sample";"Count opportunities to pass to Runs per 100 Pass Opportunities";"Count pass attempts for Runs per 100 Pass Opportunities";"Threat of all opportunities to pass to Runs per 100 Pass Opportunities";"Threat of Runs to which a pass was attempted per 100 Pass Opportunities";"Pass completion ratio to Runs";"Count Runs made by teammate per 100 Pass Opportunities";"Threat of Runs to which a pass was completed per 100 Pass Opportunities";"Count completed passes for Runs per 100 Pass Opportunities";"Count completed passes leading to shot for Runs per 100 Pass Opportunities";"Count completed passes leading to goal for Runs per 100 Pass Opportunities";"Count opportunities to pass to dangerous Runs per 100 Pass Opportunities";"Count pass attempts for dangerous Runs per 100 Pass Opportunities";"Count completed passes for dangerous Runs per 100 Pass Opportunities"
"Javier Ignacio Aquino Carmona";"RB";"all";"all";"4796";"J. Aquino";"1990-02-11";"101.23";"22.6";"31";"0";"527";"100";"64.33";"0.71";"0.46";"79.65";"128.84";"0.28";"51.23";"3.8";"0";"7.78";"5.31";"2.47"
"Guido Hernán Pizarro";"LDM";"all";"all";"11678";"G. Pizarro";"1990-02-26";"103.47";"25.32";"7";"0";"82";"100";"56.1";"1.06";"0.65";"76.09";"118.29";"0.45";"42.68";"3.66";"0";"15.85";"8.54";"6.1"
"Guido Hernán Pizarro";"RCB";"all";"all";"11678";"G. Pizarro";"1990-02-26";"104.17";"23.97";"13";"0";"153";"100";"44.44";"0.52";"0.26";"85.29";"123.53";"0.16";"37.91";"0.65";"0";"5.88";"2.61";"0.65"
"Jonathan dos Santos Ramírez";"LM";"all";"all";"5247";"J. dos Santos";"1990-04-26";"79.85";"15.97";"5";"0";"32";"100";"50";"1.09";"0.61";"81.25";"128.12";"0.19";"40.62";"3.12";"0";"15.62";"9.38";"0"
"Federico Eduardo Lértora";"LM";"all";"all";"28739";"F. Lértora";"1990-07-05";"103.74";"18.77";"10";"0";"82";"100";"68.29";"1.94";"1.4";"76.79";"147.56";"0.95";"52.44";"4.88";"2.44";"23.17";"17.07";"7.32"
"Hugo Martín Nervo";"CB";"all";"all";"34783";"M. Nervo";"1991-01-06";"102.57";"18.47";"11";"0";"46";"100";"39.13";"0.18";"0.04";"88.89";"115.22";"0.03";"34.78";"0";"0";"0";"0";"0"
"Hugo Martín Nervo";"RCB";"all";"all";"34783";"M. Nervo";"1991-01-06";"102.4";"19.62";"20";"0";"163";"100";"53.37";"0.2";"0.12";"83.91";"117.18";"0.07";"44.79";"0";"0";"2.45";"0.61";"0"
"Luis Alfonso Rodríguez Alanís";"RB";"all";"all";"18023";"L. Rodríguez";"1991-01-21";"87.09";"19.86";"14";"0";"206";"100";"52.91";"0.78";"0.49";"82.57";"138.35";"0.34";"43.69";"3.88";"0.49";"9.22";"6.8";"4.37"
"Carlos Emilio Orrantía Treviño";"RWB";"all";"all";"23230";"C. Orrantía";"1991-02-01";"94.97";"18.08";"6";"0";"68";"100";"73.53";"1.16";"0.76";"76";"148.53";"0.46";"55.88";"5.88";"0";"19.12";"11.76";"7.35"
"Ángel Baltazar Sepúlveda Sánchez";"CF";"all";"all";"23434";"A. Sepúlveda";"1991-02-15";"80.8";"20.73";"21";"0";"137";"100";"67.15";"3.16";"1.78";"72.83";"148.18";"1.13";"48.91";"7.3";"2.19";"48.18";"29.2";"18.25"
"Sergio Canales Madrazo";"AM";"all";"all";"9750";"Sergio Canales";"1991-02-16";"94.54";"19.09";"5";"0";"85";"100";"61.18";"1.72";"1";"73.08";"142.35";"0.6";"44.71";"5.88";"0";"32.94";"17.65";"9.41"
"Sergio Canales Madrazo";"RW";"all";"all";"9750";"Sergio Canales";"1991-02-16";"97.38";"25.42";"20";"0";"425";"100";"60.71";"2.27";"1.51";"75.58";"152.47";"0.9";"45.88";"7.76";"1.18";"33.88";"21.41";"13.18"
"Rogelio Gabriel Funes Mori";"CF";"all";"all";"9206";"R. Funes Mori";"1991-03-05";"73.71";"16.61";"13";"0";"72";"100";"56.94";"2.88";"1.51";"63.41";"144.44";"0.59";"36.11";"5.56";"0";"38.89";"20.83";"8.33"
"Luis Ricardo Reyes Moreno";"LB";"all";"all";"23247";"L. Reyes";"1991-04-03";"95.81";"19.98";"19";"0";"226";"100";"65.49";"1.47";"0.98";"76.35";"137.17";"0.58";"50";"3.98";"0.44";"23.45";"15.04";"8.41"
"Luis Enrique Quiñónes";"CF";"all";"all";"23271";"L. Quiñónes";"1991-06-26";"93.98";"17.47";"7";"2";"87";"100";"65.52";"1.82";"1.21";"64.91";"152.87";"0.58";"42.53";"5.75";"0";"32.18";"24.14";"9.2"
"Luis Enrique Quiñónes";"RW";"all";"all";"23271";"L. Quiñónes";"1991-06-26";"88.31";"16.94";"5";"0";"81";"100";"71.6";"2.04";"1.51";"62.07";"151.85";"0.61";"44.44";"9.88";"1.23";"30.86";"22.22";"8.64"
"Diego Eduardo De Buen Juárez";"RM";"all";"all";"36197";"D. de Buen";"1991-07-03";"101.33";"16.37";"11";"0";"47";"100";"55.32";"1.2";"0.67";"57.69";"123.4";"0.21";"31.91";"4.26";"0";"23.4";"12.77";"2.13"
"James David Rodríguez Rubio";"AM";"all";"all";"4676";"J. Rodríguez";"1991-07-12";"89.71";"21.18";"5";"0";"95";"100";"56.84";"1.66";"0.99";"62.96";"163.16";"0.34";"35.79";"4.21";"0";"26.32";"14.74";"3.16"
"James David Rodríguez Rubio";"CF";"all";"all";"4676";"J. Rodríguez";"1991-07-12";"94.26";"18.73";"5";"0";"76";"100";"67.11";"2.46";"1.36";"76.47";"163.16";"0.9";"51.32";"9.21";"1.32";"36.84";"21.05";"13.16"
"Dieter Daniel Villalpando Pérez";"AM";"all";"all";"23309";"D. Villalpando";"1991-08-04";"80.85";"18.64";"8";"0";"96";"100";"63.54";"1.46";"1.05";"78.69";"146.88";"0.73";"50";"7.29";"1.04";"17.71";"15.62";"10.42"
"Dieter Daniel Villalpando Pérez";"CF";"all";"all";"23309";"D. Villalpando";"1991-08-04";"83.34";"16.95";"13";"1";"169";"100";"68.05";"2.21";"1.64";"72.17";"160.36";"0.83";"49.11";"4.73";"1.18";"30.18";"20.71";"10.06"
"Néstor Alejandro Araújo Razo";"RCB";"all";"all";"13920";"N. Araújo";"1991-08-29";"91.76";"20.56";"7";"0";"55";"100";"40";"0.36";"0.09";"86.36";"116.36";"0.04";"34.55";"0";"0";"5.45";"0";"0"
"Javier Güemez López";"LDM";"all";"all";"18028";"J. Güemez";"1991-10-17";"95.9";"17.43";"8";"1";"81";"100";"67.9";"1.41";"0.96";"76.36";"135.8";"0.48";"51.85";"12.35";"0";"22.22";"13.58";"6.17"
"Javier Güemez López";"LM";"all";"all";"18028";"J. Güemez";"1991-10-17";"99.82";"21.64";"14";"1";"184";"100";"69.02";"1.31";"0.95";"74.8";"128.8";"0.53";"51.63";"5.43";"0";"19.57";"14.67";"8.7"
"Anderson Santamaría Bardales";"CB";"all";"all";"11862";"A. Santamaría";"1992-01-10";"102.94";"17.91";"5";"0";"17";"100";"52.94";"0.22";"0.19";"88.89";"129.41";"0.11";"47.06";"5.88";"0";"0";"0";"0"
"Anderson Santamaría Bardales";"LCB";"all";"all";"11862";"A. Santamaría";"1992-01-10";"101.07";"18.79";"9";"0";"57";"100";"56.14";"0.42";"0.32";"81.25";"119.3";"0.13";"45.61";"3.51";"0";"3.51";"1.75";"0"
"José Ignacio Rivero Segade";"RM";"all";"all";"36188";"I. Rivero";"1992-04-10";"94.77";"22.58";"8";"0";"106";"100";"68.87";"2.28";"1.78";"68.49";"155.66";"0.84";"47.17";"7.55";"0.94";"33.96";"24.53";"12.26"
"José Ignacio Rivero Segade";"RW";"all";"all";"36188";"I. Rivero";"1992-04-10";"91.57";"23.71";"6";"0";"61";"100";"62.3";"2.52";"1.69";"60.53";"147.54";"0.91";"37.7";"3.28";"0";"34.43";"22.95";"14.75"
"José Ignacio Rivero Segade";"RWB";"all";"all";"36188";"I. Rivero";"1992-04-10";"92.33";"21.98";"7";"0";"90";"100";"65.56";"1.56";"1.12";"57.63";"163.33";"0.46";"37.78";"4.44";"0";"31.11";"21.11";"8.89"
"John Stefan Medina Ramírez";"RB";"all";"all";"23300";"S. Medina";"1992-06-14";"91.26";"22.95";"6";"0";"78";"100";"57.69";"1.36";"0.79";"75.56";"146.15";"0.55";"43.59";"10.26";"3.85";"17.95";"10.26";"5.13"
"John Stefan Medina Ramírez";"RCB";"all";"all";"23300";"S. Medina";"1992-06-14";"100.66";"24.94";"26";"0";"274";"100";"47.08";"0.58";"0.28";"89.92";"119.71";"0.19";"42.34";"3.28";"0.36";"6.2";"3.65";"1.82"
"John Stiven Mendoza Valencia";"LW";"all";"all";"12076";"S. Mendoza";"1992-06-27";"96.58";"20.34";"13";"0";"149";"100";"69.13";"3.32";"2.55";"67.96";"149.66";"1.3";"46.98";"11.41";"1.34";"44.3";"31.54";"17.45"
"John Stiven Mendoza Valencia";"RW";"all";"all";"12076";"S. Mendoza";"1992-06-27";"95.23";"19.71";"6";"1";"65";"100";"69.23";"1.97";"1.19";"73.33";"163.08";"0.57";"50.77";"4.62";"1.54";"33.85";"20";"9.23"
"Pablo González Díaz";"DM";"all";"all";"36127";"P. González";"1992-07-07";"99.45";"15.78";"5";"0";"16";"100";"31.25";"1.1";"0.39";"100";"125";"0.39";"31.25";"6.25";"0";"18.75";"6.25";"6.25"
"Pablo González Díaz";"LM";"all";"all";"36127";"P. González";"1992-07-07";"96.66";"14.8";"5";"0";"21";"100";"66.67";"0.83";"0.4";"85.71";"109.52";"0.3";"57.14";"0";"0";"4.76";"0";"0"
"Pablo González Díaz";"RM";"all";"all";"36127";"P. González";"1992-07-07";"87.86";"13.23";"6";"0";"26";"100";"34.62";"0.84";"0.55";"66.67";"126.92";"0.25";"23.08";"0";"0";"15.38";"11.54";"3.85"
"Borja González Tomás";"CF";"all";"all";"1395";"Borja Bastón";"1992-08-25";"73.24";"15.91";"5";"0";"15";"100";"73.33";"1.6";"1.16";"90.91";"120";"0.98";"66.67";"6.67";"0";"26.67";"13.33";"6.67"
"Diego Antonio Reyes Rosales";"RCB";"all";"all";"2724";"D. Reyes";"1992-09-19";"93.86";"21.77";"10";"0";"58";"100";"48.28";"0.42";"0.24";"85.71";"117.24";"0.13";"41.38";"1.72";"0";"3.45";"3.45";"1.72"
"Aldo Paul Rocha González";"DM";"all";"all";"36128";"A. Rocha";"1992-11-06";"100.85";"17.74";"12";"0";"105";"100";"59.05";"1.24";"0.78";"85.48";"142.86";"0.52";"50.48";"2.86";"0.95";"19.05";"11.43";"9.52"
"Aldo Paul Rocha González";"LM";"all";"all";"36128";"A. Rocha";"1992-11-06";"89.96";"17.43";"8";"0";"67";"100";"43.28";"0.97";"0.39";"75.86";"125.37";"0.25";"32.84";"0";"0";"11.94";"4.48";"2.99"
"Aldo Paul Rocha González";"RM";"all";"all";"36128";"A. Rocha";"1992-11-06";"94.82";"18.9";"6";"0";"62";"100";"53.23";"1.1";"0.53";"84.85";"137.1";"0.32";"45.16";"1.61";"0";"17.74";"9.68";"4.84"
"João Paulo Dias Fernandes";"CF";"all";"all";"8496";"Paulinho";"1992-11-09";"96.12";"22.96";"34";"1";"280";"100";"71.79";"3.6";"2.69";"75.12";"157.14";"1.71";"53.93";"13.21";"2.86";"45.36";"31.43";"20"
"Henry Josué Martín Mex";"CF";"all";"all";"18024";"H. Martín";"1992-11-18";"88.38";"20.51";"23";"1";"201";"100";"72.64";"3.28";"2.54";"69.86";"141.29";"1.47";"50.75";"7.96";"2.49";"46.27";"33.83";"19.4"
"Jesús Manuel Corona Ruíz";"LW";"all";"all";"4992";"J. Corona";"1993-01-06";"73.49";"19.02";"9";"0";"132";"100";"58.33";"2.83";"1.96";"74.03";"159.09";"1.18";"43.18";"7.58";"2.27";"42.42";"25";"13.64"
"Jesús Alonso Escoboza Lugo";"LWB";"all";"all";"23319";"A. Escoboza";"1993-01-22";"81.82";"18.89";"6";"0";"60";"100";"65";"1.8";"1.44";"66.67";"133.33";"0.55";"43.33";"3.33";"0";"16.67";"13.33";"6.67"
"Carlos Gabriel González Espínola";"CF";"all";"all";"23669";"C. González";"1993-02-04";"77.03";"19.58";"5";"0";"28";"100";"53.57";"2.33";"1.11";"66.67";"160.71";"0.29";"35.71";"7.14";"0";"35.71";"17.86";"0"
"Cristian Alexis Borja González";"LB";"all";"all";"18224";"C. Borja";"1993-02-18";"94.49";"22.69";"16";"0";"219";"100";"64.84";"1.53";"1.1";"85.21";"136.53";"0.49";"55.25";"4.11";"0.46";"13.24";"8.68";"4.11"
"Cristian Alexis Borja González";"LWB";"all";"all";"18224";"C. Borja";"1993-02-18";"81.15";"18.23";"5";"0";"63";"100";"69.84";"1.08";"0.85";"79.55";"153.97";"0.63";"55.56";"1.59";"0";"11.11";"7.94";"6.35"
"Lorenzo Abel Faravelli";"LM";"all";"all";"26289";"L. Faravelli";"1993-03-29";"84.81";"21.77";"12";"0";"141";"100";"49.65";"1.38";"0.76";"74.29";"141.84";"0.5";"36.88";"8.51";"0.71";"24.82";"12.77";"7.09"
"Lorenzo Abel Faravelli";"RM";"all";"all";"26289";"L. Faravelli";"1993-03-29";"81.06";"21.2";"12";"0";"127";"100";"55.12";"1.88";"1.18";"67.14";"129.13";"0.54";"37.01";"3.94";"2.36";"28.35";"17.32";"7.87"
"Anthony Rubén Lozano Choco";"CF";"all";"all";"11652";"A. Lozano";"1993-04-25";"85.93";"16.82";"11";"0";"39";"100";"71.79";"2.69";"2.36";"57.14";"166.67";"0.45";"41.03";"2.56";"0";"25.64";"20.51";"2.56"
"Luan Garcia Teixeira";"CB";"all";"all";"31608";"Luan";"1993-05-10";"101.04";"22.46";"7";"0";"28";"100";"46.43";"0.39";"0.1";"84.62";"114.29";"0.06";"39.29";"3.57";"0";"3.57";"0";"0"
"Luan Garcia Teixeira";"LCB";"all";"all";"31608";"Luan";"1993-05-10";"100.63";"25.26";"10";"0";"71";"100";"43.66";"0.61";"0.28";"77.42";"112.68";"0.15";"33.8";"0";"0";"8.45";"1.41";"0"
"Luan Garcia Teixeira";"RCB";"all";"all";"31608";"Luan";"1993-05-10";"99.9";"23.79";"13";"0";"73";"100";"45.21";"0.44";"0.17";"72.73";"117.81";"0.1";"32.88";"0";"0";"5.48";"1.37";"1.37"
"Jaime Gómez Valencia";"RB";"all";"all";"23433";"J. Gómez";"1993-07-17";"93.95";"16.34";"6";"0";"51";"100";"68.63";"0.38";"0.27";"91.43";"150.98";"0.23";"62.75";"3.92";"0";"1.96";"0";"0"
"Carlos Ernesto Cisneros Barajas";"LW";"all";"all";"36213";"C. Cisneros";"1993-08-30";"72.43";"16.16";"5";"0";"46";"100";"63.04";"3.03";"2.18";"72.41";"158.7";"1.24";"45.65";"6.52";"0";"43.48";"28.26";"13.04"
"Lisandro Magallán";"CB";"all";"all";"22235";"L. Magallán";"1993-09-27";"101.07";"21.81";"12";"0";"73";"100";"32.88";"0.34";"0.08";"95.83";"123.29";"0.07";"31.51";"0";"0";"2.74";"0";"0"
"Lisandro Magallán";"LCB";"all";"all";"22235";"L. Magallán";"1993-09-27";"99.34";"20.84";"10";"0";"57";"100";"54.39";"0.42";"0.3";"80.65";"114.04";"0.22";"43.86";"3.51";"0";"1.75";"1.75";"1.75"
"Carlos Joel Salcedo Hernández";"LCB";"all";"all";"11902";"C. Salcedo";"1993-09-29";"100.29";"20.01";"9";"0";"103";"100";"40.78";"0.35";"0.07";"88.1";"127.18";"0.05";"35.92";"0";"0";"1.94";"0";"0"
"Edgar Yoel Bárcenas Herrera";"LW";"all";"all";"11705";"Y. Bárcenas";"1993-10-23";"99.86";"21.23";"8";"0";"114";"100";"57.89";"1.89";"1.03";"69.7";"122.81";"0.77";"40.35";"3.51";"0";"25.44";"12.28";"8.77"
"Franck Boli";"CF";"all";"all";"24103";"F. Boli";"1993-12-07";"86.08";"19.47";"8";"0";"38";"100";"55.26";"3.31";"1.65";"80.95";"155.26";"1.31";"44.74";"10.53";"2.63";"57.89";"26.32";"15.79"
"Claudio Andrés Baeza Baeza";"RDM";"all";"all";"34805";"C. Baeza";"1993-12-23";"86.78";"21.92";"9";"0";"75";"100";"50.67";"0.9";"0.35";"84.21";"133.33";"0.28";"42.67";"8";"0";"10.67";"2.67";"2.67"
"Cristián Andrés Dájome Arboleda";"RW";"all";"all";"36526";"C. Dájome";"1994-01-03";"76.95";"14.22";"5";"1";"35";"100";"82.86";"3.89";"3.66";"62.07";"174.29";"0.6";"51.43";"5.71";"0";"34.29";"31.43";"5.71"
"Fernando Rubén González Pineda";"DM";"all";"all";"34772";"R. González";"1994-01-27";"100.35";"23.38";"9";"1";"101";"100";"65.35";"0.84";"0.55";"84.85";"123.76";"0.4";"55.45";"1.98";"0";"9.9";"5.94";"3.96"
"Fernando Rubén González Pineda";"RM";"all";"all";"34772";"R. González";"1994-01-27";"102.2";"20.36";"6";"0";"54";"100";"61.11";"1.18";"0.91";"75.76";"127.78";"0.63";"46.3";"7.41";"0";"16.67";"12.96";"9.26"
"Santiago Gabriel Ormeño Zayas";"CF";"all";"all";"36198";"S. Ormeño";"1994-02-04";"90.45";"14.15";"5";"0";"35";"100";"71.43";"1.63";"1.22";"80";"148.57";"1.11";"57.14";"8.57";"0";"17.14";"8.57";"8.57"
"Unai Bilbao Arteta";"CB";"all";"all";"34809";"Unai Bilbao";"1994-02-04";"103.92";"28.04";"5";"0";"54";"100";"42.59";"0.41";"0.18";"86.96";"109.26";"0.12";"37.04";"0";"0";"1.85";"1.85";"0"
"Unai Bilbao Arteta";"LCB";"all";"all";"34809";"Unai Bilbao";"1994-02-04";"100.14";"25.1";"24";"0";"293";"100";"50.51";"0.59";"0.34";"83.78";"123.55";"0.14";"42.32";"1.37";"0";"4.78";"2.39";"0.68"
"Antonio Briseño Vázquez";"RCB";"all";"all";"16228";"A. Briseño";"1994-02-05";"103.02";"24.25";"9";"0";"72";"100";"51.39";"0.25";"0.15";"81.08";"112.5";"0.08";"41.67";"1.39";"1.39";"1.39";"0";"0"
"Ángel Zaldívar Caviedes";"CF";"all";"all";"18027";"Á. Zaldívar";"1994-02-08";"86.48";"19.32";"12";"0";"53";"100";"73.58";"1.89";"1.45";"71.79";"126.42";"1.05";"52.83";"9.43";"1.89";"22.64";"16.98";"11.32"
"José Javier Abella Fanjul";"RB";"all";"all";"23548";"J. Abella";"1994-02-10";"92.8";"17.1";"21";"0";"245";"100";"58.78";"0.96";"0.61";"72.92";"140.82";"0.34";"42.86";"2.45";"0.41";"11.43";"6.94";"3.27"
"Rodolfo Gilbert Pizarro Thomas";"LW";"all";"all";"23284";"R. Pizarro";"1994-02-15";"80.96";"14.15";"6";"1";"49";"100";"77.55";"1.74";"1.37";"73.68";"159.18";"0.73";"57.14";"6.12";"2.04";"32.65";"24.49";"12.24"
"Jesús David Murillo Largacha";"LCB";"all";"all";"36464";"J. Murillo";"1994-02-18";"98.41";"19.79";"6";"0";"38";"100";"39.47";"0.54";"0.27";"80";"144.74";"0.17";"31.58";"0";"0";"10.53";"5.26";"2.63"
"Kevin Rafael Escamilla Moreno";"DM";"all";"all";"23409";"K. Escamilla";"1994-02-21";"90.06";"17.72";"6";"0";"34";"100";"50";"1";"0.36";"94.12";"114.71";"0.29";"47.06";"2.94";"0";"20.59";"8.82";"5.88"
"Uros  Djurdjevic";"CF";"all";"all";"22090";"U. Đurđević";"1994-03-02";"97.6";"18.77";"17";"0";"118";"100";"66.1";"2.89";"1.85";"64.1";"164.41";"0.86";"42.37";"4.24";"0";"42.37";"27.12";"15.25"
"Leonardo Bonatini Lohner Maia";"CF";"all";"all";"6141";"Léo Bonatini";"1994-03-28";"76.89";"20.18";"12";"1";"82";"100";"69.51";"3.47";"2.77";"66.67";"156.1";"1.55";"46.34";"7.32";"0";"40.24";"30.49";"15.85"
"Gabriel Matías Fernández Leites";"CF";"all";"all";"23761";"G. Fernández";"1994-05-13";"82.27";"20.3";"6";"0";"34";"100";"67.65";"2.47";"1.16";"65.22";"188.24";"0.68";"44.12";"8.82";"0";"29.41";"14.71";"8.82"
"Rodrigo Dourado Cunha";"DM";"all";"all";"28321";"Rodrigo Dourado";"1994-06-17";"102.62";"24.99";"8";"0";"77";"100";"61.04";"1.1";"0.6";"80.85";"128.57";"0.45";"49.35";"3.9";"0";"12.99";"6.49";"3.9"
"Rodrigo Dourado Cunha";"LM";"all";"all";"28321";"Rodrigo Dourado";"1994-06-17";"101.3";"25.54";"10";"1";"121";"100";"58.68";"1.09";"0.62";"84.51";"118.18";"0.45";"49.59";"3.31";"0";"17.36";"6.61";"4.13"
"Rodrigo Dourado Cunha";"RM";"all";"all";"28321";"Rodrigo Dourado";"1994-06-17";"97.91";"25.92";"10";"1";"94";"100";"58.51";"1.24";"0.86";"70.91";"125.53";"0.56";"41.49";"6.38";"1.06";"17.02";"10.64";"5.32"
"Jaine Stiven Barreiro Solís";"RCB";"all";"all";"34795";"J. Barreiro";"1994-06-19";"102.53";"21.28";"34";"0";"395";"100";"48.1";"0.36";"0.16";"83.68";"121.77";"0.11";"40.25";"0.76";"0.25";"2.78";"0.76";"0.51"
"Lucas Ariel Ocampos";"LW";"all";"all";"6348";"L. Ocampos";"1994-07-11";"91.72";"21.01";"10";"0";"141";"100";"63.83";"1.95";"1.31";"72.22";"148.23";"0.68";"46.1";"7.09";"0.71";"32.62";"23.4";"12.06"
"José Raúl Zúñiga Murillo";"CF";"all";"all";"502999";"J. Zúñiga";"1994-07-13";"95.2";"22.26";"13";"0";"94";"100";"57.45";"3.24";"1.84";"72.22";"147.87";"1.05";"41.49";"9.57";"2.13";"46.81";"24.47";"15.96"
"José Raúl Zúñiga Murillo";"LW";"all";"all";"502999";"J. Zúñiga";"1994-07-13";"88.94";"26.04";"6";"0";"41";"100";"53.66";"2.2";"1.41";"81.82";"178.05";"0.99";"43.9";"14.63";"0";"31.71";"19.51";"14.63"
"Jesús Daniel Gallardo Vasconcelos";"LB";"all";"all";"11901";"J. Gallardo";"1994-08-15";"98";"23.38";"28";"0";"372";"100";"62.63";"1.87";"1.3";"74.68";"138.44";"0.69";"46.77";"6.99";"2.15";"25.54";"16.4";"7.8"
"Jesús Daniel Gallardo Vasconcelos";"LWB";"all";"all";"11901";"J. Gallardo";"1994-08-15";"97.56";"22.43";"8";"0";"124";"100";"60.48";"1.75";"1.15";"76";"154.03";"0.62";"45.97";"1.61";"0";"20.16";"14.52";"6.45"
"Nicolás Alejandro Ibáñez";"CF";"all";"all";"36253";"N. Ibáñez";"1994-08-23";"87.95";"19.86";"27";"0";"126";"100";"67.46";"3.32";"2.18";"71.76";"148.41";"1.13";"48.41";"9.52";"2.38";"39.68";"26.19";"14.29"
"Gonzalo Rubén Piovi";"CB";"all";"all";"28703";"G. Piovi";"1994-09-08";"101.98";"22.59";"8";"0";"85";"100";"48.24";"0.63";"0.28";"80.49";"129.41";"0.14";"38.82";"0";"0";"9.41";"2.35";"0"
