Name,Team,Competition,Season,Minutes,90s,Appearances,Primary Position,Secondary Position,Gender,Nationality,Age,Date of Birth,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Adrian Bernabe,Parma Calcio 1913,Serie A,2025/2026,1261,14.01,15,Right Centre Midfielder,Right Midfielder,Man,Spain,25,25/05/01,170,0.14,0.14,0.1,0.05,2,7,25,2,,0.12,0,0.09,1.43,0,0.06,0.93,0,0.02,0.5,0.14,0.19,3.43,-0.05,1.14,0.57,0.57,50,2.07,0,1.07,1.36,0.43,0.33,0.71,0.46,22.99,11.99,0.02,6.57,46.28,4.57,7.14,1.43,1.86,56,0.9,1.23,0.5,40,1.14,13,0.14,0,21.06,14.52,5.43,5.07,2.07,47.81,10.14,48,3.5,69,0,0,0,37.48,79,3.21,91,53,1.29,5.5,13,75,-5,53.14,6.21,0.25,0.32,35.91,94,4.54,9.99,1.21,0.71,0.5,0,1.64,2.36,0.14,12,0.29,29,0,19,71,11,26,71,3,21.8,18.36,0.96,110,-3.44,20.84,20.12,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,8,5.13,43,0.04,0.09,0.03,-0.02,,0.13
Adrian Šemper,Pisa,Serie A,2025/2026,1263,14.03,13,Goalkeeper,,Man,Croatia,28,11/01/98,194,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.14,0,0,0.07,0,0,0,0,0,0,0,8.05,2.03,0,3.21,0,0,0,0,0,0,100,0.07,,0,0,0,0,0,0,0,,0,,0,,0,0,0,23.3,63,7.98,17,42,3.21,15.75,13,51,-13,10.61,0.93,0.07,0.07,18.1,100,4.79,0.36,0,0,0,0,0,0,0,,0,,0,54,46,0,100,0,0,44.09,45.62,0.78,91,1.54,34.24,41.37,1.21,1.25,0.03,72,71,1,1.3,4.28,27,15.68,1.3,0,0,14.25,2,24,4,1.1,10,0.09,0.05,,,-0.03,0.11
Adrien Rabiot,AC Milan,Serie A,2025/2026,789,8.77,8,Left Centre Midfielder,Left Wing,Man,France,31,02/04/95,188,0.11,0.11,0.08,0.08,1.03,11,22,1,,0.06,0.11,0.04,0.68,0.11,0.04,0.68,0,0,0,0.23,0.11,1.71,0.11,2.05,1.14,0.91,56,1.6,0,1.37,2.62,0.57,0.4,1.71,1.32,23.61,11.63,0.01,6.5,43.64,2.51,7.07,1.48,2.05,59,1.14,1.54,1.48,36,1.03,48,1.25,0.11,20.64,17.77,5.47,3.99,0.91,46.5,9.01,44,2.39,60,0.11,0,0,42.54,88,1.48,83,65,2.17,1.82,25,88,-1,52.33,4.79,0.45,0.47,41.4,92,4.94,11.4,0.8,0.8,0,0.11,1.71,2.51,0,14,0.11,10,0.11,22,65,13,26,65,9,16.87,14.88,0.98,100,-1.99,16.49,14.93,0,0,0,0,0,,0,0,,0,0,0,0,0,0,13,8,4.08,30,0.03,0.09,0.03,-0.01,,0.14
Adrien Tamèze,Torino,Serie A,2025/2026,741,8.23,14,Right Centre Back,Centre Defensive Midfielder,Man,France,32,03/02/94,182,0,0,0.02,0.04,0.36,0,0,0,,0,0,0.02,0.49,0,0.02,0.49,0,0,0,0,0.04,0.85,-0.04,0.73,0.24,0.49,33,0.73,0,0.24,1.21,1.82,1.28,3.64,2.28,15.18,6.68,0.04,5.95,37.12,3.64,9.72,0.97,2.79,57,0.76,2.04,1.46,17,0.73,58,1.82,0.12,12.75,9.23,4.86,3.4,1.21,42.31,5.22,41,2.55,75,0.12,0,0,35.59,79,3.4,9,64,4.37,4.62,16,68,-11,43.38,4.01,0.34,0.35,28.42,95,4.36,6.56,0.24,0.24,0,0.24,0.85,1.09,0,50,0.12,14,0.24,30,65,5,31,67,2,21.82,20.03,0.96,95,-1.79,20.92,19.1,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,9,2.98,21,0.05,0.1,0.15,-0.02,,0.28
Albert Grønbæk Erlykke,Genoa,Serie A,2025/2026,121,1.34,4,Left Centre Midfielder,Left Midfielder,Man,Denmark,25,22/05/01,176,0,0,0.02,0.03,0.74,0,100,0,,0.02,0,0.11,1.49,0,0.11,1.49,0,0,0,0,0.13,2.23,-0.13,3.72,1.49,2.23,40,0.74,0,1.49,6.7,0,0,0.74,0.76,20.85,8.19,0,5.21,54.65,2.23,3.72,3.72,3.72,100,2.22,2.22,0.74,100,0,100,0.74,0,17.87,17.65,3.72,2.98,0.74,58.48,11.17,63,2.98,100,0.74,0,0,15.64,73,0,8,,0.74,0,23,20,-53,58.07,2.98,0.21,0.21,20.1,63,6.55,5.21,1.49,0.74,0.74,0,0,0.74,0,0,0,,0,27,64,9,57,43,0,14.28,12.16,1.06,114,-2.12,15.09,13.82,0,0,0,0,0,,0,0,,0,0,0,0,0,0,36,14,3.72,34,0.06,0.04,0.03,-0.02,,0.11
Albert Gudmundsson,Fiorentina,Serie A,2025/2026,869,9.66,13,Left Centre Midfielder,Centre Attacking Midfielder,Man,Iceland,28,14/06/97,177,0.21,0,0.03,0.05,0.52,0,0,1,100,0,0.1,0.04,0.62,0.1,0.04,0.52,0,0,0.1,0.1,0.07,1.14,0.03,1.35,0.62,0.72,46,1.24,0,1.35,2.48,0.1,0.12,0.41,0.56,18.01,9.63,0.01,4.45,53.56,1.66,5.28,0.72,0.83,54,0.88,1,1.66,0,0.62,27,0.41,0,15.63,17.71,3.73,3.62,1.04,54.85,9.32,60,3.11,86,0.31,0,0,25.98,84,1.45,14,61,0.72,2.07,20,89,4,55.19,3.83,0.22,0.25,24.95,86,6.11,7.87,0.83,0.62,0.21,0.1,1.45,2.07,0.1,38,0.41,33,0.21,12,67,21,12,72,16,18.01,14.83,0.92,96,-3.18,16.55,14.2,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,10,4.91,35,0.01,0.09,0.01,0.01,,0.11
Alberto Grassi,Cremonese,Serie A,2025/2026,491,5.46,9,Centre Defensive Midfielder,Right Centre Midfielder,Man,Italy,31,06/03/95,183,0,0,0.01,0.05,0.18,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.01,0.18,-0.01,0.73,0.55,0.18,75,1.83,0,0.37,0.55,1.28,0.96,3.12,2.09,12.28,7.88,0.01,7.51,31.82,4.4,11.91,1.65,2.93,64,0.89,1.85,0.92,33,0.92,42,0.92,0.18,9.71,6.75,5.5,2.57,1.28,36.07,2.2,23,1.28,50,0.37,0,0,39.59,82,2.02,25,48,3.48,3.85,15,69,-13,42.05,3.12,0.11,0.12,29.51,98,5.21,3.85,0,0,0,0,0,0,0,,0,,0,26,67,7,33,62,5,19.99,17.74,0.95,91,-2.24,18.9,16.15,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,10,2.99,38,0.03,0.07,-0.15,0,,-0.06
Alberto Moreno,Como,Serie A,2025/2026,263,2.92,3,Left Back,,Man,Spain,33,04/07/92,171,0.34,0.34,0.15,0.11,1.37,25,50,1,,0.06,0,0.1,1.37,0,0.1,1.37,0,0,0,0.34,0.25,2.74,0.09,0.68,0.34,0.34,50,0,0,0.34,1.37,0,0,0.68,1.15,18.15,10.96,0,7.53,37.75,2.74,7.53,2.05,2.05,86,2.98,2.98,1.37,50,0.34,100,1.71,0,14.72,20.12,6.85,3.08,1.71,42.64,5.82,40,1.37,44,0.34,0,0,47.59,85,4.79,97,74,1.71,5.48,17,93,8,49.29,4.79,0.35,0.57,44.17,97,3.17,10.27,1.37,1.03,0.34,0.34,2.05,3.08,0,75,1.03,50,0.34,13,76,11,3,90,7,19.41,19.08,0.97,102,-0.33,18.81,19.5,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,9,3.6,28,0.06,0.07,0.06,-0.04,,0.16
Alberto Paleari,Torino,Serie A,2025/2026,587,6.52,6,Goalkeeper,,Man,Italy,33,28/08/92,193,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.15,0.13,0.31,0.15,0,6.29,2.85,0,4.29,0,0,0,0,0,0,100,0.15,,0,0,0.31,0.37,0.15,0,0,5.07,0,0,0,,0,0,0,23.61,59,7.51,11,38,2.61,17.48,12,58,-2,11.41,1.23,0.12,0.12,18.4,100,4.86,1.07,0,0,0,0,0,0,0,,0,,0,62,38,0,100,0,0,47.05,41.99,0.76,71,-5.05,35.78,29.96,1.07,1,-0.07,68,70,-2,1.17,3.37,28,12.11,1.55,0.15,0.15,19.13,4,30,3,1.1,9,0.19,0.05,0,,-0.18,0.06
Alejandro Jiménez,AC Milan,Serie A,2025/2026,49,0.55,1,Left Back,,Man,Spain,21,07/05/05,177,0,0,0,,0,,,0,,0,0,0.26,3.65,0,0.26,3.65,0,0,0,0,0.26,3.65,-0.26,7.3,3.65,3.65,50,1.83,0,1.83,3.65,1.83,2.92,0,0,10.95,7.3,0,1.83,58.24,0,3.65,0,1.83,0,0,2.92,0,0,1.83,0,0,0,10.95,17.54,1.83,1.83,0,54.89,5.48,50,1.83,100,1.83,0,0,38.34,100,3.65,10,100,0,3.65,8,100,0,58.96,3.65,0.68,0.73,43.81,88,7.79,23.73,3.65,3.65,0,1.83,3.65,7.3,0,50,3.65,100,1.83,0,96,4,0,100,0,15.8,9.69,1,100,-6.11,15.8,9.69,0,0,0,0,0,,0,0,,0,0,0,0,0,0,8,8,13.51,42,0.52,0,0.02,,,0.53
Alessandro Bastoni,Inter Milan,Serie A,2025/2026,1313,14.59,14,Left Centre Back,,Man,Italy,27,12/04/99,190,0.07,0.07,0.09,0.11,0.82,8,33,0,,0.13,0.21,0.07,0.96,0.21,0.07,0.96,0,0,0,0.27,0.16,1.78,0.11,0.27,0.14,0.14,50,0.89,0,0.21,0.41,0.96,1.49,2.88,3.57,15.56,7.95,0.02,5.55,38.65,3.56,9.46,2.33,3.29,89,3.17,4.66,1.92,79,0.27,68,2.88,0,11.31,14.17,3.97,2.95,1.03,42.61,3.97,35,1.71,58,0.07,0,0,64.9,85,6.51,88,64,3.91,9.18,12,77,-7,47.61,7.54,0.55,0.6,54.96,99,4.19,15.21,1.99,1.64,0.34,0.14,1.78,3.43,0.14,24,0.62,33,0.27,22,71,6,26,63,11,22.24,19.24,0.95,94,-3,21.16,18.02,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,9,8.26,42,0.23,0.07,0.02,-0.02,,0.3
Alessandro Buongiorno,Napoli,Serie A,2025/2026,985,10.95,12,Left Centre Back,Centre Back,Man,Italy,26,05/06/99,190,0,0,0.04,0.13,0.27,0,33,0,,0,0.09,0.01,0.09,0.09,0.01,0.09,0,0,0,0.09,0.05,0.37,0.04,0,0,0,,0.73,0,0.27,0.09,1.46,1.35,2.83,3.14,13.7,7.03,0.03,5.39,33.25,2.92,10.51,1,2.47,69,1.03,2.38,2.01,44,0.46,67,2.65,0,10.69,11.7,3.56,2.01,0.91,38.26,3.11,29,0.82,41,0.09,0,0,49.34,90,1.64,86,53,3.29,2.65,16,71,-19,39.2,4.48,0.27,0.32,37.92,99,5,4.84,0.27,0.27,0,0,0.55,0.82,0,67,0.18,100,0,23,72,6,38,62,0,19.4,17.94,0.97,98,-1.46,18.74,17.51,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,12,2.7,19,0.04,0.03,0,-0.04,,0.03
Alessandro Circati,Parma Calcio 1913,Serie A,2025/2026,929,10.32,10,Centre Back,Right Centre Back,Man,Australia,22,09/10/03,190,0.1,0.1,0.04,0.42,0.1,100,100,0,,0.08,0,0.02,0.29,0,0.02,0.29,0,0,0,0.1,0.06,0.39,0.04,0,0,0,,0.58,0,0.19,0.39,0.87,0.57,3.68,1.9,15.5,7.56,0.11,7.46,27.63,3,12.69,1.16,2.03,100,0.71,1.28,1.16,100,0,72,2.71,0.19,13.17,9.06,5.42,2.81,1.26,32.15,3.2,24,1.07,38,0,0,0,42.52,83,3,16,60,4.36,4.36,16,73,-11,34.1,1.36,0.13,0.19,30.42,98,4.79,1.94,0.19,0.19,0,0,0.29,0.48,0,0,0,,0,25,72,3,50,45,5,23.28,21.25,0.96,105,-2.03,22.25,22.36,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,11,1.6,16,0.03,0.04,0.08,0.05,,0.2
Alessandro Deiola,Cagliari,Serie A,2025/2026,835,9.28,10,Left Centre Midfielder,Centre Defensive Midfielder,Man,Italy,30,31/07/95,190,0,0,0.03,0.05,0.54,0,60,0,,0.06,0.11,0.04,0.43,0.11,0.04,0.32,0,0,0.11,0.11,0.07,0.97,0.04,0.43,0.22,0.22,50,0.86,0,0.11,0.75,0.75,0.38,2.37,1.47,24.58,12.61,0.06,7.65,32.94,3.13,7.76,2.26,3.02,70,1.72,2.09,1.94,58,0.97,40,0.86,0.22,20.37,13.89,6.04,3.45,1.08,35.21,4.1,20,1.4,41,0.32,0,0,36.33,83,2.59,8,71,2.8,3.23,15,71,-12,39.98,2.16,0.28,0.32,25.44,97,3.48,3.77,0.43,0.43,0,0,1.19,1.62,0,25,0.11,25,0.11,22,69,10,26,74,0,20.03,15.82,0.99,103,-4.21,19.93,16.37,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,9,2.95,27,0.01,0.02,-0.02,0,,0.02
Alessandro Di Pardo,Cagliari,Serie A,2025/2026,70,0.78,3,Right Back,Right Wing Back,Man,Italy,26,17/07/99,182,0,0,0.21,0.16,1.29,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0.21,1.29,-0.21,1.29,0,1.29,0,1.29,0,0,1.29,0,0,3.86,1.42,19.32,9.02,0.07,7.73,28.22,2.58,10.31,1.29,1.29,50,0.67,0.67,0,0,1.29,67,2.58,0,18.03,9.44,6.44,1.29,0,32.79,1.29,7,0,0,0,0,0,23.19,70,2.58,18,100,3.86,2.58,15,50,-20,43.94,2.58,0.22,0.43,21.9,94,5.27,3.86,3.86,2.58,1.29,0,2.58,5.15,0,33,1.29,100,0,30,56,15,33,67,0,19.67,15.66,0.96,89,-4,18.93,13.91,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,19,1.29,18,0.24,0.21,0.23,-0.24,,0.44
